SED_NAME16	IndigenousStatus	persons
Unley	Torres Strait Islander	4
Waite	Aboriginal	147
Waite	Both Aboriginal & Torres Strait Islander	4
Waite	Non-indigenous	34266
Waite	Torres Strait Islander	11
West Torrens	Aboriginal	382
West Torrens	Non-indigenous	35830
West Torrens	Torres Strait Islander	9
Wright	Aboriginal	359
Wright	Both Aboriginal & Torres Strait Islander	5
Wright	Non-indigenous	34048
Wright	Torres Strait Islander	15
No usual address (SA)	Aboriginal	246
No usual address (SA)	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	Non-indigenous	2609
No usual address (SA)	Torres Strait Islander	4
Migratory - Offshore - Shipping (SA)	Non-indigenous	3
Albany (South West)	Aboriginal	1174
Albany (South West)	Both Aboriginal & Torres Strait Islander	18
Albany (South West)	Non-indigenous	35371
Albany (South West)	Torres Strait Islander	20
Alfred Cove (South Metropolitan)	Aboriginal	144
Alfred Cove (South Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Alfred Cove (South Metropolitan)	Non-indigenous	34763
Alfred Cove (South Metropolitan)	Torres Strait Islander	3
Armadale (East Metropolitan)	Aboriginal	1680
Armadale (East Metropolitan)	Both Aboriginal & Torres Strait Islander	31
Armadale (East Metropolitan)	Non-indigenous	43682
Armadale (East Metropolitan)	Torres Strait Islander	39
Balcatta (North Metropolitan)	Aboriginal	322
Balcatta (North Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Balcatta (North Metropolitan)	Non-indigenous	38903
Balcatta (North Metropolitan)	Torres Strait Islander	8
Bassendean (East Metropolitan)	Aboriginal	984
Bassendean (East Metropolitan)	Both Aboriginal & Torres Strait Islander	28
Bassendean (East Metropolitan)	Non-indigenous	36804
Bassendean (East Metropolitan)	Torres Strait Islander	38
Bateman (South Metropolitan)	Aboriginal	179
Bateman (South Metropolitan)	Both Aboriginal & Torres Strait Islander	4
Bateman (South Metropolitan)	Non-indigenous	34801
Belmont (East Metropolitan)	Aboriginal	998
Belmont (East Metropolitan)	Both Aboriginal & Torres Strait Islander	30
Belmont (East Metropolitan)	Non-indigenous	41041
Belmont (East Metropolitan)	Torres Strait Islander	16
Bunbury (South West)	Aboriginal	1161
Bunbury (South West)	Both Aboriginal & Torres Strait Islander	31
Bunbury (South West)	Non-indigenous	34837
Bunbury (South West)	Torres Strait Islander	22
Butler (North Metropolitan)	Aboriginal	1257
Butler (North Metropolitan)	Both Aboriginal & Torres Strait Islander	31
Butler (North Metropolitan)	Non-indigenous	74932
Butler (North Metropolitan)	Torres Strait Islander	36
Cannington (South Metropolitan)	Aboriginal	818
Cannington (South Metropolitan)	Both Aboriginal & Torres Strait Islander	16
Cannington (South Metropolitan)	Non-indigenous	46123
Cannington (South Metropolitan)	Torres Strait Islander	15
Carine (North Metropolitan)	Aboriginal	151
Carine (North Metropolitan)	Both Aboriginal & Torres Strait Islander	6
Carine (North Metropolitan)	Non-indigenous	34451
Carine (North Metropolitan)	Torres Strait Islander	11
Central Wheatbelt (Agricultural)	Aboriginal	1768
Central Wheatbelt (Agricultural)	Both Aboriginal & Torres Strait Islander	21
Central Wheatbelt (Agricultural)	Non-indigenous	32511
Central Wheatbelt (Agricultural)	Torres Strait Islander	12
Churchlands (North Metropolitan)	Aboriginal	132
Churchlands (North Metropolitan)	Both Aboriginal & Torres Strait Islander	5
Churchlands (North Metropolitan)	Non-indigenous	41360
Churchlands (North Metropolitan)	Torres Strait Islander	15
Cockburn (South Metropolitan)	Aboriginal	650
Cockburn (South Metropolitan)	Both Aboriginal & Torres Strait Islander	8
Cockburn (South Metropolitan)	Non-indigenous	47554
Cockburn (South Metropolitan)	Torres Strait Islander	11
Collie-Preston (South West)	Aboriginal	951
Collie-Preston (South West)	Both Aboriginal & Torres Strait Islander	23
Collie-Preston (South West)	Non-indigenous	39030
Collie-Preston (South West)	Torres Strait Islander	24
Cottesloe (North Metropolitan)	Aboriginal	231
Cottesloe (North Metropolitan)	Both Aboriginal & Torres Strait Islander	9
Cottesloe (North Metropolitan)	Non-indigenous	37361
Cottesloe (North Metropolitan)	Torres Strait Islander	3
Darling Range (East Metropolitan)	Aboriginal	805
Darling Range (East Metropolitan)	Both Aboriginal & Torres Strait Islander	8
Darling Range (East Metropolitan)	Non-indigenous	61173
Darling Range (East Metropolitan)	Torres Strait Islander	19
Dawesville (South West)	Aboriginal	574
Dawesville (South West)	Both Aboriginal & Torres Strait Islander	10
Dawesville (South West)	Non-indigenous	40027
Dawesville (South West)	Torres Strait Islander	22
Eyre (Mining and Pastoral)	Aboriginal	3216
Eyre (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	71
Eyre (Mining and Pastoral)	Non-indigenous	48576
Eyre (Mining and Pastoral)	Torres Strait Islander	50
Forrestfield (East Metropolitan)	Aboriginal	1030
Forrestfield (East Metropolitan)	Both Aboriginal & Torres Strait Islander	13
Forrestfield (East Metropolitan)	Non-indigenous	41816
Forrestfield (East Metropolitan)	Torres Strait Islander	18
Fremantle (South Metropolitan)	Aboriginal	447
Fremantle (South Metropolitan)	Both Aboriginal & Torres Strait Islander	14
Fremantle (South Metropolitan)	Non-indigenous	40227
Fremantle (South Metropolitan)	Torres Strait Islander	14
Geraldton (Agricultural)	Aboriginal	3512
Geraldton (Agricultural)	Both Aboriginal & Torres Strait Islander	58
Geraldton (Agricultural)	Non-indigenous	34524
Geraldton (Agricultural)	Torres Strait Islander	17
Girrawheen (North Metropolitan)	Aboriginal	595
Girrawheen (North Metropolitan)	Both Aboriginal & Torres Strait Islander	9
Girrawheen (North Metropolitan)	Non-indigenous	47664
Girrawheen (North Metropolitan)	Torres Strait Islander	17
Gosnells (East Metropolitan)	Aboriginal	1100
Gosnells (East Metropolitan)	Both Aboriginal & Torres Strait Islander	22
Gosnells (East Metropolitan)	Non-indigenous	40717
Gosnells (East Metropolitan)	Torres Strait Islander	16
Hillarys (North Metropolitan)	Aboriginal	178
Hillarys (North Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Hillarys (North Metropolitan)	Non-indigenous	33606
Hillarys (North Metropolitan)	Torres Strait Islander	9
Jandakot (South Metropolitan)	Aboriginal	479
Jandakot (South Metropolitan)	Both Aboriginal & Torres Strait Islander	14
Jandakot (South Metropolitan)	Non-indigenous	39923
Jandakot (South Metropolitan)	Torres Strait Islander	4
Joondalup (North Metropolitan)	Aboriginal	327
Joondalup (North Metropolitan)	Both Aboriginal & Torres Strait Islander	24
Joondalup (North Metropolitan)	Non-indigenous	36325
Joondalup (North Metropolitan)	Torres Strait Islander	11
Kalamunda (East Metropolitan)	Aboriginal	578
Kalamunda (East Metropolitan)	Both Aboriginal & Torres Strait Islander	12
Kalamunda (East Metropolitan)	Non-indigenous	35996
Kalamunda (East Metropolitan)	Torres Strait Islander	16
Kalgoorlie (Mining and Pastoral)	Aboriginal	2096
Kalgoorlie (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	21
Kalgoorlie (Mining and Pastoral)	Non-indigenous	2544
Kimberley (Mining and Pastoral)	Aboriginal	13866
Kimberley (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	346
Kimberley (Mining and Pastoral)	Non-indigenous	20064
Kimberley (Mining and Pastoral)	Torres Strait Islander	88
Kingsley (North Metropolitan)	Aboriginal	212
Kingsley (North Metropolitan)	Both Aboriginal & Torres Strait Islander	5
Kingsley (North Metropolitan)	Non-indigenous	33658
Kingsley (North Metropolitan)	Torres Strait Islander	11
Kwinana (South Metropolitan)	Aboriginal	1888
Kwinana (South Metropolitan)	Both Aboriginal & Torres Strait Islander	46
Kwinana (South Metropolitan)	Non-indigenous	63097
Kwinana (South Metropolitan)	Torres Strait Islander	33
Mandurah (South West)	Aboriginal	1092
Mandurah (South West)	Both Aboriginal & Torres Strait Islander	19
Mandurah (South West)	Non-indigenous	40899
Mandurah (South West)	Torres Strait Islander	26
Maylands (East Metropolitan)	Aboriginal	534
Maylands (East Metropolitan)	Both Aboriginal & Torres Strait Islander	37
Maylands (East Metropolitan)	Non-indigenous	40449
Maylands (East Metropolitan)	Torres Strait Islander	18
Midland (East Metropolitan)	Aboriginal	1557
Midland (East Metropolitan)	Both Aboriginal & Torres Strait Islander	18
Midland (East Metropolitan)	Non-indigenous	38603
Midland (East Metropolitan)	Torres Strait Islander	29
Mirrabooka (East Metropolitan)	Aboriginal	1086
Mirrabooka (East Metropolitan)	Both Aboriginal & Torres Strait Islander	13
Mirrabooka (East Metropolitan)	Non-indigenous	44054
Mirrabooka (East Metropolitan)	Torres Strait Islander	23
Moore (Agricultural)	Aboriginal	1516
Moore (Agricultural)	Both Aboriginal & Torres Strait Islander	12
Moore (Agricultural)	Non-indigenous	34412
Moore (Agricultural)	Torres Strait Islander	11
Morley (East Metropolitan)	Aboriginal	348
Morley (East Metropolitan)	Both Aboriginal & Torres Strait Islander	10
Morley (East Metropolitan)	Non-indigenous	38337
Morley (East Metropolitan)	Torres Strait Islander	18
Mount Lawley (East Metropolitan)	Aboriginal	267
Mount Lawley (East Metropolitan)	Both Aboriginal & Torres Strait Islander	7
Mount Lawley (East Metropolitan)	Non-indigenous	38776
Mount Lawley (East Metropolitan)	Torres Strait Islander	14
Murray-Wellington (South West)	Aboriginal	935
Murray-Wellington (South West)	Both Aboriginal & Torres Strait Islander	17
Murray-Wellington (South West)	Non-indigenous	40393
Murray-Wellington (South West)	Torres Strait Islander	20
Nedlands (North Metropolitan)	Aboriginal	216
Nedlands (North Metropolitan)	Both Aboriginal & Torres Strait Islander	11
Nedlands (North Metropolitan)	Non-indigenous	39881
Nedlands (North Metropolitan)	Torres Strait Islander	10
North West Central (Mining and Pastoral)	Aboriginal	2986
North West Central (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	60
North West Central (Mining and Pastoral)	Non-indigenous	22449
North West Central (Mining and Pastoral)	Torres Strait Islander	79
Ocean Reef (North Metropolitan)	Aboriginal	196
Ocean Reef (North Metropolitan)	Non-indigenous	41906
Ocean Reef (North Metropolitan)	Torres Strait Islander	17
Perth (North Metropolitan)	Aboriginal	350
Perth (North Metropolitan)	Both Aboriginal & Torres Strait Islander	11
Perth (North Metropolitan)	Non-indigenous	52828
Perth (North Metropolitan)	Torres Strait Islander	10
Pilbara (Mining and Pastoral)	Aboriginal	6785
Pilbara (Mining and Pastoral)	Both Aboriginal & Torres Strait Islander	233
Pilbara (Mining and Pastoral)	Non-indigenous	39248
Pilbara (Mining and Pastoral)	Torres Strait Islander	266
Riverton (South Metropolitan)	Aboriginal	191
Riverton (South Metropolitan)	Both Aboriginal & Torres Strait Islander	4
Riverton (South Metropolitan)	Non-indigenous	37504
Rockingham (South Metropolitan)	Aboriginal	734
Rockingham (South Metropolitan)	Both Aboriginal & Torres Strait Islander	13
Rockingham (South Metropolitan)	Non-indigenous	36825
Rockingham (South Metropolitan)	Torres Strait Islander	22
Scarborough (North Metropolitan)	Aboriginal	353
Scarborough (North Metropolitan)	Non-indigenous	40099
Scarborough (North Metropolitan)	Torres Strait Islander	9
South Perth (South Metropolitan)	Aboriginal	474
South Perth (South Metropolitan)	Both Aboriginal & Torres Strait Islander	10
South Perth (South Metropolitan)	Non-indigenous	38458
South Perth (South Metropolitan)	Torres Strait Islander	6
Southern River (South Metropolitan)	Aboriginal	692
Southern River (South Metropolitan)	Both Aboriginal & Torres Strait Islander	16
Southern River (South Metropolitan)	Non-indigenous	51386
Southern River (South Metropolitan)	Torres Strait Islander	6
Swan Hills (East Metropolitan)	Aboriginal	1180
Swan Hills (East Metropolitan)	Both Aboriginal & Torres Strait Islander	42
Swan Hills (East Metropolitan)	Non-indigenous	47073
Swan Hills (East Metropolitan)	Torres Strait Islander	28
Vasse (South West)	Aboriginal	625
Vasse (South West)	Both Aboriginal & Torres Strait Islander	3
Vasse (South West)	Non-indigenous	39066
Vasse (South West)	Torres Strait Islander	19
Victoria Park (South Metropolitan)	Aboriginal	697
Victoria Park (South Metropolitan)	Both Aboriginal & Torres Strait Islander	12
Victoria Park (South Metropolitan)	Non-indigenous	47117
Victoria Park (South Metropolitan)	Torres Strait Islander	9
Wagin (Agricultural)	Aboriginal	1569
Wagin (Agricultural)	Both Aboriginal & Torres Strait Islander	31
Wagin (Agricultural)	Non-indigenous	31636
Wagin (Agricultural)	Torres Strait Islander	30
Wanneroo (North Metropolitan)	Aboriginal	409
Wanneroo (North Metropolitan)	Both Aboriginal & Torres Strait Islander	7
Wanneroo (North Metropolitan)	Non-indigenous	45746
Wanneroo (North Metropolitan)	Torres Strait Islander	19
Warnbro (South Metropolitan)	Aboriginal	1198
Warnbro (South Metropolitan)	Both Aboriginal & Torres Strait Islander	20
Warnbro (South Metropolitan)	Non-indigenous	60126
Warnbro (South Metropolitan)	Torres Strait Islander	26
Warren-Blackwood (South West)	Aboriginal	708
Warren-Blackwood (South West)	Both Aboriginal & Torres Strait Islander	13
Warren-Blackwood (South West)	Non-indigenous	39068
Warren-Blackwood (South West)	Torres Strait Islander	24
West Swan (East Metropolitan)	Aboriginal	1431
West Swan (East Metropolitan)	Both Aboriginal & Torres Strait Islander	40
West Swan (East Metropolitan)	Non-indigenous	56888
West Swan (East Metropolitan)	Torres Strait Islander	23
Willagee (South Metropolitan)	Aboriginal	733
Willagee (South Metropolitan)	Both Aboriginal & Torres Strait Islander	18
Willagee (South Metropolitan)	Non-indigenous	35952
Willagee (South Metropolitan)	Torres Strait Islander	15
No usual address (WA)	Aboriginal	563
No usual address (WA)	Both Aboriginal & Torres Strait Islander	12
No usual address (WA)	Non-indigenous	5364
No usual address (WA)	Torres Strait Islander	11
Migratory - Offshore - Shipping (WA)	Aboriginal	3
Migratory - Offshore - Shipping (WA)	Non-indigenous	431
Bass (Apsley)	Aboriginal	374
Bass (Apsley)	Both Aboriginal & Torres Strait Islander	9
Bass (Apsley)	Non-indigenous	9751
Bass (Apsley)	Torres Strait Islander	21
Bass (Launceston)	Aboriginal	715
Bass (Launceston)	Both Aboriginal & Torres Strait Islander	10
Bass (Launceston)	Non-indigenous	32108
Bass (Launceston)	Torres Strait Islander	38
Bass (Rosevears)	Aboriginal	549
Bass (Rosevears)	Both Aboriginal & Torres Strait Islander	12
Bass (Rosevears)	Non-indigenous	23258
Bass (Rosevears)	Torres Strait Islander	19
Bass (Windermere)	Aboriginal	1543
Bass (Windermere)	Both Aboriginal & Torres Strait Islander	64
Bass (Windermere)	Non-indigenous	32854
Bass (Windermere)	Torres Strait Islander	64
Braddon (Mersey)	Aboriginal	1802
Braddon (Mersey)	Both Aboriginal & Torres Strait Islander	73
Braddon (Mersey)	Non-indigenous	30459
Braddon (Mersey)	Torres Strait Islander	105
Braddon (Montgomery)	Aboriginal	2051
Braddon (Montgomery)	Both Aboriginal & Torres Strait Islander	72
Braddon (Montgomery)	Non-indigenous	29340
Braddon (Montgomery)	Torres Strait Islander	98
Braddon (Murchison)	Aboriginal	2815
Braddon (Murchison)	Both Aboriginal & Torres Strait Islander	121
Braddon (Murchison)	Non-indigenous	29798
Braddon (Murchison)	Torres Strait Islander	103
Braddon (Western Tiers)	Aboriginal	35
Braddon (Western Tiers)	Non-indigenous	180
Denison (Derwent)	Aboriginal	461
Denison (Derwent)	Both Aboriginal & Torres Strait Islander	26
Denison (Derwent)	Non-indigenous	9113
Denison (Derwent)	Torres Strait Islander	29
Denison (Elwick)	Aboriginal	1592
Denison (Elwick)	Both Aboriginal & Torres Strait Islander	66
Denison (Elwick)	Non-indigenous	34515
Denison (Elwick)	Torres Strait Islander	77
Denison (Hobart)	Aboriginal	528
Denison (Hobart)	Both Aboriginal & Torres Strait Islander	21
Denison (Hobart)	Non-indigenous	32967
Denison (Hobart)	Torres Strait Islander	21
Denison (Huon)	Aboriginal	8
Denison (Huon)	Non-indigenous	421
Denison (Nelson)	Aboriginal	216
Denison (Nelson)	Both Aboriginal & Torres Strait Islander	8
Denison (Nelson)	Non-indigenous	22206
Denison (Nelson)	Torres Strait Islander	10
Franklin (Derwent)	Aboriginal	126
Franklin (Derwent)	Non-indigenous	3642
Franklin (Derwent)	Torres Strait Islander	11
Franklin (Huon)	Aboriginal	2158
Franklin (Huon)	Both Aboriginal & Torres Strait Islander	59
Franklin (Huon)	Non-indigenous	32968
Franklin (Huon)	Torres Strait Islander	81
Franklin (Nelson)	Aboriginal	359
Franklin (Nelson)	Both Aboriginal & Torres Strait Islander	19
Franklin (Nelson)	Non-indigenous	10528
Franklin (Nelson)	Torres Strait Islander	4
Franklin (Pembroke)	Aboriginal	979
Franklin (Pembroke)	Both Aboriginal & Torres Strait Islander	51
Franklin (Pembroke)	Non-indigenous	33359
Franklin (Pembroke)	Torres Strait Islander	64
Franklin (Rumney)	Aboriginal	764
Franklin (Rumney)	Both Aboriginal & Torres Strait Islander	38
Franklin (Rumney)	Non-indigenous	19479
Franklin (Rumney)	Torres Strait Islander	45
Lyons (Apsley)	Aboriginal	775
Lyons (Apsley)	Both Aboriginal & Torres Strait Islander	35
Lyons (Apsley)	Non-indigenous	19382
Lyons (Apsley)	Torres Strait Islander	45
Lyons (Derwent)	Aboriginal	1732
Lyons (Derwent)	Both Aboriginal & Torres Strait Islander	101
Lyons (Derwent)	Non-indigenous	22584
Lyons (Derwent)	Torres Strait Islander	147
Lyons (Rosevears)	Aboriginal	245
Lyons (Rosevears)	Both Aboriginal & Torres Strait Islander	6
Lyons (Rosevears)	Non-indigenous	9509
Lyons (Rosevears)	Torres Strait Islander	5
Lyons (Rumney)	Aboriginal	627
Lyons (Rumney)	Both Aboriginal & Torres Strait Islander	45
Lyons (Rumney)	Non-indigenous	16115
Lyons (Rumney)	Torres Strait Islander	49
Lyons (Western Tiers)	Aboriginal	1063
Lyons (Western Tiers)	Both Aboriginal & Torres Strait Islander	49
Lyons (Western Tiers)	Non-indigenous	30919
Lyons (Western Tiers)	Torres Strait Islander	78
No usual address (Tas.)	Aboriginal	54
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	3
No usual address (Tas.)	Non-indigenous	851
No usual address (Tas.)	Torres Strait Islander	4
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	68
Arafura	Aboriginal	6418
Arafura	Both Aboriginal & Torres Strait Islander	76
Arafura	Non-indigenous	719
Arafura	Torres Strait Islander	17
Araluen	Aboriginal	1545
Araluen	Both Aboriginal & Torres Strait Islander	31
Araluen	Non-indigenous	9818
Araluen	Torres Strait Islander	18
Arnhem	Aboriginal	5856
Arnhem	Both Aboriginal & Torres Strait Islander	234
Arnhem	Non-indigenous	2184
Arnhem	Torres Strait Islander	19
Barkly	Aboriginal	5487
Barkly	Both Aboriginal & Torres Strait Islander	44
Barkly	Non-indigenous	3011
Barkly	Torres Strait Islander	21
Blain	Aboriginal	931
Blain	Both Aboriginal & Torres Strait Islander	70
Blain	Non-indigenous	8287
Blain	Torres Strait Islander	45
Braitling	Aboriginal	1940
Braitling	Both Aboriginal & Torres Strait Islander	37
Braitling	Non-indigenous	8606
Braitling	Torres Strait Islander	22
Brennan	Aboriginal	641
Brennan	Both Aboriginal & Torres Strait Islander	65
Brennan	Non-indigenous	7636
Brennan	Torres Strait Islander	39
Casuarina	Aboriginal	494
Casuarina	Both Aboriginal & Torres Strait Islander	47
Casuarina	Non-indigenous	8742
Casuarina	Torres Strait Islander	33
Daly	Aboriginal	4125
Daly	Both Aboriginal & Torres Strait Islander	95
Daly	Non-indigenous	5552
Daly	Torres Strait Islander	30
Drysdale	Aboriginal	1330
Drysdale	Both Aboriginal & Torres Strait Islander	111
Drysdale	Non-indigenous	7142
Drysdale	Torres Strait Islander	53
Fannie Bay	Aboriginal	441
Fannie Bay	Both Aboriginal & Torres Strait Islander	36
Fannie Bay	Non-indigenous	8059
Fannie Bay	Torres Strait Islander	9
Fong Lim	Aboriginal	498
Fong Lim	Both Aboriginal & Torres Strait Islander	13
Fong Lim	Non-indigenous	7456
Fong Lim	Torres Strait Islander	23
Goyder (NT)	Aboriginal	607
Goyder (NT)	Both Aboriginal & Torres Strait Islander	46
Goyder (NT)	Non-indigenous	8813
Goyder (NT)	Torres Strait Islander	21
Johnston	Aboriginal	511
Johnston	Both Aboriginal & Torres Strait Islander	66
Johnston	Non-indigenous	7026
Johnston	Torres Strait Islander	48
Karama	Aboriginal	968
Karama	Both Aboriginal & Torres Strait Islander	180
Karama	Non-indigenous	6739
Karama	Torres Strait Islander	62
Katherine	Aboriginal	2083
Katherine	Both Aboriginal & Torres Strait Islander	62
Katherine	Non-indigenous	7598
Katherine	Torres Strait Islander	34
Namatjira	Aboriginal	5173
Namatjira	Both Aboriginal & Torres Strait Islander	50
Namatjira	Non-indigenous	3973
Namatjira	Torres Strait Islander	37
Nelson	Aboriginal	1434
Nelson	Both Aboriginal & Torres Strait Islander	44
Nelson	Non-indigenous	10623
Nelson	Torres Strait Islander	39
Nhulunbuy	Aboriginal	6194
Nhulunbuy	Both Aboriginal & Torres Strait Islander	86
Nhulunbuy	Non-indigenous	3223
Nhulunbuy	Torres Strait Islander	26
Nightcliff	Aboriginal	405
Nightcliff	Both Aboriginal & Torres Strait Islander	17
Nightcliff	Non-indigenous	7821
Nightcliff	Torres Strait Islander	21
Port Darwin	Aboriginal	279
Port Darwin	Both Aboriginal & Torres Strait Islander	11
Port Darwin	Non-indigenous	9889
Port Darwin	Torres Strait Islander	21
Sanderson	Aboriginal	608
Sanderson	Both Aboriginal & Torres Strait Islander	106
Sanderson	Non-indigenous	7636
Sanderson	Torres Strait Islander	24
Spillett	Aboriginal	769
Spillett	Both Aboriginal & Torres Strait Islander	32
Spillett	Non-indigenous	8566
Spillett	Torres Strait Islander	25
Stuart (NT)	Aboriginal	5944
Stuart (NT)	Both Aboriginal & Torres Strait Islander	75
Stuart (NT)	Non-indigenous	1286
Stuart (NT)	Torres Strait Islander	15
Wanguri	Aboriginal	442
Wanguri	Both Aboriginal & Torres Strait Islander	56
Wanguri	Non-indigenous	8328
Wanguri	Torres Strait Islander	29
No usual address (NT)	Aboriginal	683
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	1788
No usual address (NT)	Torres Strait Islander	11
Migratory - Offshore - Shipping (NT)	Non-indigenous	70
Brindabella	Aboriginal	1652
Brindabella	Both Aboriginal & Torres Strait Islander	38
Brindabella	Non-indigenous	68700
Brindabella	Torres Strait Islander	34
Ginninderra	Aboriginal	1225
Ginninderra	Both Aboriginal & Torres Strait Islander	40
Ginninderra	Non-indigenous	75925
Ginninderra	Torres Strait Islander	48
Kurrajong	Aboriginal	994
Kurrajong	Both Aboriginal & Torres Strait Islander	34
Kurrajong	Non-indigenous	80531
Kurrajong	Torres Strait Islander	32
Murrumbidgee	Aboriginal	1034
Murrumbidgee	Both Aboriginal & Torres Strait Islander	54
Murrumbidgee	Non-indigenous	76524
Murrumbidgee	Torres Strait Islander	40
Yerrabi	Aboriginal	1203
Yerrabi	Both Aboriginal & Torres Strait Islander	15
Yerrabi	Non-indigenous	88705
Yerrabi	Torres Strait Islander	27
No usual address (ACT)	Aboriginal	29
No usual address (ACT)	Non-indigenous	509
Unclassified (OT)	Aboriginal	212
Unclassified (OT)	Both Aboriginal & Torres Strait Islander	3
Unclassified (OT)	Non-indigenous	4295
Unclassified (OT)	Torres Strait Islander	13
No usual address (OT)	Aboriginal	3
No usual address (OT)	Non-indigenous	52
Migratory - Offshore - Shipping (OT)	Non-indigenous	6
