SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC40809,11,0,0,0,0,0,0,6
SSC40810,165,9,4,0,0,0,0,181
SSC40811,145,20,14,4,0,0,0,180
SSC40812,8,3,0,0,0,0,0,14
SSC40813,490,29,12,9,0,0,0,536
SSC40814,3,0,0,0,0,0,0,3
SSC40815,8,0,0,0,0,0,0,8
SSC40816,14,0,0,0,0,0,0,17
SSC40817,12,0,0,0,0,0,0,12
SSC40818,10,0,0,0,0,0,0,10
SSC40819,217,6,6,5,0,0,0,233
SSC40820,249,16,9,0,0,0,0,281
SSC40821,347,24,3,3,0,0,0,384
SSC40822,13,0,0,0,0,0,0,10
SSC40823,4,0,0,0,0,0,0,4
SSC40824,0,0,0,0,0,0,0,0
SSC40825,3,0,0,0,0,0,0,3
SSC40826,143,9,0,0,0,0,0,156
SSC40827,3,0,0,0,0,0,0,3
SSC40828,16,0,0,0,0,0,0,16
SSC40829,3,0,0,0,0,0,0,4
SSC40830,65,0,0,0,0,0,0,69
SSC40831,0,0,0,0,0,0,0,0
SSC40832,105,16,10,0,0,0,0,131
SSC40833,5,0,0,0,0,0,0,7
SSC40834,0,0,0,0,0,0,0,0
SSC40835,1548,126,48,21,0,0,5,1756
SSC40836,0,0,0,0,0,0,0,0
SSC40837,156,11,0,0,0,0,3,175
SSC40838,0,0,0,0,0,0,0,0
SSC40839,3,0,0,0,0,0,0,3
SSC40840,114,10,12,0,0,0,0,132
SSC40841,3,0,0,0,0,0,0,0
SSC40842,210,24,9,0,0,0,3,245
SSC40843,368,22,7,0,0,0,0,398
SSC40844,145,12,5,0,0,0,0,172
SSC40845,150,8,5,0,0,0,0,161
SSC40846,43,3,0,0,0,0,0,47
SSC40847,30,0,0,0,0,0,0,38
SSC40848,233,9,7,3,0,0,0,249
SSC40849,4,0,0,0,0,0,0,4
SSC40850,0,0,0,0,0,0,0,0
SSC40851,73,4,7,0,0,0,3,85
SSC40852,0,0,0,0,0,0,0,0
SSC40853,0,0,0,0,0,0,0,0
SSC40854,13,0,0,0,0,0,0,16
SSC40855,3,0,0,0,0,0,0,3
SSC40856,0,0,0,0,0,0,0,0
SSC40857,5,0,0,0,0,0,0,5
SSC40858,6,0,0,0,0,0,0,6
SSC40859,5,0,0,0,0,0,0,5
SSC40860,0,0,0,0,0,0,0,0
SSC40861,0,0,0,0,0,0,0,0
SSC40862,110,9,3,0,0,0,3,122
SSC40863,0,0,0,0,0,0,0,0
SSC40864,52,0,3,0,0,0,0,60
SSC40865,52,7,8,0,0,0,3,68
SSC40866,373,22,12,3,0,0,4,404
SSC40867,0,0,0,0,0,0,0,0
SSC40868,5,0,0,0,0,0,0,5
SSC40869,16,0,3,0,0,0,0,13
SSC40870,384,41,34,6,0,0,3,459
SSC40871,289,30,9,0,0,0,0,330
SSC40872,11,0,0,0,0,0,0,9
SSC40873,27,3,0,0,0,0,0,30
SSC40874,4,0,0,0,0,0,0,4
SSC40875,0,0,0,0,0,0,0,0
SSC40876,3,0,0,0,0,0,0,3
SSC40877,6,0,0,0,0,0,0,6
SSC40878,15,3,0,0,0,0,0,17
SSC40879,76,3,3,0,0,0,0,85
SSC40880,16,0,0,0,0,0,0,16
SSC40881,17,0,0,0,0,0,0,17
SSC40882,0,0,0,0,0,0,0,3
SSC40883,0,0,0,0,0,0,0,0
SSC40884,192,12,3,3,0,0,0,207
SSC40885,9,0,0,0,0,0,0,9
SSC40886,445,38,11,3,0,0,0,494
SSC40887,7,0,0,0,0,0,0,7
SSC40888,277,27,8,0,0,0,0,316
SSC40889,0,0,0,0,0,0,0,0
SSC40890,29,3,0,0,0,0,0,33
SSC40891,463,32,26,7,0,0,6,536
SSC40892,761,74,30,5,0,0,5,874
SSC40893,631,42,27,10,4,0,3,706
SSC40894,3,0,0,0,0,0,0,3
SSC40895,22,3,0,0,0,0,0,27
SSC40896,13,0,0,0,0,0,0,19
SSC40897,110,8,3,0,0,0,0,127
SSC40898,9,3,0,0,0,0,0,17
SSC40899,0,0,0,0,0,0,0,0
SSC40900,35,3,0,0,0,0,0,42
SSC40901,3,0,0,0,0,0,0,4
SSC40902,10,0,0,0,0,0,0,11
SSC40903,6,0,0,0,0,0,0,6
SSC40904,5,0,0,0,0,0,0,5
SSC40905,0,0,0,0,0,0,0,0
SSC40906,23,3,7,0,0,0,0,31
SSC40907,157,13,5,0,0,0,0,181
SSC40908,12,3,3,0,0,0,0,15
SSC40909,82,4,6,0,0,0,0,100
SSC40910,3,0,0,0,0,0,0,5
SSC40911,16,4,0,0,0,0,0,21
SSC40912,6,3,0,0,0,0,0,11
SSC40913,14,0,0,0,0,0,0,14
SSC40914,3,0,0,0,0,0,0,3
SSC40915,30,5,0,0,0,0,0,30
SSC40916,3,0,0,0,0,0,0,3
SSC40917,1864,244,146,24,8,0,17,2291
SSC40918,0,0,0,0,0,0,0,0
SSC40919,214,15,3,6,0,0,0,240
SSC40920,3,0,0,0,0,0,0,3
SSC40921,3,0,0,0,0,0,0,3
SSC40922,8,0,0,0,0,0,0,13
SSC40923,1407,133,76,10,0,0,0,1635
SSC40924,0,0,0,0,0,0,0,0
SSC40925,23,0,0,0,0,0,0,28
SSC40926,14,4,0,0,0,0,0,16
SSC40927,19,0,0,0,0,0,0,16
SSC40928,8,0,0,0,0,0,0,5
SSC40929,0,0,0,0,0,0,0,0
SSC40930,16,0,0,0,0,0,0,24
SSC40931,4,0,0,0,0,0,0,4
SSC40932,0,0,0,0,0,0,0,0
SSC40933,157,16,11,4,0,0,3,189
SSC40934,4,0,0,0,0,0,0,4
SSC40935,10,0,0,0,0,0,0,14
SSC40936,8,0,0,0,0,0,0,8
SSC40937,0,0,0,0,0,0,0,0
SSC40938,0,0,0,0,0,0,0,0
SSC40939,0,0,0,0,0,0,0,0
SSC40940,2071,239,152,26,3,0,20,2505
SSC40941,25,3,0,0,0,0,0,32
SSC40942,6,0,0,0,0,0,0,9
SSC40943,18,0,0,0,0,0,0,19
SSC40944,0,0,0,0,0,0,0,0
SSC40945,19,0,0,0,0,0,0,25
SSC40946,5,0,0,0,0,0,0,7
SSC40947,0,0,0,0,0,0,0,0
SSC40948,9,0,0,0,0,0,0,11
SSC40949,11,0,0,0,0,0,0,11
SSC40950,0,0,0,0,0,0,0,0
SSC40951,50,5,0,0,0,0,0,56
SSC40952,85,6,9,4,0,0,0,107
SSC40953,34,0,0,0,0,0,0,38
SSC40954,0,0,0,0,0,0,0,0
SSC40955,3,0,0,0,0,0,0,3
SSC40956,73,15,4,0,0,0,0,99
SSC40957,3,0,0,0,0,0,0,3
SSC40958,0,0,0,0,0,0,0,0
SSC40959,9,0,0,0,0,0,0,4
SSC40960,10,0,0,0,0,0,0,11
SSC40961,3,0,0,0,0,0,0,9
SSC40962,26,4,0,0,0,0,0,34
SSC40963,0,0,0,0,0,0,0,0
SSC40964,3,0,0,0,0,0,0,3
SSC40965,0,0,0,0,0,0,0,0
SSC40966,12,0,0,0,0,0,0,12
SSC40967,48,4,3,0,0,0,3,55
SSC40968,14,0,0,0,0,0,0,14
SSC40969,4,0,0,0,0,0,0,4
SSC40970,288,45,33,0,0,0,3,364
SSC40971,25,0,0,0,0,0,0,28
SSC40972,554,62,48,14,3,0,8,680
SSC40973,4,0,0,0,0,0,0,4
SSC40974,9,0,0,0,0,0,0,8
SSC40975,0,0,0,0,0,0,0,0
SSC40976,0,0,0,0,0,0,0,0
SSC40977,3,0,0,0,0,0,0,3
SSC40978,3,0,0,0,0,0,0,3
SSC40979,1013,104,83,16,4,0,17,1235
SSC40980,108,6,4,0,3,0,0,128
SSC40981,16,0,0,0,0,0,0,14
SSC40982,26,0,3,0,0,0,0,29
SSC40983,6,0,0,0,0,0,0,6
SSC40984,17,0,0,0,0,0,0,17
SSC40985,0,0,0,0,0,0,0,0
SSC40986,149,5,7,0,0,0,0,165
SSC40987,41,7,0,0,0,0,0,50
SSC40988,76,8,10,3,0,0,0,93
SSC40989,0,0,0,0,0,0,0,0
SSC40990,282,22,4,3,0,0,0,309
SSC40991,0,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0
SSC40994,272,16,9,3,0,0,0,297
SSC40995,3,0,0,0,0,0,0,3
SSC40996,599,50,39,0,0,0,0,689
SSC40997,3,0,0,0,0,0,0,3
SSC40998,18,3,0,0,0,0,0,23
SSC40999,40,4,6,0,0,0,0,51
SSC41000,11,3,0,0,0,0,0,11
SSC41001,74,3,4,0,0,0,3,87
SSC41002,515,43,32,7,0,0,3,605
SSC41003,9,0,0,0,0,0,0,10
SSC41004,12,0,0,0,0,0,3,15
SSC41005,4,0,0,0,0,0,0,4
SSC41006,11,0,0,0,0,0,0,11
SSC41007,3,0,0,0,0,0,0,3
SSC41008,17,4,0,0,0,0,0,25
SSC41009,10,0,0,0,0,0,0,10
SSC41010,3,0,0,0,0,0,0,8
SSC41011,4,0,0,0,0,0,0,8
SSC41012,181,8,0,0,0,0,0,191
SSC41013,6,0,0,0,0,0,0,9
SSC41014,181,9,3,0,0,0,0,198
SSC41015,34,8,3,0,0,0,0,46
SSC41016,10,0,0,0,0,0,0,10
SSC41017,104,11,8,0,0,0,0,122
SSC41018,3,0,0,0,0,0,0,3
SSC41019,4,0,0,0,0,0,0,4
SSC41020,587,39,4,6,0,0,0,638
SSC41021,9,0,0,0,0,0,0,9
SSC41022,0,0,0,0,0,0,0,0
SSC41023,13,3,0,0,0,0,0,18
SSC41024,11,0,0,0,0,0,0,11
SSC41025,11,3,0,0,0,0,0,11
SSC41026,330,34,30,3,0,0,3,405
SSC41027,0,0,0,0,0,0,0,0
SSC41028,87,12,8,0,0,0,3,104
SSC41029,348,26,3,0,0,0,0,377
SSC41030,26,7,0,0,0,0,0,31
SSC41031,3,0,0,0,0,0,0,3
SSC41032,239,21,8,0,0,0,0,264
SSC41033,0,0,0,0,0,0,0,0
SSC41034,575,57,36,3,0,0,4,672
SSC41035,23,0,0,0,0,0,0,24
SSC41036,265,20,12,7,0,0,0,304
SSC41037,34,3,0,0,0,0,0,40
SSC41038,0,0,0,0,0,0,0,0
SSC41039,0,0,0,0,0,0,0,0
SSC41040,25,3,0,0,0,0,0,26
SSC41041,425,26,10,3,0,0,0,461
SSC41042,754,36,18,7,0,0,0,824
SSC41043,69,4,3,0,0,0,0,72
SSC41044,427,38,9,3,0,0,3,485
SSC41045,0,0,0,0,0,0,0,0
SSC41046,241,20,3,0,0,0,0,268
SSC41047,0,0,0,0,0,0,0,0
SSC41048,3,0,0,0,0,0,0,3
SSC41049,591,45,44,0,0,0,4,684
SSC41050,8,0,0,0,0,0,0,8
SSC41051,3,0,0,0,0,0,0,3
SSC41052,280,24,11,5,0,0,0,321
SSC41053,123,16,10,0,0,0,0,153
SSC41054,84,9,4,0,0,0,0,95
SSC41055,373,23,10,3,0,0,0,416
SSC41056,0,0,0,0,0,0,0,0
SSC41057,253,24,7,0,0,0,4,288
SSC41058,49,0,3,0,0,0,0,55
SSC41059,0,0,0,0,0,0,0,0
SSC41060,0,0,0,0,0,0,0,0
SSC41061,143,17,7,0,0,0,0,175
SSC41062,365,41,13,0,0,0,0,416
SSC41063,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0
SSC41065,147,8,6,0,0,0,3,166
SSC41066,344,28,12,3,0,0,0,394
SSC41067,0,0,0,0,0,0,0,0
SSC41068,13,0,0,0,0,0,4,18
SSC41069,49,0,3,0,0,0,0,51
SSC41070,157,21,8,3,0,0,0,193
SSC41071,208,20,6,10,0,0,0,249
SSC41072,0,0,0,0,0,0,0,0
SSC41073,3,0,0,0,0,0,0,3
SSC41074,54,0,5,0,0,0,0,60
SSC41075,40,4,3,0,0,0,0,54
SSC41076,31,4,0,0,0,0,0,33
SSC41077,29,0,0,0,0,0,0,29
SSC41078,18,5,0,0,0,0,0,21
SSC41079,5,3,0,0,0,0,0,5
SSC41080,0,0,0,0,0,0,0,0
SSC41081,10,0,0,0,0,0,0,10
SSC41082,12,0,3,0,0,0,0,17
SSC41083,0,0,0,0,0,0,0,0
SSC41084,260,18,13,0,0,0,0,286
SSC41085,631,53,42,10,3,0,3,740
SSC41086,288,23,15,4,0,0,0,329
SSC41087,279,22,7,3,0,0,0,313
SSC41088,0,0,0,0,0,0,0,0
SSC41089,53,7,5,0,0,0,0,63
SSC41090,705,34,22,3,0,0,3,770
SSC41091,0,0,0,0,0,0,0,0
SSC41092,1939,132,73,42,8,3,5,2202
SSC41093,1754,172,132,31,4,9,17,2109
SSC41094,0,0,0,0,0,0,0,0
SSC41095,0,0,0,0,0,0,0,0
SSC41096,3,0,0,0,0,0,0,3
SSC41097,13,0,0,0,0,0,0,10
SSC41098,28,0,0,0,0,0,0,26
SSC41099,80,11,6,0,0,0,0,97
SSC41100,17,0,0,0,0,0,0,19
SSC41101,235,18,8,3,0,0,0,261
SSC41102,454,33,13,3,0,0,0,497
SSC41103,0,0,0,0,0,0,0,0
SSC41104,15,0,0,0,0,0,0,15
SSC41105,5,0,0,0,0,0,0,5
SSC41106,9,0,0,0,0,0,0,9
SSC41107,272,11,8,4,0,0,0,299
SSC41108,15,0,0,0,0,0,0,18
SSC41109,9,0,0,0,0,0,0,4
SSC41110,201,11,5,0,0,0,0,219
SSC41111,161,12,0,4,0,0,0,181
SSC41112,14,0,0,0,0,0,0,14
SSC41113,6,0,0,0,0,0,0,7
SSC41114,3,0,0,0,0,0,0,3
SSC41115,4,0,0,0,0,0,0,4
SSC41116,8,0,0,0,0,0,0,8
SSC41117,3,0,0,0,0,0,0,3
SSC41118,6,0,0,0,0,0,0,6
SSC41119,0,0,0,0,0,0,0,0
SSC41120,59,5,5,0,0,0,0,72
SSC41121,49,3,3,0,0,0,0,51
SSC41122,14,0,0,0,0,0,0,22
SSC41123,332,23,13,12,0,0,0,389
SSC41124,147,14,14,0,0,0,0,172
SSC41125,24,4,0,0,0,0,0,29
SSC41126,53,3,4,0,0,0,0,59
SSC41127,14,0,0,0,0,0,0,15
SSC41128,4,0,0,0,0,0,0,4
SSC41129,9,0,0,0,0,0,0,8
SSC41130,67,4,4,3,0,0,0,81
SSC41131,89,11,5,0,0,0,0,102
SSC41132,3,0,0,0,0,0,0,3
SSC41133,5,0,0,0,0,0,0,5
SSC41134,7,0,0,0,0,0,0,4
SSC41135,13,0,0,0,0,0,0,13
SSC41136,8,0,0,0,0,0,0,12
SSC41137,41,3,0,0,0,0,0,45
SSC41138,3,0,0,0,0,0,0,4
SSC41139,7,0,0,0,0,0,0,6
SSC41140,0,0,0,0,0,0,0,0
SSC41141,0,0,0,0,0,0,0,0
SSC41142,0,0,0,0,0,0,0,0
SSC41143,3,0,0,0,0,0,0,3
SSC41144,6,0,0,0,0,0,0,7
SSC41145,11,0,0,0,0,0,0,14
SSC41146,5,0,0,0,0,0,0,5
SSC41147,14,0,0,0,0,0,0,15
SSC41148,3,0,0,0,0,0,0,3
SSC41149,68,6,0,0,0,0,0,70
SSC41150,14,0,0,6,0,0,0,20
SSC41151,5,0,0,0,0,0,0,3
SSC41152,3,0,0,0,0,0,0,3
SSC41153,478,31,5,5,0,0,3,520
SSC41154,316,19,7,8,0,0,3,353
SSC41155,0,0,0,0,0,0,0,3
SSC41156,0,0,0,0,0,0,0,0
SSC41157,7,0,0,0,0,0,0,7
SSC41158,0,0,0,0,0,0,0,3
SSC41159,4,0,0,0,0,0,0,4
SSC41160,8,0,0,0,0,0,0,8
SSC41161,18,3,0,0,0,0,0,21
SSC41162,0,0,0,0,0,0,0,0
SSC41163,7,0,0,0,0,0,0,7
SSC41164,5,0,0,0,0,0,0,10
SSC41165,4,0,0,0,0,0,0,7
SSC41166,3,0,0,0,0,0,0,3
SSC41167,6,0,0,0,0,0,0,6
SSC41168,6,0,0,0,0,0,0,7
SSC41169,0,0,0,0,0,0,0,0
SSC41170,20,0,3,0,0,0,0,21
SSC41171,714,44,23,22,0,0,5,810
SSC41172,0,0,0,0,0,0,0,0
SSC41173,67,8,0,3,0,0,0,76
SSC41174,0,0,0,0,0,0,0,0
SSC41175,427,29,36,14,0,3,9,515
SSC41176,336,26,24,5,0,0,4,401
SSC41177,3,0,0,0,0,0,0,3
SSC41178,64,10,0,0,0,0,3,74
SSC41179,0,0,0,0,0,0,0,0
SSC41180,128,17,3,3,0,0,3,147
SSC41181,12,0,0,0,0,0,0,12
SSC41182,14,5,0,0,0,0,0,21
SSC41183,0,0,0,0,0,0,0,0
SSC41184,40,0,0,0,0,0,3,47
SSC41185,0,0,0,0,0,0,0,0
SSC41186,3,0,0,0,0,0,0,7
SSC41187,1123,98,85,10,3,3,7,1327
SSC41188,56,8,3,0,0,0,0,68
SSC41189,12,0,3,0,0,0,0,17
SSC41190,3,0,0,0,0,0,0,3
SSC41191,9,0,0,0,0,0,0,12
SSC41192,247,40,12,3,0,0,3,299
SSC41193,251,39,13,5,0,0,7,315
SSC41194,3,4,0,0,0,0,0,9
SSC41195,3,0,0,0,0,0,0,3
SSC41196,328,23,21,6,0,0,6,380
SSC41197,138,18,16,3,0,0,3,179
SSC41198,5,0,0,0,0,0,0,5
SSC41199,17,0,0,0,0,0,0,20
SSC41200,25,0,0,0,0,0,0,26
SSC41201,43,3,4,0,0,0,0,56
SSC41202,125,11,14,0,0,0,0,160
SSC41203,0,0,0,0,0,0,0,0
SSC41204,8,3,0,0,0,0,0,10
SSC41205,0,0,0,0,0,0,0,0
SSC41206,1530,85,33,13,0,0,3,1666
SSC41207,14,3,0,0,0,0,0,17
SSC41208,38,5,0,6,0,0,0,49
SSC41209,0,0,0,0,0,0,0,0
SSC41210,3,0,0,0,0,0,0,3
SSC41211,0,0,0,0,0,0,0,0
SSC41212,0,0,0,0,0,0,0,0
SSC41213,3,0,0,0,0,0,0,3
SSC41214,20,0,0,0,0,0,0,20
SSC41215,6,0,0,0,0,0,0,6
SSC41216,7,0,0,0,0,0,0,7
SSC41217,3,0,0,0,0,0,0,7
SSC41218,139,11,11,4,0,0,0,166
SSC41219,0,0,0,0,0,0,0,0
SSC41220,89,10,3,3,0,0,5,103
SSC41221,3,0,0,0,0,0,0,3
SSC41222,17,0,0,4,0,0,0,16
SSC41223,22,0,0,0,0,0,0,22
SSC41224,10,0,0,0,0,0,0,9
SSC41225,0,0,0,0,0,0,0,0
SSC41226,20,0,0,0,0,0,0,15
SSC41227,21,0,0,0,0,0,0,25
SSC41228,8,0,0,0,0,0,0,13
SSC41229,639,60,32,3,0,0,3,743
SSC41230,10,0,0,0,0,0,0,10
SSC41231,18,0,0,0,0,0,0,19
SSC41232,0,0,0,0,0,0,0,0
SSC41233,55,3,0,0,0,0,0,60
SSC41234,22,0,3,0,0,0,0,27
SSC41235,302,32,29,4,0,0,3,365
SSC41236,81,8,5,0,0,0,0,87
SSC41237,34,3,0,0,0,0,0,40
SSC41238,139,14,13,3,0,0,3,162
SSC41239,125,11,0,3,0,0,0,141
SSC41240,462,52,42,6,0,0,0,558
SSC41241,196,17,9,0,0,0,4,228
SSC41242,11,0,0,0,0,0,0,7
SSC41243,306,16,9,3,0,0,3,344
SSC41244,342,35,12,4,0,0,0,393
SSC41245,95,4,0,0,0,0,0,101
SSC41246,290,28,22,0,0,0,7,347
SSC41247,222,18,18,5,0,0,0,258
SSC41248,85,7,3,0,0,0,0,99
SSC41249,3,0,0,0,0,0,0,3
SSC41250,65,4,3,0,0,0,0,78
SSC41251,76,0,9,0,0,0,0,83
SSC41252,15,3,0,0,0,0,0,21
SSC41253,0,0,0,0,0,0,0,0
SSC41254,29,0,3,0,0,0,0,33
SSC41255,12,0,0,0,0,0,0,19
SSC41256,7,0,0,0,0,0,0,13
SSC41257,0,0,0,0,0,0,0,0
SSC41258,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0
SSC41260,156,10,3,0,0,0,0,173
SSC41261,23,0,0,0,0,0,0,20
SSC41262,12,0,0,0,0,0,0,13
SSC41263,261,35,12,0,0,0,0,314
SSC41264,136,14,9,3,0,0,0,163
SSC41265,178,10,8,0,0,0,0,196
SSC41266,955,47,17,9,0,0,3,1031
SSC41267,16,3,0,0,0,0,0,22
SSC41268,431,31,31,3,0,0,4,502
SSC41269,257,25,9,0,0,0,0,295
SSC41270,169,0,6,0,0,0,0,177
SSC41271,6,0,0,0,0,0,0,8
SSC41272,3,0,0,0,0,0,0,7
SSC41273,24,5,0,0,0,0,0,33
SSC41274,0,0,0,0,0,0,0,0
SSC41275,683,55,30,12,3,0,5,799
SSC41276,575,44,29,8,3,0,3,669
SSC41277,776,81,40,19,0,0,4,918
SSC41278,633,55,44,3,0,0,4,737
SSC41279,778,99,62,21,3,6,10,978
SSC41280,169,15,14,3,0,0,0,206
SSC41281,121,7,9,0,0,0,0,141
SSC41282,0,0,0,0,0,0,0,0
SSC41283,0,0,0,0,0,0,0,3
SSC41284,7,0,0,0,0,0,0,13
SSC41285,0,0,0,0,0,0,0,0
SSC41286,20,0,0,0,0,0,0,21
SSC41287,3,0,0,0,0,0,0,3
SSC41288,11,0,0,0,0,0,0,11
SSC41289,9,0,0,0,0,0,0,8
SSC41290,21,0,0,0,0,0,0,16
SSC41291,0,0,0,0,0,0,0,0
SSC41292,35,3,3,0,0,0,3,45
SSC41293,11,3,0,0,0,0,0,12
SSC41294,0,0,0,0,0,0,0,0
SSC41295,4,0,0,0,0,0,0,4
SSC41296,0,0,0,0,0,0,0,0
SSC41297,19,3,0,0,0,0,0,24
SSC41298,199,13,8,0,0,0,0,227
SSC41299,256,15,7,0,0,0,0,279
SSC41300,245,19,4,4,0,0,0,276
SSC41301,167,13,7,0,0,0,0,193
SSC41302,375,41,28,4,0,0,0,443
SSC41303,3,0,0,0,0,0,0,3
SSC41304,377,44,27,3,0,0,0,456
SSC41305,664,75,40,3,0,0,6,788
SSC41306,0,0,0,0,0,0,0,0
SSC41307,941,70,26,9,3,0,3,1056
SSC41308,313,22,11,0,3,0,0,353
SSC41309,5,0,0,0,0,0,0,4
SSC41310,9,7,0,0,0,0,0,7
SSC41311,17,3,0,0,0,0,0,21
SSC41312,5,0,3,0,0,0,0,11
SSC41313,150,10,0,0,0,0,0,166
SSC41314,244,29,19,0,0,0,3,302
SSC41315,35,8,0,0,0,0,0,47
SSC41316,254,20,6,5,4,0,0,283
SSC41317,317,37,14,0,0,0,9,378
SSC41318,93,6,3,0,0,0,0,111
SSC41319,13,0,0,0,0,0,0,19
SSC41320,19,0,0,0,0,0,0,21
SSC41321,10,3,0,0,0,0,0,15
SSC41322,3,0,0,0,0,0,0,3
SSC41323,18,0,3,0,0,0,0,15
SSC41324,3,0,0,0,0,0,0,3
SSC41325,971,63,32,9,5,0,3,1082
SSC41326,3,0,0,0,0,0,0,7
SSC41327,6,0,0,0,0,0,0,6
SSC41328,13,0,0,0,0,0,0,18
SSC41329,0,0,0,0,0,0,0,0
SSC41330,3,0,0,0,0,0,0,3
SSC41331,36,0,0,0,0,0,0,35
SSC41332,7,0,0,0,0,0,0,7
SSC41333,157,25,15,3,0,0,0,198
SSC41334,183,23,20,8,0,0,7,233
SSC41335,18,0,0,0,0,0,0,22
SSC41336,24,0,5,0,0,0,0,29
SSC41337,13,0,0,0,0,0,0,13
SSC41338,63,13,8,0,0,0,0,81
SSC41339,527,40,11,5,0,0,3,588
SSC41340,245,7,6,3,0,0,0,264
SSC41341,0,3,0,0,0,0,0,3
SSC41342,3,0,0,0,0,0,0,3
SSC41343,395,29,15,6,0,0,3,439
SSC41344,29,0,3,0,0,0,0,34
SSC41345,28,4,0,0,0,0,0,27
SSC41346,0,0,0,0,0,0,0,0
SSC41347,3,0,0,0,0,0,0,6
SSC41348,13,0,0,0,0,0,0,12
SSC41349,8,0,0,0,0,0,0,11
SSC41350,57,3,4,0,0,0,0,68
SSC41351,54,3,9,0,0,0,0,62
SSC41352,8,0,0,0,0,0,0,8
SSC41353,417,50,13,3,0,0,0,482
SSC41354,161,18,3,0,0,0,0,186
SSC41355,211,20,3,5,0,0,0,237
SSC41356,4,0,0,0,0,0,0,3
SSC41357,0,0,0,0,0,0,0,0
SSC41358,3,0,0,0,0,0,0,3
SSC41359,4,0,0,0,0,0,0,7
SSC41360,277,23,6,4,0,0,3,313
SSC41361,168,15,5,0,0,0,0,186
SSC41362,399,18,9,3,0,0,0,424
SSC41363,3,0,0,0,0,0,0,3
SSC41364,46,0,0,0,0,0,0,52
SSC41365,34,0,0,0,0,0,0,37
SSC41366,4,0,0,0,0,0,0,4
SSC41367,0,0,0,0,0,0,0,0
SSC41368,0,0,0,0,0,0,0,0
SSC41369,79,4,0,0,0,0,0,87
SSC41370,5,0,0,0,0,0,0,5
SSC41371,358,23,7,5,0,0,0,396
SSC41372,234,21,13,5,0,0,0,271
SSC41373,16,3,0,3,0,0,0,31
SSC41374,72,9,3,0,0,0,0,81
SSC41375,4,0,0,0,0,0,0,4
SSC41376,0,0,0,0,0,0,0,0
SSC41377,3,0,0,0,0,0,0,3
SSC41378,0,0,0,0,0,0,0,0
SSC41379,13,0,0,0,0,0,0,13
SSC41380,175,7,7,0,0,0,0,194
SSC41381,0,0,0,0,0,0,0,4
SSC41382,582,51,39,6,0,0,3,685
SSC41383,109,10,9,0,0,0,0,127
SSC41384,5,0,0,0,0,0,0,8
SSC41385,0,0,0,0,0,0,0,0
SSC41386,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0
SSC41388,201,14,11,3,0,0,3,228
SSC41389,0,0,0,0,0,0,0,0
SSC41390,87,3,0,3,0,0,0,90
SSC41391,33,0,3,0,0,0,0,37
SSC41392,3,0,0,0,0,0,0,5
SSC41393,4,0,0,0,0,0,0,4
SSC41394,12,0,0,0,0,0,0,10
SSC41395,3,0,0,0,0,0,0,3
SSC41396,377,30,15,3,0,0,0,425
SSC41397,3,0,0,0,0,0,0,3
SSC41398,79,8,0,0,0,0,0,85
SSC41399,22,0,0,0,0,0,0,23
SSC41400,22,3,0,0,0,0,0,24
SSC41401,5,0,0,0,0,0,0,5
SSC41402,113,11,9,0,0,0,0,131
SSC41403,3,0,0,0,0,0,0,8
SSC41404,0,0,0,0,0,0,0,0
SSC41405,52,3,3,0,0,0,0,59
SSC41406,432,30,19,4,0,0,0,484
SSC41407,212,34,21,3,0,0,0,269
SSC41408,4,0,0,0,0,0,0,8
SSC41409,0,0,0,0,0,0,0,3
SSC41410,0,0,0,0,0,0,0,0
SSC41411,5,0,0,0,0,0,0,5
SSC41412,26,4,3,0,0,0,0,34
SSC41413,0,0,0,0,0,0,0,4
SSC41414,23,4,3,0,0,0,0,37
SSC41415,23,0,0,0,0,0,0,28
SSC41416,0,0,0,0,0,0,0,0
SSC41417,31,0,0,0,0,0,0,41
SSC41418,383,39,10,0,0,0,0,431
SSC41419,0,0,0,0,0,0,0,0
SSC41420,8,0,0,0,0,0,0,12
SSC41421,11,3,0,0,0,0,0,17
SSC41422,109,13,3,0,0,0,0,125
SSC41423,0,0,0,0,0,0,0,0
SSC41424,100,6,3,0,0,0,0,107
SSC41425,7,3,0,0,0,0,0,7
SSC41426,3,0,0,0,0,0,0,3
SSC41427,9,0,0,0,0,0,0,9
SSC41428,18,0,0,0,0,0,0,21
SSC41429,99,17,3,0,0,0,0,118
SSC41430,49,0,6,0,0,0,0,57
SSC41431,5,0,0,0,0,0,0,8
SSC41432,12,0,0,0,0,0,0,11
SSC41433,27,0,0,0,0,0,0,27
SSC41434,9,0,0,0,0,0,0,9
SSC41435,3,0,0,0,0,0,0,3
