SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC11937,1848,40,0,0,0,1890,93,5,0,0,0,94,20,0,0,0,0,27,1968,45,0,0,3,2011
SSC11938,35,0,0,0,0,35,10,0,0,0,0,10,0,0,0,0,0,0,47,0,0,0,0,47
SSC11939,103,4,0,0,0,107,30,7,0,0,0,36,4,0,0,0,0,4,141,13,0,0,0,148
SSC11940,22,0,0,0,0,22,6,0,0,0,0,10,0,0,0,0,0,0,28,0,0,0,0,31
SSC11941,156,3,0,0,0,164,7,0,0,0,0,8,5,0,0,0,0,7,171,3,0,0,0,176
SSC11942,2265,72,0,3,4,2345,161,16,0,0,0,173,31,3,0,0,0,37,2454,90,5,3,4,2553
SSC11943,392,0,0,0,0,394,105,0,0,0,0,111,17,0,0,0,0,18,508,0,0,5,3,517
SSC11944,50,0,0,0,0,51,7,0,0,0,0,7,0,0,0,0,0,0,57,0,0,0,0,61
SSC11945,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,13
SSC11946,22,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,24
SSC11947,7,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC11948,18,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,30
SSC11949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11950,746,17,14,13,0,793,179,15,13,18,0,225,28,0,0,0,0,30,947,33,35,34,0,1046
SSC11951,870,110,0,3,0,984,101,25,0,0,0,125,41,6,0,0,0,46,1016,132,0,4,3,1154
SSC11952,30,0,0,0,0,30,20,0,0,0,0,20,0,0,0,0,0,0,57,0,0,0,0,57
SSC11953,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11954,1828,311,412,0,10,2561,121,16,131,0,0,267,33,7,13,0,0,53,1978,333,560,0,10,2883
SSC11955,733,110,19,0,3,872,62,21,4,0,0,87,13,4,0,0,0,16,813,135,25,0,3,974
SSC11956,24,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11958,46,0,0,0,0,46,11,0,0,0,0,11,0,0,0,0,0,0,56,0,0,0,0,56
SSC11959,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17
SSC11960,5,246,46,0,3,295,0,15,3,0,0,14,0,6,0,0,0,7,5,264,46,0,4,315
SSC11961,41,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,46,0,0,0,0,52
SSC11962,35,0,0,0,0,35,14,0,0,0,0,14,3,0,0,0,0,3,48,0,0,0,0,48
SSC11963,775,215,351,47,3,1393,174,23,69,3,0,274,18,8,3,0,0,31,974,249,422,56,3,1699
SSC11964,2611,683,4994,13,20,8316,367,100,452,3,7,923,87,23,156,0,7,271,3062,808,5602,17,34,9517
SSC11965,633,56,29,0,5,729,73,5,4,0,0,90,9,3,0,0,0,9,718,64,36,0,5,826
SSC11966,152,61,31,5,6,263,37,28,29,3,0,93,6,0,0,0,0,9,199,97,61,10,6,371
SSC11967,41,0,0,0,0,43,7,0,0,0,0,6,0,0,0,0,0,0,48,0,0,0,0,51
SSC11968,142,0,0,0,0,142,23,3,0,0,0,26,4,0,0,0,0,5,169,5,3,0,0,175
SSC11969,20,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,26
SSC11970,73,0,0,0,0,73,14,0,0,0,0,19,0,0,0,0,0,0,94,0,0,0,0,95
SSC11971,40,0,0,0,0,40,21,0,0,0,0,21,3,0,0,0,0,3,65,0,0,0,0,65
SSC11972,40,0,0,0,0,42,12,0,0,0,0,12,0,0,0,0,0,0,50,0,0,0,0,54
SSC11973,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14
SSC11974,1938,101,51,3,0,2092,101,9,8,0,0,126,31,3,0,0,4,40,2077,112,56,3,5,2254
SSC11975,439,28,37,36,3,535,167,19,25,28,0,247,13,3,4,0,0,24,617,46,68,64,6,801
SSC11976,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC11977,31,0,0,0,0,31,5,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,38
SSC11978,2732,1197,136,0,4,4072,426,309,45,0,5,782,83,42,6,0,3,135,3237,1547,188,0,13,4983
SSC11979,231,5,0,13,7,250,21,0,0,0,3,28,9,0,0,0,0,9,257,6,0,11,3,285
SSC11980,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,14
SSC11981,2785,85,161,26,47,3099,946,74,167,10,5,1196,127,7,25,3,3,170,3854,164,351,39,60,4470
SSC11982,7,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,14
SSC11983,233,0,0,0,4,243,24,0,0,0,0,24,5,0,0,0,0,5,265,0,0,0,4,269
SSC11984,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SSC11985,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
SSC11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11987,19,0,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,27
SSC11988,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC11989,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15
SSC11990,420,204,50,15,0,682,64,33,21,3,3,117,17,5,0,0,0,22,496,238,65,19,8,827
SSC11991,53,0,0,0,7,57,23,0,0,0,0,28,6,0,0,0,0,9,86,0,0,0,3,95
SSC11992,16,0,0,3,0,17,11,0,0,0,0,11,3,0,0,0,0,3,30,0,0,3,0,29
SSC11993,25,0,0,6,0,31,13,0,0,0,0,13,0,0,0,0,0,0,47,0,0,6,0,51
SSC11994,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC11995,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
SSC11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11998,480,9,5,0,26,513,51,0,3,0,0,56,15,0,0,0,0,11,544,9,3,3,28,584
SSC11999,68,0,0,0,0,63,7,0,0,0,0,7,0,0,0,0,0,0,73,0,0,0,0,72
SSC12000,1021,239,430,5,0,1700,139,90,101,3,0,336,28,10,14,10,0,60,1190,337,543,11,5,2089
SSC12001,1059,448,294,14,3,1821,112,98,99,3,0,315,26,3,14,0,4,43,1201,550,402,11,9,2178
SSC12002,109,0,3,0,0,110,22,0,0,0,0,22,0,0,0,0,0,0,130,0,3,0,0,135
SSC12003,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12004,74,0,0,3,0,73,4,0,0,0,0,6,4,0,0,0,0,4,75,0,0,0,0,83
SSC12005,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC12006,15,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,20
SSC12007,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17
SSC12008,46,0,0,0,0,44,17,0,0,0,0,17,3,0,0,0,0,3,61,0,0,0,0,66
SSC12009,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12010,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,15
SSC12011,28,0,0,0,4,30,6,0,0,0,0,12,0,0,0,0,0,0,30,0,0,0,3,37
SSC12012,54,0,0,0,0,57,10,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0,0,61
SSC12013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12014,257,0,8,4,0,271,92,0,16,0,0,109,11,0,3,0,0,15,357,0,25,8,3,385
SSC12015,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC12016,2471,377,0,0,7,2852,106,37,0,0,0,140,20,3,0,0,0,27,2593,414,0,0,7,3019
SSC12017,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
SSC12018,21,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,31,0,0,0,0,31
SSC12019,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
SSC12020,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4
SSC12021,71,0,0,3,3,79,22,0,0,0,0,22,3,0,0,0,0,3,91,0,0,3,3,100
SSC12022,35,0,0,0,0,35,10,0,0,0,0,10,0,0,0,0,0,0,46,0,0,0,0,46
SSC12023,395,216,170,0,4,791,96,68,93,0,0,258,14,18,8,0,0,35,511,303,271,0,4,1088
SSC12024,723,49,4,0,0,780,70,12,0,0,0,81,19,0,0,0,0,18,815,61,4,0,0,882
SSC12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12026,111,0,0,7,0,111,12,0,0,0,0,15,3,0,0,0,0,3,127,0,0,7,0,133
SSC12027,411,0,3,3,0,424,26,0,0,0,0,28,0,0,0,0,0,0,445,0,3,5,0,456
SSC12028,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,11
SSC12029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12030,436,132,150,14,30,759,48,29,26,0,3,114,12,8,9,5,3,32,498,168,184,17,41,908
SSC12031,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6
SSC12032,598,12,3,0,0,617,60,5,0,0,0,64,13,0,0,0,0,14,670,15,3,0,0,692
SSC12033,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC12034,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC12035,37,0,0,0,0,37,7,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,39
SSC12036,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5
SSC12037,87,0,0,0,0,92,18,0,0,0,0,17,0,0,0,0,0,0,107,0,0,3,0,111
SSC12038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12039,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12040,29,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,33,0,0,0,0,33
SSC12041,22,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,30
SSC12042,1410,8,46,0,3,1468,70,0,7,0,3,82,25,0,0,0,0,25,1507,11,61,0,6,1578
SSC12043,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC12044,53,0,0,0,0,53,28,0,0,3,0,30,0,0,0,0,0,0,79,0,0,3,0,85
SSC12045,405,18,0,0,5,431,82,7,0,0,0,93,8,0,0,0,0,8,501,26,0,0,5,532
SSC12046,1003,20,10,4,6,1040,295,21,25,0,0,342,68,0,4,0,0,74,1366,40,36,3,7,1459
SSC12047,22,0,0,0,0,22,3,0,0,0,0,3,3,0,0,0,0,3,25,0,0,0,0,25
SSC12048,625,174,10,6,3,816,107,41,4,0,0,150,9,6,0,0,0,10,737,221,9,6,3,980
SSC12049,48,0,0,0,0,49,12,0,0,0,0,12,3,0,0,0,0,3,67,0,0,0,0,66
SSC12050,75,0,0,0,0,75,5,0,0,0,0,5,3,0,0,0,0,3,81,0,0,0,0,86
SSC12051,202,0,0,11,0,215,16,0,0,7,0,21,7,0,0,0,0,7,225,0,0,20,0,245
SSC12052,66,3,0,0,0,73,4,0,0,0,0,4,0,0,0,0,0,0,74,3,0,0,0,74
SSC12053,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,28,0,0,0,0,28
SSC12054,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,41
SSC12055,1462,164,19,10,4,1663,257,76,4,0,0,341,43,16,0,0,0,65,1764,253,33,11,5,2064
SSC12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12057,318,0,14,0,6,346,183,7,7,4,9,199,23,0,0,0,0,29,528,11,23,3,12,573
SSC12058,50,0,0,0,0,49,5,0,0,0,0,5,0,0,0,0,0,0,52,0,0,0,0,54
SSC12059,26,0,0,0,0,26,13,0,0,0,0,18,0,0,0,0,0,0,35,0,0,0,0,39
SSC12060,161,4,0,0,0,164,11,0,0,0,0,11,4,0,0,0,0,4,172,4,0,0,0,177
SSC12061,241,0,10,16,11,275,29,0,0,4,0,31,8,0,0,0,0,10,273,0,8,28,13,319
SSC12062,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC12063,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,20
SSC12064,79,0,0,0,0,82,18,0,0,0,4,21,0,0,0,0,0,0,101,0,0,0,4,103
SSC12065,48,0,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,55,0,0,0,0,59
SSC12066,37,0,0,0,0,37,3,0,0,0,0,3,0,0,0,0,0,0,42,0,0,0,0,42
SSC12067,892,30,70,29,3,1023,167,14,47,43,3,271,28,3,3,8,0,47,1094,42,114,88,7,1343
SSC12068,46,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,4,51
SSC12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12070,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC12071,1926,388,45,4,4,2360,397,93,24,0,0,509,64,22,0,0,0,95,2383,501,64,4,6,2963
SSC12072,141,3,8,0,3,151,14,0,0,3,0,25,0,0,0,0,0,0,160,3,5,3,3,175
SSC12073,935,111,3,0,0,1049,60,4,0,0,0,62,15,0,0,0,0,17,1012,121,3,0,0,1135
SSC12074,1652,120,5,0,3,1785,133,20,0,0,5,158,29,7,0,0,0,41,1819,144,5,0,11,1977
SSC12075,8,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,11
SSC12076,315,3,19,37,0,378,104,0,0,45,0,154,16,0,0,5,0,19,431,3,23,90,0,551
SSC12077,2371,141,223,14,15,2763,367,46,105,3,3,522,73,10,22,0,3,101,2812,194,346,22,19,3387
SSC12078,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21
SSC12079,712,29,0,0,0,742,71,5,0,0,0,71,13,0,0,0,0,18,798,37,0,0,0,835
SSC12080,210,3,0,0,0,212,59,0,0,0,0,56,4,0,0,0,0,5,272,8,0,0,0,277
SSC12081,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SSC12082,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14
SSC12083,35,3,0,0,0,39,6,0,0,0,0,6,3,0,0,0,0,3,43,3,0,4,0,50
SSC12084,32,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,39,0,0,0,0,39
SSC12085,677,175,162,0,0,1010,76,11,57,0,0,147,17,6,10,0,7,36,764,194,228,0,11,1192
SSC12086,37,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,3,3,42,0,0,0,10,47
SSC12087,60,0,0,0,0,60,3,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0,0,60
SSC12088,6944,566,93,0,34,7646,249,18,11,0,3,277,98,9,0,0,0,111,7294,589,104,0,39,8038
SSC12089,2452,82,223,0,3,2769,40,3,30,0,3,76,34,0,4,0,3,40,2526,91,260,0,9,2882
SSC12090,2270,103,6,12,10,2402,360,88,20,0,5,478,59,5,3,0,8,78,2694,201,34,11,18,2965
SSC12091,40,0,0,0,0,40,12,0,0,0,0,12,3,0,0,0,0,3,63,0,0,0,0,63
SSC12092,63,0,0,0,0,64,8,0,0,0,0,7,7,0,0,0,0,7,71,0,0,0,3,75
SSC12093,33,0,0,0,0,35,8,0,0,0,0,8,3,0,0,0,0,3,43,0,0,0,0,39
SSC12094,431,3,0,3,0,438,116,0,0,0,0,122,15,0,0,0,0,15,568,3,0,3,0,575
SSC12095,76,9,4,11,3,111,43,11,15,12,0,77,5,0,0,0,0,12,127,18,21,28,4,200
SSC12096,306,0,0,0,3,309,60,0,0,0,0,65,15,0,0,0,0,15,382,0,0,0,4,389
SSC12097,11,0,0,0,0,11,7,0,0,0,0,7,4,0,0,0,0,4,19,0,0,0,0,19
SSC12098,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC12099,776,265,3025,40,5,4112,95,29,258,4,3,384,19,5,89,0,15,127,890,301,3373,47,20,4627
SSC12100,1267,23,10,6,5,1309,76,13,8,0,0,101,32,0,0,0,3,28,1371,36,15,6,11,1439
SSC12101,174,0,0,0,0,173,30,0,0,0,0,30,6,0,0,0,0,6,207,0,0,0,0,211
SSC12102,49,0,0,0,0,48,12,0,0,0,0,12,4,0,0,0,0,4,63,0,0,0,0,65
SSC12103,34,0,0,0,0,34,16,0,0,0,0,16,0,0,0,0,0,0,49,0,0,0,0,48
SSC12104,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12106,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12107,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC12108,11,0,0,0,3,17,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,3,15
SSC12109,318,3,0,0,0,328,48,0,0,0,0,48,8,0,0,0,0,8,380,3,0,0,0,386
SSC12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12111,83,0,0,0,0,88,33,0,0,0,0,35,3,0,0,0,0,3,122,0,0,0,3,122
SSC12112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12113,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SSC12114,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC12115,37,0,0,7,0,46,16,0,0,0,0,18,0,0,0,0,0,0,48,0,0,5,0,61
SSC12116,1410,553,289,26,18,2290,151,85,148,5,0,391,22,9,19,3,4,59,1584,648,451,32,15,2734
SSC12117,1443,77,28,0,0,1547,99,7,7,0,0,113,23,0,0,0,0,23,1562,92,30,0,0,1688
SSC12118,244,16,6,0,0,263,20,0,0,0,0,24,5,0,0,0,0,9,267,19,6,0,0,290
SSC12119,234,0,0,0,3,241,71,0,0,0,0,74,8,0,0,0,0,8,315,0,0,3,3,323
SSC12120,9,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,18
SSC12121,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17
SSC12122,75,0,0,0,0,75,14,0,0,0,0,14,3,0,0,0,0,3,97,0,0,0,0,97
SSC12123,28,0,0,0,0,28,10,0,0,0,0,10,0,0,0,0,0,0,39,0,0,0,0,39
SSC12124,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
SSC12125,418,16,3,0,0,443,53,0,0,0,0,60,7,0,0,0,0,11,484,26,3,0,0,509
SSC12126,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC12127,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC12128,75,0,0,0,0,75,17,0,0,0,0,17,0,0,0,0,0,0,98,0,0,0,0,98
SSC12129,1914,57,1295,0,0,3266,65,14,102,0,0,186,31,3,17,0,0,49,2007,69,1420,0,3,3499
SSC12130,1228,36,12,0,3,1279,81,3,0,0,0,88,16,0,0,0,3,18,1321,46,14,0,3,1385
SSC12131,1883,140,7,0,3,2034,358,66,0,0,0,429,68,14,0,0,0,75,2310,219,3,0,3,2544
SSC12132,38,0,0,0,3,45,8,0,0,0,0,8,0,0,0,0,0,0,52,0,0,0,3,52
SSC12133,144,11,0,0,0,156,13,0,0,0,0,10,0,0,0,0,0,0,162,10,0,0,0,170
SSC12134,252,0,3,0,0,257,16,0,0,0,0,23,3,0,0,0,0,3,277,3,6,0,0,282
SSC12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12136,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12
SSC12137,200,0,0,0,0,202,13,0,0,0,0,12,3,0,0,0,0,3,214,3,0,0,0,216
SSC12138,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12
SSC12139,42,0,0,0,0,44,7,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,55
SSC12140,74,0,0,0,0,74,24,0,0,0,0,24,3,0,0,0,0,3,98,0,0,0,0,98
SSC12141,1606,584,38,0,4,2233,195,313,6,0,0,514,43,46,0,0,0,89,1834,946,45,0,3,2829
SSC12142,248,0,0,0,6,256,124,0,0,0,0,124,16,0,0,0,0,16,384,0,0,0,6,392
SSC12143,19,0,0,0,0,25,11,0,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,36
SSC12144,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12145,446,0,3,0,3,456,37,0,0,0,0,35,8,0,0,0,0,8,495,0,3,3,3,500
SSC12146,53,0,0,0,0,53,13,0,0,0,0,11,3,0,0,0,0,3,67,0,0,0,0,66
SSC12147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12148,11,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,11
SSC12149,2606,106,9,3,4,2729,200,27,5,0,0,237,53,9,0,0,0,63,2863,147,11,7,4,3028
SSC12150,974,72,0,0,0,1044,78,7,0,0,0,90,18,0,0,0,0,18,1073,82,0,0,0,1149
SSC12151,33,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0,0,36,0,0,0,0,36
SSC12152,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC12153,185,3,0,0,0,185,22,0,0,0,0,23,4,0,0,0,0,4,212,4,0,0,0,214
SSC12154,1438,385,480,9,15,2333,193,84,132,4,3,421,37,12,25,3,0,75,1671,481,644,17,15,2829
SSC12155,54,0,0,0,0,54,5,0,0,0,0,5,0,0,0,0,0,0,56,0,0,0,0,56
SSC12156,1476,567,2500,27,18,4580,250,77,313,8,0,649,35,21,106,0,20,183,1756,667,2922,33,37,5412
SSC12157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12158,2755,249,277,36,12,3328,581,61,67,13,0,719,75,6,10,0,0,96,3409,315,354,46,14,4140
SSC12159,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11
SSC12160,22,0,0,0,0,22,11,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,32
SSC12161,45,0,0,0,0,50,17,0,0,0,0,17,0,0,0,0,0,0,63,0,0,0,0,62
SSC12162,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12163,1379,924,359,10,12,2684,270,216,154,4,3,643,34,35,22,0,0,92,1673,1179,537,14,18,3416
SSC12164,286,0,0,0,0,293,26,0,0,0,0,26,11,0,0,0,0,11,324,0,0,0,0,325
SSC12165,78,0,0,0,0,78,30,0,0,4,3,38,3,0,0,0,0,3,113,0,0,8,3,120
SSC12166,16,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,21
SSC12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12168,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12169,11,0,0,0,0,11,3,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,15
SSC12170,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13
SSC12171,174,0,0,0,0,174,6,0,0,0,0,6,3,0,0,0,0,3,187,0,0,0,0,191
SSC12172,1789,455,589,8,3,2847,173,87,171,0,0,436,42,16,33,4,0,96,2006,559,798,11,7,3379
SSC12173,78,144,1381,3,3,1613,4,5,202,0,3,212,0,4,58,0,3,62,88,151,1639,9,12,1890
SSC12174,118,0,0,0,0,118,33,0,0,0,0,33,3,0,0,0,0,3,154,0,0,0,0,154
SSC12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12176,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC12177,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC12178,58,0,3,0,0,56,11,0,0,0,0,7,0,0,0,0,0,0,67,0,3,0,0,71
SSC12179,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12181,1065,342,3028,29,8,4483,222,47,354,7,3,632,36,12,114,8,0,163,1323,397,3495,42,12,5275
SSC12182,507,21,0,0,3,532,65,0,0,0,0,67,14,0,0,0,0,14,595,20,0,0,3,619
SSC12183,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20
SSC12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12185,285,10,10,0,0,306,38,0,0,0,0,38,3,0,0,0,0,3,321,14,12,0,0,348
