SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC10070,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,9,3,0,0,26,7,7,7,10,35,41,29,6,7,155
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
SSC10072,0,15,12,12,27,21,12,4,0,94,0,6,5,13,28,24,7,4,0,79,0,0,7,18,23,12,10,3,0,71,0,0,0,7,17,13,10,0,0,47,0,0,3,19,23,18,3,0,0,76,0,0,0,19,34,20,4,3,0,81,3,3,7,9,12,4,12,9,4,59,102,78,88,158,248,183,157,76,17,1107
SSC10073,0,8,15,27,26,15,13,3,0,107,0,3,10,12,21,18,3,0,0,71,0,0,9,12,11,10,0,0,0,39,0,0,3,11,10,8,3,0,0,31,0,0,12,11,21,9,0,0,0,57,0,0,0,5,3,3,0,0,0,11,6,4,13,15,13,12,13,6,3,78,80,59,129,170,211,207,157,69,23,1118
SSC10074,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,6,8,3,9,14,6,0,0,42
SSC10075,0,0,0,3,0,4,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,3,3,0,0,7,0,0,0,3,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,17,3,11,18,31,35,32,20,4,171
SSC10076,0,0,0,3,0,4,0,3,0,15,0,0,0,0,4,3,4,0,0,15,0,0,0,0,5,5,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,3,3,4,3,0,0,0,11,0,0,0,0,3,0,0,0,0,4,5,5,8,3,22,16,18,10,0,87,25,23,34,40,84,86,85,55,22,457
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9,3,3,0,0,0,20
SSC10078,0,5,21,24,16,18,4,3,0,87,0,3,16,4,11,4,3,0,0,44,0,0,6,4,4,3,0,0,0,25,0,0,4,6,3,5,0,0,0,14,0,0,4,4,3,6,0,0,0,19,0,0,3,3,4,0,0,0,0,12,5,8,18,3,5,19,10,10,5,89,63,88,191,167,154,187,151,71,36,1111
SSC10079,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,21,9,8,15,13,38,46,41,9,3,189
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9
SSC10081,0,0,3,11,4,3,0,0,0,27,0,0,3,5,0,0,0,0,0,13,0,0,0,3,3,3,3,0,0,13,0,0,0,3,0,4,0,0,0,11,0,0,0,5,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,5,3,8,11,5,3,0,41,28,3,27,64,61,77,75,27,11,384
SSC10082,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,8,6,13,3,6,0,40
SSC10083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,18
SSC10084,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,18,7,8,10,22,22,13,21,5,0,111
SSC10085,4,84,307,272,292,270,121,68,22,1435,0,27,190,168,223,165,67,31,9,875,0,11,136,156,197,163,54,15,6,749,0,6,96,131,147,117,39,4,12,545,0,3,59,172,241,202,57,14,0,748,6,4,21,60,95,89,25,13,9,317,226,300,262,179,269,219,192,164,81,1902,2171,2547,2894,2431,2794,2632,1989,1241,521,19225
SSC10086,6,62,305,155,111,80,17,3,0,741,3,25,213,108,104,58,10,4,3,529,3,14,151,115,62,52,13,8,0,401,0,5,96,97,56,23,8,0,0,291,0,3,134,153,89,45,5,0,0,431,0,0,28,65,37,24,10,3,3,168,44,80,214,121,76,82,56,52,85,807,548,951,2438,1486,1141,973,660,458,244,8901
SSC10087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,14,5,8,3,0,4,6,4,0,0,27
SSC10088,0,0,0,0,3,8,0,0,0,15,0,3,0,3,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,7,26,20,9,70,15,13,21,23,40,83,163,107,33,491
SSC10089,0,0,0,7,3,11,3,0,0,27,0,0,3,3,3,7,0,0,0,17,0,0,3,8,0,8,0,0,0,17,0,0,0,0,0,7,0,0,0,7,0,0,0,0,10,12,0,0,0,23,0,0,0,4,0,4,0,0,0,6,0,0,7,6,9,6,8,11,3,38,40,9,54,53,75,116,59,29,10,466
SSC10090,0,49,256,140,97,61,38,20,7,668,0,26,192,123,58,58,31,0,3,507,0,13,215,148,76,60,21,13,3,557,0,7,164,130,52,34,16,3,3,408,0,3,250,323,167,82,24,9,3,860,0,0,63,250,208,119,25,4,0,677,25,37,151,93,73,61,25,26,11,504,406,522,1955,1805,1170,871,557,281,135,7693
SSC10091,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,8,0,0,34
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,7,3,0,0,24
SSC10093,0,21,43,44,51,48,19,0,0,224,0,10,32,38,45,21,5,0,0,153,0,0,37,35,46,31,9,0,0,162,0,3,13,36,49,22,0,0,0,124,0,0,23,57,83,36,14,3,0,210,0,0,9,58,57,17,6,0,0,143,5,15,19,20,34,16,24,8,3,144,224,172,283,434,567,420,321,195,53,2670
SSC10094,0,0,0,0,0,9,4,3,0,13,0,0,3,0,0,8,0,0,0,14,0,0,0,0,3,6,0,0,0,8,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,9,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,9,0,3,29,14,8,16,24,39,81,71,20,16,296
SSC10095,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,8,7,7,0,0,24,9,11,10,26,39,50,36,14,0,194
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,3,5,0,0,16
SSC10097,4,20,44,33,30,20,4,0,0,148,0,3,24,17,14,9,0,0,0,71,0,0,8,12,21,13,0,0,0,58,0,0,3,8,4,0,0,0,0,14,0,0,3,3,4,3,0,0,0,15,0,0,0,0,7,0,0,0,0,11,49,37,67,61,63,56,39,23,7,402,289,278,467,442,411,397,195,161,33,2683
SSC10098,4,131,777,398,261,199,73,35,9,1882,0,58,501,298,178,137,55,13,4,1235,0,24,400,259,190,129,33,10,3,1049,0,7,239,236,177,90,16,3,5,771,0,4,326,391,265,127,32,8,0,1155,3,3,67,154,155,87,14,4,9,489,84,166,437,252,208,166,166,133,137,1749,992,2215,5993,3385,2716,2269,1514,1102,705,20899
SSC10099,0,3,0,4,3,12,3,0,0,25,0,0,0,0,8,3,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,3,14,17,13,5,3,67,47,17,27,66,88,142,92,59,23,550
SSC10100,0,4,11,6,12,3,0,0,0,29,0,0,3,5,0,0,0,0,0,10,0,0,6,3,3,3,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,0,4,5,0,0,4,0,0,25,13,26,53,40,55,31,28,6,0,257
SSC10101,0,19,34,43,30,24,7,0,3,176,0,0,26,24,37,26,3,0,0,112,0,3,15,18,16,9,5,0,0,65,0,0,6,3,13,8,0,0,0,33,0,0,9,4,9,3,0,0,0,29,0,3,0,3,3,3,3,0,0,23,28,30,57,34,45,42,61,40,13,348,287,311,500,413,434,419,322,189,86,2950
SSC10102,4,31,58,68,69,55,20,3,0,307,0,10,43,56,60,38,3,0,0,211,3,6,36,58,42,43,6,0,0,190,0,4,27,52,41,35,5,0,0,160,0,4,35,95,104,50,4,0,0,295,0,0,14,34,39,24,3,0,0,120,24,20,38,25,40,29,20,12,6,212,322,257,518,682,669,574,334,129,48,3520
SSC10103,0,17,42,44,44,30,20,7,8,213,0,9,41,44,37,27,15,4,3,180,0,3,35,41,47,29,3,3,0,163,0,4,18,45,33,20,3,0,0,130,0,0,23,77,70,45,9,3,0,223,0,0,7,43,38,13,0,0,0,106,15,11,11,18,20,17,18,9,6,132,209,190,347,529,466,414,278,136,87,2664
SSC10104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,4,5,7,6,12,19,7,0,64
SSC10105,0,4,4,18,9,4,3,0,0,45,0,0,8,6,3,8,0,0,0,27,0,0,4,0,3,4,4,0,0,9,0,0,3,5,0,5,0,0,0,14,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,3,3,0,0,9,4,0,9,8,11,10,6,7,0,49,32,20,72,75,73,91,68,28,5,458
SSC10106,3,167,892,453,318,188,38,14,4,2080,4,69,430,229,154,109,26,3,4,1036,0,34,254,155,125,73,18,0,0,651,0,9,124,126,59,43,3,0,0,378,0,9,120,148,69,54,6,0,0,406,0,8,27,28,24,18,7,3,0,118,192,318,714,378,312,237,158,124,125,2562,2206,3815,9161,4689,3975,3066,1734,989,484,30121
SSC10107,0,0,0,0,3,0,0,0,0,8,0,0,3,4,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,5,0,0,12,0,3,9,16,18,21,14,11,3,97
SSC10108,0,13,30,29,25,39,24,5,0,168,0,4,28,26,33,33,14,3,0,143,0,0,24,34,36,30,10,0,0,141,0,0,10,25,21,28,4,3,0,97,0,0,11,47,51,44,10,0,0,167,0,0,4,40,50,29,12,0,0,140,14,13,22,26,13,24,21,14,3,143,148,139,243,350,363,386,259,112,34,2038
SSC10109,3,24,44,27,42,39,6,5,8,190,0,6,34,29,24,22,4,3,0,128,0,5,18,26,19,13,9,0,0,95,0,0,3,3,17,11,3,0,0,45,0,0,7,9,30,10,0,0,0,65,0,0,0,6,7,8,0,0,0,27,24,32,38,52,67,39,49,45,20,371,202,241,288,336,433,325,326,214,162,2529
SSC10110,0,3,0,3,3,3,3,0,0,18,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,9,4,0,16,4,12,15,17,31,18,21,15,0,120
SSC10111,4,39,90,93,182,153,91,22,17,680,0,14,77,91,122,108,57,14,6,493,0,3,55,96,123,108,48,4,6,452,0,0,35,61,99,87,20,9,13,325,0,0,38,127,198,148,49,14,8,587,0,0,11,185,242,162,68,22,10,703,50,35,36,72,90,62,81,44,30,494,688,501,651,1155,1621,1492,1066,493,273,7938
SSC10112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,5,3,3,0,0,19
SSC10113,0,0,0,0,7,3,3,0,0,12,0,0,0,0,3,0,3,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,8,3,3,0,0,7,0,4,0,0,12,13,5,12,17,36,26,40,7,0,164
SSC10114,0,23,54,68,73,68,32,5,3,319,0,3,41,49,70,47,17,8,0,240,0,0,36,56,64,53,11,7,3,236,0,0,12,40,54,21,5,10,0,147,0,0,22,68,87,50,15,3,0,245,0,0,10,52,49,37,18,3,0,163,25,18,19,28,42,33,28,16,0,216,344,228,378,602,724,602,446,191,58,3576
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,0,4,26,23,32,23,6,0,0,113,0,4,23,18,15,17,4,0,0,75,0,0,13,15,10,10,3,0,0,59,0,0,4,7,13,12,0,0,0,39,0,0,3,13,17,7,0,0,0,38,0,0,0,3,11,7,3,0,0,24,14,4,12,5,28,20,18,13,3,115,88,100,224,167,261,261,165,72,17,1347
SSC10117,0,0,0,3,6,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,4,0,0,0,0,0,0,14,10,3,8,15,28,16,12,0,0,92
SSC10118,0,7,3,7,11,3,0,0,0,25,0,0,6,3,13,5,0,0,0,27,0,0,3,0,4,3,0,0,0,17,0,0,0,3,0,5,0,0,0,4,0,0,0,4,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,0,3,0,0,13,30,22,40,46,74,44,33,19,4,315
SSC10119,0,0,5,3,5,0,0,0,0,25,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,14,13,25,12,38,27,28,13,3,164
SSC10120,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,4,0,0,0,11,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,3,0,3,0,4,0,0,4,0,15,4,10,22,9,25,35,11,12,3,130
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5
SSC10123,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,0,8,8,13,0,0,3,0,0,34
SSC10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,12
SSC10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,3,0,17
SSC10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,9
SSC10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,7
SSC10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,10
SSC10129,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,0,3,0,0,8,5,7,9,3,12,16,14,7,0,68
SSC10130,0,0,0,0,5,3,0,0,0,12,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,13,10,9,10,14,21,30,25,7,0,124
SSC10131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,14
SSC10132,0,0,0,3,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,10,0,0,5,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,30,31,21,33,23,8,4,170
SSC10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
SSC10134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,0,0,16,7,0,0,8,13,13,13,3,0,53
SSC10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,17,4,0,3,10,7,14,0,3,0,37
SSC10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,6,12,9,0,0,35
SSC10137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,4,8,3,3,3,0,0,26
SSC10138,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,4,10,15,6,3,0,45
SSC10139,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,7,5,0,0,31
SSC10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,3,5,0,14
SSC10141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,16
SSC10142,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,0,0,9,10,13,9,0,0,46
SSC10143,0,7,7,5,4,12,3,0,0,39,0,0,7,3,7,3,0,0,0,16,0,0,3,5,3,5,0,0,0,19,0,0,0,3,5,3,0,0,0,10,0,0,0,3,7,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,4,3,7,3,6,9,11,5,3,54,18,31,53,71,69,76,54,27,8,407
SSC10144,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,8,0,0,3,3,4,4,5,3,0,26,4,3,7,12,28,24,28,14,0,120
SSC10145,0,4,22,10,12,3,12,3,0,64,0,0,10,13,9,9,0,0,0,37,0,0,6,11,5,6,3,0,0,27,0,0,3,0,8,7,0,0,0,21,0,0,3,4,11,6,0,0,0,28,0,0,0,5,0,3,0,0,0,14,3,3,3,10,7,12,6,3,3,42,56,55,108,105,119,125,120,61,18,775
