SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC60011,50,96,3,8,7,19,3,16,37,165,49,214,3,17,17,45,10,30,24,93,80,301,0,0,0,0,0,5,3,12,7,20,0,3,3,6,3,3,4,17,13,38,0,3,138,438
SSC60012,18,35,0,0,3,7,0,0,3,16,7,24,0,0,0,0,3,4,3,4,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65
SSC60013,90,178,0,6,4,26,0,0,33,124,39,162,6,31,8,15,19,62,33,107,73,265,0,0,7,11,0,3,13,36,19,51,0,3,5,7,11,21,13,30,26,77,0,3,194,522
SSC60014,5,12,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,5,3,5,3,13,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,9,26
SSC60015,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14
SSC60016,0,0,0,0,0,7,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SSC60017,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
SSC60018,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
SSC60019,0,3,0,0,0,0,0,0,7,17,7,17,0,0,0,0,3,5,3,5,8,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,13,33
SSC60020,5,8,0,0,0,0,0,0,4,12,4,12,0,0,0,3,0,0,3,6,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,25
SSC60021,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
SSC60022,259,505,5,41,28,112,5,35,135,508,178,689,19,67,22,74,46,148,82,282,260,975,0,0,9,42,6,24,50,128,66,197,0,3,5,16,37,80,48,98,112,291,16,30,642,1805
SSC60023,24,50,3,18,0,0,0,0,12,48,15,68,3,5,0,3,0,9,3,18,19,79,0,0,0,6,0,0,5,8,6,17,0,0,0,0,3,3,3,3,7,22,0,0,55,150
SSC60024,3,9,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,4,0,10,0,0,0,0,0,0,3,4,3,4,0,3,0,0,0,0,3,3,6,9,0,0,10,25
SSC60025,5,17,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,22
SSC60026,133,261,4,16,18,88,7,37,87,335,115,476,6,29,15,44,42,120,58,195,181,671,0,0,9,26,0,8,34,94,45,122,0,9,0,3,20,41,26,55,69,173,4,4,382,1110
SSC60027,10,19,0,0,0,0,0,0,5,13,5,13,0,0,0,3,0,0,0,3,8,18,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,7,0,0,15,44
SSC60028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC60029,11,19,0,0,0,11,0,0,3,13,8,25,0,4,0,0,0,0,3,3,8,26,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,21,54
SSC60030,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SSC60031,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19
SSC60032,29,60,0,11,3,8,0,3,5,16,6,37,3,13,0,0,10,31,8,43,22,82,0,0,0,0,0,0,3,11,3,11,0,0,0,0,8,10,8,10,12,19,0,3,63,168
SSC60033,278,534,0,0,12,38,0,3,63,218,69,264,4,21,14,52,19,49,43,123,110,387,0,0,0,11,0,0,12,24,15,35,0,0,5,14,25,41,30,54,44,86,12,26,444,1038
SSC60034,161,313,4,13,14,69,3,19,55,229,79,334,3,14,11,38,19,56,35,107,116,442,0,7,8,20,3,8,29,89,38,125,3,7,3,5,28,57,28,66,69,193,6,9,348,959
SSC60035,56,106,0,0,3,11,0,0,16,60,17,74,0,0,3,4,4,7,7,15,27,84,0,0,3,3,0,0,4,20,10,22,0,0,3,5,3,9,6,13,12,30,0,3,89,223
SSC60036,203,403,0,9,13,49,0,6,40,156,57,224,3,22,8,13,14,52,28,92,82,317,0,0,3,15,3,4,22,60,24,83,4,6,3,12,19,41,28,56,57,139,0,0,338,853
SSC60037,19,39,0,0,0,0,0,0,4,18,4,18,0,0,0,3,0,3,3,4,9,25,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,4,0,4,0,10,0,0,32,68
SSC60038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60039,545,1083,3,18,42,191,10,34,231,870,288,1116,23,79,60,193,74,236,156,509,441,1623,3,17,16,39,8,18,56,144,82,223,8,21,22,55,65,136,102,206,182,429,27,52,1191,3177
SSC60040,14,26,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41
SSC60041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60042,263,528,9,24,30,141,6,35,125,461,169,666,16,62,21,81,62,194,99,335,267,994,0,0,9,22,13,39,81,220,98,279,5,14,12,30,58,124,77,167,175,444,9,14,705,1991
SSC60043,6,20,0,9,0,3,0,0,5,18,6,34,0,0,0,3,0,0,0,3,7,37,0,0,0,5,0,0,0,4,5,6,0,0,0,0,0,3,0,3,3,8,0,0,23,62
SSC60044,155,310,0,7,6,23,3,11,39,143,50,182,4,8,3,12,6,18,10,36,61,217,0,0,6,16,0,4,10,36,17,57,0,0,0,3,13,20,8,25,26,80,3,4,249,614
SSC60045,61,126,0,0,0,8,0,0,3,24,10,42,0,0,0,4,0,11,5,11,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,77,177
SSC60046,16,35,0,0,0,12,0,0,3,14,3,20,0,0,0,8,0,5,3,12,7,30,0,0,0,0,0,0,0,0,3,9,0,0,0,0,4,4,4,4,3,11,0,0,28,73
SSC60047,14,33,0,0,3,12,0,5,10,52,15,66,0,11,0,0,3,13,5,20,21,86,0,0,0,4,0,3,3,9,4,15,0,0,0,0,0,0,0,0,7,16,0,0,47,135
SSC60048,14,30,0,0,0,6,0,0,9,46,12,47,0,0,0,0,10,27,10,27,20,74,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,6,0,0,35,109
SSC60049,21,50,0,0,3,25,0,0,11,29,15,58,0,0,3,8,3,3,4,13,13,67,0,0,0,4,0,4,0,3,4,8,0,0,0,0,0,0,0,0,4,8,3,7,43,130
SSC60050,8,12,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,4,0,4,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,3,0,0,7,23
SSC60051,802,1580,11,63,93,409,20,91,464,1775,586,2338,51,210,84,281,138,438,271,931,857,3263,3,18,30,107,7,21,146,358,187,504,10,22,53,124,100,211,164,350,350,858,26,50,2038,5750
SSC60052,131,255,6,26,14,67,8,17,81,327,110,443,5,33,33,109,46,135,85,269,194,711,0,0,6,13,0,3,8,25,15,42,0,3,7,9,15,32,17,46,34,86,0,3,358,1053
SSC60053,40,81,0,6,0,0,0,0,17,55,13,63,0,0,0,8,3,15,6,19,19,82,0,0,3,6,0,5,0,3,5,15,0,3,3,3,5,16,12,23,16,37,0,0,73,194
SSC60054,13,26,0,0,3,11,0,8,4,25,8,43,0,3,3,6,0,6,3,16,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,81
SSC60055,5,9,0,0,0,0,0,0,3,23,3,23,0,4,0,0,3,11,4,15,10,40,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,4,7,0,3,21,59
SSC60056,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,10
SSC60057,7,13,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,9,26
SSC60058,39,81,0,4,3,16,0,17,16,53,19,87,0,0,4,13,9,24,12,36,36,124,0,0,0,4,0,4,5,10,9,18,0,3,0,4,0,0,3,5,11,26,0,0,82,233
SSC60059,11,16,0,0,3,10,0,0,4,9,6,23,0,0,0,0,0,0,0,3,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43
SSC60060,41,80,0,5,9,41,0,6,46,194,56,244,0,6,10,29,10,31,18,63,79,306,0,0,0,0,0,0,3,10,3,10,0,0,3,3,3,4,6,6,11,22,0,0,127,404
SSC60061,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60062,23,42,0,0,3,6,0,9,0,0,8,20,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65
SSC60063,63,125,3,18,7,21,3,6,28,102,32,142,0,0,0,4,6,26,12,27,41,169,0,0,0,3,0,0,9,18,7,20,0,0,3,6,9,18,8,22,20,45,0,4,127,343
SSC60064,11,19,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,3,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30
SSC60065,61,124,0,0,8,24,4,12,27,108,33,149,3,13,3,6,16,59,23,73,58,224,0,11,0,0,0,0,8,14,8,27,0,3,0,0,0,8,5,13,17,38,0,0,133,387
SSC60066,6,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,11,18
SSC60067,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60068,36,76,0,6,4,22,0,0,9,57,20,86,3,9,0,0,0,3,5,13,20,94,0,0,0,3,0,0,0,5,3,12,0,0,0,3,8,10,5,15,8,21,0,0,71,191
SSC60069,9,17,0,0,0,9,0,0,5,10,3,17,3,13,0,0,0,0,3,13,11,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,8,11,8,11,0,0,22,63
SSC60070,19,35,0,3,0,3,0,8,5,30,10,48,0,0,4,8,0,0,5,13,17,61,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,31,89
SSC60071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,6
SSC60072,40,80,0,5,9,27,3,8,25,86,31,125,3,11,7,22,10,29,22,64,50,190,0,0,0,0,0,4,3,8,7,16,0,4,0,0,0,0,3,8,6,17,0,0,98,290
SSC60073,261,531,6,30,33,166,17,66,173,715,230,972,15,52,17,62,75,236,108,355,333,1324,3,8,26,121,21,81,226,648,276,857,9,31,28,54,96,203,131,294,411,1148,27,51,1027,3064
SSC60074,218,433,3,14,10,43,0,3,77,299,90,365,8,33,11,23,28,78,40,135,133,500,0,3,3,9,0,0,28,75,32,88,0,5,5,10,17,39,27,54,54,140,3,3,409,1076
SSC60075,413,825,4,34,45,195,28,137,287,1073,368,1432,17,77,30,99,87,269,134,438,502,1875,0,5,18,51,6,32,137,346,163,434,9,20,22,47,45,96,76,160,240,597,11,22,1161,3318
SSC60076,0,3,0,0,0,0,0,0,3,25,3,25,0,0,0,0,4,4,4,4,8,26,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,8,34
SSC60077,22,47,0,0,0,15,0,3,15,50,19,71,0,0,3,10,3,11,4,20,25,90,0,0,0,5,0,0,0,4,4,7,0,0,0,0,0,0,0,0,4,13,0,0,47,141
SSC60078,4,10,0,0,0,3,0,0,3,7,4,11,0,0,0,0,0,5,0,5,5,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,25
SSC60079,9,15,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18
SSC60080,62,128,0,0,3,16,3,12,22,90,28,112,4,10,3,17,13,35,21,62,49,178,0,4,4,11,0,0,15,42,20,56,0,0,3,12,13,25,14,35,37,92,3,5,154,401
SSC60081,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16
SSC60082,36,70,0,0,0,7,0,0,11,39,12,41,0,3,0,4,3,11,3,14,17,59,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,3,9,0,0,52,136
SSC60083,0,3,0,0,0,6,0,0,3,13,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20
SSC60084,66,133,0,0,3,9,0,7,19,81,27,92,3,11,7,16,6,20,14,38,38,130,0,0,0,0,0,0,7,23,7,21,0,3,5,16,7,13,14,31,22,57,4,10,134,330
SSC60085,4,7,0,0,0,4,0,0,3,13,0,12,0,0,0,5,0,0,3,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28
SSC60086,13,29,0,0,0,3,0,3,6,24,7,36,0,0,3,7,0,4,5,12,12,42,0,0,0,0,0,4,3,4,5,9,0,0,0,3,3,6,5,7,5,15,0,4,33,92
SSC60087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60088,7,9,0,0,0,9,0,6,11,29,11,47,0,0,0,0,0,0,0,0,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,4,0,0,18,66
SSC60089,33,64,0,6,0,0,0,3,17,63,20,75,5,14,3,4,0,10,6,25,26,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6,3,6,0,0,63,178
SSC60090,145,296,0,0,22,92,3,17,82,321,106,430,10,30,15,47,24,66,42,144,147,574,0,0,3,12,0,9,12,37,20,55,0,4,7,7,10,26,16,40,36,96,4,8,332,978
SSC60091,3,9,0,6,0,0,0,0,9,29,8,33,0,3,0,0,0,5,4,10,13,41,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,7,3,12,0,0,17,58
SSC60092,3,3,0,3,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,5,14
SSC60093,108,214,3,14,13,61,7,17,56,204,75,297,6,25,13,34,22,69,41,128,113,426,0,8,3,3,0,3,21,58,24,70,0,3,3,6,13,28,15,33,42,104,4,5,261,755
SSC60094,157,308,0,8,14,51,3,19,38,138,50,215,5,17,4,20,14,39,26,81,75,291,0,8,3,14,0,6,19,50,26,71,0,0,8,10,11,27,15,40,40,107,6,11,277,726
SSC60095,6,7,0,0,0,0,0,0,3,6,3,6,0,0,0,3,3,3,3,5,7,19,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0,3,10,0,0,14,35
SSC60096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60097,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60099,112,220,0,4,10,38,3,28,61,237,75,307,0,12,11,44,22,59,34,110,110,423,3,10,6,27,3,9,30,71,43,122,0,3,9,16,20,37,28,64,69,182,5,9,295,834
SSC60100,42,76,0,3,3,7,0,4,16,68,24,84,0,3,0,0,4,16,3,23,26,109,0,0,3,5,0,0,0,3,3,5,0,0,0,4,3,5,5,11,9,19,0,3,79,202
SSC60101,72,148,0,0,11,45,0,0,32,123,40,165,0,11,8,20,14,45,24,81,67,242,0,0,3,8,0,0,11,16,13,22,4,10,0,0,11,19,11,35,22,60,0,0,163,445
SSC60102,24,54,0,0,3,21,0,0,6,22,11,40,0,0,3,7,3,6,4,11,11,53,0,0,0,0,0,0,3,9,3,9,0,0,0,0,3,9,3,9,7,16,0,3,51,125
SSC60103,0,5,0,0,0,5,0,0,4,21,3,28,0,0,0,0,0,4,0,4,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40
SSC60104,18,31,0,0,6,13,0,0,4,23,11,45,0,7,0,6,5,11,6,19,17,59,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,4,3,3,10,0,0,39,104
SSC60105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60107,5,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14
SSC60108,13,22,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,26
SSC60109,7,19,0,0,0,9,0,0,3,14,3,24,0,0,0,4,0,8,3,12,7,31,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,17,56
SSC60110,156,303,0,0,13,57,8,43,116,432,136,528,7,30,11,39,24,84,44,162,180,685,0,4,12,41,5,21,97,258,113,332,12,26,6,12,45,98,59,138,177,468,14,32,527,1489
SSC60111,18,25,0,3,3,12,0,3,10,35,13,55,0,0,0,0,3,11,3,11,18,61,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,4,0,0,31,96
SSC60112,20,42,0,4,4,16,0,0,13,51,20,65,3,3,0,3,4,11,10,25,25,88,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,3,3,10,0,0,47,149
SSC60113,721,1436,13,52,74,324,17,97,401,1518,497,1991,38,157,46,151,167,528,250,835,748,2827,5,25,39,116,17,69,232,654,296,866,16,57,54,117,151,346,228,515,519,1381,37,75,2025,5713
SSC60114,39,77,0,0,0,5,0,3,9,33,12,44,0,0,0,0,0,6,0,6,13,48,0,0,0,4,0,3,6,8,6,19,0,0,0,3,9,11,8,14,12,32,0,0,70,156
SSC60115,71,135,3,24,6,41,3,27,44,187,63,276,4,9,3,16,22,79,28,100,89,376,0,7,11,42,7,24,82,245,97,311,3,9,10,22,47,98,60,130,160,439,0,3,318,951
SSC60116,41,75,0,3,3,14,0,0,18,64,17,82,3,6,0,3,6,24,7,33,33,114,0,0,0,3,0,0,0,3,0,10,0,0,0,0,5,7,5,7,6,15,0,3,77,208
SSC60117,4,16,0,0,0,0,0,0,3,12,3,12,0,0,0,0,3,6,3,6,7,20,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,14,37
SSC60118,59,107,0,3,7,25,0,3,59,235,66,271,9,30,6,19,9,40,22,87,94,361,0,0,0,0,0,0,5,23,5,23,0,8,3,3,0,8,9,18,17,39,0,3,165,511
SSC60119,10,14,0,0,0,3,0,0,5,15,4,18,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35
SSC60120,45,82,0,0,3,23,0,5,7,39,15,63,0,0,0,0,8,27,8,27,24,87,0,0,0,3,0,6,4,11,4,15,0,0,0,3,9,15,7,20,13,37,0,3,81,212
SSC60121,48,90,0,0,0,18,0,0,11,39,12,57,0,3,0,0,3,4,4,9,20,61,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,3,0,3,3,5,0,0,68,160
SSC60122,70,139,0,5,12,44,6,25,39,158,58,238,3,9,5,20,10,38,22,68,74,299,0,0,3,19,0,3,10,27,15,48,0,3,3,3,3,10,10,13,25,63,3,8,176,510
SSC60123,12,27,0,6,0,6,0,4,8,29,9,51,0,0,0,6,8,18,7,18,16,69,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,3,3,3,3,16,0,0,31,110
SSC60124,29,60,0,4,7,23,0,9,18,56,26,96,0,0,0,9,6,24,12,36,36,127,0,0,0,0,0,5,4,13,8,16,0,0,0,0,0,0,0,0,10,15,0,0,73,200
SSC60125,8,22,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,32
SSC60126,58,115,0,5,13,40,0,9,23,84,37,140,3,8,3,14,6,28,15,47,49,190,0,3,3,9,0,0,12,26,16,37,0,0,6,18,10,15,19,37,29,72,0,7,139,380
SSC60127,24,43,0,0,0,7,0,8,13,40,12,48,0,0,0,0,3,10,3,9,17,63,0,0,0,0,0,0,4,10,4,10,0,0,0,3,5,8,9,11,10,25,0,3,52,129
SSC60128,8,15,0,4,0,6,0,0,0,5,4,14,0,0,0,5,0,0,0,5,3,21,0,0,0,3,0,4,0,0,3,7,0,0,0,0,0,0,0,0,3,7,0,0,18,43
SSC60129,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60130,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SSC60131,37,73,0,6,7,27,0,0,17,63,24,94,0,9,0,9,11,35,12,47,38,142,0,0,0,0,0,0,6,15,6,15,0,0,0,0,4,6,4,6,7,25,0,0,82,245
SSC60132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60133,67,128,3,13,3,29,0,0,24,102,35,147,0,8,5,10,10,25,15,42,46,182,0,0,0,0,0,4,3,14,6,19,0,0,3,3,11,15,11,20,17,47,0,0,132,362
SSC60134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60135,6,11,0,0,0,4,0,0,8,18,5,22,0,3,0,0,0,0,0,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46
SSC60136,17,32,0,0,0,4,0,0,0,3,0,5,0,0,0,3,0,0,0,3,4,15,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,5,3,7,0,0,20,48
SSC60137,64,126,0,0,3,8,0,5,50,187,50,194,3,10,8,23,5,21,22,62,68,254,0,0,0,4,0,0,10,20,11,24,0,0,3,5,4,12,11,18,20,39,0,3,152,421
SSC60138,133,270,0,8,17,69,3,20,78,305,103,407,3,15,6,16,15,54,25,88,130,499,0,4,3,20,3,9,15,39,20,67,0,0,3,3,18,28,20,33,40,95,0,0,304,861
SSC60139,4,6,0,0,0,7,0,6,3,13,6,28,0,0,0,3,4,11,3,14,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48
SSC60140,18,30,0,0,0,3,0,0,11,32,9,32,0,0,0,3,5,23,11,29,16,63,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,38,96
SSC60141,107,202,0,5,7,22,0,0,48,171,54,195,0,0,3,3,9,24,7,32,64,224,0,0,0,3,0,0,11,22,13,29,0,3,3,3,7,17,13,22,21,46,0,3,184,477
SSC60142,174,342,4,39,18,78,4,30,79,333,107,475,5,13,13,39,27,71,36,123,151,599,0,6,6,16,4,17,29,79,39,118,6,12,7,17,23,52,40,84,78,198,3,11,411,1152
