SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC22159,0,0,0,0,0,0,0,0
SSC22160,20,239,574,265,190,1293,25,1319
SSC22161,0,0,3,3,3,11,0,11
SSC22162,550,2754,2310,553,304,6474,209,6680
SSC22163,231,1464,1549,378,159,3783,99,3885
SSC22164,58,808,1535,509,295,3215,57,3271
SSC22165,0,12,26,14,21,72,4,74
SSC22166,12,110,150,37,8,322,10,336
SSC22167,124,300,165,19,8,607,22,630
SSC22168,0,15,31,25,10,89,3,91
SSC22169,0,8,15,6,11,42,0,46
SSC22170,0,11,5,3,0,21,0,22
SSC22171,80,271,315,121,82,865,100,966
SSC22172,71,416,453,154,94,1192,54,1245
SSC22173,0,8,13,9,0,26,0,26
SSC22174,28,151,145,63,68,456,27,489
SSC22175,0,0,0,0,0,0,0,0
SSC22176,0,0,5,7,3,16,3,21
SSC22177,0,0,0,0,0,0,0,0
SSC22178,0,7,32,20,6,65,0,65
SSC22179,0,24,26,13,14,79,3,78
SSC22180,0,0,5,0,3,16,0,16
SSC22181,27,328,648,315,218,1532,54,1582
SSC22182,189,1171,1214,311,121,3005,68,3070
SSC22183,0,0,6,0,3,11,0,11
SSC22184,0,0,0,0,0,0,0,0
SSC22185,0,11,19,3,3,42,0,43
SSC22186,388,2148,1877,521,219,5159,319,5477
SSC22187,188,1052,586,123,39,1989,141,2132
SSC22188,17,173,252,103,58,604,40,643
SSC22189,0,0,0,0,0,0,0,0
SSC22190,0,5,26,9,9,50,0,55
SSC22191,0,3,4,3,4,17,0,17
SSC22192,0,50,122,84,93,352,17,369
SSC22193,0,3,0,0,3,5,0,5
SSC22194,0,0,0,3,0,8,0,8
SSC22195,0,6,20,16,13,61,3,59
SSC22196,196,2384,4841,1983,1216,10618,232,10849
SSC22197,174,1324,2282,940,518,5241,175,5419
SSC22198,0,8,9,0,0,18,0,24
SSC22199,0,13,19,17,13,59,3,62
SSC22200,0,12,16,9,5,42,9,46
SSC22201,0,3,3,3,0,15,0,15
SSC22202,0,3,10,0,5,22,3,21
SSC22203,11,58,76,27,24,196,8,202
SSC22204,24,193,218,72,42,546,37,579
SSC22205,0,6,10,8,3,27,0,27
SSC22206,42,321,368,131,66,926,34,963
SSC22207,0,0,0,0,0,0,0,0
SSC22208,0,14,49,19,15,101,7,108
SSC22209,141,1197,1331,352,160,3180,161,3338
SSC22210,0,0,3,0,0,9,0,4
SSC22211,36,589,845,208,82,1764,79,1838
SSC22212,0,9,12,4,0,27,0,31
SSC22213,4,68,94,68,24,260,7,267
SSC22214,0,14,11,6,7,35,0,33
SSC22215,434,2027,1929,493,199,5078,219,5295
SSC22216,0,5,0,3,4,14,0,14
SSC22217,0,5,13,4,3,21,0,21
SSC22218,31,188,187,50,12,469,32,501
SSC22219,3,27,15,9,9,58,8,63
SSC22220,0,0,3,3,0,3,0,3
SSC22221,8,253,976,231,93,1568,21,1591
SSC22222,0,8,13,7,0,25,4,31
SSC22223,213,1399,1469,384,156,3614,91,3704
SSC22224,0,7,21,19,12,59,7,62
SSC22225,0,32,46,9,4,95,4,100
SSC22226,0,0,0,0,0,0,0,0
SSC22227,3,56,97,39,31,224,5,233
SSC22228,0,75,177,68,31,349,3,352
SSC22229,3,17,7,0,0,34,3,37
SSC22230,4,70,106,58,21,258,11,266
SSC22231,49,503,916,324,165,1958,42,1995
SSC22232,0,3,14,10,9,28,3,30
SSC22233,0,13,37,18,8,78,7,83
SSC22234,0,9,43,18,11,75,0,81
SSC22235,17,97,78,35,18,239,15,255
SSC22236,39,508,682,220,133,1583,42,1631
SSC22237,0,3,0,0,0,8,0,8
SSC22238,530,2684,2452,560,235,6466,288,6751
SSC22239,42,239,295,78,46,697,15,713
SSC22240,10,38,50,11,13,117,0,121
SSC22241,0,4,21,14,8,52,7,59
SSC22242,0,3,13,10,9,45,0,47
SSC22243,0,11,21,15,10,65,7,69
SSC22244,406,1758,1292,359,153,3963,238,4202
SSC22245,268,966,603,99,29,1957,54,2011
SSC22246,0,23,67,48,26,172,3,173
SSC22247,6,97,239,97,64,515,11,525
SSC22248,0,0,0,0,0,0,0,0
SSC22249,0,3,7,0,0,12,0,12
SSC22250,0,16,32,11,12,66,5,70
SSC22251,0,19,11,7,10,44,4,43
SSC22252,3,146,337,160,128,773,13,788
SSC22253,3,50,93,55,46,251,13,265
SSC22254,239,930,731,246,131,2285,158,2441
SSC22255,0,7,24,9,19,57,3,60
SSC22256,0,0,3,0,0,3,0,3
SSC22257,0,9,18,12,9,42,0,42
SSC22258,0,0,3,0,3,8,0,8
SSC22259,0,0,3,7,3,13,0,13
SSC22260,0,13,60,44,24,144,7,148
SSC22261,0,8,36,22,17,85,3,86
SSC22262,0,0,0,3,0,3,0,3
SSC22263,3,14,12,3,0,31,0,31
SSC22264,840,4238,3961,1162,499,10702,512,11209
SSC22265,8,56,126,69,70,335,17,350
SSC22266,8,60,139,50,25,274,11,284
SSC22267,0,21,50,20,9,99,8,105
SSC22268,3,61,89,29,18,198,10,212
SSC22269,0,0,3,0,0,5,0,5
SSC22270,6,61,130,80,86,362,13,370
SSC22271,3,25,36,10,8,80,0,84
SSC22272,0,36,63,48,37,187,6,193
SSC22273,0,0,5,6,0,13,0,13
SSC22274,0,12,7,6,0,22,3,31
SSC22275,0,23,26,10,0,60,6,65
SSC22276,0,0,0,0,0,4,0,4
SSC22277,0,0,8,6,4,25,0,25
SSC22278,0,3,0,3,0,9,0,11
SSC22279,11,88,69,29,23,222,8,228
SSC22280,50,597,1199,395,247,2492,64,2562
SSC22281,0,3,8,8,5,12,0,13
SSC22282,0,20,40,17,19,92,3,95
SSC22283,3,30,36,11,5,79,3,82
SSC22284,0,12,47,38,23,117,5,121
SSC22285,0,4,4,3,0,10,0,10
SSC22286,0,4,7,7,0,19,0,18
SSC22287,4,60,186,115,82,440,17,456
SSC22288,0,67,138,82,52,340,11,358
SSC22289,0,0,0,0,0,0,0,0
SSC22290,8,73,102,52,29,268,6,273
SSC22291,112,499,395,71,36,1110,47,1154
SSC22292,13,182,273,81,47,591,24,612
SSC22293,0,0,0,0,0,0,0,0
SSC22294,140,1053,1561,632,461,3844,111,3952
SSC22295,27,269,251,58,26,625,40,668
SSC22296,15,85,60,17,5,178,14,189
SSC22297,33,167,151,34,13,398,6,402
SSC22298,59,363,300,52,18,803,24,822
SSC22299,1117,2414,992,116,45,4682,167,4856
SSC22300,162,1883,3438,1124,602,7214,170,7381
SSC22301,0,10,22,10,3,43,0,46
SSC22302,0,9,4,0,0,15,0,15
SSC22303,3255,5967,2036,306,127,11690,353,12043
SSC22304,2870,4267,854,93,27,8107,216,8315
SSC22305,0,8,25,6,4,45,3,42
SSC22306,0,0,3,3,0,8,3,13
SSC22307,0,5,12,5,9,30,0,26
SSC22308,70,378,388,80,39,956,24,987
SSC22309,70,424,445,134,69,1147,46,1192
SSC22310,0,9,27,12,9,58,10,69
SSC22311,0,5,7,3,11,28,0,31
SSC22312,0,0,3,3,0,9,0,12
SSC22313,0,0,0,0,3,3,0,3
SSC22314,0,6,28,10,16,52,3,55
SSC22315,0,24,36,19,30,116,8,118
SSC22316,0,11,27,13,6,53,0,53
SSC22317,704,2478,1969,760,362,6272,357,6630
SSC22318,243,1134,1361,606,296,3640,139,3776
SSC22319,1296,4367,3638,1332,629,11256,689,11950
SSC22320,126,654,679,226,121,1809,74,1882
SSC22321,3,67,156,88,68,380,12,392
SSC22322,3,70,152,46,16,295,10,303
SSC22323,100,356,342,111,48,955,45,1000
SSC22324,0,3,14,7,4,32,0,31
SSC22325,0,3,6,4,4,14,3,18
SSC22326,0,0,8,7,7,14,0,14
SSC22327,0,7,6,4,5,25,0,25
SSC22328,47,176,413,177,126,949,16,966
SSC22329,0,0,3,6,5,16,0,17
SSC22330,0,0,8,3,5,19,0,20
SSC22331,0,16,20,8,12,49,3,55
SSC22332,2399,4952,1548,195,85,9175,352,9528
SSC22333,836,2728,1428,256,75,5327,160,5486
SSC22334,231,758,332,54,20,1398,34,1432
SSC22335,46,418,423,108,44,1034,46,1080
SSC22336,0,3,3,5,3,20,0,20
SSC22337,0,9,8,3,3,24,0,23
SSC22338,0,9,35,21,26,91,5,93
SSC22339,9,91,125,50,32,309,19,323
SSC22340,3,16,50,29,19,115,9,119
SSC22341,0,3,6,12,5,30,0,35
SSC22342,0,3,9,0,3,11,0,10
SSC22343,182,912,824,297,115,2323,134,2457
SSC22344,0,20,35,19,16,89,0,89
SSC22345,0,4,5,3,6,21,0,22
SSC22346,4,3,15,7,7,34,0,33
SSC22347,0,0,0,0,0,0,0,0
SSC22348,0,3,3,3,8,16,0,16
SSC22349,0,7,3,4,4,14,0,14
SSC22350,0,3,11,8,0,27,0,27
SSC22351,0,5,6,5,3,16,0,21
SSC22352,0,0,0,0,0,0,0,0
SSC22353,0,10,40,14,20,90,7,95
SSC22354,0,5,13,4,3,20,0,20
SSC22355,3,15,28,15,12,67,0,69
SSC22356,0,8,11,5,0,29,5,30
SSC22357,0,0,0,0,0,0,0,0
SSC22358,26,255,354,179,92,909,41,953
SSC22359,0,15,28,12,3,60,0,58
SSC22360,0,8,5,19,9,49,0,49
SSC22361,3,49,40,22,11,126,8,133
SSC22362,93,777,894,263,114,2136,69,2208
SSC22363,3,3,17,15,15,51,4,60
SSC22364,0,3,23,18,8,50,0,53
SSC22365,14,357,869,317,125,1681,29,1709
SSC22366,0,0,10,6,13,32,0,32
SSC22367,0,3,0,4,0,12,3,13
SSC22368,11,94,138,58,45,346,16,357
SSC22369,104,761,1250,402,230,2743,72,2811
SSC22370,15,92,170,40,28,341,14,347
SSC22371,0,17,13,9,9,55,4,53
SSC22372,0,8,12,9,8,35,3,32
SSC22373,0,6,17,6,5,31,0,33
SSC22374,0,0,3,0,0,4,0,4
SSC22375,0,12,40,14,7,71,0,71
SSC22376,0,0,0,0,0,0,0,0
SSC22377,0,8,34,16,15,69,3,74
SSC22378,0,0,0,0,0,0,0,0
SSC22379,475,3655,5071,1849,1130,12174,320,12491
SSC22380,3,12,38,27,25,109,0,108
SSC22381,3,43,43,4,0,95,0,93
SSC22382,7,56,56,16,6,130,12,149
SSC22383,403,1325,945,281,115,3072,158,3234
SSC22384,344,1230,1165,495,215,3451,187,3640
SSC22385,498,2137,2040,742,324,5741,309,6050
SSC22386,4,80,95,5,11,190,11,196
SSC22387,211,1644,2007,520,245,4628,79,4703
SSC22388,0,0,3,0,4,12,0,12
SSC22389,0,0,11,6,15,32,0,32
SSC22390,0,0,0,0,0,0,0,0
SSC22391,0,5,17,10,8,49,8,52
SSC22392,0,9,3,8,0,20,0,20
SSC22393,304,1429,1441,413,215,3798,224,4026
SSC22394,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0
SSC22396,0,7,16,11,0,41,0,43
SSC22397,16,81,117,37,26,276,12,289
SSC22398,0,19,38,13,15,82,3,84
SSC22399,0,3,0,3,3,9,0,9
SSC22400,0,3,3,0,3,3,0,3
SSC22401,3,42,39,16,4,112,3,115
SSC22402,143,1083,1268,451,244,3192,95,3283
SSC22403,0,0,0,3,0,4,0,4
SSC22404,0,0,0,0,0,0,0,0
SSC22405,0,16,17,11,4,44,0,43
SSC22406,0,0,3,8,3,16,0,16
SSC22407,0,30,52,27,17,129,0,131
SSC22408,0,4,5,3,3,16,3,17
SSC22409,0,0,3,7,0,4,0,4
SSC22410,0,3,0,3,3,5,0,9
SSC22411,16,61,63,31,16,188,16,204
SSC22412,0,9,34,20,13,74,0,74
SSC22413,0,9,18,9,4,31,3,32
SSC22414,10,158,144,55,32,391,28,422
SSC22415,0,4,6,5,4,13,0,13
SSC22416,0,9,21,12,14,50,7,52
SSC22417,0,11,33,12,14,68,0,67
SSC22418,5,60,94,52,40,258,12,268
SSC22419,0,27,69,52,29,181,3,183
SSC22420,0,0,0,4,3,4,0,4
SSC22421,0,15,46,25,21,109,4,112
SSC22422,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0
SSC22424,0,6,16,8,3,39,0,39
SSC22425,0,3,5,4,4,20,0,18
SSC22426,0,0,4,6,0,11,0,11
SSC22427,0,0,0,3,0,6,0,6
SSC22428,0,4,0,0,10,17,0,17
SSC22429,0,47,88,28,29,195,6,200
SSC22430,0,0,0,0,0,0,0,0
SSC22431,0,6,3,0,0,8,0,8
SSC22432,3,24,57,55,42,186,4,197
SSC22433,0,0,3,0,3,8,0,8
SSC22434,0,0,3,0,0,3,0,3
SSC22435,0,51,76,33,14,173,5,177
SSC22436,0,3,3,3,0,11,0,7
SSC22437,0,0,0,0,6,4,0,7
SSC22438,5,31,20,3,3,66,3,72
SSC22439,169,2977,4534,1200,505,9386,276,9665
SSC22440,0,9,9,9,5,36,0,36
SSC22441,0,0,3,3,0,5,0,7
SSC22442,0,7,17,7,3,29,3,27
SSC22443,0,0,3,3,5,13,0,13
SSC22444,0,4,15,6,0,29,0,32
SSC22445,0,0,11,9,0,26,0,26
SSC22446,0,19,55,24,21,116,4,118
SSC22447,0,6,3,3,0,12,0,12
SSC22448,0,6,11,0,5,27,0,27
SSC22449,0,0,10,3,3,14,0,15
SSC22450,0,17,64,13,14,113,0,111
SSC22451,0,8,8,3,9,26,0,26
SSC22452,0,9,10,4,3,18,0,18
SSC22453,0,40,56,24,16,140,6,147
SSC22454,0,25,47,21,10,106,0,105
SSC22455,83,557,641,219,123,1616,101,1716
SSC22456,0,8,18,5,5,39,4,45
SSC22457,0,3,13,10,11,39,0,38
SSC22458,9,62,85,41,23,214,10,224
SSC22459,6,124,158,35,12,340,13,347
SSC22460,0,0,5,6,5,16,3,19
SSC22461,62,799,2051,686,390,3988,106,4093
SSC22462,114,891,1921,1049,712,4686,132,4822
SSC22463,0,8,11,5,4,25,0,25
SSC22464,29,243,293,106,74,744,29,768
SSC22465,0,0,3,3,0,8,0,6
SSC22466,0,0,0,0,0,4,0,4
SSC22467,3,90,265,108,84,548,18,566
SSC22468,0,7,9,3,7,24,0,24
SSC22469,0,3,0,7,3,11,0,11
SSC22470,0,0,6,4,0,15,0,15
SSC22471,142,1279,2432,877,580,5302,144,5447
SSC22472,156,1373,2171,616,259,4579,148,4723
SSC22473,0,3,3,3,9,24,0,24
SSC22474,0,25,38,3,3,68,8,77
SSC22475,0,0,4,3,4,19,0,15
SSC22476,49,289,280,106,67,795,49,845
SSC22477,0,6,13,8,3,23,3,27
SSC22478,0,3,3,0,0,7,0,7
SSC22479,0,0,0,0,0,3,0,3
SSC22480,0,0,0,0,3,3,0,3
SSC22481,0,5,15,6,10,34,0,32
SSC22482,0,5,9,6,3,22,0,29
SSC22483,0,0,5,0,0,6,0,6
SSC22484,44,356,659,265,133,1453,60,1509
SSC22485,0,3,0,0,0,8,0,8
SSC22486,0,25,33,17,6,85,5,86
SSC22487,0,4,8,0,0,9,0,9
SSC22488,0,23,17,8,3,45,0,45
SSC22489,5,75,166,54,33,338,5,345
SSC22490,0,9,17,8,10,45,3,47
SSC22491,0,6,0,0,0,7,0,7
SSC22492,683,2617,2198,801,408,6711,323,7037
SSC22493,0,0,0,0,0,0,0,0
SSC22494,105,337,185,44,7,686,35,725
SSC22495,0,12,13,12,8,47,4,48
SSC22496,1095,3391,2108,416,191,7204,247,7455
SSC22497,4,49,38,29,9,121,18,142
SSC22498,7,33,71,30,27,166,6,172
SSC22499,0,4,3,0,3,7,0,11
SSC22500,0,0,19,12,7,35,0,35
SSC22501,0,15,21,8,17,60,4,64
SSC22502,0,0,0,0,0,0,0,0
SSC22503,16,158,188,57,39,459,18,476
SSC22504,0,0,4,3,6,11,0,16
SSC22505,0,4,10,14,3,26,0,26
SSC22506,0,3,6,6,4,21,0,21
SSC22507,0,0,3,3,0,9,3,10
SSC22508,3,27,33,19,18,100,0,100
SSC22509,0,7,8,3,0,17,0,17
SSC22510,0,3,9,6,5,23,0,28
SSC22511,0,0,0,0,0,3,0,3
SSC22512,0,4,25,3,4,41,0,42
SSC22513,3,42,77,31,10,162,9,171
SSC22514,0,0,0,0,0,0,0,0
SSC22515,24,198,279,104,65,668,42,711
SSC22516,0,0,3,0,0,4,0,4
SSC22517,0,5,10,3,7,24,0,24
SSC22518,0,13,31,11,14,73,3,78
SSC22519,0,0,0,5,3,6,0,6
SSC22520,0,22,30,29,19,96,4,101
SSC22521,0,41,104,64,35,247,8,260
SSC22522,0,3,14,7,5,33,4,41
SSC22523,0,13,45,25,21,107,3,107
SSC22524,5,39,75,60,52,223,6,231
SSC22525,5,3,28,16,7,56,11,65
SSC22526,0,0,0,0,0,0,0,0
SSC22527,0,8,4,7,6,22,0,29
SSC22528,0,9,16,3,10,31,3,33
SSC22529,0,0,0,0,0,0,0,0
SSC22530,4,55,147,78,53,337,13,353
SSC22531,13,115,104,36,22,289,19,306
SSC22532,0,13,21,8,3,44,0,50
SSC22533,10,98,194,98,72,476,22,494
SSC22534,510,2137,1781,497,299,5217,220,5437
SSC22535,7,28,45,23,16,111,8,120
SSC22536,0,0,0,0,0,0,0,0
SSC22537,42,414,420,99,49,1023,61,1087
SSC22538,99,1225,2192,582,260,4358,101,4459
SSC22539,0,4,7,3,6,17,0,17
SSC22540,3,20,29,20,14,90,0,92
SSC22541,0,0,5,0,0,15,0,13
SSC22542,0,0,5,0,0,11,0,11
SSC22543,0,0,0,0,0,0,0,0
SSC22544,0,0,0,0,0,0,0,0
SSC22545,0,0,3,0,9,15,0,15
SSC22546,0,0,0,3,0,6,0,6
SSC22547,0,0,3,0,0,3,0,3
SSC22548,0,0,0,0,0,0,0,0
SSC22549,0,5,8,6,3,24,0,27
SSC22550,0,11,21,12,8,53,0,52
SSC22551,0,4,4,0,0,13,0,13
SSC22552,44,463,576,202,104,1390,49,1442
SSC22553,0,22,50,29,18,120,5,132
SSC22554,0,20,52,17,9,99,0,99
SSC22555,0,7,14,8,10,36,0,36
SSC22556,564,3406,3624,1004,470,9066,375,9445
SSC22557,3,85,273,133,67,559,12,577
SSC22558,0,17,83,35,21,161,3,165
SSC22559,268,587,162,23,10,1050,37,1084
SSC22560,0,13,24,11,9,55,0,55
SSC22561,0,4,12,4,7,33,0,33
SSC22562,0,3,5,0,0,11,0,14
SSC22563,0,13,8,3,0,26,0,26
SSC22564,14,154,169,53,42,430,25,452
SSC22565,0,11,28,10,3,53,5,56
SSC22566,0,10,23,4,19,53,9,65
SSC22567,0,5,17,8,6,42,0,39
SSC22568,0,0,6,6,0,16,0,16
SSC22569,101,1892,2602,577,216,5394,209,5604
SSC22570,0,4,0,0,0,6,3,5
SSC22571,0,16,41,30,19,106,12,119
SSC22572,0,0,0,0,0,0,0,0
SSC22573,177,1125,889,261,120,2573,80,2651
SSC22574,11,53,62,20,17,151,4,160
SSC22575,0,0,0,0,0,0,0,0
SSC22576,0,3,0,0,3,10,0,10
SSC22577,0,0,0,0,0,4,0,4
SSC22578,0,0,4,0,0,12,0,12
SSC22579,0,0,11,0,0,12,0,12
SSC22580,0,7,12,3,0,21,3,28
SSC22581,22,267,464,208,170,1137,26,1161
SSC22582,0,0,0,0,0,0,0,0
SSC22583,5,46,121,59,46,276,14,291
SSC22584,0,36,83,38,19,185,7,188
SSC22585,3,28,51,27,36,151,3,154
SSC22586,3,24,43,27,31,129,8,136
SSC22587,0,9,15,17,6,45,3,48
SSC22588,0,10,11,21,19,62,3,65
SSC22589,0,12,23,14,20,74,0,74
SSC22590,0,0,3,0,3,11,0,11
SSC22591,0,0,0,0,7,5,0,5
SSC22592,0,0,0,0,3,3,0,3
SSC22593,0,3,0,0,10,7,0,10
SSC22594,0,0,3,4,3,17,0,17
SSC22595,6,27,14,9,8,65,0,70
SSC22596,0,0,3,0,0,3,0,3
SSC22597,0,0,3,0,0,3,0,4
SSC22598,4,25,53,39,27,139,4,150
SSC22599,4,19,39,13,9,86,4,95
SSC22600,0,6,11,3,5,22,0,24
SSC22601,44,332,494,177,91,1141,30,1165
SSC22602,0,10,15,4,4,38,0,44
SSC22603,0,9,14,6,6,36,3,42
SSC22604,0,26,34,26,23,107,7,113
SSC22605,0,4,4,0,3,14,0,15
SSC22606,0,0,5,0,0,11,0,11
SSC22607,64,606,1025,382,206,2279,35,2318
SSC22608,0,9,20,19,9,55,0,56
SSC22609,0,3,5,4,7,15,0,19
SSC22610,0,8,8,0,0,14,3,21
SSC22611,0,4,19,14,16,57,5,55
SSC22612,9,94,134,51,15,306,15,321
SSC22613,14,154,130,20,5,321,17,336
SSC22614,117,1166,1693,415,195,3594,81,3671
SSC22615,117,1015,1814,604,303,3850,61,3913
SSC22616,0,4,3,3,0,15,0,13
SSC22617,0,6,6,3,5,17,0,21
SSC22618,0,5,4,0,0,6,0,6
SSC22619,0,6,5,11,6,25,0,28
SSC22620,86,706,1142,315,135,2385,51,2433
SSC22621,0,9,21,10,14,52,4,60
SSC22622,14,129,117,51,29,336,20,359
SSC22623,0,4,7,3,3,12,0,12
SSC22624,0,3,3,0,4,14,0,14
SSC22625,0,7,12,0,0,23,0,23
SSC22626,0,24,52,33,21,129,4,137
SSC22627,0,6,5,4,0,10,0,10
SSC22628,0,0,0,0,0,0,0,0
SSC22629,0,0,0,0,0,0,0,0
SSC22630,0,0,10,4,4,17,0,17
SSC22631,13,135,163,62,30,395,25,421
SSC22632,0,5,7,9,3,29,3,31
SSC22633,0,6,5,3,0,16,0,16
SSC22634,0,12,13,5,3,33,4,36
SSC22635,0,0,3,3,5,10,0,10
SSC22636,0,0,6,3,4,14,0,14
SSC22637,0,31,99,42,25,203,0,204
SSC22638,0,3,9,0,0,10,0,10
SSC22639,0,0,0,0,0,0,0,0
SSC22640,0,11,13,0,0,35,0,34
SSC22641,0,0,0,0,0,5,0,5
SSC22642,0,0,0,0,0,0,0,0
SSC22643,0,10,24,17,14,63,0,66
SSC22644,0,8,14,3,9,38,0,43
SSC22645,0,0,4,0,0,4,0,4
SSC22646,0,0,3,0,0,3,0,3
SSC22647,0,0,0,0,3,6,0,6
SSC22648,64,808,1542,577,349,3341,111,3450
SSC22649,0,0,0,6,6,16,0,18
SSC22650,5,50,168,86,84,390,14,402
SSC22651,0,0,3,3,9,14,0,14
SSC22652,0,12,32,21,22,87,0,89
SSC22653,0,17,23,6,6,54,5,52
SSC22654,3,19,15,15,10,61,5,63
SSC22655,7,27,34,10,10,83,4,90
SSC22656,7,128,299,142,73,644,7,654
SSC22657,0,4,10,5,9,27,0,27
SSC22658,5,52,71,16,17,164,10,171
SSC22659,9,14,54,27,26,135,5,133
SSC22660,20,186,405,193,159,966,28,991
SSC22661,0,0,4,0,6,13,3,15
SSC22662,0,7,8,3,12,38,0,35
SSC22663,8,63,161,89,86,402,18,420
SSC22664,0,0,0,0,0,0,0,0
SSC22665,0,15,38,14,11,74,5,78
SSC22666,0,0,0,0,0,8,0,8
SSC22667,533,2861,2551,672,291,6912,379,7287
SSC22668,0,23,73,38,43,177,7,183
SSC22669,0,0,0,0,0,0,0,0
SSC22670,0,11,20,24,8,59,5,61
SSC22671,0,5,12,15,4,39,0,42
SSC22672,154,1309,2148,715,336,4660,109,4774
SSC22673,338,1737,2669,1031,544,6323,157,6482
SSC22674,3,25,49,26,18,117,6,123
SSC22675,0,8,5,3,0,20,0,20
SSC22676,51,354,271,82,36,791,35,827
SSC22677,0,8,12,4,7,32,0,32
SSC22678,0,3,9,7,9,25,0,27
SSC22679,0,0,0,0,3,8,0,8
SSC22680,0,8,20,8,17,40,0,40
SSC22681,0,0,0,0,3,3,0,3
SSC22682,3,55,82,36,15,194,14,204
SSC22683,0,0,7,0,3,8,0,8
SSC22684,66,361,348,105,57,938,43,980
SSC22685,332,1988,2226,678,428,5652,242,5891
SSC22686,0,9,39,22,13,80,3,88
SSC22687,0,3,0,0,0,10,3,12
SSC22688,0,6,15,5,0,25,0,25
SSC22689,16,284,749,362,257,1671,40,1715
SSC22690,0,17,62,49,57,186,8,185
SSC22691,15,240,694,278,200,1431,26,1456
SSC22692,0,0,4,0,3,6,0,6
SSC22693,0,9,26,12,12,55,0,55
SSC22694,3,49,82,39,33,209,5,212
SSC22695,0,0,3,0,3,7,0,7
SSC22696,0,12,32,14,14,67,3,66
SSC22697,742,4207,4255,1123,523,10850,484,11340
SSC22698,0,0,3,3,4,8,3,8
SSC22699,0,5,13,7,3,26,0,26
SSC22700,0,10,13,3,3,32,0,33
SSC22701,0,11,14,7,3,40,3,46
SSC22702,0,0,4,0,5,6,0,6
SSC22703,0,3,5,3,4,19,0,19
SSC22704,3,21,32,13,8,69,5,78
SSC22705,0,3,3,0,0,6,0,6
SSC22706,0,7,17,0,13,40,3,43
SSC22707,3,96,363,147,66,679,8,683
SSC22708,161,833,745,176,80,1990,62,2050
SSC22709,48,374,566,205,104,1297,29,1329
SSC22710,0,0,6,6,3,15,0,15
SSC22711,0,10,31,7,12,53,0,58
SSC22712,0,0,0,0,0,0,0,0
SSC22713,0,4,12,8,11,29,3,36
SSC22714,6,105,243,127,86,567,14,577
SSC22715,0,0,3,0,0,3,0,3
SSC22716,7,24,42,20,10,101,3,106
SSC22717,22,258,610,204,154,1244,30,1276
SSC22718,0,3,0,0,0,6,0,6
SSC22719,0,3,10,3,3,18,0,18
SSC22720,24,146,119,45,32,373,35,404
SSC22721,0,0,3,3,0,6,0,6
SSC22722,0,6,3,3,0,16,3,15
SSC22723,0,0,0,3,0,5,0,5
SSC22724,0,11,8,5,4,23,0,20
SSC22725,0,11,10,6,12,40,0,43
SSC22726,0,7,3,0,7,12,0,12
SSC22727,0,8,20,12,6,49,0,45
SSC22728,0,10,36,18,3,72,6,84
SSC22729,3,45,57,23,14,140,8,142
SSC22730,0,18,11,6,4,39,0,43
SSC22731,488,1846,1264,334,124,4055,223,4286
SSC22732,0,8,13,10,0,25,0,31
SSC22733,0,0,0,0,0,0,0,0
SSC22734,0,0,8,3,10,16,0,16
SSC22735,0,5,5,3,4,17,0,17
SSC22736,1015,5062,4939,1626,885,13535,513,14051
SSC22737,27,194,249,85,69,630,24,654
SSC22738,0,13,17,7,9,46,0,47
SSC22739,12,88,111,55,53,323,12,335
SSC22740,7,40,51,16,18,136,6,141
SSC22741,0,8,19,11,5,40,0,40
SSC22742,572,1954,1264,257,105,4151,159,4308
SSC22743,698,970,301,40,9,2023,73,2089
SSC22744,220,1753,2219,668,285,5142,152,5291
SSC22745,0,15,22,18,8,60,0,63
SSC22746,0,3,0,3,3,6,0,6
SSC22747,93,692,777,296,161,2019,72,2091
SSC22748,0,4,10,0,3,16,0,16
SSC22749,0,13,15,15,5,40,0,42
SSC22750,0,18,53,41,19,130,0,136
SSC22751,3,35,38,9,10,94,7,99
SSC22752,260,1747,2992,1013,553,6560,168,6727
SSC22753,0,0,0,0,0,3,0,3
SSC22754,0,0,3,0,4,10,0,10
SSC22755,94,438,430,155,64,1175,64,1238
SSC22756,0,24,46,30,24,114,6,121
SSC22757,0,0,6,0,0,7,0,7
SSC22758,6,22,38,17,3,86,3,92
SSC22759,0,0,3,0,6,8,0,8
SSC22760,177,704,413,124,49,1464,75,1540
SSC22761,79,523,736,274,219,1832,81,1914
SSC22762,0,0,0,3,3,4,0,4
SSC22763,4,38,55,31,21,140,0,146
SSC22764,0,3,10,7,5,29,0,33
SSC22765,0,0,7,5,0,14,0,20
SSC22766,0,6,8,0,3,19,0,19
SSC22767,0,14,26,3,7,45,4,50
SSC22768,0,12,13,14,11,56,7,60
SSC22769,0,7,8,6,3,20,0,26
SSC22770,0,3,28,12,14,65,0,65
SSC22771,0,0,9,3,4,16,0,16
SSC22772,0,4,6,3,3,15,0,15
SSC22773,0,3,9,3,3,18,0,18
