POA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA5256,..,201,201,210,22,229,77,5,77,38,0,38,25,0,25,9,0,9,351,226,577
POA5259,..,101,101,152,9,162,55,0,55,41,0,39,22,0,22,16,0,16,280,108,389
POA5260,..,244,244,282,18,298,80,3,83,77,0,77,35,0,35,11,0,11,487,263,752
POA5261,..,33,33,51,6,57,15,0,15,17,0,17,8,0,8,6,0,6,97,35,137
POA5262,..,43,43,54,0,62,17,3,19,24,0,24,8,0,8,4,0,4,111,47,158
POA5263,..,10,10,15,0,15,12,0,12,6,0,6,0,0,0,0,0,0,33,10,48
POA5264,..,158,158,197,11,211,64,0,68,32,0,32,23,0,23,10,0,10,333,171,498
POA5265,..,51,51,52,0,58,19,0,19,19,0,19,11,0,11,4,0,4,111,52,167
POA5266,..,53,53,90,3,92,19,0,19,18,0,18,21,0,21,6,0,6,160,54,213
POA5267,..,189,189,270,13,284,73,0,73,82,0,82,67,0,67,18,0,18,508,199,712
POA5268,..,376,376,436,37,475,167,10,174,152,8,162,74,9,83,31,9,39,863,447,1306
POA5269,..,28,28,33,3,37,11,0,11,15,0,15,7,0,7,7,0,7,59,34,94
POA5270,..,46,46,84,0,89,34,0,34,26,0,26,18,0,18,9,0,9,172,51,224
POA5271,..,750,750,999,65,1067,333,20,354,370,8,375,171,7,178,68,11,74,1940,857,2795
POA5272,..,85,85,135,3,137,31,0,31,38,0,38,14,0,14,3,0,3,221,88,311
POA5273,..,10,10,13,0,13,11,0,11,4,0,4,3,0,3,0,0,0,30,10,41
POA5275,..,319,319,395,13,403,101,0,103,109,0,109,42,0,42,8,0,8,660,329,987
POA5276,..,167,167,191,12,200,47,0,46,34,0,34,16,0,16,11,0,11,297,177,478
POA5277,..,330,330,404,20,430,136,3,145,124,3,131,78,0,78,21,0,21,771,361,1135
POA5278,..,48,48,76,0,74,25,0,29,28,0,28,15,0,15,4,0,4,143,54,197
POA5279,..,48,48,84,8,93,31,0,31,15,0,15,13,0,13,7,0,7,150,57,200
POA5280,..,923,923,1062,40,1100,326,5,330,312,3,317,155,0,155,71,0,71,1930,967,2897
POA5290,..,3308,3308,3284,222,3503,1292,29,1319,1263,8,1265,455,4,462,226,0,226,6516,3565,10082
POA5291,..,581,581,1088,45,1133,407,3,414,550,3,550,227,0,227,86,0,86,2359,626,2988
POA5301,..,46,46,96,3,98,14,0,18,23,0,23,14,0,14,9,0,9,166,54,212
POA5302,..,91,91,126,10,136,32,0,32,50,0,50,15,0,15,3,0,3,220,96,315
POA5303,..,12,12,14,3,18,14,0,14,11,0,11,8,0,8,0,0,0,49,20,65
POA5304,..,103,103,97,5,106,44,0,45,28,0,34,20,0,20,0,0,0,193,116,304
POA5306,..,14,14,9,0,13,5,0,5,3,0,3,3,0,3,0,0,0,19,9,35
POA5307,..,65,65,94,3,93,26,0,26,23,0,23,17,0,17,4,0,4,158,68,226
POA5308,..,14,14,25,0,21,7,0,7,7,0,7,4,0,4,4,0,4,42,18,55
POA5309,..,20,20,17,0,17,7,0,7,3,0,3,5,0,5,0,0,0,37,20,54
POA5310,..,7,7,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,13,7,26
POA5311,..,31,31,55,0,58,25,0,25,20,0,20,5,0,5,10,0,10,115,33,148
POA5320,..,108,108,112,3,117,37,0,37,20,0,20,4,0,4,0,0,0,177,115,285
POA5321,..,60,60,61,7,66,10,0,10,7,0,12,3,0,3,3,0,3,94,63,154
POA5322,..,93,93,159,7,168,50,5,53,44,0,44,19,0,19,6,0,6,277,108,384
POA5330,..,390,390,515,18,537,151,3,149,158,0,157,69,0,65,28,0,28,921,415,1329
POA5331,..,28,28,53,0,55,14,0,14,19,0,19,7,0,7,4,0,4,90,30,121
POA5332,..,43,43,64,8,66,15,0,14,14,0,14,7,0,7,3,0,3,109,49,159
POA5333,..,683,683,825,39,865,296,11,308,282,3,286,104,0,106,49,0,44,1565,737,2297
POA5340,..,145,145,211,10,220,69,0,67,49,0,49,21,0,21,17,0,17,365,156,520
POA5341,..,867,867,1042,73,1117,393,6,395,334,3,341,155,3,155,71,4,77,2001,951,2953
POA5342,..,95,95,172,10,183,56,0,54,56,0,56,32,0,32,5,0,5,323,100,430
POA5343,..,671,671,650,46,700,259,9,265,204,5,204,95,0,96,34,0,33,1243,731,1970
POA5344,..,85,85,132,7,139,53,0,53,50,0,50,26,0,26,8,0,8,269,91,359
POA5345,..,474,474,512,38,549,165,0,165,138,3,141,73,0,73,35,0,35,923,509,1434
POA5346,..,26,26,59,0,61,19,0,19,16,0,16,9,0,9,3,0,3,114,30,140
POA5350,..,26,26,47,0,49,19,0,19,38,0,38,10,0,10,9,0,9,126,29,154
POA5351,..,345,345,734,22,758,315,0,321,347,0,347,158,0,158,68,0,69,1626,367,1993
POA5352,..,582,582,752,23,777,254,9,264,279,0,275,113,0,114,31,0,31,1427,613,2037
POA5353,..,392,392,538,24,567,214,3,215,182,0,180,99,0,99,26,0,26,1048,423,1473
POA5354,..,71,71,51,10,61,18,0,18,6,0,6,4,0,4,3,0,3,83,81,156
POA5355,..,829,829,1066,49,1113,365,6,376,422,0,428,177,0,177,55,0,55,2088,886,2975
POA5356,..,55,55,98,4,104,53,0,50,34,0,34,33,0,33,5,0,5,218,65,289
POA5357,..,62,62,77,7,77,18,0,18,6,0,6,4,0,4,4,0,4,110,75,184
POA5360,..,57,57,148,0,153,64,0,71,75,0,75,29,0,29,13,0,13,325,60,388
POA5371,..,72,72,101,3,105,67,6,71,98,0,98,37,0,37,24,0,24,327,76,401
POA5372,..,127,127,252,8,259,120,0,123,146,0,146,59,0,59,31,0,31,612,132,748
POA5373,..,423,423,503,26,525,162,3,161,166,0,166,84,0,84,31,0,31,940,449,1389
POA5374,..,195,195,211,16,224,53,0,53,60,0,60,34,0,34,20,0,20,379,215,591
POA5381,..,53,53,50,3,54,19,0,19,16,0,16,10,0,10,3,0,3,99,56,153
POA5400,..,55,55,95,0,97,42,0,42,43,0,43,34,0,34,6,0,6,217,59,272
POA5401,..,75,75,103,11,108,44,0,44,27,0,27,28,0,28,17,0,17,213,81,298
POA5410,..,29,29,38,7,41,17,0,17,15,0,15,5,0,5,3,0,3,79,42,114
POA5411,..,29,29,38,0,38,10,0,10,20,0,20,12,0,12,4,0,4,84,29,109
POA5412,..,171,171,189,12,206,52,0,52,39,0,39,26,0,26,9,0,9,319,182,503
POA5413,..,105,105,127,3,136,38,0,38,31,0,31,23,0,23,8,0,8,226,112,332
POA5414,..,23,23,17,0,17,5,0,5,3,0,3,3,0,3,0,0,0,32,23,59
POA5415,..,20,20,40,3,41,13,0,13,5,0,5,7,0,7,3,0,3,63,24,90
POA5416,..,21,21,32,3,30,7,0,7,13,0,13,7,0,7,7,0,7,63,24,89
POA5417,..,202,202,231,8,239,56,0,56,49,0,49,33,0,33,16,0,16,381,211,597
POA5418,..,23,23,18,0,18,3,0,3,4,0,4,3,0,3,0,0,0,27,23,49
POA5419,..,21,21,33,0,36,7,0,8,16,0,16,5,0,5,0,0,0,67,24,93
POA5420,..,3,3,14,0,14,3,0,3,3,0,3,3,0,3,0,0,0,22,3,32
POA5421,..,26,26,15,3,22,5,0,5,3,0,3,3,0,3,3,0,3,26,26,56
POA5422,..,318,318,252,22,277,66,0,66,54,0,54,27,0,27,16,0,16,412,342,749
POA5431,..,123,123,143,5,153,33,0,33,33,0,33,19,0,19,9,0,9,234,129,364
POA5432,..,10,10,31,0,31,6,0,6,5,0,5,4,0,4,0,0,0,45,8,53
POA5433,..,201,201,204,11,212,70,0,70,43,0,43,20,0,20,10,0,10,339,208,550
POA5434,..,54,54,65,0,69,14,0,14,14,0,14,6,0,6,3,0,3,102,59,153
POA5440,..,37,37,20,3,28,7,0,7,9,0,9,3,0,3,3,0,3,46,41,84
POA5451,..,97,97,113,3,119,30,0,30,27,0,27,11,0,11,3,0,3,190,97,288
POA5452,..,23,23,78,0,78,17,0,17,17,0,17,18,0,18,8,0,8,136,22,157
POA5453,..,533,533,741,25,768,226,8,235,227,0,227,118,0,113,33,0,33,1339,569,1903
POA5454,..,44,44,62,4,65,19,0,19,16,0,16,13,0,13,5,0,5,113,44,157
POA5455,..,3,3,3,0,7,0,0,0,3,0,3,4,0,4,0,0,0,13,7,20
POA5460,..,68,68,93,3,96,36,0,36,36,0,36,19,0,19,13,0,13,196,71,267
POA5461,..,334,334,348,20,366,112,0,115,119,0,119,58,0,58,27,0,27,663,352,1015
POA5462,..,41,41,63,3,66,24,0,28,27,0,27,15,0,15,7,0,7,135,46,184
POA5464,..,62,62,92,3,94,19,0,21,33,0,33,20,0,20,11,0,11,170,68,232
POA5470,..,19,19,21,0,19,4,0,4,8,0,8,0,0,0,0,0,0,38,15,54
POA5471,..,14,14,7,0,7,4,0,4,8,0,8,3,0,3,0,0,0,20,14,38
POA5472,..,20,20,27,5,25,3,0,7,10,0,10,3,0,3,0,0,0,43,30,66
POA5473,..,90,90,120,5,124,37,0,37,29,0,29,15,0,15,10,0,10,206,93,307
POA5480,..,113,113,132,5,136,32,0,32,32,0,32,24,0,24,3,0,3,218,113,330
POA5481,..,61,61,115,3,117,27,0,27,22,0,22,11,0,11,3,0,3,176,68,241
POA5482,..,70,70,65,0,68,20,0,20,20,0,20,15,0,15,4,0,4,122,72,191
POA5483,..,43,43,54,0,50,11,0,11,15,0,15,11,0,11,4,0,4,90,40,129
POA5485,..,55,55,106,6,110,20,0,20,14,0,14,17,0,17,6,0,6,161,63,223
POA5490,..,18,18,28,0,24,8,0,8,5,0,5,5,0,5,0,0,0,42,20,60
POA5491,..,239,239,278,22,303,74,0,78,69,0,69,46,0,46,8,0,8,484,263,746
POA5493,..,15,15,10,0,14,7,0,7,0,0,0,3,0,3,0,0,0,18,14,37
POA5495,..,82,82,127,8,133,21,0,21,17,0,19,5,0,5,3,0,3,167,88,258
POA5501,..,530,530,765,53,818,400,3,405,428,0,424,203,0,205,106,0,106,1900,596,2491
POA5502,..,124,124,204,18,219,75,0,76,85,0,85,47,0,47,17,0,17,424,139,558
POA5510,..,13,13,21,3,22,6,0,6,3,0,3,0,0,0,0,0,0,30,13,48
POA5520,..,83,83,94,9,98,18,0,18,25,0,25,12,0,12,3,0,3,158,87,244
POA5521,..,23,23,22,3,23,5,0,5,3,0,3,7,0,7,4,0,4,36,24,67
POA5522,..,245,245,257,16,269,55,0,55,36,0,36,19,0,19,6,0,6,367,260,628
POA5523,..,229,229,274,12,285,92,0,92,68,0,68,43,0,43,26,0,26,504,234,740
POA5540,..,2059,2059,2013,104,2120,807,8,812,676,3,675,311,0,311,135,0,135,3937,2174,6113
POA5550,..,116,116,105,3,114,46,3,53,45,0,42,24,0,24,12,0,12,231,123,359
POA5552,..,23,23,46,6,56,21,0,21,15,0,15,15,0,15,0,0,0,105,30,131
POA5554,..,589,589,721,32,746,255,5,256,231,0,236,125,0,125,42,0,42,1373,625,2002
POA5555,..,41,41,94,4,96,22,0,22,19,0,19,15,0,15,0,0,0,146,44,194
POA5556,..,542,542,720,51,769,194,3,199,152,0,152,49,0,49,20,0,20,1137,598,1733
POA5558,..,621,621,839,33,877,206,8,211,173,0,173,71,0,71,37,0,37,1317,664,1982
POA5560,..,50,50,65,3,73,20,0,24,19,0,19,12,0,12,3,0,3,121,57,177
POA5570,..,96,96,104,8,113,18,0,18,7,0,7,9,0,9,0,0,0,140,108,244
POA5571,..,273,273,366,14,379,65,0,71,40,0,40,37,0,37,8,0,8,520,291,815
POA5572,..,20,20,23,0,23,3,0,3,4,0,4,5,0,5,0,0,0,38,18,62
POA5573,..,255,255,322,15,332,74,0,77,77,0,77,45,0,45,12,0,12,533,267,803
POA5575,..,317,317,391,10,401,98,0,98,68,0,68,43,0,43,14,0,15,617,331,945
POA5576,..,157,157,167,15,184,55,0,58,39,0,42,22,0,22,8,0,8,294,181,475
POA5577,..,77,77,85,0,86,19,0,19,18,0,18,10,0,10,7,0,7,144,75,221
POA5580,..,54,54,51,0,51,19,0,19,10,0,10,8,0,8,5,0,5,92,54,150
POA5581,..,89,89,123,3,124,17,0,17,13,0,13,8,0,8,0,0,0,151,92,252
POA5582,..,83,83,126,0,127,22,0,22,24,0,24,4,0,4,3,0,3,180,83,261
POA5583,..,149,149,139,3,141,20,0,20,28,0,28,11,0,11,10,0,10,202,152,354
POA5600,..,803,803,832,42,878,352,9,355,298,0,300,116,0,112,39,0,39,1629,859,2483
POA5601,..,77,77,71,4,68,15,0,15,15,0,15,13,0,13,3,0,3,119,78,196
POA5602,..,145,145,196,7,209,52,0,52,56,0,56,33,0,33,7,0,7,346,154,498
POA5603,..,42,42,62,0,65,19,0,19,25,0,25,7,0,7,4,0,4,119,41,155
POA5604,..,34,34,42,0,41,12,0,12,0,0,0,3,0,3,0,0,0,57,38,96
POA5605,..,272,272,300,16,315,63,0,65,53,0,53,24,0,24,13,0,13,450,285,740
POA5606,..,1677,1677,1814,154,1970,692,20,712,650,3,657,274,0,274,94,0,94,3528,1864,5395
POA5607,..,394,394,650,29,681,227,4,231,247,0,247,109,0,109,44,0,44,1282,431,1711
POA5608,..,2028,2028,1697,142,1842,681,13,693,581,0,579,243,0,243,108,0,108,3311,2190,5497
POA5609,..,134,134,221,11,227,112,0,115,127,0,127,53,0,53,10,0,10,529,146,671
POA5630,..,15,15,9,0,9,10,0,10,6,0,6,9,0,9,3,0,3,31,15,46
POA5631,..,97,97,154,8,157,27,0,27,54,0,54,30,0,30,13,0,13,279,106,382
POA5632,..,12,12,32,0,32,10,0,10,11,0,11,13,0,13,4,0,4,71,12,82
POA5633,..,33,33,46,0,46,19,0,19,9,0,9,11,0,11,0,0,0,85,36,121
POA5640,..,153,153,157,8,162,43,0,43,38,0,38,20,0,20,9,0,9,261,163,418
POA5641,..,111,111,142,3,150,31,0,31,43,0,43,34,0,34,9,0,9,260,120,379
POA5642,..,29,29,32,0,28,11,0,11,9,0,9,15,0,15,4,0,4,61,26,91
POA5650,..,21,21,25,0,25,3,0,3,8,0,8,9,0,9,0,0,0,44,21,65
POA5651,..,11,11,7,0,5,4,0,4,6,0,6,0,0,0,0,0,0,20,13,31
POA5652,..,76,76,98,3,102,30,0,30,34,0,34,21,0,21,3,0,3,187,83,269
POA5653,..,12,12,13,0,13,0,0,0,0,0,0,6,0,6,3,0,3,22,12,30
POA5654,..,38,38,34,0,39,9,0,9,5,0,5,3,0,3,4,0,4,63,36,95
POA5655,..,12,12,16,0,16,0,0,0,6,0,6,3,0,3,0,0,0,23,12,32
POA5660,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,3,15
POA5661,..,11,11,19,0,25,7,0,7,4,0,4,6,0,6,0,0,0,37,11,51
POA5670,..,62,62,74,0,74,15,0,15,22,0,22,8,0,8,4,0,4,130,62,193
POA5671,..,27,27,25,0,23,6,0,6,3,0,3,3,0,3,0,0,0,44,27,64
POA5680,..,242,242,310,13,320,80,0,79,94,0,94,40,0,40,22,0,22,542,255,792
POA5690,..,368,368,423,20,448,171,0,177,156,0,156,79,0,79,62,0,62,895,392,1288
POA5700,..,1425,1425,1343,113,1458,593,6,599,444,11,457,196,0,196,122,0,122,2702,1553,4252
POA5701,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
POA5710,..,153,153,272,9,284,131,0,131,139,0,139,44,0,44,16,0,16,603,168,766
POA5713,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5715,..,3,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,3,7
POA5717,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
POA5719,..,12,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18
POA5720,..,51,51,25,3,26,6,0,6,6,0,6,0,0,0,0,0,0,32,51,88
POA5722,..,77,77,35,4,35,22,0,22,7,0,7,3,0,3,0,0,0,65,83,150
POA5723,..,350,350,189,9,200,69,4,68,60,0,60,16,0,16,19,0,19,353,365,715
POA5724,..,59,59,17,5,23,9,0,9,11,0,11,6,0,6,19,0,19,59,63,122
POA5725,..,258,258,326,32,360,189,3,192,214,3,216,123,0,123,36,0,36,886,288,1177
POA5730,..,15,15,17,3,19,0,0,0,0,0,0,0,0,0,3,0,3,24,17,37
POA5731,..,29,29,29,0,29,13,0,13,14,0,14,10,0,10,3,0,3,69,29,99
POA5732,..,25,25,20,0,22,10,0,10,4,0,4,3,0,3,0,0,0,44,31,67
POA5733,..,27,27,17,0,14,6,0,7,8,0,8,4,0,4,7,0,7,37,30,66
POA5734,..,23,23,12,0,8,3,0,3,6,0,6,4,0,4,3,0,3,29,29,55
POA5950,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5960,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,..,1808,1808,1510,356,1866,407,145,556,201,46,245,45,18,64,22,18,42,2196,2380,4571
POA6003,..,573,573,454,128,583,129,37,170,79,18,98,14,9,20,3,3,11,682,773,1456
POA6004,..,1683,1683,1639,292,1933,481,96,582,192,46,237,47,18,62,17,10,27,2377,2144,4525
POA6005,..,1127,1127,877,184,1061,203,51,255,87,20,110,16,3,22,9,0,14,1193,1387,2581
POA6006,..,962,962,971,146,1112,456,91,552,493,39,526,163,8,170,32,3,33,2113,1244,3359
POA6007,..,904,904,950,161,1115,346,90,437,317,23,339,99,0,100,17,0,17,1728,1182,2911
POA6008,..,2045,2045,1875,243,2111,779,75,854,751,36,790,251,5,258,56,3,58,3712,2402,6113
POA6009,..,1293,1293,1725,215,1939,803,153,960,1065,74,1136,519,27,541,136,6,144,4249,1765,6012
POA6010,..,1757,1757,1887,149,2030,820,54,877,950,21,971,431,3,433,115,0,114,4202,1977,6182
POA6011,..,799,799,1039,95,1133,429,39,460,489,8,495,259,9,261,70,0,74,2280,950,3227
POA6012,..,1041,1041,981,94,1072,408,23,432,483,5,494,228,0,229,46,0,44,2142,1165,3312
POA6014,..,2096,2096,2021,188,2211,1056,52,1106,1421,14,1430,589,7,593,129,0,132,5212,2355,7573
POA6015,..,398,398,704,15,719,277,8,290,484,4,489,268,3,270,55,3,60,1792,430,2221
POA6016,..,1051,1051,990,140,1129,561,42,600,722,18,741,200,5,204,46,0,50,2515,1254,3770
POA6017,..,832,832,547,87,639,240,19,259,116,6,123,43,0,43,18,4,26,964,955,1921
POA6018,..,3624,3624,4452,410,4869,2156,149,2308,2398,48,2446,808,14,816,216,3,220,10028,4248,14278
POA6019,..,2645,2645,2849,415,3261,1175,141,1320,1121,50,1174,340,12,345,81,6,85,5553,3269,8826
POA6020,..,1408,1408,2584,108,2690,1129,20,1151,1501,5,1511,565,0,563,136,0,136,5918,1550,7465
POA6021,..,1926,1926,2348,191,2542,1177,63,1240,1208,19,1231,446,12,452,144,4,149,5319,2213,7536
POA6022,..,407,407,661,34,692,306,12,316,305,5,308,100,0,104,43,0,46,1418,452,1876
POA6023,..,813,813,1631,59,1688,877,13,889,1245,5,1249,445,0,445,99,0,99,4297,892,5186
POA6024,..,953,953,1738,114,1850,839,31,873,815,9,823,302,4,303,110,3,114,3808,1107,4919
POA6025,..,1998,1998,3610,210,3820,1797,49,1848,2063,19,2078,802,8,809,214,0,214,8490,2280,10766
POA6026,..,1371,1371,2483,74,2557,1338,18,1359,1701,3,1704,598,3,598,175,0,175,6300,1468,7769
POA6027,..,2752,2752,4764,347,5114,2551,100,2651,2718,41,2760,1029,18,1041,353,8,368,11413,3270,14686
POA6028,..,793,793,1998,68,2060,1401,24,1423,1975,5,1974,723,0,725,224,0,224,6310,881,7191
POA6029,..,192,192,312,23,335,143,7,147,220,3,225,73,0,75,15,0,15,762,222,990
POA6030,..,2295,2295,3956,285,4240,2432,37,2470,2538,20,2551,1040,3,1046,519,0,522,10480,2645,13121
POA6031,..,644,644,1388,98,1486,1070,23,1101,1212,12,1224,514,0,513,243,0,247,4431,778,5209
POA6032,..,10,10,19,0,22,10,0,11,11,0,11,5,0,5,3,0,3,45,16,62
POA6033,..,20,20,28,3,36,22,0,21,26,0,24,18,0,18,11,0,11,102,24,122
POA6034,..,86,86,195,10,200,118,4,120,114,0,114,40,0,40,4,0,4,467,96,566
POA6035,..,513,513,935,66,998,515,7,524,546,0,546,205,0,211,118,0,122,2319,584,2910
POA6036,..,790,790,1345,94,1444,952,23,970,1089,5,1092,473,0,473,206,0,206,4064,915,4980
POA6037,..,228,228,331,17,349,166,4,168,171,0,170,80,0,80,32,0,28,777,254,1027
POA6038,..,330,330,674,41,717,434,8,445,417,4,422,151,0,151,52,0,52,1729,380,2110
POA6041,..,113,113,222,13,241,62,3,66,63,0,65,36,0,36,22,0,22,411,129,538
POA6042,..,14,14,15,0,16,3,0,3,0,0,0,0,0,0,0,0,0,17,12,29
POA6043,..,37,37,29,0,36,11,0,11,13,0,13,0,0,0,3,0,3,55,34,90
POA6044,..,147,147,206,15,223,47,0,47,37,3,42,14,3,16,8,6,11,311,177,487
POA6050,..,1761,1761,1733,229,1960,748,94,836,789,42,833,301,13,321,59,4,67,3634,2145,5776
POA6051,..,2157,2157,1741,314,2057,646,108,755,487,20,511,109,9,121,46,3,48,3034,2614,5645
POA6052,..,1155,1155,1304,157,1466,648,46,695,693,15,706,207,3,205,57,3,57,2912,1387,4295
POA6053,..,1522,1522,1775,214,1994,873,55,926,814,21,832,233,6,239,85,4,88,3791,1819,5612
POA6054,..,2178,2178,2342,232,2571,1241,52,1298,1072,15,1088,416,13,428,210,3,213,5283,2491,7776
POA6055,..,1256,1256,2222,147,2375,1343,37,1380,1274,8,1283,456,3,464,224,4,232,5525,1456,6980
POA6056,..,3874,3874,4497,408,4905,2295,69,2365,2048,21,2072,840,3,838,433,0,434,10110,4380,14495
POA6057,..,1188,1188,1939,150,2088,993,24,1018,1001,8,1004,404,0,404,195,0,195,4529,1367,5895
POA6058,..,1134,1134,1518,121,1634,739,26,761,681,10,689,290,0,290,162,0,159,3392,1284,4674
POA6059,..,2456,2456,2724,213,2935,1312,54,1374,1351,27,1377,561,8,572,245,11,253,6196,2767,8966
POA6060,..,3853,3853,3175,399,3576,1294,109,1405,986,43,1027,264,15,281,128,8,128,5838,4423,10268
POA6061,..,3991,3991,3888,518,4411,2268,160,2429,1716,66,1779,781,34,811,654,20,673,9310,4787,14100
POA6062,..,2655,2655,3772,360,4137,1991,102,2094,1808,45,1854,696,20,719,390,12,405,8661,3207,11867
POA6063,..,809,809,1169,91,1260,745,22,765,896,13,907,408,4,410,338,3,342,3555,943,4499
POA6064,..,2179,2179,2660,237,2900,1833,54,1891,1742,30,1773,831,17,845,686,10,697,7747,2537,10287
POA6065,..,3114,3114,5646,344,5990,3715,72,3792,4642,33,4672,1778,8,1789,832,10,843,16615,3583,20201
POA6066,..,918,918,1635,118,1753,1164,27,1188,1257,4,1259,540,3,545,356,7,359,4951,1070,6022
POA6067,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POA6069,..,1851,1851,3678,237,3914,2336,29,2365,2734,6,2742,1141,0,1141,572,0,572,10458,2127,12588
POA6070,..,209,209,461,16,478,201,0,206,250,0,250,107,0,107,39,0,39,1057,223,1283
POA6071,..,199,199,423,9,433,211,0,210,232,0,232,87,0,87,35,0,35,982,210,1198
POA6072,..,44,44,104,4,107,41,0,41,48,0,48,14,0,14,11,0,11,228,49,278
POA6073,..,287,287,406,16,424,177,0,177,161,3,168,68,0,68,31,0,31,841,307,1151
POA6074,..,55,55,129,4,135,50,0,47,62,0,62,21,0,21,16,0,16,280,58,341
POA6076,..,1539,1539,2817,99,2913,1103,16,1117,1322,3,1327,624,0,624,193,3,197,6056,1653,7711
POA6077,..,106,106,155,3,159,68,0,71,88,0,88,50,0,54,24,0,24,376,119,494
POA6078,..,32,32,89,11,97,40,3,44,51,0,54,30,0,30,17,0,17,234,51,281
POA6079,..,3,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
POA6081,..,212,212,542,19,562,255,3,257,328,0,326,134,0,134,67,0,67,1317,227,1546
POA6082,..,184,184,373,12,386,167,0,167,215,0,215,81,0,79,50,0,50,895,200,1093
POA6083,..,177,177,451,13,462,176,3,177,223,0,223,94,0,94,45,0,45,983,191,1177
POA6084,..,340,340,877,49,929,432,4,432,490,3,492,241,0,241,114,0,114,2154,398,2550
POA6090,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,..,1759,1759,1883,322,2207,841,134,971,616,46,669,181,21,197,72,6,72,3586,2293,5878
POA6101,..,1826,1826,1955,337,2292,887,140,1023,784,69,859,237,15,255,104,10,115,3969,2401,6367
POA6102,..,1733,1733,1087,271,1357,508,187,696,450,142,595,203,68,274,119,50,170,2382,2447,4829
POA6103,..,1402,1402,1218,229,1451,513,73,590,368,30,398,144,9,149,85,8,91,2329,1748,4080
POA6104,..,1473,1473,1561,232,1789,791,82,876,648,35,683,246,16,264,130,6,129,3367,1845,5216
POA6105,..,1486,1486,1505,205,1710,819,62,879,695,43,737,311,24,340,215,9,220,3541,1829,5369
POA6106,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,..,3041,3041,3833,547,4378,2476,262,2734,2344,112,2452,1117,80,1205,761,40,803,10536,4088,14616
POA6108,..,1535,1535,2455,173,2627,1421,47,1470,1335,20,1355,630,3,636,384,8,392,6232,1786,8014
POA6109,..,1052,1052,1121,131,1250,692,27,716,535,17,552,284,9,301,260,15,276,2892,1252,4152
POA6110,..,2996,2996,3694,317,4013,2362,45,2412,2407,21,2429,1145,22,1161,683,11,695,10289,3420,13713
POA6111,..,1915,1915,2716,195,2912,1407,31,1438,1189,8,1198,526,0,531,310,0,313,6151,2155,8306
POA6112,..,3687,3687,5624,460,6079,3610,83,3700,3389,15,3409,1438,4,1438,844,4,849,14899,4258,19157
POA6121,..,81,81,269,16,279,169,3,177,194,0,194,96,0,96,66,0,66,799,94,894
POA6122,..,697,697,1662,90,1754,1059,12,1071,1158,5,1164,501,0,501,291,0,295,4674,804,5473
POA6123,..,73,73,179,11,198,84,0,81,90,0,90,46,0,46,23,0,23,414,91,503
POA6124,..,74,74,146,14,158,62,0,62,67,0,67,28,0,28,20,0,20,325,87,408
POA6125,..,157,157,394,14,411,164,0,164,179,0,179,72,0,72,53,0,53,859,174,1038
POA6126,..,27,27,42,0,42,10,0,10,14,0,14,7,0,7,3,0,3,75,27,99
POA6147,..,1271,1271,1564,150,1715,924,39,961,811,17,834,391,14,401,236,10,243,3926,1497,5426
POA6148,..,1415,1415,1898,111,2009,948,46,995,1250,23,1270,476,15,490,166,3,167,4747,1606,6345
POA6149,..,1119,1119,2055,80,2134,1126,23,1149,1341,21,1358,491,5,494,185,3,189,5197,1253,6445
POA6150,..,626,626,1301,58,1358,730,37,769,850,31,883,342,20,362,157,8,161,3371,784,4160
POA6151,..,2026,2026,2091,264,2352,844,82,925,870,29,896,281,9,296,74,0,74,4158,2405,6569
