POA_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA3444,170,38,292,1530,2072,998,842,1374,795,7603
POA3446,0,4,8,200,247,118,86,117,105,870
POA3447,3,0,4,71,122,59,52,34,42,376
POA3448,3,7,20,132,230,116,96,110,63,750
POA3450,115,115,354,1004,1681,817,627,928,719,5779
POA3451,11,17,53,747,1191,629,480,603,1140,4794
POA3453,9,5,26,257,433,222,172,221,110,1418
POA3458,18,28,57,254,489,250,172,261,251,1684
POA3460,76,26,134,449,588,306,223,440,233,2235
POA3461,26,13,59,623,1006,534,418,501,369,3446
POA3462,7,9,17,180,286,147,116,126,127,982
POA3463,52,8,98,372,586,350,278,358,222,2162
POA3464,8,3,23,176,223,131,118,172,64,884
POA3465,180,87,376,1338,1859,1111,981,2018,927,8234
POA3467,18,4,30,145,240,133,138,233,111,996
POA3468,0,3,11,33,45,26,63,66,23,249
POA3469,0,0,8,33,60,46,32,42,24,240
POA3472,15,11,32,200,300,184,164,281,160,1289
POA3475,6,3,13,42,55,37,51,74,38,301
POA3477,4,0,12,111,169,115,106,146,70,714
POA3478,51,24,116,366,521,284,282,494,191,2126
POA3480,53,29,114,250,342,176,187,354,244,1550
POA3482,0,0,3,26,19,22,23,31,24,142
POA3483,16,11,39,142,173,103,84,136,87,722
POA3485,0,3,5,49,68,34,37,50,26,260
POA3487,0,0,0,8,13,5,9,19,9,68
POA3488,0,0,0,23,21,18,10,9,8,93
POA3489,0,0,0,5,16,8,10,7,4,53
POA3490,34,16,83,190,245,149,133,252,135,1109
POA3491,0,0,7,18,25,16,21,13,10,97
POA3494,0,3,5,119,115,52,56,135,86,562
POA3496,74,43,162,907,1216,604,550,1075,663,5021
POA3498,50,21,95,833,1059,589,488,877,421,4263
POA3500,418,198,900,5139,6468,2958,2400,6430,3184,26591
POA3501,4,4,17,277,428,244,165,230,155,1498
POA3505,77,21,138,698,937,536,417,866,453,3904
POA3506,0,0,0,10,6,4,3,0,3,30
POA3507,0,3,3,19,29,19,14,28,19,122
POA3509,0,0,12,45,46,31,20,33,16,190
POA3512,3,5,8,56,67,41,51,50,34,302
POA3515,0,3,5,300,417,191,193,207,151,1455
POA3516,0,3,20,106,129,75,77,102,76,575
POA3517,43,3,57,167,261,140,155,281,194,1193
POA3518,12,9,33,151,243,127,145,271,195,1136
POA3520,3,3,9,26,22,13,19,50,24,157
POA3521,4,0,7,99,137,71,65,103,48,519
POA3522,3,0,5,42,72,36,47,53,32,287
POA3523,58,16,101,482,739,348,432,699,460,3167
POA3525,23,23,75,183,288,170,144,199,127,1111
POA3527,32,9,58,108,171,109,81,129,92,686
POA3529,0,0,0,26,21,10,8,15,7,88
POA3530,0,0,4,24,30,20,8,12,14,106
POA3531,6,3,11,27,37,18,26,39,21,159
POA3533,24,8,39,109,125,75,66,163,105,646
POA3537,27,22,70,160,195,110,128,165,107,860
POA3540,0,0,7,42,50,29,34,64,38,257
POA3542,0,0,9,22,32,18,28,25,10,128
POA3544,3,3,4,42,33,22,32,45,27,205
POA3546,7,3,17,75,52,50,34,66,51,329
POA3549,20,34,67,432,529,239,219,779,593,2786
POA3550,644,344,1449,7529,9093,3939,3056,6882,3123,33622
POA3551,69,27,214,5023,6490,3305,2568,3427,1711,22529
POA3555,286,188,668,3286,4173,1892,1578,3691,1628,16243
POA3556,101,64,258,2085,2633,1190,1114,2266,1215,10499
POA3557,0,0,8,136,164,78,78,110,51,615
POA3558,5,8,27,142,183,97,105,148,99,775
POA3559,3,0,6,98,107,71,57,66,41,442
POA3561,52,49,156,669,859,485,487,752,405,3658
POA3562,3,0,0,48,48,24,23,50,29,226
POA3563,10,3,22,117,178,94,79,129,61,655
POA3564,246,104,463,2594,3422,1565,1247,2781,1439,13050
POA3565,0,0,0,20,19,13,14,6,13,85
POA3566,0,4,9,65,125,55,53,92,66,444
POA3567,0,5,12,113,109,70,79,105,58,532
POA3568,68,14,130,494,591,336,314,522,255,2508
POA3570,7,3,16,123,130,100,96,100,63,608
POA3571,0,0,4,59,51,32,33,39,42,260
POA3572,0,0,0,24,23,24,14,20,17,113
POA3573,0,0,3,44,55,30,38,45,47,260
POA3575,17,6,35,112,153,83,77,160,71,656
POA3576,0,0,0,16,21,9,5,3,6,57
POA3579,85,50,209,789,1062,614,559,912,529,4460
POA3580,3,3,15,146,211,137,108,161,77,847
POA3581,0,0,0,27,39,20,16,26,12,141
POA3583,0,0,0,24,41,17,14,38,27,161
POA3584,3,16,20,139,205,115,105,178,161,903
POA3585,171,82,382,1787,2158,1061,864,1962,1272,9100
POA3586,3,3,5,142,152,89,76,97,111,660
POA3588,3,0,3,46,83,34,30,73,25,287
POA3589,3,0,9,55,53,31,28,60,56,281
POA3590,0,0,0,42,59,47,33,46,32,262
POA3591,0,0,4,19,35,19,11,29,22,134
POA3594,0,0,7,83,99,49,49,83,86,447
POA3595,16,3,32,58,87,51,75,158,120,552
POA3596,0,0,0,20,17,8,10,12,14,70
POA3597,4,0,8,57,83,36,40,93,62,366
POA3599,0,4,4,13,22,20,7,26,25,110
POA3607,0,0,0,16,28,15,10,16,22,106
POA3608,50,13,89,360,514,271,231,476,236,2082
POA3610,27,14,58,183,270,160,124,293,422,1452
POA3612,30,9,50,233,334,191,193,343,206,1508
POA3614,0,0,3,158,190,94,65,119,54,680
POA3616,72,30,152,791,1104,567,467,882,523,4341
POA3617,0,0,0,29,39,12,14,23,14,135
POA3618,3,0,7,99,139,70,61,134,56,560
POA3620,144,82,311,1311,1594,832,747,1467,839,6784
POA3621,52,6,80,384,448,237,209,397,198,1872
POA3622,0,0,3,66,97,67,40,68,41,375
POA3623,11,3,28,142,178,94,98,147,98,762
POA3624,3,5,13,78,126,51,55,109,36,454
POA3629,110,37,201,1447,1762,807,648,1897,899,7471
POA3630,355,203,809,4932,5612,2691,2138,6554,3012,24942
POA3631,118,40,226,1990,2394,1139,916,1959,756,9154
POA3633,0,0,4,95,127,57,57,83,44,466
POA3634,4,3,18,279,405,206,169,245,150,1449
POA3635,3,0,3,80,129,55,51,95,33,442
POA3636,82,46,180,855,1075,549,516,895,441,4331
POA3637,0,0,9,123,123,58,62,81,21,464
POA3638,39,20,82,344,415,227,189,345,189,1705
POA3639,3,0,13,73,97,64,60,112,58,466
POA3640,0,0,5,149,214,105,106,140,55,764
POA3641,6,3,6,180,252,110,119,203,110,979
POA3644,117,60,270,1424,1693,873,797,1803,986,7573
POA3646,0,0,6,91,120,72,66,86,32,466
POA3647,0,0,0,11,5,5,0,8,5,40
POA3649,3,0,13,61,90,50,36,63,47,351
POA3658,28,24,80,1025,1317,608,601,998,478,5024
POA3659,5,0,11,106,152,90,64,124,67,607
POA3660,66,81,225,1146,1464,745,648,1418,998,6416
POA3662,0,0,0,194,183,62,84,199,69,786
POA3663,3,0,3,24,33,15,18,25,23,138
POA3664,6,4,18,165,224,121,113,154,106,878
POA3665,0,0,0,45,71,52,27,58,47,309
POA3666,67,70,192,684,996,547,487,816,469,3994
POA3669,42,4,62,190,305,175,162,232,113,1172
POA3670,0,0,4,103,116,75,57,96,52,495
POA3672,206,89,485,1627,2180,1185,924,1866,958,8735
POA3673,8,3,20,259,363,210,191,238,190,1444
POA3675,7,4,19,279,412,217,201,214,158,1485
POA3677,314,318,845,2833,3894,1865,1411,3199,1647,14853
POA3678,33,11,86,947,1460,825,665,741,539,5183
POA3682,5,0,12,70,133,83,49,90,58,476
POA3683,8,11,29,277,399,199,173,261,160,1466
POA3685,30,18,86,415,665,325,231,400,218,2250
POA3687,6,3,17,203,241,101,96,190,78,910
POA3688,3,3,12,208,285,146,102,143,85,980
POA3690,288,107,610,5730,7399,3212,2490,5599,2304,26726
POA3691,116,25,174,1617,2166,1024,825,1421,598,7650
POA3694,0,0,0,22,12,0,0,44,22,90
POA3695,3,0,5,78,100,71,55,55,24,378
POA3697,5,4,16,108,143,57,66,79,40,487
POA3698,8,4,17,147,230,126,84,94,58,731
POA3699,9,5,27,162,238,128,97,171,130,923
POA3700,34,4,57,207,290,154,145,195,99,1090
POA3701,9,0,16,140,252,125,126,149,96,893
POA3704,0,0,0,7,8,4,5,3,0,20
POA3705,0,0,3,34,41,28,27,43,24,206
POA3707,39,30,90,262,394,205,182,301,195,1541
POA3708,3,0,3,4,14,9,9,8,5,52
POA3709,4,3,8,54,60,40,30,53,35,264
POA3711,6,0,9,65,117,69,55,67,48,421
POA3712,8,3,7,50,79,33,47,66,37,312
POA3713,27,9,53,140,193,101,93,253,147,933
POA3714,78,22,140,530,790,400,342,586,346,2994
POA3715,0,0,3,49,76,42,30,31,35,266
POA3717,28,19,64,351,545,351,262,444,269,2219
POA3718,0,0,6,10,16,12,10,10,7,70
POA3719,0,0,4,48,93,54,43,54,30,330
POA3720,0,4,9,91,111,79,67,64,76,487
POA3722,81,30,171,828,1126,554,436,690,414,4049
POA3723,9,6,29,480,646,328,268,449,354,2520
POA3725,0,3,11,91,118,95,66,78,70,517
POA3726,4,0,10,64,76,60,51,52,43,339
POA3727,0,0,3,48,50,21,38,64,44,265
POA3728,3,3,12,117,124,58,81,102,62,534
POA3730,187,105,383,1215,1800,892,754,1636,1022,7318
POA3732,3,3,12,97,141,67,53,90,46,486
POA3733,0,0,0,34,51,14,26,31,22,175
POA3735,6,7,20,108,132,80,57,82,43,510
POA3737,84,41,177,695,927,506,385,738,410,3666
POA3738,0,0,0,40,53,22,17,26,25,183
POA3739,0,0,0,37,50,32,9,18,17,172
POA3740,6,3,13,163,268,120,95,144,95,884
POA3741,37,28,108,495,735,357,247,437,369,2634
POA3744,3,0,7,71,112,57,51,50,27,367
POA3746,3,3,8,56,95,61,36,53,36,338
POA3747,57,25,120,696,1027,569,391,621,572,3877
POA3749,50,3,71,291,487,231,165,265,104,1545
POA3750,14,5,20,1299,1540,664,634,1815,635,6585
POA3751,0,0,6,30,55,25,18,76,34,236
POA3752,258,22,323,4219,4598,1927,1575,5062,934,18311
POA3753,5,0,3,351,445,211,177,367,157,1701
POA3754,53,21,109,6558,7579,3080,2795,5444,1668,27121
POA3755,3,0,3,57,42,30,29,41,14,218
POA3756,24,8,62,2038,2410,1002,887,1812,983,9136
POA3757,103,23,169,1505,1835,900,763,1377,721,7098
POA3758,6,0,8,405,476,235,187,281,130,1710
POA3759,6,0,16,185,278,137,79,128,75,882
POA3760,0,0,0,64,108,48,31,37,20,307
POA3761,0,0,8,221,270,156,124,115,105,994
POA3762,0,0,8,19,30,13,12,14,26,120
POA3763,3,0,6,253,369,168,127,214,119,1247
POA3764,100,28,175,1453,1913,820,766,1610,735,7301
POA3765,150,40,244,1327,1554,695,481,1113,330,5495
POA3766,7,0,11,244,314,150,102,126,50,992
POA3767,18,4,29,220,312,166,122,140,65,1033
POA3770,9,11,35,631,692,334,281,471,192,2601
POA3775,11,0,39,681,892,426,304,512,297,3118
POA3777,140,36,249,1838,2372,1177,926,1581,890,8785
POA3778,0,0,0,33,44,23,15,39,16,170
POA3779,3,3,3,75,92,29,36,64,54,351
POA3781,15,6,30,738,1050,460,344,537,327,3463
POA3782,47,20,131,1436,1858,944,686,990,432,6344
POA3783,12,3,24,417,527,280,197,286,154,1852
POA3785,0,0,0,15,19,14,7,3,11,65
POA3786,3,3,18,273,367,206,118,176,106,1250
POA3787,0,0,14,209,270,124,79,112,68,864
POA3788,8,3,16,278,459,228,180,191,87,1424
POA3789,0,0,4,61,72,51,14,17,11,229
POA3791,3,0,4,273,372,188,136,136,71,1172
POA3792,9,0,9,179,266,134,88,115,69,853
POA3793,23,5,67,646,800,416,326,484,182,2850
POA3795,17,3,34,244,280,139,106,190,68,1017
POA3796,38,16,95,1931,2151,1031,800,1368,478,7752
POA3797,53,7,90,560,716,386,344,563,295,2867
POA3799,50,11,98,967,1236,638,557,845,516,4753
POA3800,0,0,0,604,514,73,15,857,147,2204
POA3802,167,34,303,4392,4658,2079,1761,5709,1254,19853
POA3803,158,13,213,1754,1850,814,687,3031,597,8735
POA3804,130,15,168,1624,1640,753,600,1606,422,6644
POA3805,250,53,457,10307,10779,4627,3907,11954,2521,44099
POA3806,398,124,815,9320,10074,4529,3496,8178,2024,37615
POA3807,17,10,51,1443,1591,691,490,1075,306,5604
POA3808,23,3,38,524,682,341,231,420,183,2384
POA3809,10,5,16,1433,1595,602,519,1052,298,5502
POA3810,335,123,630,8327,9320,4011,3483,7990,2796,35914
POA3812,14,4,33,471,512,234,203,330,146,1898
POA3813,0,0,8,151,198,102,87,100,85,727
POA3814,8,7,29,380,452,243,205,323,173,1773
POA3815,38,12,61,513,584,307,266,480,242,2392
POA3816,13,3,29,436,550,274,232,432,210,2135
POA3818,206,63,366,2299,2956,1414,1318,2237,1131,11348
POA3820,135,129,424,2800,3506,1692,1423,2488,1133,13037
POA3821,5,11,31,485,639,365,294,331,228,2336
POA3822,3,0,11,165,185,109,98,136,67,770
POA3823,7,3,20,326,407,206,215,233,147,1524
POA3824,62,37,145,737,1034,534,493,780,440,4016
POA3825,301,108,592,2933,3954,2050,1970,4135,1857,16893
POA3831,12,10,46,287,353,233,195,191,151,1408
POA3832,4,3,3,29,43,38,28,33,43,216
POA3833,0,4,4,50,61,36,41,44,42,272
POA3835,3,0,6,66,98,66,38,85,30,379
POA3840,245,72,465,2377,3107,1647,1504,3310,1718,13660
POA3842,22,4,48,729,951,503,422,877,453,3946
POA3844,249,195,639,4682,6266,2881,2356,4665,2473,23326
POA3847,12,8,24,345,434,231,215,375,196,1794
POA3850,225,77,455,2309,3119,1503,1286,2501,1237,11951
POA3851,18,11,60,665,996,598,516,778,1312,4869
POA3852,0,0,0,30,22,4,0,28,3,83
POA3854,4,0,7,221,301,179,144,183,57,1088
POA3856,0,0,3,144,207,116,117,125,61,768
POA3857,0,0,4,59,77,50,44,57,21,304
POA3858,48,18,91,426,572,371,287,527,272,2450
POA3859,0,0,9,134,178,97,74,124,60,677
POA3860,78,32,167,1088,1452,801,769,1101,619,5837
POA3862,11,9,38,487,649,370,363,429,256,2554
POA3864,0,0,3,41,52,24,21,29,14,178
POA3865,3,4,7,71,81,66,47,65,41,367
POA3869,11,7,21,267,356,179,179,232,112,1325
POA3870,3,8,19,219,285,154,160,141,108,1068
POA3871,33,16,64,448,625,369,291,387,260,2384
POA3873,0,0,0,47,66,33,44,42,24,266
POA3874,4,0,10,80,124,76,53,126,41,494
POA3875,259,162,597,2756,3792,2021,1790,2990,1967,15311
POA3878,6,8,28,198,265,158,104,147,90,961
POA3880,97,50,205,583,867,532,407,789,412,3595
POA3882,4,6,19,156,246,148,132,152,87,925
POA3885,4,9,20,266,401,259,223,246,146,1545
POA3886,0,0,0,65,66,54,47,50,32,306
POA3887,4,0,3,46,73,27,43,80,35,298
POA3888,63,28,117,404,694,426,359,580,397,2850
POA3889,3,0,3,15,40,22,30,28,29,160
POA3890,0,0,0,31,62,37,39,61,47,274
POA3891,0,0,3,16,25,12,19,14,11,104
POA3892,12,10,39,143,263,155,118,165,87,936
POA3893,0,0,0,0,4,8,3,5,3,16
POA3895,5,0,7,25,41,25,30,31,20,163
POA3896,5,4,6,41,102,40,49,46,56,331
POA3898,5,0,7,113,150,71,74,109,122,639
POA3900,3,0,3,23,33,26,18,24,16,128
POA3902,0,0,4,57,89,66,43,61,27,352
POA3903,7,3,12,103,146,108,77,105,97,634
POA3904,9,7,26,219,354,207,160,183,140,1259
POA3909,87,107,270,1063,1577,888,860,1423,925,6726
POA3910,76,39,214,4578,5026,2215,1605,3615,1132,18173
POA3911,15,6,34,646,726,309,274,624,228,2823
POA3912,143,65,305,2894,3238,1542,1203,2518,919,12317
POA3913,16,8,38,663,773,381,279,463,177,2750
POA3915,102,42,199,1543,1930,934,796,2022,852,8076
POA3916,48,6,60,161,228,133,76,140,96,825
POA3918,25,8,47,606,873,417,317,514,242,2972
POA3919,5,6,18,520,704,304,290,496,215,2536
POA3920,0,0,0,280,117,43,44,452,39,968
POA3921,0,0,0,8,24,20,22,14,10,96
POA3922,160,60,341,1104,1852,898,664,1309,675,6505
POA3923,5,3,12,100,121,79,55,78,26,456
POA3925,37,10,89,568,799,379,305,481,248,2781
POA3926,23,15,75,551,786,409,324,351,260,2683
POA3927,20,3,45,269,432,211,143,200,148,1395
POA3928,0,3,6,75,109,63,46,38,28,352
POA3929,5,5,26,143,213,158,93,111,70,790
POA3930,202,57,443,3206,4041,2157,1489,2381,837,14109
POA3931,504,137,998,4404,5463,2602,1705,4389,1600,20165
POA3933,8,3,13,193,232,115,97,178,110,923
POA3934,260,69,535,3428,4231,2020,1448,2544,902,14578
POA3936,114,133,374,2076,2536,1226,843,1877,879,9434
POA3937,10,0,32,274,397,169,129,178,113,1262
POA3938,31,20,86,472,638,361,284,477,203,2431
POA3939,264,149,638,2366,3087,1560,1265,2747,1283,12306
POA3940,299,169,642,663,980,492,344,1255,605,4335
POA3941,107,77,307,1942,2654,1312,1073,2032,1043,10049
POA3942,24,26,85,380,545,309,190,354,276,2054
POA3943,35,12,85,270,414,207,150,275,160,1481
POA3944,5,4,26,97,119,80,71,78,39,481
POA3945,3,3,10,159,233,130,114,122,58,813
POA3946,4,0,11,35,51,24,19,38,16,176
POA3950,101,34,192,734,924,550,460,847,390,3912
POA3951,3,3,11,165,230,115,109,117,80,810
POA3953,110,49,237,1217,1607,939,763,1103,655,6277
POA3954,0,0,3,69,89,61,51,37,24,333
POA3956,8,9,43,405,568,343,296,357,429,2398
POA3957,0,0,0,51,46,45,24,34,15,219
POA3958,0,0,3,42,53,41,23,37,31,227
POA3959,10,8,29,169,264,142,118,129,106,927
POA3960,76,22,143,356,599,295,266,395,220,2139
POA3962,8,8,19,127,202,124,95,144,91,792
POA3964,0,0,0,22,27,21,28,15,6,117
POA3965,3,3,9,21,40,28,26,50,28,194
POA3966,0,0,6,80,112,68,52,97,32,442
POA3967,0,3,3,22,20,29,16,10,11,109
POA3971,54,48,152,596,842,481,418,677,436,3453
POA3975,138,3,163,2416,2672,1124,995,3184,755,11138
POA3976,80,25,166,3971,4013,1674,1640,6667,1806,19773
POA3977,408,216,901,16037,17624,7400,6296,17808,5461,70623
POA3978,20,3,34,1857,2162,860,693,1735,528,7842
POA3979,0,0,3,47,77,43,25,22,22,241
POA3980,9,3,31,562,695,330,266,511,292,2646
POA3981,49,27,105,805,969,481,409,778,441,3886
POA3984,26,27,95,797,1057,626,478,973,466,4395
POA3987,0,0,13,208,339,159,193,189,105,1189
POA3988,6,0,22,164,192,130,114,147,61,814
POA3990,0,0,0,14,23,14,11,16,13,97
POA3991,0,0,3,54,80,49,39,57,30,314
POA3992,0,3,9,165,211,107,89,147,67,783
POA3995,158,103,391,1512,2094,1085,963,1772,1064,8486
POA3996,106,41,227,833,1304,670,516,855,445,4619
POA4000,27,16,72,4437,3239,787,533,4887,1770,15650
POA4005,87,202,385,5388,4396,1099,627,2418,2490,16415
POA4006,47,27,111,4462,3252,720,374,2858,2115,13781
POA4007,57,65,213,3253,2939,1080,664,1992,1188,11117
POA4008,7,0,7,61,63,21,21,56,123,340
POA4009,0,0,0,0,0,0,0,0,0,0
POA4010,14,18,61,731,565,157,72,318,211,2050
POA4011,85,53,269,3561,3641,1355,859,2282,945,12651
POA4012,148,121,459,5147,5472,1824,1242,3237,1283,18205
POA4013,23,4,46,1058,1116,404,266,707,264,3815
POA4014,111,143,337,2236,2880,1134,761,1842,786,9633
POA4017,444,108,803,6890,8667,3717,2732,5806,1897,29706
POA4018,211,47,361,2391,2726,1018,757,2421,622,9935
POA4019,206,129,498,3689,4619,1945,1534,3585,1353,16719
POA4020,292,196,733,4137,5030,2361,1617,3927,1846,18911
POA4021,95,125,310,1600,2008,891,790,1842,771,7903
POA4022,258,76,394,1172,1420,645,543,1490,494,5765
POA4025,0,0,0,75,54,24,18,88,88,345
POA4029,0,3,9,3,3,0,0,5,57,71
POA4030,113,49,240,4271,4158,1290,758,2474,1017,13967
POA4031,106,39,263,3137,3447,1139,710,1793,786,11021
POA4032,205,333,743,3355,3612,1343,1001,2783,1344,13444
POA4034,610,225,1364,8855,10289,4495,3120,7527,2396,36675
POA4035,173,113,468,4926,5928,2722,1803,3110,913,19405
POA4036,53,17,102,1246,1544,647,465,1003,261,5156
POA4037,11,3,28,1553,1970,825,559,885,256,6041
POA4051,145,94,433,6750,6675,2445,1532,3533,1474,22414
POA4053,421,104,922,9271,10986,4367,3027,6013,1909,35564
POA4054,127,50,304,2687,3373,1471,1024,1727,510,10795
POA4055,131,62,283,3976,5059,2332,1587,2290,628,15867
POA4059,62,46,153,3623,3018,873,527,2600,1017,11660
POA4060,66,26,176,2874,3208,1251,842,1426,574,10174
POA4061,95,61,279,3254,4217,2028,1235,1766,630,13136
POA4064,49,10,107,3144,2714,809,502,1409,663,9243
POA4065,82,27,165,2087,2403,968,592,919,395,7367
POA4066,51,21,136,4755,4263,1188,677,2667,1226,14774
POA4067,30,15,126,2840,2222,719,437,2419,720,9360
POA4068,117,87,451,6195,5858,2088,1270,3584,1202,20193
POA4069,249,262,825,6756,8355,4019,2664,3554,1448,26789
POA4070,49,17,115,2230,2895,1259,870,1336,362,8956
POA4072,0,0,0,766,122,8,3,1195,47,2147
POA4073,50,192,272,1783,2168,975,601,1088,551,7165
POA4074,115,73,312,5020,5950,2564,1682,3066,834,19118
POA4075,173,166,574,4800,5658,2351,1532,2843,1323,18506
POA4076,31,21,70,968,944,360,314,1109,3454,7158
POA4077,211,109,527,4610,4927,2098,1944,7333,2874,23780
POA4078,56,80,214,4820,5438,2312,1687,4454,1280,19994
POA4101,123,41,260,6278,5485,1515,830,4015,2118,20241
POA4102,53,9,82,2024,1723,467,331,1538,734,6805
POA4103,86,15,168,3927,3672,1071,600,2291,967,12524
POA4104,96,30,208,1600,1686,539,329,959,504,5627
POA4105,72,28,197,2904,3445,1218,798,1889,790,11052
POA4106,46,0,62,320,323,118,80,375,129,1338
POA4107,122,22,190,1241,1469,566,394,1070,364,5101
POA4108,33,11,82,1158,1170,481,336,1528,439,5118
POA4109,414,160,857,7150,6976,3178,2544,10207,2019,32068
POA4110,64,47,148,1887,2045,894,674,2316,819,8639
POA4111,3,0,9,355,210,89,65,245,93,1056
POA4112,21,5,45,1489,1575,716,616,1492,261,6152
POA4113,244,33,399,5768,5800,2542,2040,7145,1305,24612
POA4114,142,80,295,4036,4439,1919,1995,7182,2550,22122
POA4115,212,32,301,3675,4103,1763,1300,3631,672,15142
POA4116,142,16,209,4870,4973,2316,1770,5426,1062,20417
POA4117,4,0,3,208,281,105,84,258,71,1007
POA4118,179,19,261,5530,6126,2614,2125,5528,1557,23481
POA4119,11,0,26,1181,1309,544,408,1132,294,4868
POA4120,61,25,130,2371,2334,676,396,1405,565,7746
POA4121,271,74,599,5366,6194,2499,1619,3094,1149,19924
POA4122,533,156,1053,8929,9833,4169,2996,7622,2301,35842
POA4123,109,24,213,3567,4224,1920,1349,2710,793,14566
POA4124,166,35,264,3343,4143,1899,1454,3253,930,15024
POA4125,56,34,135,1284,1507,744,608,1321,506,5976
POA4127,233,28,357,4761,5419,2466,1965,4696,1533,20837
POA4128,55,13,101,3169,3880,1712,1124,2511,880,13274
POA4129,14,9,26,1131,1390,627,433,973,278,4831
POA4130,59,15,104,1733,2019,873,644,1240,373,6880
POA4131,31,8,52,1702,1863,808,683,2086,948,8082
POA4132,51,25,111,3682,4223,1774,1729,5131,2150,18696
POA4133,137,46,279,2941,3523,1503,1203,3378,1292,13839
POA4151,160,40,340,4105,4231,1371,811,2253,976,13743
POA4152,483,144,1056,9950,10730,4435,2980,6338,1994,36419
POA4153,13,5,40,944,1027,474,306,604,135,3482
POA4154,16,6,47,2090,2439,1048,738,1192,349,7852
POA4155,8,3,25,285,306,167,141,192,80,1167
POA4156,5,3,16,632,710,323,272,416,109,2465
POA4157,167,35,288,3758,4470,1952,1383,3172,751,15490
POA4158,23,12,49,802,868,359,256,568,216,3077
POA4159,96,226,413,2795,3475,1490,1058,2087,868,11775
POA4160,175,48,384,3690,4431,1947,1276,2687,700,14729
POA4161,154,47,275,3096,3770,1630,1148,2659,698,12995
POA4163,160,174,544,2920,3429,1633,1134,2530,1056,12699
POA4164,165,33,288,3006,3308,1495,1029,2234,559,11627
POA4165,414,194,908,6590,8589,3852,2799,5399,1887,29115
POA4169,150,26,238,4137,3314,915,448,2851,1171,12834
POA4170,125,59,322,5910,5998,1973,1340,3178,1561,19961
POA4171,68,32,190,3756,3792,1379,939,1760,1008,12640
POA4172,6,3,34,957,1014,345,262,597,255,3439
POA4173,32,7,79,1693,2029,748,544,1313,408,6732
POA4174,9,3,22,486,556,214,134,349,118,1863
POA4178,333,178,726,4832,5785,2504,1709,4135,1552,20519
POA4179,217,50,452,3735,4650,1997,1342,2713,984,15430
POA4183,17,8,39,334,457,251,180,299,229,1759
POA4184,35,21,90,914,1490,917,758,1468,607,6153
POA4205,292,54,402,763,1039,505,428,1353,453,4542
POA4207,312,123,658,9131,11242,4980,4140,9784,3898,43171
POA4208,53,15,119,3481,4259,1789,1457,2608,1112,14707
POA4209,127,66,236,8649,9968,4045,3387,6894,3016,35948
POA4210,45,19,114,3630,4217,1835,1379,2741,1177,14970
POA4211,409,247,945,11099,13365,5761,4239,9962,3923,48354
POA4212,291,159,615,5364,6268,2821,1974,4670,2210,23299
POA4213,143,168,436,5278,6423,3036,2235,3980,1800,22762
POA4214,374,259,854,7360,7851,3419,2422,7198,2490,30744
POA4215,823,318,1510,10038,10229,3642,2606,12002,5187,43708
POA4216,549,273,1233,6944,8180,3691,2658,7562,3192,32226
POA4217,329,200,785,8540,8212,3102,2022,8948,5304,36129
POA4218,326,120,719,7032,6966,2747,1797,6075,2843,27460
POA4220,415,165,911,6498,7365,2872,1848,5180,2399,26158
POA4221,304,126,720,5313,5942,2618,1889,4441,1803,22006
POA4222,0,0,0,0,0,0,0,0,0,0
POA4223,182,45,365,2577,3204,1444,1013,2238,799,11278
POA4224,115,44,225,1277,1430,564,414,1189,637,5511
POA4225,163,68,323,1616,1681,630,393,1673,1086,7082
POA4226,370,400,982,6344,6914,2952,2103,6060,2268,26652
POA4227,64,182,311,4348,4669,1855,1317,3571,1371,17133
POA4228,83,25,140,909,1152,635,473,736,341,4250
POA4229,0,0,0,130,26,4,0,166,56,379
POA4230,21,9,49,385,387,140,87,370,124,1487
POA4270,8,4,23,615,943,410,328,498,371,3174
POA4271,20,15,54,451,731,341,283,325,241,2366
POA4272,45,27,123,718,1058,610,493,517,447,3843
POA4275,12,4,26,543,729,375,335,476,324,2782
POA4280,43,13,91,2777,3623,1684,1405,2481,918,12889
POA4285,210,47,355,3136,4130,2068,1750,3125,1685,15895
POA4287,6,3,10,78,153,85,78,113,195,697
POA4300,94,49,240,9853,11505,4712,3663,8252,3288,41274
POA4301,76,28,143,4531,5007,2157,1919,4931,1720,20267
POA4303,97,24,141,538,577,323,260,931,450,3082
POA4304,101,47,291,2845,3568,1605,1286,3229,1373,13902
POA4305,578,184,1176,10362,12851,5716,4905,10699,4176,48712
POA4306,88,44,244,6142,7907,3834,3187,4636,2406,28109
POA4307,8,6,10,245,358,197,156,193,108,1259
POA4309,13,3,33,404,626,326,332,408,277,2381
POA4310,92,33,202,829,1266,708,600,945,435,4782
POA4311,51,26,110,1431,2010,1025,1037,1758,1081,8335
POA4312,9,11,36,374,530,331,357,409,258,2261
POA4313,48,10,73,317,463,252,272,416,199,1921
POA4340,79,18,131,822,1046,612,504,887,513,4381
POA4341,139,39,241,2048,3010,1442,1439,2392,1193,11515
POA4342,5,7,22,426,513,248,231,404,320,2144
