POA_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
POA5522,390,20,7,7,3,431,152,15,5,4,0,179,16,0,0,3,0,22,556,34,8,16,3,628
POA5523,557,7,0,8,5,574,136,8,0,0,0,149,18,0,0,0,0,24,707,19,0,5,9,740
POA5540,3757,360,40,10,24,4190,1276,393,70,16,6,1760,112,39,10,10,3,165,5140,787,112,38,31,6113
POA5550,237,8,0,8,3,253,83,5,0,4,0,90,11,0,0,3,0,10,330,12,0,14,3,359
POA5552,107,0,0,0,0,105,27,0,0,0,0,23,0,0,0,0,0,0,129,0,0,0,3,131
POA5554,1413,42,6,10,3,1472,392,70,4,13,0,481,43,5,0,3,0,49,1855,109,12,22,3,2002
POA5555,148,0,0,0,3,152,40,0,0,0,0,40,3,0,0,0,0,3,192,0,0,0,3,194
POA5556,1134,46,6,5,3,1195,406,53,21,0,0,475,51,6,0,0,3,58,1588,100,31,12,4,1733
POA5558,1354,28,50,4,3,1443,411,48,41,0,4,504,27,3,4,0,0,40,1798,83,99,0,8,1982
POA5560,125,0,0,3,0,132,40,0,0,0,0,47,4,0,0,0,0,3,166,0,3,3,4,177
POA5570,147,0,0,5,3,156,70,3,0,4,4,82,4,0,0,0,0,4,225,3,0,17,4,244
POA5571,526,3,0,30,5,564,200,0,0,14,0,221,25,0,0,3,0,26,749,0,0,51,11,815
POA5572,45,0,0,0,0,45,17,0,0,0,0,17,0,0,0,0,0,0,62,0,0,0,0,62
POA5573,559,0,0,4,0,573,196,0,16,3,0,207,13,0,0,0,0,19,767,8,16,8,3,803
POA5575,670,10,0,12,6,704,215,6,0,7,0,227,18,0,0,0,0,19,895,14,0,21,11,945
POA5576,347,4,0,3,4,355,104,9,0,0,0,107,4,0,0,0,0,4,457,10,0,3,4,475
POA5577,155,0,0,3,3,160,51,0,0,0,0,51,3,0,0,0,0,3,214,0,0,3,3,221
POA5580,112,0,0,0,0,119,30,0,0,0,0,31,0,0,0,0,0,0,144,0,0,0,0,150
POA5581,166,8,0,4,0,179,55,8,0,0,0,64,4,0,0,0,0,4,229,12,0,7,0,252
POA5582,182,3,0,3,0,191,51,4,3,3,0,62,4,0,0,0,0,9,247,10,3,13,0,261
POA5583,208,3,0,12,0,228,98,8,0,9,0,109,12,0,0,0,0,10,320,11,0,19,3,354
POA5600,1607,214,61,17,9,1904,322,151,41,3,5,523,35,17,3,0,0,55,1964,379,103,19,15,2483
POA5601,127,0,0,0,4,128,60,0,0,0,0,60,3,0,0,0,0,7,193,0,0,0,4,196
POA5602,339,13,0,8,0,363,105,12,0,4,0,124,11,0,0,0,0,9,449,29,3,12,0,498
POA5603,130,0,0,7,0,134,19,0,0,0,0,25,0,0,0,0,0,0,150,0,0,4,0,155
POA5604,67,0,3,0,0,69,22,0,0,3,0,27,3,0,0,0,0,3,88,0,3,3,0,96
POA5605,473,22,10,9,3,516,145,36,14,12,3,208,17,0,0,0,0,13,630,58,30,19,6,740
POA5606,3500,390,168,23,18,4103,751,252,122,14,4,1136,101,36,10,0,7,150,4343,678,302,38,32,5395
POA5607,1348,0,0,45,8,1405,249,0,0,25,5,273,24,0,0,0,0,27,1621,4,0,67,14,1711
POA5608,1743,1848,97,5,7,3702,422,1047,123,3,4,1593,42,130,21,3,0,198,2206,3026,247,13,12,5497
POA5609,535,7,26,0,0,571,69,8,10,0,0,86,8,0,3,0,0,14,612,15,39,0,0,671
POA5630,44,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,0,46,0,0,0,0,46
POA5631,298,7,0,0,3,306,58,6,0,0,0,67,6,3,0,0,0,10,368,11,0,0,3,382
POA5632,65,0,0,0,0,66,12,0,0,0,0,14,3,0,0,0,0,3,83,0,0,4,0,82
POA5633,80,0,0,7,4,89,28,0,3,0,0,34,0,0,0,0,0,0,113,0,3,7,0,121
POA5640,307,0,0,4,4,313,94,0,0,3,0,96,8,0,0,3,0,8,405,0,0,11,4,418
POA5641,288,3,0,0,3,297,69,5,0,0,0,77,5,0,0,0,0,5,365,9,0,0,3,379
POA5642,71,0,0,3,0,76,15,0,0,3,0,16,0,0,0,0,0,0,84,0,0,3,0,91
POA5650,52,0,0,0,0,48,10,0,0,0,0,11,6,0,0,0,0,6,59,0,0,3,0,65
POA5651,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,31
POA5652,195,0,0,8,4,209,39,11,0,3,0,52,5,0,0,0,0,9,246,10,3,8,4,269
POA5653,26,0,0,0,0,26,6,0,0,0,0,6,3,0,0,0,0,3,30,0,0,0,0,30
POA5654,57,0,0,3,0,56,28,0,0,0,0,35,3,0,0,0,0,6,88,0,0,7,3,95
POA5655,22,0,0,0,0,22,10,0,0,0,0,10,4,0,0,0,0,4,30,0,0,0,0,32
POA5660,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
POA5661,33,0,0,0,0,39,7,0,0,0,0,7,3,0,0,3,0,3,46,0,0,4,0,51
POA5670,144,0,0,3,0,153,34,0,0,8,0,35,0,0,0,0,0,0,173,0,4,9,0,193
POA5671,46,0,0,3,0,45,20,0,0,0,0,22,3,0,0,0,0,3,65,0,0,3,0,64
POA5680,587,10,0,15,0,612,126,13,0,11,0,145,29,0,0,8,0,41,744,20,0,27,0,792
POA5690,836,9,16,17,4,891,279,4,28,4,0,325,61,4,3,0,0,66,1178,19,54,27,10,1288
POA5700,2363,326,125,15,28,2853,799,266,143,14,6,1236,97,43,14,3,0,163,3264,636,286,38,33,4252
POA5701,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
POA5710,611,0,0,4,0,620,115,3,0,6,3,127,16,0,0,0,0,19,748,3,0,18,4,766
POA5713,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA5715,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7
POA5717,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,9
POA5719,3,0,0,0,5,9,0,0,0,0,3,4,0,0,0,0,0,3,7,0,0,0,5,18
POA5720,48,0,5,0,3,59,19,0,0,0,3,25,0,0,0,0,0,3,71,0,5,3,8,88
POA5722,92,0,0,0,0,92,48,0,0,0,0,50,5,0,0,0,0,10,145,0,0,0,0,150
POA5723,395,3,0,0,19,425,224,3,0,3,10,241,42,0,0,0,9,51,665,7,0,5,37,715
POA5724,48,4,0,11,0,57,52,0,0,8,0,58,5,0,0,0,0,10,106,4,0,15,0,122
POA5725,923,113,35,0,6,1076,41,21,8,3,0,76,19,0,0,0,0,25,984,138,47,8,3,1177
POA5730,16,0,0,0,3,23,14,0,0,3,0,15,0,0,0,0,0,0,26,0,0,4,3,37
POA5731,65,0,6,0,3,75,16,0,0,0,0,18,4,0,0,3,0,6,87,0,6,5,3,99
POA5732,23,0,0,0,0,25,39,0,0,0,3,40,0,0,0,3,0,3,61,0,0,3,3,67
POA5733,23,0,0,3,4,34,26,0,0,0,0,25,3,0,0,4,0,7,50,0,0,11,6,66
POA5734,24,0,0,0,0,24,25,0,0,0,0,22,0,0,0,8,0,8,44,0,0,8,0,55
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,535,443,2968,13,29,3996,67,27,327,5,13,438,32,15,79,10,6,140,636,486,3379,32,44,4571
POA6003,188,275,787,4,11,1267,26,35,81,0,3,154,7,6,19,0,3,40,225,314,896,4,20,1456
POA6004,119,332,3560,8,5,4027,7,21,379,3,0,412,3,3,78,0,3,88,128,362,4018,13,7,4525
POA6005,163,277,1773,0,8,2227,30,21,236,0,5,288,4,9,49,0,0,68,196,308,2066,3,8,2581
POA6006,1944,600,311,3,7,2870,261,79,67,0,3,412,54,13,4,3,0,77,2260,693,384,6,12,3359
POA6007,1276,727,564,18,3,2589,116,45,97,0,0,256,34,14,20,0,0,58,1422,788,676,18,3,2911
POA6008,2784,1142,1544,7,9,5487,131,79,294,0,0,512,53,20,50,0,4,118,2962,1242,1888,7,18,6113
POA6009,3811,758,942,0,10,5519,147,103,132,0,0,383,59,19,29,0,0,111,4021,879,1097,0,9,6012
POA6010,3517,1133,875,7,23,5554,175,112,223,0,0,506,53,29,27,0,6,121,3750,1281,1122,7,29,6182
POA6011,2073,420,477,0,3,2976,90,37,56,0,0,188,42,8,13,0,0,66,2210,463,551,3,4,3227
POA6012,1873,412,595,0,0,2886,103,93,159,0,0,356,34,17,23,0,0,71,2010,524,776,0,0,3312
POA6014,4423,815,1468,4,11,6721,280,86,249,0,0,617,122,28,79,0,3,235,4831,927,1800,5,8,7573
POA6015,1771,103,119,3,0,1991,102,5,78,0,0,189,30,0,11,0,0,40,1900,111,209,3,4,2221
POA6016,1996,662,563,19,3,3251,217,104,126,0,0,448,38,18,20,0,0,79,2258,786,709,16,5,3770
POA6017,240,945,320,0,3,1504,58,184,105,0,0,349,13,33,24,0,0,67,310,1158,453,0,6,1921
POA6018,8340,3553,500,24,17,12429,736,545,240,6,3,1531,156,118,33,0,3,315,9233,4217,773,33,19,14278
POA6019,3574,3412,793,4,29,7812,308,386,135,0,0,827,70,93,18,0,0,182,3956,3883,948,4,34,8826
POA6020,5521,1060,155,0,11,6742,317,178,116,0,0,612,62,29,15,0,4,109,5901,1262,286,0,16,7465
POA6021,4104,1982,20,0,3,6115,813,437,5,0,0,1257,95,67,0,0,0,162,5014,2481,25,0,10,7536
POA6022,1502,148,0,0,0,1654,169,22,0,0,0,192,31,3,0,0,0,30,1699,171,0,0,0,1876
POA6023,4586,192,3,0,3,4789,255,57,3,0,0,315,71,5,0,0,0,79,4914,262,6,0,3,5186
POA6024,4144,266,3,0,0,4415,355,74,0,0,0,424,64,14,0,0,0,77,4562,347,3,0,0,4919
POA6025,8918,757,65,5,9,9754,618,180,37,0,0,837,141,25,5,0,5,174,9681,961,113,5,17,10766
POA6026,6398,530,52,46,3,7033,393,169,21,37,0,621,84,17,7,3,0,113,6876,716,81,92,3,7769
POA6027,11577,1136,585,9,19,13332,739,213,102,0,3,1061,214,43,23,3,3,287,12537,1395,716,19,29,14686
POA6028,6306,300,130,33,8,6783,222,54,14,24,0,309,82,9,0,4,0,100,6610,369,152,60,11,7191
POA6029,790,92,3,0,3,893,50,28,0,0,0,72,18,0,0,0,0,26,860,121,5,0,3,990
POA6030,10205,1392,43,4,15,11661,839,345,7,0,0,1186,197,75,3,0,0,273,11245,1806,53,3,11,13121
POA6031,4501,274,0,6,0,4776,281,58,0,0,0,341,86,11,0,0,0,95,4872,339,0,3,0,5209
POA6032,52,0,0,0,0,52,4,0,0,0,0,9,3,0,0,0,0,3,59,0,0,0,0,62
POA6033,108,0,0,0,0,108,9,0,0,0,0,15,5,0,0,0,0,5,125,0,0,0,0,122
POA6034,385,141,0,0,0,528,22,11,0,0,0,35,7,0,0,0,0,13,415,152,0,0,0,566
POA6035,2501,68,6,0,11,2582,256,12,0,0,0,270,48,3,0,0,0,51,2805,87,6,0,10,2910
POA6036,4344,127,32,0,3,4503,338,33,18,0,5,384,85,3,0,0,3,88,4762,157,49,0,7,4980
POA6037,861,0,0,10,5,872,135,0,0,0,0,131,22,0,0,0,0,21,1017,0,0,10,3,1027
POA6038,1889,58,0,0,3,1958,119,13,0,0,0,129,26,0,0,0,0,24,2033,76,0,0,8,2110
POA6041,433,0,0,3,3,439,90,0,0,3,0,94,6,0,0,0,0,6,534,0,0,5,3,538
POA6042,19,0,0,0,0,19,15,0,0,0,0,15,0,0,0,0,0,0,29,0,0,0,0,29
POA6043,60,5,3,0,0,67,12,0,0,0,0,13,4,0,0,0,3,9,72,5,6,0,3,90
POA6044,341,15,0,14,10,381,71,8,0,7,0,93,12,3,0,0,4,16,426,27,3,19,9,487
POA6050,3027,945,1041,16,4,5031,235,166,222,0,0,625,50,32,39,3,0,125,3312,1140,1306,20,6,5776
POA6051,1561,1641,1522,0,14,4742,145,253,351,0,6,759,42,51,56,0,0,147,1742,1948,1928,0,18,5645
POA6052,2806,500,363,3,7,3679,287,102,127,0,0,518,57,16,16,0,3,96,3154,622,503,3,6,4295
POA6053,3830,691,137,4,11,4670,478,294,55,3,0,831,78,20,3,0,0,109,4387,1012,201,3,11,5612
POA6054,5245,958,196,4,15,6416,799,299,62,0,0,1167,136,37,14,0,0,189,6182,1302,272,4,16,7776
POA6055,5463,654,3,87,19,6231,462,77,3,55,5,597,114,18,0,12,3,145,6036,746,6,159,20,6980
POA6056,9800,1669,220,64,36,11786,1643,598,76,19,3,2341,257,85,14,6,3,363,11703,2355,311,86,44,14495
POA6057,5036,121,0,3,6,5165,581,25,0,0,0,604,118,4,0,0,0,126,5730,155,0,3,9,5895
POA6058,3580,309,0,32,7,3925,472,154,0,23,0,644,90,11,0,3,0,107,4137,477,0,59,8,4674
POA6059,5461,1840,166,5,9,7487,702,424,136,0,0,1262,130,69,19,0,4,222,6285,2331,320,5,11,8966
POA6060,2728,4544,1134,3,28,8434,554,710,330,0,0,1598,71,104,58,0,3,240,3354,5358,1516,0,31,10268
POA6061,5431,5477,139,0,35,11086,1316,1178,43,0,5,2544,204,252,7,0,8,467,6948,6907,194,0,51,14100
POA6062,8253,1521,30,3,30,9835,1351,361,15,3,0,1726,248,50,0,0,3,298,9852,1933,43,5,33,11867
POA6063,3572,253,16,0,5,3838,440,74,21,0,0,538,114,9,3,0,0,128,4120,333,37,0,5,4499
POA6064,7508,980,0,0,5,8503,1084,418,3,0,0,1511,217,57,0,0,0,278,8812,1459,0,0,5,10287
POA6065,16501,1682,11,69,16,18274,1165,360,3,53,3,1587,267,57,0,12,0,335,17936,2098,13,137,20,20201
POA6066,5103,218,0,0,3,5323,497,101,0,0,0,595,88,9,0,0,0,101,5688,330,0,0,3,6022
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6069,10144,1274,87,5,10,11510,590,238,22,0,3,852,184,31,3,0,4,224,10915,1546,107,7,14,12588
POA6070,1186,5,0,0,0,1196,63,5,0,0,0,65,15,0,0,0,0,21,1262,10,0,0,0,1283
POA6071,1085,12,0,0,0,1093,82,6,0,0,0,86,19,0,0,0,0,15,1175,13,0,3,0,1198
POA6072,253,0,0,0,0,256,13,0,0,0,0,14,5,0,0,0,0,5,276,0,0,0,0,278
POA6073,920,27,0,4,4,965,102,49,0,12,0,158,17,9,0,3,0,28,1047,83,0,14,6,1151
POA6074,303,0,0,0,0,306,32,0,0,0,0,35,3,0,0,0,0,3,341,0,3,0,0,341
POA6076,6498,252,26,33,21,6830,610,105,20,4,6,745,116,15,3,0,3,139,7223,375,50,37,26,7711
POA6077,415,5,0,0,0,423,67,0,0,0,0,66,10,0,0,0,0,10,489,5,0,0,0,494
POA6078,246,0,0,0,0,247,31,0,0,0,0,28,7,0,0,0,0,7,277,0,0,0,0,281
POA6079,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA6081,1416,0,0,0,3,1421,104,0,0,0,0,104,17,0,0,0,3,21,1537,0,0,0,6,1546
POA6082,961,4,0,3,0,969,108,0,0,0,0,108,13,0,0,0,0,17,1079,4,0,0,0,1093
POA6083,1021,0,0,21,10,1049,97,0,0,4,0,98,21,0,0,0,0,20,1137,0,0,25,9,1177
POA6084,2251,0,3,24,12,2296,217,0,0,0,3,222,32,0,0,0,3,35,2501,0,3,32,14,2550
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,2289,1541,1276,4,8,5119,248,190,180,0,0,621,48,45,41,0,5,143,2591,1778,1498,4,13,5878
POA6101,3579,1255,586,9,19,5450,367,248,112,9,0,736,87,65,27,0,3,185,4035,1569,724,12,31,6367
POA6102,1889,1460,320,0,22,3698,337,332,234,0,8,911,81,89,40,0,10,222,2306,1888,595,0,35,4829
POA6103,1479,758,1063,0,11,3310,288,187,150,0,0,629,61,37,41,0,0,141,1821,991,1252,0,12,4080
POA6104,3347,776,139,8,19,4278,541,222,20,3,4,784,96,50,3,0,3,146,3976,1041,159,13,20,5216
POA6105,3193,905,78,3,11,4180,746,208,15,0,0,974,113,42,53,0,3,213,4051,1157,149,5,17,5369
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,10307,1814,218,25,36,12392,1418,367,31,3,4,1822,305,83,9,0,7,401,12025,2260,266,27,46,14616
POA6108,6415,477,53,3,8,6954,722,151,20,0,0,889,145,20,0,0,0,166,7285,647,70,4,8,8014
POA6109,2743,324,100,109,13,3292,534,140,24,47,0,743,86,12,0,13,0,117,3362,480,122,167,15,4152
POA6110,10492,923,96,9,24,11530,1397,396,35,0,4,1830,260,67,4,0,18,346,12147,1386,136,6,42,13713
POA6111,6423,516,48,38,12,7036,858,172,27,28,3,1089,148,24,3,4,7,187,7429,717,77,68,20,8306
POA6112,14519,1816,107,16,25,16480,1613,548,30,0,9,2199,344,125,0,0,3,475,16482,2479,140,19,30,19157
POA6121,822,0,0,3,0,831,51,0,0,0,0,51,15,0,0,0,0,15,892,0,0,3,0,894
POA6122,4951,56,8,3,14,5035,332,18,7,0,0,353,85,0,4,0,0,90,5371,78,15,3,14,5473
POA6123,421,0,0,0,0,423,74,0,0,0,0,74,10,0,0,0,0,10,500,0,0,0,0,503
POA6124,353,0,0,4,0,356,37,0,0,0,0,41,10,0,0,0,0,10,400,4,0,4,0,408
POA6125,881,0,0,3,9,900,110,0,0,5,0,119,23,0,0,0,0,23,1015,3,0,6,6,1038
POA6126,80,0,0,0,0,81,14,0,0,0,0,14,4,0,0,0,0,4,94,0,0,0,0,99
POA6147,3969,515,102,0,3,4598,538,128,24,0,0,694,113,21,3,0,0,132,4619,664,131,0,7,5426
POA6148,4722,810,28,3,3,5574,441,216,13,0,0,665,80,26,0,0,0,110,5243,1056,42,3,3,6345
POA6149,5291,414,153,0,3,5868,268,115,87,0,4,475,67,12,11,0,11,105,5632,541,258,0,13,6445
POA6150,3396,376,38,0,10,3824,163,88,9,0,0,263,50,23,0,0,0,72,3612,491,49,0,7,4160
POA6151,2790,1992,1110,0,14,5901,178,183,161,0,3,525,55,38,44,0,0,137,3027,2211,1312,0,17,6569
POA6152,4559,3210,778,3,33,8586,433,404,131,0,12,976,102,81,18,0,3,211,5101,3700,932,6,45,9776
POA6153,4795,1495,378,3,20,6688,344,169,57,0,0,570,83,28,13,0,8,134,5226,1689,449,3,25,7393
POA6154,2427,750,21,0,4,3198,270,178,12,0,0,458,43,32,8,0,0,82,2740,956,40,0,4,3740
POA6155,13258,1012,317,7,6,14602,639,111,46,0,0,794,199,23,3,0,0,229,14095,1149,364,7,13,15624
POA6156,4167,1037,106,0,19,5329,495,207,58,0,0,753,76,27,10,0,0,116,4740,1270,176,0,17,6198
POA6157,2950,1603,124,0,18,4697,298,379,78,0,0,758,56,57,11,0,0,121,3308,2045,215,0,18,5581
POA6158,1657,456,291,10,3,2416,124,56,60,5,0,246,34,14,8,0,0,51,1809,528,361,12,5,2712
POA6159,400,470,329,0,3,1204,34,86,17,0,0,134,5,4,10,0,0,17,438,563,350,0,3,1357
POA6160,1245,1053,521,3,19,2835,148,157,151,0,0,446,29,34,31,0,3,94,1415,1234,700,10,24,3380
POA6161,16,0,0,0,4,25,0,0,0,0,0,0,4,0,0,0,15,15,19,0,0,0,16,37
POA6162,2663,652,184,73,25,3599,396,144,81,24,3,654,65,19,10,4,23,117,3121,819,279,106,48,4370
POA6163,12448,2366,824,13,45,15691,1975,832,201,5,8,3021,352,108,35,5,59,557,14775,3309,1063,15,108,19273
POA6164,14962,1368,675,6,19,17033,1038,301,108,0,3,1453,251,39,17,0,3,309,16248,1718,798,6,26,18796
POA6165,17,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,22
POA6166,2555,163,0,77,4,2802,369,26,0,38,0,436,64,4,0,5,0,72,2988,190,0,124,5,3304
POA6167,6625,376,273,57,9,7340,1013,159,131,7,3,1316,181,28,11,4,6,222,7820,564,411,66,17,8879
POA6168,5927,906,371,66,5,7277,1091,501,166,55,0,1812,178,79,25,5,0,284,7194,1486,562,123,11,9372
POA6169,10043,263,231,18,5,10560,1368,153,141,5,0,1655,271,14,15,0,3,310,11681,431,380,19,13,12529
POA6170,3466,100,20,0,16,3611,272,25,0,0,0,297,70,3,0,0,7,79,3802,129,30,0,26,3983
POA6171,8704,365,0,31,23,9120,588,56,0,13,3,662,151,7,0,4,3,166,9443,430,0,46,29,9946
POA6172,3655,187,0,0,0,3848,238,74,3,0,0,315,62,20,0,0,0,79,3960,280,3,0,0,4241
POA6173,3285,53,0,0,0,3338,126,9,0,0,0,139,64,3,0,0,0,61,3475,59,0,0,0,3543
POA6174,1015,84,0,0,6,1101,87,16,0,0,0,108,25,0,0,0,0,24,1126,102,0,0,3,1231
POA6175,1080,12,0,0,0,1090,68,5,0,0,0,73,18,0,0,0,0,18,1162,14,0,0,0,1181
POA6176,384,0,0,0,0,385,52,0,0,0,0,47,8,0,0,0,0,8,440,0,0,0,0,441
POA6180,1563,23,3,0,0,1592,154,3,0,0,0,153,29,3,0,0,0,30,1742,29,3,0,0,1778
POA6181,135,0,0,0,0,135,10,0,0,0,0,10,0,0,0,0,0,0,143,0,0,0,0,143
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,273,0,0,6,0,280,48,0,0,4,0,56,9,0,0,0,0,12,334,0,0,12,0,346
POA6208,3333,120,15,57,5,3519,528,74,6,40,0,648,82,10,0,4,0,96,3940,203,16,92,9,4270
POA6209,455,82,0,30,5,572,66,56,0,33,0,157,12,3,0,7,0,22,532,146,0,68,3,750
POA6210,17729,2699,842,97,38,21407,2620,1063,336,54,14,4081,465,162,54,10,3,696,20811,3928,1221,155,57,26178
POA6211,2064,65,26,35,4,2188,214,29,4,23,3,276,44,3,0,3,0,56,2322,97,30,60,8,2515
POA6213,181,0,0,11,0,196,50,0,0,3,0,56,3,0,0,0,0,3,239,0,3,11,0,256
POA6214,177,0,0,0,0,181,35,0,0,0,0,35,8,0,0,0,0,8,219,0,0,0,0,217
POA6215,1049,16,18,11,5,1107,246,11,38,0,0,299,29,0,9,10,3,48,1323,34,62,27,15,1452
POA6218,107,0,0,3,0,109,29,0,0,0,0,27,4,0,0,0,0,4,142,0,0,4,0,142
POA6220,1137,52,6,4,3,1207,319,44,11,8,0,377,45,3,0,0,15,66,1503,103,15,10,14,1647
POA6221,74,0,0,0,0,74,18,0,0,3,0,17,3,0,0,0,0,3,95,0,0,3,0,91
POA6223,59,0,0,0,0,61,12,0,0,0,0,12,0,0,0,0,0,0,67,0,0,0,0,72
POA6224,305,6,0,0,6,319,88,7,0,0,0,94,11,0,0,0,0,11,399,14,0,4,10,425
POA6225,2411,51,5,18,10,2493,725,55,6,4,3,798,86,9,3,0,0,96,3222,113,18,21,11,3389
POA6226,220,3,0,0,11,235,13,7,0,0,0,19,7,0,0,0,0,7,238,7,0,0,11,254
POA6227,228,0,0,0,0,226,21,0,0,0,0,21,3,0,0,0,0,3,252,0,0,0,0,252
POA6228,53,0,0,0,0,53,9,0,0,0,0,8,0,0,0,0,0,0,62,0,0,0,0,63
POA6229,34,0,0,20,0,57,3,0,0,19,0,22,0,0,0,0,0,3,38,0,0,37,4,80
POA6230,10744,1533,463,71,27,12838,1618,658,317,62,4,2656,268,82,45,5,5,403,12632,2268,827,135,32,15900
POA6232,3014,174,0,22,11,3216,388,59,0,17,0,460,67,4,0,0,0,73,3472,233,0,37,10,3751
POA6233,5363,158,30,45,4,5609,512,62,11,25,0,610,106,8,0,3,0,117,5983,235,40,73,12,6337
POA6236,600,5,0,3,0,611,74,3,0,0,0,81,15,0,0,0,3,11,692,5,0,3,4,708
POA6237,721,0,7,3,5,734,91,3,3,0,0,92,18,0,0,0,0,18,828,4,5,9,4,849
POA6239,1198,25,3,7,8,1241,235,22,0,0,3,270,36,3,0,0,0,40,1471,55,4,7,14,1546
POA6240,42,0,0,0,0,42,5,0,0,0,0,5,0,0,0,0,0,0,46,0,0,0,0,46
POA6243,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
POA6244,419,3,0,4,0,425,120,0,0,3,0,127,16,4,0,0,0,21,551,6,0,7,0,570
POA6251,112,0,0,3,0,116,28,0,0,0,0,28,3,0,0,0,0,3,142,0,0,3,0,147
POA6252,44,0,0,0,0,44,4,0,0,3,0,8,0,0,0,0,0,0,52,0,0,3,0,54
POA6253,202,4,0,3,4,218,38,0,0,0,0,39,5,0,0,0,0,5,247,4,0,7,8,263
POA6254,153,0,0,0,0,155,46,3,0,0,0,49,5,0,0,0,0,9,206,6,0,0,0,210
POA6255,1224,30,8,0,0,1263,219,14,4,4,0,246,36,0,0,9,0,44,1482,41,12,13,6,1554
POA6256,104,0,0,0,3,105,33,0,0,0,0,33,0,0,0,0,0,0,139,0,0,0,3,139
POA6258,1728,51,51,11,3,1847,470,33,43,0,3,554,48,8,6,0,0,64,2247,98,101,11,7,2467
POA6260,377,9,5,0,3,389,105,8,0,0,0,114,16,0,0,0,0,16,491,14,3,0,3,522
POA6262,193,0,0,11,0,204,71,4,0,0,0,75,6,0,0,0,0,10,269,5,0,10,4,292
POA6271,969,25,3,0,4,1005,131,20,3,0,0,154,25,0,0,0,0,27,1127,43,6,0,5,1181
POA6275,381,0,0,16,0,397,100,0,0,7,0,109,15,0,0,0,0,18,498,0,0,20,0,523
POA6280,7390,619,14,253,27,8303,1059,334,16,99,4,1516,180,50,4,21,3,261,8636,1004,33,372,32,10078
POA6281,2050,85,3,40,7,2188,157,20,0,15,4,196,39,0,0,5,3,49,2247,109,3,60,14,2436
POA6282,401,3,0,3,3,412,30,0,0,0,0,31,6,0,0,0,0,6,436,8,0,5,3,448
POA6284,622,6,0,7,3,642,64,0,0,3,0,64,10,0,0,3,0,15,690,8,0,11,11,720
POA6285,2641,103,8,22,11,2786,264,34,4,18,3,327,50,3,0,3,0,53,2955,145,12,49,20,3171
POA6286,175,0,0,4,11,190,31,0,0,0,0,32,3,0,0,0,0,5,206,3,0,9,10,231
POA6288,152,0,0,3,0,159,31,0,0,0,4,34,4,0,0,0,0,4,185,0,0,3,5,190
POA6290,459,8,19,16,6,518,152,3,26,18,0,192,14,0,3,0,0,19,624,12,47,36,6,732
POA6302,1041,18,18,8,13,1098,219,24,11,4,3,257,33,0,0,0,5,44,1293,42,28,6,23,1399
POA6304,481,0,9,0,4,492,132,0,5,3,0,141,23,0,3,0,0,26,638,3,14,3,8,661
POA6306,248,5,7,3,0,266,94,0,4,0,0,101,17,0,0,3,0,21,355,7,11,8,0,386
POA6308,419,3,3,3,6,442,145,0,18,0,3,159,12,0,0,0,0,17,579,3,22,3,12,614
