POA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA6506,0,0,5,4,7,21,0,21
POA6507,0,28,66,40,37,176,9,184
POA6509,3,12,22,12,9,53,0,53
POA6510,43,209,224,108,102,684,29,718
POA6511,5,54,79,37,15,193,12,206
POA6512,0,9,15,8,7,39,0,36
POA6513,0,14,22,20,12,74,3,73
POA6514,3,78,101,52,15,256,7,262
POA6515,3,26,39,28,26,125,5,129
POA6516,21,220,274,101,47,663,32,697
POA6517,3,42,63,23,25,155,8,162
POA6518,3,25,36,8,19,82,3,87
POA6519,4,63,83,31,25,209,10,216
POA6521,0,24,36,29,46,136,5,141
POA6522,5,45,71,26,33,174,3,180
POA6525,50,408,512,247,126,1344,66,1404
POA6528,0,36,40,30,28,139,5,145
POA6530,696,3792,4323,1590,852,11253,445,11697
POA6532,25,414,897,429,323,2095,74,2165
POA6535,15,160,228,98,86,593,31,621
POA6536,39,252,213,69,31,599,24,622
POA6537,19,151,118,38,20,355,16,372
POA6556,16,117,251,142,161,683,20,702
POA6558,3,57,91,62,46,261,15,268
POA6560,22,131,171,63,83,477,19,492
POA6562,8,84,179,96,86,446,14,463
POA6564,0,26,53,26,18,129,0,129
POA6566,38,334,446,233,178,1218,66,1286
POA6567,0,45,51,39,22,160,10,174
POA6568,0,24,27,12,23,83,4,92
POA6569,3,27,32,16,18,100,6,111
POA6571,0,9,14,9,3,32,0,32
POA6572,0,0,11,3,5,22,0,19
POA6574,0,8,8,7,6,27,3,28
POA6575,4,5,11,13,9,47,3,49
POA6603,17,134,175,72,36,430,17,452
POA6605,0,0,9,0,3,16,0,16
POA6606,3,25,25,11,17,73,0,76
POA6608,0,7,19,9,8,51,0,50
POA6609,11,70,135,41,28,282,14,296
POA6612,0,17,20,13,9,57,5,61
POA6613,0,3,8,3,3,20,0,20
POA6614,0,0,0,0,3,9,0,9
POA6616,0,9,6,6,7,22,0,24
POA6620,11,26,40,15,20,110,12,120
POA6623,13,87,80,23,23,224,16,235
POA6625,0,0,9,3,6,16,0,16
POA6627,3,3,0,3,10,18,0,17
POA6628,0,0,3,7,3,9,0,9
POA6630,20,61,57,31,28,199,9,205
POA6631,0,3,7,0,0,14,0,12
POA6632,0,0,9,6,5,15,0,17
POA6635,11,28,12,5,5,55,3,60
POA6638,19,47,43,12,17,134,10,143
POA6639,0,6,13,5,9,32,3,38
POA6640,3,24,19,9,0,59,8,67
POA6642,30,83,52,23,13,205,16,219
POA6646,25,40,25,10,5,92,5,95
POA6701,165,590,591,231,147,1723,126,1852
POA6705,19,24,11,3,3,53,7,60
POA6707,22,276,312,159,102,865,75,939
POA6710,25,105,102,37,17,287,20,314
POA6711,0,0,0,0,0,0,0,0
POA6712,0,0,0,0,0,0,0,0
POA6713,3,50,150,71,48,324,10,330
POA6714,164,1213,2024,852,423,4671,193,4865
POA6716,12,97,84,21,6,221,4,229
POA6718,68,48,43,27,7,191,24,212
POA6720,24,203,343,115,59,742,28,764
POA6721,42,368,554,235,109,1295,71,1369
POA6722,152,785,1113,459,201,2707,151,2857
POA6725,446,1011,1094,396,209,3145,203,3348
POA6726,100,589,650,246,91,1677,92,1769
POA6728,403,519,402,114,67,1501,102,1605
POA6731,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0
POA6740,95,122,60,30,14,323,27,348
POA6743,217,623,615,209,147,1813,111,1923
POA6751,26,352,381,114,66,934,38,978
POA6753,95,417,514,161,83,1266,55,1322
POA6754,10,150,155,44,31,384,12,398
POA6758,9,13,9,0,3,35,8,37
POA6760,15,50,26,10,12,111,26,135
POA6762,27,16,7,3,0,49,0,50
POA6765,160,131,68,24,14,394,36,426
POA6770,246,179,85,25,23,565,50,615
POA7000,814,2568,1600,408,148,5531,165,5691
POA7001,0,0,0,0,0,0,0,0
POA7004,310,1403,893,218,86,2908,84,2986
POA7005,433,2035,1646,488,217,4809,142,4954
POA7007,52,449,458,148,61,1158,21,1176
POA7008,522,1990,1512,432,190,4652,136,4784
POA7009,608,2121,1517,406,196,4842,182,5022
POA7010,961,2731,1896,635,315,6530,300,6832
POA7011,548,2188,1930,632,330,5626,239,5870
POA7012,3,63,111,48,44,280,9,284
POA7015,198,1576,1561,436,214,3980,127,4111
POA7016,90,338,268,104,43,837,47,887
POA7017,34,482,788,397,248,1953,43,2001
POA7018,627,3198,3181,930,348,8288,251,8541
POA7019,247,947,731,233,67,2231,78,2310
POA7020,3,114,363,192,146,812,8,823
POA7021,35,253,373,150,66,871,35,903
POA7022,3,113,142,52,25,334,12,347
POA7023,4,40,55,21,9,133,5,140
POA7024,0,45,91,32,14,180,12,194
POA7025,16,160,282,111,77,647,23,665
POA7026,5,69,122,70,51,324,17,333
POA7027,7,32,41,23,16,119,3,121
POA7030,469,1816,1993,925,685,5882,320,6198
POA7050,290,1924,1756,496,226,4693,136,4829
POA7052,69,859,1104,372,175,2576,51,2620
POA7053,49,446,545,166,56,1266,29,1296
POA7054,53,763,1345,498,277,2942,84,3028
POA7055,3,50,69,17,6,149,7,154
POA7109,116,944,1288,553,321,3217,101,3320
POA7112,44,457,441,131,95,1168,57,1227
POA7113,15,108,161,46,30,364,16,372
POA7116,29,307,308,132,75,839,45,887
POA7117,9,133,136,40,24,346,16,357
POA7119,0,0,6,3,3,16,0,16
POA7120,32,204,266,111,96,715,24,734
POA7139,0,0,0,0,0,0,0,0
POA7140,297,1333,1409,642,362,4037,189,4225
POA7150,20,295,463,167,114,1058,29,1084
POA7155,3,92,124,61,28,306,12,311
POA7162,3,60,100,37,19,222,3,227
POA7163,5,44,62,24,4,133,0,133
POA7170,11,292,735,351,299,1688,38,1723
POA7171,28,441,508,174,90,1244,39,1282
POA7172,67,418,486,211,125,1312,45,1359
POA7173,65,825,981,387,205,2455,93,2547
POA7174,0,18,22,14,8,60,0,60
POA7175,0,20,30,14,8,67,3,67
POA7176,0,14,19,11,10,58,0,54
POA7177,7,49,54,25,15,146,9,159
POA7178,3,32,42,17,11,106,0,113
POA7179,3,60,62,22,14,152,5,159
POA7180,0,16,28,10,0,52,3,62
POA7182,3,47,37,10,10,106,0,108
POA7183,0,9,6,3,3,20,0,22
POA7184,16,127,110,35,17,300,16,323
POA7185,3,15,19,11,3,47,4,45
POA7186,0,17,32,15,9,74,0,76
POA7187,0,19,22,3,3,47,0,47
POA7190,50,425,526,159,108,1263,65,1330
POA7209,7,68,53,22,19,168,9,172
POA7210,33,143,160,58,35,428,22,446
POA7211,0,20,31,16,11,89,0,86
POA7212,11,197,258,135,78,666,30,697
POA7213,8,42,33,14,11,105,9,111
POA7214,12,68,81,51,25,239,7,250
POA7215,49,488,508,195,79,1314,65,1374
POA7216,91,523,480,163,83,1347,70,1419
POA7248,794,2408,1736,565,263,5757,281,6044
POA7249,474,2008,1689,485,254,4908,194,5100
POA7250,1424,6910,6542,2167,1079,18119,594,18716
POA7252,11,197,436,214,132,989,21,1010
POA7253,183,742,583,209,106,1819,103,1926
POA7254,3,33,63,39,32,170,6,179
POA7255,9,110,150,56,25,348,9,364
POA7256,38,208,246,90,44,620,28,653
POA7257,23,8,0,0,0,30,5,35
POA7258,4,39,120,74,70,304,8,308
POA7259,3,29,58,46,24,150,6,165
POA7260,71,395,417,202,145,1229,39,1263
POA7261,0,38,35,16,11,104,5,107
POA7262,18,228,267,94,53,659,23,689
POA7263,6,73,96,33,26,225,6,236
POA7264,9,82,97,37,28,263,10,277
POA7265,9,40,33,15,12,100,3,108
POA7267,5,58,93,57,66,274,10,280
POA7268,8,80,145,75,58,368,16,384
POA7270,55,565,600,266,137,1618,68,1689
POA7275,16,303,481,217,139,1162,33,1197
POA7276,12,61,82,38,18,208,10,212
POA7277,46,529,832,340,222,1968,50,2019
POA7290,26,237,349,143,77,834,14,849
POA7291,3,40,88,40,28,203,10,207
POA7292,8,38,85,35,52,211,5,217
POA7300,36,354,509,219,133,1248,51,1291
POA7301,78,540,574,271,148,1615,73,1686
POA7302,17,140,236,109,83,586,29,613
POA7303,37,306,404,163,126,1042,42,1086
POA7304,95,697,786,371,236,2189,92,2275
POA7305,12,124,160,76,45,419,24,440
POA7306,44,385,535,253,183,1404,60,1463
POA7307,135,1245,1498,601,310,3787,128,3914
POA7310,860,3920,3570,1298,656,10311,447,10752
POA7315,370,2021,1987,807,447,5635,251,5882
POA7316,71,670,874,369,186,2175,70,2239
POA7320,566,2698,2168,653,251,6343,273,6619
POA7321,31,437,698,281,185,1622,51,1675
POA7322,96,584,538,191,93,1497,63,1554
POA7325,264,1118,1215,464,247,3296,119,3414
POA7330,105,734,953,353,174,2318,117,2439
POA7331,8,87,76,36,11,208,12,217
POA7466,0,3,3,0,0,7,0,6
POA7467,88,320,231,74,21,739,41,776
POA7468,14,89,110,39,12,266,20,285
POA7469,22,116,119,33,16,307,7,321
POA7470,13,130,107,22,3,279,15,287
POA0800,333,1138,635,94,30,2235,103,2332
POA0810,654,3387,4116,1352,672,10186,498,10679
POA0812,297,1772,2329,847,459,5704,287,5989
POA0815,0,0,0,0,0,0,0,0
POA0820,401,2524,2599,764,334,6627,269,6895
POA0822,1803,1343,937,441,256,4779,294,5075
POA0828,33,85,78,36,36,264,10,276
POA0829,3,22,31,12,3,66,9,75
POA0830,357,1708,2357,782,364,5565,263,5834
POA0832,101,1340,2394,660,262,4758,181,4942
POA0834,10,101,204,121,119,560,31,588
POA0835,9,157,366,240,188,966,50,1012
POA0836,32,367,895,502,409,2207,118,2329
POA0837,4,35,45,25,18,126,6,128
POA0838,5,38,95,58,29,228,17,253
POA0839,6,82,78,21,4,192,16,208
POA0840,3,62,74,16,9,171,13,181
POA0841,4,49,81,46,30,218,14,233
POA0845,23,82,48,8,3,162,7,177
POA0846,8,50,31,13,10,109,19,121
POA0847,17,43,23,4,7,100,6,112
POA0850,188,745,768,274,144,2118,167,2287
POA0852,511,449,238,87,74,1362,130,1492
POA0853,0,52,111,12,7,179,7,186
POA0854,48,50,27,13,15,154,27,184
POA0860,166,332,192,76,40,804,64,865
POA0862,44,71,26,4,9,155,11,158
POA0870,466,2344,2223,781,327,6139,307,6447
POA0872,1331,1078,326,85,67,2888,224,3114
POA0873,105,184,165,91,105,649,42,692
POA0874,12,86,72,14,3,193,0,197
POA0875,62,260,260,110,29,721,51,776
POA0880,159,448,368,99,30,1104,155,1263
POA0885,18,104,90,26,6,236,10,248
POA0886,19,151,117,22,7,315,18,335
POA2600,163,1193,1122,267,101,2842,71,2913
POA2601,223,644,217,20,0,1100,18,1121
POA2602,1103,5257,3796,983,352,11494,386,11879
POA2603,247,1436,1270,334,174,3476,79,3556
POA2604,300,2191,1477,223,80,4266,101,4372
POA2605,239,1533,1642,424,149,3983,108,4087
POA2606,396,1936,1118,264,128,3844,112,3959
POA2607,258,1869,1992,587,288,4993,110,5107
POA2609,29,186,93,23,15,342,36,377
POA2611,405,3611,4417,1137,445,10016,241,10259
POA2612,971,3162,1550,333,115,6137,175,6315
POA2614,470,2958,2667,696,339,7130,174,7305
POA2615,644,5270,6651,1959,893,15418,360,15780
POA2617,736,4641,4219,1249,503,11340,295,11636
POA2618,3,64,180,102,99,444,9,456
POA2900,66,513,217,43,18,861,17,873
POA2902,200,1760,2285,701,321,5270,136,5403
POA2903,150,1024,1393,478,206,3257,81,3342
POA2904,141,1264,1956,692,371,4425,96,4526
POA2905,281,2930,4126,1476,847,9663,291,9957
POA2906,160,1797,2537,925,518,5931,128,6058
POA2911,25,483,786,162,50,1506,30,1538
POA2912,130,813,734,237,96,2007,65,2071
POA2913,331,4083,5390,1410,627,11846,230,12072
POA2914,136,2394,3957,907,348,7739,145,7888
POA2899,19,235,304,108,50,716,25,743
POA6798,24,143,144,43,32,381,19,399
POA6799,11,36,41,15,26,122,9,131
POA9494,0,0,0,0,0,0,0,0
POA9797,0,0,0,0,0,0,0,0
