POA_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA4419,39,700,863,138,1687,0.7,1391,2.3
POA4420,44,810,674,92,1526,0.8,1206,2.5
POA4421,47,867,439,150,931,0.9,776,2.2
POA4422,43,1509,557,0,1406,0.8,1107,2.5
POA4423,39,0,622,0,1162,0.7,1091,2.8
POA4424,34,1323,515,0,1550,0.9,1271,2.5
POA4425,38,825,563,80,1278,0.9,1100,2.4
POA4426,48,804,522,0,1208,0.6,1041,2.4
POA4427,42,761,559,73,1181,0.7,1089,2.4
POA4428,42,1299,638,89,1365,0.7,1164,2.6
POA4454,42,991,752,100,1493,0.7,1284,2.2
POA4455,34,1590,820,250,1869,0.8,1542,2.5
POA4461,49,1100,660,50,1281,0.7,1174,2.1
POA4462,45,0,431,150,959,0.7,850,2.2
POA4465,43,1016,580,150,1317,0.8,1003,2.5
POA4467,45,723,505,21,1267,0.7,840,2.4
POA4468,48,390,596,80,1416,0.7,972,2.2
POA4470,38,1083,698,170,1566,0.8,1176,2.4
POA4472,48,863,514,140,1274,0.8,938,2.2
POA4474,46,0,450,0,1124,0.6,840,1.9
POA4475,0,0,0,0,0,0,0,0
POA4477,44,433,525,57,1240,0.7,812,2.3
POA4478,44,743,670,60,1244,0.7,1058,2.4
POA4479,49,0,374,0,0,0,1124,2
POA4480,39,763,746,130,1483,0.7,1125,2.3
POA4481,45,288,828,0,1958,0.8,1593,2
POA4482,31,0,729,120,1937,0.9,1437,2.6
POA4486,45,700,595,35,1229,0.8,1129,2.3
POA4487,38,1233,677,190,1555,0.8,1290,2.5
POA4488,46,379,608,100,1149,0.7,871,2.2
POA4489,52,0,466,100,1812,0.7,900,2.4
POA4490,44,542,522,100,1227,0.8,849,2.2
POA4491,54,0,575,100,1187,0.7,1107,1.9
POA4492,38,715,853,90,1446,0.7,1383,2.1
POA4493,58,0,866,0,0,0.6,1062,1.3
POA4494,30,0,805,0,1416,0.6,1213,2.5
POA4496,37,510,618,0,1468,0.7,1176,2.5
POA4497,41,1378,725,0,1687,0.8,1399,2.6
POA4498,35,180,875,0,2021,0.7,1437,2.7
POA4500,34,1820,728,355,1846,0.8,1683,2.9
POA4501,36,1619,626,295,1463,0.8,1190,2.5
POA4502,36,1733,731,335,1813,0.8,1599,2.7
POA4503,33,1733,723,350,1649,0.8,1478,2.7
POA4504,32,1950,756,390,1931,0.8,1874,3.2
POA4505,40,1800,623,331,1650,0.8,1435,2.8
POA4506,32,1650,592,335,1407,0.8,1328,2.9
POA4507,59,1600,481,295,1105,0.7,860,2.1
POA4508,37,1538,547,305,1270,0.8,1111,2.7
POA4509,31,2058,795,400,1945,0.8,1840,3
POA4510,36,1582,529,300,1287,0.8,1114,2.6
POA4511,47,1706,500,350,1215,0.7,1066,2.5
POA4512,41,2000,668,300,1833,0.8,1742,3
POA4514,40,1733,573,300,1457,0.8,1301,2.7
POA4515,42,1500,592,280,1371,0.8,1142,2.5
POA4516,39,1842,623,340,1793,0.8,1816,3.3
POA4517,44,1884,570,257,1478,0.8,1255,2.5
POA4518,42,1777,579,350,1501,0.8,1389,2.7
POA4519,41,1733,568,330,1402,0.8,1259,2.7
POA4520,43,2373,809,408,2422,0.8,2306,3.1
POA4521,43,2058,736,300,1990,0.8,1837,2.8
POA4550,42,1647,568,330,1412,0.8,1245,2.6
POA4551,44,1885,586,375,1429,0.8,1201,2.4
POA4552,54,1560,530,310,1233,0.8,1022,2.3
POA4553,41,1950,636,360,1665,0.8,1559,2.9
POA4554,42,1733,621,320,1560,0.9,1423,2.9
POA4555,43,1733,611,365,1548,0.8,1391,2.8
POA4556,42,1950,627,410,1659,0.8,1384,2.6
POA4557,36,1950,693,400,1640,0.8,1410,2.5
POA4558,45,1647,620,340,1369,0.8,1093,2.1
POA4559,43,1733,604,330,1589,0.8,1372,2.8
POA4560,43,1650,573,320,1387,0.8,1158,2.5
POA4561,42,1777,621,330,1569,0.8,1422,2.8
POA4562,45,1800,610,395,1561,0.8,1449,2.8
POA4563,47,1650,565,345,1374,0.8,1198,2.5
POA4564,44,1733,642,380,1449,0.8,1269,2.4
POA4565,49,1700,537,370,1267,0.8,1058,2.4
POA4566,53,1820,617,400,1425,0.7,1152,2.2
POA4567,47,1900,697,410,1657,0.8,1373,2.3
POA4568,46,1517,546,350,1321,0.8,1153,2.5
POA4569,45,1378,518,318,1231,0.8,1060,2.5
POA4570,45,1300,485,250,1162,0.8,974,2.4
POA4571,49,1300,481,295,1173,0.9,943,2.4
POA4572,45,1829,760,335,1738,0.8,1377,2.1
POA4573,41,1900,671,401,1581,0.8,1378,2.6
POA4574,50,1400,508,225,1184,0.8,1009,2.3
POA4575,42,2000,663,410,1631,0.8,1361,2.5
POA4580,60,1127,414,250,797,0.7,726,2
POA4581,49,1437,512,260,1065,0.7,908,2.1
POA4600,50,1083,427,150,966,0.8,759,2.2
POA4601,47,1092,454,165,1031,0.7,833,2.3
POA4605,37,997,433,140,1016,0.8,901,2.7
POA4606,49,1127,479,200,1115,0.7,900,2.3
POA4608,49,1196,478,200,1193,0.8,907,2.4
POA4610,40,1300,544,235,1305,0.8,1083,2.4
POA4611,40,874,453,130,1031,0.9,900,2.7
POA4612,53,921,403,110,816,0.8,725,2.1
POA4613,51,864,397,150,857,0.8,736,2.2
POA4614,52,999,420,190,848,0.7,758,2.1
POA4615,49,1083,439,200,992,0.8,808,2.3
POA4620,55,782,437,115,1008,0.8,781,2.2
POA4621,53,923,426,165,896,0.8,754,2.2
POA4625,45,1083,549,180,1273,0.8,1005,2.4
POA4626,41,1121,647,190,1259,0.9,1085,2.4
POA4627,45,1083,461,103,1117,0.8,845,2.3
POA4630,48,1083,491,140,1178,0.7,882,2.2
POA4650,46,1213,466,235,1118,0.8,914,2.3
POA4655,48,1500,477,290,1105,0.7,929,2.3
POA4659,58,1244,421,240,881,0.8,771,2.1
POA4660,54,1170,434,250,967,0.8,836,2.3
POA4662,43,1213,442,232,978,0.8,828,2.5
POA4670,44,1387,504,265,1225,0.8,1003,2.4
POA4671,50,997,419,220,951,0.9,784,2.3
POA4673,51,1170,451,170,1067,0.9,890,2.5
POA4674,53,960,397,175,791,0.9,740,2.2
POA4676,55,1052,390,0,912,0.9,754,2.2
POA4677,46,1600,481,270,1210,0.8,964,2.3
POA4678,51,1733,488,200,1179,0.8,1082,2.3
POA4680,34,2000,728,250,2035,0.8,1716,2.6
POA4694,41,1517,492,250,1524,0.7,1187,2.6
POA4695,42,1733,489,185,1607,0.8,1262,2.5
POA4697,45,1820,446,150,1437,0.8,1196,2.3
POA4699,42,1667,575,125,1343,0.9,1205,2.8
POA4700,39,1414,585,250,1565,0.8,1188,2.3
POA4701,36,1517,645,260,1588,0.8,1282,2.5
POA4702,36,1733,646,290,1555,0.8,1344,2.7
POA4703,43,1896,616,300,1577,0.8,1272,2.5
POA4704,43,1328,624,60,1416,0.8,1042,2.1
POA4705,42,2174,756,0,1516,0.8,1375,2.4
POA4706,52,561,575,0,1375,0.9,724,1.6
POA4707,55,1000,472,52,1312,0.9,809,2
POA4709,30,0,1362,15,3581,0.9,3528,3.3
POA4710,43,1810,571,300,1305,0.7,1065,2.4
POA4711,40,1965,722,350,2080,0.8,2026,3.2
POA4712,44,689,771,90,1463,0.8,1172,2.3
POA4713,23,0,319,120,716,1.2,740,3.5
POA4714,50,880,443,175,951,0.8,753,2.1
POA4715,34,1600,757,250,2063,0.8,1830,2.7
POA4716,41,1517,671,185,1816,0.8,1432,2.5
POA4717,30,1520,1104,150,2415,0.8,2184,2.7
POA4718,34,1400,820,130,1975,0.8,1772,2.5
POA4719,42,1083,632,128,1408,0.7,1131,2.2
POA4720,31,2000,872,230,2141,0.8,1895,2.8
POA4721,34,1550,748,112,1900,0.8,1523,2.6
POA4722,38,1300,828,75,1869,0.8,1661,2.7
POA4723,33,1733,806,150,1977,0.8,1680,2.7
POA4724,39,950,728,37,1642,0.7,1205,2.4
POA4725,43,1170,715,145,1662,0.8,1236,2.2
POA4726,37,400,609,100,1273,0.8,1031,2.4
POA4727,43,895,710,100,1531,0.7,1166,2.2
POA4728,43,700,530,50,1199,0.8,844,2.4
POA4730,39,1300,739,200,1640,0.7,1317,2.3
POA4731,47,523,461,78,1062,0.8,766,2
POA4732,48,628,512,110,1187,0.6,833,2
POA4733,48,0,615,0,1350,0.7,1042,2.4
POA4735,46,1040,660,105,1444,0.8,1084,2
POA4736,44,425,838,90,1624,0.7,1162,2
POA4737,41,1820,618,260,1582,0.8,1367,2.6
POA4738,45,1733,602,100,1638,0.9,1344,2.6
POA4739,49,1200,513,70,1430,0.8,949,2.3
POA4740,37,1950,711,280,1783,0.8,1442,2.5
POA4741,43,1863,647,200,1629,0.9,1348,2.6
POA4742,37,1792,1052,163,1918,0.7,1658,2.3
POA4743,31,1590,1238,30,2644,1,2477,2.9
POA4744,30,1733,1209,100,2716,0.8,2421,2.8
POA4745,31,834,1113,91,2331,0.8,2152,2.7
POA4746,30,230,1341,47,2580,0.9,2405,3
POA4750,34,2080,761,300,2001,0.8,1727,2.8
POA4751,37,1960,748,300,1914,0.8,1728,2.7
POA4753,31,2167,784,320,2083,0.8,1952,3
POA4754,36,1860,634,240,1772,0.8,1509,2.7
POA4756,46,1509,474,170,1304,0.9,966,2.2
POA4757,49,1640,459,150,972,0.9,861,2.4
POA4798,47,1628,535,120,1327,0.9,1169,2.3
POA4799,47,1500,474,198,1101,0.9,870,2.3
POA4800,43,1690,636,250,1527,0.8,1276,2.5
POA4801,29,0,876,0,0,0,0,0
POA4802,36,1820,759,320,1567,0.8,1347,2.4
POA4803,28,2134,917,320,2392,1.3,1681,1.9
POA4804,44,1200,541,150,1397,0.7,1003,2.2
POA4805,42,1700,589,250,1381,0.8,1090,2.4
POA4806,46,1200,576,200,1371,0.8,1134,2.4
POA4807,43,1330,625,220,1533,0.8,1180,2.4
POA4808,45,1300,664,200,1581,0.8,1267,2.4
POA4809,45,1148,612,150,1488,0.8,1200,2.3
POA4810,39,1733,798,285,1970,0.8,1357,2
POA4811,34,1690,748,312,1776,0.8,1512,2.6
POA4812,38,1560,630,250,1517,0.8,1114,2.2
POA4814,32,1700,675,300,1743,0.8,1488,2.7
POA4815,33,1582,612,280,1430,0.8,1283,2.8
POA4816,42,1600,484,130,1248,0.9,1107,2.7
POA4817,34,1733,717,315,1779,0.8,1588,2.8
POA4818,31,1950,789,330,1803,0.8,1677,2.8
POA4819,54,1387,536,250,1136,0.7,851,1.9
POA4820,39,1317,526,200,1338,0.8,1076,2.5
POA4821,43,867,611,130,1362,0.8,1140,2.3
POA4822,35,710,655,80,1402,0.8,1183,2.3
POA4823,41,669,919,66,1674,0.8,1168,2.4
POA4824,35,1510,1030,154,2191,0.8,1700,2.5
POA4825,31,1885,971,250,2343,0.9,2114,2.7
POA4828,36,0,645,125,1312,1,1107,2.1
POA4829,37,867,785,124,1786,0.8,1375,2.4
POA4830,24,0,348,120,790,1.5,1069,4.1
POA4849,56,1300,486,230,1111,0.8,834,2
POA4850,50,1300,537,180,1348,0.8,1039,2.3
POA4852,46,1517,612,280,1257,0.8,1063,2.2
POA4854,42,1300,602,220,1386,0.9,1173,2.5
POA4855,47,1146,535,250,1215,0.8,1029,2.2
POA4856,47,1150,485,225,1214,0.8,971,2.5
POA4858,42,1487,609,240,1439,0.8,1233,2.5
POA4859,47,987,563,200,1375,0.7,1066,2.2
POA4860,42,1300,550,220,1308,0.8,1051,2.4
POA4861,46,1224,522,200,1227,0.8,910,2.2
POA4865,37,1733,681,280,1585,0.8,1409,2.8
POA4868,37,1564,682,310,1542,0.8,1350,2.6
POA4869,31,1634,686,320,1563,0.8,1433,2.9
POA4870,37,1678,690,280,1615,0.9,1275,2.4
POA4871,41,1300,487,150,1193,1,1071,2.7
POA4872,48,1463,514,166,1214,0.9,1013,2.4
POA4873,44,1517,602,230,1404,0.9,1078,2.3
POA4874,30,2200,954,165,2364,1,2174,3
POA4875,26,1705,480,120,1088,1.1,1232,3.5
POA4876,22,326,470,120,1066,1.3,1154,3.7
POA4877,42,1733,752,320,1562,0.8,1274,2.2
POA4878,39,1690,706,300,1662,0.8,1324,2.3
POA4879,40,1760,745,350,1701,0.8,1470,2.5
POA4880,40,1500,559,236,1303,0.8,1054,2.5
POA4881,45,1647,530,225,1293,0.9,1125,2.5
POA4882,45,1600,608,265,1442,0.8,1196,2.5
POA4883,45,1473,542,250,1278,0.8,993,2.3
POA4884,48,1517,598,270,1302,0.8,1097,2.4
POA4885,49,1300,516,220,1217,0.8,1019,2.4
POA4886,50,1279,464,210,1040,0.8,842,2.2
POA4887,50,1083,466,197,1044,0.9,797,2.3
POA4888,48,1127,435,220,944,0.9,777,2.3
POA4890,31,927,645,150,1550,1.1,1465,3
POA4891,52,1000,647,150,1458,1,1125,1.9
POA4892,28,684,326,90,796,1.3,975,3.5
POA4895,40,1255,472,130,1152,1.1,946,2.5
POA5000,29,1733,474,380,1793,1,1093,1.9
POA5005,0,0,0,0,0,0,0,0
POA5006,37,1950,779,360,2397,0.9,1693,1.9
POA5007,36,1645,646,320,1682,0.8,1270,2.1
POA5008,38,1600,497,260,1412,0.9,1109,2.4
POA5009,40,1600,582,285,1524,0.8,1203,2.4
POA5010,37,1517,439,183,1195,0.9,974,2.6
POA5011,36,1733,665,300,1668,0.9,1326,2.4
POA5012,34,1517,433,248,1142,1,970,2.7
POA5013,40,1387,476,230,1269,0.9,982,2.4
POA5014,42,1543,589,250,1510,0.8,1085,2.2
POA5015,41,1500,681,290,1524,0.8,1134,2.1
POA5016,43,1668,676,290,1786,0.8,1306,2.3
POA5017,41,1446,483,220,1201,0.8,917,2.3
POA5018,49,1700,666,330,1748,0.8,1388,2.4
POA5019,45,1733,638,260,1732,0.8,1235,2.2
POA5020,48,1733,701,350,1845,0.8,1498,2.5
POA5021,54,1863,664,325,1655,0.7,1293,2.2
POA5022,44,1868,743,295,2085,0.8,1488,2.3
POA5023,40,1600,531,270,1372,0.8,1051,2.3
POA5024,45,1800,649,300,1746,0.8,1345,2.4
POA5025,43,1798,605,320,1649,0.8,1324,2.5
POA5031,36,1733,595,300,1702,0.9,1279,2.3
POA5032,39,1660,639,275,1693,0.8,1260,2.4
POA5033,36,1647,583,280,1470,0.9,1137,2.2
POA5034,39,2000,812,310,2322,0.9,1692,2.4
POA5035,37,1600,687,270,1688,0.9,1260,2.2
POA5037,37,1672,606,280,1567,0.9,1198,2.3
POA5038,36,1600,636,280,1568,0.9,1182,2.2
POA5039,37,1798,608,265,1730,0.8,1194,2.4
POA5040,45,2000,522,151,1832,0.8,1257,2.4
POA5041,41,1858,738,290,2156,0.9,1636,2.6
POA5042,35,1600,517,290,1399,0.8,1134,2.4
POA5043,39,1600,532,260,1378,0.8,1016,2.2
POA5044,45,1800,748,310,2071,0.8,1399,2.2
POA5045,44,1777,785,300,2024,0.8,1367,2.1
POA5046,41,1625,602,300,1508,0.8,1159,2.2
POA5047,38,1638,585,315,1466,0.8,1168,2.3
POA5048,46,1733,670,300,1776,0.8,1290,2.3
POA5049,44,1763,752,340,1862,0.8,1502,2.5
POA5050,46,1707,666,330,1882,0.8,1512,2.5
POA5051,41,1842,778,340,2127,0.8,1837,2.7
POA5052,45,1831,779,360,2183,0.8,1829,2.6
POA5061,42,2167,888,335,2589,0.8,1931,2.4
POA5062,43,2000,803,300,2377,0.8,1769,2.5
POA5063,40,1937,787,335,2242,0.9,1579,2.3
POA5064,46,2167,765,359,2345,0.8,1799,2.5
POA5065,44,2000,779,300,2201,0.9,1498,2.4
POA5066,44,2100,880,360,2582,0.8,2070,2.7
POA5067,39,1950,823,330,2208,0.8,1510,2.1
POA5068,43,1950,705,300,2051,0.8,1349,2.3
POA5069,40,2000,789,300,2343,0.8,1599,2.4
POA5070,41,1733,599,283,1613,0.8,1174,2.2
POA5072,41,1806,658,300,1887,0.8,1394,2.5
POA5073,41,1733,596,300,1654,0.8,1267,2.5
POA5074,41,1600,539,290,1445,0.8,1124,2.4
POA5075,42,1560,602,310,1548,0.8,1272,2.5
POA5076,43,1647,679,330,1900,0.8,1632,2.7
POA5081,43,2000,804,305,2319,0.8,1675,2.3
POA5082,37,1907,728,295,2066,0.9,1571,2.5
POA5083,37,1733,720,290,1912,0.9,1363,2.4
POA5084,34,1493,444,250,1102,0.9,915,2.6
POA5085,34,1700,613,300,1544,0.9,1296,2.5
POA5086,36,1593,576,275,1487,0.8,1214,2.4
POA5087,36,1647,592,270,1469,0.8,1179,2.3
POA5088,38,1421,551,275,1346,0.8,1075,2.3
POA5089,42,1602,726,330,1942,0.8,1705,2.7
POA5090,47,1500,535,290,1420,0.8,1081,2.3
POA5091,42,1560,686,310,1724,0.8,1439,2.6
POA5092,39,1452,613,300,1510,0.8,1284,2.5
POA5093,40,1430,539,285,1359,0.8,1171,2.5
POA5094,40,1269,471,258,1114,0.9,1022,2.7
POA5095,33,1625,654,325,1614,0.8,1412,2.6
POA5096,37,1300,576,278,1419,0.8,1214,2.6
POA5097,41,1500,639,300,1630,0.8,1332,2.5
POA5098,41,1408,517,280,1345,0.8,1116,2.5
POA5106,38,0,119,0,0,0.9,471,1.2
POA5107,35,1387,489,260,1269,0.9,1142,2.8
POA5108,34,1300,483,250,1191,0.8,1028,2.6
POA5109,39,1343,542,270,1336,0.8,1120,2.5
POA5110,34,1471,540,300,1305,0.9,1191,2.8
POA5111,22,0,1084,0,0,0,0,0
POA5112,38,1170,452,200,1066,0.8,836,2.4
POA5113,33,1000,431,220,904,0.8,764,2.4
POA5114,31,1386,599,270,1406,0.8,1252,2.8
POA5115,28,1400,629,275,1329,0.8,1208,2.7
POA5116,37,1430,570,270,1342,0.8,1082,2.4
POA5117,37,1790,708,255,1954,0.8,1799,3.2
POA5118,42,1500,613,260,1623,0.8,1269,2.5
POA5120,39,1779,537,250,1564,0.8,1237,2.8
POA5121,44,1473,508,298,1258,0.8,1088,2.5
POA5125,40,1625,723,300,1894,0.8,1570,2.6
POA5126,38,1517,709,300,1714,0.8,1490,2.6
POA5127,41,1519,698,290,1824,0.8,1490,2.6
POA5131,47,1733,706,310,1853,0.8,1680,2.9
POA5132,45,1950,755,150,2066,0.8,1952,2.8
POA5133,46,1900,725,290,2125,0.8,1906,3
POA5134,46,2000,660,277,1612,0.9,1421,2.7
POA5136,43,1733,681,275,1812,0.9,1607,2.8
POA5137,45,1950,768,300,2031,0.8,1818,2.9
POA5138,46,1863,768,280,2111,0.9,1888,2.6
POA5139,48,1733,764,225,2100,0.8,1542,2.4
POA5140,38,2019,995,450,2466,0.7,2208,2.8
POA5141,43,1916,727,330,2131,0.8,1862,2.8
POA5142,44,1833,719,330,2059,0.8,1653,2.6
POA5144,51,2000,769,236,2067,0.8,1625,2.5
POA5150,54,2246,674,0,1875,0.8,2125,2.7
POA5151,44,2167,881,305,2403,0.8,2109,2.8
POA5152,45,2000,849,390,2398,0.8,1968,2.6
POA5153,44,1733,727,300,1953,0.8,1685,2.7
POA5154,45,2000,851,400,2364,0.8,2103,2.8
POA5155,41,1660,816,358,2089,0.8,1727,2.6
POA5156,43,1733,797,320,2101,0.8,1818,2.7
POA5157,47,1625,722,200,1952,0.8,1729,2.7
POA5158,39,1582,718,340,1815,0.8,1593,2.7
POA5159,41,1561,688,330,1798,0.8,1540,2.7
POA5160,47,0,362,0,649,1,466,2
POA5161,39,1365,596,300,1395,0.8,1162,2.4
POA5162,39,1338,570,280,1368,0.8,1113,2.4
POA5163,40,1300,506,255,1214,0.8,1014,2.5
POA5164,39,1200,444,200,978,0.7,770,2.2
POA5165,40,1348,531,290,1157,0.8,957,2.2
POA5166,43,1179,505,275,1076,0.7,891,2.2
POA5167,43,1517,591,300,1459,0.8,1172,2.4
POA5168,37,1374,546,250,1312,0.7,1050,2.4
POA5169,35,1599,609,310,1453,0.8,1232,2.6
POA5170,44,1394,614,300,1439,0.7,1152,2.4
POA5171,47,1625,625,290,1654,0.8,1315,2.5
POA5172,44,1625,674,280,1714,0.8,1439,2.6
POA5173,36,1431,574,295,1315,0.8,1090,2.5
POA5174,39,1404,563,280,1331,0.8,1117,2.5
POA5201,42,1590,696,261,1706,0.8,1478,2.6
POA5202,43,1500,616,200,1437,0.8,1269,2.5
POA5203,53,1200,487,220,1260,0.7,909,2.3
POA5204,58,1083,482,250,1090,0.7,840,2
POA5210,41,1647,605,290,1443,0.8,1317,2.7
POA5211,57,1300,482,255,1074,0.7,846,2.1
POA5212,60,1200,495,250,1036,0.7,869,2.1
POA5213,47,1404,599,255,1395,0.7,1122,2.3
POA5214,58,1200,473,250,1017,0.7,813,2.1
POA5220,36,972,677,180,1406,0.7,1093,2.1
POA5221,57,867,453,180,974,0.8,762,2.1
POA5222,54,1083,497,180,1090,0.7,877,1.9
POA5223,47,1083,566,160,1259,0.7,973,2.2
POA5231,45,1767,695,290,1907,0.8,1724,2.7
POA5232,48,1500,756,135,2176,0.8,2026,2.8
POA5233,46,1625,615,260,1649,0.8,1419,2.6
POA5234,42,1630,640,270,1738,0.8,1371,2.6
POA5235,48,1300,587,220,1430,0.8,1123,2.3
POA5236,47,1300,514,238,1375,0.8,1125,2.3
POA5237,44,1083,508,193,1208,0.8,881,2.3
POA5238,53,1040,464,190,1022,0.7,804,2.1
POA5240,46,1400,662,250,1670,0.8,1483,2.6
POA5241,42,1408,639,285,1507,0.8,1275,2.6
POA5242,44,1710,708,310,1866,0.8,1561,2.6
POA5243,47,1950,749,300,2008,0.7,1617,2.5
POA5244,43,1541,658,290,1690,0.8,1394,2.6
POA5245,49,1733,645,310,1908,0.8,1488,2.5
POA5250,39,1733,749,330,2017,0.8,1787,2.8
POA5251,38,1638,646,310,1636,0.8,1315,2.5
POA5252,35,1517,708,300,1709,0.8,1476,2.7
POA5253,40,1170,517,220,1191,0.8,945,2.4
POA5254,43,1200,589,185,1413,0.8,1255,2.6
POA5255,45,1517,580,270,1417,0.8,1189,2.5
POA5256,53,1083,461,225,1090,0.7,824,2.1
POA5259,47,1083,493,100,1173,0.8,1012,2.4
POA5260,48,867,468,190,1074,0.7,798,2.2
POA5261,43,800,539,69,1402,0.8,1055,2.4
POA5262,43,867,705,100,1458,0.7,1221,2.4
POA5263,48,1000,913,25,1916,0.7,1678,2.3
POA5264,52,1000,498,150,1143,0.7,902,2.2
POA5265,42,687,507,100,1267,0.7,956,2.3
POA5266,38,997,669,100,1420,0.7,1279,2.4
POA5267,41,867,661,120,1424,0.7,1174,2.4
POA5268,42,1000,653,180,1403,0.7,1149,2.4
POA5269,46,737,515,100,1104,0.7,890,2.6
POA5270,44,1200,708,163,1625,0.8,1364,2.6
POA5271,41,1083,649,190,1416,0.8,1197,2.4
POA5272,45,780,694,85,1433,0.7,1262,2.3
POA5273,39,1000,716,0,1437,0.7,1187,2.4
POA5275,50,1040,563,163,1212,0.7,967,2.2
POA5276,52,1300,633,201,1413,0.6,1034,2
POA5277,44,867,602,160,1361,0.8,1077,2.3
POA5278,45,672,502,138,1125,0.8,968,2.5
POA5279,45,520,523,130,1179,0.7,963,2.4
POA5280,47,1000,515,150,1291,0.7,981,2.3
POA5290,40,1152,583,190,1371,0.8,1034,2.3
POA5291,42,1362,687,170,1740,0.8,1454,2.7
POA5301,47,542,520,55,1096,0.7,988,2.4
POA5302,48,823,595,118,1386,0.7,1190,2.3
POA5303,38,759,654,70,1687,0.8,1399,2.8
POA5304,45,650,605,150,1518,0.8,1125,2.2
POA5306,46,1000,493,50,1291,0.6,833,2.2
POA5307,52,686,442,130,1081,0.8,794,2.3
POA5308,43,392,594,0,1386,0.8,1218,2.6
POA5309,47,734,408,0,974,0.7,817,2.2
POA5310,47,779,585,0,1187,0.7,914,2.1
POA5311,45,563,556,100,1323,0.8,1125,2.6
POA5320,57,867,434,160,837,0.7,709,1.9
POA5321,46,709,501,140,937,0.7,809,2
POA5322,48,867,565,135,1280,0.8,1059,2.3
POA5330,47,953,519,166,1219,0.8,927,2.3
POA5331,48,1083,517,155,1183,0.8,1028,2.5
POA5332,48,780,552,160,1174,0.7,1007,2.2
POA5333,45,1083,575,189,1347,0.7,1040,2.3
POA5340,44,1109,662,150,1411,0.7,1095,2.3
POA5341,43,1081,525,175,1225,0.8,1003,2.4
POA5342,45,1129,617,188,1365,0.7,1180,2.5
POA5343,43,1083,533,185,1188,0.7,923,2.2
POA5344,45,1083,568,170,1390,0.8,1177,2.5
POA5345,48,1100,495,163,1235,0.8,909,2.2
POA5346,45,833,541,180,1391,0.8,1257,2.5
POA5350,43,1600,708,135,1985,0.8,1678,2.8
POA5351,41,1517,666,250,1688,0.8,1466,2.7
POA5352,46,1454,691,270,1706,0.8,1275,2.3
POA5353,45,1300,612,210,1481,0.8,1186,2.4
POA5354,54,650,446,130,1107,0.7,732,1.9
POA5355,42,1430,635,265,1553,0.7,1211,2.4
POA5356,43,1111,575,210,1380,0.9,1208,2.6
POA5357,52,867,459,115,1023,0.8,759,2
POA5360,40,1408,720,285,1735,0.8,1564,2.8
POA5371,37,1582,729,231,1943,0.8,1712,3
POA5372,35,1365,662,270,1632,0.8,1452,2.8
POA5373,45,1200,562,220,1341,0.7,1057,2.3
POA5374,47,990,470,180,1244,0.7,908,2.3
POA5381,52,450,445,109,1014,0.7,764,2.2
POA5400,33,1509,592,255,1610,0.8,1429,2.7
POA5401,45,1018,577,200,1292,0.8,1151,2.5
POA5410,45,1300,483,190,1239,0.7,1050,2.4
POA5411,41,975,508,245,1307,0.8,1125,2.6
POA5412,54,1083,508,200,1164,0.7,958,2.1
POA5413,50,819,495,174,1142,0.7,900,2.3
POA5414,51,730,521,127,1125,0.6,779,1.9
POA5415,53,1400,592,180,1333,0.8,1137,2.3
POA5416,42,997,543,190,1160,0.8,887,2.6
POA5417,50,823,501,155,1200,0.7,920,2.2
POA5418,45,581,491,100,1291,0.6,758,1.9
POA5419,48,497,439,100,1138,0.8,933,2.4
POA5420,46,679,762,100,1583,0.7,1218,2.6
POA5421,48,650,386,0,850,0.7,725,1.9
POA5422,53,563,431,140,912,0.7,710,2
POA5431,52,820,516,100,1350,0.7,978,2.2
POA5432,55,592,765,0,1625,0.8,1399,2.3
POA5433,51,1000,517,172,1224,0.7,910,2.1
POA5434,46,693,653,110,1350,0.8,1117,2.1
POA5440,43,200,807,0,1468,0.6,1264,2.1
POA5451,52,1300,612,210,1460,0.7,1094,2.1
POA5452,44,1408,641,223,1658,0.8,1464,2.6
POA5453,44,1333,656,220,1480,0.7,1228,2.3
POA5454,46,780,554,100,1176,0.8,1035,2.4
POA5455,32,0,668,163,1687,1.1,1437,2.9
POA5460,43,1083,538,155,1308,0.8,1157,2.5
POA5461,45,953,539,194,1330,0.7,1016,2.3
POA5462,35,1083,575,190,1316,0.8,1152,2.6
POA5464,42,780,598,114,1294,0.7,1134,2.6
POA5470,52,477,527,185,1437,0.8,922,2
POA5471,47,390,474,0,1187,0.6,1062,2.4
POA5472,50,459,419,91,933,0.6,819,2.2
POA5473,48,626,453,150,1045,0.8,841,2.3
POA5480,50,964,515,160,1294,0.7,1004,2.2
POA5481,55,693,443,120,1092,0.8,868,2.2
POA5482,52,858,581,150,1649,0.7,1035,2.2
POA5483,47,1029,609,175,1343,0.7,1059,2.3
POA5485,51,1083,508,150,1204,0.7,1033,2.4
POA5490,50,580,484,73,982,0.8,937,2.3
POA5491,47,1083,625,180,1510,0.7,1170,2.2
POA5493,51,700,365,0,866,0.6,754,2
POA5495,56,1062,466,150,1083,0.7,783,2
POA5501,41,1500,604,230,1515,0.8,1326,2.7
POA5502,42,1257,631,220,1458,0.8,1346,2.6
POA5510,48,758,608,100,1312,0.7,1107,2
