POA_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA3465,295,75,376,1252,574,52,1878,5518,842,8234
POA3467,31,0,30,153,68,9,231,662,101,996
POA3468,7,0,11,29,19,0,49,181,20,249
POA3469,7,0,8,30,26,0,54,162,28,240
POA3472,22,6,32,155,65,5,227,926,140,1289
POA3475,9,4,13,34,12,0,48,224,28,301
POA3477,12,0,12,101,48,9,158,501,58,714
POA3478,97,19,116,287,112,9,412,1541,179,2126
POA3480,84,32,114,218,111,17,341,985,221,1550
POA3482,3,0,3,22,8,0,28,94,22,142
POA3483,27,11,39,130,48,6,188,454,82,722
POA3485,3,3,5,40,14,0,54,183,28,260
POA3487,0,0,0,13,4,0,14,45,10,68
POA3488,0,0,0,16,11,0,30,54,3,93
POA3489,0,0,0,10,4,0,12,37,4,53
POA3490,64,13,83,141,76,8,219,758,131,1109
POA3491,7,0,7,21,4,0,31,62,9,97
POA3494,5,3,5,76,42,3,121,361,85,562
POA3496,117,42,162,915,389,33,1340,3060,621,5021
POA3498,75,12,95,866,334,23,1227,2645,390,4263
POA3500,707,184,900,4597,1909,212,6714,16886,2995,26591
POA3501,18,0,17,350,122,16,495,873,129,1498
POA3505,113,13,138,721,320,44,1078,2388,435,3904
POA3506,0,0,0,7,3,0,4,24,5,30
POA3507,3,3,3,16,14,0,35,77,14,122
POA3509,12,0,12,25,20,3,49,129,13,190
POA3512,6,3,8,53,22,4,82,192,34,302
POA3515,7,3,5,381,122,19,525,799,137,1455
POA3516,15,3,20,97,37,5,141,365,62,575
POA3517,56,3,57,168,92,3,257,751,181,1193
POA3518,18,8,33,132,45,5,183,765,188,1136
POA3520,6,3,9,14,11,5,27,101,27,157
POA3521,5,0,7,121,33,4,149,323,44,519
POA3522,3,0,5,48,23,0,70,182,29,287
POA3523,84,19,101,355,201,10,571,2178,416,3167
POA3525,49,18,75,155,89,8,253,751,115,1111
POA3527,44,15,58,76,50,7,138,455,89,686
POA3529,0,0,0,17,7,0,24,51,7,88
POA3530,0,0,4,18,3,0,20,72,9,106
POA3531,3,3,11,33,22,0,49,90,19,159
POA3533,35,9,39,100,33,5,141,411,96,646
POA3537,53,21,70,125,78,3,206,555,100,860
POA3540,3,0,7,25,15,3,47,179,33,257
POA3542,4,0,9,22,10,0,30,87,9,128
POA3544,4,3,4,38,19,0,57,120,27,205
POA3546,13,3,17,39,14,3,60,224,49,329
POA3549,27,35,67,453,155,16,623,1611,558,2786
POA3550,1132,312,1449,5640,2797,296,8735,21967,2917,33622
POA3551,180,24,214,5967,2025,242,8236,12688,1603,22529
POA3555,484,181,668,2919,1372,136,4434,10276,1535,16243
POA3556,190,62,258,1940,999,100,3040,6322,1142,10499
POA3557,8,0,8,149,65,4,219,354,43,615
POA3558,24,8,27,106,55,3,164,506,102,775
POA3559,5,0,6,96,35,3,127,268,45,442
POA3561,104,51,156,609,299,22,929,2362,369,3658
POA3562,0,0,0,46,17,0,67,128,30,226
POA3563,25,3,22,108,57,3,166,438,47,655
POA3564,362,97,463,2279,1015,116,3415,8300,1343,13050
POA3565,0,0,0,11,9,0,18,58,14,85
POA3566,7,3,9,78,42,4,117,270,60,444
POA3567,10,4,12,96,47,3,141,340,54,532
POA3568,115,14,130,359,194,21,569,1707,234,2508
POA3570,13,6,16,120,54,8,175,376,50,608
POA3571,4,0,4,44,12,3,60,164,38,260
POA3572,0,0,0,28,14,0,43,58,14,113
POA3573,3,0,3,55,28,0,80,142,34,260
POA3575,30,4,35,101,36,3,147,443,68,656
POA3576,0,0,0,4,12,0,18,34,9,57
POA3579,168,38,209,709,296,35,1040,2927,497,4460
POA3580,10,3,15,128,47,9,181,598,71,847
POA3581,0,0,0,28,9,0,41,92,11,141
POA3583,0,0,0,31,6,3,44,92,19,161
POA3584,9,10,20,171,70,3,245,504,155,903
POA3585,302,79,382,1609,692,70,2371,5534,1196,9100
POA3586,0,3,5,119,47,5,167,382,107,660
POA3588,3,0,3,57,28,3,89,184,16,287
POA3589,9,0,9,47,16,4,75,164,43,281
POA3590,0,0,0,67,17,0,93,147,27,262
POA3591,4,0,4,20,3,3,28,86,20,134
POA3594,3,0,7,52,21,3,74,295,84,447
POA3595,24,3,32,62,27,9,101,336,121,552
POA3596,0,0,0,18,3,0,22,38,13,70
POA3597,8,0,8,56,26,0,85,229,55,366
POA3599,0,4,4,21,5,0,18,66,25,110
POA3607,0,0,0,17,3,0,21,56,23,106
POA3608,78,14,89,295,158,6,459,1406,221,2082
POA3610,41,14,58,206,76,7,285,759,409,1452
POA3612,39,10,50,178,115,3,297,1020,192,1508
POA3614,3,0,3,142,42,13,204,434,43,680
POA3616,120,30,152,808,305,29,1141,2715,481,4341
POA3617,0,0,0,19,8,0,30,88,14,135
POA3618,7,0,7,103,50,6,164,344,51,560
POA3620,231,71,311,1233,522,41,1797,4210,780,6784
POA3621,68,10,80,378,167,15,558,1145,169,1872
POA3622,4,0,3,66,34,0,103,234,42,375
POA3623,24,3,28,98,46,6,152,508,97,762
POA3624,7,5,13,83,32,3,117,310,26,454
POA3629,170,30,201,1275,558,76,1915,4717,834,7471
POA3630,630,173,809,4717,1669,204,6593,15564,2786,24942
POA3631,188,38,226,2057,620,64,2741,5707,704,9154
POA3633,4,0,4,113,35,3,149,280,37,466
POA3634,15,3,18,305,125,19,449,864,138,1449
POA3635,3,0,3,61,40,3,105,315,25,442
POA3636,143,38,180,738,359,33,1127,2796,408,4331
POA3637,9,0,9,99,58,0,165,282,19,464
POA3638,67,18,82,305,145,13,460,1074,168,1705
POA3639,5,0,13,45,29,3,77,332,53,466
POA3640,3,0,5,180,56,4,244,476,46,764
POA3641,4,3,6,194,80,7,273,604,101,979
POA3644,209,56,270,1237,481,29,1744,4933,901,7573
POA3646,6,0,6,92,49,6,153,282,33,466
POA3647,0,0,0,3,0,0,5,27,5,40
POA3649,10,0,13,62,24,7,89,223,45,351
POA3658,57,23,80,1009,371,46,1429,3150,446,5024
POA3659,9,0,11,96,54,4,157,391,66,607
POA3660,145,77,225,895,481,30,1402,4106,901,6416
POA3662,0,0,0,270,12,7,292,427,67,786
POA3663,3,0,3,24,13,0,40,74,18,138
POA3664,13,7,18,173,96,4,275,517,88,878
POA3665,0,0,0,46,21,0,68,196,44,309
POA3666,129,60,192,558,314,24,901,2667,428,3994
POA3669,60,4,62,150,87,6,239,831,99,1172
POA3670,8,0,4,63,27,0,99,351,48,495
POA3672,396,79,485,1238,717,55,2010,5837,884,8735
POA3673,21,3,20,242,106,3,355,904,187,1444
POA3675,15,4,19,285,121,11,414,937,138,1485
POA3677,548,292,845,2631,1232,135,3998,9354,1498,14853
POA3678,73,11,86,998,450,31,1475,3201,510,5183
POA3682,11,0,12,101,39,7,144,271,58,476
POA3683,24,6,29,245,121,11,383,933,160,1466
POA3685,70,16,86,394,195,19,604,1456,190,2250
POA3687,15,3,17,175,70,10,260,583,70,910
POA3688,11,3,12,228,98,7,337,574,71,980
POA3690,502,94,610,5480,2234,263,7977,16562,2187,26726
POA3691,150,18,174,1747,590,61,2389,4686,573,7650
POA3694,0,0,0,3,0,0,4,63,22,90
POA3695,5,0,5,80,39,0,120,238,17,378
POA3697,14,3,16,68,31,9,109,348,30,487
POA3698,7,4,17,116,51,10,179,495,57,731
POA3699,30,6,27,156,65,7,231,576,116,923
POA3700,51,4,57,180,83,8,270,726,97,1090
POA3701,16,0,16,152,79,5,231,568,86,893
POA3704,0,0,0,0,3,0,0,22,0,20
POA3705,0,3,3,36,16,0,50,140,26,206
POA3707,68,23,90,240,105,12,349,1005,183,1541
POA3708,3,0,3,3,5,0,9,37,4,52
POA3709,6,3,8,24,21,3,46,189,27,264
POA3711,7,0,9,59,25,4,86,287,43,421
POA3712,9,3,7,23,22,4,47,227,41,312
POA3713,44,9,53,85,40,0,125,669,133,933
POA3714,118,21,140,474,221,23,720,1954,324,2994
POA3715,4,0,3,36,17,0,57,173,35,266
POA3717,54,15,64,333,205,12,556,1421,245,2219
POA3718,5,0,6,3,10,3,11,46,6,70
POA3719,4,0,4,39,24,3,65,225,29,330
POA3720,3,4,9,63,26,6,90,326,72,487
POA3722,142,21,171,773,336,43,1152,2529,375,4049
POA3723,20,10,29,350,139,21,506,1680,331,2520
POA3725,9,3,11,82,46,6,129,322,62,517
POA3726,10,0,10,48,14,0,68,228,37,339
POA3727,3,0,3,43,16,4,58,164,42,265
POA3728,9,3,12,75,40,0,123,346,68,534
POA3730,282,98,383,1173,557,60,1787,4590,945,7318
POA3732,13,3,12,87,36,3,124,320,44,486
POA3733,0,0,0,29,5,0,38,120,22,175
POA3735,11,5,20,92,45,3,137,320,47,510
POA3737,137,36,177,533,254,22,813,2500,354,3666
POA3738,0,0,0,27,16,3,41,118,21,183
POA3739,0,0,0,25,10,3,37,114,21,172
POA3740,13,5,13,166,45,3,217,581,88,884
POA3741,84,26,108,363,150,36,551,1726,355,2634
POA3744,4,0,7,86,21,8,112,226,26,367
POA3746,3,3,8,53,30,0,84,217,34,338
POA3747,93,21,120,626,286,29,937,2410,530,3877
POA3749,64,5,71,290,121,23,428,1024,92,1545
POA3750,14,4,20,2215,350,38,2606,3418,565,6585
POA3751,0,0,6,30,20,0,52,157,36,236
POA3752,296,16,323,5173,1048,121,6343,11075,890,18311
POA3753,3,0,3,523,113,15,649,913,148,1701
POA3754,82,16,109,9421,1987,326,11735,13821,1568,27121
POA3755,3,0,3,36,22,0,53,156,12,218
POA3756,54,9,62,2341,640,71,3050,5168,917,9136
POA3757,150,18,169,1583,591,63,2244,4201,652,7098
POA3758,10,0,8,406,164,21,587,998,124,1710
POA3759,11,0,16,156,75,7,242,564,77,882
POA3760,0,0,0,60,18,9,83,205,27,307
POA3761,8,0,8,195,99,9,304,592,103,994
POA3762,5,0,8,15,8,0,22,73,26,120
POA3763,4,0,6,250,84,12,343,794,111,1247
POA3764,153,27,175,1551,530,52,2137,4485,676,7301
POA3765,206,36,244,1151,519,69,1739,3432,324,5495
POA3766,8,0,11,233,91,10,332,610,51,992
POA3767,26,7,29,181,102,17,297,668,67,1033
POA3770,28,7,35,549,247,29,826,1594,182,2601
POA3775,37,3,39,641,266,31,936,1905,268,3118
POA3777,215,29,249,1656,742,89,2492,5508,790,8785
POA3778,0,0,0,29,12,0,43,110,15,170
POA3779,3,3,3,39,33,0,74,242,38,351
POA3781,25,6,30,858,279,51,1189,1965,312,3463
POA3782,106,21,131,1352,545,69,1970,3970,405,6344
POA3783,22,3,24,450,135,14,606,1094,151,1852
POA3785,0,0,0,11,6,0,17,37,11,65
POA3786,14,0,18,243,81,17,334,803,104,1250
POA3787,13,0,14,178,67,6,249,546,69,864
POA3788,15,0,16,284,138,16,446,894,81,1424
POA3789,4,0,4,34,32,4,67,144,11,229
POA3791,5,0,4,244,100,19,363,735,74,1172
POA3792,9,0,9,190,91,12,291,502,61,853
POA3793,58,7,67,625,258,36,921,1767,169,2850
POA3795,24,3,34,212,73,16,298,644,72,1017
POA3796,75,16,95,1749,723,102,2569,4724,453,7752
POA3797,80,14,90,561,209,25,796,1776,292,2867
POA3799,81,13,98,872,387,53,1312,2966,473,4753
POA3800,0,0,0,7,42,0,48,2022,140,2204
POA3802,267,34,303,3816,1386,92,5304,13374,1168,19853
POA3803,196,15,213,1665,576,43,2286,5894,558,8735
POA3804,154,12,168,1235,514,33,1784,4444,416,6644
POA3805,405,47,457,10754,2929,336,14012,27647,2437,44099
POA3806,703,107,815,9806,2783,337,12921,22800,1889,37615
POA3807,34,12,51,1358,403,46,1804,3505,290,5604
POA3808,37,0,38,588,210,20,820,1411,154,2384
POA3809,15,5,16,1631,381,41,2049,3172,281,5502
POA3810,513,104,630,9816,2602,450,12866,20417,2627,35914
POA3812,28,6,33,351,169,12,539,1228,125,1898
POA3813,7,0,8,124,60,9,190,456,81,727
POA3814,20,8,29,383,156,19,563,1046,166,1773
POA3815,51,6,61,509,201,25,739,1448,212,2392
POA3816,25,3,29,476,184,14,673,1266,199,2135
POA3818,304,53,366,2260,962,138,3356,6944,1037,11348
POA3820,297,120,424,2476,1124,108,3714,8250,1076,13037
POA3821,25,5,31,497,198,24,713,1402,219,2336
POA3822,9,0,11,161,66,4,227,471,67,770
POA3823,15,3,20,272,180,14,465,926,132,1524
POA3824,105,33,145,773,367,55,1196,2417,404,4016
POA3825,487,98,592,2832,1401,140,4370,10844,1678,16893
POA3831,28,10,46,240,104,15,362,903,147,1408
POA3832,4,3,3,21,19,3,47,131,37,216
POA3833,5,0,4,36,24,3,56,179,31,272
POA3835,5,0,6,75,36,3,109,241,26,379
POA3840,395,72,465,2034,1024,102,3160,8881,1621,13660
POA3842,41,4,48,636,329,50,1012,2494,438,3946
POA3844,437,190,639,4799,1938,221,6954,14045,2322,23326
POA3847,25,4,24,347,137,11,493,1124,174,1794
POA3850,375,70,455,2306,920,141,3372,7413,1162,11951
POA3851,43,17,60,667,297,35,990,2598,1281,4869
POA3852,0,0,0,4,4,0,7,73,6,83
POA3854,6,0,7,267,97,13,379,660,53,1088
POA3856,3,0,3,186,73,9,265,449,56,768
POA3857,4,0,4,54,43,0,99,190,21,304
POA3858,81,8,91,463,191,29,677,1534,238,2450
POA3859,10,0,9,125,50,7,174,445,58,677
POA3860,138,26,167,1065,503,42,1610,3700,531,5837
POA3862,33,8,38,491,229,19,746,1562,249,2554
POA3864,3,0,3,29,10,0,39,124,13,178
POA3865,4,4,7,62,27,3,92,242,38,367
POA3869,13,3,21,253,133,21,404,823,92,1325
POA3870,15,11,19,159,98,14,271,699,95,1068
POA3871,55,13,64,444,199,19,666,1476,244,2384
POA3873,0,0,0,55,37,6,93,144,28,266
POA3874,11,0,10,60,34,3,99,356,35,494
POA3875,430,165,597,2596,1106,112,3813,9639,1854,15311
POA3878,22,5,28,134,60,5,199,682,76,961
POA3880,152,45,205,383,214,14,614,2600,384,3595
POA3882,12,4,19,159,71,9,231,614,81,925
POA3885,12,10,20,285,110,13,409,993,140,1545
POA3886,0,0,0,57,28,6,84,197,27,306
POA3887,3,0,3,36,23,0,62,210,33,298
POA3888,97,22,117,423,215,17,655,1855,348,2850
POA3889,3,0,3,18,0,0,14,118,25,160
POA3890,0,0,0,41,9,0,48,184,40,274
POA3891,5,0,3,4,6,0,5,84,10,104
POA3892,27,10,39,122,52,0,177,674,80,936
POA3893,0,0,0,4,0,0,4,12,0,16
POA3895,5,0,7,21,3,0,22,131,15,163
POA3896,7,0,6,53,28,0,85,201,51,331
POA3898,7,0,7,99,33,5,132,387,117,639
POA3900,3,0,3,17,8,0,22,93,12,128
POA3902,3,0,4,59,17,3,84,240,26,352
POA3903,7,3,12,95,38,10,142,412,77,634
POA3904,21,4,26,142,91,8,237,904,116,1259
POA3909,160,106,270,960,485,41,1486,4374,869,6726
POA3910,172,32,214,4143,1605,208,5956,11148,1077,18173
POA3911,24,6,34,557,235,19,811,1792,224,2823
POA3912,244,52,305,2548,1137,129,3815,7668,834,12317
POA3913,32,6,38,559,292,29,888,1708,157,2750
POA3915,155,44,199,1573,642,56,2278,4989,809,8076
POA3916,50,6,60,127,83,3,206,526,90,825
POA3918,39,9,47,673,278,27,974,1767,234,2972
POA3919,17,5,18,548,243,29,819,1533,178,2536
POA3920,0,0,0,85,9,3,103,841,28,968
POA3921,0,0,0,14,11,0,29,58,10,96
POA3922,272,58,341,1059,542,58,1661,4206,634,6505
POA3923,5,7,12,56,37,0,94,330,27,456
POA3925,74,10,89,576,213,28,817,1744,224,2781
POA3926,57,18,75,530,305,25,858,1560,265,2683
POA3927,41,3,45,245,132,21,394,872,138,1395
POA3928,3,0,6,53,34,0,86,248,27,352
POA3929,22,3,26,116,81,7,201,523,62,790
POA3930,383,52,443,3388,1285,142,4814,8507,790,14109
POA3931,873,112,998,3600,1860,172,5628,13023,1508,20165
POA3933,13,3,13,156,77,4,238,574,109,923
POA3934,465,64,535,3620,1262,167,5053,8662,866,14578
POA3936,246,126,374,1497,862,82,2443,6194,795,9434
POA3937,30,5,32,250,105,10,361,780,121,1262
POA3938,72,14,86,359,276,12,641,1607,183,2431
POA3939,493,138,638,1970,1040,82,3094,8030,1181,12306
POA3940,498,147,642,527,226,15,771,3022,542,4335
POA3941,227,75,307,1903,797,78,2779,6280,988,10049
POA3942,63,25,85,231,214,9,452,1349,251,2054
POA3943,70,12,85,119,211,3,334,985,161,1481
POA3944,16,4,26,23,89,0,114,328,42,481
POA3945,13,0,10,144,81,0,223,529,59,813
POA3946,11,0,11,17,15,5,42,120,18,176
POA3950,160,26,192,699,307,26,1035,2519,356,3912
POA3951,9,0,11,159,82,3,245,482,79,810
POA3953,194,37,237,1243,538,51,1834,3843,601,6277
POA3954,3,0,3,57,38,0,100,211,27,333
POA3956,29,10,43,344,174,21,542,1440,415,2398
POA3957,0,0,0,61,18,0,77,123,13,219
POA3958,0,0,3,49,20,0,62,135,25,227
POA3959,16,4,29,155,80,14,247,584,93,927
POA3960,119,18,143,273,152,19,445,1494,204,2139
POA3962,19,8,19,108,85,13,200,512,83,792
POA3964,0,0,0,17,11,0,27,81,7,117
POA3965,3,3,9,11,12,3,21,141,33,194
POA3966,4,0,6,60,34,0,98,317,29,442
POA3967,3,3,3,17,16,0,32,59,11,109
POA3971,107,47,152,478,241,17,735,2325,390,3453
POA3975,153,3,163,3506,620,83,4211,6194,729,11138
POA3976,139,23,166,4466,1073,94,5631,12431,1709,19773
POA3977,680,205,901,19175,4679,673,24529,41014,5075,70623
POA3978,27,6,34,2433,495,78,3006,4328,503,7842
POA3979,3,0,3,56,19,0,80,143,22,241
POA3980,22,3,31,595,203,27,828,1566,261,2646
POA3981,80,20,105,855,272,29,1155,2304,430,3886
POA3984,68,27,95,692,353,25,1074,2893,426,4395
POA3987,13,0,13,269,101,15,384,706,100,1189
POA3988,17,3,22,141,77,8,221,516,69,814
POA3990,0,0,0,6,11,0,21,68,10,97
POA3991,3,0,3,38,19,5,59,224,30,314
POA3992,4,3,9,161,81,5,239,484,62,783
POA3995,283,103,391,1424,622,70,2120,5368,1001,8486
POA3996,186,39,227,764,418,47,1236,2965,420,4619
POA4000,53,15,72,1086,511,24,1628,12299,1724,15650
POA4005,192,189,385,1588,841,53,2478,11467,2468,16415
POA4006,82,19,111,951,518,22,1494,10208,2082,13781
POA4007,144,63,213,1693,695,52,2443,7507,1164,11117
POA4008,7,0,7,31,10,0,41,180,118,340
POA4009,0,0,0,0,0,0,0,0,0,0
POA4010,45,11,61,263,85,11,360,1484,206,2050
POA4011,216,49,269,2381,771,87,3238,8510,901,12651
POA4012,331,120,459,3682,886,116,4687,12262,1260,18205
POA4013,43,8,46,757,216,28,1004,2550,256,3815
POA4014,194,141,337,2157,650,81,2886,5999,749,9633
POA4017,704,89,803,6551,2304,300,9152,18765,1795,29706
POA4018,314,44,361,2107,590,55,2751,6582,602,9935
POA4019,376,115,498,2968,1306,156,4425,11045,1249,16719
POA4020,542,184,733,2782,1639,139,4563,12588,1764,18911
POA4021,185,122,310,1458,667,72,2201,5002,705,7903
POA4022,324,73,394,1085,425,64,1581,3734,454,5765
POA4025,0,0,0,18,10,0,28,230,91,345
POA4029,0,5,9,0,0,0,0,14,61,71
POA4030,189,46,240,2527,671,88,3287,9686,985,13967
POA4031,233,30,263,2484,609,86,3184,7080,758,11021
POA4032,415,327,743,2289,792,77,3148,9027,1269,13444
POA4034,1143,199,1364,7272,2748,237,10254,24204,2216,36675
POA4035,358,100,468,4493,1690,172,6354,12180,871,19405
POA4036,87,13,102,1217,398,56,1672,3225,260,5156
POA4037,22,0,28,1753,422,82,2253,3546,240,6041
POA4051,333,93,433,4834,1240,175,6240,14741,1434,22414
POA4053,816,86,922,7972,2654,335,10962,22768,1836,35564
POA4054,261,42,304,2505,897,109,3519,6771,505,10795
POA4055,218,62,283,4308,1448,209,5964,9287,615,15867
POA4059,106,46,153,1745,470,64,2286,8370,1002,11660
POA4060,152,19,176,2512,645,120,3286,6309,574,10174
POA4061,224,48,279,3302,1188,142,4627,7897,614,13136
POA4064,94,9,107,1545,517,63,2126,6459,655,9243
POA4065,147,18,165,1939,455,85,2473,4514,378,7367
POA4066,120,19,136,1929,722,56,2701,10862,1213,14774
POA4067,101,16,126,1070,464,26,1559,7073,724,9360
POA4068,367,77,451,3407,1157,96,4654,14356,1181,20193
POA4069,556,261,825,6334,2163,249,8740,16611,1440,26789
POA4070,96,14,115,2374,678,94,3148,5428,377,8956
POA4072,0,0,0,4,69,0,73,2024,43,2147
POA4073,80,188,272,1882,516,71,2467,4148,548,7165
POA4074,242,62,312,4406,1692,175,6274,12030,817,19118
POA4075,404,162,574,4390,1315,193,5898,11294,1315,18506
POA4076,56,21,70,794,207,27,1024,2691,3443,7158
POA4077,418,105,527,4670,1418,125,6213,14849,2727,23780
POA4078,132,86,214,4843,1443,185,6469,12277,1246,19994
POA4101,223,36,260,2607,932,90,3630,14542,2071,20241
POA4102,74,6,82,854,275,51,1183,4901,725,6805
POA4103,156,14,168,1824,547,74,2453,9142,939,12524
POA4104,184,24,208,934,327,27,1287,3854,488,5627
POA4105,176,23,197,2264,631,77,2970,7318,769,11052
POA4106,58,0,62,227,62,14,300,914,131,1338
POA4107,170,15,190,1131,275,42,1457,3309,339,5101
POA4108,66,11,82,835,271,22,1128,3552,434,5118
POA4109,697,142,857,5421,2122,129,7671,22471,1929,32068
POA4110,105,44,148,1749,581,70,2406,5445,784,8639
POA4111,5,0,9,120,60,13,199,777,84,1056
POA4112,42,5,45,1569,437,50,2060,3829,263,6152
POA4113,356,32,399,5208,1453,133,6800,16554,1256,24612
POA4114,207,85,295,4141,1486,164,5785,14001,2336,22122
POA4115,265,36,301,3787,1212,103,5111,9385,646,15142
POA4116,202,10,209,5108,1289,108,6505,12863,1051,20417
POA4117,3,0,3,314,80,14,405,532,71,1007
POA4118,247,14,261,5606,1887,233,7724,14267,1492,23481
POA4119,20,0,26,1307,364,38,1707,2885,273,4868
POA4120,108,21,130,1303,380,46,1738,5471,545,7746
POA4121,537,57,599,4901,1252,197,6347,12475,1103,19924
POA4122,904,143,1053,7403,2479,241,10122,23540,2183,35842
POA4123,184,21,213,3549,1235,145,4928,8877,763,14566
POA4124,234,27,264,3799,1204,151,5153,9001,869,15024
POA4125,105,32,135,1009,479,58,1548,3959,475,5976
POA4127,323,26,357,4333,1799,205,6340,13065,1432,20837
POA4128,82,9,101,2935,1184,141,4254,8184,837,13274
POA4129,24,7,26,1276,416,58,1749,2813,265,4831
POA4130,97,12,104,1437,649,55,2143,4369,368,6880
POA4131,44,10,52,1695,650,69,2416,4763,906,8082
POA4132,83,23,111,4568,1379,214,6154,10493,2048,18696
POA4133,242,41,279,3071,1027,124,4229,8387,1226,13839
POA4151,298,43,340,2545,823,83,3450,9356,940,13743
POA4152,916,131,1056,7941,2575,279,10795,23673,1952,36419
POA4153,32,12,40,835,274,36,1148,2202,135,3482
POA4154,42,6,47,2732,557,97,3388,4099,363,7852
POA4155,20,3,25,241,105,4,348,733,81,1167
POA4156,19,0,16,621,231,28,878,1484,104,2465
POA4157,252,37,288,3240,1406,133,4779,9988,723,15490
POA4158,34,13,49,647,240,27,919,1956,201,3077
POA4159,190,224,413,2485,1091,123,3700,7242,836,11775
POA4160,352,36,384,3150,1320,147,4618,9453,656,14729
POA4161,231,43,275,2831,1212,121,4167,8163,665,12995
POA4163,374,161,544,1974,1124,65,3163,8520,1019,12699
POA4164,256,29,288,2793,960,135,3886,7221,514,11627
POA4165,736,174,908,6740,2310,296,9345,18001,1768,29115
POA4169,218,20,238,1224,661,54,1932,9743,1154,12834
POA4170,270,49,322,4384,1075,162,5621,12802,1534,19961
POA4171,154,33,190,3017,745,90,3850,7799,987,12640
POA4172,30,3,34,822,221,30,1075,2104,260,3439
POA4173,73,5,79,1419,546,49,2015,4327,392,6732
POA4174,15,3,22,461,117,28,601,1144,114,1863
POA4178,552,161,726,4408,1546,188,6146,12893,1485,20519
POA4179,403,45,452,3505,1260,165,4928,9569,930,15430
POA4183,29,6,39,238,149,10,393,1143,218,1759
POA4184,77,14,90,558,375,34,969,4646,534,6153
POA4205,348,49,402,693,299,45,1037,3070,432,4542
POA4207,550,104,658,9302,3518,460,13282,26314,3582,43171
POA4208,91,16,119,4340,1073,173,5584,8089,1033,14707
POA4209,165,70,236,11416,2415,480,14308,18721,2925,35948
POA4210,96,15,114,4001,1088,138,5228,8587,1151,14970
POA4211,701,231,945,11128,3445,462,15032,29534,3786,48354
POA4212,460,150,615,4481,1643,153,6274,14891,2136,23299
POA4213,282,155,436,5606,1708,240,7550,13479,1727,22762
POA4214,597,264,854,6109,2036,224,8371,19951,2430,30744
POA4215,1204,305,1510,5952,2170,205,8324,30400,4977,43708
POA4216,990,242,1233,4866,2216,184,7274,21979,2976,32226
POA4217,601,177,785,4646,1836,129,6617,24330,5180,36129
POA4218,607,106,719,4413,1664,133,6211,18487,2759,27460
POA4220,748,158,911,4893,1812,182,6882,17000,2275,26158
POA4221,609,109,720,4550,1604,165,6316,14004,1687,22006
POA4222,0,0,0,0,0,0,0,0,0,0
POA4223,317,40,365,2339,854,101,3299,7230,749,11278
POA4224,176,46,225,1000,347,34,1375,3536,603,5511
POA4225,252,68,323,695,431,21,1145,4874,1064,7082
POA4226,521,459,982,5308,1787,161,7250,17120,2282,26652
POA4227,124,187,311,4155,1039,174,5367,10443,1327,17133
POA4228,113,25,140,978,303,34,1321,2599,328,4250
POA4229,0,0,0,0,8,0,8,315,57,379
POA4230,42,5,49,201,108,5,309,1061,117,1487
POA4270,15,5,23,684,274,19,980,1852,344,3174
POA4271,42,14,54,429,200,40,668,1464,223,2366
POA4272,99,18,123,631,300,45,980,2457,405,3843
POA4275,24,3,26,548,184,36,767,1710,303,2782
POA4280,74,10,91,3262,1077,116,4458,7553,872,12889
POA4285,311,42,355,3362,1143,146,4645,9696,1553,15895
POA4287,12,0,10,90,54,3,142,369,184,697
POA4300,200,39,240,11516,3133,474,15114,23057,3102,41274
POA4301,125,18,143,5369,1601,279,7249,11371,1643,20267
POA4303,114,25,141,471,249,30,749,1901,431,3082
POA4304,247,48,291,2620,1119,119,3867,8757,1278,13902
POA4305,1001,167,1176,10507,3958,530,14994,29796,3922,48712
POA4306,203,40,244,6575,2251,282,9102,16763,2244,28109
POA4307,7,6,10,248,125,13,390,762,106,1259
POA4309,28,4,33,469,200,26,694,1433,264,2381
POA4310,169,29,202,779,353,39,1170,3226,385,4782
POA4311,86,18,110,1541,625,85,2253,5088,992,8335
POA4312,26,11,36,313,176,5,498,1543,213,2261
POA4313,60,11,73,279,136,20,435,1312,176,1921
POA4340,113,12,131,801,366,36,1195,2716,468,4381
POA4341,199,43,241,2276,837,134,3246,7150,1117,11515
POA4342,13,7,22,329,144,14,486,1366,286,2144
POA4343,174,54,224,1493,574,62,2133,5874,1343,9350
POA4344,38,11,50,435,173,8,615,1215,238,2067
POA4345,0,0,0,7,12,0,19,283,19,323
POA4346,10,0,12,166,62,7,235,411,56,696
POA4347,7,5,12,173,78,4,250,612,103,967
POA4350,2108,786,2917,16306,6462,766,23531,54887,7674,86097
POA4352,201,34,241,5396,1673,229,7304,12932,1440,21676
POA4353,0,0,0,59,17,0,73,146,10,232
POA4354,15,0,17,187,57,9,253,605,82,942
POA4355,75,25,98,349,151,35,532,1475,178,2182
POA4356,139,86,223,810,318,49,1172,2427,487,4086
POA4357,27,34,62,370,93,17,477,1248,390,2114
POA4358,10,3,10,425,127,10,561,988,177,1733
POA4359,5,0,8,200,69,13,282,633,96,1015
POA4360,0,0,0,94,50,10,154,292,31,474
