LGA_NAME16	Age	MaritalStatus	Sex	responses
Charters Towers (R)	45-54	Divorced	F	126
Charters Towers (R)	45-54	Divorced	M	79
Charters Towers (R)	45-54	Married	F	473
Charters Towers (R)	45-54	Married	M	411
Charters Towers (R)	45-54	Separated	F	58
Charters Towers (R)	45-54	Separated	M	34
Charters Towers (R)	45-54	Widowed	F	18
Charters Towers (R)	45-54	Widowed	M	8
Charters Towers (R)	55-64	Divorced	F	134
Charters Towers (R)	55-64	Divorced	M	125
Charters Towers (R)	55-64	Married	F	460
Charters Towers (R)	55-64	Married	M	498
Charters Towers (R)	55-64	Separated	F	29
Charters Towers (R)	55-64	Separated	M	33
Charters Towers (R)	55-64	Widowed	F	70
Charters Towers (R)	55-64	Widowed	M	15
Charters Towers (R)	65-74	Divorced	F	83
Charters Towers (R)	65-74	Divorced	M	116
Charters Towers (R)	65-74	Married	F	387
Charters Towers (R)	65-74	Married	M	415
Charters Towers (R)	65-74	Separated	F	26
Charters Towers (R)	65-74	Separated	M	28
Charters Towers (R)	65-74	Widowed	F	117
Charters Towers (R)	65-74	Widowed	M	44
Charters Towers (R)	75-84	Divorced	F	31
Charters Towers (R)	75-84	Divorced	M	50
Charters Towers (R)	75-84	Married	F	142
Charters Towers (R)	75-84	Married	M	213
Charters Towers (R)	75-84	Separated	F	11
Charters Towers (R)	75-84	Separated	M	19
Charters Towers (R)	75-84	Widowed	F	149
Charters Towers (R)	75-84	Widowed	M	35
Charters Towers (R)	85+	Divorced	M	10
Charters Towers (R)	85+	Married	F	15
Charters Towers (R)	85+	Married	M	36
Charters Towers (R)	85+	Widowed	F	99
Charters Towers (R)	85+	Widowed	M	29
Cherbourg (S)	25-34	Married	F	4
Cherbourg (S)	25-34	Married	M	3
Cherbourg (S)	35-44	Married	F	10
Cherbourg (S)	35-44	Married	M	10
Cherbourg (S)	45-54	Divorced	F	5
Cherbourg (S)	45-54	Married	F	8
Cherbourg (S)	45-54	Married	M	9
Cherbourg (S)	55-64	Married	F	8
Cherbourg (S)	55-64	Married	M	14
Cherbourg (S)	55-64	Widowed	F	3
Cherbourg (S)	65-74	Divorced	F	3
Cherbourg (S)	65-74	Married	F	4
Cherbourg (S)	65-74	Married	M	3
Cherbourg (S)	65-74	Widowed	F	8
Cherbourg (S)	75-84	Widowed	F	5
Cherbourg (S)	85+	Widowed	F	5
Cloncurry (S)	20-24	Married	F	10
Cloncurry (S)	20-24	Married	M	4
Cloncurry (S)	25-34	Divorced	M	3
Cloncurry (S)	25-34	Married	F	77
Cloncurry (S)	25-34	Married	M	104
Cloncurry (S)	25-34	Separated	F	3
Cloncurry (S)	25-34	Separated	M	3
Cloncurry (S)	25-34	Widowed	F	6
Cloncurry (S)	25-34	Widowed	M	6
Cloncurry (S)	35-44	Divorced	F	4
Cloncurry (S)	35-44	Divorced	M	7
Cloncurry (S)	35-44	Married	F	85
Cloncurry (S)	35-44	Married	M	139
Cloncurry (S)	35-44	Separated	F	5
Cloncurry (S)	35-44	Separated	M	4
Cloncurry (S)	35-44	Widowed	F	7
Cloncurry (S)	45-54	Divorced	F	24
Cloncurry (S)	45-54	Divorced	M	36
Cloncurry (S)	45-54	Married	F	99
Cloncurry (S)	45-54	Married	M	117
Cloncurry (S)	45-54	Separated	F	11
Cloncurry (S)	45-54	Separated	M	21
Cloncurry (S)	55-64	Divorced	F	24
Cloncurry (S)	55-64	Divorced	M	28
Cloncurry (S)	55-64	Married	F	92
Cloncurry (S)	55-64	Married	M	127
Cloncurry (S)	55-64	Separated	F	17
Cloncurry (S)	55-64	Separated	M	11
Cloncurry (S)	55-64	Widowed	F	8
Cloncurry (S)	55-64	Widowed	M	9
Cloncurry (S)	65-74	Divorced	F	7
Cloncurry (S)	65-74	Divorced	M	24
Cloncurry (S)	65-74	Married	F	48
Cloncurry (S)	65-74	Married	M	71
Cloncurry (S)	65-74	Separated	F	3
Cloncurry (S)	65-74	Separated	M	13
Cloncurry (S)	65-74	Widowed	F	17
Cloncurry (S)	65-74	Widowed	M	8
Cloncurry (S)	75-84	Divorced	F	5
Cloncurry (S)	75-84	Divorced	M	3
Cloncurry (S)	75-84	Married	F	10
Cloncurry (S)	75-84	Married	M	13
Cloncurry (S)	75-84	Separated	M	3
Cloncurry (S)	75-84	Widowed	F	17
Cloncurry (S)	75-84	Widowed	M	12
Cloncurry (S)	85+	Married	M	5
Cloncurry (S)	85+	Widowed	F	7
Cloncurry (S)	85+	Widowed	M	4
Cook (S)	20-24	Married	F	7
Cook (S)	20-24	Married	M	4
Cook (S)	25-34	Divorced	F	7
Cook (S)	25-34	Married	F	71
Cook (S)	25-34	Married	M	46
Cook (S)	25-34	Separated	F	6
Cook (S)	25-34	Separated	M	7
Cook (S)	35-44	Divorced	F	7
Cook (S)	35-44	Divorced	M	17
Cook (S)	35-44	Married	F	94
Cook (S)	35-44	Married	M	96
Cook (S)	35-44	Separated	F	10
Cook (S)	35-44	Separated	M	7
Cook (S)	45-54	Divorced	F	37
Cook (S)	45-54	Divorced	M	42
Cook (S)	45-54	Married	F	105
Cook (S)	45-54	Married	M	118
Cook (S)	45-54	Separated	F	23
Cook (S)	45-54	Separated	M	21
Cook (S)	45-54	Widowed	F	6
Cook (S)	45-54	Widowed	M	6
Cook (S)	55-64	Divorced	F	61
Cook (S)	55-64	Divorced	M	68
Cook (S)	55-64	Married	F	166
Cook (S)	55-64	Married	M	147
Cook (S)	55-64	Separated	F	25
Cook (S)	55-64	Separated	M	17
Cook (S)	55-64	Widowed	F	22
Cook (S)	55-64	Widowed	M	6
Cook (S)	65-74	Divorced	F	30
Cook (S)	65-74	Divorced	M	92
Cook (S)	65-74	Married	F	106
Cook (S)	65-74	Married	M	149
Cook (S)	65-74	Separated	F	6
Cook (S)	65-74	Separated	M	18
Cook (S)	65-74	Widowed	F	19
Cook (S)	65-74	Widowed	M	15
Cook (S)	75-84	Divorced	F	5
Cook (S)	75-84	Divorced	M	14
Cook (S)	75-84	Married	F	17
Cook (S)	75-84	Married	M	37
Cook (S)	75-84	Separated	M	5
Cook (S)	75-84	Widowed	F	25
Cook (S)	75-84	Widowed	M	13
Cook (S)	85+	Divorced	F	3
Cook (S)	85+	Married	F	3
Cook (S)	85+	Widowed	F	12
Croydon (S)	25-34	Married	F	3
Croydon (S)	25-34	Married	M	3
Croydon (S)	35-44	Divorced	M	4
Croydon (S)	35-44	Married	F	15
Croydon (S)	35-44	Married	M	7
Croydon (S)	35-44	Separated	F	5
Croydon (S)	45-54	Divorced	M	4
Croydon (S)	45-54	Married	F	11
Croydon (S)	45-54	Married	M	15
Croydon (S)	45-54	Widowed	F	4
Croydon (S)	55-64	Divorced	M	11
Croydon (S)	55-64	Married	F	7
Croydon (S)	55-64	Married	M	9
Croydon (S)	55-64	Separated	F	3
Croydon (S)	55-64	Widowed	M	3
Croydon (S)	65-74	Divorced	M	3
Croydon (S)	65-74	Married	F	3
Croydon (S)	65-74	Married	M	4
Croydon (S)	75-84	Married	F	3
Croydon (S)	75-84	Married	M	3
Diamantina (S)	25-34	Married	F	9
Diamantina (S)	25-34	Married	M	9
Diamantina (S)	35-44	Married	F	11
Diamantina (S)	35-44	Married	M	11
Diamantina (S)	35-44	Separated	F	3
Diamantina (S)	45-54	Divorced	M	3
Diamantina (S)	45-54	Married	F	10
Diamantina (S)	45-54	Married	M	13
Diamantina (S)	55-64	Divorced	F	3
Diamantina (S)	55-64	Married	F	13
Diamantina (S)	55-64	Married	M	15
Diamantina (S)	55-64	Widowed	F	3
Diamantina (S)	65-74	Divorced	M	3
Diamantina (S)	65-74	Married	M	5
Doomadgee (S)	25-34	Married	F	10
Doomadgee (S)	25-34	Married	M	13
Doomadgee (S)	35-44	Divorced	M	5
Doomadgee (S)	35-44	Married	F	20
Doomadgee (S)	35-44	Married	M	23
Doomadgee (S)	45-54	Divorced	F	3
Doomadgee (S)	45-54	Married	F	30
Doomadgee (S)	45-54	Married	M	15
Doomadgee (S)	45-54	Separated	M	4
Doomadgee (S)	45-54	Widowed	F	4
Doomadgee (S)	55-64	Divorced	M	4
Doomadgee (S)	55-64	Married	F	19
Doomadgee (S)	55-64	Married	M	21
Doomadgee (S)	55-64	Widowed	F	9
Doomadgee (S)	65-74	Married	M	7
Doomadgee (S)	65-74	Widowed	F	3
Doomadgee (S)	65-74	Widowed	M	6
Doomadgee (S)	75-84	Widowed	F	5
Doomadgee (S)	75-84	Widowed	M	4
Douglas (S)	20-24	Divorced	M	3
Douglas (S)	20-24	Married	F	9
Douglas (S)	20-24	Married	M	3
Douglas (S)	25-34	Divorced	F	21
Douglas (S)	25-34	Divorced	M	6
Douglas (S)	25-34	Married	F	229
Douglas (S)	25-34	Married	M	165
Douglas (S)	25-34	Separated	F	19
Douglas (S)	25-34	Separated	M	12
Douglas (S)	25-34	Widowed	F	5
Douglas (S)	35-44	Divorced	F	66
Douglas (S)	35-44	Divorced	M	58
Douglas (S)	35-44	Married	F	393
Douglas (S)	35-44	Married	M	328
Douglas (S)	35-44	Separated	F	46
Douglas (S)	35-44	Separated	M	24
Douglas (S)	35-44	Widowed	F	3
Douglas (S)	35-44	Widowed	M	4
Douglas (S)	45-54	Divorced	F	157
Douglas (S)	45-54	Divorced	M	101
Douglas (S)	45-54	Married	F	452
Douglas (S)	45-54	Married	M	443
Douglas (S)	45-54	Separated	F	50
Douglas (S)	45-54	Separated	M	41
Douglas (S)	45-54	Widowed	F	17
Douglas (S)	45-54	Widowed	M	8
Douglas (S)	55-64	Divorced	F	189
Douglas (S)	55-64	Divorced	M	212
Douglas (S)	55-64	Married	F	490
Douglas (S)	55-64	Married	M	493
Douglas (S)	55-64	Separated	F	41
Douglas (S)	55-64	Separated	M	63
Douglas (S)	55-64	Widowed	F	45
Douglas (S)	55-64	Widowed	M	15
Douglas (S)	65-74	Divorced	F	124
Douglas (S)	65-74	Divorced	M	148
Douglas (S)	65-74	Married	F	349
Douglas (S)	65-74	Married	M	395
Douglas (S)	65-74	Separated	F	12
Douglas (S)	65-74	Separated	M	32
Douglas (S)	65-74	Widowed	F	75
Douglas (S)	65-74	Widowed	M	36
Douglas (S)	75-84	Divorced	F	37
Douglas (S)	75-84	Divorced	M	49
Douglas (S)	75-84	Married	F	98
Douglas (S)	75-84	Married	M	178
Douglas (S)	75-84	Separated	F	4
Douglas (S)	75-84	Separated	M	12
Douglas (S)	75-84	Widowed	F	92
Douglas (S)	75-84	Widowed	M	36
Douglas (S)	85+	Divorced	F	8
Douglas (S)	85+	Divorced	M	9
Douglas (S)	85+	Married	F	12
Douglas (S)	85+	Married	M	23
Douglas (S)	85+	Separated	F	3
Douglas (S)	85+	Widowed	F	61
Douglas (S)	85+	Widowed	M	30
Etheridge (S)	20-24	Married	M	3
Etheridge (S)	25-34	Married	F	23
Etheridge (S)	25-34	Married	M	23
Etheridge (S)	35-44	Married	F	20
Etheridge (S)	35-44	Married	M	21
Etheridge (S)	35-44	Separated	F	3
Etheridge (S)	45-54	Divorced	F	13
Etheridge (S)	45-54	Divorced	M	11
Etheridge (S)	45-54	Married	F	36
Etheridge (S)	45-54	Married	M	39
Etheridge (S)	45-54	Separated	M	5
Etheridge (S)	55-64	Divorced	F	13
Etheridge (S)	55-64	Divorced	M	19
Etheridge (S)	55-64	Married	F	40
Etheridge (S)	55-64	Married	M	45
Etheridge (S)	55-64	Separated	F	3
Etheridge (S)	55-64	Separated	M	3
Etheridge (S)	65-74	Divorced	F	5
Etheridge (S)	65-74	Divorced	M	14
Etheridge (S)	65-74	Married	F	28
Etheridge (S)	65-74	Married	M	32
Etheridge (S)	65-74	Separated	M	5
Etheridge (S)	65-74	Widowed	F	9
Etheridge (S)	65-74	Widowed	M	6
Etheridge (S)	75-84	Divorced	M	7
Etheridge (S)	75-84	Married	F	3
Etheridge (S)	75-84	Married	M	12
Etheridge (S)	75-84	Widowed	F	8
Etheridge (S)	85+	Widowed	F	4
Flinders (S) (Qld)	20-24	Married	F	6
Flinders (S) (Qld)	20-24	Married	M	6
Flinders (S) (Qld)	25-34	Divorced	F	3
Flinders (S) (Qld)	25-34	Divorced	M	3
Flinders (S) (Qld)	25-34	Married	F	46
Flinders (S) (Qld)	25-34	Married	M	25
Flinders (S) (Qld)	35-44	Divorced	F	4
Flinders (S) (Qld)	35-44	Divorced	M	5
Flinders (S) (Qld)	35-44	Married	F	57
Flinders (S) (Qld)	35-44	Married	M	51
Flinders (S) (Qld)	35-44	Separated	F	3
Flinders (S) (Qld)	45-54	Divorced	F	15
Flinders (S) (Qld)	45-54	Divorced	M	14
Flinders (S) (Qld)	45-54	Married	F	74
Flinders (S) (Qld)	45-54	Married	M	74
Flinders (S) (Qld)	45-54	Separated	F	3
Flinders (S) (Qld)	45-54	Separated	M	3
Flinders (S) (Qld)	55-64	Divorced	F	16
Flinders (S) (Qld)	55-64	Divorced	M	19
Flinders (S) (Qld)	55-64	Married	F	64
Flinders (S) (Qld)	55-64	Married	M	75
Flinders (S) (Qld)	55-64	Separated	F	3
Flinders (S) (Qld)	55-64	Separated	M	5
Flinders (S) (Qld)	55-64	Widowed	F	10
Flinders (S) (Qld)	55-64	Widowed	M	7
Flinders (S) (Qld)	65-74	Divorced	F	10
Flinders (S) (Qld)	65-74	Divorced	M	12
Flinders (S) (Qld)	65-74	Married	F	69
Flinders (S) (Qld)	65-74	Married	M	66
Flinders (S) (Qld)	65-74	Separated	F	5
Flinders (S) (Qld)	65-74	Separated	M	3
Flinders (S) (Qld)	65-74	Widowed	F	26
Flinders (S) (Qld)	65-74	Widowed	M	9
Flinders (S) (Qld)	75-84	Divorced	F	3
Flinders (S) (Qld)	75-84	Married	F	12
Flinders (S) (Qld)	75-84	Married	M	26
Flinders (S) (Qld)	75-84	Widowed	F	23
Flinders (S) (Qld)	75-84	Widowed	M	3
Flinders (S) (Qld)	85+	Divorced	M	3
Flinders (S) (Qld)	85+	Married	M	4
Flinders (S) (Qld)	85+	Widowed	F	11
Flinders (S) (Qld)	85+	Widowed	M	3
Fraser Coast (R)	15-19	Widowed	F	5
Fraser Coast (R)	20-24	Divorced	F	3
Fraser Coast (R)	20-24	Divorced	M	3
Fraser Coast (R)	20-24	Married	F	148
Fraser Coast (R)	20-24	Married	M	82
Fraser Coast (R)	20-24	Separated	F	20
Fraser Coast (R)	20-24	Separated	M	13
Fraser Coast (R)	20-24	Widowed	M	3
Fraser Coast (R)	25-34	Divorced	F	137
Fraser Coast (R)	25-34	Divorced	M	88
Fraser Coast (R)	25-34	Married	F	1706
Fraser Coast (R)	25-34	Married	M	1315
Fraser Coast (R)	25-34	Separated	F	218
Fraser Coast (R)	25-34	Separated	M	124
Fraser Coast (R)	25-34	Widowed	F	9
Fraser Coast (R)	25-34	Widowed	M	9
Fraser Coast (R)	35-44	Divorced	F	626
Fraser Coast (R)	35-44	Divorced	M	358
Fraser Coast (R)	35-44	Married	F	2885
Fraser Coast (R)	35-44	Married	M	2537
Fraser Coast (R)	35-44	Separated	F	420
Fraser Coast (R)	35-44	Separated	M	279
Fraser Coast (R)	35-44	Widowed	F	57
Fraser Coast (R)	35-44	Widowed	M	19
Fraser Coast (R)	45-54	Divorced	F	1231
Fraser Coast (R)	45-54	Divorced	M	862
Fraser Coast (R)	45-54	Married	F	3812
Fraser Coast (R)	45-54	Married	M	3323
Fraser Coast (R)	45-54	Separated	F	539
Fraser Coast (R)	45-54	Separated	M	416
Fraser Coast (R)	45-54	Widowed	F	163
Fraser Coast (R)	45-54	Widowed	M	45
Fraser Coast (R)	55-64	Divorced	F	1617
Fraser Coast (R)	55-64	Divorced	M	1402
Fraser Coast (R)	55-64	Married	F	5041
Fraser Coast (R)	55-64	Married	M	4637
Fraser Coast (R)	55-64	Separated	F	467
Fraser Coast (R)	55-64	Separated	M	427
Fraser Coast (R)	55-64	Widowed	F	501
Fraser Coast (R)	55-64	Widowed	M	152
Fraser Coast (R)	65-74	Divorced	F	1241
Fraser Coast (R)	65-74	Divorced	M	1249
Fraser Coast (R)	65-74	Married	F	5156
Fraser Coast (R)	65-74	Married	M	5730
Fraser Coast (R)	65-74	Separated	F	273
Fraser Coast (R)	65-74	Separated	M	374
Fraser Coast (R)	65-74	Widowed	F	1149
Fraser Coast (R)	65-74	Widowed	M	356
Fraser Coast (R)	75-84	Divorced	F	381
Fraser Coast (R)	75-84	Divorced	M	440
Fraser Coast (R)	75-84	Married	F	1915
Fraser Coast (R)	75-84	Married	M	2800
Fraser Coast (R)	75-84	Separated	F	65
Fraser Coast (R)	75-84	Separated	M	125
Fraser Coast (R)	75-84	Widowed	F	1581
Fraser Coast (R)	75-84	Widowed	M	504
Fraser Coast (R)	85+	Divorced	F	82
Fraser Coast (R)	85+	Divorced	M	67
Fraser Coast (R)	85+	Married	F	275
Fraser Coast (R)	85+	Married	M	568
Fraser Coast (R)	85+	Separated	F	14
Fraser Coast (R)	85+	Separated	M	25
Fraser Coast (R)	85+	Widowed	F	1108
Fraser Coast (R)	85+	Widowed	M	339
Gladstone (R)	15-19	Married	F	12
Gladstone (R)	15-19	Married	M	5
Gladstone (R)	20-24	Divorced	F	3
Gladstone (R)	20-24	Divorced	M	3
Gladstone (R)	20-24	Married	F	153
Gladstone (R)	20-24	Married	M	90
Gladstone (R)	20-24	Separated	F	16
Gladstone (R)	20-24	Separated	M	9
Gladstone (R)	20-24	Widowed	F	7
Gladstone (R)	20-24	Widowed	M	3
Gladstone (R)	25-34	Divorced	F	109
Gladstone (R)	25-34	Divorced	M	85
Gladstone (R)	25-34	Married	F	2142
Gladstone (R)	25-34	Married	M	1619
Gladstone (R)	25-34	Separated	F	174
Gladstone (R)	25-34	Separated	M	112
Gladstone (R)	25-34	Widowed	F	7
Gladstone (R)	25-34	Widowed	M	3
Gladstone (R)	35-44	Divorced	F	352
Gladstone (R)	35-44	Divorced	M	286
Gladstone (R)	35-44	Married	F	2842
Gladstone (R)	35-44	Married	M	2765
Gladstone (R)	35-44	Separated	F	247
Gladstone (R)	35-44	Separated	M	198
Gladstone (R)	35-44	Widowed	F	34
Gladstone (R)	35-44	Widowed	M	11
Gladstone (R)	45-54	Divorced	F	635
Gladstone (R)	45-54	Divorced	M	659
Gladstone (R)	45-54	Married	F	2822
Gladstone (R)	45-54	Married	M	2895
Gladstone (R)	45-54	Separated	F	248
Gladstone (R)	45-54	Separated	M	295
Gladstone (R)	45-54	Widowed	F	101
Gladstone (R)	45-54	Widowed	M	30
Gladstone (R)	55-64	Divorced	F	533
Gladstone (R)	55-64	Divorced	M	686
Gladstone (R)	55-64	Married	F	2253
Gladstone (R)	55-64	Married	M	2568
Gladstone (R)	55-64	Separated	F	153
Gladstone (R)	55-64	Separated	M	204
Gladstone (R)	55-64	Widowed	F	179
Gladstone (R)	55-64	Widowed	M	87
Gladstone (R)	65-74	Divorced	F	289
Gladstone (R)	65-74	Divorced	M	367
Gladstone (R)	65-74	Married	F	1249
Gladstone (R)	65-74	Married	M	1445
Gladstone (R)	65-74	Separated	F	68
Gladstone (R)	65-74	Separated	M	108
Gladstone (R)	65-74	Widowed	F	337
Gladstone (R)	65-74	Widowed	M	131
Gladstone (R)	75-84	Divorced	F	65
Gladstone (R)	75-84	Divorced	M	98
Gladstone (R)	75-84	Married	F	365
Gladstone (R)	75-84	Married	M	570
Gladstone (R)	75-84	Separated	F	5
Gladstone (R)	75-84	Separated	M	30
Gladstone (R)	75-84	Widowed	F	410
Gladstone (R)	75-84	Widowed	M	112
Gladstone (R)	85+	Divorced	F	12
Gladstone (R)	85+	Divorced	M	14
Gladstone (R)	85+	Married	F	46
Gladstone (R)	85+	Married	M	89
Gladstone (R)	85+	Separated	F	4
Gladstone (R)	85+	Separated	M	6
Gladstone (R)	85+	Widowed	F	246
Gladstone (R)	85+	Widowed	M	71
Gold Coast (C)	15-19	Divorced	F	8
Gold Coast (C)	15-19	Divorced	M	5
Gold Coast (C)	15-19	Married	F	46
Gold Coast (C)	15-19	Married	M	48
Gold Coast (C)	15-19	Separated	F	6
Gold Coast (C)	15-19	Separated	M	15
Gold Coast (C)	15-19	Widowed	F	18
Gold Coast (C)	15-19	Widowed	M	8
Gold Coast (C)	20-24	Divorced	F	17
Gold Coast (C)	20-24	Divorced	M	20
Gold Coast (C)	20-24	Married	F	1018
Gold Coast (C)	20-24	Married	M	521
Gold Coast (C)	20-24	Separated	F	90
Gold Coast (C)	20-24	Separated	M	43
Gold Coast (C)	20-24	Widowed	F	14
Gold Coast (C)	20-24	Widowed	M	11
Gold Coast (C)	25-34	Divorced	F	1057
Gold Coast (C)	25-34	Divorced	M	595
Gold Coast (C)	25-34	Married	F	15054
Gold Coast (C)	25-34	Married	M	11351
Gold Coast (C)	25-34	Separated	F	1100
Gold Coast (C)	25-34	Separated	M	581
Gold Coast (C)	25-34	Widowed	F	68
Gold Coast (C)	25-34	Widowed	M	35
Gold Coast (C)	35-44	Divorced	F	3876
Gold Coast (C)	35-44	Divorced	M	2569
Gold Coast (C)	35-44	Married	F	23083
Gold Coast (C)	35-44	Married	M	20908
Gold Coast (C)	35-44	Separated	F	2376
Gold Coast (C)	35-44	Separated	M	1624
Gold Coast (C)	35-44	Widowed	F	236
Gold Coast (C)	35-44	Widowed	M	86
Gold Coast (C)	45-54	Divorced	F	7509
Gold Coast (C)	45-54	Divorced	M	4938
Gold Coast (C)	45-54	Married	F	22411
Gold Coast (C)	45-54	Married	M	21710
Gold Coast (C)	45-54	Separated	F	2659
Gold Coast (C)	45-54	Separated	M	2029
Gold Coast (C)	45-54	Widowed	F	672
Gold Coast (C)	45-54	Widowed	M	227
Gold Coast (C)	55-64	Divorced	F	8277
Gold Coast (C)	55-64	Divorced	M	5434
Gold Coast (C)	55-64	Married	F	19326
Gold Coast (C)	55-64	Married	M	19382
Gold Coast (C)	55-64	Separated	F	1825
Gold Coast (C)	55-64	Separated	M	1488
Gold Coast (C)	55-64	Widowed	F	1833
Gold Coast (C)	55-64	Widowed	M	529
Gold Coast (C)	65-74	Divorced	F	5683
Gold Coast (C)	65-74	Divorced	M	4393
Gold Coast (C)	65-74	Married	F	15548
Gold Coast (C)	65-74	Married	M	17647
Gold Coast (C)	65-74	Separated	F	1037
Gold Coast (C)	65-74	Separated	M	1082
Gold Coast (C)	65-74	Widowed	F	4025
Gold Coast (C)	65-74	Widowed	M	1047
Gold Coast (C)	75-84	Divorced	F	1910
Gold Coast (C)	75-84	Divorced	M	1478
Gold Coast (C)	75-84	Married	F	6028
Gold Coast (C)	75-84	Married	M	8800
Gold Coast (C)	75-84	Separated	F	262
Gold Coast (C)	75-84	Separated	M	390
Gold Coast (C)	75-84	Widowed	F	5626
Gold Coast (C)	75-84	Widowed	M	1454
Gold Coast (C)	85+	Divorced	F	467
Gold Coast (C)	85+	Divorced	M	306
Gold Coast (C)	85+	Married	F	1331
Gold Coast (C)	85+	Married	M	2348
Gold Coast (C)	85+	Separated	F	46
Gold Coast (C)	85+	Separated	M	76
Gold Coast (C)	85+	Widowed	F	5299
Gold Coast (C)	85+	Widowed	M	1437
Goondiwindi (R)	15-19	Married	F	3
Goondiwindi (R)	20-24	Married	F	14
Goondiwindi (R)	20-24	Married	M	16
Goondiwindi (R)	20-24	Separated	F	3
Goondiwindi (R)	25-34	Divorced	F	9
Goondiwindi (R)	25-34	Divorced	M	12
Goondiwindi (R)	25-34	Married	F	327
Goondiwindi (R)	25-34	Married	M	254
Goondiwindi (R)	25-34	Separated	F	28
Goondiwindi (R)	25-34	Separated	M	7
Goondiwindi (R)	25-34	Widowed	F	3
Goondiwindi (R)	35-44	Divorced	F	36
Goondiwindi (R)	35-44	Divorced	M	25
Goondiwindi (R)	35-44	Married	F	427
Goondiwindi (R)	35-44	Married	M	391
Goondiwindi (R)	35-44	Separated	F	30
Goondiwindi (R)	35-44	Separated	M	25
Goondiwindi (R)	35-44	Widowed	F	3
Goondiwindi (R)	45-54	Divorced	F	80
Goondiwindi (R)	45-54	Divorced	M	83
Goondiwindi (R)	45-54	Married	F	485
Goondiwindi (R)	45-54	Married	M	437
Goondiwindi (R)	45-54	Separated	F	25
Goondiwindi (R)	45-54	Separated	M	47
Goondiwindi (R)	45-54	Widowed	F	9
Goondiwindi (R)	45-54	Widowed	M	8
Goondiwindi (R)	55-64	Divorced	F	86
Goondiwindi (R)	55-64	Divorced	M	131
Goondiwindi (R)	55-64	Married	F	443
Goondiwindi (R)	55-64	Married	M	502
Goondiwindi (R)	55-64	Separated	F	31
Goondiwindi (R)	55-64	Separated	M	46
Goondiwindi (R)	55-64	Widowed	F	40
Goondiwindi (R)	55-64	Widowed	M	13
Goondiwindi (R)	65-74	Divorced	F	56
Goondiwindi (R)	65-74	Divorced	M	71
Goondiwindi (R)	65-74	Married	F	346
Goondiwindi (R)	65-74	Married	M	375
Goondiwindi (R)	65-74	Separated	F	19
Goondiwindi (R)	65-74	Separated	M	24
Goondiwindi (R)	65-74	Widowed	F	108
Goondiwindi (R)	65-74	Widowed	M	30
Goondiwindi (R)	75-84	Divorced	F	16
Goondiwindi (R)	75-84	Divorced	M	27
Goondiwindi (R)	75-84	Married	F	134
Goondiwindi (R)	75-84	Married	M	191
Goondiwindi (R)	75-84	Separated	F	11
Goondiwindi (R)	75-84	Separated	M	9
Goondiwindi (R)	75-84	Widowed	F	124
Goondiwindi (R)	75-84	Widowed	M	45
Goondiwindi (R)	85+	Divorced	F	3
Goondiwindi (R)	85+	Divorced	M	3
Goondiwindi (R)	85+	Married	F	17
Goondiwindi (R)	85+	Married	M	36
Goondiwindi (R)	85+	Widowed	F	103
Goondiwindi (R)	85+	Widowed	M	35
Gympie (R)	15-19	Separated	M	3
Gympie (R)	15-19	Widowed	F	4
Gympie (R)	20-24	Divorced	F	5
Gympie (R)	20-24	Divorced	M	3
Gympie (R)	20-24	Married	F	86
Gympie (R)	20-24	Married	M	51
Gympie (R)	20-24	Separated	F	16
Gympie (R)	20-24	Separated	M	13
Gympie (R)	25-34	Divorced	F	84
Gympie (R)	25-34	Divorced	M	57
Gympie (R)	25-34	Married	F	950
Gympie (R)	25-34	Married	M	684
Gympie (R)	25-34	Separated	F	123
Gympie (R)	25-34	Separated	M	68
Gympie (R)	25-34	Widowed	F	4
Gympie (R)	35-44	Divorced	F	285
Gympie (R)	35-44	Divorced	M	175
Gympie (R)	35-44	Married	F	1481
Gympie (R)	35-44	Married	M	1291
Gympie (R)	35-44	Separated	F	194
Gympie (R)	35-44	Separated	M	135
Gympie (R)	35-44	Widowed	F	25
Gympie (R)	35-44	Widowed	M	6
Gympie (R)	45-54	Divorced	F	652
Gympie (R)	45-54	Divorced	M	492
Gympie (R)	45-54	Married	F	2085
Gympie (R)	45-54	Married	M	1824
Gympie (R)	45-54	Separated	F	247
Gympie (R)	45-54	Separated	M	205
Gympie (R)	45-54	Widowed	F	76
Gympie (R)	45-54	Widowed	M	19
Gympie (R)	55-64	Divorced	F	790
Gympie (R)	55-64	Divorced	M	750
Gympie (R)	55-64	Married	F	2426
Gympie (R)	55-64	Married	M	2383
Gympie (R)	55-64	Separated	F	201
Gympie (R)	55-64	Separated	M	194
Gympie (R)	55-64	Widowed	F	227
Gympie (R)	55-64	Widowed	M	59
Gympie (R)	65-74	Divorced	F	554
Gympie (R)	65-74	Divorced	M	617
Gympie (R)	65-74	Married	F	2145
Gympie (R)	65-74	Married	M	2403
Gympie (R)	65-74	Separated	F	101
Gympie (R)	65-74	Separated	M	187
Gympie (R)	65-74	Widowed	F	521
Gympie (R)	65-74	Widowed	M	174
Gympie (R)	75-84	Divorced	F	158
Gympie (R)	75-84	Divorced	M	191
Gympie (R)	75-84	Married	F	695
Gympie (R)	75-84	Married	M	1055
Gympie (R)	75-84	Separated	F	19
Gympie (R)	75-84	Separated	M	53
Gympie (R)	75-84	Widowed	F	613
