LGA_NAME16	Ancestry	responses
Douglas (S)	(Other)	743
Douglas (S)	Polish	82
Douglas (S)	Russian	22
Douglas (S)	Scottish	1120
Douglas (S)	Serbian	18
Douglas (S)	South African	34
Douglas (S)	Spanish	52
Douglas (S)	Sri Lankan	18
Douglas (S)	Vietnamese	15
Douglas (S)	Welsh	65
Etheridge (S)		86
Etheridge (S)	Australian	376
Etheridge (S)	Chinese	13
Etheridge (S)	Dutch	7
Etheridge (S)	English	306
Etheridge (S)	French	3
Etheridge (S)	German	29
Etheridge (S)	Hungarian	3
Etheridge (S)	Irish	105
Etheridge (S)	Italian	28
Etheridge (S)	Maltese	6
Etheridge (S)	NZ	7
Etheridge (S)	(Other)	25
Etheridge (S)	Polish	3
Etheridge (S)	Scottish	61
Flinders (S) (Qld)		144
Flinders (S) (Qld)	Australian	830
Flinders (S) (Qld)	Chinese	12
Flinders (S) (Qld)	Dutch	8
Flinders (S) (Qld)	English	552
Flinders (S) (Qld)	Filipino	4
Flinders (S) (Qld)	German	64
Flinders (S) (Qld)	Indian	4
Flinders (S) (Qld)	Irish	171
Flinders (S) (Qld)	Italian	34
Flinders (S) (Qld)	Maltese	7
Flinders (S) (Qld)	NZ	3
Flinders (S) (Qld)	(Other)	36
Flinders (S) (Qld)	Polish	5
Flinders (S) (Qld)	Scottish	164
Flinders (S) (Qld)	Spanish	3
Flinders (S) (Qld)	Welsh	4
Fraser Coast (R)		8607
Fraser Coast (R)	Australian	40682
Fraser Coast (R)	Australian Aboriginal	524
Fraser Coast (R)	Chinese	678
Fraser Coast (R)	Croatian	152
Fraser Coast (R)	Dutch	1541
Fraser Coast (R)	English	44233
Fraser Coast (R)	Filipino	748
Fraser Coast (R)	French	518
Fraser Coast (R)	German	8427
Fraser Coast (R)	Greek	293
Fraser Coast (R)	Hungarian	217
Fraser Coast (R)	Indian	440
Fraser Coast (R)	Irish	11149
Fraser Coast (R)	Italian	1633
Fraser Coast (R)	Korean	27
Fraser Coast (R)	Lebanese	44
Fraser Coast (R)	Macedonian	25
Fraser Coast (R)	Maltese	337
Fraser Coast (R)	Maori	437
Fraser Coast (R)	NZ	953
Fraser Coast (R)	(Other)	4557
Fraser Coast (R)	Polish	444
Fraser Coast (R)	Russian	197
Fraser Coast (R)	Scottish	10950
Fraser Coast (R)	Serbian	55
Fraser Coast (R)	South African	291
Fraser Coast (R)	Spanish	293
Fraser Coast (R)	Sri Lankan	65
Fraser Coast (R)	Turkish	27
Fraser Coast (R)	Vietnamese	70
Fraser Coast (R)	Welsh	588
Gladstone (R)		4998
Gladstone (R)	Australian	26607
Gladstone (R)	Australian Aboriginal	268
Gladstone (R)	Chinese	633
Gladstone (R)	Croatian	99
Gladstone (R)	Dutch	855
Gladstone (R)	English	23798
Gladstone (R)	Filipino	982
Gladstone (R)	French	249
Gladstone (R)	German	4116
Gladstone (R)	Greek	279
Gladstone (R)	Hungarian	110
Gladstone (R)	Indian	643
Gladstone (R)	Irish	6538
Gladstone (R)	Italian	1165
Gladstone (R)	Korean	46
Gladstone (R)	Lebanese	31
Gladstone (R)	Macedonian	20
Gladstone (R)	Maltese	161
Gladstone (R)	Maori	754
Gladstone (R)	NZ	838
Gladstone (R)	(Other)	3472
Gladstone (R)	Polish	249
Gladstone (R)	Russian	159
Gladstone (R)	Scottish	6192
Gladstone (R)	Serbian	40
Gladstone (R)	South African	479
Gladstone (R)	Spanish	201
Gladstone (R)	Sri Lankan	58
Gladstone (R)	Turkish	16
Gladstone (R)	Vietnamese	34
Gladstone (R)	Welsh	314
Gold Coast (C)		44172
Gold Coast (C)	Australian	171566
Gold Coast (C)	Australian Aboriginal	1182
Gold Coast (C)	Chinese	17012
Gold Coast (C)	Croatian	2627
Gold Coast (C)	Dutch	8929
Gold Coast (C)	English	223775
Gold Coast (C)	Filipino	5657
Gold Coast (C)	French	4402
Gold Coast (C)	German	27243
Gold Coast (C)	Greek	4497
Gold Coast (C)	Hungarian	2209
Gold Coast (C)	Indian	6419
Gold Coast (C)	Irish	62702
Gold Coast (C)	Italian	15262
Gold Coast (C)	Korean	3925
Gold Coast (C)	Lebanese	1438
Gold Coast (C)	Macedonian	620
Gold Coast (C)	Maltese	2572
Gold Coast (C)	Maori	11737
Gold Coast (C)	NZ	13220
Gold Coast (C)	(Other)	52556
Gold Coast (C)	Polish	3868
Gold Coast (C)	Russian	2486
Gold Coast (C)	Scottish	56822
Gold Coast (C)	Serbian	1567
Gold Coast (C)	South African	4408
Gold Coast (C)	Spanish	3399
Gold Coast (C)	Sri Lankan	800
Gold Coast (C)	Turkish	848
Gold Coast (C)	Vietnamese	1208
Gold Coast (C)	Welsh	4281
Goondiwindi (R)		1177
Goondiwindi (R)	Australian	4876
Goondiwindi (R)	Australian Aboriginal	33
Goondiwindi (R)	Chinese	81
Goondiwindi (R)	Croatian	8
Goondiwindi (R)	Dutch	74
Goondiwindi (R)	English	3991
Goondiwindi (R)	Filipino	92
Goondiwindi (R)	French	20
Goondiwindi (R)	German	684
Goondiwindi (R)	Greek	10
Goondiwindi (R)	Hungarian	5
Goondiwindi (R)	Indian	42
Goondiwindi (R)	Irish	1233
Goondiwindi (R)	Italian	129
Goondiwindi (R)	Korean	7
Goondiwindi (R)	Lebanese	9
Goondiwindi (R)	Maltese	15
Goondiwindi (R)	Maori	28
Goondiwindi (R)	NZ	58
Goondiwindi (R)	(Other)	257
Goondiwindi (R)	Polish	17
Goondiwindi (R)	Russian	12
Goondiwindi (R)	Scottish	1068
Goondiwindi (R)	Serbian	4
Goondiwindi (R)	South African	41
Goondiwindi (R)	Spanish	16
Goondiwindi (R)	Sri Lankan	17
Goondiwindi (R)	Vietnamese	4
Goondiwindi (R)	Welsh	39
Gympie (R)		4335
Gympie (R)	Australian	20978
Gympie (R)	Australian Aboriginal	178
Gympie (R)	Chinese	266
Gympie (R)	Croatian	46
Gympie (R)	Dutch	737
Gympie (R)	English	21330
Gympie (R)	Filipino	298
Gympie (R)	French	262
Gympie (R)	German	3944
Gympie (R)	Greek	122
Gympie (R)	Hungarian	88
Gympie (R)	Indian	141
Gympie (R)	Irish	5639
Gympie (R)	Italian	760
Gympie (R)	Korean	22
Gympie (R)	Lebanese	36
Gympie (R)	Macedonian	3
Gympie (R)	Maltese	104
Gympie (R)	Maori	231
Gympie (R)	NZ	431
Gympie (R)	(Other)	1942
Gympie (R)	Polish	195
Gympie (R)	Russian	94
Gympie (R)	Scottish	5339
Gympie (R)	Serbian	30
Gympie (R)	South African	157
Gympie (R)	Spanish	101
Gympie (R)	Sri Lankan	27
Gympie (R)	Turkish	8
Gympie (R)	Vietnamese	46
Gympie (R)	Welsh	277
Hinchinbrook (S)		823
Hinchinbrook (S)	Australian	3985
Hinchinbrook (S)	Australian Aboriginal	136
Hinchinbrook (S)	Chinese	80
Hinchinbrook (S)	Croatian	13
Hinchinbrook (S)	Dutch	84
Hinchinbrook (S)	English	3457
Hinchinbrook (S)	Filipino	77
Hinchinbrook (S)	French	34
Hinchinbrook (S)	German	460
Hinchinbrook (S)	Greek	22
Hinchinbrook (S)	Hungarian	17
Hinchinbrook (S)	Indian	32
Hinchinbrook (S)	Irish	1057
Hinchinbrook (S)	Italian	3102
Hinchinbrook (S)	Korean	3
Hinchinbrook (S)	Lebanese	4
Hinchinbrook (S)	Maltese	61
Hinchinbrook (S)	Maori	23
Hinchinbrook (S)	NZ	46
Hinchinbrook (S)	(Other)	443
Hinchinbrook (S)	Polish	19
Hinchinbrook (S)	Russian	14
Hinchinbrook (S)	Scottish	830
Hinchinbrook (S)	Serbian	4
Hinchinbrook (S)	South African	12
Hinchinbrook (S)	Spanish	85
Hinchinbrook (S)	Sri Lankan	3
Hinchinbrook (S)	Vietnamese	3
Hinchinbrook (S)	Welsh	28
Hope Vale (S)		68
Hope Vale (S)	Australian	57
Hope Vale (S)	Australian Aboriginal	769
Hope Vale (S)	English	21
Hope Vale (S)	French	3
Hope Vale (S)	German	3
Hope Vale (S)	Irish	3
Hope Vale (S)	Italian	3
Hope Vale (S)	NZ	3
Hope Vale (S)	(Other)	20
Hope Vale (S)	Scottish	7
Ipswich (C)		14163
Ipswich (C)	Australian	70979
Ipswich (C)	Australian Aboriginal	1048
Ipswich (C)	Chinese	2892
Ipswich (C)	Croatian	365
Ipswich (C)	Dutch	3181
Ipswich (C)	English	73758
Ipswich (C)	Filipino	2496
Ipswich (C)	French	871
Ipswich (C)	German	15713
Ipswich (C)	Greek	654
Ipswich (C)	Hungarian	487
Ipswich (C)	Indian	3252
Ipswich (C)	Irish	20605
Ipswich (C)	Italian	2955
Ipswich (C)	Korean	255
Ipswich (C)	Lebanese	149
Ipswich (C)	Macedonian	72
Ipswich (C)	Maltese	617
Ipswich (C)	Maori	3720
Ipswich (C)	NZ	2983
Ipswich (C)	(Other)	21800
Ipswich (C)	Polish	1182
Ipswich (C)	Russian	404
Ipswich (C)	Scottish	19114
Ipswich (C)	Serbian	257
Ipswich (C)	South African	695
Ipswich (C)	Spanish	1133
Ipswich (C)	Sri Lankan	326
Ipswich (C)	Turkish	105
Ipswich (C)	Vietnamese	1972
Ipswich (C)	Welsh	1336
Isaac (R)		3150
Isaac (R)	Australian	9045
Isaac (R)	Australian Aboriginal	54
Isaac (R)	Chinese	172
Isaac (R)	Croatian	8
Isaac (R)	Dutch	210
Isaac (R)	English	7271
Isaac (R)	Filipino	332
Isaac (R)	French	79
Isaac (R)	German	1121
Isaac (R)	Greek	33
Isaac (R)	Hungarian	17
Isaac (R)	Indian	117
Isaac (R)	Irish	2222
Isaac (R)	Italian	391
Isaac (R)	Korean	13
Isaac (R)	Lebanese	10
Isaac (R)	Maltese	149
Isaac (R)	Maori	247
Isaac (R)	NZ	274
Isaac (R)	(Other)	839
Isaac (R)	Polish	61
Isaac (R)	Russian	31
Isaac (R)	Scottish	1940
Isaac (R)	Serbian	3
Isaac (R)	South African	136
Isaac (R)	Spanish	66
Isaac (R)	Sri Lankan	25
Isaac (R)	Turkish	4
Isaac (R)	Vietnamese	10
Isaac (R)	Welsh	76
Kowanyama (S)		30
Kowanyama (S)	Australian	78
Kowanyama (S)	Australian Aboriginal	787
Kowanyama (S)	English	42
Kowanyama (S)	Filipino	3
Kowanyama (S)	German	5
Kowanyama (S)	Irish	13
Kowanyama (S)	(Other)	28
Kowanyama (S)	Scottish	11
Livingstone (S)		3656
Livingstone (S)	Australian	15538
Livingstone (S)	Australian Aboriginal	189
Livingstone (S)	Chinese	220
Livingstone (S)	Croatian	48
Livingstone (S)	Dutch	465
Livingstone (S)	English	14662
Livingstone (S)	Filipino	185
Livingstone (S)	French	173
Livingstone (S)	German	2359
Livingstone (S)	Greek	120
Livingstone (S)	Hungarian	55
Livingstone (S)	Indian	90
Livingstone (S)	Irish	4463
Livingstone (S)	Italian	625
Livingstone (S)	Korean	9
Livingstone (S)	Lebanese	22
Livingstone (S)	Macedonian	4
Livingstone (S)	Maltese	100
Livingstone (S)	Maori	227
Livingstone (S)	NZ	365
Livingstone (S)	(Other)	1538
Livingstone (S)	Polish	136
Livingstone (S)	Russian	66
Livingstone (S)	Scottish	3806
Livingstone (S)	Serbian	13
Livingstone (S)	South African	139
Livingstone (S)	Spanish	122
Livingstone (S)	Sri Lankan	11
Livingstone (S)	Vietnamese	20
Livingstone (S)	Welsh	239
Lockhart River (S)		91
Lockhart River (S)	Australian	33
Lockhart River (S)	Australian Aboriginal	530
Lockhart River (S)	English	32
Lockhart River (S)	German	3
Lockhart River (S)	Irish	8
Lockhart River (S)	Maori	3
Lockhart River (S)	NZ	3
Lockhart River (S)	(Other)	133
Lockhart River (S)	Scottish	3
Lockyer Valley (R)		3731
Lockyer Valley (R)	Australian	15771
Lockyer Valley (R)	Australian Aboriginal	122
Lockyer Valley (R)	Chinese	570
Lockyer Valley (R)	Croatian	31
Lockyer Valley (R)	Dutch	583
Lockyer Valley (R)	English	14071
Lockyer Valley (R)	Filipino	248
Lockyer Valley (R)	French	155
Lockyer Valley (R)	German	5035
Lockyer Valley (R)	Greek	59
Lockyer Valley (R)	Hungarian	64
Lockyer Valley (R)	Indian	202
Lockyer Valley (R)	Irish	3978
Lockyer Valley (R)	Italian	528
Lockyer Valley (R)	Korean	137
Lockyer Valley (R)	Lebanese	31
Lockyer Valley (R)	Macedonian	3
Lockyer Valley (R)	Maltese	124
Lockyer Valley (R)	Maori	165
Lockyer Valley (R)	NZ	334
Lockyer Valley (R)	(Other)	2063
Lockyer Valley (R)	Polish	171
Lockyer Valley (R)	Russian	59
Lockyer Valley (R)	Scottish	3537
Lockyer Valley (R)	Serbian	16
Lockyer Valley (R)	South African	84
Lockyer Valley (R)	Spanish	91
Lockyer Valley (R)	Sri Lankan	23
Lockyer Valley (R)	Turkish	24
Lockyer Valley (R)	Vietnamese	68
Lockyer Valley (R)	Welsh	193
Logan (C)		21479
Logan (C)	Australian	100302
Logan (C)	Australian Aboriginal	1165
Logan (C)	Chinese	7858
Logan (C)	Croatian	1183
Logan (C)	Dutch	4843
Logan (C)	English	111726
Logan (C)	Filipino	4095
Logan (C)	French	1574
Logan (C)	German	16503
Logan (C)	Greek	1553
Logan (C)	Hungarian	1175
Logan (C)	Indian	5238
Logan (C)	Irish	28786
Logan (C)	Italian	5314
Logan (C)	Korean	1217
Logan (C)	Lebanese	821
Logan (C)	Macedonian	229
Logan (C)	Maltese	914
Logan (C)	Maori	9531
Logan (C)	NZ	6628
Logan (C)	(Other)	45164
Logan (C)	Polish	1736
Logan (C)	Russian	1014
Logan (C)	Scottish	27217
Logan (C)	Serbian	1024
Logan (C)	South African	1424
Logan (C)	Spanish	1704
Logan (C)	Sri Lankan	541
Logan (C)	Turkish	480
Logan (C)	Vietnamese	1531
Logan (C)	Welsh	1602
Longreach (R)		354
Longreach (R)	Australian	1691
Longreach (R)	Australian Aboriginal	26
Longreach (R)	Chinese	25
Longreach (R)	Croatian	10
Longreach (R)	Dutch	35
Longreach (R)	English	1433
Longreach (R)	Filipino	22
Longreach (R)	French	5
Longreach (R)	German	214
Longreach (R)	Greek	4
Longreach (R)	Indian	17
Longreach (R)	Irish	462
Longreach (R)	Italian	48
Longreach (R)	Lebanese	3
Longreach (R)	Maori	35
Longreach (R)	NZ	23
Longreach (R)	(Other)	84
Longreach (R)	Polish	6
Longreach (R)	Russian	3
Longreach (R)	Scottish	438
Longreach (R)	South African	4
Longreach (R)	Spanish	7
Longreach (R)	Sri Lankan	3
Longreach (R)	Welsh	20
Mackay (R)		9961
Mackay (R)	Australian	47426
Mackay (R)	Australian Aboriginal	611
Mackay (R)	Chinese	1122
Mackay (R)	Croatian	109
Mackay (R)	Dutch	1513
Mackay (R)	English	43630
Mackay (R)	Filipino	1919
Mackay (R)	French	483
Mackay (R)	German	7568
Mackay (R)	Greek	304
Mackay (R)	Hungarian	146
Mackay (R)	Indian	877
Mackay (R)	Irish	13499
Mackay (R)	Italian	3452
Mackay (R)	Korean	53
Mackay (R)	Lebanese	42
Mackay (R)	Macedonian	12
Mackay (R)	Maltese	3578
Mackay (R)	Maori	762
Mackay (R)	NZ	1162
Mackay (R)	(Other)	6716
Mackay (R)	Polish	365
Mackay (R)	Russian	266
Mackay (R)	Scottish	12493
Mackay (R)	Serbian	52
Mackay (R)	South African	715
Mackay (R)	Spanish	388
Mackay (R)	Sri Lankan	124
Mackay (R)	Turkish	13
Mackay (R)	Vietnamese	90
Mackay (R)	Welsh	657
McKinlay (S)		72
McKinlay (S)	Australian	375
McKinlay (S)	Chinese	4
McKinlay (S)	Dutch	11
McKinlay (S)	English	309
McKinlay (S)	French	8
McKinlay (S)	German	43
McKinlay (S)	Greek	6
McKinlay (S)	Indian	9
McKinlay (S)	Irish	87
McKinlay (S)	Italian	28
McKinlay (S)	Maltese	4
McKinlay (S)	NZ	5
McKinlay (S)	(Other)	25
McKinlay (S)	Polish	3
McKinlay (S)	Scottish	76
McKinlay (S)	South African	3
McKinlay (S)	Welsh	3
Mapoon (S)		8
Mapoon (S)	Australian	66
Mapoon (S)	Australian Aboriginal	212
Mapoon (S)	Chinese	3
Mapoon (S)	English	17
Mapoon (S)	German	4
Mapoon (S)	(Other)	120
Mapoon (S)	Scottish	9
Maranoa (R)		1345
Maranoa (R)	Australian	5942
Maranoa (R)	Australian Aboriginal	46
Maranoa (R)	Chinese	94
Maranoa (R)	Croatian	14
Maranoa (R)	Dutch	58
Maranoa (R)	English	4618
Maranoa (R)	Filipino	166
Maranoa (R)	French	36
Maranoa (R)	German	789
Maranoa (R)	Greek	18
Maranoa (R)	Hungarian	7
Maranoa (R)	Indian	110
Maranoa (R)	Irish	1463
Maranoa (R)	Italian	124
Maranoa (R)	Korean	9
Maranoa (R)	Lebanese	4
Maranoa (R)	Maltese	3
Maranoa (R)	Maori	48
Maranoa (R)	NZ	52
Maranoa (R)	(Other)	323
Maranoa (R)	Polish	26
Maranoa (R)	Russian	12
Maranoa (R)	Scottish	1319
Maranoa (R)	South African	34
Maranoa (R)	Spanish	24
Maranoa (R)	Sri Lankan	3
Maranoa (R)	Welsh	58
Mareeba (S)		3182
Mareeba (S)	Australian	7773
Mareeba (S)	Australian Aboriginal	581
Mareeba (S)	Chinese	239
Mareeba (S)	Croatian	179
Mareeba (S)	Dutch	323
Mareeba (S)	English	6369
Mareeba (S)	Filipino	139
Mareeba (S)	French	147
Mareeba (S)	German	1107
Mareeba (S)	Greek	107
Mareeba (S)	Hungarian	41
Mareeba (S)	Indian	88
Mareeba (S)	Irish	2125
Mareeba (S)	Italian	2302
Mareeba (S)	Korean	38
Mareeba (S)	Lebanese	16
Mareeba (S)	Maltese	52
Mareeba (S)	Maori	65
Mareeba (S)	NZ	136
Mareeba (S)	(Other)	1535
Mareeba (S)	Polish	76
Mareeba (S)	Russian	30
Mareeba (S)	Scottish	1736
Mareeba (S)	Serbian	12
Mareeba (S)	South African	50
Mareeba (S)	Spanish	152
Mareeba (S)	Sri Lankan	22
Mareeba (S)	Turkish	15
Mareeba (S)	Vietnamese	22
Mareeba (S)	Welsh	77
Moreton Bay (R)		27225
Moreton Bay (R)	Australian	162676
Moreton Bay (R)	Australian Aboriginal	1564
Moreton Bay (R)	Chinese	5439
Moreton Bay (R)	Croatian	765
Moreton Bay (R)	Dutch	7160
Moreton Bay (R)	English	181963
Moreton Bay (R)	Filipino	4823
Moreton Bay (R)	French	2718
Moreton Bay (R)	German	26774
Moreton Bay (R)	Greek	1618
Moreton Bay (R)	Hungarian	1210
Moreton Bay (R)	Indian	4611
Moreton Bay (R)	Irish	52432
Moreton Bay (R)	Italian	9783
Moreton Bay (R)	Korean	732
Moreton Bay (R)	Lebanese	419
Moreton Bay (R)	Macedonian	129
Moreton Bay (R)	Maltese	1455
Moreton Bay (R)	Maori	5958
Moreton Bay (R)	NZ	7681
Moreton Bay (R)	(Other)	29977
Moreton Bay (R)	Polish	2348
Moreton Bay (R)	Russian	1077
Moreton Bay (R)	Scottish	46730
Moreton Bay (R)	Serbian	343
Moreton Bay (R)	South African	3173
Moreton Bay (R)	Spanish	1812
Moreton Bay (R)	Sri Lankan	637
Moreton Bay (R)	Turkish	172
Moreton Bay (R)	Vietnamese	597
Moreton Bay (R)	Welsh	3296
Mornington (S)		79
Mornington (S)	Australian	99
Mornington (S)	Australian Aboriginal	885
Mornington (S)	Chinese	7
Mornington (S)	Dutch	3
Mornington (S)	English	49
Mornington (S)	Filipino	10
Mornington (S)	French	3
Mornington (S)	German	14
Mornington (S)	Indian	7
Mornington (S)	Irish	24
Mornington (S)	Italian	3
Mornington (S)	NZ	3
Mornington (S)	(Other)	31
Mornington (S)	Scottish	13
Mount Isa (C)		2338
Mount Isa (C)	Australian	7647
Mount Isa (C)	Australian Aboriginal	589
Mount Isa (C)	Chinese	269
Mount Isa (C)	Croatian	19
Mount Isa (C)	Dutch	185
Mount Isa (C)	English	5657
Mount Isa (C)	Filipino	587
Mount Isa (C)	French	84
Mount Isa (C)	German	914
Mount Isa (C)	Greek	64
Mount Isa (C)	Hungarian	32
Mount Isa (C)	Indian	208
Mount Isa (C)	Irish	2043
Mount Isa (C)	Italian	461
Mount Isa (C)	Korean	3
Mount Isa (C)	Lebanese	14
Mount Isa (C)	Maltese	50
Mount Isa (C)	Maori	427
Mount Isa (C)	NZ	266
Mount Isa (C)	(Other)	1493
Mount Isa (C)	Polish	59
Mount Isa (C)	Russian	27
Mount Isa (C)	Scottish	1574
Mount Isa (C)	Serbian	12
Mount Isa (C)	South African	99
Mount Isa (C)	Spanish	99
Mount Isa (C)	Sri Lankan	43
Mount Isa (C)	Turkish	3
Mount Isa (C)	Vietnamese	22
Mount Isa (C)	Welsh	83
Murweh (S)		325
Murweh (S)	Australian	2170
Murweh (S)	Australian Aboriginal	67
Murweh (S)	Chinese	44
Murweh (S)	Dutch	42
Murweh (S)	English	1585
Murweh (S)	Filipino	32
Murweh (S)	French	7
Murweh (S)	German	263
Murweh (S)	Greek	8
Murweh (S)	Hungarian	4
Murweh (S)	Indian	16
Murweh (S)	Irish	493
Murweh (S)	Italian	30
Murweh (S)	Maltese	3
Murweh (S)	Maori	29
Murweh (S)	NZ	22
Murweh (S)	(Other)	116
Murweh (S)	Polish	11
Murweh (S)	Scottish	356
Murweh (S)	South African	4
Murweh (S)	Spanish	4
Murweh (S)	Vietnamese	86
Murweh (S)	Welsh	10
Napranum (S)		14
Napranum (S)	Australian	208
Napranum (S)	Australian Aboriginal	613
Napranum (S)	English	44
Napranum (S)	German	3
Napranum (S)	Irish	5
Napranum (S)	Italian	3
Napranum (S)	(Other)	315
Napranum (S)	Scottish	3
Noosa (S)		3596
Noosa (S)	Australian	17684
Noosa (S)	Australian Aboriginal	108
Noosa (S)	Chinese	364
Noosa (S)	Croatian	102
Noosa (S)	Dutch	1056
Noosa (S)	English	24127
Noosa (S)	Filipino	245
Noosa (S)	French	520
Noosa (S)	German	3344
Noosa (S)	Greek	271
Noosa (S)	Hungarian	165
Noosa (S)	Indian	207
Noosa (S)	Irish	7141
Noosa (S)	Italian	1251
Noosa (S)	Korean	51
Noosa (S)	Lebanese	61
Noosa (S)	Macedonian	23
Noosa (S)	Maltese	148
Noosa (S)	Maori	264
Noosa (S)	NZ	630
Noosa (S)	(Other)	3142
Noosa (S)	Polish	366
Noosa (S)	Russian	132
Noosa (S)	Scottish	6700
Noosa (S)	Serbian	29
Noosa (S)	South African	278
Noosa (S)	Spanish	209
Noosa (S)	Sri Lankan	47
Noosa (S)	Turkish	26
Noosa (S)	Vietnamese	45
Noosa (S)	Welsh	483
North Burnett (R)		1263
North Burnett (R)	Australian	4567
North Burnett (R)	Australian Aboriginal	82
North Burnett (R)	Chinese	82
North Burnett (R)	Croatian	4
North Burnett (R)	Dutch	111
North Burnett (R)	English	3805
North Burnett (R)	Filipino	111
North Burnett (R)	French	52
North Burnett (R)	German	1180
North Burnett (R)	Greek	10
North Burnett (R)	Hungarian	11
North Burnett (R)	Indian	24
North Burnett (R)	Irish	926
North Burnett (R)	Italian	99
North Burnett (R)	Korean	79
North Burnett (R)	Lebanese	8
North Burnett (R)	Maltese	3
North Burnett (R)	Maori	29
North Burnett (R)	NZ	39
North Burnett (R)	(Other)	439
North Burnett (R)	Polish	27
North Burnett (R)	Russian	9
North Burnett (R)	Scottish	991
North Burnett (R)	South African	14
North Burnett (R)	Spanish	26
North Burnett (R)	Sri Lankan	9
North Burnett (R)	Turkish	3
North Burnett (R)	Welsh	41
Northern Peninsula Area (R)		112
Northern Peninsula Area (R)	Australian	295
Northern Peninsula Area (R)	Australian Aboriginal	1403
Northern Peninsula Area (R)	Chinese	9
Northern Peninsula Area (R)	Dutch	5
Northern Peninsula Area (R)	English	144
Northern Peninsula Area (R)	Filipino	16
Northern Peninsula Area (R)	German	18
Northern Peninsula Area (R)	Hungarian	3
Northern Peninsula Area (R)	Indian	6
Northern Peninsula Area (R)	Irish	55
Northern Peninsula Area (R)	Italian	12
Northern Peninsula Area (R)	Maori	16
Northern Peninsula Area (R)	(Other)	2145
Northern Peninsula Area (R)	Polish	3
Northern Peninsula Area (R)	Scottish	38
Palm Island (S)		55
Palm Island (S)	Australian	142
Palm Island (S)	Australian Aboriginal	2167
Palm Island (S)	English	56
Palm Island (S)	German	9
Palm Island (S)	Irish	21
Palm Island (S)	Italian	9
Palm Island (S)	Maori	3
Palm Island (S)	NZ	3
Palm Island (S)	(Other)	415
Palm Island (S)	Scottish	17
Palm Island (S)	Welsh	3
Paroo (S)		133
Paroo (S)	Australian	910
Paroo (S)	Australian Aboriginal	48
Paroo (S)	Chinese	3
Paroo (S)	Dutch	10
Paroo (S)	English	609
Paroo (S)	French	7
Paroo (S)	German	76
Paroo (S)	Indian	3
Paroo (S)	Irish	167
Paroo (S)	Italian	7
Paroo (S)	Maltese	6
Paroo (S)	Maori	9
Paroo (S)	NZ	5
Paroo (S)	(Other)	31
Paroo (S)	Polish	9
Paroo (S)	Russian	3
Paroo (S)	Scottish	136
Paroo (S)	South African	3
Paroo (S)	Spanish	6
Pormpuraaw (S)		23
Pormpuraaw (S)	Australian	85
Pormpuraaw (S)	Australian Aboriginal	578
Pormpuraaw (S)	Chinese	3
Pormpuraaw (S)	Dutch	3
Pormpuraaw (S)	English	39
Pormpuraaw (S)	Filipino	4
Pormpuraaw (S)	German	8
Pormpuraaw (S)	Irish	20
Pormpuraaw (S)	Italian	3
Pormpuraaw (S)	Maori	3
Pormpuraaw (S)	(Other)	41
Pormpuraaw (S)	Scottish	19
Quilpie (S)		48
Quilpie (S)	Australian	397
Quilpie (S)	Australian Aboriginal	5
Quilpie (S)	Dutch	4
Quilpie (S)	English	329
Quilpie (S)	German	58
Quilpie (S)	Greek	7
Quilpie (S)	Indian	3
Quilpie (S)	Irish	146
Quilpie (S)	Italian	7
Quilpie (S)	Maori	5
Quilpie (S)	NZ	15
Quilpie (S)	(Other)	26
Quilpie (S)	Polish	3
Quilpie (S)	Scottish	86
Quilpie (S)	Serbian	3
Redland (C)		7254
Redland (C)	Australian	52524
Redland (C)	Australian Aboriginal	463
Redland (C)	Chinese	1837
Redland (C)	Croatian	548
Redland (C)	Dutch	2959
Redland (C)	English	66727
Redland (C)	Filipino	1055
Redland (C)	French	984
Redland (C)	German	9274
Redland (C)	Greek	1016
Redland (C)	Hungarian	427
Redland (C)	Indian	1201
Redland (C)	Irish	18660
Redland (C)	Italian	3527
Redland (C)	Korean	121
Redland (C)	Lebanese	257
Redland (C)	Macedonian	71
Redland (C)	Maltese	554
Redland (C)	Maori	1951
Redland (C)	NZ	2828
Redland (C)	(Other)	9774
Redland (C)	Polish	1058
Redland (C)	Russian	586
Redland (C)	Scottish	17912
Redland (C)	Serbian	199
Redland (C)	South African	1537
Redland (C)	Spanish	592
Redland (C)	Sri Lankan	227
Redland (C)	Turkish	93
Redland (C)	Vietnamese	226
Redland (C)	Welsh	1293
Richmond (S)		69
Richmond (S)	Australian	385
Richmond (S)	Chinese	8
Richmond (S)	Dutch	8
Richmond (S)	English	300
Richmond (S)	French	6
Richmond (S)	German	31
Richmond (S)	Irish	97
Richmond (S)	Italian	12
Richmond (S)	Maltese	3
Richmond (S)	Maori	4
Richmond (S)	NZ	5
Richmond (S)	(Other)	24
Richmond (S)	Polish	3
Richmond (S)	Scottish	81
Richmond (S)	Spanish	7
Richmond (S)	Welsh	3
Rockhampton (R)		6604
Rockhampton (R)	Australian	35962
Rockhampton (R)	Australian Aboriginal	809
Rockhampton (R)	Chinese	886
Rockhampton (R)	Croatian	67
Rockhampton (R)	Dutch	779
Rockhampton (R)	English	30625
Rockhampton (R)	Filipino	1044
Rockhampton (R)	French	296
Rockhampton (R)	German	5591
Rockhampton (R)	Greek	186
Rockhampton (R)	Hungarian	74
Rockhampton (R)	Indian	714
Rockhampton (R)	Irish	9454
