LGA_NAME16	CountryOfBirth	persons
Redland (C)	NZL	7889
Redland (C)	PAK	40
Redland (C)	PHL	800
Redland (C)	PNG	408
Redland (C)	POL	195
Redland (C)	SGP	130
Redland (C)	THA	201
Redland (C)	TUR	26
Redland (C)	TWN	157
Redland (C)	USA	494
Redland (C)	VNM	154
Redland (C)	ZAF	2429
Redland (C)	ZWE	288
Richmond (S)		78
Richmond (S)	AUS	667
Richmond (S)	CAN	3
Richmond (S)	FJI	4
Richmond (S)	GBR	15
Richmond (S)	JPN	3
Richmond (S)	NZL	11
Richmond (S)	PNG	3
Rockhampton (R)		6976
Rockhampton (R)	AFG	90
Rockhampton (R)	AUS	65958
Rockhampton (R)	BGD	99
Rockhampton (R)	BIH	3
Rockhampton (R)	CAN	62
Rockhampton (R)	CHL	4
Rockhampton (R)	CHN	176
Rockhampton (R)	DEU	149
Rockhampton (R)	EGY	11
Rockhampton (R)	FJI	103
Rockhampton (R)	FRA	21
Rockhampton (R)	GBR	1285
Rockhampton (R)	GRC	13
Rockhampton (R)	HKG	42
Rockhampton (R)	HRV	10
Rockhampton (R)	IDN	39
Rockhampton (R)	IND	469
Rockhampton (R)	IRL	66
Rockhampton (R)	IRN	35
Rockhampton (R)	IRQ	8
Rockhampton (R)	ITA	21
Rockhampton (R)	JPN	28
Rockhampton (R)	KOR	70
Rockhampton (R)	LBN	3
Rockhampton (R)	LKA	260
Rockhampton (R)	MLT	4
Rockhampton (R)	MMR	116
Rockhampton (R)	MUS	8
Rockhampton (R)	MYS	90
Rockhampton (R)	NLD	114
Rockhampton (R)	NPL	110
Rockhampton (R)	NZL	1160
Rockhampton (R)	PAK	50
Rockhampton (R)	PHL	817
Rockhampton (R)	PNG	130
Rockhampton (R)	POL	13
Rockhampton (R)	SGP	39
Rockhampton (R)	THA	83
Rockhampton (R)	TUR	5
Rockhampton (R)	TWN	26
Rockhampton (R)	USA	130
Rockhampton (R)	VNM	345
Rockhampton (R)	ZAF	345
Rockhampton (R)	ZWE	137
Scenic Rim (R)		4001
Scenic Rim (R)	AUS	30803
Scenic Rim (R)	BIH	7
Scenic Rim (R)	CAN	78
Scenic Rim (R)	CHL	3
Scenic Rim (R)	CHN	34
Scenic Rim (R)	DEU	226
Scenic Rim (R)	EGY	10
Scenic Rim (R)	FJI	28
Scenic Rim (R)	FRA	35
Scenic Rim (R)	GBR	2127
Scenic Rim (R)	GRC	4
Scenic Rim (R)	HKG	12
Scenic Rim (R)	HRV	12
Scenic Rim (R)	IDN	30
Scenic Rim (R)	IND	75
Scenic Rim (R)	IRL	45
Scenic Rim (R)	IRN	4
Scenic Rim (R)	IRQ	5
Scenic Rim (R)	ITA	28
Scenic Rim (R)	JPN	46
Scenic Rim (R)	KOR	93
Scenic Rim (R)	LBN	5
Scenic Rim (R)	LKA	16
Scenic Rim (R)	MKD	3
Scenic Rim (R)	MLT	13
Scenic Rim (R)	MUS	7
Scenic Rim (R)	MYS	50
Scenic Rim (R)	NLD	183
Scenic Rim (R)	NPL	3
Scenic Rim (R)	NZL	1418
Scenic Rim (R)	PAK	6
Scenic Rim (R)	PHL	107
Scenic Rim (R)	PNG	76
Scenic Rim (R)	POL	38
Scenic Rim (R)	SGP	17
Scenic Rim (R)	THA	36
Scenic Rim (R)	TWN	6
Scenic Rim (R)	USA	134
Scenic Rim (R)	VNM	14
Scenic Rim (R)	ZAF	157
Scenic Rim (R)	ZWE	53
Somerset (R)		2543
Somerset (R)	AUS	19297
Somerset (R)	BGD	18
Somerset (R)	CAN	30
Somerset (R)	CHN	30
Somerset (R)	DEU	123
Somerset (R)	EGY	5
Somerset (R)	FJI	12
Somerset (R)	FRA	12
Somerset (R)	GBR	933
Somerset (R)	HKG	4
Somerset (R)	HRV	12
Somerset (R)	IDN	14
Somerset (R)	IND	27
Somerset (R)	IRL	29
Somerset (R)	IRN	3
Somerset (R)	ITA	18
Somerset (R)	JPN	15
Somerset (R)	KHM	3
Somerset (R)	KOR	32
Somerset (R)	LKA	3
Somerset (R)	MLT	13
Somerset (R)	MMR	3
Somerset (R)	MUS	5
Somerset (R)	MYS	22
Somerset (R)	NLD	99
Somerset (R)	NZL	616
Somerset (R)	PAK	3
Somerset (R)	PHL	378
Somerset (R)	PNG	40
Somerset (R)	POL	8
Somerset (R)	SGP	4
Somerset (R)	THA	24
Somerset (R)	TWN	27
Somerset (R)	USA	44
Somerset (R)	VNM	67
Somerset (R)	ZAF	61
Somerset (R)	ZWE	18
South Burnett (R)		2917
South Burnett (R)	AUS	26503
South Burnett (R)	BGD	8
South Burnett (R)	CAN	27
South Burnett (R)	CHN	32
South Burnett (R)	DEU	154
South Burnett (R)	EGY	5
South Burnett (R)	FJI	20
South Burnett (R)	FRA	30
South Burnett (R)	GBR	994
South Burnett (R)	GRC	4
South Burnett (R)	HKG	4
South Burnett (R)	HRV	5
South Burnett (R)	IDN	11
South Burnett (R)	IND	39
South Burnett (R)	IRL	27
South Burnett (R)	IRN	3
South Burnett (R)	ITA	12
South Burnett (R)	JPN	4
South Burnett (R)	KHM	3
South Burnett (R)	KOR	5
South Burnett (R)	LBN	3
South Burnett (R)	LKA	25
South Burnett (R)	MKD	5
South Burnett (R)	MLT	13
South Burnett (R)	MMR	5
South Burnett (R)	MUS	5
South Burnett (R)	MYS	16
South Burnett (R)	NLD	97
South Burnett (R)	NPL	8
South Burnett (R)	NZL	625
South Burnett (R)	PAK	4
South Burnett (R)	PHL	266
South Burnett (R)	PNG	46
South Burnett (R)	POL	13
South Burnett (R)	SGP	15
South Burnett (R)	THA	19
South Burnett (R)	TWN	3
South Burnett (R)	USA	70
South Burnett (R)	VNM	16
South Burnett (R)	ZAF	76
South Burnett (R)	ZWE	22
Southern Downs (R)		2941
Southern Downs (R)	AFG	3
Southern Downs (R)	AUS	28899
Southern Downs (R)	CAN	37
Southern Downs (R)	CHL	11
Southern Downs (R)	CHN	53
Southern Downs (R)	DEU	124
Southern Downs (R)	EGY	3
Southern Downs (R)	FJI	38
Southern Downs (R)	FRA	22
Southern Downs (R)	GBR	1048
Southern Downs (R)	GRC	5
Southern Downs (R)	HKG	7
Southern Downs (R)	HRV	37
Southern Downs (R)	IDN	10
Southern Downs (R)	IND	62
Southern Downs (R)	IRL	37
Southern Downs (R)	IRN	3
Southern Downs (R)	ITA	238
Southern Downs (R)	JPN	13
Southern Downs (R)	KOR	85
Southern Downs (R)	LBN	3
Southern Downs (R)	LKA	10
Southern Downs (R)	MKD	4
Southern Downs (R)	MLT	8
Southern Downs (R)	MUS	4
Southern Downs (R)	MYS	34
Southern Downs (R)	NLD	141
Southern Downs (R)	NPL	14
Southern Downs (R)	NZL	591
Southern Downs (R)	PAK	7
Southern Downs (R)	PHL	201
Southern Downs (R)	PNG	46
Southern Downs (R)	POL	27
Southern Downs (R)	SGP	9
Southern Downs (R)	THA	26
Southern Downs (R)	TUR	3
Southern Downs (R)	TWN	68
Southern Downs (R)	USA	91
Southern Downs (R)	VNM	14
Southern Downs (R)	ZAF	104
Southern Downs (R)	ZWE	29
Sunshine Coast (R)		23281
Sunshine Coast (R)	AFG	13
Sunshine Coast (R)	AUS	218114
Sunshine Coast (R)	BGD	36
Sunshine Coast (R)	BIH	34
Sunshine Coast (R)	CAN	1035
Sunshine Coast (R)	CHL	81
Sunshine Coast (R)	CHN	516
Sunshine Coast (R)	DEU	1816
Sunshine Coast (R)	EGY	109
Sunshine Coast (R)	FJI	295
Sunshine Coast (R)	FRA	365
Sunshine Coast (R)	GBR	20336
Sunshine Coast (R)	GRC	99
Sunshine Coast (R)	HKG	199
Sunshine Coast (R)	HRV	151
Sunshine Coast (R)	IDN	307
Sunshine Coast (R)	IND	1297
Sunshine Coast (R)	IRL	722
Sunshine Coast (R)	IRN	99
Sunshine Coast (R)	IRQ	14
Sunshine Coast (R)	ITA	524
Sunshine Coast (R)	JPN	359
Sunshine Coast (R)	KHM	36
Sunshine Coast (R)	KOR	396
Sunshine Coast (R)	LBN	44
Sunshine Coast (R)	LKA	230
Sunshine Coast (R)	MKD	20
Sunshine Coast (R)	MLT	170
Sunshine Coast (R)	MMR	50
Sunshine Coast (R)	MUS	95
Sunshine Coast (R)	MYS	400
Sunshine Coast (R)	NLD	1278
Sunshine Coast (R)	NPL	192
Sunshine Coast (R)	NZL	13347
Sunshine Coast (R)	PAK	83
Sunshine Coast (R)	PHL	1159
Sunshine Coast (R)	PNG	679
Sunshine Coast (R)	POL	274
Sunshine Coast (R)	SGP	216
Sunshine Coast (R)	THA	506
Sunshine Coast (R)	TUR	35
Sunshine Coast (R)	TWN	201
Sunshine Coast (R)	USA	1426
Sunshine Coast (R)	VNM	190
Sunshine Coast (R)	ZAF	2865
Sunshine Coast (R)	ZWE	669
Tablelands (R)		2838
Tablelands (R)	AUS	19204
Tablelands (R)	CAN	39
Tablelands (R)	CHN	19
Tablelands (R)	DEU	203
Tablelands (R)	EGY	3
Tablelands (R)	FJI	3
Tablelands (R)	FRA	29
Tablelands (R)	GBR	978
Tablelands (R)	GRC	4
Tablelands (R)	HKG	4
Tablelands (R)	HRV	10
Tablelands (R)	IDN	28
Tablelands (R)	IND	42
Tablelands (R)	IRL	37
Tablelands (R)	IRN	4
Tablelands (R)	ITA	160
Tablelands (R)	JPN	32
Tablelands (R)	KHM	3
Tablelands (R)	KOR	14
Tablelands (R)	LKA	12
Tablelands (R)	MLT	8
Tablelands (R)	MMR	3
Tablelands (R)	MUS	3
Tablelands (R)	MYS	25
Tablelands (R)	NLD	106
Tablelands (R)	NZL	502
Tablelands (R)	PHL	126
Tablelands (R)	PNG	121
Tablelands (R)	POL	10
Tablelands (R)	SGP	12
Tablelands (R)	THA	25
Tablelands (R)	TUR	8
Tablelands (R)	TWN	4
Tablelands (R)	USA	97
Tablelands (R)	VNM	3
Tablelands (R)	ZAF	64
Tablelands (R)	ZWE	37
Toowoomba (R)		14501
Toowoomba (R)	AFG	182
Toowoomba (R)	AUS	130242
Toowoomba (R)	BGD	117
Toowoomba (R)	BIH	12
Toowoomba (R)	CAN	242
Toowoomba (R)	CHL	21
Toowoomba (R)	CHN	572
Toowoomba (R)	DEU	405
Toowoomba (R)	EGY	57
Toowoomba (R)	FJI	192
Toowoomba (R)	FRA	67
Toowoomba (R)	GBR	3756
Toowoomba (R)	GRC	21
Toowoomba (R)	HKG	93
Toowoomba (R)	HRV	28
Toowoomba (R)	IDN	81
Toowoomba (R)	IND	1267
Toowoomba (R)	IRL	194
Toowoomba (R)	IRN	130
Toowoomba (R)	IRQ	346
Toowoomba (R)	ITA	127
Toowoomba (R)	JPN	91
Toowoomba (R)	KHM	9
Toowoomba (R)	KOR	212
Toowoomba (R)	LBN	13
Toowoomba (R)	LKA	310
Toowoomba (R)	MKD	6
Toowoomba (R)	MLT	31
Toowoomba (R)	MMR	26
Toowoomba (R)	MUS	11
Toowoomba (R)	MYS	272
Toowoomba (R)	NLD	384
Toowoomba (R)	NPL	270
Toowoomba (R)	NZL	2344
Toowoomba (R)	PAK	191
Toowoomba (R)	PHL	1149
Toowoomba (R)	PNG	373
Toowoomba (R)	POL	51
Toowoomba (R)	SGP	158
Toowoomba (R)	THA	127
Toowoomba (R)	TUR	21
Toowoomba (R)	TWN	175
Toowoomba (R)	USA	415
Toowoomba (R)	VNM	108
Toowoomba (R)	ZAF	870
Toowoomba (R)	ZWE	522
Torres (S)		532
Torres (S)	AUS	2876
Torres (S)	DEU	3
Torres (S)	FJI	6
Torres (S)	GBR	41
Torres (S)	IND	17
Torres (S)	ITA	3
Torres (S)	JPN	8
Torres (S)	LKA	3
Torres (S)	MLT	3
Torres (S)	MYS	3
Torres (S)	NLD	3
Torres (S)	NZL	33
Torres (S)	PHL	10
Torres (S)	PNG	46
Torres (S)	THA	3
Torres (S)	TWN	3
Torres (S)	USA	3
Torres (S)	ZAF	4
Torres Strait Island (R)		110
Torres Strait Island (R)	AUS	4232
Torres Strait Island (R)	NLD	3
Torres Strait Island (R)	NZL	14
Torres Strait Island (R)	PNG	148
Townsville (C)		17590
Townsville (C)	AFG	33
Townsville (C)	AUS	146744
Townsville (C)	BGD	53
Townsville (C)	BIH	21
Townsville (C)	CAN	432
Townsville (C)	CHL	36
Townsville (C)	CHN	455
Townsville (C)	DEU	712
Townsville (C)	EGY	64
Townsville (C)	FJI	289
Townsville (C)	FRA	155
Townsville (C)	GBR	5796
Townsville (C)	GRC	105
Townsville (C)	HKG	142
Townsville (C)	HRV	37
Townsville (C)	IDN	179
Townsville (C)	IND	1332
Townsville (C)	IRL	310
Townsville (C)	IRN	83
Townsville (C)	IRQ	65
Townsville (C)	ITA	441
Townsville (C)	JPN	135
Townsville (C)	KHM	35
Townsville (C)	KOR	267
Townsville (C)	LBN	13
Townsville (C)	LKA	263
Townsville (C)	MKD	11
Townsville (C)	MLT	57
Townsville (C)	MMR	111
Townsville (C)	MUS	33
Townsville (C)	MYS	391
Townsville (C)	NLD	372
Townsville (C)	NPL	128
Townsville (C)	NZL	4297
Townsville (C)	PAK	89
Townsville (C)	PHL	1663
Townsville (C)	PNG	969
Townsville (C)	POL	93
Townsville (C)	SGP	138
Townsville (C)	THA	341
Townsville (C)	TUR	12
Townsville (C)	TWN	59
Townsville (C)	USA	589
Townsville (C)	VNM	255
Townsville (C)	ZAF	1023
Townsville (C)	ZWE	321
Weipa (T)		452
Weipa (T)	AUS	3072
Weipa (T)	CAN	10
Weipa (T)	CHN	3
Weipa (T)	DEU	8
Weipa (T)	FJI	17
Weipa (T)	GBR	76
Weipa (T)	IND	10
Weipa (T)	IRL	3
Weipa (T)	ITA	4
Weipa (T)	JPN	3
Weipa (T)	KHM	4
Weipa (T)	KOR	3
Weipa (T)	LKA	5
Weipa (T)	MYS	5
Weipa (T)	NLD	5
Weipa (T)	NZL	96
Weipa (T)	PHL	53
Weipa (T)	PNG	20
Weipa (T)	POL	5
Weipa (T)	THA	25
Weipa (T)	USA	9
Weipa (T)	VNM	5
Weipa (T)	ZAF	15
Weipa (T)	ZWE	3
Western Downs (R)		4198
Western Downs (R)	AFG	3
Western Downs (R)	AUS	27024
Western Downs (R)	BGD	4
Western Downs (R)	BIH	3
Western Downs (R)	CAN	24
Western Downs (R)	CHL	8
Western Downs (R)	CHN	17
Western Downs (R)	DEU	60
Western Downs (R)	EGY	3
Western Downs (R)	FJI	38
Western Downs (R)	FRA	3
Western Downs (R)	GBR	445
Western Downs (R)	GRC	4
Western Downs (R)	HKG	4
Western Downs (R)	HRV	10
Western Downs (R)	IDN	12
Western Downs (R)	IND	141
Western Downs (R)	IRL	62
Western Downs (R)	IRN	6
Western Downs (R)	IRQ	4
Western Downs (R)	ITA	11
Western Downs (R)	JPN	3
Western Downs (R)	KHM	3
Western Downs (R)	KOR	19
Western Downs (R)	LBN	6
Western Downs (R)	LKA	23
Western Downs (R)	MLT	5
Western Downs (R)	MMR	3
Western Downs (R)	MYS	10
Western Downs (R)	NLD	57
Western Downs (R)	NPL	3
Western Downs (R)	NZL	459
Western Downs (R)	PAK	7
Western Downs (R)	PHL	436
Western Downs (R)	PNG	42
Western Downs (R)	POL	12
Western Downs (R)	SGP	10
Western Downs (R)	THA	21
Western Downs (R)	TUR	3
Western Downs (R)	TWN	4
Western Downs (R)	USA	37
Western Downs (R)	VNM	8
Western Downs (R)	ZAF	164
Western Downs (R)	ZWE	38
Whitsunday (R)		5158
Whitsunday (R)	AFG	6
Whitsunday (R)	AUS	23857
Whitsunday (R)	BGD	3
Whitsunday (R)	CAN	87
Whitsunday (R)	CHL	6
Whitsunday (R)	CHN	76
Whitsunday (R)	DEU	166
Whitsunday (R)	EGY	3
Whitsunday (R)	FJI	25
Whitsunday (R)	FRA	68
Whitsunday (R)	GBR	1247
Whitsunday (R)	GRC	14
Whitsunday (R)	HKG	39
Whitsunday (R)	HRV	8
Whitsunday (R)	IDN	34
Whitsunday (R)	IND	99
Whitsunday (R)	IRL	52
Whitsunday (R)	IRN	3
Whitsunday (R)	ITA	74
Whitsunday (R)	JPN	87
Whitsunday (R)	KHM	3
Whitsunday (R)	KOR	169
Whitsunday (R)	LBN	3
Whitsunday (R)	LKA	36
Whitsunday (R)	MLT	13
Whitsunday (R)	MMR	3
Whitsunday (R)	MUS	11
Whitsunday (R)	MYS	57
Whitsunday (R)	NLD	75
Whitsunday (R)	NPL	21
Whitsunday (R)	NZL	1147
Whitsunday (R)	PAK	4
Whitsunday (R)	PHL	334
Whitsunday (R)	PNG	72
Whitsunday (R)	POL	26
Whitsunday (R)	SGP	9
Whitsunday (R)	THA	103
Whitsunday (R)	TUR	8
Whitsunday (R)	TWN	172
Whitsunday (R)	USA	100
Whitsunday (R)	VNM	55
Whitsunday (R)	ZAF	185
Whitsunday (R)	ZWE	53
Winton (S)		150
Winton (S)	AUS	945
Winton (S)	DEU	6
Winton (S)	GBR	10
Winton (S)	HRV	3
Winton (S)	IRL	3
Winton (S)	NZL	8
Woorabinda (S)		31
Woorabinda (S)	AUS	922
Woorabinda (S)	DEU	4
Woorabinda (S)	GBR	3
Woorabinda (S)	NZL	4
Wujal Wujal (S)	AUS	275
Wujal Wujal (S)	GBR	4
Yarrabah (S)		18
Yarrabah (S)	AUS	2538
No usual address (Qld)		2348
No usual address (Qld)	AFG	3
No usual address (Qld)	AUS	7348
No usual address (Qld)	BGD	3
No usual address (Qld)	CAN	58
No usual address (Qld)	CHL	16
No usual address (Qld)	CHN	103
No usual address (Qld)	DEU	97
No usual address (Qld)	EGY	3
No usual address (Qld)	FJI	14
No usual address (Qld)	FRA	86
No usual address (Qld)	GBR	960
No usual address (Qld)	GRC	7
No usual address (Qld)	HKG	17
No usual address (Qld)	HRV	3
No usual address (Qld)	IDN	24
No usual address (Qld)	IND	62
No usual address (Qld)	IRL	45
No usual address (Qld)	IRN	8
No usual address (Qld)	IRQ	10
No usual address (Qld)	ITA	60
No usual address (Qld)	JPN	28
No usual address (Qld)	KHM	3
No usual address (Qld)	KOR	45
No usual address (Qld)	LKA	12
No usual address (Qld)	MLT	5
No usual address (Qld)	MMR	3
No usual address (Qld)	MYS	26
No usual address (Qld)	NLD	88
No usual address (Qld)	NPL	7
No usual address (Qld)	NZL	567
No usual address (Qld)	PAK	10
No usual address (Qld)	PHL	53
No usual address (Qld)	PNG	42
No usual address (Qld)	POL	17
No usual address (Qld)	SGP	15
No usual address (Qld)	THA	19
No usual address (Qld)	TUR	3
No usual address (Qld)	TWN	121
No usual address (Qld)	USA	67
No usual address (Qld)	VNM	28
No usual address (Qld)	ZAF	52
No usual address (Qld)	ZWE	16
Migratory - Offshore - Shipping (Qld)		28
Migratory - Offshore - Shipping (Qld)	AUS	89
Migratory - Offshore - Shipping (Qld)	GBR	4
Migratory - Offshore - Shipping (Qld)	ITA	5
Migratory - Offshore - Shipping (Qld)	NLD	4
Migratory - Offshore - Shipping (Qld)	NZL	13
Migratory - Offshore - Shipping (Qld)	PHL	3
Adelaide (C)		3377
Adelaide (C)	AFG	24
Adelaide (C)	AUS	10050
Adelaide (C)	BGD	44
Adelaide (C)	BIH	12
Adelaide (C)	CAN	80
Adelaide (C)	CHL	15
Adelaide (C)	CHN	2877
Adelaide (C)	DEU	99
Adelaide (C)	EGY	20
Adelaide (C)	FJI	18
Adelaide (C)	FRA	62
Adelaide (C)	GBR	1048
Adelaide (C)	GRC	88
Adelaide (C)	HKG	453
Adelaide (C)	HRV	23
Adelaide (C)	IDN	83
Adelaide (C)	IND	462
Adelaide (C)	IRL	57
Adelaide (C)	IRN	129
Adelaide (C)	IRQ	22
Adelaide (C)	ITA	162
Adelaide (C)	JPN	111
Adelaide (C)	KHM	17
Adelaide (C)	KOR	307
Adelaide (C)	LBN	14
Adelaide (C)	LKA	88
Adelaide (C)	MLT	12
Adelaide (C)	MMR	27
Adelaide (C)	MUS	10
Adelaide (C)	MYS	743
Adelaide (C)	NLD	43
Adelaide (C)	NPL	15
Adelaide (C)	NZL	213
Adelaide (C)	PAK	59
Adelaide (C)	PHL	142
Adelaide (C)	PNG	19
Adelaide (C)	POL	50
Adelaide (C)	SGP	293
Adelaide (C)	THA	101
Adelaide (C)	TUR	9
Adelaide (C)	TWN	102
Adelaide (C)	USA	163
Adelaide (C)	VNM	213
Adelaide (C)	ZAF	102
Adelaide (C)	ZWE	20
Adelaide Hills (DC)		2605
Adelaide Hills (DC)	AUS	30228
Adelaide Hills (DC)	BIH	8
Adelaide Hills (DC)	CAN	83
Adelaide Hills (DC)	CHL	8
Adelaide Hills (DC)	CHN	113
Adelaide Hills (DC)	DEU	372
Adelaide Hills (DC)	EGY	9
Adelaide Hills (DC)	FJI	12
Adelaide Hills (DC)	FRA	30
Adelaide Hills (DC)	GBR	3353
Adelaide Hills (DC)	GRC	32
Adelaide Hills (DC)	HKG	32
Adelaide Hills (DC)	HRV	14
Adelaide Hills (DC)	IDN	21
Adelaide Hills (DC)	IND	50
Adelaide Hills (DC)	IRL	80
Adelaide Hills (DC)	IRN	37
Adelaide Hills (DC)	IRQ	8
Adelaide Hills (DC)	ITA	196
Adelaide Hills (DC)	JPN	33
Adelaide Hills (DC)	KHM	5
Adelaide Hills (DC)	KOR	17
Adelaide Hills (DC)	LBN	10
Adelaide Hills (DC)	LKA	24
Adelaide Hills (DC)	MKD	3
Adelaide Hills (DC)	MLT	16
Adelaide Hills (DC)	MMR	3
Adelaide Hills (DC)	MUS	4
Adelaide Hills (DC)	MYS	76
Adelaide Hills (DC)	NLD	224
Adelaide Hills (DC)	NZL	337
Adelaide Hills (DC)	PAK	3
Adelaide Hills (DC)	PHL	73
Adelaide Hills (DC)	PNG	25
Adelaide Hills (DC)	POL	81
Adelaide Hills (DC)	SGP	44
Adelaide Hills (DC)	THA	32
Adelaide Hills (DC)	TUR	6
Adelaide Hills (DC)	TWN	9
Adelaide Hills (DC)	USA	195
Adelaide Hills (DC)	VNM	79
Adelaide Hills (DC)	ZAF	234
Adelaide Hills (DC)	ZWE	33
Alexandrina (DC)		2097
Alexandrina (DC)	AUS	19803
Alexandrina (DC)	BGD	3
Alexandrina (DC)	CAN	29
Alexandrina (DC)	CHN	24
Alexandrina (DC)	DEU	183
Alexandrina (DC)	FJI	5
Alexandrina (DC)	FRA	20
Alexandrina (DC)	GBR	2708
Alexandrina (DC)	GRC	11
Alexandrina (DC)	HKG	3
Alexandrina (DC)	HRV	11
Alexandrina (DC)	IDN	18
Alexandrina (DC)	IND	47
Alexandrina (DC)	IRL	51
Alexandrina (DC)	IRN	3
Alexandrina (DC)	ITA	59
Alexandrina (DC)	JPN	9
Alexandrina (DC)	KHM	3
Alexandrina (DC)	KOR	6
Alexandrina (DC)	LBN	9
Alexandrina (DC)	LKA	6
Alexandrina (DC)	MLT	9
Alexandrina (DC)	MMR	4
Alexandrina (DC)	MUS	3
Alexandrina (DC)	MYS	30
Alexandrina (DC)	NLD	204
Alexandrina (DC)	NZL	226
Alexandrina (DC)	PHL	80
Alexandrina (DC)	PNG	13
Alexandrina (DC)	POL	29
Alexandrina (DC)	SGP	9
Alexandrina (DC)	THA	16
Alexandrina (DC)	TWN	8
Alexandrina (DC)	USA	52
Alexandrina (DC)	VNM	9
Alexandrina (DC)	ZAF	67
Alexandrina (DC)	ZWE	12
Anangu Pitjantjatjara (AC)		145
Anangu Pitjantjatjara (AC)	AUS	2072
Anangu Pitjantjatjara (AC)	DEU	3
Anangu Pitjantjatjara (AC)	GBR	9
Anangu Pitjantjatjara (AC)	HRV	3
Anangu Pitjantjatjara (AC)	ITA	3
Anangu Pitjantjatjara (AC)	NZL	29
Anangu Pitjantjatjara (AC)	PNG	3
Anangu Pitjantjatjara (AC)	ZWE	5
Barossa (DC)		1606
Barossa (DC)	AUS	19419
Barossa (DC)	CAN	25
Barossa (DC)	CHL	3
Barossa (DC)	CHN	18
Barossa (DC)	DEU	173
Barossa (DC)	FJI	9
Barossa (DC)	FRA	16
Barossa (DC)	GBR	1633
Barossa (DC)	HKG	11
Barossa (DC)	HRV	6
Barossa (DC)	IDN	3
Barossa (DC)	IND	26
Barossa (DC)	IRL	31
Barossa (DC)	ITA	37
Barossa (DC)	JPN	9
Barossa (DC)	KOR	11
Barossa (DC)	LBN	3
Barossa (DC)	LKA	5
Barossa (DC)	MLT	10
Barossa (DC)	MYS	16
Barossa (DC)	NLD	80
Barossa (DC)	NPL	8
Barossa (DC)	NZL	176
Barossa (DC)	PHL	32
Barossa (DC)	PNG	15
Barossa (DC)	POL	11
Barossa (DC)	SGP	9
Barossa (DC)	THA	17
Barossa (DC)	TWN	7
Barossa (DC)	USA	56
Barossa (DC)	VNM	9
Barossa (DC)	ZAF	65
Barossa (DC)	ZWE	7
Barunga West (DC)		227
Barunga West (DC)	AUS	2120
Barunga West (DC)	DEU	14
Barunga West (DC)	FRA	3
Barunga West (DC)	GBR	117
Barunga West (DC)	IDN	3
Barunga West (DC)	IND	3
Barunga West (DC)	MLT	5
Barunga West (DC)	NLD	11
Barunga West (DC)	NZL	9
Barunga West (DC)	PHL	5
Barunga West (DC)	POL	3
Barunga West (DC)	THA	3
Barunga West (DC)	USA	3
Barunga West (DC)	ZWE	3
Berri and Barmera (DC)		951
Berri and Barmera (DC)	AUS	8449
Berri and Barmera (DC)	BGD	5
Berri and Barmera (DC)	BIH	4
Berri and Barmera (DC)	CAN	8
Berri and Barmera (DC)	CHN	13
Berri and Barmera (DC)	DEU	44
Berri and Barmera (DC)	FRA	12
Berri and Barmera (DC)	GBR	386
Berri and Barmera (DC)	GRC	162
Berri and Barmera (DC)	HRV	35
Berri and Barmera (DC)	IDN	3
Berri and Barmera (DC)	IND	115
Berri and Barmera (DC)	IRL	9
Berri and Barmera (DC)	IRN	3
Berri and Barmera (DC)	ITA	55
Berri and Barmera (DC)	JPN	4
Berri and Barmera (DC)	KOR	8
Berri and Barmera (DC)	LBN	15
Berri and Barmera (DC)	LKA	3
Berri and Barmera (DC)	MYS	5
Berri and Barmera (DC)	NLD	42
Berri and Barmera (DC)	NZL	68
Berri and Barmera (DC)	PHL	74
Berri and Barmera (DC)	PNG	4
Berri and Barmera (DC)	POL	3
Berri and Barmera (DC)	SGP	3
Berri and Barmera (DC)	THA	6
Berri and Barmera (DC)	TUR	3
Berri and Barmera (DC)	TWN	8
Berri and Barmera (DC)	USA	11
Berri and Barmera (DC)	ZAF	18
Berri and Barmera (DC)	ZWE	5
Burnside (C)		3091
Burnside (C)	AFG	12
Burnside (C)	AUS	28641
Burnside (C)	BGD	56
Burnside (C)	BIH	22
Burnside (C)	CAN	105
Burnside (C)	CHL	26
Burnside (C)	CHN	2161
Burnside (C)	DEU	306
Burnside (C)	EGY	87
Burnside (C)	FJI	30
Burnside (C)	FRA	79
Burnside (C)	GBR	2490
Burnside (C)	GRC	203
Burnside (C)	HKG	334
Burnside (C)	HRV	43
Burnside (C)	IDN	109
Burnside (C)	IND	944
Burnside (C)	IRL	74
Burnside (C)	IRN	290
Burnside (C)	IRQ	12
Burnside (C)	ITA	658
Burnside (C)	JPN	122
Burnside (C)	KHM	31
Burnside (C)	KOR	366
Burnside (C)	LBN	78
Burnside (C)	LKA	376
Burnside (C)	MKD	3
Burnside (C)	MLT	23
Burnside (C)	MMR	7
Burnside (C)	MUS	3
Burnside (C)	MYS	809
Burnside (C)	NLD	98
Burnside (C)	NPL	23
Burnside (C)	NZL	414
Burnside (C)	PAK	98
Burnside (C)	PHL	188
Burnside (C)	PNG	24
Burnside (C)	POL	106
Burnside (C)	SGP	264
Burnside (C)	THA	82
Burnside (C)	TUR	37
Burnside (C)	TWN	155
Burnside (C)	USA	233
Burnside (C)	VNM	257
Burnside (C)	ZAF	261
Burnside (C)	ZWE	61
Campbelltown (C) (SA)		3648
Campbelltown (C) (SA)	AFG	49
Campbelltown (C) (SA)	AUS	31062
