LGA_NAME16	IndigenousStatus	persons
Mitcham (C)	Both Aboriginal & Torres Strait Islander	7
Mitcham (C)	Non-indigenous	64449
Mitcham (C)	Torres Strait Islander	20
Mount Barker (DC)	Aboriginal	337
Mount Barker (DC)	Both Aboriginal & Torres Strait Islander	10
Mount Barker (DC)	Non-indigenous	33033
Mount Barker (DC)	Torres Strait Islander	17
Mount Gambier (C)	Aboriginal	554
Mount Gambier (C)	Both Aboriginal & Torres Strait Islander	11
Mount Gambier (C)	Non-indigenous	25691
Mount Gambier (C)	Torres Strait Islander	20
Mount Remarkable (DC)	Aboriginal	88
Mount Remarkable (DC)	Both Aboriginal & Torres Strait Islander	3
Mount Remarkable (DC)	Non-indigenous	2773
Murray Bridge (RC)	Aboriginal	945
Murray Bridge (RC)	Both Aboriginal & Torres Strait Islander	4
Murray Bridge (RC)	Non-indigenous	19896
Murray Bridge (RC)	Torres Strait Islander	13
Naracoorte and Lucindale (DC)	Aboriginal	121
Naracoorte and Lucindale (DC)	Both Aboriginal & Torres Strait Islander	3
Naracoorte and Lucindale (DC)	Non-indigenous	8162
Naracoorte and Lucindale (DC)	Torres Strait Islander	5
Northern Areas (DC)	Aboriginal	72
Northern Areas (DC)	Non-indigenous	4452
Norwood Payneham St Peters (C)	Aboriginal	196
Norwood Payneham St Peters (C)	Both Aboriginal & Torres Strait Islander	13
Norwood Payneham St Peters (C)	Non-indigenous	35136
Norwood Payneham St Peters (C)	Torres Strait Islander	17
Onkaparinga (C)	Aboriginal	2435
Onkaparinga (C)	Both Aboriginal & Torres Strait Islander	68
Onkaparinga (C)	Non-indigenous	164182
Onkaparinga (C)	Torres Strait Islander	81
Orroroo/Carrieton (DC)	Aboriginal	10
Orroroo/Carrieton (DC)	Non-indigenous	881
Orroroo/Carrieton (DC)	Torres Strait Islander	4
Peterborough (DC)	Aboriginal	86
Peterborough (DC)	Both Aboriginal & Torres Strait Islander	13
Peterborough (DC)	Non-indigenous	1575
Peterborough (DC)	Torres Strait Islander	4
Playford (C)	Aboriginal	2938
Playford (C)	Both Aboriginal & Torres Strait Islander	70
Playford (C)	Non-indigenous	86280
Playford (C)	Torres Strait Islander	84
Port Adelaide Enfield (C)	Aboriginal	2686
Port Adelaide Enfield (C)	Both Aboriginal & Torres Strait Islander	64
Port Adelaide Enfield (C)	Non-indigenous	118422
Port Adelaide Enfield (C)	Torres Strait Islander	58
Port Augusta (C)	Aboriginal	2465
Port Augusta (C)	Both Aboriginal & Torres Strait Islander	32
Port Augusta (C)	Non-indigenous	11292
Port Augusta (C)	Torres Strait Islander	19
Port Lincoln (C)	Aboriginal	698
Port Lincoln (C)	Both Aboriginal & Torres Strait Islander	5
Port Lincoln (C)	Non-indigenous	13348
Port Lincoln (C)	Torres Strait Islander	13
Port Pirie City and Dists (M)	Aboriginal	609
Port Pirie City and Dists (M)	Both Aboriginal & Torres Strait Islander	5
Port Pirie City and Dists (M)	Non-indigenous	16735
Port Pirie City and Dists (M)	Torres Strait Islander	15
Prospect (C)	Aboriginal	159
Prospect (C)	Both Aboriginal & Torres Strait Islander	3
Prospect (C)	Non-indigenous	20359
Prospect (C)	Torres Strait Islander	6
Renmark Paringa (DC)	Aboriginal	243
Renmark Paringa (DC)	Both Aboriginal & Torres Strait Islander	5
Renmark Paringa (DC)	Non-indigenous	9227
Robe (DC)	Aboriginal	12
Robe (DC)	Non-indigenous	1366
Roxby Downs (M)	Aboriginal	115
Roxby Downs (M)	Both Aboriginal & Torres Strait Islander	4
Roxby Downs (M)	Non-indigenous	3765
Salisbury (C)	Aboriginal	2613
Salisbury (C)	Both Aboriginal & Torres Strait Islander	48
Salisbury (C)	Non-indigenous	135231
Salisbury (C)	Torres Strait Islander	87
Southern Mallee (DC)	Aboriginal	44
Southern Mallee (DC)	Non-indigenous	1983
Streaky Bay (DC)	Aboriginal	27
Streaky Bay (DC)	Both Aboriginal & Torres Strait Islander	4
Streaky Bay (DC)	Non-indigenous	2043
Tatiara (DC)	Aboriginal	75
Tatiara (DC)	Non-indigenous	6536
Tatiara (DC)	Torres Strait Islander	9
Tea Tree Gully (C)	Aboriginal	916
Tea Tree Gully (C)	Both Aboriginal & Torres Strait Islander	10
Tea Tree Gully (C)	Non-indigenous	96774
Tea Tree Gully (C)	Torres Strait Islander	34
The Coorong (DC)	Aboriginal	324
The Coorong (DC)	Both Aboriginal & Torres Strait Islander	3
The Coorong (DC)	Non-indigenous	5050
The Coorong (DC)	Torres Strait Islander	3
Tumby Bay (DC)	Aboriginal	48
Tumby Bay (DC)	Non-indigenous	2562
Unley (C)	Aboriginal	153
Unley (C)	Both Aboriginal & Torres Strait Islander	3
Unley (C)	Non-indigenous	37561
Unley (C)	Torres Strait Islander	4
Victor Harbor (C)	Aboriginal	181
Victor Harbor (C)	Both Aboriginal & Torres Strait Islander	4
Victor Harbor (C)	Non-indigenous	14471
Victor Harbor (C)	Torres Strait Islander	9
Wakefield (DC)	Aboriginal	151
Wakefield (DC)	Both Aboriginal & Torres Strait Islander	3
Wakefield (DC)	Non-indigenous	6647
Walkerville (M)	Aboriginal	49
Walkerville (M)	Non-indigenous	7501
Wattle Range (DC)	Aboriginal	212
Wattle Range (DC)	Both Aboriginal & Torres Strait Islander	3
Wattle Range (DC)	Non-indigenous	11454
Wattle Range (DC)	Torres Strait Islander	8
West Torrens (C)	Aboriginal	543
West Torrens (C)	Both Aboriginal & Torres Strait Islander	5
West Torrens (C)	Non-indigenous	57330
West Torrens (C)	Torres Strait Islander	23
Whyalla (C)	Aboriginal	984
Whyalla (C)	Both Aboriginal & Torres Strait Islander	25
Whyalla (C)	Non-indigenous	20793
Whyalla (C)	Torres Strait Islander	26
Wudinna (DC)	Aboriginal	25
Wudinna (DC)	Non-indigenous	1225
Yankalilla (DC)	Aboriginal	54
Yankalilla (DC)	Non-indigenous	5102
Yankalilla (DC)	Torres Strait Islander	3
Yorke Peninsula (DC)	Aboriginal	289
Yorke Peninsula (DC)	Both Aboriginal & Torres Strait Islander	3
Yorke Peninsula (DC)	Non-indigenous	10755
Yorke Peninsula (DC)	Torres Strait Islander	9
Unincorporated SA	Aboriginal	701
Unincorporated SA	Non-indigenous	2820
Unincorporated SA	Torres Strait Islander	3
No usual address (SA)	Aboriginal	246
No usual address (SA)	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	Non-indigenous	2609
No usual address (SA)	Torres Strait Islander	4
Migratory - Offshore - Shipping (SA)	Non-indigenous	3
Albany (C)	Aboriginal	1174
Albany (C)	Both Aboriginal & Torres Strait Islander	18
Albany (C)	Non-indigenous	35371
Albany (C)	Torres Strait Islander	20
Armadale (C)	Aboriginal	1955
Armadale (C)	Both Aboriginal & Torres Strait Islander	32
Armadale (C)	Non-indigenous	77572
Armadale (C)	Torres Strait Islander	43
Ashburton (S)	Aboriginal	921
Ashburton (S)	Both Aboriginal & Torres Strait Islander	41
Ashburton (S)	Non-indigenous	12000
Ashburton (S)	Torres Strait Islander	64
Augusta-Margaret River (S)	Aboriginal	181
Augusta-Margaret River (S)	Non-indigenous	14071
Augusta-Margaret River (S)	Torres Strait Islander	6
Bassendean (T)	Aboriginal	353
Bassendean (T)	Both Aboriginal & Torres Strait Islander	22
Bassendean (T)	Non-indigenous	14703
Bassendean (T)	Torres Strait Islander	14
Bayswater (C)	Aboriginal	775
Bayswater (C)	Both Aboriginal & Torres Strait Islander	43
Bayswater (C)	Non-indigenous	63826
Bayswater (C)	Torres Strait Islander	33
Belmont (C)	Aboriginal	946
Belmont (C)	Both Aboriginal & Torres Strait Islander	29
Belmont (C)	Non-indigenous	38691
Belmont (C)	Torres Strait Islander	16
Beverley (S)	Aboriginal	78
Beverley (S)	Non-indigenous	1664
Beverley (S)	Torres Strait Islander	3
Boddington (S)	Aboriginal	78
Boddington (S)	Both Aboriginal & Torres Strait Islander	4
Boddington (S)	Non-indigenous	1757
Boddington (S)	Torres Strait Islander	5
Boyup Brook (S)	Aboriginal	20
Boyup Brook (S)	Non-indigenous	1681
Bridgetown-Greenbushes (S)	Aboriginal	62
Bridgetown-Greenbushes (S)	Non-indigenous	4598
Brookton (S)	Aboriginal	102
Brookton (S)	Both Aboriginal & Torres Strait Islander	8
Brookton (S)	Non-indigenous	865
Broome (S)	Aboriginal	4306
Broome (S)	Both Aboriginal & Torres Strait Islander	212
Broome (S)	Non-indigenous	11654
Broome (S)	Torres Strait Islander	50
Broomehill-Tambellup (S)	Aboriginal	131
Broomehill-Tambellup (S)	Non-indigenous	1013
Bruce Rock (S)	Aboriginal	27
Bruce Rock (S)	Non-indigenous	903
Bunbury (C)	Aboriginal	1083
Bunbury (C)	Both Aboriginal & Torres Strait Islander	30
Bunbury (C)	Non-indigenous	30788
Bunbury (C)	Torres Strait Islander	18
Busselton (C)	Aboriginal	584
Busselton (C)	Both Aboriginal & Torres Strait Islander	3
Busselton (C)	Non-indigenous	36080
Busselton (C)	Torres Strait Islander	19
Cambridge (T)	Aboriginal	69
Cambridge (T)	Non-indigenous	26708
Cambridge (T)	Torres Strait Islander	6
Canning (C)	Aboriginal	859
Canning (C)	Both Aboriginal & Torres Strait Islander	18
Canning (C)	Non-indigenous	89293
Canning (C)	Torres Strait Islander	14
Capel (S)	Aboriginal	373
Capel (S)	Both Aboriginal & Torres Strait Islander	5
Capel (S)	Non-indigenous	16727
Capel (S)	Torres Strait Islander	18
Carnamah (S)	Aboriginal	14
Carnamah (S)	Non-indigenous	531
Carnamah (S)	Torres Strait Islander	3
Carnarvon (S)	Aboriginal	980
Carnarvon (S)	Both Aboriginal & Torres Strait Islander	11
Carnarvon (S)	Non-indigenous	4534
Carnarvon (S)	Torres Strait Islander	3
Chapman Valley (S)	Aboriginal	54
Chapman Valley (S)	Non-indigenous	1368
Chittering (S)	Aboriginal	117
Chittering (S)	Both Aboriginal & Torres Strait Islander	3
Chittering (S)	Non-indigenous	5352
Claremont (T)	Aboriginal	63
Claremont (T)	Non-indigenous	9991
Cockburn (C)	Aboriginal	1526
Cockburn (C)	Both Aboriginal & Torres Strait Islander	44
Cockburn (C)	Non-indigenous	102881
Cockburn (C)	Torres Strait Islander	22
Collie (S)	Aboriginal	337
Collie (S)	Both Aboriginal & Torres Strait Islander	11
Collie (S)	Non-indigenous	8447
Collie (S)	Torres Strait Islander	3
Coolgardie (S)	Aboriginal	390
Coolgardie (S)	Both Aboriginal & Torres Strait Islander	8
Coolgardie (S)	Non-indigenous	3207
Coolgardie (S)	Torres Strait Islander	5
Coorow (S)	Aboriginal	32
Coorow (S)	Non-indigenous	1004
Corrigin (S)	Aboriginal	41
Corrigin (S)	Both Aboriginal & Torres Strait Islander	3
Corrigin (S)	Non-indigenous	1102
Cottesloe (T)	Aboriginal	31
Cottesloe (T)	Non-indigenous	7566
Cranbrook (S)	Aboriginal	22
Cranbrook (S)	Non-indigenous	1067
Cuballing (S)	Aboriginal	14
Cuballing (S)	Non-indigenous	849
Cue (S)	Aboriginal	31
Cue (S)	Non-indigenous	163
Cunderdin (S)	Aboriginal	28
Cunderdin (S)	Non-indigenous	1429
Dalwallinu (S)	Aboriginal	74
Dalwallinu (S)	Non-indigenous	1355
Dandaragan (S)	Aboriginal	79
Dandaragan (S)	Non-indigenous	3134
Dardanup (S)	Aboriginal	238
Dardanup (S)	Both Aboriginal & Torres Strait Islander	11
Dardanup (S)	Non-indigenous	13774
Dardanup (S)	Torres Strait Islander	10
Denmark (S)	Aboriginal	80
Denmark (S)	Non-indigenous	5765
Derby-West Kimberley (S)	Aboriginal	4863
Derby-West Kimberley (S)	Both Aboriginal & Torres Strait Islander	95
Derby-West Kimberley (S)	Non-indigenous	2760
Derby-West Kimberley (S)	Torres Strait Islander	12
Donnybrook-Balingup (S)	Aboriginal	96
Donnybrook-Balingup (S)	Both Aboriginal & Torres Strait Islander	8
Donnybrook-Balingup (S)	Non-indigenous	5766
Dowerin (S)	Aboriginal	26
Dowerin (S)	Non-indigenous	664
Dumbleyung (S)	Aboriginal	20
Dumbleyung (S)	Non-indigenous	651
Dundas (S)	Aboriginal	78
Dundas (S)	Both Aboriginal & Torres Strait Islander	4
Dundas (S)	Non-indigenous	690
East Fremantle (T)	Aboriginal	39
East Fremantle (T)	Non-indigenous	7337
East Pilbara (S)	Aboriginal	2003
East Pilbara (S)	Both Aboriginal & Torres Strait Islander	23
East Pilbara (S)	Non-indigenous	8522
East Pilbara (S)	Torres Strait Islander	43
Esperance (S)	Aboriginal	581
Esperance (S)	Non-indigenous	13650
Esperance (S)	Torres Strait Islander	5
Exmouth (S)	Aboriginal	56
Exmouth (S)	Non-indigenous	2669
Exmouth (S)	Torres Strait Islander	3
Fremantle (C)	Aboriginal	427
Fremantle (C)	Both Aboriginal & Torres Strait Islander	12
Fremantle (C)	Non-indigenous	28437
Fremantle (C)	Torres Strait Islander	17
Gingin (S)	Aboriginal	97
Gingin (S)	Non-indigenous	5120
Gnowangerup (S)	Aboriginal	103
Gnowangerup (S)	Both Aboriginal & Torres Strait Islander	4
Gnowangerup (S)	Non-indigenous	1108
Goomalling (S)	Aboriginal	41
Goomalling (S)	Non-indigenous	992
Gosnells (C)	Aboriginal	2671
Gosnells (C)	Both Aboriginal & Torres Strait Islander	42
Gosnells (C)	Non-indigenous	115328
Gosnells (C)	Torres Strait Islander	32
Greater Geraldton (C)	Aboriginal	3664
Greater Geraldton (C)	Both Aboriginal & Torres Strait Islander	58
Greater Geraldton (C)	Non-indigenous	34895
Greater Geraldton (C)	Torres Strait Islander	17
Halls Creek (S)	Aboriginal	2406
Halls Creek (S)	Both Aboriginal & Torres Strait Islander	9
Halls Creek (S)	Non-indigenous	854
Harvey (S)	Aboriginal	565
Harvey (S)	Both Aboriginal & Torres Strait Islander	17
Harvey (S)	Non-indigenous	25965
Harvey (S)	Torres Strait Islander	6
Irwin (S)	Aboriginal	84
Irwin (S)	Non-indigenous	3485
Jerramungup (S)	Aboriginal	31
Jerramungup (S)	Non-indigenous	1071
Jerramungup (S)	Torres Strait Islander	7
Joondalup (C)	Aboriginal	932
Joondalup (C)	Both Aboriginal & Torres Strait Islander	29
Joondalup (C)	Non-indigenous	153441
Joondalup (C)	Torres Strait Islander	43
Kalamunda (S)	Aboriginal	997
Kalamunda (S)	Both Aboriginal & Torres Strait Islander	15
Kalamunda (S)	Non-indigenous	56411
Kalamunda (S)	Torres Strait Islander	26
Kalgoorlie/Boulder (C)	Aboriginal	2097
Kalgoorlie/Boulder (C)	Both Aboriginal & Torres Strait Islander	53
Kalgoorlie/Boulder (C)	Non-indigenous	27876
Kalgoorlie/Boulder (C)	Torres Strait Islander	33
Karratha (C)	Aboriginal	2622
Karratha (C)	Both Aboriginal & Torres Strait Islander	80
Karratha (C)	Non-indigenous	18665
Karratha (C)	Torres Strait Islander	106
Katanning (S)	Aboriginal	301
Katanning (S)	Non-indigenous	3840
Katanning (S)	Torres Strait Islander	10
Kellerberrin (S)	Aboriginal	84
Kellerberrin (S)	Non-indigenous	1140
Kent (S)	Aboriginal	8
Kent (S)	Non-indigenous	551
Kojonup (S)	Aboriginal	92
Kojonup (S)	Non-indigenous	1893
Kondinin (S)	Aboriginal	55
Kondinin (S)	Both Aboriginal & Torres Strait Islander	3
Kondinin (S)	Non-indigenous	815
Koorda (S)	Aboriginal	10
Koorda (S)	Non-indigenous	404
Kulin (S)	Aboriginal	24
Kulin (S)	Non-indigenous	741
Kwinana (C)	Aboriginal	1371
Kwinana (C)	Both Aboriginal & Torres Strait Islander	27
Kwinana (C)	Non-indigenous	37511
Kwinana (C)	Torres Strait Islander	9
Lake Grace (S)	Aboriginal	25
Lake Grace (S)	Both Aboriginal & Torres Strait Islander	4
Lake Grace (S)	Non-indigenous	1239
Laverton (S)	Aboriginal	301
Laverton (S)	Both Aboriginal & Torres Strait Islander	3
Laverton (S)	Non-indigenous	846
Laverton (S)	Torres Strait Islander	3
Leonora (S)	Aboriginal	199
Leonora (S)	Both Aboriginal & Torres Strait Islander	4
Leonora (S)	Non-indigenous	1208
Mandurah (C)	Aboriginal	1637
Mandurah (C)	Both Aboriginal & Torres Strait Islander	36
Mandurah (C)	Non-indigenous	79098
Mandurah (C)	Torres Strait Islander	42
Manjimup (S)	Aboriginal	287
Manjimup (S)	Both Aboriginal & Torres Strait Islander	7
Manjimup (S)	Non-indigenous	8940
Manjimup (S)	Torres Strait Islander	16
Meekatharra (S)	Aboriginal	319
Meekatharra (S)	Both Aboriginal & Torres Strait Islander	5
Meekatharra (S)	Non-indigenous	743
Melville (C)	Aboriginal	666
Melville (C)	Both Aboriginal & Torres Strait Islander	10
Melville (C)	Non-indigenous	97392
Melville (C)	Torres Strait Islander	15
Menzies (S)	Aboriginal	215
Menzies (S)	Both Aboriginal & Torres Strait Islander	9
Menzies (S)	Non-indigenous	266
Merredin (S)	Aboriginal	229
Merredin (S)	Non-indigenous	3121
Mingenew (S)	Aboriginal	25
Mingenew (S)	Non-indigenous	430
Moora (S)	Aboriginal	257
Moora (S)	Both Aboriginal & Torres Strait Islander	3
Moora (S)	Non-indigenous	2168
Morawa (S)	Aboriginal	126
Morawa (S)	Non-indigenous	624
Mosman Park (T)	Aboriginal	73
Mosman Park (T)	Both Aboriginal & Torres Strait Islander	3
Mosman Park (T)	Non-indigenous	8681
Mount Magnet (S)	Aboriginal	105
Mount Magnet (S)	Non-indigenous	377
Mount Marshall (S)	Aboriginal	5
Mount Marshall (S)	Non-indigenous	522
Mukinbudin (S)	Aboriginal	29
Mukinbudin (S)	Non-indigenous	526
Mundaring (S)	Aboriginal	1164
Mundaring (S)	Both Aboriginal & Torres Strait Islander	36
Mundaring (S)	Non-indigenous	36942
Mundaring (S)	Torres Strait Islander	15
Murchison (S)	Aboriginal	57
Murchison (S)	Non-indigenous	96
Murray (S)	Aboriginal	382
Murray (S)	Both Aboriginal & Torres Strait Islander	7
Murray (S)	Non-indigenous	16299
Murray (S)	Torres Strait Islander	10
Nannup (S)	Aboriginal	19
Nannup (S)	Non-indigenous	1309
Narembeen (S)	Aboriginal	22
Narembeen (S)	Non-indigenous	783
Narembeen (S)	Torres Strait Islander	4
Narrogin (S)	Aboriginal	343
Narrogin (S)	Both Aboriginal & Torres Strait Islander	4
Narrogin (S)	Non-indigenous	4809
Narrogin (S)	Torres Strait Islander	6
Nedlands (C)	Aboriginal	60
Nedlands (C)	Both Aboriginal & Torres Strait Islander	5
Nedlands (C)	Non-indigenous	21053
Nedlands (C)	Torres Strait Islander	3
Ngaanyatjarraku (S)	Aboriginal	1379
Ngaanyatjarraku (S)	Both Aboriginal & Torres Strait Islander	4
Ngaanyatjarraku (S)	Non-indigenous	223
Northam (S)	Aboriginal	631
Northam (S)	Both Aboriginal & Torres Strait Islander	3
Northam (S)	Non-indigenous	10469
Northam (S)	Torres Strait Islander	9
Northampton (S)	Aboriginal	172
Northampton (S)	Non-indigenous	3144
Northampton (S)	Torres Strait Islander	3
Nungarin (S)	Aboriginal	19
Nungarin (S)	Non-indigenous	238
Peppermint Grove (S)	Aboriginal	29
Peppermint Grove (S)	Non-indigenous	1607
Perenjori (S)	Aboriginal	37
Perenjori (S)	Non-indigenous	580
Perth (C)	Aboriginal	154
Perth (C)	Both Aboriginal & Torres Strait Islander	3
Perth (C)	Non-indigenous	21635
Perth (C)	Torres Strait Islander	5
Pingelly (S)	Aboriginal	129
Pingelly (S)	Both Aboriginal & Torres Strait Islander	11
Pingelly (S)	Non-indigenous	1006
Plantagenet (S)	Aboriginal	150
Plantagenet (S)	Non-indigenous	4929
Port Hedland (T)	Aboriginal	2161
Port Hedland (T)	Both Aboriginal & Torres Strait Islander	134
Port Hedland (T)	Non-indigenous	12056
Port Hedland (T)	Torres Strait Islander	118
Quairading (S)	Aboriginal	82
Quairading (S)	Non-indigenous	937
Ravensthorpe (S)	Aboriginal	31
Ravensthorpe (S)	Non-indigenous	1702
Rockingham (C)	Aboriginal	2443
Rockingham (C)	Both Aboriginal & Torres Strait Islander	52
Rockingham (C)	Non-indigenous	122556
Rockingham (C)	Torres Strait Islander	63
Sandstone (S)	Non-indigenous	89
Serpentine-Jarrahdale (S)	Aboriginal	527
Serpentine-Jarrahdale (S)	Both Aboriginal & Torres Strait Islander	4
Serpentine-Jarrahdale (S)	Non-indigenous	26289
Serpentine-Jarrahdale (S)	Torres Strait Islander	13
Shark Bay (S)	Aboriginal	67
Shark Bay (S)	Non-indigenous	879
South Perth (C)	Aboriginal	512
South Perth (C)	Both Aboriginal & Torres Strait Islander	10
South Perth (C)	Non-indigenous	41461
South Perth (C)	Torres Strait Islander	6
Stirling (C)	Aboriginal	2128
Stirling (C)	Both Aboriginal & Torres Strait Islander	28
Stirling (C)	Non-indigenous	207978
Stirling (C)	Torres Strait Islander	74
Subiaco (C)	Aboriginal	125
Subiaco (C)	Both Aboriginal & Torres Strait Islander	6
Subiaco (C)	Non-indigenous	19220
Subiaco (C)	Torres Strait Islander	8
Swan (C)	Aboriginal	3637
Swan (C)	Both Aboriginal & Torres Strait Islander	74
Swan (C)	Non-indigenous	130040
Swan (C)	Torres Strait Islander	100
Tammin (S)	Aboriginal	41
Tammin (S)	Non-indigenous	361
Three Springs (S)	Aboriginal	47
Three Springs (S)	Non-indigenous	547
Toodyay (S)	Aboriginal	120
Toodyay (S)	Non-indigenous	4316
Toodyay (S)	Torres Strait Islander	3
Trayning (S)	Aboriginal	16
Trayning (S)	Non-indigenous	334
Upper Gascoyne (S)	Aboriginal	164
Upper Gascoyne (S)	Non-indigenous	114
Victoria Park (T)	Aboriginal	511
Victoria Park (T)	Both Aboriginal & Torres Strait Islander	7
Victoria Park (T)	Non-indigenous	34461
Victoria Park (T)	Torres Strait Islander	11
Victoria Plains (S)	Aboriginal	24
Victoria Plains (S)	Non-indigenous	886
Vincent (C)	Aboriginal	223
Vincent (C)	Both Aboriginal & Torres Strait Islander	4
Vincent (C)	Non-indigenous	33462
Vincent (C)	Torres Strait Islander	4
Wagin (S)	Aboriginal	38
Wagin (S)	Non-indigenous	1814
Wandering (S)	Aboriginal	3
Wandering (S)	Non-indigenous	441
Wanneroo (C)	Aboriginal	2568
Wanneroo (C)	Both Aboriginal & Torres Strait Islander	58
Wanneroo (C)	Non-indigenous	185508
Wanneroo (C)	Torres Strait Islander	78
Waroona (S)	Aboriginal	94
Waroona (S)	Non-indigenous	4051
Waroona (S)	Torres Strait Islander	3
West Arthur (S)	Aboriginal	25
West Arthur (S)	Non-indigenous	784
Westonia (S)	Aboriginal	6
Westonia (S)	Non-indigenous	298
Wickepin (S)	Aboriginal	25
Wickepin (S)	Non-indigenous	693
Williams (S)	Aboriginal	12
Williams (S)	Non-indigenous	969
Wiluna (S)	Aboriginal	211
Wiluna (S)	Both Aboriginal & Torres Strait Islander	8
Wiluna (S)	Non-indigenous	516
Wiluna (S)	Torres Strait Islander	7
Wongan-Ballidu (S)	Aboriginal	86
Wongan-Ballidu (S)	Non-indigenous	1245
Woodanilling (S)	Aboriginal	5
Woodanilling (S)	Non-indigenous	404
Wyalkatchem (S)	Aboriginal	8
Wyalkatchem (S)	Non-indigenous	508
Wyndham-East Kimberley (S)	Aboriginal	2293
Wyndham-East Kimberley (S)	Both Aboriginal & Torres Strait Islander	28
Wyndham-East Kimberley (S)	Non-indigenous	4808
Wyndham-East Kimberley (S)	Torres Strait Islander	19
Yalgoo (S)	Aboriginal	72
Yalgoo (S)	Non-indigenous	265
Yilgarn (S)	Aboriginal	39
Yilgarn (S)	Non-indigenous	1163
York (S)	Aboriginal	114
York (S)	Both Aboriginal & Torres Strait Islander	3
York (S)	Non-indigenous	3489
No usual address (WA)	Aboriginal	563
No usual address (WA)	Both Aboriginal & Torres Strait Islander	12
No usual address (WA)	Non-indigenous	5364
No usual address (WA)	Torres Strait Islander	11
Migratory - Offshore - Shipping (WA)	Aboriginal	3
Migratory - Offshore - Shipping (WA)	Non-indigenous	431
Break O'Day (M)	Aboriginal	216
Break O'Day (M)	Both Aboriginal & Torres Strait Islander	11
Break O'Day (M)	Non-indigenous	5865
Break O'Day (M)	Torres Strait Islander	12
Brighton (M)	Aboriginal	1368
Brighton (M)	Both Aboriginal & Torres Strait Islander	66
Brighton (M)	Non-indigenous	14965
Brighton (M)	Torres Strait Islander	113
Burnie (C)	Aboriginal	1209
Burnie (C)	Both Aboriginal & Torres Strait Islander	46
Burnie (C)	Non-indigenous	17583
Burnie (C)	Torres Strait Islander	57
Central Coast (M) (Tas.)	Aboriginal	1363
Central Coast (M) (Tas.)	Both Aboriginal & Torres Strait Islander	54
Central Coast (M) (Tas.)	Non-indigenous	19888
Central Coast (M) (Tas.)	Torres Strait Islander	57
Central Highlands (M) (Tas.)	Aboriginal	101
Central Highlands (M) (Tas.)	Both Aboriginal & Torres Strait Islander	8
Central Highlands (M) (Tas.)	Non-indigenous	2024
Central Highlands (M) (Tas.)	Torres Strait Islander	8
Circular Head (M)	Aboriginal	1179
Circular Head (M)	Both Aboriginal & Torres Strait Islander	45
Circular Head (M)	Non-indigenous	6676
Circular Head (M)	Torres Strait Islander	26
Clarence (C)	Aboriginal	1740
Clarence (C)	Both Aboriginal & Torres Strait Islander	85
Clarence (C)	Non-indigenous	52887
Clarence (C)	Torres Strait Islander	107
Derwent Valley (M)	Aboriginal	405
Derwent Valley (M)	Both Aboriginal & Torres Strait Islander	25
Derwent Valley (M)	Non-indigenous	9548
Derwent Valley (M)	Torres Strait Islander	43
Devonport (C)	Aboriginal	1432
Devonport (C)	Both Aboriginal & Torres Strait Islander	64
Devonport (C)	Non-indigenous	23116
Devonport (C)	Torres Strait Islander	84
Dorset (M)	Aboriginal	164
Dorset (M)	Both Aboriginal & Torres Strait Islander	9
Dorset (M)	Non-indigenous	6428
Dorset (M)	Torres Strait Islander	16
Flinders (M) (Tas.)	Aboriginal	144
Flinders (M) (Tas.)	Non-indigenous	759
Flinders (M) (Tas.)	Torres Strait Islander	3
George Town (M)	Aboriginal	272
George Town (M)	Both Aboriginal & Torres Strait Islander	7
George Town (M)	Non-indigenous	6468
George Town (M)	Torres Strait Islander	17
Glamorgan/Spring Bay (M)	Aboriginal	196
Glamorgan/Spring Bay (M)	Both Aboriginal & Torres Strait Islander	6
Glamorgan/Spring Bay (M)	Non-indigenous	4191
Glamorgan/Spring Bay (M)	Torres Strait Islander	7
Glenorchy (C)	Aboriginal	2055
Glenorchy (C)	Both Aboriginal & Torres Strait Islander	91
Glenorchy (C)	Non-indigenous	44008
Glenorchy (C)	Torres Strait Islander	99
Hobart (C)	Aboriginal	657
Hobart (C)	Both Aboriginal & Torres Strait Islander	29
Hobart (C)	Non-indigenous	49733
Hobart (C)	Torres Strait Islander	20
Huon Valley (M)	Aboriginal	1395
Huon Valley (M)	Both Aboriginal & Torres Strait Islander	39
Huon Valley (M)	Non-indigenous	14709
Huon Valley (M)	Torres Strait Islander	56
Kentish (M)	Aboriginal	295
Kentish (M)	Both Aboriginal & Torres Strait Islander	4
Kentish (M)	Non-indigenous	5817
Kentish (M)	Torres Strait Islander	12
King Island (M)	Aboriginal	33
King Island (M)	Non-indigenous	1549
King Island (M)	Torres Strait Islander	3
Kingborough (M)	Aboriginal	1215
Kingborough (M)	Both Aboriginal & Torres Strait Islander	38
Kingborough (M)	Non-indigenous	34564
Kingborough (M)	Torres Strait Islander	36
Latrobe (M) (Tas.)	Aboriginal	477
Latrobe (M) (Tas.)	Both Aboriginal & Torres Strait Islander	14
Latrobe (M) (Tas.)	Non-indigenous	10164
Latrobe (M) (Tas.)	Torres Strait Islander	44
Launceston (C)	Aboriginal	2140
Launceston (C)	Both Aboriginal & Torres Strait Islander	78
Launceston (C)	Non-indigenous	62971
Launceston (C)	Torres Strait Islander	85
Meander Valley (M)	Aboriginal	502
Meander Valley (M)	Both Aboriginal & Torres Strait Islander	32
