LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Barunga West (DC)	Person not in same household	3937	9
Barunga West (DC)	Person not in same household	5250	15
Barunga West (DC)	Person not in same household	7875	27
Barunga West (DC)	Person not in same household	10500	19
Barunga West (DC)	Person not in same household	11812	4
Barunga West (DC)	Person not in same household	14437	5
Barunga West (DC)	Real estate agent	5250	11
Barunga West (DC)	Real estate agent	7875	20
Barunga West (DC)	Real estate agent	10500	18
Barunga West (DC)	Real estate agent	11812	20
Barunga West (DC)	Real estate agent	14437	6
Barunga West (DC)	State or territory housing authority	3937	3
Berri and Barmera (DC)		0	32
Berri and Barmera (DC)		7875	7
Berri and Barmera (DC)	(Other)	0	14
Berri and Barmera (DC)	(Other)	5250	22
Berri and Barmera (DC)	(Other)	7875	25
Berri and Barmera (DC)	(Other)	10500	9
Berri and Barmera (DC)	(Other)	11812	4
Berri and Barmera (DC)	Co-op/church group etc	0	9
Berri and Barmera (DC)	Co-op/church group etc	3937	6
Berri and Barmera (DC)	Co-op/church group etc	5250	3
Berri and Barmera (DC)	Co-op/church group etc	7875	12
Berri and Barmera (DC)	Co-op/church group etc	10500	4
Berri and Barmera (DC)	Person not in same household	0	30
Berri and Barmera (DC)	Person not in same household	3937	6
Berri and Barmera (DC)	Person not in same household	5250	61
Berri and Barmera (DC)	Person not in same household	7875	116
Berri and Barmera (DC)	Person not in same household	10500	49
Berri and Barmera (DC)	Person not in same household	11812	29
Berri and Barmera (DC)	Person not in same household	14437	13
Berri and Barmera (DC)	Person not in same household	18375	3
Berri and Barmera (DC)	Real estate agent	0	4
Berri and Barmera (DC)	Real estate agent	5250	25
Berri and Barmera (DC)	Real estate agent	7875	199
Berri and Barmera (DC)	Real estate agent	10500	94
Berri and Barmera (DC)	Real estate agent	11812	137
Berri and Barmera (DC)	Real estate agent	14437	44
Berri and Barmera (DC)	Real estate agent	18375	15
Berri and Barmera (DC)	Real estate agent	23625	3
Berri and Barmera (DC)	State or territory housing authority	0	11
Berri and Barmera (DC)	State or territory housing authority	3937	48
Berri and Barmera (DC)	State or territory housing authority	5250	84
Berri and Barmera (DC)	State or territory housing authority	7875	64
Berri and Barmera (DC)	State or territory housing authority	10500	15
Berri and Barmera (DC)	State or territory housing authority	11812	5
Burnside (C)		0	57
Burnside (C)		5250	4
Burnside (C)		14437	3
Burnside (C)		18375	8
Burnside (C)	(Other)	0	6
Burnside (C)	(Other)	5250	9
Burnside (C)	(Other)	7875	4
Burnside (C)	(Other)	11812	6
Burnside (C)	(Other)	14437	18
Burnside (C)	(Other)	18375	14
Burnside (C)	Co-op/church group etc	0	8
Burnside (C)	Co-op/church group etc	3937	16
Burnside (C)	Co-op/church group etc	5250	13
Burnside (C)	Co-op/church group etc	7875	11
Burnside (C)	Co-op/church group etc	11812	4
Burnside (C)	Co-op/church group etc	14437	3
Burnside (C)	Person not in same household	0	81
Burnside (C)	Person not in same household	3937	5
Burnside (C)	Person not in same household	5250	46
Burnside (C)	Person not in same household	7875	83
Burnside (C)	Person not in same household	10500	58
Burnside (C)	Person not in same household	11812	149
Burnside (C)	Person not in same household	14437	285
Burnside (C)	Person not in same household	18375	221
Burnside (C)	Person not in same household	23625	123
Burnside (C)	Person not in same household	28875	51
Burnside (C)	Person not in same household	34125	17
Burnside (C)	Person not in same household	39375	10
Burnside (C)	Person not in same household	49875	9
Burnside (C)	Real estate agent	0	5
Burnside (C)	Real estate agent	3937	4
Burnside (C)	Real estate agent	5250	9
Burnside (C)	Real estate agent	7875	38
Burnside (C)	Real estate agent	10500	52
Burnside (C)	Real estate agent	11812	277
Burnside (C)	Real estate agent	14437	694
Burnside (C)	Real estate agent	18375	490
Burnside (C)	Real estate agent	23625	326
Burnside (C)	Real estate agent	28875	138
Burnside (C)	Real estate agent	34125	72
Burnside (C)	Real estate agent	39375	36
Burnside (C)	Real estate agent	44625	18
Burnside (C)	Real estate agent	49875	29
Burnside (C)	State or territory housing authority	0	16
Burnside (C)	State or territory housing authority	3937	30
Burnside (C)	State or territory housing authority	5250	67
Burnside (C)	State or territory housing authority	7875	16
Burnside (C)	State or territory housing authority	10500	3
Burnside (C)	State or territory housing authority	11812	9
Campbelltown (C) (SA)		0	47
Campbelltown (C) (SA)		3937	7
Campbelltown (C) (SA)		5250	5
Campbelltown (C) (SA)		7875	3
Campbelltown (C) (SA)		11812	3
Campbelltown (C) (SA)		14437	16
Campbelltown (C) (SA)		18375	3
Campbelltown (C) (SA)		23625	3
Campbelltown (C) (SA)	(Other)	0	3
Campbelltown (C) (SA)	(Other)	3937	3
Campbelltown (C) (SA)	(Other)	5250	17
Campbelltown (C) (SA)	(Other)	7875	9
Campbelltown (C) (SA)	(Other)	10500	11
Campbelltown (C) (SA)	(Other)	11812	27
Campbelltown (C) (SA)	(Other)	14437	40
Campbelltown (C) (SA)	(Other)	18375	19
Campbelltown (C) (SA)	(Other)	28875	4
Campbelltown (C) (SA)	Co-op/church group etc	0	14
Campbelltown (C) (SA)	Co-op/church group etc	3937	21
Campbelltown (C) (SA)	Co-op/church group etc	5250	42
Campbelltown (C) (SA)	Co-op/church group etc	7875	42
Campbelltown (C) (SA)	Co-op/church group etc	10500	19
Campbelltown (C) (SA)	Co-op/church group etc	11812	14
Campbelltown (C) (SA)	Co-op/church group etc	14437	9
Campbelltown (C) (SA)	Co-op/church group etc	18375	6
Campbelltown (C) (SA)	Co-op/church group etc	23625	3
Campbelltown (C) (SA)	Person not in same household	0	90
Campbelltown (C) (SA)	Person not in same household	5250	72
Campbelltown (C) (SA)	Person not in same household	7875	97
Campbelltown (C) (SA)	Person not in same household	10500	91
Campbelltown (C) (SA)	Person not in same household	11812	227
Campbelltown (C) (SA)	Person not in same household	14437	445
Campbelltown (C) (SA)	Person not in same household	18375	327
Campbelltown (C) (SA)	Person not in same household	23625	59
Campbelltown (C) (SA)	Person not in same household	28875	20
Campbelltown (C) (SA)	Person not in same household	34125	7
Campbelltown (C) (SA)	Person not in same household	39375	3
Campbelltown (C) (SA)	Real estate agent	0	11
Campbelltown (C) (SA)	Real estate agent	5250	10
Campbelltown (C) (SA)	Real estate agent	7875	46
Campbelltown (C) (SA)	Real estate agent	10500	68
Campbelltown (C) (SA)	Real estate agent	11812	335
Campbelltown (C) (SA)	Real estate agent	14437	876
Campbelltown (C) (SA)	Real estate agent	18375	772
Campbelltown (C) (SA)	Real estate agent	23625	170
Campbelltown (C) (SA)	Real estate agent	28875	41
Campbelltown (C) (SA)	Real estate agent	34125	5
Campbelltown (C) (SA)	Real estate agent	39375	3
Campbelltown (C) (SA)	Real estate agent	44625	3
Campbelltown (C) (SA)	Real estate agent	49875	7
Campbelltown (C) (SA)	State or territory housing authority	0	37
Campbelltown (C) (SA)	State or territory housing authority	3937	137
Campbelltown (C) (SA)	State or territory housing authority	5250	245
Campbelltown (C) (SA)	State or territory housing authority	7875	100
Campbelltown (C) (SA)	State or territory housing authority	10500	31
Campbelltown (C) (SA)	State or territory housing authority	11812	46
Campbelltown (C) (SA)	State or territory housing authority	14437	26
Campbelltown (C) (SA)	State or territory housing authority	18375	18
Ceduna (DC)		0	9
Ceduna (DC)		11812	3
Ceduna (DC)	(Other)	0	9
Ceduna (DC)	(Other)	3937	3
Ceduna (DC)	(Other)	5250	10
Ceduna (DC)	(Other)	7875	8
Ceduna (DC)	(Other)	11812	6
Ceduna (DC)	(Other)	14437	3
Ceduna (DC)	Co-op/church group etc	0	11
Ceduna (DC)	Co-op/church group etc	3937	7
Ceduna (DC)	Co-op/church group etc	5250	5
Ceduna (DC)	Co-op/church group etc	7875	10
Ceduna (DC)	Co-op/church group etc	11812	3
Ceduna (DC)	Person not in same household	0	13
Ceduna (DC)	Person not in same household	3937	3
Ceduna (DC)	Person not in same household	5250	12
Ceduna (DC)	Person not in same household	7875	18
Ceduna (DC)	Person not in same household	10500	19
Ceduna (DC)	Person not in same household	11812	24
Ceduna (DC)	Person not in same household	14437	18
Ceduna (DC)	Person not in same household	18375	3
Ceduna (DC)	Real estate agent	5250	5
Ceduna (DC)	Real estate agent	7875	8
Ceduna (DC)	Real estate agent	10500	9
Ceduna (DC)	Real estate agent	11812	29
Ceduna (DC)	Real estate agent	14437	37
Ceduna (DC)	Real estate agent	18375	12
Ceduna (DC)	State or territory housing authority	0	12
Ceduna (DC)	State or territory housing authority	3937	37
Ceduna (DC)	State or territory housing authority	5250	17
Ceduna (DC)	State or territory housing authority	7875	18
Ceduna (DC)	State or territory housing authority	10500	8
Ceduna (DC)	State or territory housing authority	11812	8
Ceduna (DC)	State or territory housing authority	14437	7
Charles Sturt (C)		0	102
Charles Sturt (C)		3937	12
Charles Sturt (C)		5250	10
Charles Sturt (C)		7875	6
Charles Sturt (C)		10500	9
Charles Sturt (C)		11812	12
Charles Sturt (C)		14437	14
Charles Sturt (C)		18375	12
Charles Sturt (C)		23625	7
Charles Sturt (C)		28875	3
Charles Sturt (C)	(Other)	0	14
Charles Sturt (C)	(Other)	3937	8
Charles Sturt (C)	(Other)	5250	21
Charles Sturt (C)	(Other)	7875	21
Charles Sturt (C)	(Other)	10500	35
Charles Sturt (C)	(Other)	11812	83
Charles Sturt (C)	(Other)	14437	106
Charles Sturt (C)	(Other)	18375	63
Charles Sturt (C)	(Other)	23625	4
Charles Sturt (C)	(Other)	28875	4
Charles Sturt (C)	Co-op/church group etc	0	21
Charles Sturt (C)	Co-op/church group etc	3937	82
Charles Sturt (C)	Co-op/church group etc	5250	79
Charles Sturt (C)	Co-op/church group etc	7875	117
Charles Sturt (C)	Co-op/church group etc	10500	33
Charles Sturt (C)	Co-op/church group etc	11812	39
Charles Sturt (C)	Co-op/church group etc	14437	50
Charles Sturt (C)	Co-op/church group etc	18375	10
Charles Sturt (C)	Person not in same household	0	171
Charles Sturt (C)	Person not in same household	3937	19
Charles Sturt (C)	Person not in same household	5250	132
Charles Sturt (C)	Person not in same household	7875	253
Charles Sturt (C)	Person not in same household	10500	253
Charles Sturt (C)	Person not in same household	11812	646
Charles Sturt (C)	Person not in same household	14437	1064
Charles Sturt (C)	Person not in same household	18375	862
Charles Sturt (C)	Person not in same household	23625	193
Charles Sturt (C)	Person not in same household	28875	53
Charles Sturt (C)	Person not in same household	34125	23
Charles Sturt (C)	Person not in same household	39375	8
Charles Sturt (C)	Person not in same household	44625	7
Charles Sturt (C)	Person not in same household	49875	9
Charles Sturt (C)	Real estate agent	0	14
Charles Sturt (C)	Real estate agent	3937	9
Charles Sturt (C)	Real estate agent	5250	37
Charles Sturt (C)	Real estate agent	7875	118
Charles Sturt (C)	Real estate agent	10500	191
Charles Sturt (C)	Real estate agent	11812	839
Charles Sturt (C)	Real estate agent	14437	1834
Charles Sturt (C)	Real estate agent	18375	2054
Charles Sturt (C)	Real estate agent	23625	541
Charles Sturt (C)	Real estate agent	28875	180
Charles Sturt (C)	Real estate agent	34125	66
Charles Sturt (C)	Real estate agent	39375	29
Charles Sturt (C)	Real estate agent	44625	15
Charles Sturt (C)	Real estate agent	49875	12
Charles Sturt (C)	State or territory housing authority	0	243
Charles Sturt (C)	State or territory housing authority	3937	624
Charles Sturt (C)	State or territory housing authority	5250	1156
Charles Sturt (C)	State or territory housing authority	7875	526
Charles Sturt (C)	State or territory housing authority	10500	183
Charles Sturt (C)	State or territory housing authority	11812	246
Charles Sturt (C)	State or territory housing authority	14437	248
Charles Sturt (C)	State or territory housing authority	18375	60
Charles Sturt (C)	State or territory housing authority	23625	4
Charles Sturt (C)	State or territory housing authority	28875	7
Charles Sturt (C)	State or territory housing authority	34125	3
Charles Sturt (C)	State or territory housing authority	39375	6
Charles Sturt (C)	State or territory housing authority	49875	5
Clare and Gilbert Valleys (DC)		0	29
Clare and Gilbert Valleys (DC)		5250	3
Clare and Gilbert Valleys (DC)		7875	3
Clare and Gilbert Valleys (DC)	(Other)	0	13
Clare and Gilbert Valleys (DC)	(Other)	3937	3
Clare and Gilbert Valleys (DC)	(Other)	5250	6
Clare and Gilbert Valleys (DC)	(Other)	7875	20
Clare and Gilbert Valleys (DC)	(Other)	10500	9
Clare and Gilbert Valleys (DC)	(Other)	11812	13
Clare and Gilbert Valleys (DC)	Co-op/church group etc	5250	18
Clare and Gilbert Valleys (DC)	Co-op/church group etc	7875	18
Clare and Gilbert Valleys (DC)	Co-op/church group etc	10500	3
Clare and Gilbert Valleys (DC)	Co-op/church group etc	11812	3
Clare and Gilbert Valleys (DC)	Co-op/church group etc	14437	3
Clare and Gilbert Valleys (DC)	Person not in same household	0	30
Clare and Gilbert Valleys (DC)	Person not in same household	3937	3
Clare and Gilbert Valleys (DC)	Person not in same household	5250	19
Clare and Gilbert Valleys (DC)	Person not in same household	7875	39
Clare and Gilbert Valleys (DC)	Person not in same household	10500	48
Clare and Gilbert Valleys (DC)	Person not in same household	11812	48
Clare and Gilbert Valleys (DC)	Person not in same household	14437	35
Clare and Gilbert Valleys (DC)	Person not in same household	18375	6
Clare and Gilbert Valleys (DC)	Person not in same household	23625	5
Clare and Gilbert Valleys (DC)	Real estate agent	5250	13
Clare and Gilbert Valleys (DC)	Real estate agent	7875	31
Clare and Gilbert Valleys (DC)	Real estate agent	10500	33
Clare and Gilbert Valleys (DC)	Real estate agent	11812	115
Clare and Gilbert Valleys (DC)	Real estate agent	14437	82
Clare and Gilbert Valleys (DC)	Real estate agent	18375	29
Clare and Gilbert Valleys (DC)	State or territory housing authority	0	3
Clare and Gilbert Valleys (DC)	State or territory housing authority	3937	18
Clare and Gilbert Valleys (DC)	State or territory housing authority	5250	35
Clare and Gilbert Valleys (DC)	State or territory housing authority	7875	16
Clare and Gilbert Valleys (DC)	State or territory housing authority	10500	16
Clare and Gilbert Valleys (DC)	State or territory housing authority	11812	8
Clare and Gilbert Valleys (DC)	State or territory housing authority	14437	4
Clare and Gilbert Valleys (DC)	State or territory housing authority	49875	3
Cleve (DC)		0	10
Cleve (DC)	(Other)	0	7
Cleve (DC)	(Other)	3937	3
Cleve (DC)	(Other)	5250	3
Cleve (DC)	Co-op/church group etc	7875	3
Cleve (DC)	Person not in same household	0	13
Cleve (DC)	Person not in same household	5250	11
Cleve (DC)	Person not in same household	7875	21
Cleve (DC)	Person not in same household	10500	16
Cleve (DC)	Real estate agent	7875	3
Cleve (DC)	Real estate agent	10500	3
Cleve (DC)	State or territory housing authority	3937	5
Cleve (DC)	State or territory housing authority	5250	8
Cleve (DC)	State or territory housing authority	7875	8
Coober Pedy (DC)		0	11
Coober Pedy (DC)	(Other)	0	6
Coober Pedy (DC)	(Other)	3937	6
Coober Pedy (DC)	(Other)	5250	10
Coober Pedy (DC)	(Other)	7875	3
Coober Pedy (DC)	Co-op/church group etc	7875	4
Coober Pedy (DC)	Person not in same household	0	15
Coober Pedy (DC)	Person not in same household	3937	3
Coober Pedy (DC)	Person not in same household	5250	21
Coober Pedy (DC)	Person not in same household	7875	19
Coober Pedy (DC)	Person not in same household	10500	13
Coober Pedy (DC)	Person not in same household	11812	4
Coober Pedy (DC)	Real estate agent	5250	21
Coober Pedy (DC)	Real estate agent	7875	29
Coober Pedy (DC)	Real estate agent	10500	11
Coober Pedy (DC)	Real estate agent	11812	5
Coober Pedy (DC)	State or territory housing authority	5250	16
Coober Pedy (DC)	State or territory housing authority	7875	6
Coober Pedy (DC)	State or territory housing authority	10500	3
Coober Pedy (DC)	State or territory housing authority	11812	4
Coober Pedy (DC)	State or territory housing authority	14437	3
Copper Coast (DC)		0	31
Copper Coast (DC)		3937	3
Copper Coast (DC)		7875	3
Copper Coast (DC)		10500	3
Copper Coast (DC)		11812	9
Copper Coast (DC)	(Other)	0	11
Copper Coast (DC)	(Other)	5250	11
Copper Coast (DC)	(Other)	7875	11
Copper Coast (DC)	(Other)	10500	14
Copper Coast (DC)	(Other)	11812	12
Copper Coast (DC)	(Other)	14437	4
Copper Coast (DC)	Co-op/church group etc	0	7
Copper Coast (DC)	Co-op/church group etc	3937	3
Copper Coast (DC)	Co-op/church group etc	5250	12
Copper Coast (DC)	Co-op/church group etc	7875	11
Copper Coast (DC)	Co-op/church group etc	10500	3
Copper Coast (DC)	Co-op/church group etc	11812	3
Copper Coast (DC)	Person not in same household	0	30
Copper Coast (DC)	Person not in same household	3937	3
Copper Coast (DC)	Person not in same household	5250	49
Copper Coast (DC)	Person not in same household	7875	82
Copper Coast (DC)	Person not in same household	10500	63
Copper Coast (DC)	Person not in same household	11812	96
Copper Coast (DC)	Person not in same household	14437	49
Copper Coast (DC)	Person not in same household	18375	12
Copper Coast (DC)	Real estate agent	0	4
Copper Coast (DC)	Real estate agent	5250	17
Copper Coast (DC)	Real estate agent	7875	93
Copper Coast (DC)	Real estate agent	10500	77
Copper Coast (DC)	Real estate agent	11812	321
Copper Coast (DC)	Real estate agent	14437	195
Copper Coast (DC)	Real estate agent	18375	37
Copper Coast (DC)	Real estate agent	23625	3
Copper Coast (DC)	Real estate agent	28875	4
Copper Coast (DC)	State or territory housing authority	0	7
Copper Coast (DC)	State or territory housing authority	3937	64
Copper Coast (DC)	State or territory housing authority	5250	57
Copper Coast (DC)	State or territory housing authority	7875	55
Copper Coast (DC)	State or territory housing authority	10500	21
Copper Coast (DC)	State or territory housing authority	11812	12
Copper Coast (DC)	State or territory housing authority	14437	3
Copper Coast (DC)	State or territory housing authority	49875	3
Elliston (DC)		0	17
Elliston (DC)	(Other)	0	5
Elliston (DC)	Person not in same household	0	9
Elliston (DC)	Person not in same household	5250	16
Elliston (DC)	Person not in same household	7875	3
Elliston (DC)	Person not in same household	10500	8
Elliston (DC)	State or territory housing authority	3937	3
Elliston (DC)	State or territory housing authority	5250	3
Flinders Ranges (DC)		0	12
Flinders Ranges (DC)	(Other)	0	6
Flinders Ranges (DC)	(Other)	5250	4
Flinders Ranges (DC)	(Other)	7875	3
Flinders Ranges (DC)	(Other)	10500	3
Flinders Ranges (DC)	Co-op/church group etc	0	10
Flinders Ranges (DC)	Co-op/church group etc	5250	3
Flinders Ranges (DC)	Person not in same household	0	12
Flinders Ranges (DC)	Person not in same household	5250	11
Flinders Ranges (DC)	Person not in same household	7875	17
Flinders Ranges (DC)	Person not in same household	10500	7
Flinders Ranges (DC)	Person not in same household	11812	4
Flinders Ranges (DC)	Person not in same household	14437	4
Flinders Ranges (DC)	Real estate agent	7875	11
Flinders Ranges (DC)	Real estate agent	10500	11
Flinders Ranges (DC)	Real estate agent	11812	15
Flinders Ranges (DC)	Real estate agent	14437	3
Flinders Ranges (DC)	State or territory housing authority	0	5
Flinders Ranges (DC)	State or territory housing authority	3937	11
Flinders Ranges (DC)	State or territory housing authority	5250	10
Flinders Ranges (DC)	State or territory housing authority	7875	11
Franklin Harbour (DC)		0	3
Franklin Harbour (DC)	(Other)	0	3
Franklin Harbour (DC)	(Other)	5250	3
Franklin Harbour (DC)	(Other)	7875	3
Franklin Harbour (DC)	(Other)	10500	3
Franklin Harbour (DC)	(Other)	11812	3
Franklin Harbour (DC)	Co-op/church group etc	0	3
Franklin Harbour (DC)	Co-op/church group etc	5250	4
Franklin Harbour (DC)	Person not in same household	0	8
Franklin Harbour (DC)	Person not in same household	5250	7
Franklin Harbour (DC)	Person not in same household	7875	10
Franklin Harbour (DC)	Person not in same household	10500	15
Franklin Harbour (DC)	Person not in same household	11812	15
Franklin Harbour (DC)	Real estate agent	7875	3
Franklin Harbour (DC)	Real estate agent	10500	4
Franklin Harbour (DC)	Real estate agent	11812	5
Franklin Harbour (DC)	State or territory housing authority	5250	3
Gawler (T)		0	18
Gawler (T)		11812	4
Gawler (T)		14437	3
Gawler (T)		18375	4
Gawler (T)		49875	3
Gawler (T)	(Other)	3937	8
Gawler (T)	(Other)	5250	20
Gawler (T)	(Other)	7875	6
Gawler (T)	(Other)	10500	7
Gawler (T)	(Other)	11812	56
Gawler (T)	(Other)	14437	16
Gawler (T)	(Other)	18375	7
Gawler (T)	(Other)	23625	3
Gawler (T)	Co-op/church group etc	0	8
Gawler (T)	Co-op/church group etc	3937	10
Gawler (T)	Co-op/church group etc	5250	4
Gawler (T)	Co-op/church group etc	7875	21
Gawler (T)	Co-op/church group etc	10500	7
Gawler (T)	Co-op/church group etc	11812	6
Gawler (T)	Co-op/church group etc	14437	3
Gawler (T)	Co-op/church group etc	18375	10
Gawler (T)	Person not in same household	0	25
Gawler (T)	Person not in same household	3937	3
Gawler (T)	Person not in same household	5250	27
Gawler (T)	Person not in same household	7875	57
Gawler (T)	Person not in same household	10500	71
Gawler (T)	Person not in same household	11812	144
Gawler (T)	Person not in same household	14437	195
Gawler (T)	Person not in same household	18375	28
Gawler (T)	Person not in same household	23625	9
Gawler (T)	Real estate agent	0	3
Gawler (T)	Real estate agent	5250	9
Gawler (T)	Real estate agent	7875	40
Gawler (T)	Real estate agent	10500	67
Gawler (T)	Real estate agent	11812	424
Gawler (T)	Real estate agent	14437	645
Gawler (T)	Real estate agent	18375	147
Gawler (T)	Real estate agent	23625	22
Gawler (T)	Real estate agent	28875	4
Gawler (T)	Real estate agent	34125	6
Gawler (T)	State or territory housing authority	0	19
Gawler (T)	State or territory housing authority	3937	90
Gawler (T)	State or territory housing authority	5250	137
Gawler (T)	State or territory housing authority	7875	62
Gawler (T)	State or territory housing authority	10500	43
Gawler (T)	State or territory housing authority	11812	27
Gawler (T)	State or territory housing authority	14437	4
Goyder (DC)		0	24
Goyder (DC)	(Other)	0	20
Goyder (DC)	(Other)	5250	16
Goyder (DC)	(Other)	7875	3
Goyder (DC)	Co-op/church group etc	3937	3
Goyder (DC)	Co-op/church group etc	5250	3
Goyder (DC)	Person not in same household	0	24
Goyder (DC)	Person not in same household	3937	15
Goyder (DC)	Person not in same household	5250	35
Goyder (DC)	Person not in same household	7875	37
Goyder (DC)	Person not in same household	10500	30
Goyder (DC)	Person not in same household	11812	18
Goyder (DC)	Person not in same household	14437	3
Goyder (DC)	Person not in same household	18375	3
Goyder (DC)	Real estate agent	5250	10
Goyder (DC)	Real estate agent	7875	17
Goyder (DC)	Real estate agent	10500	22
Goyder (DC)	Real estate agent	11812	15
Goyder (DC)	State or territory housing authority	0	4
Goyder (DC)	State or territory housing authority	3937	3
Goyder (DC)	State or territory housing authority	5250	3
Grant (DC)		0	38
Grant (DC)	(Other)	0	15
Grant (DC)	(Other)	3937	3
Grant (DC)	(Other)	5250	15
Grant (DC)	(Other)	7875	12
Grant (DC)	(Other)	10500	3
Grant (DC)	Person not in same household	0	32
Grant (DC)	Person not in same household	3937	7
Grant (DC)	Person not in same household	5250	30
Grant (DC)	Person not in same household	7875	44
Grant (DC)	Person not in same household	10500	26
Grant (DC)	Person not in same household	11812	14
Grant (DC)	Person not in same household	14437	3
Grant (DC)	Person not in same household	18375	5
Grant (DC)	Real estate agent	5250	17
Grant (DC)	Real estate agent	7875	31
Grant (DC)	Real estate agent	10500	16
Grant (DC)	Real estate agent	11812	26
Grant (DC)	Real estate agent	14437	19
Grant (DC)	Real estate agent	18375	14
Holdfast Bay (C)		0	45
Holdfast Bay (C)		3937	4
Holdfast Bay (C)		7875	3
Holdfast Bay (C)		10500	4
Holdfast Bay (C)		11812	3
Holdfast Bay (C)		14437	4
Holdfast Bay (C)	(Other)	3937	3
Holdfast Bay (C)	(Other)	5250	4
Holdfast Bay (C)	(Other)	7875	8
Holdfast Bay (C)	(Other)	10500	3
Holdfast Bay (C)	(Other)	11812	10
Holdfast Bay (C)	(Other)	14437	13
Holdfast Bay (C)	(Other)	18375	13
Holdfast Bay (C)	(Other)	23625	3
Holdfast Bay (C)	Co-op/church group etc	0	12
Holdfast Bay (C)	Co-op/church group etc	3937	31
Holdfast Bay (C)	Co-op/church group etc	5250	45
Holdfast Bay (C)	Co-op/church group etc	7875	45
Holdfast Bay (C)	Co-op/church group etc	10500	5
Holdfast Bay (C)	Co-op/church group etc	11812	9
Holdfast Bay (C)	Co-op/church group etc	14437	3
Holdfast Bay (C)	Person not in same household	0	79
Holdfast Bay (C)	Person not in same household	3937	7
Holdfast Bay (C)	Person not in same household	5250	44
Holdfast Bay (C)	Person not in same household	7875	83
Holdfast Bay (C)	Person not in same household	10500	101
Holdfast Bay (C)	Person not in same household	11812	192
Holdfast Bay (C)	Person not in same household	14437	351
Holdfast Bay (C)	Person not in same household	18375	257
Holdfast Bay (C)	Person not in same household	23625	82
Holdfast Bay (C)	Person not in same household	28875	31
Holdfast Bay (C)	Person not in same household	34125	16
Holdfast Bay (C)	Person not in same household	39375	7
Holdfast Bay (C)	Person not in same household	44625	8
Holdfast Bay (C)	Person not in same household	49875	6
Holdfast Bay (C)	Real estate agent	0	3
Holdfast Bay (C)	Real estate agent	3937	3
Holdfast Bay (C)	Real estate agent	5250	19
Holdfast Bay (C)	Real estate agent	7875	42
Holdfast Bay (C)	Real estate agent	10500	75
Holdfast Bay (C)	Real estate agent	11812	508
Holdfast Bay (C)	Real estate agent	14437	847
Holdfast Bay (C)	Real estate agent	18375	648
Holdfast Bay (C)	Real estate agent	23625	288
Holdfast Bay (C)	Real estate agent	28875	122
Holdfast Bay (C)	Real estate agent	34125	54
Holdfast Bay (C)	Real estate agent	39375	28
Holdfast Bay (C)	Real estate agent	44625	12
Holdfast Bay (C)	Real estate agent	49875	15
Holdfast Bay (C)	State or territory housing authority	0	13
Holdfast Bay (C)	State or territory housing authority	3937	42
Holdfast Bay (C)	State or territory housing authority	5250	96
Holdfast Bay (C)	State or territory housing authority	7875	40
Holdfast Bay (C)	State or territory housing authority	10500	8
Holdfast Bay (C)	State or territory housing authority	11812	6
Holdfast Bay (C)	State or territory housing authority	14437	8
Holdfast Bay (C)	State or territory housing authority	18375	8
Kangaroo Island (DC)		0	31
Kangaroo Island (DC)		11812	3
Kangaroo Island (DC)	(Other)	0	9
Kangaroo Island (DC)	(Other)	5250	5
Kangaroo Island (DC)	(Other)	7875	12
Kangaroo Island (DC)	Co-op/church group etc	0	3
Kangaroo Island (DC)	Co-op/church group etc	7875	6
Kangaroo Island (DC)	Person not in same household	0	28
Kangaroo Island (DC)	Person not in same household	3937	3
Kangaroo Island (DC)	Person not in same household	5250	34
Kangaroo Island (DC)	Person not in same household	7875	55
Kangaroo Island (DC)	Person not in same household	10500	28
Kangaroo Island (DC)	Person not in same household	11812	24
Kangaroo Island (DC)	Person not in same household	14437	11
Kangaroo Island (DC)	Real estate agent	0	4
Kangaroo Island (DC)	Real estate agent	5250	12
Kangaroo Island (DC)	Real estate agent	7875	43
Kangaroo Island (DC)	Real estate agent	10500	21
Kangaroo Island (DC)	Real estate agent	11812	43
Kangaroo Island (DC)	Real estate agent	14437	19
Kangaroo Island (DC)	State or territory housing authority	0	8
Kangaroo Island (DC)	State or territory housing authority	3937	5
Kangaroo Island (DC)	State or territory housing authority	5250	9
Kangaroo Island (DC)	State or territory housing authority	7875	14
Kangaroo Island (DC)	State or territory housing authority	10500	7
Karoonda East Murray (DC)		0	6
Karoonda East Murray (DC)	(Other)	0	13
Karoonda East Murray (DC)	(Other)	5250	4
Karoonda East Murray (DC)	Person not in same household	0	5
Karoonda East Murray (DC)	Person not in same household	5250	9
Karoonda East Murray (DC)	Person not in same household	7875	8
Karoonda East Murray (DC)	Person not in same household	10500	3
Karoonda East Murray (DC)	Person not in same household	11812	3
Karoonda East Murray (DC)	State or territory housing authority	0	3
Karoonda East Murray (DC)	State or territory housing authority	5250	3
Kimba (DC)		0	12
Kimba (DC)	(Other)	0	7
Kimba (DC)	(Other)	5250	3
Kimba (DC)	(Other)	7875	3
Kimba (DC)	Person not in same household	0	11
Kimba (DC)	Person not in same household	3937	8
Kimba (DC)	Person not in same household	5250	13
Kimba (DC)	Person not in same household	7875	12
Kimba (DC)	Real estate agent	7875	3
Kimba (DC)	State or territory housing authority	0	4
Kimba (DC)	State or territory housing authority	5250	3
Kingston (DC) (SA)		0	19
