LGA_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Stonnington (C)	45-54		1	2011	27
Stonnington (C)	45-54		1	2012	11
Stonnington (C)	45-54		1	2013	31
Stonnington (C)	45-54		1	2014	32
Stonnington (C)	45-54		1	2015	23
Stonnington (C)	45-54		1	2016	13
Stonnington (C)	45-54	Speaks English not well or not at all	0		24
Stonnington (C)	45-54	Speaks English not well or not at all	0	2000	55
Stonnington (C)	45-54	Speaks English not well or not at all	0	2005	24
Stonnington (C)	45-54	Speaks English not well or not at all	0	2010	45
Stonnington (C)	45-54	Speaks English not well or not at all	0	2011	20
Stonnington (C)	45-54	Speaks English not well or not at all	0	2012	9
Stonnington (C)	45-54	Speaks English not well or not at all	0	2013	11
Stonnington (C)	45-54	Speaks English not well or not at all	0	2014	18
Stonnington (C)	45-54	Speaks English not well or not at all	0	2015	19
Stonnington (C)	45-54	Speaks English not well or not at all	0	2016	8
Stonnington (C)	45-54	Speaks English well or very well	0		36
Stonnington (C)	45-54	Speaks English well or very well	0	2000	823
Stonnington (C)	45-54	Speaks English well or very well	0	2005	180
Stonnington (C)	45-54	Speaks English well or very well	0	2010	110
Stonnington (C)	45-54	Speaks English well or very well	0	2011	26
Stonnington (C)	45-54	Speaks English well or very well	0	2012	20
Stonnington (C)	45-54	Speaks English well or very well	0	2013	20
Stonnington (C)	45-54	Speaks English well or very well	0	2014	32
Stonnington (C)	45-54	Speaks English well or very well	0	2015	32
Stonnington (C)	45-54	Speaks English well or very well	0	2016	15
Stonnington (C)	55-64				3
Stonnington (C)	55-64			2000	3
Stonnington (C)	55-64		0	2000	4
Stonnington (C)	55-64		1		32
Stonnington (C)	55-64		1	2000	1410
Stonnington (C)	55-64		1	2005	64
Stonnington (C)	55-64		1	2010	36
Stonnington (C)	55-64		1	2011	13
Stonnington (C)	55-64		1	2012	4
Stonnington (C)	55-64		1	2013	10
Stonnington (C)	55-64		1	2014	5
Stonnington (C)	55-64		1	2015	9
Stonnington (C)	55-64		1	2016	9
Stonnington (C)	55-64	Speaks English not well or not at all	0		30
Stonnington (C)	55-64	Speaks English not well or not at all	0	2000	163
Stonnington (C)	55-64	Speaks English not well or not at all	0	2005	19
Stonnington (C)	55-64	Speaks English not well or not at all	0	2010	43
Stonnington (C)	55-64	Speaks English not well or not at all	0	2011	4
Stonnington (C)	55-64	Speaks English not well or not at all	0	2012	14
Stonnington (C)	55-64	Speaks English not well or not at all	0	2013	3
Stonnington (C)	55-64	Speaks English not well or not at all	0	2014	4
Stonnington (C)	55-64	Speaks English not well or not at all	0	2015	20
Stonnington (C)	55-64	Speaks English not well or not at all	0	2016	6
Stonnington (C)	55-64	Speaks English well or very well	0		32
Stonnington (C)	55-64	Speaks English well or very well	0	2000	979
Stonnington (C)	55-64	Speaks English well or very well	0	2005	62
Stonnington (C)	55-64	Speaks English well or very well	0	2010	29
Stonnington (C)	55-64	Speaks English well or very well	0	2011	4
Stonnington (C)	55-64	Speaks English well or very well	0	2012	8
Stonnington (C)	55-64	Speaks English well or very well	0	2013	3
Stonnington (C)	55-64	Speaks English well or very well	0	2014	3
Stonnington (C)	55-64	Speaks English well or very well	0	2015	5
Stonnington (C)	55-64	Speaks English well or very well	0	2016	4
Stonnington (C)	65-74			2000	3
Stonnington (C)	65-74		0	2000	15
Stonnington (C)	65-74		1		38
Stonnington (C)	65-74		1	2000	1486
Stonnington (C)	65-74		1	2005	19
Stonnington (C)	65-74		1	2010	11
Stonnington (C)	65-74		1	2012	7
Stonnington (C)	65-74		1	2014	3
Stonnington (C)	65-74		1	2015	3
Stonnington (C)	65-74	Speaks English not well or not at all	0		12
Stonnington (C)	65-74	Speaks English not well or not at all	0	2000	300
Stonnington (C)	65-74	Speaks English not well or not at all	0	2005	12
Stonnington (C)	65-74	Speaks English not well or not at all	0	2010	22
Stonnington (C)	65-74	Speaks English not well or not at all	0	2011	3
Stonnington (C)	65-74	Speaks English not well or not at all	0	2012	11
Stonnington (C)	65-74	Speaks English not well or not at all	0	2013	3
Stonnington (C)	65-74	Speaks English not well or not at all	0	2014	4
Stonnington (C)	65-74	Speaks English not well or not at all	0	2015	4
Stonnington (C)	65-74	Speaks English not well or not at all	0	2016	3
Stonnington (C)	65-74	Speaks English well or very well	0		16
Stonnington (C)	65-74	Speaks English well or very well	0	2000	895
Stonnington (C)	65-74	Speaks English well or very well	0	2005	23
Stonnington (C)	65-74	Speaks English well or very well	0	2010	5
Stonnington (C)	65-74	Speaks English well or very well	0	2012	3
Stonnington (C)	65-74	Speaks English well or very well	0	2015	3
Stonnington (C)	65-74	Speaks English well or very well	0	2016	3
Stonnington (C)	75-84			2000	3
Stonnington (C)	75-84		0	2000	8
Stonnington (C)	75-84		1		19
Stonnington (C)	75-84		1	2000	668
Stonnington (C)	75-84		1	2005	7
Stonnington (C)	75-84		1	2010	4
Stonnington (C)	75-84		1	2012	3
Stonnington (C)	75-84	Speaks English not well or not at all	0		20
Stonnington (C)	75-84	Speaks English not well or not at all	0	2000	690
Stonnington (C)	75-84	Speaks English not well or not at all	0	2005	12
Stonnington (C)	75-84	Speaks English not well or not at all	0	2010	15
Stonnington (C)	75-84	Speaks English not well or not at all	0	2012	6
Stonnington (C)	75-84	Speaks English not well or not at all	0	2015	3
Stonnington (C)	75-84	Speaks English well or very well	0		18
Stonnington (C)	75-84	Speaks English well or very well	0	2000	631
Stonnington (C)	75-84	Speaks English well or very well	0	2005	12
Stonnington (C)	75-84	Speaks English well or very well	0	2010	4
Stonnington (C)	85+			2000	4
Stonnington (C)	85+			2005	3
Stonnington (C)	85+		0	2000	9
Stonnington (C)	85+		1		26
Stonnington (C)	85+		1	2000	349
Stonnington (C)	85+		1	2010	4
Stonnington (C)	85+	Speaks English not well or not at all	0		4
Stonnington (C)	85+	Speaks English not well or not at all	0	2000	246
Stonnington (C)	85+	Speaks English not well or not at all	0	2005	6
Stonnington (C)	85+	Speaks English not well or not at all	0	2010	3
Stonnington (C)	85+	Speaks English not well or not at all	0	2012	3
Stonnington (C)	85+	Speaks English not well or not at all	0	2014	3
Stonnington (C)	85+	Speaks English well or very well	0		8
Stonnington (C)	85+	Speaks English well or very well	0	2000	289
Stonnington (C)	85+	Speaks English well or very well	0	2013	3
Strathbogie (S)	0-14		1	2005	3
Strathbogie (S)	0-14		1	2010	10
Strathbogie (S)	0-14		1	2013	3
Strathbogie (S)	0-14		1	2015	3
Strathbogie (S)	0-14		1	2016	7
Strathbogie (S)	0-14	Speaks English well or very well	0	2010	4
Strathbogie (S)	15-24		1	2005	7
Strathbogie (S)	15-24		1	2012	3
Strathbogie (S)	15-24	Speaks English not well or not at all	0	2016	3
Strathbogie (S)	15-24	Speaks English well or very well	0		4
Strathbogie (S)	15-24	Speaks English well or very well	0	2010	4
Strathbogie (S)	25-34		1	2000	6
Strathbogie (S)	25-34		1	2005	5
Strathbogie (S)	25-34		1	2010	12
Strathbogie (S)	25-34		1	2011	7
Strathbogie (S)	25-34		1	2012	5
Strathbogie (S)	25-34		1	2013	5
Strathbogie (S)	25-34		1	2014	7
Strathbogie (S)	25-34	Speaks English well or very well	0		3
Strathbogie (S)	25-34	Speaks English well or very well	0	2000	3
Strathbogie (S)	25-34	Speaks English well or very well	0	2005	3
Strathbogie (S)	25-34	Speaks English well or very well	0	2010	15
Strathbogie (S)	25-34	Speaks English well or very well	0	2012	3
Strathbogie (S)	25-34	Speaks English well or very well	0	2013	4
Strathbogie (S)	25-34	Speaks English well or very well	0	2014	4
Strathbogie (S)	25-34	Speaks English well or very well	0	2016	3
Strathbogie (S)	35-44		1		3
Strathbogie (S)	35-44		1	2000	21
Strathbogie (S)	35-44		1	2005	3
Strathbogie (S)	35-44		1	2010	6
Strathbogie (S)	35-44		1	2011	3
Strathbogie (S)	35-44	Speaks English well or very well	0	2000	4
Strathbogie (S)	35-44	Speaks English well or very well	0	2005	4
Strathbogie (S)	35-44	Speaks English well or very well	0	2010	16
Strathbogie (S)	35-44	Speaks English well or very well	0	2011	8
Strathbogie (S)	35-44	Speaks English well or very well	0	2012	3
Strathbogie (S)	35-44	Speaks English well or very well	0	2013	3
Strathbogie (S)	45-54		1		3
Strathbogie (S)	45-54		1	2000	82
Strathbogie (S)	45-54		1	2005	6
Strathbogie (S)	45-54		1	2010	9
Strathbogie (S)	45-54		1	2011	3
Strathbogie (S)	45-54	Speaks English well or very well	0	2000	20
Strathbogie (S)	45-54	Speaks English well or very well	0	2005	3
Strathbogie (S)	45-54	Speaks English well or very well	0	2010	3
Strathbogie (S)	45-54	Speaks English well or very well	0	2013	3
Strathbogie (S)	45-54	Speaks English well or very well	0	2014	3
Strathbogie (S)	55-64		1		11
Strathbogie (S)	55-64		1	2000	124
Strathbogie (S)	55-64		1	2005	3
Strathbogie (S)	55-64		1	2010	3
Strathbogie (S)	55-64	Speaks English not well or not at all	0	2000	5
Strathbogie (S)	55-64	Speaks English well or very well	0	2000	20
Strathbogie (S)	65-74		1		8
Strathbogie (S)	65-74		1	2000	192
Strathbogie (S)	65-74		1	2005	3
Strathbogie (S)	65-74	Speaks English not well or not at all	0	2000	3
Strathbogie (S)	65-74	Speaks English well or very well	0	2000	30
Strathbogie (S)	75-84		1		3
Strathbogie (S)	75-84		1	2000	89
Strathbogie (S)	75-84	Speaks English not well or not at all	0	2000	4
Strathbogie (S)	75-84	Speaks English well or very well	0	2000	12
Strathbogie (S)	85+		1		3
Strathbogie (S)	85+		1	2000	28
Strathbogie (S)	85+	Speaks English well or very well	0	2000	8
Surf Coast (S)	0-14		1		8
Surf Coast (S)	0-14		1	2005	18
Surf Coast (S)	0-14		1	2010	67
Surf Coast (S)	0-14		1	2011	19
Surf Coast (S)	0-14		1	2012	16
Surf Coast (S)	0-14		1	2013	22
Surf Coast (S)	0-14		1	2014	19
Surf Coast (S)	0-14		1	2015	25
Surf Coast (S)	0-14		1	2016	5
Surf Coast (S)	0-14	Speaks English well or very well	0		3
Surf Coast (S)	0-14	Speaks English well or very well	0	2005	5
Surf Coast (S)	0-14	Speaks English well or very well	0	2010	16
Surf Coast (S)	0-14	Speaks English well or very well	0	2011	3
Surf Coast (S)	0-14	Speaks English well or very well	0	2012	6
Surf Coast (S)	0-14	Speaks English well or very well	0	2013	3
Surf Coast (S)	0-14	Speaks English well or very well	0	2014	3
Surf Coast (S)	0-14	Speaks English well or very well	0	2015	10
Surf Coast (S)	0-14	Speaks English well or very well	0	2016	3
Surf Coast (S)	15-24		1		8
Surf Coast (S)	15-24		1	2000	22
Surf Coast (S)	15-24		1	2005	28
Surf Coast (S)	15-24		1	2010	43
Surf Coast (S)	15-24		1	2011	6
Surf Coast (S)	15-24		1	2012	6
Surf Coast (S)	15-24		1	2013	3
Surf Coast (S)	15-24		1	2014	3
Surf Coast (S)	15-24		1	2015	4
Surf Coast (S)	15-24		1	2016	3
Surf Coast (S)	15-24	Speaks English not well or not at all	0		3
Surf Coast (S)	15-24	Speaks English not well or not at all	0	2014	3
Surf Coast (S)	15-24	Speaks English well or very well	0		5
Surf Coast (S)	15-24	Speaks English well or very well	0	2000	3
Surf Coast (S)	15-24	Speaks English well or very well	0	2005	5
Surf Coast (S)	15-24	Speaks English well or very well	0	2010	3
Surf Coast (S)	15-24	Speaks English well or very well	0	2012	3
Surf Coast (S)	15-24	Speaks English well or very well	0	2013	8
Surf Coast (S)	15-24	Speaks English well or very well	0	2014	3
Surf Coast (S)	15-24	Speaks English well or very well	0	2015	6
Surf Coast (S)	15-24	Speaks English well or very well	0	2016	3
Surf Coast (S)	25-34		1		12
Surf Coast (S)	25-34		1	2000	51
Surf Coast (S)	25-34		1	2005	22
Surf Coast (S)	25-34		1	2010	63
Surf Coast (S)	25-34		1	2011	14
Surf Coast (S)	25-34		1	2012	15
Surf Coast (S)	25-34		1	2013	24
Surf Coast (S)	25-34		1	2014	20
Surf Coast (S)	25-34		1	2015	7
Surf Coast (S)	25-34	Speaks English well or very well	0		3
Surf Coast (S)	25-34	Speaks English well or very well	0	2000	8
Surf Coast (S)	25-34	Speaks English well or very well	0	2005	9
Surf Coast (S)	25-34	Speaks English well or very well	0	2010	43
Surf Coast (S)	25-34	Speaks English well or very well	0	2011	6
Surf Coast (S)	25-34	Speaks English well or very well	0	2012	4
Surf Coast (S)	25-34	Speaks English well or very well	0	2013	11
Surf Coast (S)	25-34	Speaks English well or very well	0	2014	6
Surf Coast (S)	25-34	Speaks English well or very well	0	2015	15
Surf Coast (S)	25-34	Speaks English well or very well	0	2016	4
Surf Coast (S)	35-44		1		13
Surf Coast (S)	35-44		1	2000	183
Surf Coast (S)	35-44		1	2005	84
Surf Coast (S)	35-44		1	2010	75
Surf Coast (S)	35-44		1	2011	12
Surf Coast (S)	35-44		1	2012	9
Surf Coast (S)	35-44		1	2013	19
Surf Coast (S)	35-44		1	2014	8
Surf Coast (S)	35-44		1	2015	5
Surf Coast (S)	35-44	Speaks English well or very well	0		3
Surf Coast (S)	35-44	Speaks English well or very well	0	2000	31
Surf Coast (S)	35-44	Speaks English well or very well	0	2005	28
Surf Coast (S)	35-44	Speaks English well or very well	0	2010	46
Surf Coast (S)	35-44	Speaks English well or very well	0	2011	5
Surf Coast (S)	35-44	Speaks English well or very well	0	2012	5
Surf Coast (S)	35-44	Speaks English well or very well	0	2013	7
Surf Coast (S)	35-44	Speaks English well or very well	0	2014	4
Surf Coast (S)	35-44	Speaks English well or very well	0	2015	4
Surf Coast (S)	45-54		1		15
Surf Coast (S)	45-54		1	2000	302
Surf Coast (S)	45-54		1	2005	55
Surf Coast (S)	45-54		1	2010	56
Surf Coast (S)	45-54		1	2011	9
Surf Coast (S)	45-54		1	2012	7
Surf Coast (S)	45-54		1	2013	4
Surf Coast (S)	45-54		1	2014	4
Surf Coast (S)	45-54		1	2015	3
Surf Coast (S)	45-54	Speaks English well or very well	0	2000	36
Surf Coast (S)	45-54	Speaks English well or very well	0	2005	13
Surf Coast (S)	45-54	Speaks English well or very well	0	2010	15
Surf Coast (S)	45-54	Speaks English well or very well	0	2011	6
Surf Coast (S)	45-54	Speaks English well or very well	0	2012	3
Surf Coast (S)	45-54	Speaks English well or very well	0	2013	3
Surf Coast (S)	55-64		1		16
Surf Coast (S)	55-64		1	2000	399
Surf Coast (S)	55-64		1	2005	21
Surf Coast (S)	55-64		1	2010	4
Surf Coast (S)	55-64		1	2012	3
Surf Coast (S)	55-64		1	2013	4
Surf Coast (S)	55-64	Speaks English not well or not at all	0	2000	3
Surf Coast (S)	55-64	Speaks English well or very well	0	2000	54
Surf Coast (S)	55-64	Speaks English well or very well	0	2005	7
Surf Coast (S)	55-64	Speaks English well or very well	0	2010	3
Surf Coast (S)	65-74		1		14
Surf Coast (S)	65-74		1	2000	468
Surf Coast (S)	65-74		1	2005	4
Surf Coast (S)	65-74		1	2010	4
Surf Coast (S)	65-74		1	2013	3
Surf Coast (S)	65-74	Speaks English not well or not at all	0	2000	6
Surf Coast (S)	65-74	Speaks English well or very well	0		3
Surf Coast (S)	65-74	Speaks English well or very well	0	2000	87
Surf Coast (S)	75-84			2000	3
Surf Coast (S)	75-84		1		10
Surf Coast (S)	75-84		1	2000	199
Surf Coast (S)	75-84		1	2010	3
Surf Coast (S)	75-84	Speaks English not well or not at all	0	2000	4
Surf Coast (S)	75-84	Speaks English well or very well	0		4
Surf Coast (S)	75-84	Speaks English well or very well	0	2000	48
Surf Coast (S)	85+		1		11
Surf Coast (S)	85+		1	2000	58
Surf Coast (S)	85+		1	2010	4
Surf Coast (S)	85+	Speaks English not well or not at all	0	2000	5
Surf Coast (S)	85+	Speaks English well or very well	0	2000	23
Swan Hill (RC)	0-14				3
Swan Hill (RC)	0-14		1		3
Swan Hill (RC)	0-14		1	2005	3
Swan Hill (RC)	0-14		1	2010	11
Swan Hill (RC)	0-14		1	2011	5
Swan Hill (RC)	0-14		1	2013	3
Swan Hill (RC)	0-14		1	2014	3
Swan Hill (RC)	0-14		1	2015	3
Swan Hill (RC)	0-14	Speaks English not well or not at all	0		3
Swan Hill (RC)	0-14	Speaks English not well or not at all	0	2015	7
Swan Hill (RC)	0-14	Speaks English not well or not at all	0	2016	3
Swan Hill (RC)	0-14	Speaks English well or very well	0		3
Swan Hill (RC)	0-14	Speaks English well or very well	0	2005	5
Swan Hill (RC)	0-14	Speaks English well or very well	0	2010	28
Swan Hill (RC)	0-14	Speaks English well or very well	0	2011	3
Swan Hill (RC)	0-14	Speaks English well or very well	0	2012	11
Swan Hill (RC)	0-14	Speaks English well or very well	0	2013	11
Swan Hill (RC)	0-14	Speaks English well or very well	0	2014	13
Swan Hill (RC)	0-14	Speaks English well or very well	0	2015	3
Swan Hill (RC)	15-24				3
Swan Hill (RC)	15-24		1		6
Swan Hill (RC)	15-24		1	2005	14
Swan Hill (RC)	15-24		1	2010	7
Swan Hill (RC)	15-24		1	2015	7
Swan Hill (RC)	15-24		1	2016	3
Swan Hill (RC)	15-24	Speaks English not well or not at all	0		7
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2000	3
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2010	3
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2012	7
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2013	6
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2014	3
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2015	5
Swan Hill (RC)	15-24	Speaks English not well or not at all	0	2016	12
Swan Hill (RC)	15-24	Speaks English well or very well	0		5
Swan Hill (RC)	15-24	Speaks English well or very well	0	2000	3
Swan Hill (RC)	15-24	Speaks English well or very well	0	2005	18
Swan Hill (RC)	15-24	Speaks English well or very well	0	2010	48
Swan Hill (RC)	15-24	Speaks English well or very well	0	2011	11
Swan Hill (RC)	15-24	Speaks English well or very well	0	2012	4
Swan Hill (RC)	15-24	Speaks English well or very well	0	2013	8
Swan Hill (RC)	15-24	Speaks English well or very well	0	2014	15
Swan Hill (RC)	15-24	Speaks English well or very well	0	2015	13
Swan Hill (RC)	15-24	Speaks English well or very well	0	2016	9
Swan Hill (RC)	25-34				4
Swan Hill (RC)	25-34		0	2016	3
Swan Hill (RC)	25-34		1		10
Swan Hill (RC)	25-34		1	2000	18
Swan Hill (RC)	25-34		1	2005	5
Swan Hill (RC)	25-34		1	2010	14
Swan Hill (RC)	25-34		1	2011	7
Swan Hill (RC)	25-34		1	2012	7
Swan Hill (RC)	25-34		1	2013	9
Swan Hill (RC)	25-34		1	2015	7
Swan Hill (RC)	25-34	Speaks English not well or not at all	0		13
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2005	11
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2010	24
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2011	3
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2012	12
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2013	18
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2014	15
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2015	12
Swan Hill (RC)	25-34	Speaks English not well or not at all	0	2016	14
Swan Hill (RC)	25-34	Speaks English well or very well	0		10
Swan Hill (RC)	25-34	Speaks English well or very well	0	2000	20
Swan Hill (RC)	25-34	Speaks English well or very well	0	2005	23
Swan Hill (RC)	25-34	Speaks English well or very well	0	2010	113
Swan Hill (RC)	25-34	Speaks English well or very well	0	2011	22
Swan Hill (RC)	25-34	Speaks English well or very well	0	2012	31
Swan Hill (RC)	25-34	Speaks English well or very well	0	2013	35
Swan Hill (RC)	25-34	Speaks English well or very well	0	2014	32
Swan Hill (RC)	25-34	Speaks English well or very well	0	2015	36
Swan Hill (RC)	25-34	Speaks English well or very well	0	2016	18
Swan Hill (RC)	35-44		0	2000	3
Swan Hill (RC)	35-44		1		8
Swan Hill (RC)	35-44		1	2000	24
Swan Hill (RC)	35-44		1	2005	18
Swan Hill (RC)	35-44		1	2010	7
Swan Hill (RC)	35-44		1	2013	4
Swan Hill (RC)	35-44		1	2014	3
Swan Hill (RC)	35-44	Speaks English not well or not at all	0		6
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2000	11
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2005	13
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2010	26
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2011	9
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2012	20
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2013	6
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2014	3
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2015	4
Swan Hill (RC)	35-44	Speaks English not well or not at all	0	2016	3
Swan Hill (RC)	35-44	Speaks English well or very well	0		14
Swan Hill (RC)	35-44	Speaks English well or very well	0	2000	41
Swan Hill (RC)	35-44	Speaks English well or very well	0	2005	37
Swan Hill (RC)	35-44	Speaks English well or very well	0	2010	85
Swan Hill (RC)	35-44	Speaks English well or very well	0	2011	9
Swan Hill (RC)	35-44	Speaks English well or very well	0	2012	12
Swan Hill (RC)	35-44	Speaks English well or very well	0	2013	8
Swan Hill (RC)	35-44	Speaks English well or very well	0	2014	11
Swan Hill (RC)	35-44	Speaks English well or very well	0	2015	9
Swan Hill (RC)	35-44	Speaks English well or very well	0	2016	6
Swan Hill (RC)	45-54		1	2000	78
Swan Hill (RC)	45-54		1	2005	14
Swan Hill (RC)	45-54		1	2010	5
Swan Hill (RC)	45-54		1	2013	6
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2000	18
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2005	11
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2010	17
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2011	10
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2012	6
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2013	3
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2014	8
Swan Hill (RC)	45-54	Speaks English not well or not at all	0	2015	5
Swan Hill (RC)	45-54	Speaks English well or very well	0		6
Swan Hill (RC)	45-54	Speaks English well or very well	0	2000	63
Swan Hill (RC)	45-54	Speaks English well or very well	0	2005	35
Swan Hill (RC)	45-54	Speaks English well or very well	0	2010	25
Swan Hill (RC)	45-54	Speaks English well or very well	0	2011	10
Swan Hill (RC)	45-54	Speaks English well or very well	0	2012	3
Swan Hill (RC)	45-54	Speaks English well or very well	0	2013	4
Swan Hill (RC)	45-54	Speaks English well or very well	0	2014	3
Swan Hill (RC)	45-54	Speaks English well or very well	0	2016	3
Swan Hill (RC)	55-64		1	2000	90
Swan Hill (RC)	55-64		1	2005	7
Swan Hill (RC)	55-64	Speaks English not well or not at all	0		4
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2000	31
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2005	3
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2010	15
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2011	3
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2012	7
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2013	3
Swan Hill (RC)	55-64	Speaks English not well or not at all	0	2015	5
Swan Hill (RC)	55-64	Speaks English well or very well	0		8
Swan Hill (RC)	55-64	Speaks English well or very well	0	2000	80
Swan Hill (RC)	55-64	Speaks English well or very well	0	2005	13
Swan Hill (RC)	55-64	Speaks English well or very well	0	2010	5
Swan Hill (RC)	65-74		1		7
Swan Hill (RC)	65-74		1	2000	110
Swan Hill (RC)	65-74		1	2005	3
Swan Hill (RC)	65-74	Speaks English not well or not at all	0		4
Swan Hill (RC)	65-74	Speaks English not well or not at all	0	2000	19
Swan Hill (RC)	65-74	Speaks English not well or not at all	0	2010	3
Swan Hill (RC)	65-74	Speaks English not well or not at all	0	2016	4
Swan Hill (RC)	65-74	Speaks English well or very well	0		3
Swan Hill (RC)	65-74	Speaks English well or very well	0	2000	92
Swan Hill (RC)	65-74	Speaks English well or very well	0	2005	3
Swan Hill (RC)	75-84			2000	3
Swan Hill (RC)	75-84		0	2000	4
Swan Hill (RC)	75-84		1		3
Swan Hill (RC)	75-84		1	2000	50
Swan Hill (RC)	75-84	Speaks English not well or not at all	0	2000	31
Swan Hill (RC)	75-84	Speaks English well or very well	0		5
Swan Hill (RC)	75-84	Speaks English well or very well	0	2000	58
Swan Hill (RC)	85+			2000	3
Swan Hill (RC)	85+		0	2000	3
Swan Hill (RC)	85+		1		3
Swan Hill (RC)	85+		1	2000	14
Swan Hill (RC)	85+	Speaks English not well or not at all	0		3
Swan Hill (RC)	85+	Speaks English not well or not at all	0	2000	20
Swan Hill (RC)	85+	Speaks English well or very well	0	2000	12
Towong (S)	0-14		1	2005	4
Towong (S)	0-14		1	2010	4
Towong (S)	0-14		1	2014	10
Towong (S)	0-14	Speaks English well or very well	0	2012	6
Towong (S)	0-14	Speaks English well or very well	0	2015	4
Towong (S)	15-24		1	2010	4
Towong (S)	25-34		1	2000	5
Towong (S)	25-34		1	2014	4
Towong (S)	25-34	Speaks English well or very well	0	2010	3
Towong (S)	35-44		1	2000	22
Towong (S)	35-44		1	2010	3
Towong (S)	35-44	Speaks English well or very well	0	2010	9
Towong (S)	35-44	Speaks English well or very well	0	2012	7
Towong (S)	35-44	Speaks English well or very well	0	2013	3
Towong (S)	45-54		1		7
Towong (S)	45-54		1	2000	36
Towong (S)	45-54		1	2005	8
Towong (S)	45-54		1	2010	3
Towong (S)	45-54	Speaks English well or very well	0	2000	11
Towong (S)	45-54	Speaks English well or very well	0	2005	5
Towong (S)	45-54	Speaks English well or very well	0	2010	3
Towong (S)	55-64		1		3
Towong (S)	55-64		1	2000	68
Towong (S)	55-64		1	2005	6
Towong (S)	55-64	Speaks English well or very well	0	2000	19
Towong (S)	55-64	Speaks English well or very well	0	2005	3
Towong (S)	65-74		1		4
Towong (S)	65-74		1	2000	101
Towong (S)	65-74	Speaks English well or very well	0	2000	8
Towong (S)	75-84		1	2000	53
Towong (S)	75-84		1	2005	5
Towong (S)	75-84	Speaks English well or very well	0	2000	5
Towong (S)	85+		1	2000	8
Towong (S)	85+	Speaks English well or very well	0	2000	3
Wangaratta (RC)	0-14		0	2013	3
Wangaratta (RC)	0-14		1		3
Wangaratta (RC)	0-14		1	2005	5
Wangaratta (RC)	0-14		1	2010	16
Wangaratta (RC)	0-14		1	2011	5
Wangaratta (RC)	0-14		1	2013	3
Wangaratta (RC)	0-14		1	2014	3
Wangaratta (RC)	0-14		1	2015	10
Wangaratta (RC)	0-14	Speaks English not well or not at all	0		3
Wangaratta (RC)	0-14	Speaks English not well or not at all	0	2014	3
Wangaratta (RC)	0-14	Speaks English well or very well	0	2005	4
Wangaratta (RC)	0-14	Speaks English well or very well	0	2010	9
Wangaratta (RC)	0-14	Speaks English well or very well	0	2011	9
Wangaratta (RC)	0-14	Speaks English well or very well	0	2012	3
Wangaratta (RC)	0-14	Speaks English well or very well	0	2015	3
Wangaratta (RC)	0-14	Speaks English well or very well	0	2016	5
Wangaratta (RC)	15-24		1	2000	8
Wangaratta (RC)	15-24		1	2005	13
Wangaratta (RC)	15-24		1	2010	4
Wangaratta (RC)	15-24		1	2012	4
Wangaratta (RC)	15-24		1	2015	4
Wangaratta (RC)	15-24	Speaks English well or very well	0	2000	4
Wangaratta (RC)	15-24	Speaks English well or very well	0	2005	8
Wangaratta (RC)	15-24	Speaks English well or very well	0	2010	14
Wangaratta (RC)	15-24	Speaks English well or very well	0	2012	7
Wangaratta (RC)	15-24	Speaks English well or very well	0	2013	3
Wangaratta (RC)	15-24	Speaks English well or very well	0	2014	4
Wangaratta (RC)	25-34		1		4
Wangaratta (RC)	25-34		1	2000	24
