LGA_NAME16	Religion	Denomination	Sex	persons
Monash (C)	Christianity	Protestant (Other)	F	481
Monash (C)	Christianity	Protestant (Other)	M	389
Monash (C)	Christianity	Salvation Army	F	94
Monash (C)	Christianity	Salvation Army	M	68
Monash (C)	Christianity	Seventh Day Adventist	F	124
Monash (C)	Christianity	Seventh Day Adventist	M	98
Monash (C)	Christianity	Uniting Church	F	3096
Monash (C)	Christianity	Uniting Church	M	2259
Monash (C)	Hinduism		F	4545
Monash (C)	Hinduism		M	5028
Monash (C)	Islam		F	1955
Monash (C)	Islam		M	2293
Monash (C)	Judaism		F	348
Monash (C)	Judaism		M	328
Monash (C)	No religion		F	27534
Monash (C)	No religion		M	29873
Moonee Valley (C)	(Other)		F	5274
Moonee Valley (C)	(Other)		M	5074
Moonee Valley (C)	(Other)	(Other)	F	147
Moonee Valley (C)	(Other)	(Other)	M	143
Moonee Valley (C)	(Other)	Australian Aboriginal Traditional	M	3
Moonee Valley (C)	(Other)	Other spiritual beliefs	F	76
Moonee Valley (C)	(Other)	Other spiritual beliefs	M	50
Moonee Valley (C)	(Other)	Secular beliefs	F	124
Moonee Valley (C)	(Other)	Secular beliefs	M	183
Moonee Valley (C)	(Other)	Sikhism	F	177
Moonee Valley (C)	(Other)	Sikhism	M	234
Moonee Valley (C)	Buddhism		F	1684
Moonee Valley (C)	Buddhism		M	1173
Moonee Valley (C)	Christianity		F	1066
Moonee Valley (C)	Christianity		M	842
Moonee Valley (C)	Christianity	(Other)	F	21
Moonee Valley (C)	Christianity	(Other)	M	15
Moonee Valley (C)	Christianity	Anglican	F	3605
Moonee Valley (C)	Christianity	Anglican	M	2871
Moonee Valley (C)	Christianity	Assyrian Apostolic	F	22
Moonee Valley (C)	Christianity	Assyrian Apostolic	M	27
Moonee Valley (C)	Christianity	Baptist	F	496
Moonee Valley (C)	Christianity	Baptist	M	384
Moonee Valley (C)	Christianity	Catholic	F	23475
Moonee Valley (C)	Christianity	Catholic	M	20948
Moonee Valley (C)	Christianity	Churches Of Christ	F	56
Moonee Valley (C)	Christianity	Churches Of Christ	M	49
Moonee Valley (C)	Christianity	Eastern Orthodox	F	3162
Moonee Valley (C)	Christianity	Eastern Orthodox	M	3006
Moonee Valley (C)	Christianity	Jehovah's Witnesses	F	138
Moonee Valley (C)	Christianity	Jehovah's Witnesses	M	90
Moonee Valley (C)	Christianity	Latter Day Saints	F	32
Moonee Valley (C)	Christianity	Latter Day Saints	M	34
Moonee Valley (C)	Christianity	Lutheran	F	202
Moonee Valley (C)	Christianity	Lutheran	M	108
Moonee Valley (C)	Christianity	Oriental Orthodox	F	308
Moonee Valley (C)	Christianity	Oriental Orthodox	M	253
Moonee Valley (C)	Christianity	Pentecostal	F	345
Moonee Valley (C)	Christianity	Pentecostal	M	269
Moonee Valley (C)	Christianity	Presbyterian Reformed	F	711
Moonee Valley (C)	Christianity	Presbyterian Reformed	M	582
Moonee Valley (C)	Christianity	Protestant (Other)	F	174
Moonee Valley (C)	Christianity	Protestant (Other)	M	147
Moonee Valley (C)	Christianity	Salvation Army	F	48
Moonee Valley (C)	Christianity	Salvation Army	M	28
Moonee Valley (C)	Christianity	Seventh Day Adventist	F	43
Moonee Valley (C)	Christianity	Seventh Day Adventist	M	25
Moonee Valley (C)	Christianity	Uniting Church	F	1489
Moonee Valley (C)	Christianity	Uniting Church	M	1058
Moonee Valley (C)	Hinduism		F	1096
Moonee Valley (C)	Hinduism		M	1335
Moonee Valley (C)	Islam		F	1700
Moonee Valley (C)	Islam		M	1725
Moonee Valley (C)	Judaism		F	35
Moonee Valley (C)	Judaism		M	53
Moonee Valley (C)	No religion		F	14572
Moonee Valley (C)	No religion		M	15673
Moorabool (S)	(Other)		F	1440
Moorabool (S)	(Other)		M	1500
Moorabool (S)	(Other)	(Other)	F	57
Moorabool (S)	(Other)	(Other)	M	33
Moorabool (S)	(Other)	Australian Aboriginal Traditional	F	5
Moorabool (S)	(Other)	Australian Aboriginal Traditional	M	7
Moorabool (S)	(Other)	Other spiritual beliefs	F	34
Moorabool (S)	(Other)	Other spiritual beliefs	M	19
Moorabool (S)	(Other)	Secular beliefs	F	43
Moorabool (S)	(Other)	Secular beliefs	M	50
Moorabool (S)	(Other)	Sikhism	F	36
Moorabool (S)	(Other)	Sikhism	M	62
Moorabool (S)	Buddhism		F	133
Moorabool (S)	Buddhism		M	68
Moorabool (S)	Christianity		F	337
Moorabool (S)	Christianity		M	302
Moorabool (S)	Christianity	(Other)	F	11
Moorabool (S)	Christianity	(Other)	M	12
Moorabool (S)	Christianity	Anglican	F	2142
Moorabool (S)	Christianity	Anglican	M	1744
Moorabool (S)	Christianity	Baptist	F	174
Moorabool (S)	Christianity	Baptist	M	142
Moorabool (S)	Christianity	Brethren	F	3
Moorabool (S)	Christianity	Brethren	M	3
Moorabool (S)	Christianity	Catholic	F	4640
Moorabool (S)	Christianity	Catholic	M	4406
Moorabool (S)	Christianity	Churches Of Christ	F	21
Moorabool (S)	Christianity	Churches Of Christ	M	16
Moorabool (S)	Christianity	Eastern Orthodox	F	126
Moorabool (S)	Christianity	Eastern Orthodox	M	169
Moorabool (S)	Christianity	Jehovah's Witnesses	F	58
Moorabool (S)	Christianity	Jehovah's Witnesses	M	39
Moorabool (S)	Christianity	Latter Day Saints	F	25
Moorabool (S)	Christianity	Latter Day Saints	M	14
Moorabool (S)	Christianity	Lutheran	F	107
Moorabool (S)	Christianity	Lutheran	M	77
Moorabool (S)	Christianity	Oriental Orthodox	M	4
Moorabool (S)	Christianity	Pentecostal	F	97
Moorabool (S)	Christianity	Pentecostal	M	84
Moorabool (S)	Christianity	Presbyterian Reformed	F	378
Moorabool (S)	Christianity	Presbyterian Reformed	M	324
Moorabool (S)	Christianity	Protestant (Other)	F	42
Moorabool (S)	Christianity	Protestant (Other)	M	37
Moorabool (S)	Christianity	Salvation Army	F	21
Moorabool (S)	Christianity	Salvation Army	M	27
Moorabool (S)	Christianity	Seventh Day Adventist	F	41
Moorabool (S)	Christianity	Seventh Day Adventist	M	31
Moorabool (S)	Christianity	Uniting Church	F	771
Moorabool (S)	Christianity	Uniting Church	M	592
Moorabool (S)	Hinduism		F	55
Moorabool (S)	Hinduism		M	70
Moorabool (S)	Islam		F	24
Moorabool (S)	Islam		M	37
Moorabool (S)	Judaism		F	7
Moorabool (S)	Judaism		M	6
Moorabool (S)	No religion		F	5257
Moorabool (S)	No religion		M	5889
Moreland (C)	(Other)		F	7419
Moreland (C)	(Other)		M	7490
Moreland (C)	(Other)	(Other)	F	297
Moreland (C)	(Other)	(Other)	M	231
Moreland (C)	(Other)	Australian Aboriginal Traditional	F	12
Moreland (C)	(Other)	Australian Aboriginal Traditional	M	4
Moreland (C)	(Other)	Other spiritual beliefs	F	160
Moreland (C)	(Other)	Other spiritual beliefs	M	99
Moreland (C)	(Other)	Secular beliefs	F	342
Moreland (C)	(Other)	Secular beliefs	M	393
Moreland (C)	(Other)	Sikhism	F	310
Moreland (C)	(Other)	Sikhism	M	485
Moreland (C)	Buddhism		F	1923
Moreland (C)	Buddhism		M	1463
Moreland (C)	Christianity		F	1228
Moreland (C)	Christianity		M	986
Moreland (C)	Christianity	(Other)	F	27
Moreland (C)	Christianity	(Other)	M	32
Moreland (C)	Christianity	Anglican	F	3414
Moreland (C)	Christianity	Anglican	M	2584
Moreland (C)	Christianity	Assyrian Apostolic	F	82
Moreland (C)	Christianity	Assyrian Apostolic	M	82
Moreland (C)	Christianity	Baptist	F	435
Moreland (C)	Christianity	Baptist	M	334
Moreland (C)	Christianity	Brethren	F	3
Moreland (C)	Christianity	Brethren	M	3
Moreland (C)	Christianity	Catholic	F	23441
Moreland (C)	Christianity	Catholic	M	20520
Moreland (C)	Christianity	Churches Of Christ	F	44
Moreland (C)	Christianity	Churches Of Christ	M	39
Moreland (C)	Christianity	Eastern Orthodox	F	5419
Moreland (C)	Christianity	Eastern Orthodox	M	5017
Moreland (C)	Christianity	Jehovah's Witnesses	F	197
Moreland (C)	Christianity	Jehovah's Witnesses	M	147
Moreland (C)	Christianity	Latter Day Saints	F	81
Moreland (C)	Christianity	Latter Day Saints	M	95
Moreland (C)	Christianity	Lutheran	F	186
Moreland (C)	Christianity	Lutheran	M	155
Moreland (C)	Christianity	Oriental Orthodox	F	138
Moreland (C)	Christianity	Oriental Orthodox	M	155
Moreland (C)	Christianity	Pentecostal	F	328
Moreland (C)	Christianity	Pentecostal	M	252
Moreland (C)	Christianity	Presbyterian Reformed	F	671
Moreland (C)	Christianity	Presbyterian Reformed	M	545
Moreland (C)	Christianity	Protestant (Other)	F	208
Moreland (C)	Christianity	Protestant (Other)	M	170
Moreland (C)	Christianity	Salvation Army	F	64
Moreland (C)	Christianity	Salvation Army	M	64
Moreland (C)	Christianity	Seventh Day Adventist	F	31
Moreland (C)	Christianity	Seventh Day Adventist	M	20
Moreland (C)	Christianity	Uniting Church	F	1203
Moreland (C)	Christianity	Uniting Church	M	819
Moreland (C)	Hinduism		F	2098
Moreland (C)	Hinduism		M	2701
Moreland (C)	Islam		F	7241
Moreland (C)	Islam		M	8611
Moreland (C)	Judaism		F	116
Moreland (C)	Judaism		M	95
Moreland (C)	No religion		F	25941
Moreland (C)	No religion		M	25923
Mornington Peninsula (S)	(Other)		F	7045
Mornington Peninsula (S)	(Other)		M	6845
Mornington Peninsula (S)	(Other)	(Other)	F	256
Mornington Peninsula (S)	(Other)	(Other)	M	148
Mornington Peninsula (S)	(Other)	Australian Aboriginal Traditional	F	4
Mornington Peninsula (S)	(Other)	Australian Aboriginal Traditional	M	3
Mornington Peninsula (S)	(Other)	Other spiritual beliefs	F	210
Mornington Peninsula (S)	(Other)	Other spiritual beliefs	M	98
Mornington Peninsula (S)	(Other)	Secular beliefs	F	214
Mornington Peninsula (S)	(Other)	Secular beliefs	M	215
Mornington Peninsula (S)	(Other)	Sikhism	F	30
Mornington Peninsula (S)	(Other)	Sikhism	M	44
Mornington Peninsula (S)	Buddhism		F	756
Mornington Peninsula (S)	Buddhism		M	456
Mornington Peninsula (S)	Christianity		F	1634
Mornington Peninsula (S)	Christianity		M	1393
Mornington Peninsula (S)	Christianity	(Other)	F	73
Mornington Peninsula (S)	Christianity	(Other)	M	50
Mornington Peninsula (S)	Christianity	Anglican	F	14143
Mornington Peninsula (S)	Christianity	Anglican	M	11218
Mornington Peninsula (S)	Christianity	Assyrian Apostolic	M	7
Mornington Peninsula (S)	Christianity	Baptist	F	1104
Mornington Peninsula (S)	Christianity	Baptist	M	893
Mornington Peninsula (S)	Christianity	Brethren	F	4
Mornington Peninsula (S)	Christianity	Brethren	M	3
Mornington Peninsula (S)	Christianity	Catholic	F	16974
Mornington Peninsula (S)	Christianity	Catholic	M	14839
Mornington Peninsula (S)	Christianity	Churches Of Christ	F	173
Mornington Peninsula (S)	Christianity	Churches Of Christ	M	134
Mornington Peninsula (S)	Christianity	Eastern Orthodox	F	928
Mornington Peninsula (S)	Christianity	Eastern Orthodox	M	1024
Mornington Peninsula (S)	Christianity	Jehovah's Witnesses	F	333
Mornington Peninsula (S)	Christianity	Jehovah's Witnesses	M	254
Mornington Peninsula (S)	Christianity	Latter Day Saints	F	194
Mornington Peninsula (S)	Christianity	Latter Day Saints	M	183
Mornington Peninsula (S)	Christianity	Lutheran	F	304
Mornington Peninsula (S)	Christianity	Lutheran	M	232
Mornington Peninsula (S)	Christianity	Oriental Orthodox	F	24
Mornington Peninsula (S)	Christianity	Oriental Orthodox	M	37
Mornington Peninsula (S)	Christianity	Pentecostal	F	362
Mornington Peninsula (S)	Christianity	Pentecostal	M	291
Mornington Peninsula (S)	Christianity	Presbyterian Reformed	F	2343
Mornington Peninsula (S)	Christianity	Presbyterian Reformed	M	1988
Mornington Peninsula (S)	Christianity	Protestant (Other)	F	227
Mornington Peninsula (S)	Christianity	Protestant (Other)	M	161
Mornington Peninsula (S)	Christianity	Salvation Army	F	163
Mornington Peninsula (S)	Christianity	Salvation Army	M	110
Mornington Peninsula (S)	Christianity	Seventh Day Adventist	F	40
Mornington Peninsula (S)	Christianity	Seventh Day Adventist	M	27
Mornington Peninsula (S)	Christianity	Uniting Church	F	3470
Mornington Peninsula (S)	Christianity	Uniting Church	M	2488
Mornington Peninsula (S)	Hinduism		F	147
Mornington Peninsula (S)	Hinduism		M	143
Mornington Peninsula (S)	Islam		F	88
Mornington Peninsula (S)	Islam		M	106
Mornington Peninsula (S)	Judaism		F	89
Mornington Peninsula (S)	Judaism		M	104
Mornington Peninsula (S)	No religion		F	28791
Mornington Peninsula (S)	No religion		M	31377
Mount Alexander (S)	(Other)		F	1115
Mount Alexander (S)	(Other)		M	1739
Mount Alexander (S)	(Other)	(Other)	F	64
Mount Alexander (S)	(Other)	(Other)	M	42
Mount Alexander (S)	(Other)	Australian Aboriginal Traditional	F	4
Mount Alexander (S)	(Other)	Other spiritual beliefs	F	45
Mount Alexander (S)	(Other)	Other spiritual beliefs	M	33
Mount Alexander (S)	(Other)	Secular beliefs	F	30
Mount Alexander (S)	(Other)	Secular beliefs	M	45
Mount Alexander (S)	(Other)	Sikhism	F	7
Mount Alexander (S)	(Other)	Sikhism	M	7
Mount Alexander (S)	Buddhism		F	126
Mount Alexander (S)	Buddhism		M	94
Mount Alexander (S)	Christianity		F	185
Mount Alexander (S)	Christianity		M	167
Mount Alexander (S)	Christianity	(Other)	F	17
Mount Alexander (S)	Christianity	(Other)	M	10
Mount Alexander (S)	Christianity	Anglican	F	1182
Mount Alexander (S)	Christianity	Anglican	M	899
Mount Alexander (S)	Christianity	Baptist	F	117
Mount Alexander (S)	Christianity	Baptist	M	90
Mount Alexander (S)	Christianity	Brethren	F	39
Mount Alexander (S)	Christianity	Brethren	M	48
Mount Alexander (S)	Christianity	Catholic	F	1148
Mount Alexander (S)	Christianity	Catholic	M	1058
Mount Alexander (S)	Christianity	Churches Of Christ	F	52
Mount Alexander (S)	Christianity	Churches Of Christ	M	57
Mount Alexander (S)	Christianity	Eastern Orthodox	F	39
Mount Alexander (S)	Christianity	Eastern Orthodox	M	48
Mount Alexander (S)	Christianity	Jehovah's Witnesses	F	14
Mount Alexander (S)	Christianity	Jehovah's Witnesses	M	3
Mount Alexander (S)	Christianity	Latter Day Saints	F	4
Mount Alexander (S)	Christianity	Latter Day Saints	M	7
Mount Alexander (S)	Christianity	Lutheran	F	34
Mount Alexander (S)	Christianity	Lutheran	M	30
Mount Alexander (S)	Christianity	Pentecostal	F	54
Mount Alexander (S)	Christianity	Pentecostal	M	38
Mount Alexander (S)	Christianity	Presbyterian Reformed	F	214
Mount Alexander (S)	Christianity	Presbyterian Reformed	M	192
Mount Alexander (S)	Christianity	Protestant (Other)	F	12
Mount Alexander (S)	Christianity	Protestant (Other)	M	11
Mount Alexander (S)	Christianity	Salvation Army	F	24
Mount Alexander (S)	Christianity	Salvation Army	M	22
Mount Alexander (S)	Christianity	Seventh Day Adventist	F	4
Mount Alexander (S)	Christianity	Seventh Day Adventist	M	4
Mount Alexander (S)	Christianity	Uniting Church	F	604
Mount Alexander (S)	Christianity	Uniting Church	M	434
Mount Alexander (S)	Hinduism		F	22
Mount Alexander (S)	Hinduism		M	19
Mount Alexander (S)	Islam		F	11
Mount Alexander (S)	Islam		M	9
Mount Alexander (S)	Judaism		F	17
Mount Alexander (S)	Judaism		M	10
Mount Alexander (S)	No religion		F	4181
Mount Alexander (S)	No religion		M	4288
Moyne (S)	(Other)		F	857
Moyne (S)	(Other)		M	898
Moyne (S)	(Other)	(Other)	F	23
Moyne (S)	(Other)	(Other)	M	22
Moyne (S)	(Other)	Other spiritual beliefs	F	11
Moyne (S)	(Other)	Other spiritual beliefs	M	8
Moyne (S)	(Other)	Secular beliefs	F	12
Moyne (S)	(Other)	Secular beliefs	M	19
Moyne (S)	Buddhism		F	37
Moyne (S)	Buddhism		M	23
Moyne (S)	Christianity		F	148
Moyne (S)	Christianity		M	164
Moyne (S)	Christianity	(Other)	M	3
Moyne (S)	Christianity	Anglican	F	1002
Moyne (S)	Christianity	Anglican	M	844
Moyne (S)	Christianity	Baptist	F	122
Moyne (S)	Christianity	Baptist	M	117
Moyne (S)	Christianity	Catholic	F	2367
Moyne (S)	Christianity	Catholic	M	2295
Moyne (S)	Christianity	Churches Of Christ	F	7
Moyne (S)	Christianity	Churches Of Christ	M	8
Moyne (S)	Christianity	Eastern Orthodox	F	13
Moyne (S)	Christianity	Eastern Orthodox	M	19
Moyne (S)	Christianity	Jehovah's Witnesses	F	10
Moyne (S)	Christianity	Jehovah's Witnesses	M	11
Moyne (S)	Christianity	Latter Day Saints	F	4
Moyne (S)	Christianity	Latter Day Saints	M	3
Moyne (S)	Christianity	Lutheran	F	119
Moyne (S)	Christianity	Lutheran	M	109
Moyne (S)	Christianity	Pentecostal	F	31
Moyne (S)	Christianity	Pentecostal	M	22
Moyne (S)	Christianity	Presbyterian Reformed	F	495
Moyne (S)	Christianity	Presbyterian Reformed	M	508
Moyne (S)	Christianity	Protestant (Other)	F	18
Moyne (S)	Christianity	Protestant (Other)	M	10
Moyne (S)	Christianity	Salvation Army	F	8
Moyne (S)	Christianity	Salvation Army	M	11
Moyne (S)	Christianity	Seventh Day Adventist	F	25
Moyne (S)	Christianity	Seventh Day Adventist	M	6
Moyne (S)	Christianity	Uniting Church	F	585
Moyne (S)	Christianity	Uniting Church	M	517
Moyne (S)	Hinduism		F	3
Moyne (S)	Hinduism		M	3
Moyne (S)	Islam		M	7
Moyne (S)	No religion		F	2346
Moyne (S)	No religion		M	2629
Murrindindi (S)	(Other)		F	785
Murrindindi (S)	(Other)		M	829
Murrindindi (S)	(Other)	(Other)	F	34
Murrindindi (S)	(Other)	(Other)	M	18
Murrindindi (S)	(Other)	Other spiritual beliefs	F	20
Murrindindi (S)	(Other)	Other spiritual beliefs	M	16
Murrindindi (S)	(Other)	Secular beliefs	F	19
Murrindindi (S)	(Other)	Secular beliefs	M	31
Murrindindi (S)	(Other)	Sikhism	F	7
Murrindindi (S)	(Other)	Sikhism	M	3
Murrindindi (S)	Buddhism		F	63
Murrindindi (S)	Buddhism		M	39
Murrindindi (S)	Christianity		F	164
Murrindindi (S)	Christianity		M	135
Murrindindi (S)	Christianity	(Other)	F	4
Murrindindi (S)	Christianity	(Other)	M	4
Murrindindi (S)	Christianity	Anglican	F	1116
Murrindindi (S)	Christianity	Anglican	M	984
Murrindindi (S)	Christianity	Baptist	F	111
Murrindindi (S)	Christianity	Baptist	M	105
Murrindindi (S)	Christianity	Catholic	F	1179
Murrindindi (S)	Christianity	Catholic	M	1142
Murrindindi (S)	Christianity	Churches Of Christ	F	4
Murrindindi (S)	Christianity	Churches Of Christ	M	8
Murrindindi (S)	Christianity	Eastern Orthodox	F	46
Murrindindi (S)	Christianity	Eastern Orthodox	M	47
Murrindindi (S)	Christianity	Jehovah's Witnesses	F	18
Murrindindi (S)	Christianity	Jehovah's Witnesses	M	19
Murrindindi (S)	Christianity	Latter Day Saints	F	6
Murrindindi (S)	Christianity	Latter Day Saints	M	5
Murrindindi (S)	Christianity	Lutheran	F	27
Murrindindi (S)	Christianity	Lutheran	M	25
Murrindindi (S)	Christianity	Oriental Orthodox	M	3
Murrindindi (S)	Christianity	Pentecostal	F	40
Murrindindi (S)	Christianity	Pentecostal	M	23
Murrindindi (S)	Christianity	Presbyterian Reformed	F	228
Murrindindi (S)	Christianity	Presbyterian Reformed	M	254
Murrindindi (S)	Christianity	Protestant (Other)	F	14
Murrindindi (S)	Christianity	Protestant (Other)	M	17
Murrindindi (S)	Christianity	Salvation Army	F	16
Murrindindi (S)	Christianity	Salvation Army	M	3
Murrindindi (S)	Christianity	Seventh Day Adventist	F	35
Murrindindi (S)	Christianity	Seventh Day Adventist	M	28
Murrindindi (S)	Christianity	Uniting Church	F	348
Murrindindi (S)	Christianity	Uniting Church	M	264
Murrindindi (S)	Hinduism		F	7
Murrindindi (S)	Hinduism		M	10
Murrindindi (S)	Islam		F	3
Murrindindi (S)	Islam		M	10
Murrindindi (S)	Judaism		F	3
Murrindindi (S)	Judaism		M	4
Murrindindi (S)	No religion		F	2460
Murrindindi (S)	No religion		M	2935
Nillumbik (S)	(Other)		F	2375
Nillumbik (S)	(Other)		M	2462
Nillumbik (S)	(Other)	(Other)	F	106
Nillumbik (S)	(Other)	(Other)	M	77
Nillumbik (S)	(Other)	Australian Aboriginal Traditional	F	3
Nillumbik (S)	(Other)	Other spiritual beliefs	F	95
Nillumbik (S)	(Other)	Other spiritual beliefs	M	56
Nillumbik (S)	(Other)	Secular beliefs	F	93
Nillumbik (S)	(Other)	Secular beliefs	M	117
Nillumbik (S)	(Other)	Sikhism	F	24
Nillumbik (S)	(Other)	Sikhism	M	33
Nillumbik (S)	Buddhism		F	334
Nillumbik (S)	Buddhism		M	216
Nillumbik (S)	Christianity		F	766
Nillumbik (S)	Christianity		M	610
Nillumbik (S)	Christianity	(Other)	F	32
Nillumbik (S)	Christianity	(Other)	M	22
Nillumbik (S)	Christianity	Anglican	F	3491
Nillumbik (S)	Christianity	Anglican	M	3053
Nillumbik (S)	Christianity	Baptist	F	489
Nillumbik (S)	Christianity	Baptist	M	381
Nillumbik (S)	Christianity	Brethren	F	196
Nillumbik (S)	Christianity	Brethren	M	173
Nillumbik (S)	Christianity	Catholic	F	7633
Nillumbik (S)	Christianity	Catholic	M	7074
Nillumbik (S)	Christianity	Churches Of Christ	F	35
Nillumbik (S)	Christianity	Churches Of Christ	M	24
Nillumbik (S)	Christianity	Eastern Orthodox	F	813
Nillumbik (S)	Christianity	Eastern Orthodox	M	827
Nillumbik (S)	Christianity	Jehovah's Witnesses	F	56
Nillumbik (S)	Christianity	Jehovah's Witnesses	M	38
Nillumbik (S)	Christianity	Latter Day Saints	F	19
Nillumbik (S)	Christianity	Latter Day Saints	M	22
Nillumbik (S)	Christianity	Lutheran	F	145
Nillumbik (S)	Christianity	Lutheran	M	128
Nillumbik (S)	Christianity	Oriental Orthodox	F	29
Nillumbik (S)	Christianity	Oriental Orthodox	M	26
Nillumbik (S)	Christianity	Pentecostal	F	168
Nillumbik (S)	Christianity	Pentecostal	M	130
Nillumbik (S)	Christianity	Presbyterian Reformed	F	579
Nillumbik (S)	Christianity	Presbyterian Reformed	M	527
Nillumbik (S)	Christianity	Protestant (Other)	F	89
Nillumbik (S)	Christianity	Protestant (Other)	M	98
Nillumbik (S)	Christianity	Salvation Army	F	72
Nillumbik (S)	Christianity	Salvation Army	M	41
Nillumbik (S)	Christianity	Seventh Day Adventist	F	31
Nillumbik (S)	Christianity	Seventh Day Adventist	M	20
Nillumbik (S)	Christianity	Uniting Church	F	1111
Nillumbik (S)	Christianity	Uniting Church	M	822
Nillumbik (S)	Hinduism		F	97
Nillumbik (S)	Hinduism		M	118
Nillumbik (S)	Islam		F	125
Nillumbik (S)	Islam		M	145
Nillumbik (S)	Judaism		F	29
Nillumbik (S)	Judaism		M	29
Nillumbik (S)	No religion		F	11979
Nillumbik (S)	No religion		M	13007
Northern Grampians (S)	(Other)		F	545
Northern Grampians (S)	(Other)		M	574
Northern Grampians (S)	(Other)	(Other)	F	14
Northern Grampians (S)	(Other)	(Other)	M	15
Northern Grampians (S)	(Other)	Other spiritual beliefs	F	3
Northern Grampians (S)	(Other)	Other spiritual beliefs	M	3
Northern Grampians (S)	(Other)	Secular beliefs	F	12
Northern Grampians (S)	(Other)	Secular beliefs	M	13
Northern Grampians (S)	(Other)	Sikhism	F	3
Northern Grampians (S)	Buddhism		F	38
Northern Grampians (S)	Buddhism		M	30
Northern Grampians (S)	Christianity		F	89
Northern Grampians (S)	Christianity		M	76
Northern Grampians (S)	Christianity	(Other)	F	7
Northern Grampians (S)	Christianity	(Other)	M	3
Northern Grampians (S)	Christianity	Anglican	F	834
Northern Grampians (S)	Christianity	Anglican	M	732
Northern Grampians (S)	Christianity	Baptist	F	79
Northern Grampians (S)	Christianity	Baptist	M	59
Northern Grampians (S)	Christianity	Brethren	F	28
Northern Grampians (S)	Christianity	Brethren	M	29
Northern Grampians (S)	Christianity	Catholic	F	1102
Northern Grampians (S)	Christianity	Catholic	M	1012
Northern Grampians (S)	Christianity	Churches Of Christ	F	27
Northern Grampians (S)	Christianity	Churches Of Christ	M	19
Northern Grampians (S)	Christianity	Eastern Orthodox	F	15
Northern Grampians (S)	Christianity	Eastern Orthodox	M	13
Northern Grampians (S)	Christianity	Jehovah's Witnesses	F	21
Northern Grampians (S)	Christianity	Jehovah's Witnesses	M	17
Northern Grampians (S)	Christianity	Latter Day Saints	F	10
Northern Grampians (S)	Christianity	Latter Day Saints	M	4
Northern Grampians (S)	Christianity	Lutheran	F	80
Northern Grampians (S)	Christianity	Lutheran	M	58
Northern Grampians (S)	Christianity	Oriental Orthodox	M	3
Northern Grampians (S)	Christianity	Pentecostal	F	18
Northern Grampians (S)	Christianity	Pentecostal	M	18
Northern Grampians (S)	Christianity	Presbyterian Reformed	F	162
Northern Grampians (S)	Christianity	Presbyterian Reformed	M	163
Northern Grampians (S)	Christianity	Protestant (Other)	F	3
Northern Grampians (S)	Christianity	Protestant (Other)	M	3
Northern Grampians (S)	Christianity	Salvation Army	F	45
Northern Grampians (S)	Christianity	Salvation Army	M	28
Northern Grampians (S)	Christianity	Seventh Day Adventist	F	14
Northern Grampians (S)	Christianity	Seventh Day Adventist	M	13
Northern Grampians (S)	Christianity	Uniting Church	F	854
Northern Grampians (S)	Christianity	Uniting Church	M	704
Northern Grampians (S)	Hinduism		F	19
Northern Grampians (S)	Hinduism		M	22
Northern Grampians (S)	Islam		F	12
Northern Grampians (S)	Islam		M	15
Northern Grampians (S)	No religion		F	1743
Northern Grampians (S)	No religion		M	2019
Port Phillip (C)	(Other)		F	6971
Port Phillip (C)	(Other)		M	7064
Port Phillip (C)	(Other)	(Other)	F	168
Port Phillip (C)	(Other)	(Other)	M	161
Port Phillip (C)	(Other)	Australian Aboriginal Traditional	F	7
Port Phillip (C)	(Other)	Australian Aboriginal Traditional	M	4
Port Phillip (C)	(Other)	Other spiritual beliefs	F	194
Port Phillip (C)	(Other)	Other spiritual beliefs	M	115
Port Phillip (C)	(Other)	Secular beliefs	F	226
Port Phillip (C)	(Other)	Secular beliefs	M	264
Port Phillip (C)	(Other)	Sikhism	F	62
Port Phillip (C)	(Other)	Sikhism	M	74
Port Phillip (C)	Buddhism		F	1102
Port Phillip (C)	Buddhism		M	732
Port Phillip (C)	Christianity		F	770
Port Phillip (C)	Christianity		M	565
Port Phillip (C)	Christianity	(Other)	F	36
Port Phillip (C)	Christianity	(Other)	M	37
Port Phillip (C)	Christianity	Anglican	F	3789
Port Phillip (C)	Christianity	Anglican	M	3270
Port Phillip (C)	Christianity	Assyrian Apostolic	F	3
Port Phillip (C)	Christianity	Baptist	F	268
Port Phillip (C)	Christianity	Baptist	M	233
Port Phillip (C)	Christianity	Brethren	F	4
Port Phillip (C)	Christianity	Catholic	F	9569
Port Phillip (C)	Christianity	Catholic	M	8132
Port Phillip (C)	Christianity	Churches Of Christ	F	23
Port Phillip (C)	Christianity	Churches Of Christ	M	18
Port Phillip (C)	Christianity	Eastern Orthodox	F	2054
Port Phillip (C)	Christianity	Eastern Orthodox	M	1886
Port Phillip (C)	Christianity	Jehovah's Witnesses	F	68
Port Phillip (C)	Christianity	Jehovah's Witnesses	M	49
Port Phillip (C)	Christianity	Latter Day Saints	F	33
Port Phillip (C)	Christianity	Latter Day Saints	M	21
Port Phillip (C)	Christianity	Lutheran	F	182
Port Phillip (C)	Christianity	Lutheran	M	129
Port Phillip (C)	Christianity	Oriental Orthodox	F	48
Port Phillip (C)	Christianity	Oriental Orthodox	M	55
Port Phillip (C)	Christianity	Pentecostal	F	188
Port Phillip (C)	Christianity	Pentecostal	M	162
