LGA_NAME16	CountryOfBirth	Sex	persons
Rockhampton (R)	THA	M	16
Rockhampton (R)	TUR	F	3
Rockhampton (R)	TUR	M	3
Rockhampton (R)	TWN	F	21
Rockhampton (R)	TWN	M	13
Rockhampton (R)	USA	F	65
Rockhampton (R)	USA	M	67
Rockhampton (R)	VNM	F	175
Rockhampton (R)	VNM	M	171
Rockhampton (R)	ZAF	F	174
Rockhampton (R)	ZAF	M	168
Rockhampton (R)	ZWE	F	74
Rockhampton (R)	ZWE	M	66
Scenic Rim (R)		F	2020
Scenic Rim (R)		M	1988
Scenic Rim (R)	AUS	F	15558
Scenic Rim (R)	AUS	M	15244
Scenic Rim (R)	BIH	F	4
Scenic Rim (R)	BIH	M	5
Scenic Rim (R)	CAN	F	35
Scenic Rim (R)	CAN	M	42
Scenic Rim (R)	CHL	F	3
Scenic Rim (R)	CHN	F	20
Scenic Rim (R)	CHN	M	18
Scenic Rim (R)	DEU	F	112
Scenic Rim (R)	DEU	M	114
Scenic Rim (R)	EGY	M	8
Scenic Rim (R)	FJI	F	21
Scenic Rim (R)	FJI	M	13
Scenic Rim (R)	FRA	F	18
Scenic Rim (R)	FRA	M	17
Scenic Rim (R)	GBR	F	1087
Scenic Rim (R)	GBR	M	1032
Scenic Rim (R)	GRC	F	3
Scenic Rim (R)	GRC	M	3
Scenic Rim (R)	HKG	F	3
Scenic Rim (R)	HKG	M	6
Scenic Rim (R)	HRV	F	5
Scenic Rim (R)	HRV	M	4
Scenic Rim (R)	IDN	F	24
Scenic Rim (R)	IDN	M	7
Scenic Rim (R)	IND	F	35
Scenic Rim (R)	IND	M	40
Scenic Rim (R)	IRL	F	25
Scenic Rim (R)	IRL	M	21
Scenic Rim (R)	IRN	F	4
Scenic Rim (R)	IRN	M	5
Scenic Rim (R)	IRQ	M	5
Scenic Rim (R)	ITA	F	8
Scenic Rim (R)	ITA	M	21
Scenic Rim (R)	JPN	F	35
Scenic Rim (R)	JPN	M	14
Scenic Rim (R)	KOR	F	46
Scenic Rim (R)	KOR	M	46
Scenic Rim (R)	LBN	F	3
Scenic Rim (R)	LBN	M	4
Scenic Rim (R)	LKA	F	10
Scenic Rim (R)	LKA	M	6
Scenic Rim (R)	MKD	F	3
Scenic Rim (R)	MKD	M	4
Scenic Rim (R)	MLT	F	4
Scenic Rim (R)	MLT	M	8
Scenic Rim (R)	MUS	F	3
Scenic Rim (R)	MUS	M	6
Scenic Rim (R)	MYS	F	24
Scenic Rim (R)	MYS	M	25
Scenic Rim (R)	NLD	F	83
Scenic Rim (R)	NLD	M	103
Scenic Rim (R)	NPL	F	3
Scenic Rim (R)	NZL	F	707
Scenic Rim (R)	NZL	M	710
Scenic Rim (R)	PAK	F	3
Scenic Rim (R)	PAK	M	3
Scenic Rim (R)	PHL	F	91
Scenic Rim (R)	PHL	M	20
Scenic Rim (R)	PNG	F	45
Scenic Rim (R)	PNG	M	33
Scenic Rim (R)	POL	F	18
Scenic Rim (R)	POL	M	19
Scenic Rim (R)	SGP	F	13
Scenic Rim (R)	SGP	M	8
Scenic Rim (R)	THA	F	32
Scenic Rim (R)	THA	M	8
Scenic Rim (R)	TWN	F	4
Scenic Rim (R)	USA	F	78
Scenic Rim (R)	USA	M	52
Scenic Rim (R)	VNM	F	7
Scenic Rim (R)	VNM	M	6
Scenic Rim (R)	ZAF	F	78
Scenic Rim (R)	ZAF	M	78
Scenic Rim (R)	ZWE	F	29
Scenic Rim (R)	ZWE	M	26
Somerset (R)		F	1249
Somerset (R)		M	1300
Somerset (R)	AUS	F	9599
Somerset (R)	AUS	M	9700
Somerset (R)	BGD	M	14
Somerset (R)	CAN	F	18
Somerset (R)	CAN	M	10
Somerset (R)	CHN	F	14
Somerset (R)	CHN	M	10
Somerset (R)	DEU	F	65
Somerset (R)	DEU	M	63
Somerset (R)	EGY	F	3
Somerset (R)	FJI	F	9
Somerset (R)	FJI	M	8
Somerset (R)	FRA	F	7
Somerset (R)	FRA	M	3
Somerset (R)	GBR	F	472
Somerset (R)	GBR	M	461
Somerset (R)	HKG	F	4
Somerset (R)	HRV	F	5
Somerset (R)	HRV	M	3
Somerset (R)	IDN	F	6
Somerset (R)	IDN	M	4
Somerset (R)	IND	F	11
Somerset (R)	IND	M	13
Somerset (R)	IRL	F	10
Somerset (R)	IRL	M	15
Somerset (R)	IRN	F	3
Somerset (R)	ITA	F	4
Somerset (R)	ITA	M	11
Somerset (R)	JPN	F	5
Somerset (R)	JPN	M	4
Somerset (R)	KHM	F	3
Somerset (R)	KHM	M	3
Somerset (R)	KOR	F	10
Somerset (R)	KOR	M	27
Somerset (R)	LKA	M	3
Somerset (R)	MLT	F	9
Somerset (R)	MLT	M	8
Somerset (R)	MMR	F	3
Somerset (R)	MUS	F	3
Somerset (R)	MUS	M	3
Somerset (R)	MYS	F	9
Somerset (R)	MYS	M	11
Somerset (R)	NLD	F	47
Somerset (R)	NLD	M	53
Somerset (R)	NZL	F	307
Somerset (R)	NZL	M	309
Somerset (R)	PAK	F	3
Somerset (R)	PHL	F	194
Somerset (R)	PHL	M	184
Somerset (R)	PNG	F	16
Somerset (R)	PNG	M	24
Somerset (R)	POL	F	3
Somerset (R)	POL	M	7
Somerset (R)	SGP	F	7
Somerset (R)	THA	F	16
Somerset (R)	THA	M	4
Somerset (R)	TWN	F	18
Somerset (R)	TWN	M	11
Somerset (R)	USA	F	20
Somerset (R)	USA	M	23
Somerset (R)	VNM	F	36
Somerset (R)	VNM	M	34
Somerset (R)	ZAF	F	34
Somerset (R)	ZAF	M	29
Somerset (R)	ZWE	F	8
Somerset (R)	ZWE	M	15
South Burnett (R)		F	1423
South Burnett (R)		M	1488
South Burnett (R)	AUS	F	13176
South Burnett (R)	AUS	M	13329
South Burnett (R)	BGD	F	3
South Burnett (R)	BGD	M	3
South Burnett (R)	CAN	F	15
South Burnett (R)	CAN	M	12
South Burnett (R)	CHN	F	29
South Burnett (R)	CHN	M	6
South Burnett (R)	DEU	F	80
South Burnett (R)	DEU	M	74
South Burnett (R)	EGY	M	7
South Burnett (R)	FJI	F	16
South Burnett (R)	FJI	M	5
South Burnett (R)	FRA	F	17
South Burnett (R)	FRA	M	8
South Burnett (R)	GBR	F	510
South Burnett (R)	GBR	M	482
South Burnett (R)	GRC	M	4
South Burnett (R)	HKG	M	3
South Burnett (R)	HRV	F	3
South Burnett (R)	IDN	F	9
South Burnett (R)	IDN	M	10
South Burnett (R)	IND	F	21
South Burnett (R)	IND	M	17
South Burnett (R)	IRL	F	11
South Burnett (R)	IRL	M	16
South Burnett (R)	ITA	F	3
South Burnett (R)	ITA	M	8
South Burnett (R)	JPN	F	5
South Burnett (R)	JPN	M	4
South Burnett (R)	KOR	F	3
South Burnett (R)	KOR	M	4
South Burnett (R)	LBN	M	3
South Burnett (R)	LKA	F	11
South Burnett (R)	LKA	M	14
South Burnett (R)	MKD	F	3
South Burnett (R)	MLT	M	13
South Burnett (R)	MMR	F	4
South Burnett (R)	MMR	M	3
South Burnett (R)	MUS	F	6
South Burnett (R)	MYS	F	17
South Burnett (R)	MYS	M	5
South Burnett (R)	NLD	F	43
South Burnett (R)	NLD	M	54
South Burnett (R)	NPL	F	4
South Burnett (R)	NPL	M	3
South Burnett (R)	NZL	F	309
South Burnett (R)	NZL	M	315
South Burnett (R)	PAK	M	3
South Burnett (R)	PHL	F	199
South Burnett (R)	PHL	M	66
South Burnett (R)	PNG	F	26
South Burnett (R)	PNG	M	20
South Burnett (R)	POL	F	9
South Burnett (R)	POL	M	5
South Burnett (R)	SGP	F	9
South Burnett (R)	SGP	M	3
South Burnett (R)	THA	F	17
South Burnett (R)	THA	M	9
South Burnett (R)	TWN	F	3
South Burnett (R)	TWN	M	3
South Burnett (R)	USA	F	32
South Burnett (R)	USA	M	39
South Burnett (R)	VNM	F	10
South Burnett (R)	VNM	M	5
South Burnett (R)	ZAF	F	32
South Burnett (R)	ZAF	M	42
South Burnett (R)	ZWE	F	12
South Burnett (R)	ZWE	M	16
Southern Downs (R)		F	1485
Southern Downs (R)		M	1450
Southern Downs (R)	AUS	F	14624
Southern Downs (R)	AUS	M	14277
Southern Downs (R)	CAN	F	25
Southern Downs (R)	CAN	M	21
Southern Downs (R)	CHL	F	5
Southern Downs (R)	CHL	M	4
Southern Downs (R)	CHN	F	33
Southern Downs (R)	CHN	M	23
Southern Downs (R)	DEU	F	64
Southern Downs (R)	DEU	M	61
Southern Downs (R)	EGY	F	3
Southern Downs (R)	FJI	F	26
Southern Downs (R)	FJI	M	15
Southern Downs (R)	FRA	F	4
Southern Downs (R)	FRA	M	17
Southern Downs (R)	GBR	F	544
Southern Downs (R)	GBR	M	509
Southern Downs (R)	GRC	M	6
Southern Downs (R)	HKG	F	4
Southern Downs (R)	HRV	F	17
Southern Downs (R)	HRV	M	26
Southern Downs (R)	IDN	M	9
Southern Downs (R)	IND	F	27
Southern Downs (R)	IND	M	37
Southern Downs (R)	IRL	F	19
Southern Downs (R)	IRL	M	19
Southern Downs (R)	IRN	M	3
Southern Downs (R)	ITA	F	110
Southern Downs (R)	ITA	M	126
Southern Downs (R)	JPN	F	12
Southern Downs (R)	JPN	M	3
Southern Downs (R)	KOR	F	36
Southern Downs (R)	KOR	M	45
Southern Downs (R)	LBN	F	4
Southern Downs (R)	LBN	M	3
Southern Downs (R)	LKA	F	3
Southern Downs (R)	LKA	M	3
Southern Downs (R)	MKD	M	3
Southern Downs (R)	MLT	F	3
Southern Downs (R)	MLT	M	7
Southern Downs (R)	MUS	F	3
Southern Downs (R)	MYS	F	12
Southern Downs (R)	MYS	M	15
Southern Downs (R)	NLD	F	68
Southern Downs (R)	NLD	M	73
Southern Downs (R)	NPL	F	4
Southern Downs (R)	NPL	M	8
Southern Downs (R)	NZL	F	305
Southern Downs (R)	NZL	M	293
Southern Downs (R)	PAK	F	4
Southern Downs (R)	PAK	M	4
Southern Downs (R)	PHL	F	153
Southern Downs (R)	PHL	M	48
Southern Downs (R)	PNG	F	19
Southern Downs (R)	PNG	M	20
Southern Downs (R)	POL	F	21
Southern Downs (R)	POL	M	7
Southern Downs (R)	SGP	F	3
Southern Downs (R)	SGP	M	6
Southern Downs (R)	THA	F	24
Southern Downs (R)	THA	M	3
Southern Downs (R)	TUR	F	3
Southern Downs (R)	TWN	F	43
Southern Downs (R)	TWN	M	29
Southern Downs (R)	USA	F	48
Southern Downs (R)	USA	M	46
Southern Downs (R)	VNM	F	4
Southern Downs (R)	VNM	M	11
Southern Downs (R)	ZAF	F	59
Southern Downs (R)	ZAF	M	46
Southern Downs (R)	ZWE	F	16
Southern Downs (R)	ZWE	M	17
Sunshine Coast (R)		F	11927
Sunshine Coast (R)		M	11359
Sunshine Coast (R)	AFG	F	9
Sunshine Coast (R)	AFG	M	7
Sunshine Coast (R)	AUS	F	112385
Sunshine Coast (R)	AUS	M	105731
Sunshine Coast (R)	BGD	F	15
Sunshine Coast (R)	BGD	M	20
Sunshine Coast (R)	BIH	F	19
Sunshine Coast (R)	BIH	M	12
Sunshine Coast (R)	CAN	F	559
Sunshine Coast (R)	CAN	M	474
Sunshine Coast (R)	CHL	F	39
Sunshine Coast (R)	CHL	M	40
Sunshine Coast (R)	CHN	F	332
Sunshine Coast (R)	CHN	M	180
Sunshine Coast (R)	DEU	F	1020
Sunshine Coast (R)	DEU	M	801
Sunshine Coast (R)	EGY	F	49
Sunshine Coast (R)	EGY	M	61
Sunshine Coast (R)	FJI	F	169
Sunshine Coast (R)	FJI	M	128
Sunshine Coast (R)	FRA	F	200
Sunshine Coast (R)	FRA	M	166
Sunshine Coast (R)	GBR	F	10333
Sunshine Coast (R)	GBR	M	9994
Sunshine Coast (R)	GRC	F	44
Sunshine Coast (R)	GRC	M	53
Sunshine Coast (R)	HKG	F	114
Sunshine Coast (R)	HKG	M	84
Sunshine Coast (R)	HRV	F	69
Sunshine Coast (R)	HRV	M	80
Sunshine Coast (R)	IDN	F	206
Sunshine Coast (R)	IDN	M	107
Sunshine Coast (R)	IND	F	599
Sunshine Coast (R)	IND	M	698
Sunshine Coast (R)	IRL	F	354
Sunshine Coast (R)	IRL	M	374
Sunshine Coast (R)	IRN	F	44
Sunshine Coast (R)	IRN	M	48
Sunshine Coast (R)	IRQ	F	4
Sunshine Coast (R)	IRQ	M	8
Sunshine Coast (R)	ITA	F	207
Sunshine Coast (R)	ITA	M	313
Sunshine Coast (R)	JPN	F	271
Sunshine Coast (R)	JPN	M	86
Sunshine Coast (R)	KHM	F	21
Sunshine Coast (R)	KHM	M	8
Sunshine Coast (R)	KOR	F	221
Sunshine Coast (R)	KOR	M	179
Sunshine Coast (R)	LBN	F	17
Sunshine Coast (R)	LBN	M	24
Sunshine Coast (R)	LKA	F	101
Sunshine Coast (R)	LKA	M	132
Sunshine Coast (R)	MKD	F	11
Sunshine Coast (R)	MKD	M	6
Sunshine Coast (R)	MLT	F	77
Sunshine Coast (R)	MLT	M	94
Sunshine Coast (R)	MMR	F	26
Sunshine Coast (R)	MMR	M	27
Sunshine Coast (R)	MUS	F	49
Sunshine Coast (R)	MUS	M	44
Sunshine Coast (R)	MYS	F	243
Sunshine Coast (R)	MYS	M	154
Sunshine Coast (R)	NLD	F	661
Sunshine Coast (R)	NLD	M	615
Sunshine Coast (R)	NPL	F	90
Sunshine Coast (R)	NPL	M	99
Sunshine Coast (R)	NZL	F	7017
Sunshine Coast (R)	NZL	M	6329
Sunshine Coast (R)	PAK	F	34
Sunshine Coast (R)	PAK	M	46
Sunshine Coast (R)	PHL	F	895
Sunshine Coast (R)	PHL	M	270
Sunshine Coast (R)	PNG	F	377
Sunshine Coast (R)	PNG	M	298
Sunshine Coast (R)	POL	F	156
Sunshine Coast (R)	POL	M	118
Sunshine Coast (R)	SGP	F	134
Sunshine Coast (R)	SGP	M	88
Sunshine Coast (R)	THA	F	396
Sunshine Coast (R)	THA	M	112
Sunshine Coast (R)	TUR	F	11
Sunshine Coast (R)	TUR	M	17
Sunshine Coast (R)	TWN	F	131
Sunshine Coast (R)	TWN	M	64
Sunshine Coast (R)	USA	F	788
Sunshine Coast (R)	USA	M	641
Sunshine Coast (R)	VNM	F	127
Sunshine Coast (R)	VNM	M	63
Sunshine Coast (R)	ZAF	F	1478
Sunshine Coast (R)	ZAF	M	1387
Sunshine Coast (R)	ZWE	F	345
Sunshine Coast (R)	ZWE	M	322
Tablelands (R)		F	1416
Tablelands (R)		M	1420
Tablelands (R)	AUS	F	9686
Tablelands (R)	AUS	M	9517
Tablelands (R)	CAN	F	24
Tablelands (R)	CAN	M	13
Tablelands (R)	CHN	F	17
Tablelands (R)	CHN	M	6
Tablelands (R)	DEU	F	104
Tablelands (R)	DEU	M	101
Tablelands (R)	EGY	F	3
Tablelands (R)	EGY	M	3
Tablelands (R)	FJI	F	4
Tablelands (R)	FRA	F	14
Tablelands (R)	FRA	M	10
Tablelands (R)	GBR	F	491
Tablelands (R)	GBR	M	487
Tablelands (R)	HKG	F	3
Tablelands (R)	HKG	M	3
Tablelands (R)	HRV	F	9
Tablelands (R)	HRV	M	5
Tablelands (R)	IDN	F	14
Tablelands (R)	IDN	M	9
Tablelands (R)	IND	F	23
Tablelands (R)	IND	M	24
Tablelands (R)	IRL	F	23
Tablelands (R)	IRL	M	13
Tablelands (R)	IRN	F	3
Tablelands (R)	ITA	F	78
Tablelands (R)	ITA	M	81
Tablelands (R)	JPN	F	23
Tablelands (R)	JPN	M	9
Tablelands (R)	KOR	F	7
Tablelands (R)	KOR	M	5
Tablelands (R)	LKA	F	3
Tablelands (R)	LKA	M	3
Tablelands (R)	MLT	F	5
Tablelands (R)	MLT	M	5
Tablelands (R)	MUS	M	3
Tablelands (R)	MYS	F	16
Tablelands (R)	MYS	M	8
Tablelands (R)	NLD	F	53
Tablelands (R)	NLD	M	55
Tablelands (R)	NZL	F	258
Tablelands (R)	NZL	M	245
Tablelands (R)	PHL	F	105
Tablelands (R)	PHL	M	13
Tablelands (R)	PNG	F	74
Tablelands (R)	PNG	M	46
Tablelands (R)	POL	F	7
Tablelands (R)	POL	M	5
Tablelands (R)	SGP	F	11
Tablelands (R)	THA	F	19
Tablelands (R)	THA	M	3
Tablelands (R)	TUR	F	6
Tablelands (R)	TUR	M	4
Tablelands (R)	TWN	F	3
Tablelands (R)	USA	F	44
Tablelands (R)	USA	M	55
Tablelands (R)	VNM	F	3
Tablelands (R)	ZAF	F	30
Tablelands (R)	ZAF	M	33
Tablelands (R)	ZWE	F	23
Tablelands (R)	ZWE	M	11
Toowoomba (R)		F	7294
Toowoomba (R)		M	7206
Toowoomba (R)	AFG	F	103
Toowoomba (R)	AFG	M	79
Toowoomba (R)	AUS	F	67049
Toowoomba (R)	AUS	M	63190
Toowoomba (R)	BGD	F	50
Toowoomba (R)	BGD	M	65
Toowoomba (R)	BIH	F	3
Toowoomba (R)	BIH	M	4
Toowoomba (R)	CAN	F	136
Toowoomba (R)	CAN	M	111
Toowoomba (R)	CHL	F	8
Toowoomba (R)	CHL	M	10
Toowoomba (R)	CHN	F	307
Toowoomba (R)	CHN	M	270
Toowoomba (R)	DEU	F	208
Toowoomba (R)	DEU	M	196
Toowoomba (R)	EGY	F	25
Toowoomba (R)	EGY	M	33
Toowoomba (R)	FJI	F	98
Toowoomba (R)	FJI	M	89
Toowoomba (R)	FRA	F	31
Toowoomba (R)	FRA	M	33
Toowoomba (R)	GBR	F	1971
Toowoomba (R)	GBR	M	1780
Toowoomba (R)	GRC	F	15
Toowoomba (R)	GRC	M	3
Toowoomba (R)	HKG	F	48
Toowoomba (R)	HKG	M	45
Toowoomba (R)	HRV	F	19
Toowoomba (R)	HRV	M	16
Toowoomba (R)	IDN	F	51
Toowoomba (R)	IDN	M	24
Toowoomba (R)	IND	F	472
Toowoomba (R)	IND	M	791
Toowoomba (R)	IRL	F	87
Toowoomba (R)	IRL	M	101
Toowoomba (R)	IRN	F	62
Toowoomba (R)	IRN	M	67
Toowoomba (R)	IRQ	F	184
Toowoomba (R)	IRQ	M	162
Toowoomba (R)	ITA	F	47
Toowoomba (R)	ITA	M	82
Toowoomba (R)	JPN	F	61
Toowoomba (R)	JPN	M	31
Toowoomba (R)	KHM	F	10
Toowoomba (R)	KHM	M	3
Toowoomba (R)	KOR	F	107
Toowoomba (R)	KOR	M	101
Toowoomba (R)	LBN	F	8
Toowoomba (R)	LBN	M	6
Toowoomba (R)	LKA	F	154
Toowoomba (R)	LKA	M	160
Toowoomba (R)	MKD	F	3
Toowoomba (R)	MKD	M	3
Toowoomba (R)	MLT	F	16
Toowoomba (R)	MLT	M	19
Toowoomba (R)	MMR	F	15
Toowoomba (R)	MMR	M	16
Toowoomba (R)	MUS	F	8
Toowoomba (R)	MUS	M	6
Toowoomba (R)	MYS	F	154
Toowoomba (R)	MYS	M	121
Toowoomba (R)	NLD	F	193
Toowoomba (R)	NLD	M	192
Toowoomba (R)	NPL	F	129
Toowoomba (R)	NPL	M	137
Toowoomba (R)	NZL	F	1184
Toowoomba (R)	NZL	M	1157
Toowoomba (R)	PAK	F	65
Toowoomba (R)	PAK	M	122
Toowoomba (R)	PHL	F	744
Toowoomba (R)	PHL	M	408
Toowoomba (R)	PNG	F	201
Toowoomba (R)	PNG	M	173
Toowoomba (R)	POL	F	30
Toowoomba (R)	POL	M	23
Toowoomba (R)	SGP	F	74
Toowoomba (R)	SGP	M	85
Toowoomba (R)	THA	F	91
Toowoomba (R)	THA	M	35
Toowoomba (R)	TUR	F	10
Toowoomba (R)	TUR	M	12
Toowoomba (R)	TWN	F	96
Toowoomba (R)	TWN	M	80
Toowoomba (R)	USA	F	227
Toowoomba (R)	USA	M	186
Toowoomba (R)	VNM	F	59
Toowoomba (R)	VNM	M	47
Toowoomba (R)	ZAF	F	439
Toowoomba (R)	ZAF	M	436
Toowoomba (R)	ZWE	F	267
Toowoomba (R)	ZWE	M	256
Torres (S)		F	268
Torres (S)		M	257
Torres (S)	AUS	F	1447
Torres (S)	AUS	M	1430
Torres (S)	DEU	M	3
Torres (S)	FJI	M	3
Torres (S)	GBR	F	23
Torres (S)	GBR	M	25
Torres (S)	IND	F	6
Torres (S)	IND	M	13
Torres (S)	ITA	F	3
Torres (S)	JPN	F	3
Torres (S)	JPN	M	3
Torres (S)	LKA	M	3
Torres (S)	MYS	F	3
Torres (S)	NLD	M	3
Torres (S)	NZL	F	17
Torres (S)	NZL	M	18
Torres (S)	PHL	F	6
Torres (S)	PNG	F	27
Torres (S)	PNG	M	23
Torres (S)	THA	F	3
Torres (S)	TWN	F	3
Torres (S)	USA	F	3
Torres (S)	USA	M	3
Torres (S)	ZAF	F	3
Torres Strait Island (R)		F	52
Torres Strait Island (R)		M	58
Torres Strait Island (R)	AUS	F	2088
Torres Strait Island (R)	AUS	M	2146
Torres Strait Island (R)	NLD	M	3
Torres Strait Island (R)	NZL	F	5
Torres Strait Island (R)	NZL	M	5
Torres Strait Island (R)	PNG	F	72
Torres Strait Island (R)	PNG	M	73
Townsville (C)		F	8318
Townsville (C)		M	9280
Townsville (C)	AFG	F	9
Townsville (C)	AFG	M	25
Townsville (C)	AUS	F	73347
Townsville (C)	AUS	M	73400
Townsville (C)	BGD	F	24
Townsville (C)	BGD	M	24
Townsville (C)	BIH	F	11
Townsville (C)	BIH	M	12
Townsville (C)	CAN	F	246
Townsville (C)	CAN	M	191
Townsville (C)	CHL	F	14
Townsville (C)	CHL	M	14
Townsville (C)	CHN	F	249
Townsville (C)	CHN	M	202
Townsville (C)	DEU	F	347
Townsville (C)	DEU	M	371
Townsville (C)	EGY	F	25
Townsville (C)	EGY	M	31
Townsville (C)	FJI	F	160
Townsville (C)	FJI	M	132
Townsville (C)	FRA	F	78
Townsville (C)	FRA	M	80
Townsville (C)	GBR	F	2850
Townsville (C)	GBR	M	2947
Townsville (C)	GRC	F	48
Townsville (C)	GRC	M	61
Townsville (C)	HKG	F	65
Townsville (C)	HKG	M	73
Townsville (C)	HRV	F	21
Townsville (C)	HRV	M	22
Townsville (C)	IDN	F	100
Townsville (C)	IDN	M	87
Townsville (C)	IND	F	626
Townsville (C)	IND	M	702
Townsville (C)	IRL	F	156
Townsville (C)	IRL	M	152
Townsville (C)	IRN	F	46
Townsville (C)	IRN	M	37
Townsville (C)	IRQ	F	34
Townsville (C)	IRQ	M	30
Townsville (C)	ITA	F	187
Townsville (C)	ITA	M	252
Townsville (C)	JPN	F	108
Townsville (C)	JPN	M	28
Townsville (C)	KHM	F	20
Townsville (C)	KHM	M	13
Townsville (C)	KOR	F	133
Townsville (C)	KOR	M	129
Townsville (C)	LBN	F	5
Townsville (C)	LBN	M	7
Townsville (C)	LKA	F	142
Townsville (C)	LKA	M	127
Townsville (C)	MKD	F	8
Townsville (C)	MKD	M	3
Townsville (C)	MLT	F	25
Townsville (C)	MLT	M	34
Townsville (C)	MMR	F	58
Townsville (C)	MMR	M	52
Townsville (C)	MUS	F	16
Townsville (C)	MUS	M	16
Townsville (C)	MYS	F	221
Townsville (C)	MYS	M	166
Townsville (C)	NLD	F	182
Townsville (C)	NLD	M	196
Townsville (C)	NPL	F	66
Townsville (C)	NPL	M	58
Townsville (C)	NZL	F	2183
Townsville (C)	NZL	M	2107
Townsville (C)	PAK	F	43
Townsville (C)	PAK	M	46
Townsville (C)	PHL	F	1116
Townsville (C)	PHL	M	554
Townsville (C)	PNG	F	568
Townsville (C)	PNG	M	399
Townsville (C)	POL	F	50
Townsville (C)	POL	M	41
Townsville (C)	SGP	F	62
Townsville (C)	SGP	M	73
Townsville (C)	THA	F	240
Townsville (C)	THA	M	99
Townsville (C)	TUR	F	7
Townsville (C)	TUR	M	8
Townsville (C)	TWN	F	36
Townsville (C)	TWN	M	22
Townsville (C)	USA	F	336
Townsville (C)	USA	M	258
Townsville (C)	VNM	F	141
Townsville (C)	VNM	M	117
Townsville (C)	ZAF	F	516
Townsville (C)	ZAF	M	502
Townsville (C)	ZWE	F	171
Townsville (C)	ZWE	M	146
Weipa (T)		F	199
Weipa (T)		M	249
Weipa (T)	AUS	F	1404
Weipa (T)	AUS	M	1669
Weipa (T)	CAN	F	8
Weipa (T)	CAN	M	7
Weipa (T)	CHN	F	3
Weipa (T)	DEU	F	3
Weipa (T)	FJI	F	4
Weipa (T)	FJI	M	6
Weipa (T)	GBR	F	36
Weipa (T)	GBR	M	39
Weipa (T)	IND	F	3
Weipa (T)	IND	M	5
Weipa (T)	IRL	F	3
Weipa (T)	ITA	F	3
Weipa (T)	JPN	M	3
Weipa (T)	KHM	F	3
Weipa (T)	MYS	F	3
Weipa (T)	NLD	M	3
Weipa (T)	NZL	F	47
Weipa (T)	NZL	M	51
Weipa (T)	PHL	F	31
Weipa (T)	PHL	M	13
Weipa (T)	PNG	F	7
Weipa (T)	PNG	M	10
Weipa (T)	POL	F	3
Weipa (T)	THA	F	21
Weipa (T)	THA	M	3
Weipa (T)	USA	M	4
Weipa (T)	VNM	F	3
Weipa (T)	ZAF	F	6
Weipa (T)	ZAF	M	5
Weipa (T)	ZWE	F	3
Weipa (T)	ZWE	M	7
Western Downs (R)		F	1998
Western Downs (R)		M	2195
Western Downs (R)	AFG	M	3
Western Downs (R)	AUS	F	13218
Western Downs (R)	AUS	M	13807
Western Downs (R)	CAN	F	13
Western Downs (R)	CAN	M	14
Western Downs (R)	CHL	F	3
Western Downs (R)	CHL	M	4
Western Downs (R)	CHN	F	13
Western Downs (R)	CHN	M	4
Western Downs (R)	DEU	F	22
Western Downs (R)	DEU	M	40
Western Downs (R)	EGY	F	3
Western Downs (R)	FJI	F	17
Western Downs (R)	FJI	M	24
Western Downs (R)	FRA	F	3
Western Downs (R)	GBR	F	226
Western Downs (R)	GBR	M	212
Western Downs (R)	GRC	F	3
Western Downs (R)	GRC	M	3
Western Downs (R)	HKG	F	3
Western Downs (R)	HKG	M	3
Western Downs (R)	HRV	M	4
Western Downs (R)	IDN	F	12
Western Downs (R)	IND	F	63
Western Downs (R)	IND	M	80
Western Downs (R)	IRL	F	25
Western Downs (R)	IRL	M	42
Western Downs (R)	IRN	M	8
Western Downs (R)	ITA	F	3
Western Downs (R)	ITA	M	5
Western Downs (R)	JPN	F	3
Western Downs (R)	KHM	F	3
Western Downs (R)	KOR	F	10
Western Downs (R)	KOR	M	7
Western Downs (R)	LBN	M	8
Western Downs (R)	LKA	F	7
Western Downs (R)	LKA	M	16
Western Downs (R)	MLT	M	7
Western Downs (R)	MMR	F	3
Western Downs (R)	MMR	M	3
Western Downs (R)	MYS	F	7
Western Downs (R)	MYS	M	9
Western Downs (R)	NLD	F	23
Western Downs (R)	NLD	M	27
Western Downs (R)	NZL	F	210
Western Downs (R)	NZL	M	251
Western Downs (R)	PAK	F	4
Western Downs (R)	PAK	M	5
Western Downs (R)	PHL	F	242
Western Downs (R)	PHL	M	194
Western Downs (R)	PNG	F	29
Western Downs (R)	PNG	M	21
Western Downs (R)	POL	F	6
Western Downs (R)	POL	M	3
Western Downs (R)	SGP	F	9
Western Downs (R)	SGP	M	4
Western Downs (R)	THA	F	13
Western Downs (R)	TUR	M	3
Western Downs (R)	TWN	M	4
Western Downs (R)	USA	F	24
Western Downs (R)	USA	M	8
Western Downs (R)	VNM	F	8
Western Downs (R)	ZAF	F	75
Western Downs (R)	ZAF	M	90
Western Downs (R)	ZWE	F	20
Western Downs (R)	ZWE	M	17
Whitsunday (R)		F	2358
Whitsunday (R)		M	2796
Whitsunday (R)	AUS	F	11401
Whitsunday (R)	AUS	M	12452
Whitsunday (R)	CAN	F	61
Whitsunday (R)	CAN	M	29
Whitsunday (R)	CHL	M	4
Whitsunday (R)	CHN	F	44
Whitsunday (R)	CHN	M	33
Whitsunday (R)	DEU	F	94
Whitsunday (R)	DEU	M	74
Whitsunday (R)	EGY	M	3
Whitsunday (R)	FJI	F	19
