SA3_NAME16	IndigenousStatus	persons
West Coast	Torres Strait Islander	65
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	68
No usual address (Tas.)	Aboriginal	54
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	3
No usual address (Tas.)	Non-indigenous	851
No usual address (Tas.)	Torres Strait Islander	4
Darwin City	Aboriginal	1162
Darwin City	Both Aboriginal & Torres Strait Islander	48
Darwin City	Non-indigenous	24579
Darwin City	Torres Strait Islander	47
Darwin Suburbs	Aboriginal	3925
Darwin Suburbs	Both Aboriginal & Torres Strait Islander	498
Darwin Suburbs	Non-indigenous	49109
Darwin Suburbs	Torres Strait Islander	230
Litchfield	Aboriginal	2141
Litchfield	Both Aboriginal & Torres Strait Islander	110
Litchfield	Non-indigenous	21203
Litchfield	Torres Strait Islander	74
Palmerston	Aboriginal	3296
Palmerston	Both Aboriginal & Torres Strait Islander	265
Palmerston	Non-indigenous	29980
Palmerston	Torres Strait Islander	154
Alice Springs	Aboriginal	12799
Alice Springs	Both Aboriginal & Torres Strait Islander	178
Alice Springs	Non-indigenous	23015
Alice Springs	Torres Strait Islander	85
Barkly	Aboriginal	3468
Barkly	Both Aboriginal & Torres Strait Islander	23
Barkly	Non-indigenous	2035
Barkly	Torres Strait Islander	10
Daly - Tiwi - West Arnhem	Aboriginal	10802
Daly - Tiwi - West Arnhem	Both Aboriginal & Torres Strait Islander	152
Daly - Tiwi - West Arnhem	Non-indigenous	5112
Daly - Tiwi - West Arnhem	Torres Strait Islander	39
East Arnhem	Aboriginal	8679
East Arnhem	Both Aboriginal & Torres Strait Islander	152
East Arnhem	Non-indigenous	4148
East Arnhem	Torres Strait Islander	35
Katherine	Aboriginal	8847
Katherine	Both Aboriginal & Torres Strait Islander	254
Katherine	Non-indigenous	9551
Katherine	Torres Strait Islander	58
Migratory - Offshore - Shipping (NT)	Non-indigenous	70
No usual address (NT)	Aboriginal	683
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	1788
No usual address (NT)	Torres Strait Islander	11
Belconnen	Aboriginal	1519
Belconnen	Both Aboriginal & Torres Strait Islander	41
Belconnen	Non-indigenous	94439
Belconnen	Torres Strait Islander	50
Canberra East	Aboriginal	121
Canberra East	Non-indigenous	1454
Canberra East	Torres Strait Islander	3
Gungahlin	Aboriginal	912
Gungahlin	Both Aboriginal & Torres Strait Islander	11
Gungahlin	Non-indigenous	70196
Gungahlin	Torres Strait Islander	23
North Canberra	Aboriginal	567
North Canberra	Both Aboriginal & Torres Strait Islander	20
North Canberra	Non-indigenous	52396
North Canberra	Torres Strait Islander	19
South Canberra	Aboriginal	301
South Canberra	Both Aboriginal & Torres Strait Islander	12
South Canberra	Non-indigenous	26680
South Canberra	Torres Strait Islander	14
Tuggeranong	Aboriginal	1969
Tuggeranong	Both Aboriginal & Torres Strait Islander	55
Tuggeranong	Non-indigenous	83071
Tuggeranong	Torres Strait Islander	59
Weston Creek	Aboriginal	299
Weston Creek	Both Aboriginal & Torres Strait Islander	14
Weston Creek	Non-indigenous	22663
Weston Creek	Torres Strait Islander	12
Woden Valley	Aboriginal	377
Woden Valley	Both Aboriginal & Torres Strait Islander	22
Woden Valley	Non-indigenous	34350
Woden Valley	Torres Strait Islander	11
Molonglo	Aboriginal	32
Molonglo	Both Aboriginal & Torres Strait Islander	4
Molonglo	Non-indigenous	4537
Molonglo	Torres Strait Islander	5
Urriarra - Namadgi	Aboriginal	9
Urriarra - Namadgi	Non-indigenous	590
No usual address (ACT)	Aboriginal	29
No usual address (ACT)	Non-indigenous	509
Christmas Island	Aboriginal	3
Christmas Island	Non-indigenous	1832
Christmas Island	Torres Strait Islander	8
Cocos (Keeling) Islands	Non-indigenous	538
Cocos (Keeling) Islands	Torres Strait Islander	6
Jervis Bay	Aboriginal	201
Jervis Bay	Non-indigenous	190
Norfolk Island	Aboriginal	8
Norfolk Island	Non-indigenous	1740
Migratory - Offshore - Shipping (OT)	Non-indigenous	6
No usual address (OT)	Aboriginal	3
No usual address (OT)	Non-indigenous	52
