SA2_NAME16	IndigenousStatus	persons
Zillmere	Torres Strait Islander	31
Camp Hill	Aboriginal	93
Camp Hill	Both Aboriginal & Torres Strait Islander	8
Camp Hill	Non-indigenous	11073
Camp Hill	Torres Strait Islander	3
Cannon Hill	Aboriginal	59
Cannon Hill	Both Aboriginal & Torres Strait Islander	3
Cannon Hill	Non-indigenous	5643
Cannon Hill	Torres Strait Islander	15
Carina	Aboriginal	142
Carina	Both Aboriginal & Torres Strait Islander	4
Carina	Non-indigenous	10876
Carina	Torres Strait Islander	3
Carina Heights	Aboriginal	142
Carina Heights	Both Aboriginal & Torres Strait Islander	6
Carina Heights	Non-indigenous	6379
Carina Heights	Torres Strait Islander	17
Carindale	Aboriginal	97
Carindale	Both Aboriginal & Torres Strait Islander	9
Carindale	Non-indigenous	15604
Annerley	Aboriginal	116
Annerley	Both Aboriginal & Torres Strait Islander	14
Annerley	Non-indigenous	11237
Annerley	Torres Strait Islander	18
Coorparoo	Aboriginal	126
Coorparoo	Both Aboriginal & Torres Strait Islander	9
Coorparoo	Non-indigenous	15890
Coorparoo	Torres Strait Islander	15
Fairfield - Dutton Park	Aboriginal	50
Fairfield - Dutton Park	Non-indigenous	4735
Fairfield - Dutton Park	Torres Strait Islander	5
Greenslopes	Aboriginal	96
Greenslopes	Non-indigenous	9015
Greenslopes	Torres Strait Islander	10
Holland Park	Aboriginal	118
Holland Park	Both Aboriginal & Torres Strait Islander	13
Holland Park	Non-indigenous	8153
Holland Park	Torres Strait Islander	21
Holland Park West	Aboriginal	66
Holland Park West	Both Aboriginal & Torres Strait Islander	3
Holland Park West	Non-indigenous	6259
Holland Park West	Torres Strait Islander	10
Woolloongabba	Aboriginal	48
Woolloongabba	Both Aboriginal & Torres Strait Islander	8
Woolloongabba	Non-indigenous	5464
Woolloongabba	Torres Strait Islander	9
Yeronga	Aboriginal	87
Yeronga	Both Aboriginal & Torres Strait Islander	10
Yeronga	Non-indigenous	9389
Yeronga	Torres Strait Islander	4
Eight Mile Plains	Aboriginal	103
Eight Mile Plains	Both Aboriginal & Torres Strait Islander	7
Eight Mile Plains	Non-indigenous	15031
Eight Mile Plains	Torres Strait Islander	18
Macgregor (Qld)	Aboriginal	26
Macgregor (Qld)	Non-indigenous	5814
Macgregor (Qld)	Torres Strait Islander	9
Mansfield (Qld)	Aboriginal	117
Mansfield (Qld)	Both Aboriginal & Torres Strait Islander	4
Mansfield (Qld)	Non-indigenous	8591
Mansfield (Qld)	Torres Strait Islander	10
Mount Gravatt	Aboriginal	186
Mount Gravatt	Both Aboriginal & Torres Strait Islander	28
Mount Gravatt	Non-indigenous	14706
Mount Gravatt	Torres Strait Islander	24
Rochedale - Burbank	Aboriginal	31
Rochedale - Burbank	Both Aboriginal & Torres Strait Islander	5
Rochedale - Burbank	Non-indigenous	6284
Rochedale - Burbank	Torres Strait Islander	3
Upper Mount Gravatt	Aboriginal	161
Upper Mount Gravatt	Both Aboriginal & Torres Strait Islander	13
Upper Mount Gravatt	Non-indigenous	9198
Upper Mount Gravatt	Torres Strait Islander	24
Wishart	Aboriginal	101
Wishart	Both Aboriginal & Torres Strait Islander	11
Wishart	Non-indigenous	10703
Coopers Plains	Aboriginal	98
Coopers Plains	Both Aboriginal & Torres Strait Islander	7
Coopers Plains	Non-indigenous	5368
Coopers Plains	Torres Strait Islander	14
Moorooka	Aboriginal	116
Moorooka	Both Aboriginal & Torres Strait Islander	7
Moorooka	Non-indigenous	10290
Moorooka	Torres Strait Islander	9
Robertson	Aboriginal	17
Robertson	Non-indigenous	5084
Salisbury - Nathan	Aboriginal	145
Salisbury - Nathan	Both Aboriginal & Torres Strait Islander	6
Salisbury - Nathan	Non-indigenous	7024
Salisbury - Nathan	Torres Strait Islander	8
Tarragindi	Aboriginal	82
Tarragindi	Both Aboriginal & Torres Strait Islander	5
Tarragindi	Non-indigenous	10570
Tarragindi	Torres Strait Islander	13
Algester	Aboriginal	129
Algester	Both Aboriginal & Torres Strait Islander	9
Algester	Non-indigenous	8283
Algester	Torres Strait Islander	12
Calamvale - Stretton	Aboriginal	91
Calamvale - Stretton	Both Aboriginal & Torres Strait Islander	11
Calamvale - Stretton	Non-indigenous	21137
Calamvale - Stretton	Torres Strait Islander	10
Pallara - Willawong	Aboriginal	75
Pallara - Willawong	Both Aboriginal & Torres Strait Islander	4
Pallara - Willawong	Non-indigenous	4620
Pallara - Willawong	Torres Strait Islander	3
Parkinson - Drewvale	Aboriginal	114
Parkinson - Drewvale	Both Aboriginal & Torres Strait Islander	21
Parkinson - Drewvale	Non-indigenous	15442
Parkinson - Drewvale	Torres Strait Islander	8
Rocklea - Acacia Ridge	Aboriginal	312
Rocklea - Acacia Ridge	Both Aboriginal & Torres Strait Islander	39
Rocklea - Acacia Ridge	Non-indigenous	9187
Rocklea - Acacia Ridge	Torres Strait Islander	23
Kuraby	Aboriginal	61
Kuraby	Non-indigenous	8317
Runcorn	Aboriginal	108
Runcorn	Both Aboriginal & Torres Strait Islander	13
Runcorn	Non-indigenous	14354
Runcorn	Torres Strait Islander	4
Sunnybank	Aboriginal	69
Sunnybank	Both Aboriginal & Torres Strait Islander	7
Sunnybank	Non-indigenous	8768
Sunnybank	Torres Strait Islander	12
Sunnybank Hills	Aboriginal	144
Sunnybank Hills	Both Aboriginal & Torres Strait Islander	14
Sunnybank Hills	Non-indigenous	17914
Sunnybank Hills	Torres Strait Islander	13
Jindalee - Mount Ommaney	Aboriginal	58
Jindalee - Mount Ommaney	Non-indigenous	7456
Middle Park - Jamboree Heights	Aboriginal	66
Middle Park - Jamboree Heights	Both Aboriginal & Torres Strait Islander	3
Middle Park - Jamboree Heights	Non-indigenous	6984
Middle Park - Jamboree Heights	Torres Strait Islander	9
Riverhills	Aboriginal	43
Riverhills	Non-indigenous	3993
Riverhills	Torres Strait Islander	6
Seventeen Mile Rocks - Sinnamon Park	Aboriginal	71
Seventeen Mile Rocks - Sinnamon Park	Both Aboriginal & Torres Strait Islander	5
Seventeen Mile Rocks - Sinnamon Park	Non-indigenous	9477
Seventeen Mile Rocks - Sinnamon Park	Torres Strait Islander	3
Westlake	Aboriginal	23
Westlake	Non-indigenous	4329
Bellbowrie - Moggill	Aboriginal	94
Bellbowrie - Moggill	Both Aboriginal & Torres Strait Islander	5
Bellbowrie - Moggill	Non-indigenous	9994
Bellbowrie - Moggill	Torres Strait Islander	10
Brookfield - Kenmore Hills	Aboriginal	22
Brookfield - Kenmore Hills	Non-indigenous	6726
Chapel Hill	Aboriginal	32
Chapel Hill	Both Aboriginal & Torres Strait Islander	4
Chapel Hill	Non-indigenous	10275
Fig Tree Pocket	Both Aboriginal & Torres Strait Islander	3
Fig Tree Pocket	Non-indigenous	4042
Kenmore	Aboriginal	29
Kenmore	Non-indigenous	8736
Pinjarra Hills - Pullenvale	Aboriginal	8
Pinjarra Hills - Pullenvale	Non-indigenous	5390
Chelmer - Graceville	Aboriginal	21
Chelmer - Graceville	Non-indigenous	7383
Chelmer - Graceville	Torres Strait Islander	7
Corinda	Aboriginal	53
Corinda	Non-indigenous	4810
Indooroopilly	Aboriginal	56
Indooroopilly	Both Aboriginal & Torres Strait Islander	6
Indooroopilly	Non-indigenous	12061
Indooroopilly	Torres Strait Islander	11
Sherwood	Aboriginal	30
Sherwood	Non-indigenous	5603
Sherwood	Torres Strait Islander	9
St Lucia	Aboriginal	49
St Lucia	Both Aboriginal & Torres Strait Islander	3
St Lucia	Non-indigenous	12517
St Lucia	Torres Strait Islander	5
Taringa	Aboriginal	47
Taringa	Both Aboriginal & Torres Strait Islander	8
Taringa	Non-indigenous	8392
Taringa	Torres Strait Islander	4
Enoggera	Aboriginal	143
Enoggera	Both Aboriginal & Torres Strait Islander	6
Enoggera	Non-indigenous	8000
Enoggera	Torres Strait Islander	9
Enoggera Reservoir	Non-indigenous	25
Keperra	Aboriginal	207
Keperra	Both Aboriginal & Torres Strait Islander	4
Keperra	Non-indigenous	6848
Keperra	Torres Strait Islander	25
Mitchelton	Aboriginal	135
Mitchelton	Both Aboriginal & Torres Strait Islander	13
Mitchelton	Non-indigenous	8181
Mitchelton	Torres Strait Islander	33
The Gap	Aboriginal	115
The Gap	Both Aboriginal & Torres Strait Islander	9
The Gap	Non-indigenous	16344
The Gap	Torres Strait Islander	9
Upper Kedron - Ferny Grove	Aboriginal	151
Upper Kedron - Ferny Grove	Both Aboriginal & Torres Strait Islander	12
Upper Kedron - Ferny Grove	Non-indigenous	9725
Upper Kedron - Ferny Grove	Torres Strait Islander	19
Brisbane City	Aboriginal	41
Brisbane City	Both Aboriginal & Torres Strait Islander	5
Brisbane City	Non-indigenous	10140
Brisbane City	Torres Strait Islander	6
Fortitude Valley	Aboriginal	88
Fortitude Valley	Both Aboriginal & Torres Strait Islander	6
Fortitude Valley	Non-indigenous	7042
Fortitude Valley	Torres Strait Islander	10
Highgate Hill	Aboriginal	64
Highgate Hill	Both Aboriginal & Torres Strait Islander	8
Highgate Hill	Non-indigenous	6252
Highgate Hill	Torres Strait Islander	5
Kangaroo Point	Aboriginal	63
Kangaroo Point	Both Aboriginal & Torres Strait Islander	11
Kangaroo Point	Non-indigenous	8140
New Farm	Aboriginal	109
New Farm	Both Aboriginal & Torres Strait Islander	12
New Farm	Non-indigenous	12654
New Farm	Torres Strait Islander	16
South Brisbane	Aboriginal	46
South Brisbane	Both Aboriginal & Torres Strait Islander	8
South Brisbane	Non-indigenous	7181
Spring Hill	Aboriginal	59
Spring Hill	Both Aboriginal & Torres Strait Islander	8
Spring Hill	Non-indigenous	5993
Spring Hill	Torres Strait Islander	3
West End	Aboriginal	97
West End	Both Aboriginal & Torres Strait Islander	8
West End	Non-indigenous	9504
West End	Torres Strait Islander	11
Balmoral	Aboriginal	40
Balmoral	Non-indigenous	4185
Balmoral	Torres Strait Islander	3
Bulimba	Aboriginal	33
Bulimba	Both Aboriginal & Torres Strait Islander	3
Bulimba	Non-indigenous	6662
Bulimba	Torres Strait Islander	6
East Brisbane	Aboriginal	66
East Brisbane	Both Aboriginal & Torres Strait Islander	3
East Brisbane	Non-indigenous	5710
East Brisbane	Torres Strait Islander	7
Hawthorne	Aboriginal	47
Hawthorne	Both Aboriginal & Torres Strait Islander	4
Hawthorne	Non-indigenous	4920
Morningside - Seven Hills	Aboriginal	215
Morningside - Seven Hills	Both Aboriginal & Torres Strait Islander	14
Morningside - Seven Hills	Non-indigenous	12371
Morningside - Seven Hills	Torres Strait Islander	12
Norman Park	Aboriginal	46
Norman Park	Both Aboriginal & Torres Strait Islander	4
Norman Park	Non-indigenous	6241
Norman Park	Torres Strait Islander	7
Albion	Aboriginal	39
Albion	Non-indigenous	2746
Albion	Torres Strait Islander	6
Alderley	Aboriginal	50
Alderley	Both Aboriginal & Torres Strait Islander	10
Alderley	Non-indigenous	5934
Alderley	Torres Strait Islander	5
Ascot	Aboriginal	23
Ascot	Both Aboriginal & Torres Strait Islander	3
Ascot	Non-indigenous	5107
Ascot	Torres Strait Islander	12
Clayfield	Aboriginal	95
Clayfield	Both Aboriginal & Torres Strait Islander	5
Clayfield	Non-indigenous	10362
Clayfield	Torres Strait Islander	11
Grange	Aboriginal	39
Grange	Both Aboriginal & Torres Strait Islander	4
Grange	Non-indigenous	4205
Hamilton (Qld)	Aboriginal	64
Hamilton (Qld)	Non-indigenous	6223
Hamilton (Qld)	Torres Strait Islander	3
Hendra	Aboriginal	50
Hendra	Non-indigenous	4609
Kelvin Grove - Herston	Aboriginal	99
Kelvin Grove - Herston	Both Aboriginal & Torres Strait Islander	9
Kelvin Grove - Herston	Non-indigenous	9961
Kelvin Grove - Herston	Torres Strait Islander	12
Newmarket	Aboriginal	54
Newmarket	Both Aboriginal & Torres Strait Islander	3
Newmarket	Non-indigenous	4922
Newstead - Bowen Hills	Aboriginal	68
Newstead - Bowen Hills	Non-indigenous	10570
Wilston	Aboriginal	32
Wilston	Both Aboriginal & Torres Strait Islander	5
Wilston	Non-indigenous	3894
Wilston	Torres Strait Islander	3
Windsor	Aboriginal	98
Windsor	Both Aboriginal & Torres Strait Islander	4
Windsor	Non-indigenous	7085
Windsor	Torres Strait Islander	3
Wooloowin - Lutwyche	Aboriginal	119
Wooloowin - Lutwyche	Both Aboriginal & Torres Strait Islander	3
Wooloowin - Lutwyche	Non-indigenous	9619
Wooloowin - Lutwyche	Torres Strait Islander	4
Ashgrove	Aboriginal	100
Ashgrove	Both Aboriginal & Torres Strait Islander	9
Ashgrove	Non-indigenous	13199
Ashgrove	Torres Strait Islander	7
Auchenflower	Aboriginal	29
Auchenflower	Non-indigenous	5470
Bardon	Aboriginal	52
Bardon	Non-indigenous	9659
Bardon	Torres Strait Islander	5
Paddington - Milton	Aboriginal	89
Paddington - Milton	Both Aboriginal & Torres Strait Islander	7
Paddington - Milton	Non-indigenous	10683
Paddington - Milton	Torres Strait Islander	9
Red Hill (Qld)	Aboriginal	51
Red Hill (Qld)	Non-indigenous	5690
Red Hill (Qld)	Torres Strait Islander	3
Toowong	Aboriginal	74
Toowong	Both Aboriginal & Torres Strait Islander	5
Toowong	Non-indigenous	10710
Toowong	Torres Strait Islander	11
Brinsmead	Aboriginal	141
Brinsmead	Both Aboriginal & Torres Strait Islander	48
Brinsmead	Non-indigenous	5101
Brinsmead	Torres Strait Islander	72
Clifton Beach - Kewarra Beach	Aboriginal	195
Clifton Beach - Kewarra Beach	Both Aboriginal & Torres Strait Islander	42
Clifton Beach - Kewarra Beach	Non-indigenous	10551
Clifton Beach - Kewarra Beach	Torres Strait Islander	42
Freshwater - Stratford	Aboriginal	85
Freshwater - Stratford	Both Aboriginal & Torres Strait Islander	25
Freshwater - Stratford	Non-indigenous	3427
Freshwater - Stratford	Torres Strait Islander	29
Redlynch	Aboriginal	357
Redlynch	Both Aboriginal & Torres Strait Islander	79
Redlynch	Non-indigenous	12265
Redlynch	Torres Strait Islander	107
Trinity Beach - Smithfield	Aboriginal	333
Trinity Beach - Smithfield	Both Aboriginal & Torres Strait Islander	89
Trinity Beach - Smithfield	Non-indigenous	13414
Trinity Beach - Smithfield	Torres Strait Islander	100
Yorkeys Knob - Machans Beach	Aboriginal	197
Yorkeys Knob - Machans Beach	Both Aboriginal & Torres Strait Islander	44
Yorkeys Knob - Machans Beach	Non-indigenous	5782
Yorkeys Knob - Machans Beach	Torres Strait Islander	129
Bentley Park	Aboriginal	475
Bentley Park	Both Aboriginal & Torres Strait Islander	257
Bentley Park	Non-indigenous	7003
Bentley Park	Torres Strait Islander	283
Cairns City	Aboriginal	378
Cairns City	Both Aboriginal & Torres Strait Islander	117
Cairns City	Non-indigenous	10640
Cairns City	Torres Strait Islander	304
Earlville - Bayview Heights	Aboriginal	356
Earlville - Bayview Heights	Both Aboriginal & Torres Strait Islander	120
Earlville - Bayview Heights	Non-indigenous	7635
Earlville - Bayview Heights	Torres Strait Islander	154
Edmonton	Aboriginal	920
Edmonton	Both Aboriginal & Torres Strait Islander	285
Edmonton	Non-indigenous	9243
Edmonton	Torres Strait Islander	305
Gordonvale - Trinity	Aboriginal	663
Gordonvale - Trinity	Both Aboriginal & Torres Strait Islander	142
Gordonvale - Trinity	Non-indigenous	7735
Gordonvale - Trinity	Torres Strait Islander	124
Kanimbla - Mooroobool	Aboriginal	394
Kanimbla - Mooroobool	Both Aboriginal & Torres Strait Islander	236
Kanimbla - Mooroobool	Non-indigenous	8893
Kanimbla - Mooroobool	Torres Strait Islander	365
Manoora	Aboriginal	516
Manoora	Both Aboriginal & Torres Strait Islander	288
Manoora	Non-indigenous	4666
Manoora	Torres Strait Islander	557
Manunda	Aboriginal	399
Manunda	Both Aboriginal & Torres Strait Islander	172
Manunda	Non-indigenous	4483
Manunda	Torres Strait Islander	336
Mount Sheridan	Aboriginal	329
Mount Sheridan	Both Aboriginal & Torres Strait Islander	140
Mount Sheridan	Non-indigenous	7622
Mount Sheridan	Torres Strait Islander	180
Westcourt - Bungalow	Aboriginal	390
Westcourt - Bungalow	Both Aboriginal & Torres Strait Islander	174
Westcourt - Bungalow	Non-indigenous	5481
Westcourt - Bungalow	Torres Strait Islander	288
White Rock	Aboriginal	369
White Rock	Both Aboriginal & Torres Strait Islander	181
White Rock	Non-indigenous	3923
White Rock	Torres Strait Islander	257
Whitfield - Edge Hill	Aboriginal	204
Whitfield - Edge Hill	Both Aboriginal & Torres Strait Islander	103
Whitfield - Edge Hill	Non-indigenous	7754
Whitfield - Edge Hill	Torres Strait Islander	131
Woree	Aboriginal	360
Woree	Both Aboriginal & Torres Strait Islander	163
Woree	Non-indigenous	4018
Woree	Torres Strait Islander	280
Babinda	Aboriginal	219
Babinda	Both Aboriginal & Torres Strait Islander	35
Babinda	Non-indigenous	3933
Babinda	Torres Strait Islander	52
Innisfail	Aboriginal	1044
Innisfail	Both Aboriginal & Torres Strait Islander	273
Innisfail	Non-indigenous	7849
Innisfail	Torres Strait Islander	211
Johnstone	Aboriginal	356
Johnstone	Both Aboriginal & Torres Strait Islander	61
Johnstone	Non-indigenous	7416
Johnstone	Torres Strait Islander	56
Tully	Aboriginal	553
Tully	Both Aboriginal & Torres Strait Islander	97
Tully	Non-indigenous	9877
Tully	Torres Strait Islander	134
Yarrabah	Aboriginal	2335
Yarrabah	Both Aboriginal & Torres Strait Islander	140
Yarrabah	Non-indigenous	66
Yarrabah	Torres Strait Islander	18
Daintree	Aboriginal	596
Daintree	Both Aboriginal & Torres Strait Islander	130
Daintree	Non-indigenous	5593
Daintree	Torres Strait Islander	29
Port Douglas	Aboriginal	72
Port Douglas	Both Aboriginal & Torres Strait Islander	13
Port Douglas	Non-indigenous	5149
Port Douglas	Torres Strait Islander	26
Atherton	Aboriginal	646
Atherton	Both Aboriginal & Torres Strait Islander	131
Atherton	Non-indigenous	9864
Atherton	Torres Strait Islander	67
Herberton	Aboriginal	544
Herberton	Both Aboriginal & Torres Strait Islander	45
Herberton	Non-indigenous	4985
Herberton	Torres Strait Islander	64
Kuranda	Aboriginal	473
Kuranda	Both Aboriginal & Torres Strait Islander	23
Kuranda	Non-indigenous	3981
Kuranda	Torres Strait Islander	19
Malanda - Yungaburra	Aboriginal	289
Malanda - Yungaburra	Both Aboriginal & Torres Strait Islander	17
Malanda - Yungaburra	Non-indigenous	8154
Malanda - Yungaburra	Torres Strait Islander	18
Mareeba	Aboriginal	1157
Mareeba	Both Aboriginal & Torres Strait Islander	127
Mareeba	Non-indigenous	9720
Mareeba	Torres Strait Islander	75
Balonne	Aboriginal	679
Balonne	Both Aboriginal & Torres Strait Islander	11
Balonne	Non-indigenous	3678
Balonne	Torres Strait Islander	9
Chinchilla	Aboriginal	385
Chinchilla	Both Aboriginal & Torres Strait Islander	9
Chinchilla	Non-indigenous	7708
Chinchilla	Torres Strait Islander	27
Goondiwindi	Aboriginal	355
Goondiwindi	Both Aboriginal & Torres Strait Islander	12
Goondiwindi	Non-indigenous	5982
Goondiwindi	Torres Strait Islander	6
Inglewood - Waggamba	Aboriginal	196
Inglewood - Waggamba	Both Aboriginal & Torres Strait Islander	4
Inglewood - Waggamba	Non-indigenous	4044
Miles - Wandoan	Aboriginal	150
Miles - Wandoan	Both Aboriginal & Torres Strait Islander	11
Miles - Wandoan	Non-indigenous	3896
Miles - Wandoan	Torres Strait Islander	7
Roma	Aboriginal	563
Roma	Both Aboriginal & Torres Strait Islander	4
Roma	Non-indigenous	6278
Roma	Torres Strait Islander	3
Roma Region	Aboriginal	313
Roma Region	Both Aboriginal & Torres Strait Islander	12
Roma Region	Non-indigenous	5486
Roma Region	Torres Strait Islander	4
Tara	Aboriginal	243
Tara	Both Aboriginal & Torres Strait Islander	14
Tara	Non-indigenous	3957
Tara	Torres Strait Islander	7
Crows Nest - Rosalie	Aboriginal	252
Crows Nest - Rosalie	Both Aboriginal & Torres Strait Islander	5
Crows Nest - Rosalie	Non-indigenous	8300
Crows Nest - Rosalie	Torres Strait Islander	3
Jondaryan	Aboriginal	487
Jondaryan	Both Aboriginal & Torres Strait Islander	4
Jondaryan	Non-indigenous	7006
Jondaryan	Torres Strait Islander	11
Millmerran	Aboriginal	156
Millmerran	Both Aboriginal & Torres Strait Islander	3
Millmerran	Non-indigenous	3148
Millmerran	Torres Strait Islander	3
Pittsworth	Aboriginal	142
Pittsworth	Both Aboriginal & Torres Strait Islander	6
Pittsworth	Non-indigenous	5570
Pittsworth	Torres Strait Islander	4
Wambo	Aboriginal	980
Wambo	Both Aboriginal & Torres Strait Islander	34
Wambo	Non-indigenous	15996
Wambo	Torres Strait Islander	17
Clifton - Greenmount	Aboriginal	129
Clifton - Greenmount	Both Aboriginal & Torres Strait Islander	3
Clifton - Greenmount	Non-indigenous	4763
Clifton - Greenmount	Torres Strait Islander	4
Southern Downs - East	Aboriginal	113
Southern Downs - East	Both Aboriginal & Torres Strait Islander	5
Southern Downs - East	Non-indigenous	4095
Southern Downs - East	Torres Strait Islander	14
Southern Downs - West	Aboriginal	181
Southern Downs - West	Both Aboriginal & Torres Strait Islander	4
Southern Downs - West	Non-indigenous	4461
Southern Downs - West	Torres Strait Islander	10
Stanthorpe	Aboriginal	166
Stanthorpe	Non-indigenous	5237
Stanthorpe	Torres Strait Islander	3
Stanthorpe Region	Aboriginal	160
Stanthorpe Region	Both Aboriginal & Torres Strait Islander	7
Stanthorpe Region	Non-indigenous	5601
Stanthorpe Region	Torres Strait Islander	12
Warwick	Aboriginal	867
Warwick	Both Aboriginal & Torres Strait Islander	19
Warwick	Non-indigenous	14228
Warwick	Torres Strait Islander	16
Central Highlands - East	Aboriginal	1264
Central Highlands - East	Both Aboriginal & Torres Strait Islander	70
Central Highlands - East	Non-indigenous	5939
Central Highlands - East	Torres Strait Islander	18
Central Highlands - West	Aboriginal	257
Central Highlands - West	Both Aboriginal & Torres Strait Islander	10
Central Highlands - West	Non-indigenous	7862
Central Highlands - West	Torres Strait Islander	8
Emerald	Aboriginal	433
Emerald	Both Aboriginal & Torres Strait Islander	31
Emerald	Non-indigenous	13049
Emerald	Torres Strait Islander	19
Berserker	Aboriginal	534
Berserker	Both Aboriginal & Torres Strait Islander	37
Berserker	Non-indigenous	6260
Berserker	Torres Strait Islander	44
Bouldercombe	Aboriginal	127
Bouldercombe	Both Aboriginal & Torres Strait Islander	3
Bouldercombe	Non-indigenous	1728
Bouldercombe	Torres Strait Islander	7
Emu Park	Aboriginal	275
Emu Park	Both Aboriginal & Torres Strait Islander	17
Emu Park	Non-indigenous	5166
Emu Park	Torres Strait Islander	8
Frenchville - Mount Archer	Aboriginal	404
Frenchville - Mount Archer	Both Aboriginal & Torres Strait Islander	53
Frenchville - Mount Archer	Non-indigenous	8572
Frenchville - Mount Archer	Torres Strait Islander	47
Glenlee - Rockyview	Aboriginal	246
Glenlee - Rockyview	Both Aboriginal & Torres Strait Islander	35
Glenlee - Rockyview	Non-indigenous	4685
Glenlee - Rockyview	Torres Strait Islander	18
Gracemere	Aboriginal	901
Gracemere	Both Aboriginal & Torres Strait Islander	30
Gracemere	Non-indigenous	10690
Gracemere	Torres Strait Islander	44
Lakes Creek	Aboriginal	451
Lakes Creek	Both Aboriginal & Torres Strait Islander	26
Lakes Creek	Non-indigenous	4374
Lakes Creek	Torres Strait Islander	25
Mount Morgan	Aboriginal	374
Mount Morgan	Both Aboriginal & Torres Strait Islander	6
Mount Morgan	Non-indigenous	2557
Mount Morgan	Torres Strait Islander	4
Norman Gardens	Aboriginal	506
Norman Gardens	Both Aboriginal & Torres Strait Islander	33
Norman Gardens	Non-indigenous	9546
Norman Gardens	Torres Strait Islander	45
Park Avenue	Aboriginal	337
Park Avenue	Both Aboriginal & Torres Strait Islander	29
Park Avenue	Non-indigenous	4702
Park Avenue	Torres Strait Islander	26
Parkhurst - Kawana	Aboriginal	425
Parkhurst - Kawana	Both Aboriginal & Torres Strait Islander	41
Parkhurst - Kawana	Non-indigenous	6410
Parkhurst - Kawana	Torres Strait Islander	26
Rockhampton - West	Aboriginal	371
Rockhampton - West	Both Aboriginal & Torres Strait Islander	55
Rockhampton - West	Non-indigenous	5476
Rockhampton - West	Torres Strait Islander	33
Rockhampton City	Aboriginal	254
Rockhampton City	Both Aboriginal & Torres Strait Islander	21
Rockhampton City	Non-indigenous	2964
Rockhampton City	Torres Strait Islander	23
Rockhampton Region - East	Aboriginal	112
Rockhampton Region - East	Both Aboriginal & Torres Strait Islander	9
Rockhampton Region - East	Non-indigenous	3323
Rockhampton Region - East	Torres Strait Islander	7
Rockhampton Region - North	Aboriginal	87
Rockhampton Region - North	Both Aboriginal & Torres Strait Islander	4
Rockhampton Region - North	Non-indigenous	4150
Rockhampton Region - North	Torres Strait Islander	4
Rockhampton Region - West	Aboriginal	88
Rockhampton Region - West	Both Aboriginal & Torres Strait Islander	10
Rockhampton Region - West	Non-indigenous	2818
Shoalwater Bay	Non-indigenous	16
The Range - Allenstown	Aboriginal	364
The Range - Allenstown	Both Aboriginal & Torres Strait Islander	33
The Range - Allenstown	Non-indigenous	7765
The Range - Allenstown	Torres Strait Islander	28
Yeppoon	Aboriginal	667
Yeppoon	Both Aboriginal & Torres Strait Islander	61
Yeppoon	Non-indigenous	17323
Yeppoon	Torres Strait Islander	56
Banana	Aboriginal	310
Banana	Both Aboriginal & Torres Strait Islander	12
Banana	Non-indigenous	8220
Banana	Torres Strait Islander	11
Biloela	Aboriginal	204
Biloela	Both Aboriginal & Torres Strait Islander	32
Biloela	Non-indigenous	5516
Biloela	Torres Strait Islander	13
Agnes Water - Miriam Vale	Aboriginal	181
Agnes Water - Miriam Vale	Both Aboriginal & Torres Strait Islander	10
Agnes Water - Miriam Vale	Non-indigenous	5825
Agnes Water - Miriam Vale	Torres Strait Islander	6
Boyne Island - Tannum Sands	Aboriginal	318
Boyne Island - Tannum Sands	Both Aboriginal & Torres Strait Islander	10
Boyne Island - Tannum Sands	Non-indigenous	9559
Boyne Island - Tannum Sands	Torres Strait Islander	14
Callemondah	Non-indigenous	18
Clinton - New Auckland	Aboriginal	507
Clinton - New Auckland	Both Aboriginal & Torres Strait Islander	69
Clinton - New Auckland	Non-indigenous	12867
Clinton - New Auckland	Torres Strait Islander	21
Gladstone	Aboriginal	275
Gladstone	Both Aboriginal & Torres Strait Islander	28
Gladstone	Non-indigenous	5700
Gladstone	Torres Strait Islander	11
Gladstone Hinterland	Aboriginal	373
Gladstone Hinterland	Both Aboriginal & Torres Strait Islander	12
Gladstone Hinterland	Non-indigenous	11355
Gladstone Hinterland	Torres Strait Islander	7
Kin Kora - Sun Valley	Aboriginal	127
Kin Kora - Sun Valley	Both Aboriginal & Torres Strait Islander	7
Kin Kora - Sun Valley	Non-indigenous	3476
Kin Kora - Sun Valley	Torres Strait Islander	3
Telina - Toolooa	Aboriginal	239
Telina - Toolooa	Both Aboriginal & Torres Strait Islander	46
Telina - Toolooa	Non-indigenous	5846
Telina - Toolooa	Torres Strait Islander	11
West Gladstone	Aboriginal	191
West Gladstone	Both Aboriginal & Torres Strait Islander	24
West Gladstone	Non-indigenous	4483
West Gladstone	Torres Strait Islander	11
Broadbeach Waters	Aboriginal	70
Broadbeach Waters	Both Aboriginal & Torres Strait Islander	3
Broadbeach Waters	Non-indigenous	7706
Burleigh Heads	Aboriginal	94
Burleigh Heads	Both Aboriginal & Torres Strait Islander	6
Burleigh Heads	Non-indigenous	8670
Burleigh Waters	Aboriginal	152
Burleigh Waters	Both Aboriginal & Torres Strait Islander	6
Burleigh Waters	Non-indigenous	13989
Burleigh Waters	Torres Strait Islander	9
Mermaid Beach - Broadbeach	Aboriginal	108
Mermaid Beach - Broadbeach	Non-indigenous	11805
Mermaid Beach - Broadbeach	Torres Strait Islander	8
Mermaid Waters	Aboriginal	117
Mermaid Waters	Both Aboriginal & Torres Strait Islander	7
Mermaid Waters	Non-indigenous	12038
