SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Lockington - Gunbower		53
Lockington - Gunbower	0	29
Lockington - Gunbower	1	262
Lockington - Gunbower	2	487
Lockington - Gunbower	3	269
Lockington - Gunbower	4	201
Rochester		55
Rochester	0	72
Rochester	1	460
Rochester	2	528
Rochester	3	226
Rochester	4	153
Rushworth		89
Rushworth	0	42
Rushworth	1	448
Rushworth	2	610
Rushworth	3	251
Rushworth	4	192
Cobram		162
Cobram	0	161
Cobram	1	888
Cobram	2	803
Cobram	3	270
Cobram	4	141
Moira		42
Moira	0	17
Moira	1	207
Moira	2	319
Moira	3	187
Moira	4	159
Numurkah		241
Numurkah	0	181
Numurkah	1	1306
Numurkah	2	1579
Numurkah	3	761
Numurkah	4	552
Yarrawonga		161
Yarrawonga	0	173
Yarrawonga	1	1076
Yarrawonga	2	1097
Yarrawonga	3	297
Yarrawonga	4	138
Mooroopna		159
Mooroopna	0	236
Mooroopna	1	1200
Mooroopna	2	1050
Mooroopna	3	332
Mooroopna	4	135
Shepparton - North		295
Shepparton - North	0	448
Shepparton - North	1	2368
Shepparton - North	2	2506
Shepparton - North	3	714
Shepparton - North	4	342
Shepparton - South		325
Shepparton - South	0	461
Shepparton - South	1	2551
Shepparton - South	2	2958
Shepparton - South	3	1061
Shepparton - South	4	564
Shepparton Region - East		43
Shepparton Region - East	0	6
Shepparton Region - East	1	210
Shepparton Region - East	2	497
Shepparton Region - East	3	304
Shepparton Region - East	4	236
Shepparton Region - West		168
Shepparton Region - West	0	124
Shepparton Region - West	1	941
Shepparton Region - West	2	1294
Shepparton Region - West	3	582
Shepparton Region - West	4	414
Glenelg (Vic.)		159
Glenelg (Vic.)	0	103
Glenelg (Vic.)	1	924
Glenelg (Vic.)	2	1166
Glenelg (Vic.)	3	625
Glenelg (Vic.)	4	440
Hamilton (Vic.)		170
Hamilton (Vic.)	0	271
Hamilton (Vic.)	1	1494
Hamilton (Vic.)	2	1362
Hamilton (Vic.)	3	494
Hamilton (Vic.)	4	246
Portland		216
Portland	0	250
Portland	1	1521
Portland	2	1499
Portland	3	505
Portland	4	235
Southern Grampians		98
Southern Grampians	0	67
Southern Grampians	1	549
Southern Grampians	2	811
Southern Grampians	3	407
Southern Grampians	4	389
Camperdown		75
Camperdown	0	114
Camperdown	1	469
Camperdown	2	502
Camperdown	3	155
Camperdown	4	85
Colac		223
Colac	0	340
Colac	1	1718
Colac	2	1650
Colac	3	516
Colac	4	252
Colac Region		85
Colac Region	0	23
Colac Region	1	424
Colac Region	2	764
Colac Region	3	366
Colac Region	4	297
Corangamite - North		99
Corangamite - North	0	76
Corangamite - North	1	622
Corangamite - North	2	672
Corangamite - North	3	311
Corangamite - North	4	248
Corangamite - South		110
Corangamite - South	0	64
Corangamite - South	1	652
Corangamite - South	2	967
Corangamite - South	3	450
Corangamite - South	4	346
Otway		63
Otway	0	53
Otway	1	536
Otway	2	454
Otway	3	168
Otway	4	72
Moyne - East		98
Moyne - East	0	55
Moyne - East	1	552
Moyne - East	2	891
Moyne - East	3	407
Moyne - East	4	343
Moyne - West		137
Moyne - West	0	113
Moyne - West	1	917
Moyne - West	2	1383
Moyne - West	3	514
Moyne - West	4	361
Warrnambool - North		298
Warrnambool - North	0	368
Warrnambool - North	1	2699
Warrnambool - North	2	3121
Warrnambool - North	3	879
Warrnambool - North	4	422
Warrnambool - South		239
Warrnambool - South	0	391
Warrnambool - South	1	1833
Warrnambool - South	2	1760
Warrnambool - South	3	476
Warrnambool - South	4	265
Alexandra Hills		145
Alexandra Hills	0	202
Alexandra Hills	1	1523
Alexandra Hills	2	2331
Alexandra Hills	3	910
Alexandra Hills	4	506
Belmont - Gumdale		44
Belmont - Gumdale	0	41
Belmont - Gumdale	1	448
Belmont - Gumdale	2	933
Belmont - Gumdale	3	446
Belmont - Gumdale	4	383
Birkdale		129
Birkdale	0	169
Birkdale	1	1395
Birkdale	2	2100
Birkdale	3	790
Birkdale	4	477
Capalaba		198
Capalaba	0	311
Capalaba	1	1932
Capalaba	2	2421
Capalaba	3	977
Capalaba	4	569
Thorneside		47
Thorneside	0	61
Thorneside	1	648
Thorneside	2	557
Thorneside	3	139
Thorneside	4	84
Wellington Point		80
Wellington Point	0	88
Wellington Point	1	1061
Wellington Point	2	1768
Wellington Point	3	632
Wellington Point	4	322
Cleveland		233
Cleveland	0	477
Cleveland	1	2232
Cleveland	2	1961
Cleveland	3	693
Cleveland	4	370
Ormiston		45
Ormiston	0	112
Ormiston	1	683
Ormiston	2	867
Ormiston	3	302
Ormiston	4	144
Redland Bay		118
Redland Bay	0	108
Redland Bay	1	1177
Redland Bay	2	2270
Redland Bay	3	916
Redland Bay	4	478
Sheldon - Mount Cotton		55
Sheldon - Mount Cotton	0	17
Sheldon - Mount Cotton	1	384
Sheldon - Mount Cotton	2	1218
Sheldon - Mount Cotton	3	472
Sheldon - Mount Cotton	4	330
Thornlands		108
Thornlands	0	123
Thornlands	1	1078
Thornlands	2	2060
Thornlands	3	860
Thornlands	4	511
Victoria Point		149
Victoria Point	0	267
Victoria Point	1	1809
Victoria Point	2	2021
Victoria Point	3	779
Victoria Point	4	411
Redland Islands		175
Redland Islands	0	462
Redland Islands	1	2032
Redland Islands	2	1040
Redland Islands	3	266
Redland Islands	4	84
Brisbane Port - Lytton	2	3
Manly - Lota		64
Manly - Lota	0	194
Manly - Lota	1	1008
Manly - Lota	2	1078
Manly - Lota	3	313
Manly - Lota	4	149
Manly West		99
Manly West	0	193
Manly West	1	1252
Manly West	2	1656
Manly West	3	575
Manly West	4	241
Murarrie		42
Murarrie	0	49
Murarrie	1	454
Murarrie	2	587
Murarrie	3	177
Murarrie	4	63
Tingalpa		53
Tingalpa	0	106
Tingalpa	1	1113
Tingalpa	2	1285
Tingalpa	3	399
Tingalpa	4	177
Wakerley		43
Wakerley	0	13
Wakerley	1	613
Wakerley	2	1555
Wakerley	3	387
Wakerley	4	149
Wynnum		145
Wynnum	0	464
Wynnum	1	1802
Wynnum	2	1755
Wynnum	3	573
Wynnum	4	281
Wynnum West - Hemmant		365
Wynnum West - Hemmant	0	247
Wynnum West - Hemmant	1	1782
Wynnum West - Hemmant	2	2034
Wynnum West - Hemmant	3	653
Wynnum West - Hemmant	4	283
Bald Hills		55
Bald Hills	0	64
Bald Hills	1	766
Bald Hills	2	1073
Bald Hills	3	331
Bald Hills	4	182
Bridgeman Downs		45
Bridgeman Downs	0	51
Bridgeman Downs	1	554
Bridgeman Downs	2	1205
Bridgeman Downs	3	461
Bridgeman Downs	4	303
Carseldine		70
Carseldine	0	184
Carseldine	1	1158
Carseldine	2	1289
Carseldine	3	401
Carseldine	4	164
Everton Park		79
Everton Park	0	212
Everton Park	1	1370
Everton Park	2	1348
Everton Park	3	347
Everton Park	4	173
McDowall		44
McDowall	0	37
McDowall	1	726
McDowall	2	1172
McDowall	3	394
McDowall	4	187
Aspley		148
Aspley	0	450
Aspley	1	1633
Aspley	2	1781
Aspley	3	554
Aspley	4	227
Chermside		204
Chermside	0	684
Chermside	1	2016
Chermside	2	949
Chermside	3	166
Chermside	4	66
Chermside West		81
Chermside West	0	106
Chermside West	1	726
Chermside West	2	940
Chermside West	3	293
Chermside West	4	127
Geebung		46
Geebung	0	90
Geebung	1	529
Geebung	2	642
Geebung	3	174
Geebung	4	83
Kedron - Gordon Park		118
Kedron - Gordon Park	0	438
Kedron - Gordon Park	1	2091
Kedron - Gordon Park	2	1997
Kedron - Gordon Park	3	496
Kedron - Gordon Park	4	202
Stafford		88
Stafford	0	312
Stafford	1	1104
Stafford	2	917
Stafford	3	217
Stafford	4	92
Stafford Heights		118
Stafford Heights	0	147
Stafford Heights	1	855
Stafford Heights	2	1014
Stafford Heights	3	324
Stafford Heights	4	108
Wavell Heights		76
Wavell Heights	0	187
Wavell Heights	1	1214
Wavell Heights	2	1495
Wavell Heights	3	430
Wavell Heights	4	164
Boondall		79
Boondall	0	180
Boondall	1	1216
Boondall	2	1241
Boondall	3	397
Boondall	4	180
Brisbane Airport	1	11
Brisbane Airport	2	20
Brisbane Airport	4	3
Eagle Farm - Pinkenba		9
Eagle Farm - Pinkenba	0	21
Eagle Farm - Pinkenba	1	175
Eagle Farm - Pinkenba	2	124
Eagle Farm - Pinkenba	3	21
Eagle Farm - Pinkenba	4	12
Northgate - Virginia		84
Northgate - Virginia	0	222
Northgate - Virginia	1	902
Northgate - Virginia	2	925
Northgate - Virginia	3	259
Northgate - Virginia	4	108
Nudgee - Banyo		105
Nudgee - Banyo	0	167
Nudgee - Banyo	1	1147
Nudgee - Banyo	2	1338
Nudgee - Banyo	3	399
Nudgee - Banyo	4	182
Nundah		159
Nundah	0	681
Nundah	1	2649
Nundah	2	1508
Nundah	3	311
Nundah	4	140
Bracken Ridge		133
Bracken Ridge	0	152
Bracken Ridge	1	1828
Bracken Ridge	2	2479
Bracken Ridge	3	838
Bracken Ridge	4	382
Brighton (Qld)		100
Brighton (Qld)	0	227
Brighton (Qld)	1	1238
Brighton (Qld)	2	1395
Brighton (Qld)	3	436
Brighton (Qld)	4	180
Deagon		75
Deagon	0	188
Deagon	1	556
Deagon	2	461
Deagon	3	140
Deagon	4	62
Sandgate - Shorncliffe		86
Sandgate - Shorncliffe	0	287
Sandgate - Shorncliffe	1	865
Sandgate - Shorncliffe	2	839
Sandgate - Shorncliffe	3	274
Sandgate - Shorncliffe	4	136
Taigum - Fitzgibbon		129
Taigum - Fitzgibbon	0	351
Taigum - Fitzgibbon	1	2227
Taigum - Fitzgibbon	2	1548
Taigum - Fitzgibbon	3	353
Taigum - Fitzgibbon	4	136
Zillmere		137
Zillmere	0	431
Zillmere	1	1628
Zillmere	2	1062
Zillmere	3	248
Zillmere	4	98
Camp Hill		56
Camp Hill	0	200
Camp Hill	1	1263
Camp Hill	2	1663
Camp Hill	3	448
Camp Hill	4	223
Cannon Hill		65
Cannon Hill	0	152
Cannon Hill	1	774
Cannon Hill	2	798
Cannon Hill	3	192
Cannon Hill	4	89
Carina		88
Carina	0	285
Carina	1	1630
Carina	2	1602
Carina	3	430
Carina	4	135
Carina Heights		65
Carina Heights	0	224
Carina Heights	1	1055
Carina Heights	2	886
Carina Heights	3	245
Carina Heights	4	116
Carindale		86
Carindale	0	215
Carindale	1	1453
Carindale	2	2251
Carindale	3	801
Carindale	4	436
Annerley		131
Annerley	0	575
Annerley	1	1947
Annerley	2	1365
Annerley	3	320
Annerley	4	155
Coorparoo		146
Coorparoo	0	613
Coorparoo	1	2719
Coorparoo	2	2175
Coorparoo	3	534
Coorparoo	4	265
Fairfield - Dutton Park		59
Fairfield - Dutton Park	0	249
Fairfield - Dutton Park	1	752
Fairfield - Dutton Park	2	495
Fairfield - Dutton Park	3	148
Fairfield - Dutton Park	4	79
Greenslopes		115
Greenslopes	0	429
Greenslopes	1	1653
Greenslopes	2	1196
Greenslopes	3	267
Greenslopes	4	115
Holland Park		85
Holland Park	0	255
Holland Park	1	1012
Holland Park	2	1179
Holland Park	3	290
Holland Park	4	109
Holland Park West		61
Holland Park West	0	149
Holland Park West	1	875
Holland Park West	2	895
Holland Park West	3	262
Holland Park West	4	107
Woolloongabba		100
Woolloongabba	0	409
Woolloongabba	1	895
Woolloongabba	2	477
Woolloongabba	3	130
Woolloongabba	4	53
Yeronga		110
Yeronga	0	314
Yeronga	1	1471
Yeronga	2	1245
Yeronga	3	357
Yeronga	4	164
Eight Mile Plains		123
Eight Mile Plains	0	206
Eight Mile Plains	1	1660
Eight Mile Plains	2	1978
Eight Mile Plains	3	648
Eight Mile Plains	4	309
Macgregor (Qld)		64
Macgregor (Qld)	0	153
Macgregor (Qld)	1	592
Macgregor (Qld)	2	620
Macgregor (Qld)	3	221
Macgregor (Qld)	4	137
Mansfield (Qld)		61
Mansfield (Qld)	0	144
Mansfield (Qld)	1	908
Mansfield (Qld)	2	1167
Mansfield (Qld)	3	385
Mansfield (Qld)	4	189
Mount Gravatt		159
Mount Gravatt	0	441
Mount Gravatt	1	2113
Mount Gravatt	2	1974
Mount Gravatt	3	562
Mount Gravatt	4	246
Rochedale - Burbank		30
Rochedale - Burbank	0	22
Rochedale - Burbank	1	355
Rochedale - Burbank	2	873
Rochedale - Burbank	3	367
Rochedale - Burbank	4	238
Upper Mount Gravatt		95
Upper Mount Gravatt	0	428
Upper Mount Gravatt	1	1284
Upper Mount Gravatt	2	1083
Upper Mount Gravatt	3	307
Upper Mount Gravatt	4	133
Wishart		68
Wishart	0	146
Wishart	1	1180
Wishart	2	1487
Wishart	3	474
Wishart	4	224
Coopers Plains		82
Coopers Plains	0	177
Coopers Plains	1	727
Coopers Plains	2	603
Coopers Plains	3	182
Coopers Plains	4	85
Moorooka		124
Moorooka	0	395
Moorooka	1	1643
Moorooka	2	1398
Moorooka	3	371
Moorooka	4	152
Robertson		161
Robertson	0	84
Robertson	1	475
Robertson	2	560
Robertson	3	193
Robertson	4	115
Salisbury - Nathan		71
Salisbury - Nathan	0	158
Salisbury - Nathan	1	876
Salisbury - Nathan	2	930
Salisbury - Nathan	3	257
Salisbury - Nathan	4	118
Tarragindi		84
Tarragindi	0	116
Tarragindi	1	1094
Tarragindi	2	1599
Tarragindi	3	437
Tarragindi	4	193
Algester		64
Algester	0	111
Algester	1	920
Algester	2	1202
Algester	3	386
Algester	4	150
Calamvale - Stretton		134
Calamvale - Stretton	0	147
Calamvale - Stretton	1	1890
Calamvale - Stretton	2	2953
Calamvale - Stretton	3	945
Calamvale - Stretton	4	438
Pallara - Willawong		33
Pallara - Willawong	0	17
Pallara - Willawong	1	294
Pallara - Willawong	2	651
Pallara - Willawong	3	269
Pallara - Willawong	4	125
Parkinson - Drewvale		81
Parkinson - Drewvale	0	94
Parkinson - Drewvale	1	1031
Parkinson - Drewvale	2	2200
Parkinson - Drewvale	3	800
Parkinson - Drewvale	4	365
Rocklea - Acacia Ridge		141
Rocklea - Acacia Ridge	0	258
Rocklea - Acacia Ridge	1	1296
Rocklea - Acacia Ridge	2	1087
Rocklea - Acacia Ridge	3	360
Rocklea - Acacia Ridge	4	143
Kuraby		61
Kuraby	0	83
Kuraby	1	661
Kuraby	2	1137
Kuraby	3	364
Kuraby	4	158
Runcorn		125
Runcorn	0	186
Runcorn	1	1618
Runcorn	2	1825
Runcorn	3	577
Runcorn	4	226
Sunnybank		121
Sunnybank	0	234
Sunnybank	1	977
Sunnybank	2	926
Sunnybank	3	364
Sunnybank	4	178
Sunnybank Hills		282
Sunnybank Hills	0	268
Sunnybank Hills	1	1707
Sunnybank Hills	2	2181
Sunnybank Hills	3	818
Sunnybank Hills	4	403
Jindalee - Mount Ommaney		29
Jindalee - Mount Ommaney	0	92
Jindalee - Mount Ommaney	1	710
Jindalee - Mount Ommaney	2	1173
Jindalee - Mount Ommaney	3	366
Jindalee - Mount Ommaney	4	200
Middle Park - Jamboree Heights		35
Middle Park - Jamboree Heights	0	65
Middle Park - Jamboree Heights	1	751
Middle Park - Jamboree Heights	2	1138
Middle Park - Jamboree Heights	3	335
Middle Park - Jamboree Heights	4	119
Riverhills		21
Riverhills	0	33
Riverhills	1	498
Riverhills	2	616
Riverhills	3	205
Riverhills	4	71
Seventeen Mile Rocks - Sinnamon Park		35
Seventeen Mile Rocks - Sinnamon Park	0	58
Seventeen Mile Rocks - Sinnamon Park	1	875
Seventeen Mile Rocks - Sinnamon Park	2	1495
Seventeen Mile Rocks - Sinnamon Park	3	458
Seventeen Mile Rocks - Sinnamon Park	4	177
Westlake		9
Westlake	0	13
Westlake	1	344
Westlake	2	681
Westlake	3	249
Westlake	4	129
Bellbowrie - Moggill		70
Bellbowrie - Moggill	0	51
Bellbowrie - Moggill	1	878
Bellbowrie - Moggill	2	1509
Bellbowrie - Moggill	3	510
Bellbowrie - Moggill	4	235
Brookfield - Kenmore Hills		43
Brookfield - Kenmore Hills	0	69
Brookfield - Kenmore Hills	1	420
Brookfield - Kenmore Hills	2	865
Brookfield - Kenmore Hills	3	401
Brookfield - Kenmore Hills	4	297
Chapel Hill		67
Chapel Hill	0	67
Chapel Hill	1	956
Chapel Hill	2	1611
Chapel Hill	3	514
Chapel Hill	4	191
Fig Tree Pocket		14
Fig Tree Pocket	0	15
Fig Tree Pocket	1	250
Fig Tree Pocket	2	636
Fig Tree Pocket	3	219
Fig Tree Pocket	4	99
Kenmore		68
Kenmore	0	100
Kenmore	1	1019
Kenmore	2	1354
Kenmore	3	369
Kenmore	4	159
Pinjarra Hills - Pullenvale		24
Pinjarra Hills - Pullenvale	0	35
Pinjarra Hills - Pullenvale	1	243
Pinjarra Hills - Pullenvale	2	754
Pinjarra Hills - Pullenvale	3	349
Pinjarra Hills - Pullenvale	4	251
Chelmer - Graceville		42
Chelmer - Graceville	0	81
Chelmer - Graceville	1	820
Chelmer - Graceville	2	1071
Chelmer - Graceville	3	313
Chelmer - Graceville	4	121
Corinda		33
Corinda	0	123
Corinda	1	673
Corinda	2	635
Corinda	3	171
Corinda	4	66
Indooroopilly		107
Indooroopilly	0	512
Indooroopilly	1	1862
Indooroopilly	2	1412
Indooroopilly	3	392
Indooroopilly	4	171
Sherwood		44
Sherwood	0	152
Sherwood	1	911
Sherwood	2	764
Sherwood	3	216
Sherwood	4	70
St Lucia		92
St Lucia	0	740
St Lucia	1	1635
St Lucia	2	840
St Lucia	3	209
St Lucia	4	105
Taringa		114
Taringa	0	475
Taringa	1	1681
Taringa	2	1035
Taringa	3	242
Taringa	4	93
Enoggera		89
Enoggera	0	341
Enoggera	1	1260
Enoggera	2	986
Enoggera	3	242
Enoggera	4	111
Enoggera Reservoir	1	4
Enoggera Reservoir	2	3
Keperra		117
Keperra	0	291
Keperra	1	1082
Keperra	2	904
Keperra	3	247
Keperra	4	94
Mitchelton		55
Mitchelton	0	256
Mitchelton	1	1142
Mitchelton	2	1158
Mitchelton	3	284
Mitchelton	4	118
The Gap		89
The Gap	0	155
The Gap	1	1747
The Gap	2	2502
The Gap	3	733
The Gap	4	323
Upper Kedron - Ferny Grove		44
Upper Kedron - Ferny Grove	0	56
Upper Kedron - Ferny Grove	1	908
Upper Kedron - Ferny Grove	2	1517
Upper Kedron - Ferny Grove	3	435
Upper Kedron - Ferny Grove	4	204
Brisbane City		161
Brisbane City	0	1280
Brisbane City	1	1925
Brisbane City	2	557
Brisbane City	3	84
Brisbane City	4	32
Fortitude Valley		132
Fortitude Valley	0	973
Fortitude Valley	1	1635
Fortitude Valley	2	453
Fortitude Valley	3	46
Fortitude Valley	4	13
Highgate Hill		80
Highgate Hill	0	366
Highgate Hill	1	1108
Highgate Hill	2	607
Highgate Hill	3	145
Highgate Hill	4	66
Kangaroo Point		129
Kangaroo Point	0	477
Kangaroo Point	1	1722
Kangaroo Point	2	978
Kangaroo Point	3	195
Kangaroo Point	4	88
New Farm		160
New Farm	0	945
New Farm	1	2632
New Farm	2	1348
New Farm	3	249
New Farm	4	109
South Brisbane		71
South Brisbane	0	554
South Brisbane	1	1519
South Brisbane	2	453
South Brisbane	3	96
South Brisbane	4	27
Spring Hill		99
Spring Hill	0	707
Spring Hill	1	992
Spring Hill	2	306
Spring Hill	3	64
Spring Hill	4	33
West End		119
West End	0	623
West End	1	1800
West End	2	967
West End	3	206
West End	4	75
Balmoral		26
Balmoral	0	95
Balmoral	1	566
Balmoral	2	620
Balmoral	3	166
Balmoral	4	66
Bulimba		50
Bulimba	0	107
Bulimba	1	1014
Bulimba	2	927
Bulimba	3	230
Bulimba	4	94
East Brisbane		102
East Brisbane	0	288
East Brisbane	1	909
East Brisbane	2	684
East Brisbane	3	192
East Brisbane	4	95
Hawthorne		33
Hawthorne	0	89
Hawthorne	1	644
Hawthorne	2	749
Hawthorne	3	187
Hawthorne	4	84
Morningside - Seven Hills		128
Morningside - Seven Hills	0	318
Morningside - Seven Hills	1	2024
Morningside - Seven Hills	2	1807
Morningside - Seven Hills	3	433
Morningside - Seven Hills	4	179
Norman Park		64
Norman Park	0	79
Norman Park	1	798
Norman Park	2	943
Norman Park	3	270
Norman Park	4	99
Albion		54
Albion	0	119
Albion	1	540
Albion	2	361
Albion	3	78
Albion	4	19
Alderley		58
Alderley	0	181
Alderley	1	930
Alderley	2	840
Alderley	3	231
Alderley	4	87
Ascot		54
Ascot	0	193
Ascot	1	857
Ascot	2	710
Ascot	3	177
Ascot	4	103
Clayfield		115
Clayfield	0	393
Clayfield	1	1952
Clayfield	2	1322
Clayfield	3	345
Clayfield	4	157
Grange		28
Grange	0	50
Grange	1	490
Grange	2	646
Grange	3	160
Grange	4	69
Hamilton (Qld)		77
Hamilton (Qld)	0	240
Hamilton (Qld)	1	1172
Hamilton (Qld)	2	875
Hamilton (Qld)	3	201
Hamilton (Qld)	4	91
Hendra		53
Hendra	0	60
Hendra	1	516
Hendra	2	724
Hendra	3	196
Hendra	4	85
Kelvin Grove - Herston		146
Kelvin Grove - Herston	0	715
Kelvin Grove - Herston	1	1605
Kelvin Grove - Herston	2	886
Kelvin Grove - Herston	3	199
Kelvin Grove - Herston	4	79
Newmarket		104
Newmarket	0	206
Newmarket	1	761
Newmarket	2	597
Newmarket	3	176
Newmarket	4	63
Newstead - Bowen Hills		112
Newstead - Bowen Hills	0	735
Newstead - Bowen Hills	1	2557
Newstead - Bowen Hills	2	1168
Newstead - Bowen Hills	3	176
Newstead - Bowen Hills	4	58
Wilston		45
Wilston	0	69
Wilston	1	479
Wilston	2	555
Wilston	3	155
Wilston	4	57
Windsor		91
Windsor	0	330
Windsor	1	1208
Windsor	2	940
Windsor	3	239
Windsor	4	113
Wooloowin - Lutwyche		84
Wooloowin - Lutwyche	0	401
Wooloowin - Lutwyche	1	1613
Wooloowin - Lutwyche	2	1219
Wooloowin - Lutwyche	3	323
Wooloowin - Lutwyche	4	117
Ashgrove		115
Ashgrove	0	260
Ashgrove	1	1484
Ashgrove	2	1827
Ashgrove	3	559
Ashgrove	4	240
Auchenflower		47
Auchenflower	0	234
Auchenflower	1	966
Auchenflower	2	666
Auchenflower	3	165
Auchenflower	4	65
Bardon		56
Bardon	0	141
Bardon	1	1110
Bardon	2	1380
Bardon	3	390
Bardon	4	171
Paddington - Milton		91
Paddington - Milton	0	396
Paddington - Milton	1	1699
Paddington - Milton	2	1385
Paddington - Milton	3	406
Paddington - Milton	4	174
Red Hill (Qld)		69
Red Hill (Qld)	0	182
Red Hill (Qld)	1	894
Red Hill (Qld)	2	733
Red Hill (Qld)	3	182
Red Hill (Qld)	4	85
Toowong		92
Toowong	0	580
Toowong	1	1917
Toowong	2	1220
Toowong	3	314
Toowong	4	133
Brinsmead		43
Brinsmead	0	25
Brinsmead	1	441
Brinsmead	2	891
Brinsmead	3	272
Brinsmead	4	113
Clifton Beach - Kewarra Beach		96
Clifton Beach - Kewarra Beach	0	112
Clifton Beach - Kewarra Beach	1	1539
Clifton Beach - Kewarra Beach	2	1647
Clifton Beach - Kewarra Beach	3	467
Clifton Beach - Kewarra Beach	4	170
Freshwater - Stratford		44
Freshwater - Stratford	0	34
Freshwater - Stratford	1	568
Freshwater - Stratford	2	542
Freshwater - Stratford	3	148
Freshwater - Stratford	4	70
Redlynch		87
Redlynch	0	77
Redlynch	1	1088
Redlynch	2	2011
Redlynch	3	590
Redlynch	4	254
Trinity Beach - Smithfield		142
Trinity Beach - Smithfield	0	198
Trinity Beach - Smithfield	1	1655
Trinity Beach - Smithfield	2	2225
Trinity Beach - Smithfield	3	582
Trinity Beach - Smithfield	4	226
Yorkeys Knob - Machans Beach		93
Yorkeys Knob - Machans Beach	0	152
Yorkeys Knob - Machans Beach	1	1109
Yorkeys Knob - Machans Beach	2	849
Yorkeys Knob - Machans Beach	3	225
Yorkeys Knob - Machans Beach	4	99
Bentley Park		81
Bentley Park	0	80
Bentley Park	1	726
Bentley Park	2	1083
Bentley Park	3	330
Bentley Park	4	144
Cairns City		234
Cairns City	0	695
Cairns City	1	1956
Cairns City	2	895
Cairns City	3	174
Cairns City	4	80
Earlville - Bayview Heights		179
Earlville - Bayview Heights	0	285
Earlville - Bayview Heights	1	989
Earlville - Bayview Heights	2	1138
Earlville - Bayview Heights	3	373
Earlville - Bayview Heights	4	181
Edmonton		133
Edmonton	0	152
Edmonton	1	1118
Edmonton	2	1433
Edmonton	3	427
Edmonton	4	203
Gordonvale - Trinity		109
Gordonvale - Trinity	0	104
Gordonvale - Trinity	1	852
Gordonvale - Trinity	2	1130
Gordonvale - Trinity	3	432
Gordonvale - Trinity	4	274
Kanimbla - Mooroobool		135
Kanimbla - Mooroobool	0	177
Kanimbla - Mooroobool	1	1113
Kanimbla - Mooroobool	2	1355
Kanimbla - Mooroobool	3	395
Kanimbla - Mooroobool	4	159
Manoora		193
Manoora	0	377
Manoora	1	1060
Manoora	2	500
Manoora	3	109
Manoora	4	53
Manunda		134
Manunda	0	339
Manunda	1	990
Manunda	2	450
Manunda	3	118
Manunda	4	38
Mount Sheridan		73
Mount Sheridan	0	65
Mount Sheridan	1	944
Mount Sheridan	2	1261
Mount Sheridan	3	351
Mount Sheridan	4	116
Westcourt - Bungalow		142
Westcourt - Bungalow	0	465
Westcourt - Bungalow	1	1193
Westcourt - Bungalow	2	523
Westcourt - Bungalow	3	122
Westcourt - Bungalow	4	67
White Rock		84
White Rock	0	110
White Rock	1	577
White Rock	2	523
White Rock	3	192
White Rock	4	91
Whitfield - Edge Hill		98
Whitfield - Edge Hill	0	147
Whitfield - Edge Hill	1	1288
Whitfield - Edge Hill	2	1201
Whitfield - Edge Hill	3	344
Whitfield - Edge Hill	4	125
Woree		117
Woree	0	214
Woree	1	749
Woree	2	501
Woree	3	140
Woree	4	75
Babinda		72
Babinda	0	61
Babinda	1	477
Babinda	2	643
Babinda	3	216
Babinda	4	135
Innisfail		161
Innisfail	0	369
Innisfail	1	1329
Innisfail	2	1093
Innisfail	3	302
Innisfail	4	122
Johnstone		132
Johnstone	0	70
Johnstone	1	961
Johnstone	2	1198
Johnstone	3	436
Johnstone	4	187
Tully		213
Tully	0	216
Tully	1	1450
Tully	2	1482
Tully	3	435
Tully	4	184
Yarrabah		10
Yarrabah	0	143
Yarrabah	1	184
Yarrabah	2	87
Yarrabah	3	31
Yarrabah	4	14
Daintree		134
Daintree	0	129
Daintree	1	854
Daintree	2	844
Daintree	3	286
Daintree	4	115
Port Douglas		87
Port Douglas	0	122
Port Douglas	1	770
Port Douglas	2	616
Port Douglas	3	148
Port Douglas	4	62
Atherton		169
Atherton	0	256
Atherton	1	1547
Atherton	2	1470
Atherton	3	484
Atherton	4	232
Herberton		111
Herberton	0	94
Herberton	1	721
Herberton	2	714
Herberton	3	252
Herberton	4	130
Kuranda		74
Kuranda	0	73
Kuranda	1	538
Kuranda	2	618
Kuranda	3	225
Kuranda	4	100
Malanda - Yungaburra		128
Malanda - Yungaburra	0	70
Malanda - Yungaburra	1	1019
Malanda - Yungaburra	2	1269
Malanda - Yungaburra	3	472
Malanda - Yungaburra	4	254
Mareeba		193
Mareeba	0	332
Mareeba	1	1301
Mareeba	2	1364
Mareeba	3	493
Mareeba	4	277
Balonne		79
Balonne	0	66
Balonne	1	393
Balonne	2	546
Balonne	3	267
Balonne	4	180
Chinchilla		114
Chinchilla	0	110
Chinchilla	1	857
Chinchilla	2	968
Chinchilla	3	411
Chinchilla	4	246
Goondiwindi		103
Goondiwindi	0	106
Goondiwindi	1	685
Goondiwindi	2	844
Goondiwindi	3	324
Goondiwindi	4	154
Inglewood - Waggamba		75
Inglewood - Waggamba	0	64
Inglewood - Waggamba	1	441
Inglewood - Waggamba	2	603
Inglewood - Waggamba	3	234
Inglewood - Waggamba	4	166
Miles - Wandoan		63
Miles - Wandoan	0	68
Miles - Wandoan	1	371
Miles - Wandoan	2	444
Miles - Wandoan	3	234
Miles - Wandoan	4	172
Roma		112
Roma	0	129
Roma	1	799
