SA2_NAME16	AustCitizen	persons
Hoppers Crossing - North	0	3505
Hoppers Crossing - North	1	15719
Hoppers Crossing - South	0	4453
Hoppers Crossing - South	1	15024
Laverton	0	3567
Laverton	1	5340
Tarneit	0	10179
Tarneit	1	24605
Truganina	0	8978
Truganina	1	14434
Werribee - South	0	2135
Werribee - South	1	9198
Wyndham Vale	0	4726
Wyndham Vale	1	18547
Point Cook - East	0	3860
Point Cook - East	1	8337
Point Cook - North	0	5737
Point Cook - North	1	17443
Point Cook - South	0	5120
Point Cook - South	1	9313
Werribee - East	0	4781
Werribee - East	1	15080
Werribee - West	0	1866
Werribee - West	1	9943
Carrum Downs	0	3378
Carrum Downs	1	17333
Frankston	0	4138
Frankston	1	18432
Frankston North	0	3351
Frankston North	1	15938
Frankston South	0	2091
Frankston South	1	16108
Langwarrin	0	2604
Langwarrin	1	21232
Seaford (Vic.)	0	2623
Seaford (Vic.)	1	13840
Skye - Sandhurst	0	1889
Skye - Sandhurst	1	11188
Dromana	0	1325
Dromana	1	9699
Flinders	0	556
Flinders	1	4813
Hastings - Somers	0	2502
Hastings - Somers	1	19514
Mornington	0	3161
Mornington	1	20828
Mount Eliza	0	2228
Mount Eliza	1	15660
Mount Martha	0	2094
Mount Martha	1	16454
Point Nepean	0	2024
Point Nepean	1	15099
Rosebud - McCrae	0	2390
Rosebud - McCrae	1	18553
Somerville	0	1983
Somerville	1	16106
Ararat	0	1403
Ararat	1	6894
Ararat Region	0	493
Ararat Region	1	2653
Horsham	0	1336
Horsham	1	14914
Horsham Region	0	219
Horsham Region	1	3193
Nhill Region	0	652
Nhill Region	1	6235
St Arnaud	0	255
St Arnaud	1	3097
Stawell	0	913
Stawell	1	7180
West Wimmera	0	231
West Wimmera	1	2532
Yarriambiack	0	649
Yarriambiack	1	5978
Irymple	0	608
Irymple	1	6266
Merbein	0	490
Merbein	1	4288
Mildura Region	0	468
Mildura Region	1	3252
Red Cliffs	0	741
Red Cliffs	1	5138
Mildura - North	0	3033
Mildura - North	1	15035
Mildura - South	0	1924
Mildura - South	1	12631
Buloke	0	692
Buloke	1	5508
Gannawarra	0	547
Gannawarra	1	6104
Kerang	0	396
Kerang	1	3497
Robinvale	0	959
Robinvale	1	2354
Swan Hill	0	1739
Swan Hill	1	9166
Swan Hill Region	0	1054
Swan Hill Region	1	5320
Echuca	0	1437
Echuca	1	13137
Kyabram	0	1146
Kyabram	1	9766
Lockington - Gunbower	0	406
Lockington - Gunbower	1	3396
Rochester	0	326
Rochester	1	3554
Rushworth	0	448
Rushworth	1	3593
Cobram	0	960
Cobram	1	5388
Moira	0	334
Moira	1	2236
Numurkah	0	1256
Numurkah	1	11009
Yarrawonga	0	950
Yarrawonga	1	6980
Mooroopna	0	1015
Mooroopna	1	6924
Shepparton - North	0	3261
Shepparton - North	1	15340
Shepparton - South	0	3978
Shepparton - South	1	19156
Shepparton Region - East	0	345
Shepparton Region - East	1	3508
Shepparton Region - West	0	1483
Shepparton Region - West	1	8650
Glenelg (Vic.)	0	931
Glenelg (Vic.)	1	7788
Hamilton (Vic.)	0	925
Hamilton (Vic.)	1	9049
Portland	0	1172
Portland	1	9628
Southern Grampians	0	583
Southern Grampians	1	5490
Camperdown	0	339
Camperdown	1	3157
Colac	0	1290
Colac	1	10960
Colac Region	0	469
Colac Region	1	4852
Corangamite - North	0	576
Corangamite - North	1	4809
Corangamite - South	0	801
Corangamite - South	1	6359
Otway	0	538
Otway	1	2891
Moyne - East	0	746
Moyne - East	1	5902
Moyne - West	0	1038
Moyne - West	1	8394
Warrnambool - North	0	2230
Warrnambool - North	1	18867
Warrnambool - South	0	1672
Warrnambool - South	1	11249
Migratory - Offshore - Shipping (Vic.)	0	2
Migratory - Offshore - Shipping (Vic.)	1	27
No usual address (Vic.)	0	3210
No usual address (Vic.)	1	4355
Alexandra Hills	0	2088
Alexandra Hills	1	14257
Belmont - Gumdale	0	845
Belmont - Gumdale	1	6530
Birkdale	0	2077
Birkdale	1	12846
Capalaba	0	2273
Capalaba	1	15315
Thorneside	0	516
Thorneside	1	3245
Wellington Point	0	1370
Wellington Point	1	10206
Cleveland	0	2446
Cleveland	1	12355
Ormiston	0	730
Ormiston	1	5063
Redland Bay	0	2063
Redland Bay	1	13523
Sheldon - Mount Cotton	0	838
Sheldon - Mount Cotton	1	7071
Thornlands	0	2038
Thornlands	1	12656
Victoria Point	0	1820
Victoria Point	1	13200
Redland Islands	0	1293
Redland Islands	1	7723
Brisbane Port - Lytton	0	0
Brisbane Port - Lytton	1	6
Manly - Lota	0	1115
Manly - Lota	1	6311
Manly West	0	1515
Manly West	1	9910
Murarrie	0	796
Murarrie	1	3322
Tingalpa	0	1364
Tingalpa	1	7344
Wakerley	0	1429
Wakerley	1	7568
Wynnum	0	2129
Wynnum	1	11104
Wynnum West - Hemmant	0	2767
Wynnum West - Hemmant	1	12023
Bald Hills	0	890
Bald Hills	1	6385
Bridgeman Downs	0	875
Bridgeman Downs	1	7267
Carseldine	0	1440
Carseldine	1	7597
Everton Park	0	1149
Everton Park	1	7649
McDowall	0	819
McDowall	1	6722
Aspley	0	1706
Aspley	1	10612
Chermside	0	2620
Chermside	1	6693
Chermside West	0	830
Chermside West	1	5422
Geebung	0	593
Geebung	1	3731
Kedron - Gordon Park	0	2159
Kedron - Gordon Park	1	11553
Stafford	0	911
Stafford	1	5597
Stafford Heights	0	866
Stafford Heights	1	5990
Wavell Heights	0	1131
Wavell Heights	1	8655
Boondall	0	1496
Boondall	1	7721
Brisbane Airport	0	112
Brisbane Airport	1	84
Eagle Farm - Pinkenba	0	213
Eagle Farm - Pinkenba	1	609
Northgate - Virginia	0	1188
Northgate - Virginia	1	5398
Nudgee - Banyo	0	1576
Nudgee - Banyo	1	8044
Nundah	0	3025
Nundah	1	9205
Bracken Ridge	0	2446
Bracken Ridge	1	14490
Brighton (Qld)	0	1140
Brighton (Qld)	1	8339
Deagon	0	537
Deagon	1	3138
Sandgate - Shorncliffe	0	870
Sandgate - Shorncliffe	1	5913
Taigum - Fitzgibbon	0	2666
Taigum - Fitzgibbon	1	9487
Zillmere	0	2137
Zillmere	1	6830
Camp Hill	0	1383
Camp Hill	1	9794
Cannon Hill	0	1135
Cannon Hill	1	4585
Carina	0	1727
Carina	1	9298
Carina Heights	0	1055
Carina Heights	1	5489
Carindale	0	2060
Carindale	1	13650
Annerley	0	2727
Annerley	1	8658
Coorparoo	0	2828
Coorparoo	1	13212
Fairfield - Dutton Park	0	1120
Fairfield - Dutton Park	1	3670
Greenslopes	0	2078
Greenslopes	1	7043
Holland Park	0	1107
Holland Park	1	7198
Holland Park West	0	978
Holland Park West	1	5360
Woolloongabba	0	1923
Woolloongabba	1	3606
Yeronga	0	1665
Yeronga	1	7825
Eight Mile Plains	0	4835
Eight Mile Plains	1	10324
Macgregor (Qld)	0	2308
Macgregor (Qld)	1	3541
Mansfield (Qld)	0	1418
Mansfield (Qld)	1	7304
Mount Gravatt	0	2715
Mount Gravatt	1	12229
Rochedale - Burbank	0	1288
Rochedale - Burbank	1	5035
Upper Mount Gravatt	0	2585
Upper Mount Gravatt	1	6811
Wishart	0	1985
Wishart	1	8830
Coopers Plains	0	1831
Coopers Plains	1	3656
Moorooka	0	1890
Moorooka	1	8532
Robertson	0	2040
Robertson	1	3061
Salisbury - Nathan	0	1340
Salisbury - Nathan	1	5843
Tarragindi	0	1192
Tarragindi	1	9478
Algester	0	1945
Algester	1	6488
Calamvale - Stretton	0	6502
Calamvale - Stretton	1	14747
Pallara - Willawong	0	950
Pallara - Willawong	1	3752
Parkinson - Drewvale	0	3283
Parkinson - Drewvale	1	12302
Rocklea - Acacia Ridge	0	2376
Rocklea - Acacia Ridge	1	7185
Kuraby	0	1957
Kuraby	1	6421
Runcorn	0	5257
Runcorn	1	9222
Sunnybank	0	3530
Sunnybank	1	5326
Sunnybank Hills	0	5759
Sunnybank Hills	1	12326
Jindalee - Mount Ommaney	0	1009
Jindalee - Mount Ommaney	1	6505
Middle Park - Jamboree Heights	0	945
Middle Park - Jamboree Heights	1	6117
Riverhills	0	630
Riverhills	1	3412
Seventeen Mile Rocks - Sinnamon Park	0	1185
Seventeen Mile Rocks - Sinnamon Park	1	8371
Westlake	0	489
Westlake	1	3863
Bellbowrie - Moggill	0	1539
Bellbowrie - Moggill	1	8564
Brookfield - Kenmore Hills	0	812
Brookfield - Kenmore Hills	1	5936
Chapel Hill	0	1510
Chapel Hill	1	8801
Fig Tree Pocket	0	513
Fig Tree Pocket	1	3532
Kenmore	0	1243
Kenmore	1	7522
Pinjarra Hills - Pullenvale	0	513
Pinjarra Hills - Pullenvale	1	4885
Chelmer - Graceville	0	897
Chelmer - Graceville	1	6514
Corinda	0	731
Corinda	1	4132
Indooroopilly	0	3486
Indooroopilly	1	8648
Sherwood	0	872
Sherwood	1	4770
St Lucia	0	5469
St Lucia	1	7105
Taringa	0	2181
Taringa	1	6270
Enoggera	0	1074
Enoggera	1	7084
Enoggera Reservoir	0	6
Enoggera Reservoir	1	19
Keperra	0	736
Keperra	1	6348
Mitchelton	0	982
Mitchelton	1	7380
Mount Coot-tha	0	0
Mount Coot-tha	1	0
The Gap	0	1940
The Gap	1	14537
Upper Kedron - Ferny Grove	0	934
Upper Kedron - Ferny Grove	1	8973
Brisbane City	0	5214
Brisbane City	1	4978
Fortitude Valley	0	3024
Fortitude Valley	1	4122
Highgate Hill	0	1590
Highgate Hill	1	4739
Kangaroo Point	0	2676
Kangaroo Point	1	5538
New Farm	0	3646
New Farm	1	9145
South Brisbane	0	3130
South Brisbane	1	4105
Spring Hill	0	3165
Spring Hill	1	2898
West End	0	2697
West End	1	6923
Balmoral	0	633
Balmoral	1	3595
Bulimba	0	1271
Bulimba	1	5433
East Brisbane	0	1407
East Brisbane	1	4379
Hawthorne	0	684
Hawthorne	1	4287
Morningside - Seven Hills	0	2445
Morningside - Seven Hills	1	10167
Norman Park	0	845
Norman Park	1	5453
Albion	0	583
Albion	1	2208
Alderley	0	811
Alderley	1	5188
Ascot	0	922
Ascot	1	4223
Clayfield	0	2112
Clayfield	1	8361
Grange	0	444
Grange	1	3804
Hamilton (Qld)	0	1533
Hamilton (Qld)	1	4757
Hendra	0	644
Hendra	1	4015
Kelvin Grove - Herston	0	4330
Kelvin Grove - Herston	1	5751
Newmarket	0	1028
Newmarket	1	3951
Newstead - Bowen Hills	0	3280
Newstead - Bowen Hills	1	7358
Wilston	0	462
Wilston	1	3472
Windsor	0	1335
Windsor	1	5855
Wooloowin - Lutwyche	0	1950
Wooloowin - Lutwyche	1	7795
Ashgrove	0	1513
Ashgrove	1	11802
Auchenflower	0	1224
Auchenflower	1	4275
Bardon	0	991
Bardon	1	8725
Paddington - Milton	0	1916
Paddington - Milton	1	8872
Red Hill (Qld)	0	1050
Red Hill (Qld)	1	4694
Toowong	0	2941
Toowong	1	7859
Brinsmead	0	727
Brinsmead	1	4635
Clifton Beach - Kewarra Beach	0	2027
Clifton Beach - Kewarra Beach	1	8803
Freshwater - Stratford	0	471
Freshwater - Stratford	1	3095
Redlynch	0	2040
Redlynch	1	10768
Trinity Beach - Smithfield	0	2647
Trinity Beach - Smithfield	1	11289
Yorkeys Knob - Machans Beach	0	1369
Yorkeys Knob - Machans Beach	1	4783
Bentley Park	0	1156
Bentley Park	1	6862
Cairns City	0	4531
Cairns City	1	6908
Earlville - Bayview Heights	0	1156
Earlville - Bayview Heights	1	7109
Edmonton	0	1375
Edmonton	1	9378
Gordonvale - Trinity	0	959
Gordonvale - Trinity	1	7705
Kanimbla - Mooroobool	0	1874
Kanimbla - Mooroobool	1	8014
Lamb Range	0	0
Lamb Range	1	0
Manoora	0	1534
Manoora	1	4493
Manunda	0	1493
Manunda	1	3897
Mount Sheridan	0	1096
Mount Sheridan	1	7175
Westcourt - Bungalow	0	1973
Westcourt - Bungalow	1	4360
White Rock	0	859
White Rock	1	3871
Whitfield - Edge Hill	0	1218
Whitfield - Edge Hill	1	6974
Woree	0	899
Woree	1	3922
Babinda	0	514
Babinda	1	3725
Innisfail	0	1559
Innisfail	1	7818
Johnstone	0	931
Johnstone	1	6958
Tully	0	1779
Tully	1	8882
Wooroonooran	0	0
Wooroonooran	1	0
Yarrabah	0	22
Yarrabah	1	2537
Daintree	0	1071
Daintree	1	5277
Port Douglas	0	1591
Port Douglas	1	3669
Atherton	0	1151
Atherton	1	9557
Herberton	0	964
Herberton	1	4674
Kuranda	0	749
Kuranda	1	3747
Malanda - Yungaburra	0	922
Malanda - Yungaburra	1	7556
Mareeba	0	1770
Mareeba	1	9309
Balonne	0	492
Balonne	1	3885
Chinchilla	0	1298
Chinchilla	1	6831
Goondiwindi	0	864
Goondiwindi	1	5491
Inglewood - Waggamba	0	530
Inglewood - Waggamba	1	3714
Miles - Wandoan	0	716
Miles - Wandoan	1	3348
Roma	0	1152
Roma	1	5696
Roma Region	0	583
Roma Region	1	5232
Tara	0	990
Tara	1	3231
Crows Nest - Rosalie	0	841
Crows Nest - Rosalie	1	7719
Jondaryan	0	891
Jondaryan	1	6617
Millmerran	0	601
Millmerran	1	2709
Pittsworth	0	624
Pittsworth	1	5098
Wambo	0	1945
Wambo	1	15082
Clifton - Greenmount	0	456
Clifton - Greenmount	1	4443
Southern Downs - East	0	423
Southern Downs - East	1	3804
Southern Downs - West	0	483
Southern Downs - West	1	4173
Stanthorpe	0	621
Stanthorpe	1	4785
Stanthorpe Region	0	559
Stanthorpe Region	1	5221
Warwick	0	1419
Warwick	1	13711
Central Highlands - East	0	1161
Central Highlands - East	1	6130
Central Highlands - West	0	1390
Central Highlands - West	1	6747
Emerald	0	2690
Emerald	1	10842
Berserker	0	984
Berserker	1	5891
Bouldercombe	0	157
Bouldercombe	1	1708
Emu Park	0	773
Emu Park	1	4693
Frenchville - Mount Archer	0	934
Frenchville - Mount Archer	1	8142
Glenlee - Rockyview	0	945
Glenlee - Rockyview	1	4039
Gracemere	0	1244
Gracemere	1	10421
Lakes Creek	0	639
Lakes Creek	1	4237
Mount Morgan	0	331
Mount Morgan	1	2610
Norman Gardens	0	1313
Norman Gardens	1	8817
Park Avenue	0	523
Park Avenue	1	4571
Parkhurst - Kawana	0	847
Parkhurst - Kawana	1	6055
Rockhampton - West	0	680
Rockhampton - West	1	5255
Rockhampton City	0	534
Rockhampton City	1	2728
Rockhampton Region - East	0	370
Rockhampton Region - East	1	3081
Rockhampton Region - North	0	485
Rockhampton Region - North	1	3760
Rockhampton Region - West	0	262
Rockhampton Region - West	1	2654
Shoalwater Bay	0	0
Shoalwater Bay	1	16
The Range - Allenstown	0	1084
The Range - Allenstown	1	7106
Yeppoon	0	2451
Yeppoon	1	15656
Banana	0	912
Banana	1	7641
Biloela	0	907
Biloela	1	4858
Agnes Water - Miriam Vale	0	817
Agnes Water - Miriam Vale	1	5205
Boyne Island - Tannum Sands	0	1397
Boyne Island - Tannum Sands	1	8504
Callemondah	0	0
Callemondah	1	18
Clinton - New Auckland	0	2071
Clinton - New Auckland	1	11393
Gladstone	0	1458
Gladstone	1	4556
Gladstone Hinterland	0	1523
Gladstone Hinterland	1	10224
Kin Kora - Sun Valley	0	459
Kin Kora - Sun Valley	1	3154
South Trees	0	0
South Trees	1	0
Telina - Toolooa	0	905
Telina - Toolooa	1	5237
West Gladstone	0	895
West Gladstone	1	3814
Broadbeach Waters	0	1439
Broadbeach Waters	1	6340
Burleigh Heads	0	1743
Burleigh Heads	1	7027
Burleigh Waters	0	1983
Burleigh Waters	1	12173
Mermaid Beach - Broadbeach	0	3412
Mermaid Beach - Broadbeach	1	8509
Mermaid Waters	0	2318
Mermaid Waters	1	9852
Miami	0	1376
Miami	1	5467
Coolangatta	0	1307
Coolangatta	1	4641
Currumbin - Tugun	0	1972
Currumbin - Tugun	1	9344
Currumbin Waters	0	940
Currumbin Waters	1	8181
Elanora	0	1545
Elanora	1	10600
Palm Beach	0	2165
Palm Beach	1	12489
Arundel	0	2321
Arundel	1	7925
Biggera Waters	0	2408
Biggera Waters	1	6126
Coombabah	0	2164
Coombabah	1	8224
Labrador	0	4872
Labrador	1	13389
Paradise Point - Hollywell	0	1564
Paradise Point - Hollywell	1	7835
Runaway Bay	0	1659
Runaway Bay	1	7409
Guanaba - Springbrook	0	732
Guanaba - Springbrook	1	3506
Tamborine - Canungra	0	2328
Tamborine - Canungra	1	11945
Currumbin Valley - Tallebudgera	0	873
Currumbin Valley - Tallebudgera	1	6274
Mudgeeraba - Bonogin	0	2874
Mudgeeraba - Bonogin	1	15389
Reedy Creek - Andrews	0	1308
Reedy Creek - Andrews	1	6668
Carrara	0	2239
Carrara	1	9950
Highland Park	0	1423
Highland Park	1	6945
Nerang - Mount Nathan	0	3806
Nerang - Mount Nathan	1	16723
Pacific Pines - Gaven	0	4373
Pacific Pines - Gaven	1	13947
Worongary - Tallai	0	1313
Worongary - Tallai	1	6571
Coomera	0	3482
Coomera	1	9823
Helensvale	0	3308
Helensvale	1	13554
Hope Island	0	2688
Hope Island	1	8544
Jacobs Well - Alberton	0	455
Jacobs Well - Alberton	1	3187
Ormeau - Yatala	0	3651
Ormeau - Yatala	1	16023
Oxenford - Maudsland	0	3107
Oxenford - Maudsland	1	12688
Pimpama	0	2475
Pimpama	1	6692
Upper Coomera - Willow Vale	0	7587
Upper Coomera - Willow Vale	1	23627
Clear Island Waters	0	764
Clear Island Waters	1	3356
Merrimac	0	1809
Merrimac	1	5262
Robina	0	5075
Robina	1	18031
Varsity Lakes	0	3801
Varsity Lakes	1	11382
Ashmore	0	2324
Ashmore	1	9586
Molendinar	0	1408
Molendinar	1	4967
Parkwood	0	1871
Parkwood	1	6831
Southport - North	0	5192
Southport - North	1	9505
Southport - South	0	5061
Southport - South	1	12147
Benowa	0	1931
Benowa	1	6810
Bundall	0	849
Bundall	1	3674
Main Beach	0	983
Main Beach	1	2900
Surfers Paradise	0	9921
Surfers Paradise	1	13768
Darra - Sumner	0	1319
Darra - Sumner	1	3613
Durack	0	1872
Durack	1	6076
Forest Lake - Doolandella	0	5947
Forest Lake - Doolandella	1	21762
Inala - Richlands	0	5058
Inala - Richlands	1	12952
Oxley (Qld)	0	1463
Oxley (Qld)	1	6352
Wacol	0	3608
Wacol	1	2208
Boonah	0	1163
Boonah	1	10722
Esk	0	574
Esk	1	4584
Lake Manchester - England Creek	0	0
Lake Manchester - England Creek	1	3
Lockyer Valley - East	0	2724
Lockyer Valley - East	1	17090
Lowood	0	1826
Lowood	1	12226
Rosewood	0	1480
Rosewood	1	10326
Brassall	0	1261
Brassall	1	9637
Bundamba	0	1543
Bundamba	1	7374
Churchill - Yamanto	0	652
Churchill - Yamanto	1	6116
Ipswich - Central	0	930
Ipswich - Central	1	5628
Ipswich - East	0	2318
Ipswich - East	1	15576
Ipswich - North	0	420
Ipswich - North	1	4224
Karalee - Barellan Point	0	549
Karalee - Barellan Point	1	4962
Karana Downs	0	633
Karana Downs	1	5456
Leichhardt - One Mile	0	1209
Leichhardt - One Mile	1	6445
North Ipswich - Tivoli	0	738
North Ipswich - Tivoli	1	5656
Raceview	0	1615
Raceview	1	13561
Ripley	0	527
Ripley	1	4097
Riverview	0	670
Riverview	1	2403
Bellbird Park - Brookwater	0	2752
Bellbird Park - Brookwater	1	11011
Camira - Gailes	0	1497
Camira - Gailes	1	7741
Carole Park	0	0
Carole Park	1	4
Collingwood Park - Redbank	0	1796
Collingwood Park - Redbank	1	6721
Goodna	0	3131
Goodna	1	7753
New Chum	0	0
New Chum	1	0
Redbank Plains	0	5207
Redbank Plains	1	14092
Springfield	0	1341
Springfield	1	5431
Springfield Lakes	0	3694
Springfield Lakes	1	11735
Beaudesert	0	1815
Beaudesert	1	12100
Beenleigh	0	1674
Beenleigh	1	6578
Eagleby	0	3062
Eagleby	1	10264
Edens Landing - Holmview	0	1448
Edens Landing - Holmview	1	6002
Mount Warren Park	0	991
Mount Warren Park	1	4800
Wolffdene - Bahrs Scrub	0	974
Wolffdene - Bahrs Scrub	1	5131
Boronia Heights - Park Ridge	0	2098
Boronia Heights - Park Ridge	1	10139
Browns Plains	0	1872
Browns Plains	1	5496
Chambers Flat - Logan Reserve	0	843
Chambers Flat - Logan Reserve	1	4214
Crestmead	0	3032
Crestmead	1	8957
Greenbank Military Camp	0	0
Greenbank Military Camp	1	0
Hillcrest	0	1363
Hillcrest	1	6789
Marsden	0	4386
Marsden	1	10061
Munruben - Park Ridge South	0	539
Munruben - Park Ridge South	1	4078
Regents Park - Heritage Park	0	3023
Regents Park - Heritage Park	1	12911
Greenbank	0	1512
Greenbank	1	11340
Jimboomba	0	3673
Jimboomba	1	22071
Logan Village	0	923
Logan Village	1	6071
Bethania - Waterford	0	2211
Bethania - Waterford	1	8659
Cornubia - Carbrook	0	1067
Cornubia - Carbrook	1	7388
Loganholme - Tanah Merah	0	2022
Loganholme - Tanah Merah	1	9108
Loganlea	0	2889
Loganlea	1	7545
Shailer Park	0	1865
Shailer Park	1	9782
Waterford West	0	1717
Waterford West	1	5527
Daisy Hill	0	1149
Daisy Hill	1	5489
Kingston (Qld.)	0	3203
Kingston (Qld.)	1	7210
Logan Central	0	2128
Logan Central	1	4005
Rochedale South - Priestdale	0	2305
Rochedale South - Priestdale	1	13147
Slacks Creek	0	2618
Slacks Creek	1	7814
Springwood	0	1765
Springwood	1	7514
Underwood	0	1491
Underwood	1	4850
Woodridge	0	4282
Woodridge	1	8297
Bowen	0	1703
Bowen	1	7402
Broadsound - Nebo	0	2003
Broadsound - Nebo	1	6502
Clermont	0	581
Clermont	1	3119
Collinsville	0	572
Collinsville	1	2884
Moranbah	0	1734
Moranbah	1	7001
Andergrove - Beaconsfield	0	1750
Andergrove - Beaconsfield	1	13158
East Mackay	0	504
East Mackay	1	3065
Eimeo - Rural View	0	1795
Eimeo - Rural View	1	10531
Eungella Hinterland	0	-2
Eungella Hinterland	1	17
Mackay	0	1014
Mackay	1	2645
Mackay Harbour	0	144
Mackay Harbour	1	374
Mount Pleasant - Glenella	0	1230
Mount Pleasant - Glenella	1	9479
North Mackay	0	892
North Mackay	1	5108
Ooralea - Bakers Creek	0	761
Ooralea - Bakers Creek	1	4275
Pioneer Valley	0	912
Pioneer Valley	1	7297
Sarina	0	1464
Sarina	1	10152
Seaforth - Calen	0	979
Seaforth - Calen	1	7144
Shoal Point - Bucasia	0	796
Shoal Point - Bucasia	1	4951
Slade Point	0	380
Slade Point	1	2969
South Mackay	0	977
South Mackay	1	5727
Walkerston - Eton	0	888
Walkerston - Eton	1	7435
West Mackay	0	1045
West Mackay	1	5115
Airlie - Whitsundays	0	3796
Airlie - Whitsundays	1	9132
Cape Conway	0	0
Cape Conway	1	0
Proserpine	0	1104
Proserpine	1	7189
Beachmere - Sandstone Point	0	1889
Beachmere - Sandstone Point	1	13003
Bribie Island	0	2355
Bribie Island	1	15787
Burpengary - East	0	359
Burpengary - East	1	3611
Caboolture	0	4941
Caboolture	1	21886
Caboolture - South	0	3240
Caboolture - South	1	17109
Elimbah	0	423
Elimbah	1	3540
Morayfield - East	0	1359
Morayfield - East	1	7075
Wamuran	0	504
Wamuran	1	3428
Kilcoy	0	916
Kilcoy	1	4467
Woodford - D'Aguilar	0	1901
Woodford - D'Aguilar	1	5949
Burpengary	0	1624
Burpengary	1	12398
Deception Bay	0	4001
Deception Bay	1	18445
Morayfield	0	474
Morayfield	1	4351
Narangba	0	2261
Narangba	1	16312
Upper Caboolture	0	343
Upper Caboolture	1	2679
Clontarf	0	1229
Clontarf	1	7022
Margate - Woody Point	0	1667
Margate - Woody Point	1	10029
Redcliffe	0	1860
Redcliffe	1	8304
Rothwell - Kippa-Ring	0	2793
Rothwell - Kippa-Ring	1	14345
Scarborough - Newport - Moreton Island	0	1881
Scarborough - Newport - Moreton Island	1	10345
Albany Creek	0	1595
Albany Creek	1	14205
Cashmere	0	1905
Cashmere	1	16900
Dayboro	0	939
Dayboro	1	7550
Eatons Hill	0	721
Eatons Hill	1	7252
The Hills District	0	2075
The Hills District	1	21294
Samford Valley	0	1270
Samford Valley	1	10484
Dakabin - Kallangur	0	3784
Dakabin - Kallangur	1	20148
Murrumba Downs - Griffin	0	3011
Murrumba Downs - Griffin	1	14509
North Lakes - Mango Hill	0	7009
North Lakes - Mango Hill	1	23096
Bray Park	0	1334
Bray Park	1	8912
Lawnton	0	855
Lawnton	1	5156
Petrie	0	1045
Petrie	1	7645
Strathpine - Brendale	0	1902
Strathpine - Brendale	1	10368
Aurukun	0	36
Aurukun	1	1233
Cape York	0	993
Cape York	1	6520
Croydon - Etheridge	0	189
Croydon - Etheridge	1	902
Kowanyama - Pormpuraaw	0	35
Kowanyama - Pormpuraaw	1	1665
Northern Peninsula	0	112
Northern Peninsula	1	2684
Tablelands	0	1723
Tablelands	1	4262
Torres	0	560
Torres	1	3050
Torres Strait Islands	0	199
Torres Strait Islands	1	4315
Weipa	0	559
Weipa	1	3340
Carpentaria	0	383
Carpentaria	1	4445
Mount Isa	0	4013
Mount Isa	1	14329
Mount Isa Region	0	660
Mount Isa Region	1	2694
Northern Highlands	0	359
Northern Highlands	1	2762
Barcaldine - Blackall	0	420
Barcaldine - Blackall	1	4351
Charleville	0	473
Charleville	1	3834
Far Central West	0	301
Far Central West	1	1813
Far South West	0	271
Far South West	1	2531
Longreach	0	453
Longreach	1	3207
Buderim - North	0	2030
Buderim - North	1	14585
Buderim - South	0	2292
Buderim - South	1	14031
Mountain Creek	0	1990
Mountain Creek	1	9264
Sippy Downs	0	1754
Sippy Downs	1	8544
Aroona - Currimundi	0	1012
Aroona - Currimundi	1	9059
Buddina - Minyama	0	850
Buddina - Minyama	1	5583
Caloundra - Kings Beach	0	1357
Caloundra - Kings Beach	1	5342
Caloundra - West	0	2746
Caloundra - West	1	17531
Golden Beach - Pelican Waters	0	1474
Golden Beach - Pelican Waters	1	10380
Moffat Beach - Battery Hill	0	896
Moffat Beach - Battery Hill	1	6942
Parrearra - Warana	0	1359
Parrearra - Warana	1	8143
Wurtulla - Birtinya	0	1075
Wurtulla - Birtinya	1	6763
Coolum Beach	0	2056
Coolum Beach	1	12533
Marcoola - Mudjimba	0	1444
Marcoola - Mudjimba	1	9424
Maroochydore - Kuluin	0	3538
Maroochydore - Kuluin	1	15625
Mooloolaba - Alexandra Headland	0	2560
Mooloolaba - Alexandra Headland	1	9134
Noosa Heads	0	812
Noosa Heads	1	3672
Noosaville	0	1453
Noosaville	1	7282
Sunshine Beach	0	1034
Sunshine Beach	1	5500
Tewantin	0	1329
Tewantin	1	8979
Peregian Beach - Marcus Beach	0	458
Peregian Beach - Marcus Beach	1	3303
Peregian Springs	0	1486
Peregian Springs	1	5851
Beerwah	0	1025
Beerwah	1	7176
Caloundra Hinterland	0	988
Caloundra Hinterland	1	7549
Glass House Mountains	0	657
Glass House Mountains	1	5181
Landsborough	0	1237
Landsborough	1	8905
Maroochy Hinterland	0	769
Maroochy Hinterland	1	5483
Palmwoods	0	1193
Palmwoods	1	9420
Bli Bli	0	922
Bli Bli	1	7429
Diddillibah - Rosemount	0	477
Diddillibah - Rosemount	1	3287
Eumundi - Yandina	0	1332
Eumundi - Yandina	1	9216
Nambour	0	2383
Nambour	1	17579
Noosa Hinterland	0	2639
Noosa Hinterland	1	19213
Cambooya - Wyreema	0	711
Cambooya - Wyreema	1	6246
Darling Heights	0	3386
Darling Heights	1	10354
Drayton - Harristown	0	1396
Drayton - Harristown	1	8802
Gatton	0	1915
Gatton	1	5519
Gowrie (Qld)	0	461
Gowrie (Qld)	1	5950
Highfields	0	1033
Highfields	1	12147
Lockyer Valley - West	0	1156
Lockyer Valley - West	1	10206
Middle Ridge	0	777
Middle Ridge	1	6364
Newtown (Qld)	0	1236
Newtown (Qld)	1	8360
North Toowoomba - Harlaxton	0	731
