STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
South Australia	25-34	Speaks English well or very well	0	2000	3305
South Australia	25-34	Speaks English well or very well	0	2005	3963
South Australia	25-34	Speaks English well or very well	0	2010	13246
South Australia	25-34	Speaks English well or very well	0	2011	2113
South Australia	25-34	Speaks English well or very well	0	2012	2579
South Australia	25-34	Speaks English well or very well	0	2013	2903
South Australia	25-34	Speaks English well or very well	0	2014	3107
South Australia	25-34	Speaks English well or very well	0	2015	3439
South Australia	25-34	Speaks English well or very well	0	2016	1797
South Australia	35-44				111
South Australia	35-44			2000	13
South Australia	35-44			2010	9
South Australia	35-44			2013	3
South Australia	35-44			2014	3
South Australia	35-44		0		15
South Australia	35-44		0	2000	43
South Australia	35-44		0	2005	33
South Australia	35-44		0	2010	80
South Australia	35-44		0	2011	8
South Australia	35-44		0	2012	11
South Australia	35-44		0	2013	16
South Australia	35-44		0	2014	8
South Australia	35-44		0	2015	10
South Australia	35-44		0	2016	8
South Australia	35-44		1		491
South Australia	35-44		1	2000	8713
South Australia	35-44		1	2005	2280
South Australia	35-44		1	2010	3234
South Australia	35-44		1	2011	540
South Australia	35-44		1	2012	715
South Australia	35-44		1	2013	452
South Australia	35-44		1	2014	390
South Australia	35-44		1	2015	338
South Australia	35-44		1	2016	184
South Australia	35-44	Speaks English not well or not at all	0		160
South Australia	35-44	Speaks English not well or not at all	0	2000	527
South Australia	35-44	Speaks English not well or not at all	0	2005	567
South Australia	35-44	Speaks English not well or not at all	0	2010	1371
South Australia	35-44	Speaks English not well or not at all	0	2011	310
South Australia	35-44	Speaks English not well or not at all	0	2012	407
South Australia	35-44	Speaks English not well or not at all	0	2013	484
South Australia	35-44	Speaks English not well or not at all	0	2014	354
South Australia	35-44	Speaks English not well or not at all	0	2015	318
South Australia	35-44	Speaks English not well or not at all	0	2016	251
South Australia	35-44	Speaks English well or very well	0		443
South Australia	35-44	Speaks English well or very well	0	2000	6267
South Australia	35-44	Speaks English well or very well	0	2005	4753
South Australia	35-44	Speaks English well or very well	0	2010	10415
South Australia	35-44	Speaks English well or very well	0	2011	1408
South Australia	35-44	Speaks English well or very well	0	2012	1693
South Australia	35-44	Speaks English well or very well	0	2013	1534
South Australia	35-44	Speaks English well or very well	0	2014	1264
South Australia	35-44	Speaks English well or very well	0	2015	1395
South Australia	35-44	Speaks English well or very well	0	2016	745
South Australia	45-54				124
South Australia	45-54			2000	35
South Australia	45-54			2005	6
South Australia	45-54			2010	3
South Australia	45-54			2013	3
South Australia	45-54		0		14
South Australia	45-54		0	2000	68
South Australia	45-54		0	2005	15
South Australia	45-54		0	2010	27
South Australia	45-54		0	2011	7
South Australia	45-54		0	2012	9
South Australia	45-54		0	2013	6
South Australia	45-54		0	2014	3
South Australia	45-54		0	2016	3
South Australia	45-54		1		829
South Australia	45-54		1	2000	25044
South Australia	45-54		1	2005	2761
South Australia	45-54		1	2010	3580
South Australia	45-54		1	2011	434
South Australia	45-54		1	2012	419
South Australia	45-54		1	2013	259
South Australia	45-54		1	2014	205
South Australia	45-54		1	2015	187
South Australia	45-54		1	2016	72
South Australia	45-54	Speaks English not well or not at all	0		224
South Australia	45-54	Speaks English not well or not at all	0	2000	1679
South Australia	45-54	Speaks English not well or not at all	0	2005	643
South Australia	45-54	Speaks English not well or not at all	0	2010	1285
South Australia	45-54	Speaks English not well or not at all	0	2011	270
South Australia	45-54	Speaks English not well or not at all	0	2012	314
South Australia	45-54	Speaks English not well or not at all	0	2013	302
South Australia	45-54	Speaks English not well or not at all	0	2014	193
South Australia	45-54	Speaks English not well or not at all	0	2015	204
South Australia	45-54	Speaks English not well or not at all	0	2016	170
South Australia	45-54	Speaks English well or very well	0		327
South Australia	45-54	Speaks English well or very well	0	2000	9000
South Australia	45-54	Speaks English well or very well	0	2005	2544
South Australia	45-54	Speaks English well or very well	0	2010	3383
South Australia	45-54	Speaks English well or very well	0	2011	448
South Australia	45-54	Speaks English well or very well	0	2012	474
South Australia	45-54	Speaks English well or very well	0	2013	352
South Australia	45-54	Speaks English well or very well	0	2014	302
South Australia	45-54	Speaks English well or very well	0	2015	242
South Australia	45-54	Speaks English well or very well	0	2016	120
South Australia	55-64				72
South Australia	55-64			2000	78
South Australia	55-64			2005	3
South Australia	55-64		0		22
South Australia	55-64		0	2000	110
South Australia	55-64		0	2005	6
South Australia	55-64		0	2010	5
South Australia	55-64		0	2011	4
South Australia	55-64		0	2014	3
South Australia	55-64		1		883
South Australia	55-64		1	2000	34439
South Australia	55-64		1	2005	1045
South Australia	55-64		1	2010	740
South Australia	55-64		1	2011	104
South Australia	55-64		1	2012	101
South Australia	55-64		1	2013	85
South Australia	55-64		1	2014	55
South Australia	55-64		1	2015	46
South Australia	55-64		1	2016	40
South Australia	55-64	Speaks English not well or not at all	0		345
South Australia	55-64	Speaks English not well or not at all	0	2000	2819
South Australia	55-64	Speaks English not well or not at all	0	2005	449
South Australia	55-64	Speaks English not well or not at all	0	2010	585
South Australia	55-64	Speaks English not well or not at all	0	2011	187
South Australia	55-64	Speaks English not well or not at all	0	2012	206
South Australia	55-64	Speaks English not well or not at all	0	2013	185
South Australia	55-64	Speaks English not well or not at all	0	2014	197
South Australia	55-64	Speaks English not well or not at all	0	2015	216
South Australia	55-64	Speaks English not well or not at all	0	2016	192
South Australia	55-64	Speaks English well or very well	0		300
South Australia	55-64	Speaks English well or very well	0	2000	11639
South Australia	55-64	Speaks English well or very well	0	2005	755
South Australia	55-64	Speaks English well or very well	0	2010	541
South Australia	55-64	Speaks English well or very well	0	2011	92
South Australia	55-64	Speaks English well or very well	0	2012	75
South Australia	55-64	Speaks English well or very well	0	2013	87
South Australia	55-64	Speaks English well or very well	0	2014	46
South Australia	55-64	Speaks English well or very well	0	2015	56
South Australia	55-64	Speaks English well or very well	0	2016	45
South Australia	65-74				64
South Australia	65-74			2000	98
South Australia	65-74		0		19
South Australia	65-74		0	2000	145
South Australia	65-74		0	2005	3
South Australia	65-74		0	2010	3
South Australia	65-74		1		828
South Australia	65-74		1	2000	34078
South Australia	65-74		1	2005	343
South Australia	65-74		1	2010	335
South Australia	65-74		1	2011	65
South Australia	65-74		1	2012	52
South Australia	65-74		1	2013	69
South Australia	65-74		1	2014	44
South Australia	65-74		1	2015	62
South Australia	65-74		1	2016	17
South Australia	65-74	Speaks English not well or not at all	0		229
South Australia	65-74	Speaks English not well or not at all	0	2000	2747
South Australia	65-74	Speaks English not well or not at all	0	2005	233
South Australia	65-74	Speaks English not well or not at all	0	2010	307
South Australia	65-74	Speaks English not well or not at all	0	2011	81
South Australia	65-74	Speaks English not well or not at all	0	2012	72
South Australia	65-74	Speaks English not well or not at all	0	2013	86
South Australia	65-74	Speaks English not well or not at all	0	2014	77
South Australia	65-74	Speaks English not well or not at all	0	2015	107
South Australia	65-74	Speaks English not well or not at all	0	2016	84
South Australia	65-74	Speaks English well or very well	0		296
South Australia	65-74	Speaks English well or very well	0	2000	12103
South Australia	65-74	Speaks English well or very well	0	2005	172
South Australia	65-74	Speaks English well or very well	0	2010	127
South Australia	65-74	Speaks English well or very well	0	2011	34
South Australia	65-74	Speaks English well or very well	0	2012	22
South Australia	65-74	Speaks English well or very well	0	2013	32
South Australia	65-74	Speaks English well or very well	0	2014	13
South Australia	65-74	Speaks English well or very well	0	2015	29
South Australia	65-74	Speaks English well or very well	0	2016	29
South Australia	75-84				94
South Australia	75-84			2000	173
South Australia	75-84		0		21
South Australia	75-84		0	2000	141
South Australia	75-84		1		666
South Australia	75-84		1	2000	19321
South Australia	75-84		1	2005	211
South Australia	75-84		1	2010	112
South Australia	75-84		1	2011	23
South Australia	75-84		1	2012	15
South Australia	75-84		1	2013	14
South Australia	75-84		1	2014	9
South Australia	75-84		1	2015	19
South Australia	75-84		1	2016	6
South Australia	75-84	Speaks English not well or not at all	0		239
South Australia	75-84	Speaks English not well or not at all	0	2000	4414
South Australia	75-84	Speaks English not well or not at all	0	2005	118
South Australia	75-84	Speaks English not well or not at all	0	2010	126
South Australia	75-84	Speaks English not well or not at all	0	2011	37
South Australia	75-84	Speaks English not well or not at all	0	2012	24
South Australia	75-84	Speaks English not well or not at all	0	2013	21
South Australia	75-84	Speaks English not well or not at all	0	2014	25
South Australia	75-84	Speaks English not well or not at all	0	2015	15
South Australia	75-84	Speaks English not well or not at all	0	2016	21
South Australia	75-84	Speaks English well or very well	0		275
South Australia	75-84	Speaks English well or very well	0	2000	9409
South Australia	75-84	Speaks English well or very well	0	2005	49
South Australia	75-84	Speaks English well or very well	0	2010	45
South Australia	75-84	Speaks English well or very well	0	2011	15
South Australia	75-84	Speaks English well or very well	0	2012	4
South Australia	75-84	Speaks English well or very well	0	2014	7
South Australia	75-84	Speaks English well or very well	0	2015	5
South Australia	75-84	Speaks English well or very well	0	2016	5
South Australia	85+				98
South Australia	85+			2000	76
South Australia	85+		0		21
South Australia	85+		0	2000	57
South Australia	85+		1		613
South Australia	85+		1	2000	7348
South Australia	85+		1	2005	56
South Australia	85+		1	2010	32
South Australia	85+		1	2011	6
South Australia	85+		1	2012	9
South Australia	85+		1	2014	4
South Australia	85+	Speaks English not well or not at all	0		240
South Australia	85+	Speaks English not well or not at all	0	2000	2525
South Australia	85+	Speaks English not well or not at all	0	2005	29
South Australia	85+	Speaks English not well or not at all	0	2010	36
South Australia	85+	Speaks English not well or not at all	0	2011	3
South Australia	85+	Speaks English not well or not at all	0	2013	8
South Australia	85+	Speaks English not well or not at all	0	2014	3
South Australia	85+	Speaks English well or very well	0		230
South Australia	85+	Speaks English well or very well	0	2000	3469
South Australia	85+	Speaks English well or very well	0	2005	15
South Australia	85+	Speaks English well or very well	0	2010	19
South Australia	85+	Speaks English well or very well	0	2011	5
South Australia	85+	Speaks English well or very well	0	2015	3
Western Australia	0-14				46
Western Australia	0-14			2005	3
Western Australia	0-14			2010	19
Western Australia	0-14			2011	3
Western Australia	0-14			2012	13
Western Australia	0-14			2013	9
Western Australia	0-14			2014	10
Western Australia	0-14			2015	18
Western Australia	0-14			2016	22
Western Australia	0-14		0		37
Western Australia	0-14		0	2005	10
Western Australia	0-14		0	2010	44
Western Australia	0-14		0	2011	4
Western Australia	0-14		0	2012	14
Western Australia	0-14		0	2013	23
Western Australia	0-14		0	2014	24
Western Australia	0-14		0	2015	38
Western Australia	0-14		0	2016	29
Western Australia	0-14		1		1208
Western Australia	0-14		1	2005	2378
Western Australia	0-14		1	2010	11249
Western Australia	0-14		1	2011	3379
Western Australia	0-14		1	2012	4138
Western Australia	0-14		1	2013	3167
Western Australia	0-14		1	2014	2438
Western Australia	0-14		1	2015	1984
Western Australia	0-14		1	2016	979
Western Australia	0-14	Speaks English not well or not at all	0		402
Western Australia	0-14	Speaks English not well or not at all	0	2005	9
Western Australia	0-14	Speaks English not well or not at all	0	2010	86
Western Australia	0-14	Speaks English not well or not at all	0	2011	63
Western Australia	0-14	Speaks English not well or not at all	0	2012	159
Western Australia	0-14	Speaks English not well or not at all	0	2013	327
Western Australia	0-14	Speaks English not well or not at all	0	2014	546
Western Australia	0-14	Speaks English not well or not at all	0	2015	965
Western Australia	0-14	Speaks English not well or not at all	0	2016	907
Western Australia	0-14	Speaks English well or very well	0		744
Western Australia	0-14	Speaks English well or very well	0	2005	871
Western Australia	0-14	Speaks English well or very well	0	2010	7623
Western Australia	0-14	Speaks English well or very well	0	2011	2390
Western Australia	0-14	Speaks English well or very well	0	2012	3135
Western Australia	0-14	Speaks English well or very well	0	2013	3097
Western Australia	0-14	Speaks English well or very well	0	2014	2551
Western Australia	0-14	Speaks English well or very well	0	2015	2235
Western Australia	0-14	Speaks English well or very well	0	2016	965
Western Australia	15-24				244
Western Australia	15-24			2000	6
Western Australia	15-24			2005	10
Western Australia	15-24			2010	19
Western Australia	15-24			2011	3
Western Australia	15-24			2013	8
Western Australia	15-24			2014	11
Western Australia	15-24			2016	6
Western Australia	15-24		0		16
Western Australia	15-24		0	2000	16
Western Australia	15-24		0	2005	33
Western Australia	15-24		0	2010	80
Western Australia	15-24		0	2011	17
Western Australia	15-24		0	2012	20
Western Australia	15-24		0	2013	24
Western Australia	15-24		0	2014	16
Western Australia	15-24		0	2015	30
Western Australia	15-24		0	2016	25
Western Australia	15-24		1		1172
Western Australia	15-24		1	2000	4738
Western Australia	15-24		1	2005	9998
Western Australia	15-24		1	2010	11463
Western Australia	15-24		1	2011	1950
Western Australia	15-24		1	2012	2204
Western Australia	15-24		1	2013	1599
Western Australia	15-24		1	2014	1477
Western Australia	15-24		1	2015	1429
Western Australia	15-24		1	2016	966
Western Australia	15-24	Speaks English not well or not at all	0		416
Western Australia	15-24	Speaks English not well or not at all	0	2000	13
Western Australia	15-24	Speaks English not well or not at all	0	2005	82
Western Australia	15-24	Speaks English not well or not at all	0	2010	167
Western Australia	15-24	Speaks English not well or not at all	0	2011	94
Western Australia	15-24	Speaks English not well or not at all	0	2012	154
Western Australia	15-24	Speaks English not well or not at all	0	2013	295
Western Australia	15-24	Speaks English not well or not at all	0	2014	476
Western Australia	15-24	Speaks English not well or not at all	0	2015	786
Western Australia	15-24	Speaks English not well or not at all	0	2016	649
Western Australia	15-24	Speaks English well or very well	0		1264
Western Australia	15-24	Speaks English well or very well	0	2000	1672
Western Australia	15-24	Speaks English well or very well	0	2005	4664
Western Australia	15-24	Speaks English well or very well	0	2010	10568
Western Australia	15-24	Speaks English well or very well	0	2011	2410
Western Australia	15-24	Speaks English well or very well	0	2012	2892
Western Australia	15-24	Speaks English well or very well	0	2013	3068
Western Australia	15-24	Speaks English well or very well	0	2014	3560
Western Australia	15-24	Speaks English well or very well	0	2015	4492
Western Australia	15-24	Speaks English well or very well	0	2016	3023
Western Australia	25-34				629
Western Australia	25-34			2000	28
Western Australia	25-34			2005	7
Western Australia	25-34			2010	27
Western Australia	25-34			2012	13
Western Australia	25-34			2013	14
Western Australia	25-34			2014	9
Western Australia	25-34			2015	5
Western Australia	25-34			2016	4
Western Australia	25-34		0		40
Western Australia	25-34		0	2000	39
Western Australia	25-34		0	2005	49
Western Australia	25-34		0	2010	149
Western Australia	25-34		0	2011	27
Western Australia	25-34		0	2012	53
Western Australia	25-34		0	2013	51
Western Australia	25-34		0	2014	38
Western Australia	25-34		0	2015	25
Western Australia	25-34		0	2016	22
Western Australia	25-34		1		1586
Western Australia	25-34		1	2000	17197
Western Australia	25-34		1	2005	6239
Western Australia	25-34		1	2010	13598
Western Australia	25-34		1	2011	5107
Western Australia	25-34		1	2012	5853
Western Australia	25-34		1	2013	3904
Western Australia	25-34		1	2014	2836
Western Australia	25-34		1	2015	2261
Western Australia	25-34		1	2016	1090
Western Australia	25-34	Speaks English not well or not at all	0		655
Western Australia	25-34	Speaks English not well or not at all	0	2000	74
Western Australia	25-34	Speaks English not well or not at all	0	2005	384
Western Australia	25-34	Speaks English not well or not at all	0	2010	1589
Western Australia	25-34	Speaks English not well or not at all	0	2011	463
Western Australia	25-34	Speaks English not well or not at all	0	2012	722
Western Australia	25-34	Speaks English not well or not at all	0	2013	973
Western Australia	25-34	Speaks English not well or not at all	0	2014	998
Western Australia	25-34	Speaks English not well or not at all	0	2015	1235
Western Australia	25-34	Speaks English not well or not at all	0	2016	775
Western Australia	25-34	Speaks English well or very well	0		1690
Western Australia	25-34	Speaks English well or very well	0	2000	7052
Western Australia	25-34	Speaks English well or very well	0	2005	8455
Western Australia	25-34	Speaks English well or very well	0	2010	24080
Western Australia	25-34	Speaks English well or very well	0	2011	4853
Western Australia	25-34	Speaks English well or very well	0	2012	6080
Western Australia	25-34	Speaks English well or very well	0	2013	6412
Western Australia	25-34	Speaks English well or very well	0	2014	6251
Western Australia	25-34	Speaks English well or very well	0	2015	5631
Western Australia	25-34	Speaks English well or very well	0	2016	3160
Western Australia	35-44				442
Western Australia	35-44			2000	37
Western Australia	35-44			2005	13
Western Australia	35-44			2010	26
Western Australia	35-44			2011	3
Western Australia	35-44			2012	7
Western Australia	35-44			2013	8
Western Australia	35-44			2014	3
Western Australia	35-44			2015	8
Western Australia	35-44		0		30
Western Australia	35-44		0	2000	75
Western Australia	35-44		0	2005	84
Western Australia	35-44		0	2010	124
Western Australia	35-44		0	2011	33
Western Australia	35-44		0	2012	33
Western Australia	35-44		0	2013	25
Western Australia	35-44		0	2014	19
Western Australia	35-44		0	2015	15
Western Australia	35-44		0	2016	12
Western Australia	35-44		1		1481
Western Australia	35-44		1	2000	28001
Western Australia	35-44		1	2005	8852
Western Australia	35-44		1	2010	13913
Western Australia	35-44		1	2011	3064
Western Australia	35-44		1	2012	3376
Western Australia	35-44		1	2013	2131
Western Australia	35-44		1	2014	1517
Western Australia	35-44		1	2015	1098
Western Australia	35-44		1	2016	502
Western Australia	35-44	Speaks English not well or not at all	0		287
Western Australia	35-44	Speaks English not well or not at all	0	2000	758
Western Australia	35-44	Speaks English not well or not at all	0	2005	854
Western Australia	35-44	Speaks English not well or not at all	0	2010	2515
Western Australia	35-44	Speaks English not well or not at all	0	2011	379
Western Australia	35-44	Speaks English not well or not at all	0	2012	564
Western Australia	35-44	Speaks English not well or not at all	0	2013	546
Western Australia	35-44	Speaks English not well or not at all	0	2014	408
Western Australia	35-44	Speaks English not well or not at all	0	2015	457
Western Australia	35-44	Speaks English not well or not at all	0	2016	255
Western Australia	35-44	Speaks English well or very well	0		890
Western Australia	35-44	Speaks English well or very well	0	2000	12251
Western Australia	35-44	Speaks English well or very well	0	2005	9996
Western Australia	35-44	Speaks English well or very well	0	2010	20992
Western Australia	35-44	Speaks English well or very well	0	2011	3641
Western Australia	35-44	Speaks English well or very well	0	2012	4673
Western Australia	35-44	Speaks English well or very well	0	2013	3567
Western Australia	35-44	Speaks English well or very well	0	2014	2830
Western Australia	35-44	Speaks English well or very well	0	2015	2270
Western Australia	35-44	Speaks English well or very well	0	2016	1019
Western Australia	45-54				367
Western Australia	45-54			2000	74
Western Australia	45-54			2005	14
Western Australia	45-54			2010	19
Western Australia	45-54			2011	4
Western Australia	45-54			2012	4
Western Australia	45-54			2013	3
Western Australia	45-54			2014	4
Western Australia	45-54			2015	3
Western Australia	45-54		0		24
Western Australia	45-54		0	2000	115
Western Australia	45-54		0	2005	58
Western Australia	45-54		0	2010	90
Western Australia	45-54		0	2011	8
Western Australia	45-54		0	2012	17
Western Australia	45-54		0	2013	8
Western Australia	45-54		0	2014	6
Western Australia	45-54		0	2015	3
Western Australia	45-54		0	2016	3
Western Australia	45-54		1		1882
Western Australia	45-54		1	2000	56325
Western Australia	45-54		1	2005	10744
Western Australia	45-54		1	2010	12665
Western Australia	45-54		1	2011	2133
Western Australia	45-54		1	2012	2185
Western Australia	45-54		1	2013	1295
Western Australia	45-54		1	2014	845
Western Australia	45-54		1	2015	558
Western Australia	45-54		1	2016	252
Western Australia	45-54	Speaks English not well or not at all	0		354
Western Australia	45-54	Speaks English not well or not at all	0	2000	2130
Western Australia	45-54	Speaks English not well or not at all	0	2005	882
Western Australia	45-54	Speaks English not well or not at all	0	2010	1818
Western Australia	45-54	Speaks English not well or not at all	0	2011	261
Western Australia	45-54	Speaks English not well or not at all	0	2012	340
Western Australia	45-54	Speaks English not well or not at all	0	2013	310
Western Australia	45-54	Speaks English not well or not at all	0	2014	255
Western Australia	45-54	Speaks English not well or not at all	0	2015	232
Western Australia	45-54	Speaks English not well or not at all	0	2016	234
Western Australia	45-54	Speaks English well or very well	0		584
Western Australia	45-54	Speaks English well or very well	0	2000	16162
Western Australia	45-54	Speaks English well or very well	0	2005	5799
Western Australia	45-54	Speaks English well or very well	0	2010	9861
Western Australia	45-54	Speaks English well or very well	0	2011	1406
Western Australia	45-54	Speaks English well or very well	0	2012	1637
Western Australia	45-54	Speaks English well or very well	0	2013	1068
Western Australia	45-54	Speaks English well or very well	0	2014	655
Western Australia	45-54	Speaks English well or very well	0	2015	592
Western Australia	45-54	Speaks English well or very well	0	2016	255
Western Australia	55-64				194
Western Australia	55-64			2000	86
Western Australia	55-64			2005	7
Western Australia	55-64			2010	6
Western Australia	55-64			2012	3
Western Australia	55-64			2014	3
Western Australia	55-64		0		27
Western Australia	55-64		0	2000	159
Western Australia	55-64		0	2005	11
Western Australia	55-64		0	2010	16
Western Australia	55-64		0	2011	7
Western Australia	55-64		0	2012	4
Western Australia	55-64		0	2013	3
Western Australia	55-64		0	2014	3
Western Australia	55-64		0	2015	3
Western Australia	55-64		1		1547
Western Australia	55-64		1	2000	62891
Western Australia	55-64		1	2005	4435
Western Australia	55-64		1	2010	3917
Western Australia	55-64		1	2011	720
Western Australia	55-64		1	2012	682
Western Australia	55-64		1	2013	457
Western Australia	55-64		1	2014	314
Western Australia	55-64		1	2015	279
Western Australia	55-64		1	2016	143
Western Australia	55-64	Speaks English not well or not at all	0		532
Western Australia	55-64	Speaks English not well or not at all	0	2000	3318
Western Australia	55-64	Speaks English not well or not at all	0	2005	592
Western Australia	55-64	Speaks English not well or not at all	0	2010	737
Western Australia	55-64	Speaks English not well or not at all	0	2011	191
Western Australia	55-64	Speaks English not well or not at all	0	2012	250
Western Australia	55-64	Speaks English not well or not at all	0	2013	220
Western Australia	55-64	Speaks English not well or not at all	0	2014	216
Western Australia	55-64	Speaks English not well or not at all	0	2015	223
Western Australia	55-64	Speaks English not well or not at all	0	2016	272
Western Australia	55-64	Speaks English well or very well	0		493
Western Australia	55-64	Speaks English well or very well	0	2000	18553
Western Australia	55-64	Speaks English well or very well	0	2005	2224
Western Australia	55-64	Speaks English well or very well	0	2010	1973
Western Australia	55-64	Speaks English well or very well	0	2011	289
Western Australia	55-64	Speaks English well or very well	0	2012	284
Western Australia	55-64	Speaks English well or very well	0	2013	247
Western Australia	55-64	Speaks English well or very well	0	2014	177
Western Australia	55-64	Speaks English well or very well	0	2015	185
Western Australia	55-64	Speaks English well or very well	0	2016	112
Western Australia	65-74				124
Western Australia	65-74			2000	145
Western Australia	65-74			2005	3
Western Australia	65-74			2010	3
Western Australia	65-74		0		21
Western Australia	65-74		0	2000	147
Western Australia	65-74		0	2005	5
Western Australia	65-74		0	2010	5
Western Australia	65-74		1		1285
Western Australia	65-74		1	2000	55681
Western Australia	65-74		1	2005	1538
Western Australia	65-74		1	2010	1410
Western Australia	65-74		1	2011	264
Western Australia	65-74		1	2012	249
Western Australia	65-74		1	2013	193
Western Australia	65-74		1	2014	176
Western Australia	65-74		1	2015	168
Western Australia	65-74		1	2016	87
Western Australia	65-74	Speaks English not well or not at all	0		268
Western Australia	65-74	Speaks English not well or not at all	0	2000	2992
Western Australia	65-74	Speaks English not well or not at all	0	2005	273
Western Australia	65-74	Speaks English not well or not at all	0	2010	378
Western Australia	65-74	Speaks English not well or not at all	0	2011	96
Western Australia	65-74	Speaks English not well or not at all	0	2012	103
Western Australia	65-74	Speaks English not well or not at all	0	2013	97
Western Australia	65-74	Speaks English not well or not at all	0	2014	87
Western Australia	65-74	Speaks English not well or not at all	0	2015	99
Western Australia	65-74	Speaks English not well or not at all	0	2016	124
Western Australia	65-74	Speaks English well or very well	0		362
Western Australia	65-74	Speaks English well or very well	0	2000	15190
Western Australia	65-74	Speaks English well or very well	0	2005	475
Western Australia	65-74	Speaks English well or very well	0	2010	425
Western Australia	65-74	Speaks English well or very well	0	2011	81
Western Australia	65-74	Speaks English well or very well	0	2012	82
Western Australia	65-74	Speaks English well or very well	0	2013	79
Western Australia	65-74	Speaks English well or very well	0	2014	94
Western Australia	65-74	Speaks English well or very well	0	2015	71
Western Australia	65-74	Speaks English well or very well	0	2016	64
Western Australia	75-84				157
Western Australia	75-84			2000	199
Western Australia	75-84			2005	3
Western Australia	75-84			2010	3
Western Australia	75-84		0		25
Western Australia	75-84		0	2000	123
Western Australia	75-84		0	2005	3
Western Australia	75-84		1		1021
Western Australia	75-84		1	2000	27349
Western Australia	75-84		1	2005	909
Western Australia	75-84		1	2010	650
Western Australia	75-84		1	2011	79
Western Australia	75-84		1	2012	68
Western Australia	75-84		1	2013	68
Western Australia	75-84		1	2014	67
Western Australia	75-84		1	2015	59
Western Australia	75-84		1	2016	30
Western Australia	75-84	Speaks English not well or not at all	0		203
Western Australia	75-84	Speaks English not well or not at all	0	2000	3177
Western Australia	75-84	Speaks English not well or not at all	0	2005	173
Western Australia	75-84	Speaks English not well or not at all	0	2010	181
Western Australia	75-84	Speaks English not well or not at all	0	2011	19
Western Australia	75-84	Speaks English not well or not at all	0	2012	32
Western Australia	75-84	Speaks English not well or not at all	0	2013	29
Western Australia	75-84	Speaks English not well or not at all	0	2014	22
Western Australia	75-84	Speaks English not well or not at all	0	2015	35
Western Australia	75-84	Speaks English not well or not at all	0	2016	23
Western Australia	75-84	Speaks English well or very well	0		290
Western Australia	75-84	Speaks English well or very well	0	2000	8440
Western Australia	75-84	Speaks English well or very well	0	2005	180
Western Australia	75-84	Speaks English well or very well	0	2010	144
Western Australia	75-84	Speaks English well or very well	0	2011	24
Western Australia	75-84	Speaks English well or very well	0	2012	19
Western Australia	75-84	Speaks English well or very well	0	2013	21
Western Australia	75-84	Speaks English well or very well	0	2014	34
Western Australia	75-84	Speaks English well or very well	0	2015	26
Western Australia	75-84	Speaks English well or very well	0	2016	6
Western Australia	85+				217
Western Australia	85+			2000	121
Western Australia	85+			2005	3
Western Australia	85+			2010	4
Western Australia	85+		0		31
Western Australia	85+		0	2000	60
Western Australia	85+		1		868
Western Australia	85+		1	2000	8912
Western Australia	85+		1	2005	249
Western Australia	85+		1	2010	152
Western Australia	85+		1	2011	23
Western Australia	85+		1	2012	15
Western Australia	85+		1	2013	16
Western Australia	85+		1	2014	13
Western Australia	85+		1	2015	14
Western Australia	85+		1	2016	4
Western Australia	85+	Speaks English not well or not at all	0		173
Western Australia	85+	Speaks English not well or not at all	0	2000	1744
Western Australia	85+	Speaks English not well or not at all	0	2005	43
Western Australia	85+	Speaks English not well or not at all	0	2010	35
Western Australia	85+	Speaks English not well or not at all	0	2011	8
Western Australia	85+	Speaks English not well or not at all	0	2012	8
Western Australia	85+	Speaks English not well or not at all	0	2013	5
Western Australia	85+	Speaks English not well or not at all	0	2014	3
Western Australia	85+	Speaks English not well or not at all	0	2015	5
Western Australia	85+	Speaks English well or very well	0		256
Western Australia	85+	Speaks English well or very well	0	2000	2935
Western Australia	85+	Speaks English well or very well	0	2005	42
Western Australia	85+	Speaks English well or very well	0	2010	30
Western Australia	85+	Speaks English well or very well	0	2011	4
Western Australia	85+	Speaks English well or very well	0	2012	5
Western Australia	85+	Speaks English well or very well	0	2013	3
Western Australia	85+	Speaks English well or very well	0	2014	3
Western Australia	85+	Speaks English well or very well	0	2016	7
Tasmania	0-14			2015	3
Tasmania	0-14			2016	3
Tasmania	0-14		0		3
Tasmania	0-14		0	2010	3
Tasmania	0-14		0	2014	7
Tasmania	0-14		0	2015	6
Tasmania	0-14		0	2016	3
Tasmania	0-14		1		82
Tasmania	0-14		1	2005	176
Tasmania	0-14		1	2010	603
Tasmania	0-14		1	2011	137
Tasmania	0-14		1	2012	111
Tasmania	0-14		1	2013	116
Tasmania	0-14		1	2014	152
Tasmania	0-14		1	2015	101
Tasmania	0-14		1	2016	50
Tasmania	0-14	Speaks English not well or not at all	0		78
Tasmania	0-14	Speaks English not well or not at all	0	2010	5
Tasmania	0-14	Speaks English not well or not at all	0	2011	7
Tasmania	0-14	Speaks English not well or not at all	0	2012	7
Tasmania	0-14	Speaks English not well or not at all	0	2013	62
Tasmania	0-14	Speaks English not well or not at all	0	2014	70
Tasmania	0-14	Speaks English not well or not at all	0	2015	89
Tasmania	0-14	Speaks English not well or not at all	0	2016	150
Tasmania	0-14	Speaks English well or very well	0		50
Tasmania	0-14	Speaks English well or very well	0	2005	55
Tasmania	0-14	Speaks English well or very well	0	2010	322
Tasmania	0-14	Speaks English well or very well	0	2011	109
