LGA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA17000,50,74,34,28,40,10,0,236,34,60,23,28,31,13,0,184,84,67,43,30,37,11,3,278,1016,1057,571,405,517,123,44,3729,5,6,8,3,0,0,0,19,1187,1260,676,489,618,155,50,4441,4,9,3,7,4,4,0,30,15,16,10,9,6,0,0,48,7,9,4,0,6,0,0,35,202,290,136,104,127,37,8,905,6,6,0,4,0,0,0,19,226,330,156,119,150,42,8,1040,1416,1594,829,613,765,198,57,5476
LGA17040,16,33,25,11,23,7,3,119,42,63,47,12,33,3,0,204,46,67,44,18,33,15,3,221,653,808,445,244,333,48,17,2553,3,11,5,3,0,0,0,22,766,985,573,297,417,67,21,3120,7,11,3,0,3,3,0,33,14,10,11,15,12,0,0,58,6,15,18,8,8,0,0,57,92,141,103,73,88,17,8,515,3,4,4,3,0,0,0,15,119,180,142,101,114,21,8,676,884,1165,708,393,537,89,26,3795
LGA17080,21,33,21,10,13,0,0,109,23,39,12,7,14,0,0,103,37,16,18,8,19,0,0,101,533,561,348,200,225,40,7,1908,0,0,3,0,0,0,0,9,623,660,399,227,270,39,10,2229,0,4,3,0,3,0,0,10,4,8,15,10,10,0,0,42,4,9,3,3,3,0,0,18,106,141,111,56,74,9,4,500,14,4,5,3,4,0,0,34,124,167,130,74,91,11,7,604,746,824,531,301,363,58,13,2833
LGA17100,1324,1058,563,375,597,512,317,4757,134,137,103,48,69,47,22,567,135,156,76,41,74,52,15,546,386,331,186,127,200,146,70,1436,8,10,0,6,6,4,0,37,1989,1687,930,591,944,768,429,7335,78,106,91,83,162,123,88,720,26,15,19,10,12,4,6,103,8,24,8,12,17,8,5,77,35,51,40,32,35,25,7,214,7,6,3,0,3,0,0,20,153,207,158,132,224,164,108,1137,2138,1891,1086,726,1169,929,532,8475
LGA17150,1492,1408,788,545,847,601,321,6007,1253,1277,757,470,612,299,151,4812,1266,1190,617,370,505,272,148,4368,7980,8264,4556,2930,3733,1924,945,30332,33,39,11,23,15,4,0,131,12015,12178,6736,4333,5717,3099,1568,45649,93,157,121,107,158,107,68,809,161,242,164,113,149,79,48,953,89,191,121,95,146,58,23,717,563,928,747,536,761,319,184,4049,38,45,22,16,19,4,0,154,949,1558,1178,873,1233,564,324,6675,12970,13739,7915,5206,6946,3663,1889,52324
LGA17200,2354,1102,402,238,340,256,170,4857,693,381,146,85,115,61,24,1512,815,383,154,89,100,59,26,1627,1653,960,439,278,325,173,94,3916,30,10,6,6,4,0,0,57,5544,2836,1146,686,888,546,311,11967,165,218,167,120,230,187,129,1209,100,109,78,49,54,35,19,449,54,74,56,25,59,30,15,316,215,301,165,114,147,73,45,1064,38,37,13,6,11,6,3,112,573,735,469,322,496,331,222,3145,6116,3575,1620,1009,1384,879,535,15114
LGA17310,148,132,70,36,72,11,3,472,92,105,49,31,39,4,6,319,96,69,64,30,44,8,0,312,2287,2476,1446,870,1060,160,29,8328,23,21,3,0,0,0,0,53,2642,2803,1628,967,1211,183,37,9479,10,10,7,4,16,3,3,52,24,31,17,25,23,6,0,129,4,21,16,14,19,8,0,77,814,913,558,372,396,48,11,3118,29,37,18,15,9,0,0,114,881,1015,620,429,460,68,15,3486,3523,3820,2251,1399,1673,253,54,12967
LGA17350,16,19,3,3,9,0,0,45,4,4,6,4,3,0,0,22,5,8,7,4,0,0,0,22,270,290,161,102,135,18,5,989,0,3,0,0,0,0,0,7,295,323,172,116,147,22,5,1083,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,10,0,0,3,0,3,0,0,7,48,64,45,26,41,3,0,227,4,5,0,0,0,0,0,12,50,76,52,35,43,5,0,261,343,397,223,152,189,27,4,1344
LGA17400,8,3,0,0,3,0,0,18,4,15,10,3,0,0,0,27,9,13,7,5,4,0,0,33,154,203,131,90,111,12,4,702,5,3,3,0,0,0,0,11,178,232,149,98,122,14,0,790,3,3,0,0,0,0,0,11,0,12,3,0,3,0,0,21,0,3,3,0,3,0,0,13,54,86,46,42,39,8,0,275,7,0,0,0,0,0,0,12,63,103,56,42,49,6,3,324,247,336,203,139,167,16,8,1117
LGA17420,3685,4271,2264,1436,2135,1602,877,16273,760,962,602,356,482,244,128,3535,794,853,430,306,409,220,105,3114,3726,4812,2850,1843,2364,1218,519,17330,31,36,19,14,11,4,0,107,8993,10926,6163,3959,5404,3290,1630,40367,126,242,178,148,265,188,116,1262,71,114,91,74,96,48,18,510,31,92,63,52,74,36,26,370,225,420,360,262,348,158,72,1844,11,25,12,12,12,9,0,72,466,890,712,541,785,433,232,4058,9457,11814,6872,4499,6190,3723,1868,44421
LGA17550,287,326,173,109,158,38,12,1106,367,370,203,118,156,33,14,1258,343,363,159,111,135,46,8,1166,2653,2746,1543,1019,1356,368,127,9805,22,16,8,9,5,0,0,69,3665,3826,2084,1361,1811,484,165,13404,16,53,41,30,41,16,7,205,102,133,88,55,77,24,10,482,41,69,70,34,70,14,4,310,558,896,603,407,577,153,53,3253,22,31,25,20,8,3,0,108,742,1182,823,555,776,208,77,4360,4408,5008,2906,1914,2587,695,241,17760
LGA17620,37,37,21,7,17,0,0,118,30,28,18,6,10,0,0,93,34,22,14,5,6,4,0,94,551,685,400,224,280,37,3,2180,6,4,5,0,3,0,0,23,666,776,460,245,315,43,3,2508,3,3,0,0,4,0,0,8,0,4,3,3,3,0,0,12,0,7,3,3,3,0,0,10,99,162,106,61,77,11,3,517,0,4,0,3,0,0,0,7,106,180,110,63,90,11,3,564,773,950,564,317,402,53,4,3069
LGA17640,12,6,3,3,3,3,3,32,16,9,8,5,3,0,0,41,21,16,12,7,11,3,0,70,313,280,213,113,141,24,6,1092,0,4,5,0,0,0,0,5,354,324,238,126,158,30,10,1246,0,0,0,0,0,0,0,3,3,3,3,3,4,0,0,20,3,3,5,0,3,0,0,13,38,48,35,32,29,3,0,186,5,3,0,0,0,0,0,6,52,60,46,37,36,6,0,231,407,380,289,164,199,33,8,1476
LGA17650,0,5,4,3,0,0,0,18,3,13,10,3,11,0,0,48,5,13,15,8,6,0,0,48,230,262,158,101,112,33,5,903,7,0,0,0,0,0,0,12,249,297,197,113,135,33,4,1025,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,15,0,0,3,3,0,3,0,7,35,71,58,28,27,4,0,221,0,3,0,3,5,0,0,10,38,76,68,32,32,8,0,257,282,371,260,148,170,39,9,1285
LGA17750,363,357,175,103,131,44,12,1191,119,143,78,49,54,14,6,455,132,107,50,46,51,9,0,389,2540,2605,1435,967,1190,267,83,9092,13,11,4,6,5,0,0,41,3158,3225,1743,1178,1427,333,97,11170,35,45,23,13,19,10,5,154,45,45,17,8,26,8,0,159,8,24,12,9,15,0,3,78,634,791,447,355,441,61,20,2757,33,24,18,7,3,0,0,86,769,929,521,399,513,80,29,3237,3924,4154,2260,1572,1938,415,135,14404
LGA17850,5,4,0,3,5,0,0,21,3,0,0,0,0,0,0,10,9,9,6,0,0,0,0,21,118,119,53,43,60,4,3,406,0,0,0,0,0,0,0,0,139,129,57,48,60,8,3,453,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,10,32,26,10,6,3,0,87,3,0,0,0,0,0,0,4,13,29,30,11,16,3,0,104,161,163,86,54,76,14,3,554
LGA17900,14,16,4,0,4,0,0,33,5,13,3,3,0,0,0,30,12,5,0,0,3,0,0,18,176,215,118,29,36,3,4,584,4,4,0,0,0,0,0,9,214,251,131,35,44,3,4,674,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,128,146,77,36,40,3,0,430,0,8,6,3,0,0,0,22,135,158,85,39,43,6,0,468,351,408,215,74,79,12,4,1142
LGA17950,0,8,0,0,3,0,0,12,0,0,0,0,0,0,0,4,10,6,3,0,0,0,0,15,142,131,69,21,25,5,0,383,0,0,0,0,0,0,0,0,147,142,70,25,28,3,0,416,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,28,39,20,11,21,3,0,123,0,0,0,0,0,0,0,3,36,36,22,16,20,4,0,138,180,181,93,39,42,8,0,556
LGA18020,9,10,3,0,4,0,0,31,9,9,11,10,8,0,0,47,10,31,10,7,5,3,0,58,294,337,204,122,146,27,6,1128,0,0,3,0,0,0,0,11,324,383,226,135,165,31,6,1273,0,0,0,0,0,0,0,8,3,3,0,0,4,3,0,16,0,8,0,0,0,0,0,12,91,132,76,76,53,12,3,438,0,3,4,0,0,0,0,10,96,147,85,74,58,13,3,481,414,530,304,210,224,44,5,1746
LGA18050,1115,925,409,254,349,202,128,3385,602,484,242,133,144,81,43,1737,523,428,206,118,138,77,43,1534,1270,1078,545,317,386,206,121,3929,26,16,3,3,0,3,0,48,3544,2937,1405,823,1020,567,342,10641,43,104,68,48,83,45,32,426,40,75,51,21,35,20,15,267,24,62,25,33,38,25,4,216,68,146,88,57,84,43,38,526,3,9,4,0,0,3,0,23,181,396,235,166,244,143,91,1452,3719,3335,1639,984,1264,708,440,12093
LGA18100,4,3,0,0,0,0,0,10,3,6,3,0,4,0,0,10,3,11,0,3,6,0,0,24,133,144,97,47,55,12,0,483,3,0,0,0,0,0,0,8,144,163,102,56,59,11,0,527,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,19,33,20,10,22,3,0,107,0,0,0,0,0,0,0,0,24,35,22,10,21,3,0,118,162,197,121,61,81,16,0,644
LGA18200,9,0,0,3,0,3,0,18,6,4,3,0,5,0,0,23,5,9,3,3,0,0,0,22,298,301,173,88,130,20,5,1016,0,0,0,3,3,0,0,8,319,316,182,96,136,29,5,1088,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,7,0,0,3,0,0,0,0,9,57,80,40,26,32,12,0,242,5,11,7,6,0,0,0,37,67,97,55,32,33,12,3,294,380,416,238,132,178,33,8,1385
LGA18230,177,148,65,43,49,19,7,505,80,65,29,21,37,8,3,249,78,72,33,21,32,3,0,239,2081,2097,1163,714,894,148,29,7127,9,12,8,3,4,0,0,35,2434,2396,1301,807,1008,173,36,8156,4,13,14,6,14,0,0,59,20,22,16,16,19,3,0,94,17,17,11,3,5,0,0,61,747,864,428,291,350,58,20,2747,31,29,19,9,6,0,3,94,818,948,484,317,396,59,23,3056,3249,3341,1789,1128,1408,231,59,11205
LGA18250,1998,1946,816,450,671,470,256,6607,393,488,283,135,204,124,61,1689,546,570,259,136,190,97,53,1851,1422,1542,880,489,641,335,214,5523,21,13,13,7,3,0,4,59,4378,4560,2254,1225,1709,1017,592,15732,107,220,165,120,205,175,115,1114,37,42,40,35,39,31,17,238,26,61,28,29,31,21,11,198,38,120,96,62,98,57,29,500,4,11,6,3,3,0,5,31,214,451,334,242,372,282,172,2075,4599,5009,2592,1464,2082,1300,764,17806
LGA18350,105,125,78,67,69,27,8,491,145,205,123,83,106,25,7,692,153,189,97,71,78,16,5,613,1480,1756,992,634,761,166,61,5841,7,17,10,3,0,0,0,45,1893,2299,1297,860,1017,234,81,7671,3,7,12,17,16,9,3,76,37,61,43,39,71,12,0,262,13,30,35,20,43,0,3,143,237,331,251,188,246,54,13,1322,7,13,0,8,9,0,0,40,298,448,342,271,386,84,21,1844,2190,2745,1637,1127,1397,318,106,9519
LGA18400,92,140,93,53,75,47,20,521,185,240,138,113,128,44,20,867,154,204,105,80,92,38,12,681,2279,2472,1427,907,1075,339,162,8662,16,26,12,7,6,0,0,64,2728,3078,1775,1150,1375,471,214,10797,4,13,15,8,11,5,3,60,32,44,24,25,34,5,5,172,14,24,21,5,22,9,0,101,293,375,243,162,233,60,18,1387,19,19,4,10,3,0,0,55,363,475,309,206,308,85,33,1772,3093,3549,2086,1356,1683,559,244,12565
LGA18450,1300,1354,666,443,676,386,219,5044,855,915,521,363,517,237,129,3533,830,874,508,297,432,199,94,3238,6557,6560,3656,2228,2865,1211,543,23624,48,69,30,16,13,5,3,177,9598,9767,5373,3351,4513,2032,979,35616,76,172,134,102,198,108,62,854,178,245,170,140,229,84,34,1073,74,125,101,78,114,61,35,590,1250,1640,1047,734,948,331,144,6097,69,62,43,33,30,9,3,244,1648,2244,1498,1085,1520,586,274,8854,11246,12013,6872,4434,6031,2622,1259,44471
LGA18500,585,644,309,218,273,149,120,2298,393,380,205,127,160,83,58,1407,360,373,183,106,125,75,36,1255,990,938,540,320,424,264,159,3632,6,6,4,4,3,3,0,29,2334,2347,1240,765,981,572,380,8628,41,90,58,34,58,48,34,374,38,62,58,33,50,23,15,279,23,47,26,11,21,15,13,161,43,118,94,62,92,60,41,519,8,7,3,3,0,0,0,25,159,320,248,144,228,156,103,1352,2489,2668,1486,911,1205,728,485,9977
LGA18710,29,35,23,14,30,4,0,136,63,58,45,33,30,8,0,236,43,66,39,29,27,10,5,220,690,818,470,295,384,100,36,2800,11,3,3,0,3,0,0,21,836,987,580,361,471,122,50,3410,4,3,3,0,7,3,0,17,7,17,12,11,10,4,0,67,3,9,6,3,8,0,0,32,82,98,79,56,59,12,9,398,0,3,0,0,3,0,0,5,101,127,108,67,86,12,9,515,939,1119,690,430,558,141,61,3930
LGA19399,3,3,0,0,0,0,0,7,6,0,0,0,0,0,0,6,7,3,0,0,0,0,0,10,35,52,19,4,5,0,0,122,0,0,0,0,0,0,0,3,52,61,23,7,5,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,9,56,62,22,7,5,3,0,155
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,27,25,9,5,13,3,0,88,24,46,30,16,25,3,0,146,37,38,22,15,24,7,3,145,327,407,249,137,217,40,8,1387,0,4,0,0,0,0,0,6,417,523,312,176,282,49,16,1778,3,10,3,3,3,0,0,20,6,12,10,11,6,0,3,53,3,6,9,0,0,3,0,17,45,99,64,45,64,15,0,336,12,7,5,0,3,0,0,25,68,133,90,56,80,16,3,458,489,658,406,237,359,73,19,2233
LGA20260,27,33,22,12,5,0,0,106,13,19,8,0,4,3,0,54,20,23,7,9,6,0,0,64,361,361,236,124,183,32,9,1305,0,3,3,0,0,0,0,7,427,432,277,148,205,33,5,1535,3,9,4,0,0,0,0,11,3,9,11,9,4,0,0,32,0,3,6,0,3,3,0,17,80,124,62,53,62,9,7,388,0,6,3,3,0,0,0,11,83,144,77,67,68,12,7,459,511,576,354,207,280,52,14,1993
LGA20570,423,340,186,108,131,59,22,1264,229,245,136,84,125,30,7,860,244,219,112,78,92,33,9,791,4040,3924,2154,1285,1741,612,238,13987,26,22,17,14,11,0,0,86,4966,4744,2596,1566,2103,738,274,16990,32,59,38,31,36,11,9,215,64,84,51,50,60,21,9,337,17,45,27,18,30,12,8,163,942,1257,796,504,749,227,68,4536,45,38,23,16,14,0,0,144,1100,1488,939,617,890,269,90,5388,6068,6230,3533,2182,2992,1002,364,22378
LGA20660,1496,1247,592,350,551,390,234,4869,689,664,326,195,272,197,112,2450,662,556,252,153,197,125,84,2032,3838,3802,2043,1273,1796,1095,544,14393,31,17,13,3,5,0,0,66,6719,6285,3229,1977,2820,1814,975,23808,120,152,113,78,128,104,68,775,53,130,90,57,80,51,26,482,44,44,49,40,65,46,28,319,301,589,410,314,436,242,126,2422,22,32,13,16,7,8,3,97,537,948,687,502,722,452,248,4100,7256,7232,3909,2483,3542,2267,1223,27912
LGA20740,67,58,32,22,36,6,0,230,100,110,48,28,42,9,4,345,86,93,44,28,33,3,0,295,974,1039,574,359,482,113,22,3571,10,8,10,0,3,0,0,30,1241,1306,714,447,597,144,29,4467,8,7,14,6,11,3,0,55,26,44,19,22,13,10,0,132,11,40,13,16,17,7,0,94,236,342,218,155,190,45,9,1190,17,17,13,3,5,0,0,58,299,445,274,204,246,64,10,1540,1539,1752,992,644,842,202,36,6003
LGA20830,103,120,62,52,65,23,9,436,134,161,77,44,78,17,9,523,97,133,76,56,75,25,6,455,1934,2109,1101,695,933,326,103,7204,7,12,9,9,3,0,0,34,2275,2520,1325,853,1149,398,117,8652,9,17,12,4,25,8,3,77,25,37,25,18,21,10,5,147,20,19,10,12,19,11,5,95,341,500,311,211,325,94,17,1785,17,13,5,0,4,0,0,44,405,590,368,249,397,117,30,2148,2688,3105,1695,1098,1549,518,147,10801
LGA20910,866,1178,700,420,653,380,226,4419,584,657,404,260,308,191,127,2521,585,740,407,234,327,176,108,2578,2361,3030,1961,1266,1707,1077,614,12009,12,14,8,3,3,4,3,42,4403,5615,3483,2177,2991,1823,1075,21565,52,117,87,69,127,83,40,569,34,81,77,48,90,53,40,418,39,53,49,39,58,29,26,286,136,300,246,193,275,182,96,1429,13,12,13,3,11,0,0,54,276,561,476,350,557,345,198,2755,4674,6181,3953,2522,3549,2171,1277,24329
LGA21010,19,24,19,4,3,0,0,73,6,18,0,11,5,0,0,47,38,23,12,6,19,0,0,102,374,421,258,162,262,51,11,1537,4,0,0,0,0,0,0,3,437,489,293,189,288,54,9,1756,5,3,0,3,0,0,0,11,9,9,6,10,7,3,0,52,4,7,3,4,8,0,0,18,123,160,109,71,98,19,3,580,17,13,3,3,0,0,0,30,157,191,122,95,113,26,3,700,595,681,421,277,398,80,11,2464
LGA21110,2137,2256,1320,905,1288,980,563,9442,690,837,524,346,460,321,189,3370,810,959,556,332,470,348,191,3664,3232,4528,3104,2061,2821,1991,1192,18937,20,21,15,6,9,4,6,79,6880,8599,5518,3642,5056,3646,2141,35486,168,354,287,210,412,289,147,1867,55,113,85,81,108,79,50,572,25,98,53,59,66,52,38,398,135,324,304,266,404,255,173,1860,14,14,7,7,6,0,6,57,391,909,738,616,995,684,420,4754,7279,9506,6256,4260,6047,4331,2559,40235
LGA21180,5957,5004,2751,1791,2615,1964,1159,21242,779,638,397,231,309,207,114,2663,749,593,277,171,257,155,91,2293,2478,2166,1199,821,1103,589,254,8613,105,99,59,23,24,9,3,316,10070,8496,4679,3037,4305,2920,1616,35125,972,1354,868,676,1010,655,412,5944,194,209,106,84,110,57,29,794,170,165,104,58,85,42,23,651,501,703,443,304,405,166,87,2608,141,150,89,58,64,31,14,547,1983,2571,1611,1183,1674,956,575,10544,12046,11065,6293,4223,5979,3879,2193,45674
LGA21270,3,15,8,3,3,0,0,25,6,7,9,6,4,0,0,25,9,10,5,4,8,3,0,35,188,252,176,99,159,25,0,908,0,3,0,0,0,0,0,4,208,280,190,116,177,28,0,997,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,7,0,0,9,31,45,32,17,28,5,0,161,0,0,0,0,0,0,0,3,31,51,38,17,39,7,0,182,239,332,230,134,215,37,3,1184
LGA21370,59,57,38,22,22,3,0,192,49,44,24,23,22,8,0,172,51,53,25,16,26,7,7,187,1399,1502,874,610,844,195,30,5452,8,12,6,9,3,0,0,32,1561,1657,963,680,916,213,37,6032,3,4,10,3,7,0,0,21,11,24,13,13,10,6,0,78,13,6,7,3,4,0,0,40,296,375,263,160,238,57,3,1392,16,9,4,4,0,0,0,37,334,421,299,183,263,69,3,1568,1896,2076,1263,861,1177,277,40,7601
LGA21450,1123,993,516,331,437,227,110,3737,502,479,266,160,220,95,48,1773,419,389,200,128,209,78,36,1452,4225,3770,2081,1251,1630,581,250,13791,31,19,11,6,11,6,0,81,6296,5656,3078,1871,2502,990,441,20840,112,137,94,66,110,46,42,606,99,119,60,41,62,27,6,426,61,82,46,37,51,20,8,297,723,843,537,378,473,168,61,3189,34,23,10,14,9,5,0,106,1037,1205,749,542,710,270,113,4614,7334,6859,3825,2416,3210,1264,552,25457
LGA21610,10024,9727,5006,3017,4372,2896,1472,36513,1441,1340,743,472,670,331,128,5126,1348,1192,604,346,500,219,115,4323,6967,6504,3598,2224,2993,1220,475,23985,108,146,80,24,30,19,6,422,19889,18908,10030,6084,8567,4684,2201,70365,660,912,595,460,749,436,280,4100,274,368,258,158,242,88,48,1429,141,223,156,106,164,72,33,889,1324,1658,1038,790,1047,364,129,6354,120,107,69,53,52,7,5,410,2519,3267,2111,1568,2255,975,492,13184,22407,22176,12139,7653,10827,5662,2691,83550
LGA21670,14,11,5,6,4,4,0,52,14,23,10,4,4,0,0,64,11,16,8,11,4,0,0,50,341,409,246,153,222,54,10,1436,0,3,3,0,0,0,0,8,394,459,274,172,246,59,15,1611,0,0,3,0,0,0,0,8,6,9,4,6,3,3,0,37,0,7,4,0,3,0,0,16,134,173,104,100,96,26,3,633,6,11,3,3,0,4,0,32,153,195,113,112,108,34,6,721,541,659,387,286,346,88,18,2330
LGA21750,51,52,30,12,14,0,0,173,51,35,25,9,20,5,0,141,41,39,15,15,9,3,0,127,749,853,478,314,397,88,18,2897,6,6,8,0,4,0,0,20,898,981,557,357,449,101,20,3354,5,9,5,0,5,0,0,20,8,9,20,3,7,3,0,51,12,7,8,6,7,0,0,42,167,185,128,90,130,22,5,729,11,4,3,3,6,0,0,27,197,213,168,105,153,22,3,866,1097,1191,718,462,603,125,25,4225
LGA21830,24,26,12,8,19,4,0,98,35,26,16,6,9,3,0,95,28,17,15,5,14,0,0,82,576,731,416,271,403,95,20,2510,0,3,3,0,3,0,0,14,656,808,463,296,446,104,20,2790,0,0,0,0,0,0,0,5,11,4,5,3,3,0,0,25,3,4,5,3,0,0,0,9,121,147,81,67,79,22,4,525,6,14,6,8,3,0,0,28,136,168,95,76,88,23,4,594,792,975,559,372,529,128,24,3387
LGA21890,2259,1495,716,409,625,504,284,6287,827,753,405,224,328,196,109,2853,788,632,267,155,183,123,68,2213,3486,3422,1880,1057,1286,686,329,12151,51,32,12,12,16,10,6,133,7419,6330,3276,1861,2437,1519,798,23641,193,216,140,118,178,138,113,1101,99,160,117,68,94,60,40,632,54,88,52,47,66,39,19,363,360,516,367,238,354,170,96,2110,41,37,21,18,6,6,3,133,749,1013,698,490,697,413,271,4338,8168,7345,3973,2353,3135,1930,1073,27981
LGA22110,73,79,36,30,34,9,0,263,72,73,52,33,31,6,3,275,78,97,33,32,33,8,3,282,1402,1473,869,539,701,144,18,5149,15,24,10,6,4,0,0,55,1641,1744,1006,642,813,167,27,6032,5,7,10,0,7,4,0,31,32,37,22,16,22,7,0,129,11,23,10,12,17,3,0,69,291,440,273,220,288,37,9,1558,19,14,15,5,11,0,0,63,358,522,337,253,335,53,7,1858,1999,2263,1340,893,1145,220,33,7885
LGA22170,1081,1026,647,383,585,307,152,4191,693,656,330,182,298,132,58,2346,667,596,327,169,250,98,64,2168,4549,3763,1950,1198,1561,598,255,13865,36,39,20,8,10,0,3,126,7030,6077,3274,1941,2703,1142,533,22700,110,156,146,96,147,97,38,787,133,216,143,97,154,57,25,818,83,143,97,70,126,38,27,580,959,1150,738,496,758,296,122,4511,58,53,42,27,13,4,0,197,1342,1715,1159,785,1191,493,208,6890,8369,7790,4438,2728,3890,1633,742,29586
LGA22250,11,14,4,4,0,3,0,44,8,9,10,4,4,0,0,24,16,21,5,4,3,0,0,53,360,418,243,175,284,43,10,1531,3,7,3,3,0,0,0,13,396,459,261,188,291,54,6,1667,0,3,4,0,0,0,0,9,0,7,0,3,5,0,0,17,0,5,3,5,0,0,0,11,65,82,43,30,61,4,0,294,0,4,0,3,0,0,0,8,70,103,54,37,65,6,4,332,468,560,317,228,363,57,11,2002
LGA22310,2476,2210,1129,691,949,668,384,8511,999,1018,527,323,451,249,139,3705,965,913,479,271,358,220,105,3307,3230,3559,2065,1218,1624,929,555,13187,15,20,13,8,15,7,3,83,7686,7716,4218,2513,3400,2076,1186,28786,110,213,179,141,222,175,115,1153,68,135,94,63,113,80,57,614,54,97,66,42,68,39,41,399,155,366,263,224,286,191,134,1615,21,18,5,4,9,5,6,72,414,834,605,472,691,486,347,3852,8098,8550,4817,2987,4087,2561,1532,32634
