LGA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
LGA58610,..,235,235,292,17,309,51,3,59,65,0,65,45,0,45,17,0,17,471,253,723
LGA58680,..,38,38,75,0,73,22,0,22,22,0,22,7,0,7,7,0,7,129,42,169
LGA58760,..,10364,10364,17469,1222,18689,11405,250,11649,12646,105,12751,5222,26,5250,2748,28,2773,49484,11995,61483
LGA58820,..,370,370,521,21,544,218,3,220,172,0,172,90,0,90,56,0,56,1056,398,1452
LGA58890,..,103,103,124,9,138,33,0,33,35,0,35,26,0,26,6,0,6,215,113,333
LGA59030,..,16,16,39,0,35,9,0,9,9,0,9,4,0,4,3,0,3,62,21,82
LGA59100,..,85,85,106,6,112,24,0,29,30,0,30,13,0,13,14,0,14,186,92,276
LGA59170,..,80,80,139,9,144,44,3,46,46,0,46,29,0,29,7,0,7,265,91,353
LGA59250,..,33,33,24,0,28,4,0,4,10,0,14,9,0,9,14,0,14,62,35,95
LGA59310,..,171,171,186,18,200,57,0,61,77,0,77,32,0,32,9,0,9,358,190,549
LGA59320,..,42,42,55,3,55,15,0,15,20,0,20,13,0,13,3,0,3,108,49,154
LGA59330,..,89,89,61,9,69,18,0,19,15,0,15,11,0,11,0,0,0,111,102,214
LGA59340,..,579,579,623,84,707,312,25,330,272,3,281,153,0,154,136,0,142,1495,690,2186
LGA59350,..,25,25,13,0,13,5,0,5,3,0,3,0,0,0,3,0,3,32,25,59
LGA59360,..,143,143,156,6,162,44,0,44,38,0,39,20,0,20,4,0,4,267,148,416
LGA59370,..,417,417,563,23,584,166,3,164,117,0,117,74,0,74,31,0,29,943,445,1391
LGA59499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,..,921,921,1005,63,1067,267,3,270,222,0,222,76,0,76,41,0,41,1608,984,2588
LGA60410,..,1293,1293,1811,125,1936,1091,12,1104,952,0,954,368,0,371,175,0,175,4400,1440,5842
LGA60610,..,2370,2370,2534,154,2692,1036,25,1061,908,3,916,350,3,351,155,0,157,4982,2554,7542
LGA60810,..,2437,2437,3154,141,3290,1120,12,1134,999,5,1000,398,0,398,177,0,177,5850,2589,8437
LGA61010,..,315,315,330,36,366,79,0,84,80,0,80,32,0,32,22,0,22,544,352,897
LGA61210,..,819,819,1017,51,1069,384,7,388,360,3,365,180,0,180,94,0,100,2042,881,2919
LGA61410,..,5764,5764,7182,416,7605,3105,65,3175,2985,14,3005,1093,3,1096,417,0,417,14791,6268,21056
LGA61510,..,1068,1068,1286,64,1354,568,3,573,490,8,497,216,0,212,104,0,104,2663,1147,3805
LGA61610,..,3189,3189,3265,250,3510,1357,21,1378,1123,11,1137,461,0,463,202,3,203,6409,3475,9883
LGA61810,..,867,867,994,52,1047,274,0,275,289,0,289,113,0,113,66,0,66,1736,920,2653
LGA62010,..,140,140,160,13,173,40,0,40,29,0,29,10,0,10,3,0,3,243,154,398
LGA62210,..,778,778,975,57,1031,310,4,318,278,0,278,128,0,128,76,0,76,1767,836,2597
LGA62410,..,584,584,775,53,830,180,9,184,137,0,137,43,0,43,18,0,18,1158,637,1793
LGA62610,..,6230,6230,5463,544,6004,2732,75,2809,2081,26,2106,884,5,891,457,3,462,11617,6893,18506
LGA62810,..,6413,6413,6039,850,6888,2475,451,2927,2313,178,2494,764,62,822,286,46,330,11877,7998,19878
LGA63010,..,1680,1680,2312,151,2466,849,12,861,716,3,722,317,0,317,178,3,186,4381,1847,6230
LGA63210,..,547,547,899,45,943,306,3,307,274,0,274,117,0,117,68,0,68,1669,597,2262
LGA63410,..,245,245,236,23,256,62,3,65,51,0,49,32,0,32,11,0,11,384,268,653
LGA63610,..,3169,3169,4634,252,4883,1976,40,2019,2069,11,2086,819,4,826,332,0,332,9835,3480,13309
LGA63810,..,1050,1050,1653,82,1737,535,11,545,506,0,504,198,0,198,70,0,70,2964,1145,4109
LGA64010,..,8222,8222,7891,799,8687,3491,213,3704,3011,69,3086,1151,26,1178,526,15,542,16074,9344,25414
LGA64210,..,2072,2072,2620,119,2737,1020,9,1028,988,7,993,375,0,375,172,0,168,5165,2208,7371
LGA64610,..,1403,1403,1813,93,1906,653,3,657,602,3,606,253,0,256,103,0,103,3424,1502,4927
LGA64810,..,1526,1526,1905,114,2019,830,12,841,688,0,686,291,0,291,141,0,141,3849,1656,5508
LGA65010,..,580,580,808,43,850,310,0,310,312,0,309,130,0,130,74,0,74,1633,622,2255
LGA65210,..,325,325,403,20,426,84,3,86,72,0,72,33,0,33,16,0,16,613,346,959
LGA65410,..,1616,1616,1973,79,2054,733,11,737,617,3,623,228,0,236,112,0,112,3670,1712,5382
LGA65610,..,658,658,577,57,631,210,4,216,167,0,167,66,0,66,26,0,32,1047,718,1763
LGA65810,..,2241,2241,3188,157,3347,1158,22,1175,1160,3,1165,489,3,486,208,0,208,6200,2421,8625
LGA69499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,..,2156,2156,2225,290,2518,1245,103,1341,1136,33,1178,531,3,536,326,9,335,5468,2590,8059
LGA70420,..,408,408,318,40,362,185,10,198,149,10,157,135,4,133,310,0,310,1094,460,1562
LGA70540,..,7,7,3,0,3,9,0,9,3,0,3,11,0,11,4,0,4,32,7,38
LGA70620,..,110,110,109,6,123,77,0,77,96,0,96,76,0,76,224,0,224,583,120,697
LGA70700,..,154,154,141,18,159,43,5,47,42,0,45,15,0,15,17,0,17,263,179,443
LGA71000,..,5933,5933,7519,1222,8743,4160,414,4576,3795,137,3926,1628,46,1671,1014,35,1052,18119,7788,25905
LGA71300,..,131,131,150,12,164,102,3,101,129,0,129,138,0,138,648,0,648,1168,145,1311
LGA72200,..,626,626,720,73,792,402,20,421,429,11,434,188,3,190,153,0,153,1891,726,2616
LGA72300,..,1103,1103,1889,186,2083,977,28,1002,1124,14,1131,538,3,546,335,0,335,4863,1336,6201
LGA72330,..,201,201,188,12,197,107,4,112,120,0,125,96,0,92,270,0,272,782,218,997
LGA72800,..,1837,1837,2951,352,3302,2059,92,2154,2037,27,2067,953,7,961,464,3,467,8458,2321,10781
LGA73600,..,224,224,204,11,217,107,0,107,118,0,118,96,0,96,391,0,391,914,242,1157
LGA74050,..,79,79,122,13,132,78,0,78,93,0,93,80,0,80,129,0,129,501,87,589
LGA74550,..,182,182,124,15,141,55,0,55,55,0,51,48,0,48,134,0,134,407,194,602
LGA74560,..,51,51,78,3,80,27,0,27,15,0,15,3,0,3,4,0,4,129,63,190
LGA74660,..,201,201,192,12,204,112,4,116,123,0,123,113,0,112,364,0,364,900,218,1123
LGA74680,..,39,39,43,9,50,45,0,43,47,0,47,46,0,46,226,0,226,400,53,452
LGA79399,..,800,800,633,102,738,279,19,293,313,13,321,139,0,139,53,0,53,1416,931,2345
LGA79499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,..,35413,35413,42545,4366,46915,22490,1681,24175,23201,581,23786,8539,188,8727,3537,118,3653,100308,42355,142664
LGA89499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,..,369,369,463,12,479,201,0,200,160,0,160,93,0,90,66,0,66,980,383,1360
LGA99499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
