LGA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA25990,51,51,96,208,197,408,38,30,67,9,22,35,258,257,507,120,128,247,38,31,69,27,35,63,179,195,379,3,4,12,0,0,0,11,10,20,11,17,25,0,0,0,25,32,63,17,38,50,4,14,14,3,8,4,16,20,31,0,0,0,32,69,110,4,5,10,7,19,27,0,3,3,13,24,43,699,315,1022,1266,952,2211
LGA26080,15,14,29,51,32,81,36,26,64,4,8,14,89,69,158,22,20,41,28,25,56,24,29,55,70,78,151,3,0,8,0,0,0,5,0,5,4,3,7,0,0,0,19,5,22,16,21,37,7,10,14,3,3,8,8,19,34,0,0,0,36,58,93,0,0,0,4,3,10,0,0,0,3,3,7,126,139,264,352,377,728
LGA26170,222,216,438,910,883,1790,165,160,326,53,69,124,1135,1112,2247,620,611,1232,194,188,384,60,72,135,874,882,1750,25,40,64,12,35,54,83,45,134,50,105,150,0,0,3,172,226,405,66,88,147,22,56,78,8,30,36,40,145,180,0,3,3,131,316,443,28,28,54,32,73,105,5,0,4,65,106,169,1228,1306,2527,3827,4157,7986
LGA26260,132,124,256,438,382,821,93,78,178,128,115,239,665,577,1239,225,196,422,191,210,401,134,130,259,545,534,1080,23,24,42,6,9,14,43,20,66,33,59,98,0,0,3,106,114,222,19,39,53,14,19,33,5,8,14,28,61,86,0,0,0,56,122,184,7,12,24,24,37,58,3,0,3,33,52,88,562,596,1157,2099,2121,4219
LGA26350,697,640,1339,1388,1302,2694,532,533,1068,886,983,1868,2817,2820,5633,285,382,665,528,524,1061,1429,1473,2901,2243,2384,4622,175,164,342,163,228,392,93,80,177,242,298,537,3,5,11,678,785,1458,2470,3214,5691,979,1111,2087,214,287,501,800,1036,1829,7,16,26,4470,5662,10132,110,167,281,215,425,634,0,11,10,321,598,927,3875,4196,8067,15098,17085,32184
LGA26430,70,70,138,231,218,446,110,117,226,11,6,21,348,344,694,191,167,360,44,51,95,30,26,60,268,249,516,11,18,23,7,8,11,22,21,44,21,40,60,0,0,0,59,89,146,9,22,28,7,18,20,3,10,7,16,40,53,0,0,0,31,87,117,6,6,18,11,29,41,0,0,3,22,37,60,465,525,990,1260,1390,2655
LGA26490,302,290,594,1052,946,2001,253,243,494,159,134,295,1469,1323,2793,516,429,941,214,267,486,322,301,622,1053,993,2047,30,37,69,18,34,45,94,34,131,79,100,172,0,0,0,218,203,416,179,243,427,59,122,178,25,35,62,89,188,284,0,3,3,363,587,950,24,22,46,46,98,144,0,3,4,70,118,193,909,929,1836,4379,4445,8823
LGA26610,166,155,323,524,475,1003,259,256,517,35,34,71,818,771,1591,469,443,911,180,182,355,15,19,36,663,642,1306,11,22,37,15,19,38,65,43,105,60,94,159,10,0,11,159,186,342,22,78,101,9,30,43,14,19,31,19,72,89,0,3,3,65,201,272,18,20,39,23,46,65,3,3,6,37,70,105,1424,1324,2752,3342,3348,6690
LGA26670,33,30,66,138,134,278,57,31,92,23,16,35,221,181,404,167,166,328,26,10,38,18,15,35,210,194,399,6,4,8,0,3,6,20,9,28,8,17,25,3,0,4,40,35,74,12,17,26,4,5,11,3,0,3,5,35,39,0,0,0,19,51,73,3,4,11,12,15,25,0,0,0,15,22,39,281,243,523,818,762,1581
LGA26700,200,210,407,634,557,1194,425,387,812,132,154,289,1187,1100,2291,365,359,723,436,461,904,89,96,191,895,916,1812,47,47,92,15,51,63,87,50,132,57,100,160,0,6,4,207,252,456,53,108,162,24,53,73,6,24,26,55,158,206,0,3,3,136,340,472,17,18,39,22,65,90,0,0,0,43,83,130,1130,1317,2447,3798,4216,8011
LGA26730,238,201,441,732,669,1399,593,614,1199,65,56,122,1385,1337,2724,682,647,1329,357,426,779,51,53,106,1086,1124,2216,67,86,149,11,71,85,99,69,170,98,190,284,0,3,6,278,417,692,133,249,387,65,93,162,28,35,58,81,178,258,0,0,3,304,561,868,25,21,46,45,89,135,0,4,4,65,120,181,1256,1398,2655,4627,5152,9777
LGA26810,342,296,637,1176,1079,2258,433,409,844,152,140,283,1757,1629,3387,727,712,1442,398,422,814,180,204,389,1304,1336,2642,44,41,88,19,57,72,109,66,176,70,162,230,0,3,3,246,332,574,85,147,232,19,81,100,19,43,66,82,225,308,0,0,3,206,498,710,36,47,80,60,105,164,0,8,8,93,157,247,2651,1853,4501,6596,6098,12694
LGA26890,31,27,52,113,107,225,34,22,56,4,4,7,148,141,283,117,138,257,0,0,0,8,3,12,125,139,269,0,3,5,0,3,3,10,4,15,8,3,6,0,0,3,16,15,30,10,7,22,0,3,9,4,7,9,3,23,26,0,0,0,22,40,61,3,3,4,3,11,12,0,0,0,8,10,18,119,134,253,462,502,966
LGA26980,1486,1393,2876,4807,4437,9249,1090,1136,2233,466,547,1009,6367,6123,12490,3161,2817,5980,1036,1114,2146,1120,1369,2491,5318,5303,10620,503,340,842,353,424,773,325,123,446,390,526,909,8,11,18,1578,1421,2997,4441,4524,8966,1421,1425,2845,306,320,623,749,1064,1812,27,19,49,6941,7362,14302,305,310,620,442,755,1193,10,9,20,756,1076,1830,3453,3924,7376,25887,26605,52493
LGA27070,1934,1742,3679,6191,5550,11737,2272,2328,4599,528,556,1088,8986,8440,17427,3736,3630,7366,1910,1826,3736,546,546,1092,6193,5999,12190,510,486,995,300,489,797,512,242,756,506,666,1166,16,8,30,1845,1890,3743,2531,2978,5516,906,1048,1954,228,283,513,551,898,1445,17,27,46,4230,5234,9466,378,462,839,423,777,1198,21,25,43,816,1267,2082,5583,5911,11494,29595,30478,60072
LGA27170,411,395,807,1107,1060,2164,478,449,923,239,257,490,1820,1757,3575,752,675,1426,402,423,829,162,187,349,1325,1280,2601,163,116,280,68,106,179,179,118,297,134,249,383,6,0,8,554,593,1142,101,206,307,54,131,189,22,50,76,131,277,408,0,0,0,309,674,984,118,71,195,65,132,191,6,3,12,190,207,396,1376,1366,2740,5971,6271,12250
LGA27260,2280,2168,4451,7313,6580,13897,2640,2532,5169,1435,1439,2880,11384,10557,21939,4133,3951,8087,1815,1963,3785,979,1020,1995,6923,6938,13864,473,436,910,309,568,874,492,212,699,488,787,1273,15,17,35,1782,2011,3795,2221,2457,4675,962,1162,2123,217,313,533,761,1092,1850,19,30,49,4178,5047,9226,541,670,1218,568,1213,1781,11,25,41,1124,1911,3037,7581,6593,14178,35260,35232,70493
LGA27350,441,461,903,1433,1349,2776,278,298,580,161,216,376,1877,1855,3731,638,765,1411,273,227,500,302,353,651,1213,1351,2561,139,131,272,199,262,461,70,63,136,291,307,603,5,7,20,714,771,1491,1355,1867,3218,986,1194,2177,153,212,360,914,1380,2296,9,10,23,3419,4659,8074,112,220,331,245,419,662,3,14,16,355,653,1010,4051,4189,8240,12070,13942,26008
LGA27450,1433,1267,2703,5006,4603,9603,935,937,1871,732,670,1400,6673,6204,12879,3129,2999,6129,936,1056,1996,1025,1152,2178,5086,5207,10298,251,313,567,124,176,294,763,285,1053,458,535,991,9,11,21,1610,1321,2933,1005,1356,2360,229,464,695,138,210,353,379,902,1286,3,12,22,1753,2951,4711,123,158,283,270,567,837,5,9,19,395,735,1135,4081,4319,8393,21036,22014,43047
LGA27630,47,32,77,191,139,335,73,80,155,3,6,4,265,226,497,196,195,387,3,0,3,7,4,18,214,197,408,3,0,5,5,3,8,9,6,12,10,14,30,0,0,0,22,25,53,8,23,30,4,10,17,3,3,10,10,20,35,0,0,0,22,60,78,15,11,24,7,10,16,0,0,0,22,28,42,320,334,649,908,900,1802
LGA29399,4,6,12,20,30,48,0,0,3,4,0,3,25,29,54,9,4,11,0,3,4,3,0,0,13,12,19,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,9,3,9,0,7,12,0,3,4,3,0,3,7,9,10,0,0,0,6,17,24,0,0,0,0,0,0,0,0,0,0,0,0,126,116,237,182,179,365
LGA29499,27,25,49,63,82,139,9,10,17,7,8,23,76,101,179,49,53,102,5,3,4,20,8,30,67,66,137,16,25,43,11,22,35,7,4,13,13,27,38,0,3,4,55,82,139,78,125,206,43,45,90,6,15,23,12,29,43,3,0,4,147,220,366,18,26,49,36,30,66,0,0,0,58,63,114,1310,734,2042,1743,1279,3025
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6
LGA30250,9,0,14,83,95,182,0,0,0,4,0,4,85,95,183,24,32,57,5,3,10,4,8,13,30,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,8,31,32,58,165,179,344
LGA30300,20,33,46,146,107,254,88,80,172,8,0,12,244,189,432,80,104,187,3,8,11,24,12,41,109,129,235,3,3,3,0,4,3,8,3,13,4,12,15,0,0,0,19,19,36,3,13,16,3,5,12,0,7,7,8,24,32,0,0,0,16,52,68,3,6,6,3,3,11,0,0,0,5,11,15,215,196,409,624,629,1254
LGA30370,83,88,170,526,452,977,115,136,251,88,83,173,726,669,1401,366,352,720,4,10,18,39,38,81,413,402,809,3,5,11,10,7,11,28,27,57,34,73,107,4,0,4,81,107,190,5,29,42,3,9,17,10,30,40,41,82,122,0,0,0,58,159,220,3,5,4,15,27,48,0,3,7,24,35,55,723,626,1355,2111,2095,4198
LGA30410,16,11,29,131,121,253,12,10,16,8,0,9,151,134,283,42,59,102,4,3,3,3,3,11,49,67,116,0,0,0,0,0,0,5,4,8,0,3,6,0,0,0,10,10,17,4,3,3,3,3,6,6,5,6,7,19,26,0,0,0,16,29,52,0,0,0,4,9,18,0,0,3,5,12,21,120,116,236,370,377,749
LGA30450,0,0,0,9,15,21,0,0,0,0,0,0,9,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,27,28,53
LGA30760,8,12,17,67,60,125,21,13,31,0,0,0,92,70,164,30,24,58,3,4,6,8,4,11,38,30,68,3,0,3,0,0,0,0,3,7,0,3,6,0,0,0,4,8,13,0,5,5,0,3,3,0,0,0,5,11,16,0,0,0,5,18,24,0,0,0,3,7,7,0,0,0,3,7,10,57,72,124,208,213,419
LGA30900,0,4,5,17,24,43,0,0,0,0,0,0,17,24,43,4,7,10,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,5,6,34,38,73,69,76,147
LGA31000,7252,6660,13908,29578,28133,57717,10398,10016,20412,4268,4208,8479,44246,42358,86609,16659,15458,32120,9777,9320,19091,7640,7575,15213,34072,32350,66419,2217,2247,4462,2091,3231,5314,1725,1339,3063,2866,4388,7255,63,68,128,8956,11273,20228,25150,29436,54593,9718,10276,19999,2308,2911,5222,7332,10363,17697,113,159,273,44622,53150,97776,2137,2587,4724,2381,3891,6274,59,64,125,4577,6550,11128,36683,34561,71240,180408,186896,367304
LGA31750,0,3,3,9,11,23,0,0,0,4,3,6,13,16,27,0,6,4,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,28,10,42,45,44,88
LGA31820,459,414,874,2937,2709,5647,529,536,1068,432,385,816,3900,3635,7530,1991,1825,3818,592,607,1196,413,356,769,3003,2789,5789,68,109,179,60,168,226,120,157,278,141,374,521,7,12,22,397,824,1218,251,362,613,140,309,448,64,129,196,199,534,736,0,3,4,655,1339,1997,72,94,167,149,255,403,6,6,16,232,353,588,3715,3663,7380,12363,13006,25369
LGA31900,73,88,158,475,437,909,151,142,295,78,52,128,702,631,1334,347,313,662,185,224,410,17,16,37,551,555,1102,13,8,23,4,10,13,43,21,65,14,56,70,4,0,3,79,92,168,30,60,88,10,17,31,13,22,35,23,57,89,0,0,0,77,157,235,3,6,9,13,36,45,0,3,3,18,40,63,773,708,1479,2268,2281,4550
LGA31950,0,3,7,10,11,14,0,0,0,0,0,0,10,11,14,3,0,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,33,69,52,41,96
LGA32080,899,838,1737,4344,4018,8362,2039,2106,4146,696,579,1270,7078,6701,13779,3327,3113,6446,1534,1407,2943,466,509,976,5331,5031,10360,151,174,326,211,435,646,238,262,502,398,765,1160,15,17,31,1005,1660,2666,711,1085,1794,447,819,1267,127,241,362,564,1251,1818,10,20,25,1858,3412,5268,174,225,396,281,579,861,14,8,22,465,811,1276,7832,7724,15557,24464,26184,50645
LGA32250,15,14,28,61,59,118,11,7,19,17,20,38,91,86,175,20,17,38,5,3,8,3,3,12,28,28,58,0,0,0,0,0,3,0,0,0,3,15,16,0,0,0,6,11,19,0,4,4,0,4,4,3,0,3,3,10,11,0,0,0,4,13,19,0,0,0,0,0,0,0,0,0,0,3,3,130,105,233,273,263,533
LGA32260,111,104,213,871,740,1610,279,272,548,30,25,54,1171,1035,2211,619,586,1211,212,212,426,11,13,27,844,815,1661,10,16,24,15,43,54,40,39,85,37,91,127,3,3,8,108,190,299,34,58,96,17,47,67,13,18,28,56,107,161,0,0,0,114,234,353,19,31,51,23,60,92,0,0,0,49,91,143,1638,1494,3135,4040,3973,8010
LGA32270,216,199,414,1085,996,2074,307,329,631,85,86,168,1474,1409,2879,513,502,1018,296,217,518,53,41,97,866,761,1629,20,15,39,5,19,25,52,54,102,64,157,216,0,4,4,139,242,382,28,44,73,14,38,54,19,31,51,78,193,273,0,0,0,135,312,450,16,24,41,47,96,139,0,0,3,60,118,176,2061,1578,3639,4947,4619,9569
LGA32310,42,51,93,376,332,708,119,115,242,69,95,164,565,547,1111,179,163,347,146,142,289,232,207,441,560,513,1073,3,7,12,3,14,20,10,23,30,16,53,67,0,0,0,34,96,127,5,16,24,7,18,25,0,10,8,20,49,74,0,3,3,34,94,136,10,10,19,10,32,46,0,0,0,27,40,68,660,676,1336,1931,2024,3947
LGA32330,11,10,14,93,87,177,11,11,18,0,4,5,98,101,206,67,38,101,4,5,9,3,0,3,73,41,117,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,8,0,0,3,10,5,19,32,32,65,225,204,430
LGA32450,13,16,34,67,65,131,43,44,88,0,0,0,108,112,224,45,45,87,9,15,26,3,3,4,52,66,119,3,0,4,0,0,0,3,0,3,7,15,20,0,0,0,10,18,33,0,3,3,0,0,0,0,4,6,11,24,41,0,0,0,18,34,50,0,0,0,3,3,12,3,0,3,7,3,16,273,215,487,486,465,952
LGA32500,20,25,45,113,126,239,13,3,14,23,38,60,148,168,317,53,55,108,17,12,33,5,9,15,76,82,157,0,3,9,0,6,4,6,6,6,3,17,21,0,0,0,9,32,40,0,9,12,3,3,8,4,0,3,8,12,22,0,0,0,13,29,43,8,3,11,3,10,14,0,0,0,7,12,22,422,328,747,706,664,1375
LGA32600,3,0,3,7,17,30,0,0,0,0,0,0,11,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,76,59,59,116
LGA32750,0,4,4,11,8,22,0,0,0,0,0,0,11,8,22,0,0,0,3,0,0,3,0,4,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,0,3,3,0,3,3,0,0,0,15,3,17,0,0,0,0,0,0,0,0,0,0,0,0,17,28,48,49,45,98
LGA32770,19,17,35,153,112,265,0,0,0,0,0,4,159,112,269,46,47,90,0,0,0,10,11,25,60,63,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,24,48,265,217,483
LGA32810,51,53,108,380,270,646,59,85,144,8,4,14,440,360,803,234,224,461,23,17,42,4,13,25,264,255,526,4,3,9,8,13,20,3,12,16,18,37,61,0,0,0,40,63,107,11,20,34,11,35,47,3,8,10,20,40,60,0,0,0,45,110,153,10,8,18,14,44,53,3,0,0,24,52,78,824,889,1712,1691,1780,3478
LGA33100,6,3,13,21,37,58,0,0,3,5,0,6,26,39,64,4,4,7,0,0,3,0,0,0,3,7,11,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,5,9,10,3,0,3,0,0,0,0,0,0,3,0,3,53,40,100,99,98,198
LGA33200,9,3,11,33,33,70,20,16,36,0,0,0,52,55,112,30,19,50,0,0,0,3,4,10,31,23,53,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,7,5,3,0,3,0,0,0,0,0,0,0,6,8,0,0,0,3,8,9,0,0,0,3,3,6,0,0,0,7,3,9,76,76,150,176,173,352
LGA33220,513,449,964,2826,2654,5479,534,556,1091,573,484,1055,3927,3691,7621,2030,1951,3978,503,505,1006,520,475,994,3053,2932,5983,76,93,166,66,174,238,143,173,316,153,401,555,7,10,18,449,846,1296,115,296,414,110,314,424,42,99,140,190,559,752,0,0,0,459,1267,1727,90,146,231,141,257,406,3,5,7,237,407,644,4929,4390,9316,13576,13983,27559
LGA33360,397,364,766,2342,2266,4617,531,509,1041,214,196,407,3086,2975,6061,1763,1696,3459,250,248,496,148,142,291,2159,2088,4248,36,38,75,19,67,79,135,155,285,107,352,459,3,4,8,304,611,913,92,169,261,54,138,193,62,115,174,191,459,652,0,5,6,405,886,1289,40,44,87,98,246,345,4,8,11,139,301,441,2614,2329,4946,9108,9557,18661
LGA33430,3898,3656,7554,15009,14039,29048,2958,2979,5937,4406,4407,8810,22372,21428,43801,10293,9639,19927,2220,2155,4368,4658,4665,9323,17166,16452,33618,815,1022,1840,731,1463,2198,1178,871,2051,1469,2514,3984,38,41,81,4234,5914,10149,5973,7568,13542,2323,3001,5322,628,989,1611,1688,3320,5008,56,61,115,10671,14935,25604,752,1005,1753,1020,2111,3136,24,22,55,1802,3139,4938,21550,22538,44089,81687,88062,169751
LGA33610,53,64,121,332,322,655,157,147,298,17,12,31,506,483,985,222,230,456,26,19,41,55,39,93,299,291,594,6,13,21,3,6,5,18,14,35,14,53,70,0,0,0,39,86,129,15,29,47,10,23,26,6,17,20,15,58,72,0,0,0,42,123,166,3,3,8,14,26,40,0,0,0,14,28,43,612,582,1195,1574,1655,3228
LGA33620,264,221,481,1625,1475,3098,209,181,390,227,232,454,2058,1891,3942,1190,1105,2298,187,176,363,216,236,451,1595,1516,3108,34,46,80,35,68,104,61,82,141,71,229,297,3,0,3,203,424,630,80,151,230,47,147,196,22,38,58,55,234,282,0,4,4,205,570,770,54,55,110,64,153,218,10,0,10,132,213,342,2254,2300,4554,6702,7128,13834
LGA33800,38,36,77,240,232,474,130,125,252,0,9,6,374,360,735,199,194,394,218,108,319,4,13,13,421,313,733,11,6,13,0,7,10,15,13,27,9,36,44,0,0,0,34,59,94,21,26,43,5,16,24,11,14,20,17,19,37,0,0,0,48,75,129,0,3,3,5,26,30,0,0,0,4,29,34,501,511,1018,1431,1392,2824
LGA33830,11,5,22,51,36,88,0,0,0,11,3,12,63,38,105,16,17,34,3,9,12,7,3,10,23,28,50,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,4,3,5,0,0,0,4,3,8,50,31,80,159,112,273
LGA33960,1467,1328,2794,7278,6813,14087,1469,1495,2959,1182,1235,2419,9928,9547,19475,4076,4028,8104,1563,1316,2874,1242,1261,2496,6880,6601,13479,318,440,753,211,557,769,354,417,774,485,1037,1526,7,15,28,1377,2471,3851,1187,1611,2801,486,842,1326,194,350,545,733,1270,2008,14,9,20,2611,4085,6696,242,354,593,349,764,1118,12,16,28,606,1135,1741,7220,7048,14270,30094,32212,62300
LGA33980,168,151,322,1075,1045,2120,43,38,79,12,16,26,1133,1096,2225,524,486,1009,16,11,29,15,30,47,549,529,1085,10,10,19,10,15,20,32,29,62,25,125,153,0,0,3,75,181,261,16,36,45,14,41,54,9,28,30,88,131,223,0,0,0,118,232,352,14,14,24,24,63,90,3,0,3,37,75,118,1949,1196,3147,4040,3467,7506
LGA34420,10,3,17,61,68,129,0,0,0,0,0,0,61,68,130,8,9,22,10,3,12,3,0,7,19,17,35,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,116,110,232
LGA34530,154,163,319,1031,938,1964,444,388,832,112,118,237,1586,1443,3035,575,520,1090,640,527,1164,148,129,282,1361,1179,2537,24,19,45,10,21,27,86,70,152,58,134,195,0,0,0,179,239,423,115,189,310,42,95,140,35,78,110,100,225,331,0,0,3,294,596,890,14,17,33,49,101,147,0,0,0,66,117,184,2331,1431,3761,5977,5171,11140
LGA34570,9,0,8,33,36,70,0,0,0,0,0,0,33,36,70,5,7,14,3,0,4,0,0,0,8,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,3,5,69,65,135,124,117,238
LGA34580,205,173,379,1252,1054,2303,319,294,614,212,191,405,1778,1540,3316,952,873,1824,95,113,214,272,259,538,1322,1250,2570,30,43,71,22,64,80,54,70,121,69,169,244,3,3,3,174,346,520,261,622,882,115,182,295,31,68,97,70,220,294,3,3,3,479,1091,1573,47,60,105,48,127,170,0,3,5,95,185,285,1996,1760,3762,6047,6348,12400
LGA34590,2128,2041,4166,11025,10386,21411,1956,1924,3881,1975,2000,3977,14957,14311,29272,7189,6930,14121,1755,1703,3453,1958,1922,3880,10902,10555,21452,564,749,1312,427,909,1338,648,552,1200,745,1340,2079,30,34,60,2410,3579,5986,1836,2476,4312,671,1029,1702,257,400,653,745,1424,2166,14,19,35,3519,5354,8870,369,576,941,471,1157,1631,20,25,38,861,1759,2618,10713,11011,21727,45485,48599,94085
LGA34710,19,27,42,105,93,199,42,35,83,6,3,9,148,136,287,77,94,169,3,0,7,0,6,9,81,99,184,11,10,23,0,3,6,11,6,13,8,16,22,3,3,3,33,38,75,7,4,14,3,10,9,0,12,14,13,26,38,0,0,0,22,52,71,5,3,9,8,10,16,0,0,0,13,14,24,186,199,387,510,560,1070
LGA34770,686,621,1307,3735,3415,7153,1237,1264,2500,395,361,754,5361,5045,10405,2450,2378,4821,1103,1083,2182,380,379,757,3927,3836,7758,72,80,145,55,107,164,228,211,445,208,517,725,11,5,17,574,921,1500,314,567,878,110,348,454,126,248,373,371,793,1164,3,5,12,927,1956,2886,53,75,130,163,390,552,4,12,14,223,472,693,5711,4222,9934,17405,17068,34478
LGA34800,4,10,9,25,32,51,3,0,3,0,0,0,23,32,58,3,5,11,0,3,3,0,0,0,4,10,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,0,0,0,8,3,9,0,0,0,9,8,14,0,0,3,0,0,0,0,0,0,0,3,3,33,29,65,77,91,171
LGA34830,6,3,6,16,23,38,0,0,0,0,0,0,16,23,38,3,9,10,0,0,5,0,0,0,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,36,45,76
LGA34860,92,74,165,395,332,729,190,181,372,13,7,13,597,520,1119,229,182,411,130,122,248,28,15,38,379,317,702,7,9,18,6,10,18,25,18,48,26,77,107,0,3,3,64,119,186,19,25,40,7,14,24,3,27,34,29,92,118,0,0,0,60,161,219,9,12,19,9,34,44,0,0,0,15,39,59,766,655,1420,1975,1887,3867
