LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA33620,0,0,3,11,31,9,53,48,4,9,7,0,6,3,3,192,0,0,3,0,0,3,0,0,6,0,0,0,6,0,0,25,0,0,0,0,3,6,9,13,0,0,6,0,4,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,187,422,587,184,164,148,141,12,8,30,5,11,0,72,1971,0,0,9,38,18,14,18,30,0,10,3,0,3,0,0,141,0,0,0,0,3,0,8,10,0,0,8,0,0,3,0,31,0,0,0,3,12,0,21,3,0,0,0,0,0,0,3,47,0,25,81,138,79,75,60,31,7,12,18,4,8,11,9,566,15,379,727,1110,777,584,648,502,82,86,108,38,75,40,178,5342
LGA33800,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,55,39,11,14,7,13,0,5,0,0,0,0,14,179,0,0,0,7,0,4,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,5,27,28,22,7,3,7,3,3,0,0,6,0,3,115,38,235,244,121,94,68,51,74,11,17,9,9,15,10,50,1052
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,0,15
LGA33960,0,0,8,38,63,50,288,341,40,36,31,27,13,11,13,968,0,3,3,5,9,38,55,81,42,39,6,8,17,0,4,317,0,0,0,6,32,54,64,51,11,0,7,16,6,8,5,261,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,14,3,3,9,3,0,3,0,0,0,0,3,37,19,348,1015,2219,841,678,678,803,126,124,74,76,47,23,202,7271,0,3,10,49,25,53,107,101,13,29,16,28,18,7,19,478,0,0,0,27,331,347,135,129,25,43,15,16,18,10,41,1145,0,0,5,3,20,12,72,126,4,8,13,3,9,12,3,286,4,52,148,514,710,1110,1872,1682,298,424,359,335,316,190,271,8292,33,874,1749,3784,3649,4650,7297,7988,1519,1810,1446,1245,1092,581,1297,39009
LGA33980,0,0,0,3,0,3,38,87,9,15,0,3,4,0,3,170,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,19,0,0,0,0,3,3,12,9,3,0,3,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,61,22,28,24,44,3,14,5,9,3,3,14,258,0,0,0,6,0,5,5,13,0,3,4,0,4,0,0,39,0,0,0,0,0,3,4,3,3,0,0,3,0,0,0,14,0,0,0,0,0,0,12,15,3,0,0,0,0,0,0,37,0,3,3,19,10,20,26,64,12,14,12,3,5,0,11,212,0,21,46,152,189,210,307,552,140,127,99,90,69,37,69,2098
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,3,3,0,0,0,0,0,0,0,17
LGA34530,0,0,5,8,12,7,51,80,3,6,4,8,8,0,9,205,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,6,16,12,0,3,3,6,3,3,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,85,189,294,142,99,141,106,11,26,19,11,15,12,50,1207,0,0,7,18,8,21,9,15,0,0,0,0,9,0,7,95,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,14,0,0,3,3,9,4,6,0,0,0,0,0,0,0,0,22,0,12,39,113,38,47,50,28,3,3,3,13,6,13,16,383,15,181,332,625,474,401,491,491,68,130,79,86,65,43,186,3651
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,12
LGA34580,0,0,4,4,6,12,47,37,0,0,3,0,0,0,3,124,0,0,0,0,0,3,0,4,0,0,0,3,8,0,0,18,0,0,0,0,0,3,8,3,0,0,3,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,15,0,97,249,381,110,95,114,89,6,3,3,0,22,6,63,1246,0,0,3,19,9,3,9,7,11,7,0,0,3,4,3,89,0,0,0,0,6,6,9,3,7,0,4,0,8,9,6,57,0,0,0,0,11,8,25,9,3,0,0,0,0,3,0,62,0,13,35,82,56,60,110,112,20,50,102,93,176,88,130,1123,3,217,421,668,468,450,600,558,105,125,189,228,395,234,374,5010
LGA34590,0,4,14,111,242,216,782,388,54,43,39,24,14,12,26,1964,0,4,12,70,24,65,65,111,28,78,45,19,11,8,7,549,0,0,0,3,54,277,132,290,85,50,43,36,36,38,42,1082,0,0,3,22,14,22,30,7,0,0,0,0,4,0,3,102,0,0,3,19,19,30,36,28,6,0,11,0,5,0,17,176,38,659,2060,4259,1981,1427,1386,1053,96,120,68,72,80,27,401,13739,0,13,23,86,59,60,127,120,16,18,20,16,32,17,25,634,0,4,0,12,247,273,123,174,20,21,34,37,20,8,43,1010,0,0,6,5,81,49,214,126,16,4,9,9,12,7,16,555,18,148,486,1602,1624,3096,3913,3808,754,724,1075,684,651,518,552,19654,91,1687,3798,8096,8746,11876,16109,15005,2617,2971,3360,2350,2066,1442,2656,82883
LGA34710,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,4,0,10,8,3,4,0,3,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,3,0,0,3,3,0,3,3,0,0,18,0,9,15,28,33,40,27,35,16,9,5,8,12,0,15,252
LGA34770,0,0,4,12,32,25,307,524,76,53,22,26,11,4,16,1112,0,0,0,0,5,3,7,49,5,13,0,3,0,4,0,99,0,0,0,0,10,14,30,45,15,10,11,20,11,7,11,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,11,177,418,585,260,218,273,386,86,68,45,25,20,19,76,2679,0,5,11,29,20,19,42,35,7,7,6,9,7,6,7,206,0,0,0,0,8,6,4,12,4,9,4,10,6,0,3,64,0,0,8,3,19,5,128,162,7,16,0,11,0,3,3,376,8,32,92,202,124,123,186,361,48,65,39,39,29,25,57,1441,46,593,885,1288,1266,1137,1908,3251,691,721,422,410,295,170,390,13472
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,4,7,5,3,8,8,0,3,0,8,3,0,10,58
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA34860,0,0,0,0,0,0,9,18,0,0,10,0,0,0,0,49,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,25,13,12,11,11,3,3,8,9,3,0,7,149,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,3,3,11,8,6,17,26,9,3,9,12,3,0,4,118,3,19,45,55,63,47,117,243,64,40,64,54,43,8,45,900
LGA34880,0,0,3,0,5,0,20,20,0,7,10,16,5,3,0,91,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,10,9,13,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,64,115,189,75,89,73,49,6,6,9,5,12,7,29,723,0,0,9,23,13,14,13,10,0,0,0,3,0,0,0,87,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,15,0,0,0,7,3,4,19,0,0,0,0,0,0,0,0,37,3,24,72,112,64,65,79,64,13,21,21,23,59,15,87,729,10,272,600,563,397,362,354,298,59,75,70,90,115,45,251,3570
LGA35010,0,10,43,116,244,271,1387,1566,228,212,185,150,118,74,83,4677,0,14,39,97,44,77,90,97,20,16,13,6,0,10,4,532,0,0,0,12,27,51,144,177,36,26,28,32,35,14,32,612,0,3,3,6,7,6,13,0,3,0,0,0,0,0,0,41,0,0,0,15,6,10,9,5,0,3,0,0,3,0,3,53,59,1341,3264,5314,2435,2264,3284,4002,540,511,404,242,271,119,684,24722,0,18,43,168,110,154,268,203,52,35,60,33,47,14,31,1241,0,0,0,9,72,85,51,86,13,9,6,9,17,4,36,408,0,0,3,12,107,83,223,296,33,22,32,5,20,7,9,861,20,217,554,1412,1077,1264,1831,1757,347,377,264,233,333,291,403,10377,141,2959,5434,9674,8606,10234,14992,15834,2944,2900,2240,1740,1832,1205,2649,83392
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,0,3,4,0,11,3,0,0,0,5,0,0,37
LGA35300,0,0,0,0,5,3,18,34,8,48,13,5,3,7,0,149,0,0,0,0,0,3,3,7,0,3,0,4,10,0,3,40,0,0,0,0,4,5,0,5,3,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,15,39,99,31,24,30,39,10,5,7,5,5,0,11,321,0,7,0,0,0,7,9,3,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,32,11,5,3,7,0,0,0,68,0,11,58,55,24,28,45,88,34,39,25,10,8,10,9,463,3,57,137,234,190,286,395,671,209,262,174,129,86,70,117,3015
LGA35600,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,4,0,0,11,0,0,0,0,0,0,0,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,0,10,57,15,4,0,109,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,3,4,0,4,7,3,0,0,0,0,0,6,0,30,0,7,16,21,20,30,27,53,4,3,17,61,16,15,11,297
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,19
LGA35740,0,3,13,17,65,66,117,109,10,7,21,21,22,0,0,480,0,0,8,7,5,4,0,0,0,0,0,0,0,0,0,26,0,0,0,3,4,10,28,20,0,5,6,5,0,3,0,93,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,8,21,271,583,917,475,467,772,594,67,96,52,45,59,28,107,4558,0,7,13,48,24,38,75,51,9,0,0,9,17,12,5,315,0,3,0,0,3,4,8,3,3,0,3,5,3,0,0,40,0,0,3,3,14,11,38,29,11,3,3,3,0,0,0,113,4,68,121,224,145,131,172,153,23,36,49,44,31,32,40,1279,42,602,1044,1677,1403,1428,1984,1473,220,277,237,230,214,132,310,11270
LGA35760,0,0,0,0,0,0,9,9,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,46,64,18,11,8,4,0,0,0,0,0,0,12,200,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,15,12,15,17,13,5,9,14,10,35,20,75,248,3,52,79,123,80,87,84,92,16,34,24,35,102,46,124,982
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,0,18,0,3,5,7,8,12,8,16,3,3,3,3,0,3,12,80
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,7,3,11,3,3,0,7,3,0,0,0,3,47
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,0,3,15,0,8,8,9,6,7,3,8,4,0,5,0,0,0,5,67
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,9,0,0,0,5,5,11,3,6,0,0,0,0,0,3,0,32
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,6,5,7,3,10,4,3,6,0,0,0,0,0,4,49
LGA36250,3,3,21,45,122,138,790,752,111,112,101,65,77,46,41,2429,0,0,7,28,14,31,31,42,8,8,4,3,4,0,0,185,0,0,3,3,8,16,51,53,5,11,13,12,11,5,11,201,0,0,0,9,3,3,3,0,0,0,0,0,0,0,0,22,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,26,23,581,1331,2197,1133,1204,1825,2022,309,243,193,135,126,43,284,11650,0,10,19,99,55,46,93,53,36,29,14,17,14,3,6,494,0,0,0,6,52,25,21,19,4,0,3,10,0,3,3,154,0,3,7,4,30,24,105,77,8,4,8,4,3,3,4,288,16,144,301,619,426,484,632,446,71,73,86,50,64,43,119,3562,70,1419,2395,4009,3680,4238,6628,5802,1008,929,757,565,545,283,877,33203
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,5,3,8,5,6,3,3,3,0,0,0,3,46
LGA36370,0,0,3,6,17,10,103,146,13,8,13,16,3,5,4,345,0,0,0,3,0,3,11,92,26,73,12,0,13,6,7,260,0,0,0,0,8,12,11,25,3,9,5,4,5,0,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,125,229,334,123,95,120,94,23,24,9,15,26,15,53,1293,0,3,0,18,17,3,23,31,10,10,8,10,0,0,4,130,0,0,0,0,5,10,43,233,7,5,5,0,16,5,15,345,0,0,0,3,15,4,15,76,6,11,5,4,6,0,0,137,3,16,30,87,58,90,160,427,69,77,89,42,56,33,46,1292,12,248,367,641,605,614,1002,1901,320,443,338,243,304,159,287,7494
LGA36510,0,0,7,5,17,7,59,34,3,5,0,4,0,4,0,157,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,5,5,3,0,4,5,6,3,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,356,568,225,206,265,197,22,8,27,16,7,6,75,2131,0,5,10,17,22,23,30,22,0,6,0,0,3,0,0,134,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,14,0,0,0,0,10,5,23,6,5,0,0,0,0,0,0,53,5,22,59,150,86,57,61,58,5,7,6,5,11,10,44,580,22,303,590,1037,799,753,898,613,103,58,101,71,80,55,239,5716
LGA36580,0,0,3,7,6,5,17,16,0,0,7,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,183,324,98,76,75,42,11,7,0,0,6,0,40,942,0,0,0,11,3,10,5,6,0,0,0,0,0,0,0,44,0,0,0,0,16,18,3,15,0,3,6,0,0,0,0,67,0,0,0,0,9,9,5,0,3,0,0,0,0,0,0,18,0,12,37,53,49,28,42,19,5,13,28,6,13,3,17,328,10,172,309,514,413,320,375,256,98,78,90,48,79,66,138,2977
