LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA37010,0,4,0,15,18,8,25,27,7,105,0,7,43,49,9,18,10,4,0,142,16,121,168,722,179,67,36,18,8,1332,3,18,24,69,20,7,17,15,5,179,0,0,9,46,12,0,7,3,0,83,6,13,9,31,0,3,7,0,0,65,3,27,9,122,53,33,30,17,10,310,0,13,13,46,36,62,107,103,54,441,3,14,18,65,18,12,5,0,0,135,9,21,19,175,32,7,0,0,0,267,0,0,0,3,5,0,0,0,0,13,5,9,45,127,106,58,22,13,0,391,0,0,0,6,4,17,28,4,0,57,0,3,3,18,6,0,4,0,0,33,0,3,10,55,16,5,10,0,0,111,0,15,26,81,4,4,0,0,0,128,0,8,12,55,40,86,105,42,18,372,36,282,430,1355,869,779,388,129,26,4297,0,4,8,15,20,22,26,14,3,110,3,14,7,51,4,5,3,0,0,89
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,8,33,27,15,3,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,0,0,0,4,0,9,13,93,8,3,3,0,0,141,0,0,0,7,0,0,0,3,0,12,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,4,36,5,4,3,0,0,62,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,6,3,4,0,0,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,5,8,11,18,5,0,57,0,30,23,134,97,102,53,14,0,459,0,0,0,7,4,0,3,0,0,12,0,0,0,3,0,0,0,0,0,7
LGA37340,0,0,0,0,0,6,3,0,0,14,0,0,9,26,0,0,0,0,0,39,3,9,12,63,5,3,7,3,0,99,0,4,7,18,3,3,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,29,10,3,3,3,0,52,0,3,6,26,4,4,19,16,5,74,0,0,19,60,9,3,0,0,0,87,0,0,56,112,0,0,0,0,0,169,0,0,0,3,0,0,0,0,0,3,0,0,11,35,8,4,3,0,0,57,0,0,0,0,5,4,5,3,0,13,0,0,0,0,5,0,3,0,0,11,0,0,0,0,0,3,0,0,0,3,0,3,6,17,0,0,0,0,0,21,0,0,7,8,7,17,26,12,0,75,7,39,120,380,224,233,122,26,6,1147,0,0,0,3,3,0,3,0,0,10,0,0,0,3,0,0,0,0,0,4
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,3,3,0,0,7,0,0,5,15,0,0,0,0,0,17,3,0,9,38,3,0,5,0,0,62,0,0,5,7,4,0,8,0,0,24,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,0,0,27,19,4,3,3,0,0,45,0,0,23,29,3,0,4,0,0,60,0,0,8,23,0,0,3,0,0,28,0,0,5,33,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,0,0,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,9,0,0,0,0,0,7,0,0,10,18,8,12,34,3,3,88,3,8,33,146,89,153,133,11,0,567,0,0,3,8,0,0,3,0,0,18,0,0,0,9,0,0,0,0,0,10
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,3,3,4,16,25,24,13,88,0,0,335,92,6,15,5,0,0,453,16,22,94,296,11,5,8,3,4,462,0,3,41,31,3,3,0,0,0,83,0,4,12,88,6,4,3,5,3,129,0,0,0,6,4,0,0,0,0,22,0,0,4,17,3,7,14,4,0,57,3,0,9,31,17,27,45,19,8,162,8,3,23,53,8,6,0,0,0,111,0,10,87,173,22,17,0,3,0,307,0,0,3,8,0,0,0,0,0,14,0,5,484,194,18,17,15,10,3,743,0,0,0,0,0,0,7,0,0,12,0,0,3,5,0,0,0,0,0,10,0,0,12,16,4,3,0,0,0,27,0,0,3,16,0,0,0,0,0,15,0,0,0,8,9,9,11,3,0,43,4,3,27,78,38,40,26,4,3,213,0,0,4,7,0,7,3,3,0,31,0,3,9,39,4,0,0,0,0,59
LGA40120,0,0,0,0,4,9,17,6,0,32,0,0,0,12,4,9,8,3,0,32,0,4,3,15,3,10,9,3,3,50,0,0,3,11,3,0,3,0,0,21,0,0,4,16,5,5,0,0,0,37,0,0,0,4,0,0,0,0,0,8,0,3,7,16,17,20,12,6,4,80,0,0,0,4,15,40,69,51,15,196,0,3,0,15,3,6,4,0,0,33,0,3,8,3,0,0,0,0,0,17,0,0,0,0,3,4,0,0,0,10,0,3,3,22,16,15,10,3,0,76,0,0,0,3,0,6,6,7,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,15,18,63,75,41,4,224,3,11,14,83,84,84,43,19,0,337,0,0,3,7,13,7,5,3,0,39,0,0,0,0,0,0,3,0,0,3
LGA40220,0,0,3,0,0,7,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,17,3,10,9,4,0,47,0,4,0,3,3,0,3,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,18,11,0,51,0,0,0,0,3,11,23,13,4,59,0,0,0,8,4,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,9,0,3,0,8,5,11,4,3,0,30,0,0,0,0,0,8,4,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,51,91,32,12,204,0,12,4,39,46,47,48,21,3,226,0,0,0,0,4,10,8,4,4,28,0,0,0,0,0,0,0,0,0,0
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,8,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,4,6,0,4,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,4,3,0,31,0,0,3,0,3,7,13,5,4,37,0,0,0,4,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,11,4,3,0,0,0,16,0,0,0,0,3,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,28,39,13,0,80,4,5,16,53,41,29,20,8,4,176,0,0,0,4,3,3,4,7,0,23,0,0,0,0,0,0,0,0,0,0
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,0,0,0,6,7,24,46,70,16,162,0,0,0,0,0,0,0,0,0,0,3,5,3,58,17,20,7,3,0,115,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,5,5,0,3,11,22,15,55,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,8,0,0,0,0,3,5,0,3,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,16,3,5,42,0,0,11,16,25,14,3,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA40700,0,0,0,9,17,44,56,56,25,203,7,29,91,87,31,45,38,16,0,334,13,122,92,446,113,56,61,32,7,944,0,7,15,34,13,19,18,7,0,109,3,32,17,144,45,20,9,12,3,290,0,0,0,6,4,3,0,0,0,12,0,7,3,16,15,15,14,7,5,74,0,0,3,16,30,124,197,205,93,658,3,10,14,47,32,4,8,3,0,122,3,56,93,128,72,20,0,3,0,366,0,3,3,13,19,9,15,14,7,78,7,44,105,214,133,103,151,40,6,809,0,0,0,0,4,6,6,11,0,23,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,4,0,0,0,7,0,0,3,23,0,0,0,0,0,23,0,0,7,3,11,18,36,16,6,98,5,43,36,81,72,83,55,21,13,414,0,0,0,5,10,16,18,4,0,49,8,23,9,51,9,4,0,0,0,98
LGA40910,0,5,0,9,27,57,120,97,28,342,0,5,61,115,29,67,36,8,3,321,33,174,161,956,148,74,29,26,9,1619,0,15,8,65,8,5,3,0,0,109,4,33,52,158,46,33,8,4,3,340,0,11,6,21,10,3,0,0,0,53,0,9,0,17,10,18,19,15,6,92,3,8,26,89,164,548,1055,1130,408,3428,0,5,12,33,12,3,3,0,0,65,7,75,84,220,84,29,5,3,0,508,5,5,3,30,31,41,34,8,14,169,6,75,131,287,104,95,84,22,8,818,0,0,0,3,3,7,21,7,4,50,0,0,0,6,0,0,0,0,0,13,0,3,0,7,5,4,0,0,0,20,0,0,3,44,0,3,0,0,0,56,0,10,5,13,12,18,61,42,25,183,0,22,28,86,43,46,36,11,7,285,0,3,0,3,6,16,11,5,0,37,5,22,17,43,19,0,0,0,0,103
LGA41010,0,0,0,3,0,7,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,5,5,3,9,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41060,0,9,27,65,96,270,474,596,215,1757,3,0,44,72,10,12,7,3,0,150,73,244,286,1653,196,103,65,46,18,2697,3,10,5,58,14,8,5,3,0,115,0,23,39,157,31,30,8,5,0,292,0,7,25,58,27,13,11,0,0,150,0,22,13,77,46,36,25,27,16,266,4,10,35,106,214,527,953,1096,441,3389,3,3,15,50,9,9,3,0,0,86,0,14,13,86,12,6,0,0,0,133,0,0,14,27,13,17,7,10,6,104,3,16,81,201,46,33,37,4,0,435,0,0,0,3,7,44,86,31,15,186,0,0,0,4,3,3,0,0,0,16,0,0,0,5,3,4,0,3,0,19,0,4,16,90,0,0,0,0,0,114,4,5,13,25,25,57,108,54,8,296,5,42,84,259,147,114,80,19,11,757,0,0,3,15,25,24,19,17,4,110,19,49,39,198,15,9,0,0,0,331
LGA41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,3,0,3,3,27,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,12,0,0,0,3,0,6,6,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,7,0,33,0,0,0,17,6,12,4,3,0,45,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,3,4,30,17,0,56,0,0,0,0,0,3,0,0,0,3,0,5,0,14,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,7
LGA41560,0,0,0,0,0,3,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,27,3,0,0,3,3,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,3,0,0,17,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,25,14,3,63,0,0,6,19,14,28,15,9,0,79,0,0,0,0,0,4,6,0,0,11,0,0,0,3,0,0,0,0,0,4
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
