LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA35010,35623,48328,15401,1198,100544,18494,3458,122497,2004,663,1129,86,3877,3912,316,8107,1672,1218,1820,126,4841,2760,473,8074,3673,1886,2946,210,8722,6669,790,16179,636,182,433,36,1290,2868,158,4316,257,67,105,6,432,698,53,1177,752,111,143,14,1023,812,53,1884,12,0,0,0,16,17,0,35,1657,357,678,61,2754,4394,257,7409,147,25,24,4,195,469,21,678,104,11,13,0,130,302,6,437,6,11,3,0,20,16,4,38,11,22,7,0,39,18,3,63,270,62,43,6,384,803,33,1220,99,71,45,3,215,135,13,362,41328,50705,19115,1473,112615,30495,4548,147666
LGA35250,30,81,61,7,180,37,9,224,0,0,0,0,0,3,0,4,6,3,3,0,10,3,0,17,9,3,3,0,13,10,0,22,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,43,85,57,12,201,49,5,261
LGA35300,1198,1784,610,51,3640,831,195,4668,174,107,74,10,357,382,51,785,21,12,14,0,46,69,9,124,195,122,86,11,407,446,57,907,76,47,43,3,168,149,22,338,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,50,43,3,171,159,22,349,18,14,3,0,30,36,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,7,0,16,24,21,3,0,44,37,0,82,22,14,3,0,39,30,0,68,1509,1987,742,66,4298,1504,276,6078
LGA35600,457,416,155,11,1034,411,35,1484,4,0,3,0,10,34,0,44,0,0,0,0,0,0,0,0,4,0,3,0,10,39,0,48,3,0,3,0,10,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,22,0,38,3,3,0,0,6,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,11,13,7,0,0,17,12,0,31,3,0,0,0,6,10,0,14,479,429,158,10,1075,498,39,1611
LGA35670,16,84,48,12,162,23,0,189,8,5,5,0,25,18,0,36,0,0,0,0,0,3,0,3,8,5,5,0,25,22,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,32,92,52,15,188,47,0,235
LGA35740,5869,4731,1756,97,12448,2957,563,15965,287,41,62,5,394,557,29,981,443,140,192,8,780,583,87,1453,729,181,251,13,1179,1141,115,2436,203,71,130,10,411,509,52,968,141,22,38,0,204,162,26,399,42,7,7,0,49,31,4,83,0,0,0,0,0,3,0,3,384,100,176,6,663,707,88,1452,13,4,3,0,23,50,0,75,7,0,0,0,7,13,0,22,8,10,3,0,19,15,0,38,3,0,0,0,8,7,0,9,33,12,4,0,53,85,0,145,40,28,10,0,78,60,10,146,7059,5050,2202,122,14423,4954,769,20143
LGA35760,1232,892,302,39,2460,1005,101,3569,4,0,0,0,6,18,0,27,0,0,0,0,0,3,0,3,6,0,0,0,5,20,3,31,11,0,3,0,22,59,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,23,60,13,96,24,6,3,0,29,70,7,106,3,0,0,0,3,12,9,27,8,7,0,0,15,24,3,40,3,3,3,0,8,6,3,21,37,12,3,0,61,114,25,191,15,8,0,0,19,10,0,30,1295,914,318,43,2572,1201,135,3916
LGA35780,63,240,147,25,473,80,7,567,6,17,8,0,28,17,0,50,0,0,0,0,4,0,0,4,6,14,8,0,31,17,0,47,4,0,6,0,8,10,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,11,7,0,21,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,5,3,6,0,0,7,7,0,15,0,4,0,0,4,0,0,4,5,5,4,0,12,20,0,32,0,0,0,0,0,4,0,4,81,264,160,25,530,132,9,676
LGA35790,39,167,133,21,358,36,6,397,3,3,0,3,5,4,0,13,5,5,3,0,13,7,0,21,4,10,3,3,17,11,0,34,12,0,5,3,19,14,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,3,19,14,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,5,0,19,0,0,0,0,0,0,0,0,3,3,3,0,9,8,0,19,0,0,0,0,0,0,0,0,61,175,137,29,405,68,7,483
LGA35800,178,106,83,6,380,198,20,598,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,0,0,9,11,0,16,0,4,0,0,6,6,0,15,185,111,87,6,390,230,20,647
LGA36070,41,49,43,15,150,29,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,25,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,25,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,55,61,44,13,173,41,3,218
LGA36150,84,75,29,0,190,86,7,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,93,80,26,0,201,118,7,319
LGA36250,13718,17432,4981,403,36537,6884,1135,44559,651,140,212,15,1028,1387,50,2457,506,345,527,28,1406,946,120,2468,1158,487,737,46,2430,2331,173,4931,419,97,199,13,729,1125,35,1882,91,20,42,0,158,90,6,251,70,11,26,0,102,114,14,225,0,0,0,0,0,3,0,3,585,121,268,15,990,1324,53,2362,29,0,7,0,35,78,5,119,54,10,7,3,66,146,6,221,3,3,0,0,5,4,0,8,8,3,3,0,7,11,0,20,90,13,17,3,126,237,18,370,38,32,26,0,99,111,12,223,15589,18086,6032,464,40171,10890,1389,52446
LGA36300,89,68,30,3,192,73,6,271,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,0,0,0,5,3,0,10,94,68,33,3,195,89,8,295
LGA36370,6826,7929,3588,320,18658,5400,805,24867,262,125,138,23,547,841,60,1446,74,35,38,5,151,334,36,522,334,158,177,30,699,1175,96,1968,126,80,106,8,325,635,83,1041,7,0,4,0,13,20,4,35,27,4,0,3,42,39,3,81,0,3,3,0,3,9,0,11,163,93,117,9,381,709,88,1177,23,3,3,0,29,89,3,119,4,0,0,0,13,25,4,32,11,8,0,0,22,15,0,33,9,10,7,0,29,12,0,39,49,23,10,0,83,136,6,228,26,22,14,3,70,59,6,131,7391,8229,3905,366,19890,7472,1006,28375
LGA36510,4493,4210,1441,111,10249,2519,333,13100,62,12,47,7,132,266,11,410,16,10,8,0,40,47,4,90,78,24,62,7,166,315,14,500,23,0,13,0,41,114,0,156,3,0,3,0,9,34,0,46,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,30,4,17,0,52,149,8,202,28,4,0,0,35,69,5,115,8,3,3,0,12,8,0,25,4,4,0,0,14,6,0,19,19,8,4,0,27,13,0,42,60,18,11,0,92,94,9,196,20,7,9,0,30,10,0,47,4683,4263,1527,115,10591,3093,359,14043
LGA36580,2683,2428,984,73,6171,1822,284,8279,14,19,7,3,43,30,0,73,3,4,3,0,9,0,0,12,19,21,4,3,46,28,0,81,0,3,4,0,14,28,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,28,3,39,6,8,3,0,15,43,5,68,3,0,0,0,4,3,0,9,3,4,0,0,3,3,0,11,3,3,0,0,4,5,3,13,15,13,4,0,32,55,6,99,25,11,10,0,54,31,0,86,2746,2469,1016,81,6315,1968,300,8579
LGA36630,3845,2798,1308,114,8056,2831,393,11275,33,20,30,0,81,219,10,312,0,0,4,0,3,3,0,12,32,20,36,0,84,226,12,321,49,19,31,5,109,271,23,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,50,19,31,5,106,277,23,409,21,4,3,3,38,80,5,120,0,0,0,0,5,8,0,13,11,4,3,0,18,23,0,43,17,0,4,0,20,6,0,28,55,16,9,3,82,119,4,204,23,13,4,0,35,10,0,49,4000,2862,1387,122,8368,3460,434,12265
LGA36660,4082,3310,1306,128,8827,2942,283,12046,120,29,58,6,218,431,11,657,8,4,6,0,26,21,0,43,127,34,68,6,241,446,19,703,33,14,35,3,82,234,18,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30,18,35,3,82,241,18,334,19,8,0,0,27,59,5,90,12,3,3,0,14,21,0,36,9,3,0,0,15,12,3,25,11,7,5,0,22,6,0,32,40,23,8,0,71,105,10,184,28,17,16,0,64,22,3,89,4315,3400,1427,143,9278,3747,325,13355
LGA36720,26066,28916,8788,639,64404,12758,2810,79971,2560,410,659,54,3679,3990,249,7919,1437,819,972,78,3302,1910,390,5609,3996,1223,1628,134,6980,5901,644,13524,918,413,682,56,2072,2516,365,4956,706,222,278,27,1229,1043,219,2492,2037,477,470,52,3040,2015,357,5418,12,5,4,0,22,30,0,56,3666,1119,1445,137,6359,5607,945,12917,243,22,30,0,288,484,35,810,164,17,31,0,213,431,16,666,11,8,3,0,24,18,0,41,25,22,4,0,51,16,6,76,435,68,74,3,575,956,53,1586,170,94,44,3,314,264,12,590,34331,31421,11977,913,78641,25485,4464,108589
LGA36820,2969,2133,962,82,6148,2085,230,8462,46,8,21,0,78,140,3,220,3,4,3,0,9,30,0,37,52,12,25,3,88,166,3,258,64,17,53,7,136,260,12,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,17,51,7,138,260,12,412,33,4,0,0,33,103,4,146,8,0,0,0,5,22,0,32,8,0,3,0,8,12,3,19,11,4,0,0,19,7,4,30,53,11,7,3,68,140,11,221,15,6,0,0,25,19,3,46,3149,2176,1050,98,6468,2671,258,9397
LGA36910,15156,16132,5423,459,37163,9809,1429,48398,1045,343,466,64,1916,2945,239,5096,233,105,203,22,561,700,108,1368,1281,441,665,89,2474,3638,349,6466,434,210,246,39,926,1410,161,2490,5,0,5,0,13,49,3,59,22,4,5,0,36,43,0,73,4,0,0,0,3,3,0,4,459,214,254,39,970,1502,163,2638,33,5,3,0,47,97,9,146,9,0,3,0,14,12,0,25,14,3,3,0,15,12,0,27,31,35,15,5,81,29,8,112,85,48,25,5,158,149,17,322,70,74,18,3,171,202,17,385,17055,16912,6388,590,40943,15294,1963,58204
LGA36950,116,255,108,31,505,166,55,722,4,8,0,0,13,14,0,26,0,15,0,0,17,8,11,35,4,26,3,0,37,21,12,61,10,33,17,0,58,28,5,84,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,17,0,62,28,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,9,0,12,0,0,0,0,7,0,0,7,0,8,3,0,12,14,0,21,0,0,0,0,0,0,0,0,142,311,132,32,611,224,73,908
LGA36960,107,373,224,33,738,179,7,922,0,16,13,0,38,14,0,48,0,0,0,0,0,0,0,4,0,20,13,0,34,12,3,51,0,3,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,110,401,235,33,782,196,9,988
LGA37010,15375,18823,6957,613,41760,9115,2289,53162,625,265,489,68,1438,2426,209,4072,492,251,346,57,1153,1311,239,2701,1115,512,832,122,2588,3738,442,6771,297,125,245,29,697,1181,140,2016,327,87,112,23,543,661,165,1366,446,146,85,26,703,592,172,1465,3,0,0,0,4,4,0,8,1068,356,439,72,1941,2431,477,4858,130,13,13,0,155,213,7,377,29,7,9,0,46,60,0,112,10,9,4,0,23,8,0,33,11,10,3,0,19,12,4,38,181,36,27,0,244,296,13,560,68,41,15,0,130,107,14,253,17806,19775,8276,808,46667,15686,3245,65599
LGA37300,166,406,48,3,625,79,14,722,53,50,11,3,115,38,5,158,59,52,11,0,123,59,13,194,109,98,26,3,238,96,18,354,7,0,3,0,13,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,13,32,0,38,6,0,0,0,6,10,0,15,0,0,0,0,0,0,0,3,3,3,0,0,5,5,0,7,0,0,0,0,0,0,0,0,8,3,0,0,13,15,0,30,4,0,0,0,0,0,0,0,297,512,77,5,896,217,33,1148
LGA37310,3180,3300,1117,89,7688,2343,303,10334,82,52,37,7,176,243,21,441,7,4,3,0,13,8,0,24,89,57,40,7,192,254,25,467,50,22,29,8,116,217,25,353,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,4,50,22,33,8,114,217,25,363,12,5,3,0,23,28,0,52,0,0,0,0,0,9,0,12,0,0,3,0,3,11,0,11,5,9,3,0,15,16,0,38,24,15,7,0,42,67,3,111,13,17,13,0,49,31,3,81,3358,3413,1208,101,8081,2909,359,11350
LGA37340,2941,2795,886,57,6674,1880,340,8900,82,41,38,3,170,232,23,425,109,54,57,6,226,196,62,490,188,100,100,8,396,433,90,919,137,70,88,16,312,400,53,771,40,8,12,0,66,80,16,157,16,3,3,0,21,15,4,41,0,0,0,0,3,3,0,3,201,83,107,17,399,499,78,976,60,10,3,0,72,112,5,184,21,3,0,0,21,22,0,44,3,6,0,0,13,4,0,13,11,0,0,0,10,11,4,25,95,15,4,0,113,151,7,271,54,23,13,0,89,92,12,195,3481,3007,1105,87,7678,3051,522,11255
LGA37400,122,88,30,5,257,133,9,395,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,8,0,0,0,8,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6,8,0,0,0,9,29,0,42,0,0,0,0,3,3,0,10,133,92,38,5,271,186,9,469
LGA37550,15,53,80,21,159,45,4,209,3,8,11,0,23,11,0,32,0,0,0,0,0,0,0,0,3,8,11,0,23,11,0,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,92,21,188,56,4,245
LGA37570,11,20,23,5,53,6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,23,4,66,10,0,78
LGA37600,18,139,119,30,308,15,0,327,5,19,17,0,44,7,0,50,3,0,0,0,0,0,0,6,3,23,17,0,48,5,0,54,4,9,9,0,22,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,22,10,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,17,9,0,33,12,0,51,0,0,0,0,0,0,0,0,13,17,9,0,32,19,0,52,0,0,0,0,0,0,0,0,38,186,155,35,408,47,5,465
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,353,218,83,11,665,290,101,1060,252,98,46,7,401,489,137,1024,619,235,119,37,1009,675,326,2012,864,336,163,43,1413,1169,458,3040,136,39,23,14,210,344,85,648,201,65,34,19,314,408,161,878,692,155,100,86,1034,1275,591,2896,0,0,0,0,3,0,0,3,1032,262,154,115,1561,2026,833,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,18,11,4,0,33,23,18,69,18,11,4,0,33,26,17,72,14,9,3,0,27,45,12,86,2276,830,410,176,3696,3559,1420,8678
LGA40120,4306,5192,1108,82,10683,2306,206,13196,56,15,21,0,98,152,4,263,14,8,11,0,26,22,0,42,72,23,33,0,130,175,4,306,13,3,3,0,21,69,4,99,3,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,0,24,86,4,114,3,3,0,0,8,9,0,15,0,3,0,0,3,4,0,6,0,0,0,0,3,0,0,3,3,6,3,0,16,0,0,14,11,9,4,0,21,13,0,36,33,20,0,0,46,50,3,102,4434,5248,1148,84,10908,2626,221,13761
LGA40220,3669,2379,876,54,6981,2453,200,9639,34,11,14,4,56,142,0,201,30,10,3,0,36,20,5,64,66,17,12,4,100,159,8,262,15,4,12,0,33,128,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,12,0,37,128,0,166,9,3,0,0,17,26,0,38,5,0,0,0,11,44,0,51,0,0,0,0,3,0,0,8,5,3,0,0,10,11,0,20,21,4,7,3,36,76,3,121,11,12,0,0,22,13,0,37,3787,2417,911,60,7172,2837,210,10229
LGA40250,88,169,76,25,357,90,9,456,6,3,0,0,7,22,0,34,0,0,0,0,0,0,0,0,6,3,0,0,7,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,96,171,76,24,367,114,10,494
LGA40310,2761,2699,726,49,6234,1797,144,8179,126,15,40,3,184,289,11,492,3,3,6,0,10,3,0,12,127,18,48,3,194,292,9,499,6,4,5,0,17,104,0,126,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,23,107,0,130,16,0,0,0,17,24,0,41,4,0,0,0,3,4,0,12,3,4,0,0,6,7,0,7,3,5,3,0,10,3,0,13,23,4,3,0,33,38,0,75,10,13,7,0,21,18,0,37,2927,2739,787,50,6504,2258,163,8917
LGA40430,367,204,68,4,647,304,19,968,13,0,0,0,13,21,3,34,0,0,0,0,0,0,0,0,13,0,0,0,13,21,3,34,0,0,0,0,3,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,15,7,0,0,0,7,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,6,10,0,0,0,8,9,0,20,5,3,0,0,8,0,0,5,395,212,68,4,679,343,21,1046
LGA40520,1169,968,441,34,2605,925,86,3621,28,13,46,3,93,188,12,297,0,0,0,0,0,0,0,0,28,13,48,3,94,188,12,299,31,4,11,0,49,151,3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,11,0,49,151,3,209,4,0,0,0,4,12,0,19,6,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,12,0,0,0,14,18,0,34,6,10,0,0,19,13,0,30,1251,990,504,34,2780,1292,113,4179
LGA40700,3236,4811,885,96,9029,1976,264,11273,614,374,236,25,1250,1324,92,2664,291,250,103,10,657,362,46,1067,906,628,342,39,1915,1685,133,3727,271,184,122,15,589,793,71,1453,12,5,8,0,25,87,7,119,43,18,8,0,68,91,5,162,0,0,0,0,0,0,0,0,327,205,136,20,686,972,80,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,9,4,0,0,0,5,4,3,13,5,12,0,0,16,11,3,26,4473,5656,1367,153,11644,4648,482,16778
LGA40910,3933,5226,1552,175,10881,2979,405,14268,607,644,301,44,1596,1212,82,2896,144,201,53,8,402,96,21,520,749,838,360,50,1994,1310,105,3411,263,224,136,17,640,831,76,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,264,223,136,17,638,835,76,1551,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,3,0,11,3,0,8,5,17,6,0,34,13,0,47,4960,6303,2049,243,13556,5141,590,19286
