LGA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,9,27,116,71,33,27,9,0,300,0,0,3,12,18,13,18,11,3,76,0,0,7,3,3,3,14,4,0,28,18,300,358,783,1106,806,871,530,182,4958,3,3,10,63,38,31,12,7,0,164,0,7,3,17,23,18,17,6,0,85,0,3,18,49,53,57,106,46,30,361,0,3,0,3,9,8,14,6,0,37,0,3,9,17,20,16,4,3,0,73,4,21,20,160,44,27,26,19,3,317,0,0,8,34,14,11,12,11,6,101,0,0,0,18,4,5,3,0,0,34,0,0,0,3,0,0,0,0,0,11,5,17,10,60,38,37,18,12,7,199,0,6,0,13,11,24,37,26,13,131,0,9,11,45,16,9,4,3,0,96,0,4,3,37,5,6,0,0,0,62,0,0,0,0,5,7,5,0,0,17,0,4,5,42,33,40,13,8,0,137,0,0,0,0,6,8,21,4,3,45
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,3,11,51,17,11,3,0,0,99,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,21,32,68,99,109,96,53,19,501,0,3,3,25,20,4,3,0,3,58,0,0,0,3,4,3,3,0,0,8,0,0,4,15,6,12,13,12,3,65,0,0,0,3,0,0,0,0,0,3,0,0,0,9,4,3,0,0,0,22,7,23,15,146,19,4,6,7,0,229,0,0,3,7,10,5,3,0,0,26,0,0,0,7,0,0,3,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,7,5,0,7,3,3,32,0,0,0,3,0,3,0,0,0,11,3,0,3,11,0,0,0,0,0,20,0,3,0,24,0,3,0,0,0,31,0,0,0,0,3,0,0,0,0,3,0,4,3,24,6,6,3,0,0,48,0,0,0,0,0,0,0,3,0,4
LGA36510,0,3,0,3,4,4,0,0,0,20,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,39,31,125,189,194,232,103,42,952,0,3,4,10,0,0,0,0,0,21,0,0,4,8,3,0,0,4,0,18,0,0,0,23,14,21,29,16,7,112,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,13,0,4,3,3,0,35,0,0,0,12,3,6,5,0,0,24,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,6,3,4,3,25,0,0,0,3,0,3,0,0,0,8,0,0,4,14,12,3,0,0,0,35,0,0,9,33,3,3,0,0,0,46,0,0,0,0,0,3,0,0,0,3,0,3,0,4,3,8,5,0,0,24,0,0,0,0,0,0,3,0,0,4
LGA36580,0,3,0,3,3,3,0,0,0,14,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,13,27,89,107,107,52,13,406,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,4,4,0,0,7,0,0,0,6,8,16,16,11,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,5,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,8,0,0,9
LGA36630,0,0,0,8,9,0,3,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,12,17,75,99,159,67,17,449,0,0,0,3,4,8,0,0,0,16,0,0,0,3,0,6,3,0,0,17,0,0,0,10,5,9,30,7,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,3,0,0,21,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,11,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA36660,0,0,3,15,3,3,3,0,0,33,0,0,0,0,4,3,3,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,4,34,69,123,152,68,32,484,0,0,0,10,5,3,0,0,0,26,0,0,0,0,0,0,3,0,0,4,0,0,3,13,11,14,18,9,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,17,3,3,4,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,19,0,0,3,0,4,9,33,46,15,110,0,0,0,4,3,0,0,0,0,12,0,0,8,24,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3
LGA36720,3,20,43,142,57,45,17,12,0,332,0,0,0,7,10,26,7,19,4,69,0,0,0,8,7,9,8,12,7,49,48,508,568,1442,1745,1343,1728,1100,461,8942,3,4,11,47,31,35,15,12,3,169,3,14,17,64,29,29,23,11,6,200,4,22,36,162,140,158,266,152,70,1020,0,0,5,11,3,7,6,13,4,44,0,14,12,36,20,21,4,3,0,114,10,51,25,369,47,37,26,25,12,599,5,10,18,79,28,24,26,8,14,206,0,3,0,17,10,0,7,0,0,44,0,0,0,3,0,0,0,0,0,4,0,30,19,101,67,34,48,28,15,354,0,5,10,27,16,28,34,47,35,207,0,22,32,140,45,16,8,0,6,271,3,15,25,153,14,4,0,0,0,221,0,4,0,4,9,0,3,0,0,17,0,5,23,69,57,47,29,11,7,243,0,0,0,4,3,23,32,14,3,77
LGA36820,0,0,0,8,3,0,0,0,0,17,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,15,36,82,79,128,69,25,435,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,14,0,0,3,15,15,15,34,18,3,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,14,3,4,3,0,0,23,0,0,0,3,0,5,3,0,4,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,0,23,0,0,4,7,6,3,24,32,12,78,0,0,0,12,3,3,0,0,0,23,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,16,0,0,0,0,0,0,0,0,0,5
LGA36910,3,15,39,159,54,23,14,8,4,307,0,0,0,0,3,4,8,3,0,19,0,11,3,10,0,3,0,0,0,25,10,50,49,220,314,329,375,231,82,1659,0,7,13,32,21,14,3,0,0,98,0,0,3,15,0,3,5,0,4,31,0,0,6,35,33,29,56,34,12,208,0,0,0,0,3,5,0,5,0,15,0,0,8,21,4,6,3,3,0,48,7,42,60,290,23,19,20,8,3,472,0,5,3,31,4,10,3,0,0,51,0,10,13,20,5,10,7,0,0,62,29,58,9,83,9,0,0,0,0,184,0,3,3,30,16,11,13,20,3,87,0,4,3,7,3,9,14,13,3,47,0,3,10,29,11,3,0,0,3,61,3,3,14,73,7,0,0,0,0,107,0,0,0,0,8,0,0,0,0,8,3,5,9,73,36,22,11,3,0,154,0,0,0,3,3,3,6,0,0,16
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,3,18,24,116,39,22,11,7,7,249,0,0,0,6,3,3,3,0,3,21,3,4,0,5,4,4,5,3,0,25,15,99,150,440,499,428,446,225,76,2393,0,7,20,64,29,24,9,3,0,160,0,3,4,33,14,14,9,7,0,78,3,8,25,92,62,55,62,28,14,347,0,0,0,5,8,4,7,12,3,48,0,4,13,22,3,8,7,0,0,65,13,62,80,327,84,32,22,7,0,626,0,8,11,45,15,6,8,3,3,100,0,0,5,28,5,3,3,0,0,46,3,3,10,13,0,4,0,0,0,34,3,10,5,54,30,16,13,7,6,156,0,3,6,13,15,28,44,36,27,187,3,10,8,58,17,4,0,0,0,108,0,6,13,94,17,5,0,0,0,133,0,0,0,0,3,0,0,0,0,5,0,5,32,71,56,27,18,10,0,221,0,0,0,0,0,5,10,0,0,25
LGA37300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,9,3,0,0,30,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,3,5,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,31,39,36,42,21,5,188,0,4,0,7,3,3,3,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,4,5,3,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,5,40,0,3,4,0,0,63,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA37340,0,3,8,25,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,43,160,102,88,93,38,10,542,0,0,5,7,3,4,3,0,0,19,0,0,3,9,4,0,6,3,0,24,0,0,3,40,6,14,15,6,6,94,0,0,0,0,0,3,0,0,0,5,0,0,3,16,0,0,0,0,0,19,0,3,5,23,0,3,4,3,0,42,0,0,5,15,0,5,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,3,0,0,0,0,28,0,0,0,8,0,3,4,4,3,27,0,0,0,36,9,3,0,0,0,48,0,0,26,38,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,3,18,4,6,0,0,0,30,0,0,0,0,3,0,3,3,0,8
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,3,20,37,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86,88,47,90,90,12,0,411,0,0,0,4,0,0,0,0,0,10,0,0,15,22,0,3,0,0,0,42,0,0,18,12,0,10,4,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,16,3,0,3,15,0,0,3,0,0,26,0,0,4,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,15,4,3,3,0,0,0,32,0,0,6,15,0,0,0,0,0,21,0,0,0,15,0,0,3,0,0,16,0,0,9,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,6,9,935,552,47,25,5,0,3,1587,0,0,0,5,0,3,4,0,0,17,0,3,0,4,0,0,0,0,3,12,0,3,51,67,67,92,71,33,18,409,0,0,0,4,0,3,0,0,0,7,0,0,8,12,3,0,5,0,0,28,0,0,8,11,3,3,18,3,7,44,0,0,0,3,3,6,6,13,12,47,0,3,145,38,0,10,3,0,0,202,8,15,33,127,7,3,3,0,0,197,0,0,27,16,0,0,0,0,0,48,0,3,10,42,0,4,6,0,0,60,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,3,5,4,0,23,0,0,5,17,8,12,18,11,0,72,0,3,11,36,4,5,3,0,0,66,0,3,44,87,15,13,0,3,0,163,0,0,0,5,0,0,0,0,0,5,0,4,269,111,9,6,5,0,3,415,0,0,0,0,0,0,3,0,0,3
LGA40120,0,5,10,36,5,4,3,0,0,67,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,54,53,147,360,371,299,135,50,1482,0,0,3,6,0,0,0,0,0,10,0,0,3,10,8,0,3,0,0,18,0,0,3,15,38,29,55,31,21,190,0,0,0,0,0,0,9,0,0,11,0,0,0,4,3,6,0,0,0,15,0,3,3,6,5,6,3,3,3,26,0,0,0,7,0,0,3,0,0,12,0,0,3,13,4,7,0,0,0,23,0,0,0,3,0,0,0,0,0,5,0,0,5,11,4,9,3,4,0,40,0,0,0,3,7,16,28,15,9,75,0,0,0,13,4,5,3,0,0,24,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,11,11,0,0,37,0,0,0,3,0,4,0,0,0,8
