LGA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA30450,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,16
LGA30760,19,0,0,0,0,19,9,0,0,0,0,9,16,0,0,0,0,16,25,0,0,0,0,25,20,0,0,0,0,20,33,0,0,0,0,33,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,8,10,0,0,0,0,10,160,0,0,7,0,158
LGA30900,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,10
LGA31000,5770,386,580,12,15,6762,2005,155,200,5,4,2371,1666,161,191,6,3,2026,2817,263,353,9,0,3440,3769,354,518,7,6,4652,11249,1323,1825,15,28,14446,14330,2164,2765,34,42,19336,25420,2459,3381,30,60,31344,15864,868,1321,14,41,18107,14739,574,969,27,28,16333,9974,296,620,13,24,10929,4196,267,373,11,15,4865,111795,9270,13085,179,281,134609
LGA31750,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
LGA31820,534,7,11,0,3,563,373,10,4,7,0,387,324,4,0,3,0,332,641,7,12,9,0,672,799,22,11,5,4,835,2212,36,30,8,7,2291,2056,22,31,0,5,2115,1495,7,18,3,0,1534,472,3,4,3,0,485,296,0,3,0,3,305,152,3,0,0,4,154,445,5,9,0,0,464,9813,126,131,32,29,10135
LGA31900,95,0,3,3,0,100,55,0,0,0,0,55,62,0,0,0,0,67,109,0,4,0,0,122,182,0,0,0,0,189,394,0,8,3,0,405,319,0,5,3,0,323,241,0,0,0,0,246,97,0,0,0,0,97,52,0,0,0,0,53,44,0,0,0,3,46,104,0,0,0,0,105,1749,3,26,14,3,1791
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32080,676,28,53,0,5,757,319,19,43,0,0,375,286,25,35,0,0,343,598,68,97,5,5,773,807,99,177,4,7,1091,2639,251,282,4,5,3185,3552,119,237,7,11,3926,4183,73,134,0,8,4403,1471,6,48,0,3,1534,976,13,31,4,3,1030,519,9,21,3,3,553,639,28,39,3,0,708,16662,737,1198,30,53,18689
LGA32250,5,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,10,0,0,0,0,10,15,0,0,0,0,15,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,6,64,0,0,4,3,71
LGA32260,155,0,3,0,3,159,83,0,0,0,0,87,70,0,0,3,0,76,172,0,3,3,3,188,257,3,0,8,0,266,622,7,11,3,3,639,485,4,0,3,8,497,371,0,4,3,0,381,148,0,0,0,3,154,82,0,0,3,3,90,46,0,0,0,0,50,129,3,4,3,0,137,2622,18,30,27,22,2727
LGA32270,119,0,0,4,3,126,31,3,0,0,0,33,42,0,0,0,0,51,79,0,3,0,3,87,108,0,3,0,12,122,322,8,8,0,10,342,366,15,11,6,3,398,605,15,5,3,10,635,300,0,3,3,5,308,216,0,0,0,0,220,107,0,0,0,7,111,117,0,3,0,6,123,2410,40,34,22,51,2562
LGA32310,78,0,0,3,3,84,34,0,0,0,0,34,41,0,0,0,0,41,75,3,0,0,0,78,105,3,0,0,0,111,244,3,0,0,0,247,213,0,0,0,0,219,162,0,0,0,0,169,56,0,0,0,0,63,55,0,0,0,0,54,29,3,0,0,0,29,63,0,0,0,0,69,1160,13,3,6,4,1181
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,15,0,0,0,0,15,31,0,0,3,0,29,21,0,0,0,3,22,25,0,0,0,3,30,12,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,3,5,3,0,0,0,0,10,134,0,0,10,7,156
LGA32500,19,0,0,3,0,23,8,0,0,0,0,10,7,0,0,0,0,10,17,0,0,3,0,19,22,0,0,0,0,25,54,0,0,0,0,60,44,0,0,0,0,41,28,0,0,3,0,25,14,0,0,0,0,12,6,0,0,0,0,6,12,0,0,0,0,11,25,0,0,0,0,28,246,0,0,13,5,265
LGA32600,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,43,8,4,3,0,57,23,3,0,0,0,28,25,6,5,0,0,37,39,12,10,0,0,52,68,9,9,0,0,82,175,19,10,0,0,206,203,22,14,3,0,237,229,6,8,0,5,246,82,3,3,0,0,93,67,4,0,0,0,73,36,6,0,0,3,43,65,3,4,0,0,71,1049,82,58,10,14,1220
LGA33100,11,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,46,0,0,0,5,52
LGA33200,12,10,0,0,0,26,9,0,0,0,3,14,4,0,0,0,0,10,16,0,0,0,0,16,8,6,0,0,0,11,15,7,0,0,0,19,3,4,0,0,0,10,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,10,4,0,0,0,12,78,38,0,0,8,121
LGA33220,561,18,7,10,5,594,363,21,0,4,0,384,360,7,0,3,5,378,651,17,6,8,8,690,795,24,6,10,0,834,2212,54,18,14,19,2319,2015,36,11,10,9,2077,1588,20,7,4,9,1630,474,0,3,3,3,482,308,3,3,0,0,312,132,0,0,0,3,134,414,13,4,7,0,440,9877,207,67,65,64,10285
LGA33360,281,0,3,3,0,290,133,3,9,0,0,145,120,0,0,3,0,123,207,7,4,0,0,213,329,4,6,0,0,351,893,25,17,3,3,948,1311,19,19,7,0,1348,1982,24,11,9,0,2027,1158,8,8,4,5,1186,832,0,7,0,3,847,322,3,3,3,3,331,325,3,0,4,6,334,7892,98,84,40,18,8137
LGA33430,2207,482,325,10,0,3025,856,227,120,0,5,1202,658,220,112,0,3,994,1225,399,249,6,7,1893,1740,579,350,9,11,2681,5242,1971,1140,12,19,8383,7113,2457,1228,11,23,10830,13566,1917,1145,14,33,16673,7521,577,364,8,14,8479,5383,357,318,13,9,6078,3105,200,214,0,18,3535,2353,388,269,4,9,3011,50968,9770,5833,83,145,66799
LGA33610,84,0,0,0,0,87,35,0,0,0,0,33,27,0,0,0,0,28,65,0,0,0,0,63,86,0,0,0,0,85,188,0,0,0,0,194,167,0,0,0,0,174,153,0,0,0,0,155,48,0,0,0,0,48,42,0,0,0,0,42,25,0,0,0,0,27,51,0,0,0,0,55,969,6,9,7,12,993
LGA33620,323,3,0,4,0,332,239,3,0,0,0,246,193,0,0,3,0,202,364,6,0,12,0,384,512,4,3,3,0,524,1264,10,3,8,7,1294,1103,3,3,3,5,1117,862,9,3,4,3,877,254,3,0,6,0,266,140,0,0,0,0,140,100,0,0,0,0,104,244,0,0,5,0,255,5618,40,13,54,20,5738
LGA33800,69,0,0,0,0,75,44,0,0,0,0,45,33,0,0,0,0,33,87,0,0,3,0,87,82,0,0,0,0,82,196,0,3,0,0,205,157,0,0,0,0,164,134,0,0,0,0,134,46,0,0,0,0,46,30,0,0,0,0,30,15,0,0,0,0,15,60,0,0,0,0,62,949,0,4,3,6,970
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
LGA33960,828,14,3,0,0,837,448,14,0,0,0,464,405,17,0,0,0,427,724,36,3,0,0,766,1171,46,10,0,0,1227,4332,134,16,3,3,4493,5433,95,16,3,4,5551,5022,76,0,11,12,5114,1658,9,0,3,0,1668,1063,8,0,3,0,1073,429,5,0,4,0,432,877,17,3,0,3,900,22375,472,49,30,18,22954
LGA33980,67,0,0,0,3,76,26,0,0,0,0,26,22,0,0,0,0,22,57,0,0,0,0,58,58,0,0,0,3,59,125,3,0,0,0,130,125,0,0,0,0,127,167,0,3,0,0,168,83,0,0,0,0,88,56,0,0,0,0,58,22,0,0,0,0,22,65,0,0,0,0,67,886,6,4,10,5,913
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,185,5,3,0,0,197,75,3,3,0,0,84,79,3,0,0,0,89,147,0,4,0,0,153,193,3,3,0,0,202,567,7,13,4,3,594,721,7,14,5,0,745,1109,4,12,5,4,1142,592,0,5,0,0,601,377,0,3,0,0,386,155,0,3,0,0,157,196,4,4,3,0,201,4392,46,72,23,14,4547
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,165,0,0,0,0,165,152,0,0,0,0,154,122,0,0,3,0,127,231,0,0,3,0,237,294,3,0,7,0,311,1018,6,0,9,5,1040,1011,5,0,14,4,1041,1059,3,0,12,3,1079,291,0,0,0,6,302,185,0,0,0,0,185,83,0,0,0,0,86,212,0,0,6,0,217,4820,20,4,57,29,4928
LGA34590,1450,45,10,0,3,1512,687,42,7,3,0,744,630,39,11,0,0,676,1162,102,13,0,0,1279,1627,139,45,7,3,1820,5543,468,93,8,11,6132,8079,313,49,7,13,8463,9881,135,25,9,12,10055,3801,22,11,7,4,3839,2065,27,3,3,3,2096,877,17,0,0,0,893,1654,38,11,0,3,1705,37458,1376,284,51,55,39220
LGA34710,36,0,0,0,0,35,9,0,0,0,0,11,7,0,0,0,0,7,20,0,0,0,0,17,33,0,0,0,0,33,79,0,0,0,0,79,55,0,0,0,0,56,51,0,0,0,0,51,12,0,0,0,0,12,6,0,0,0,0,6,7,0,0,0,0,7,19,0,0,0,0,21,336,0,0,5,4,344
LGA34770,571,9,6,7,3,596,202,11,0,0,0,215,187,11,4,3,0,200,359,20,7,3,0,389,593,28,14,5,0,640,1697,86,26,12,4,1825,2312,105,21,9,5,2445,3666,61,31,12,9,3781,2059,25,17,4,4,2105,1325,19,9,4,3,1362,566,4,10,6,0,588,637,13,3,3,3,656,14167,390,151,66,40,14809
LGA34800,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,8,45,0,0,3,0,43
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,133,0,0,4,3,142,27,0,0,0,0,32,28,0,0,0,0,33,57,0,0,0,0,56,97,0,0,0,0,101,212,0,0,0,0,215,198,0,0,0,0,202,179,0,0,0,0,179,80,0,0,0,0,84,69,0,0,0,0,69,48,0,0,0,0,53,97,0,0,0,0,98,1235,5,3,9,8,1263
LGA34880,95,0,0,0,0,95,60,0,0,0,0,60,49,0,0,0,0,49,100,0,0,3,0,101,141,0,0,0,0,142,408,0,0,3,0,415,391,0,0,4,3,392,390,3,0,3,3,394,140,0,0,0,0,137,110,0,0,0,0,113,61,0,0,0,0,61,110,0,0,0,0,106,2060,3,0,18,8,2085
LGA35010,2241,92,40,0,7,2386,1034,69,14,0,0,1109,885,47,25,8,3,968,1616,88,38,0,3,1744,2235,135,57,5,3,2435,6844,447,180,7,13,7485,10216,418,137,15,9,10790,14292,265,123,13,18,14706,6031,55,53,9,0,6142,3936,31,30,0,3,3995,1737,8,15,7,3,1770,2118,49,27,11,3,2207,53176,1699,725,66,65,55732
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35300,50,3,0,0,0,58,21,0,0,0,0,20,29,3,0,0,0,33,37,0,0,0,0,35,86,3,0,0,0,87,211,9,0,12,6,237,375,11,5,3,0,395,614,7,3,4,0,630,223,4,0,0,0,226,121,4,0,0,0,122,79,0,0,0,0,80,77,0,0,0,0,84,1915,51,16,22,13,2014
LGA35600,53,0,0,0,0,51,29,0,0,0,0,30,22,0,0,0,0,22,50,0,0,0,0,52,52,0,0,0,0,52,86,0,0,0,0,86,44,0,0,0,0,44,43,0,0,0,0,47,10,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,10,25,0,0,0,0,30,435,0,0,9,3,445
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA35740,343,31,13,0,0,387,147,16,6,0,0,178,128,15,10,0,0,146,214,27,8,3,0,257,296,23,12,0,3,329,818,70,42,3,3,940,921,76,41,0,4,1039,1230,61,34,0,7,1332,594,28,14,0,6,645,445,18,7,0,5,473,257,8,13,0,3,280,295,11,7,3,3,319,5682,374,210,20,39,6325
LGA35760,81,0,0,3,0,88,49,0,0,3,0,51,48,0,0,3,0,48,100,0,0,0,0,97,109,0,0,0,0,111,186,0,0,3,0,192,103,0,0,0,0,102,101,0,0,0,0,102,26,0,0,0,0,32,30,0,0,0,0,30,26,0,0,0,0,26,60,0,0,0,3,60,905,0,3,22,10,937
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,36,0,0,0,0,36,16,0,0,0,0,16,5,0,0,0,0,5,12,0,0,0,0,12,7,0,0,0,0,7,9,0,0,0,0,9,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,11,111,0,0,0,3,117
LGA36070,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8
LGA36150,10,0,0,0,0,11,5,0,0,0,0,3,11,0,0,0,0,11,12,0,0,0,0,12,8,0,0,0,0,8,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,79,0,0,0,0,79
LGA36250,894,38,12,0,5,950,373,25,3,0,0,403,332,25,11,0,0,370,585,47,16,0,0,646,763,58,24,0,3,852,2104,174,44,0,11,2332,2817,246,54,0,4,3122,5343,146,35,0,3,5531,2934,25,13,0,6,2980,1911,22,11,0,0,1946,861,8,7,0,0,881,802,20,12,3,3,835,19723,831,242,13,39,20848
LGA36300,12,0,0,0,0,12,5,0,0,0,0,5,6,0,0,0,0,6,12,0,0,0,0,12,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,70,0,0,0,3,67
LGA36370,359,6,0,0,0,369,220,3,3,0,0,226,194,6,0,3,0,206,380,10,0,0,0,390,632,16,9,6,0,654,1934,32,14,4,3,1990,2115,24,23,9,0,2163,1937,22,18,3,6,1986,600,4,0,3,0,605,406,0,5,0,0,410,200,0,0,0,3,198,341,6,7,0,3,351,9310,120,80,32,18,9551
LGA36510,232,5,3,0,0,241,124,3,0,0,0,133,107,4,0,0,0,108,224,5,0,0,0,226,253,5,3,3,0,265,802,12,4,6,0,822,887,5,0,3,3,907,1064,0,0,3,0,1065,488,0,0,3,0,494,340,3,0,4,0,348,168,0,0,4,0,176,249,0,0,3,0,258,4944,44,12,31,10,5042
LGA36580,131,0,0,0,0,128,85,0,0,0,0,83,96,0,0,0,0,96,172,0,0,0,0,177,249,0,0,0,0,246,559,3,0,3,3,567,569,0,0,4,4,574,533,3,0,6,5,540,197,0,0,0,0,198,126,0,0,0,5,134,55,0,0,0,0,57,165,0,0,0,0,168,2935,10,0,17,19,2978
LGA36630,230,0,4,3,0,240,160,3,0,0,0,166,162,0,0,3,0,165,288,4,0,6,0,293,361,3,0,3,3,370,754,7,3,0,6,769,586,0,3,3,4,596,369,0,0,0,4,371,118,0,0,0,0,118,82,0,0,3,0,84,61,0,0,0,0,61,188,0,0,6,0,193,3350,21,9,31,14,3424
LGA36660,220,0,0,7,4,229,138,7,0,0,0,144,134,0,0,0,5,140,245,4,0,0,0,248,366,9,0,4,0,375,931,13,0,5,3,950,696,4,0,0,6,710,495,4,0,0,0,507,152,0,0,0,0,152,107,0,0,0,0,106,61,0,0,7,3,72,173,0,0,0,3,178,3712,39,7,23,22,3811
LGA36720,1511,117,105,6,7,1752,711,89,48,4,0,855,568,59,45,4,3,674,993,74,78,14,4,1156,1455,132,108,7,8,1711,4086,438,313,14,18,4868,5247,440,333,6,10,6035,8414,304,295,12,23,9038,3899,77,106,10,12,4098,2663,48,84,5,5,2809,1289,24,44,3,8,1371,1374,89,48,8,6,1523,32209,1882,1614,79,110,35902
LGA36820,144,0,0,0,0,144,98,0,3,0,0,103,74,0,0,0,0,76,145,0,0,0,0,146,194,0,3,0,0,196,498,3,7,4,4,512,419,0,0,3,0,419,395,0,0,4,3,405,140,0,0,0,0,138,83,0,3,0,4,87,72,0,0,0,0,76,123,0,0,0,0,120,2378,4,20,18,14,2439
LGA36910,825,21,14,7,8,875,470,23,11,3,0,510,396,20,9,0,4,435,790,33,15,5,0,849,1116,69,23,4,0,1207,3463,183,53,14,13,3728,3946,148,35,9,16,4158,3601,79,22,11,16,3727,1391,15,6,4,0,1415,854,14,4,0,4,881,435,4,3,4,3,451,616,21,0,4,0,643,17917,624,198,66,66,18869
LGA36950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,27,3,0,0,0,35
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,798,32,25,0,3,858,370,15,13,0,0,403,328,13,9,0,0,348,726,43,28,4,0,807,1021,65,35,4,0,1121,3453,192,121,6,4,3787,4721,136,95,11,8,4968,5508,60,87,6,20,5683,2126,19,28,7,3,2191,1364,11,31,3,7,1424,629,11,27,4,4,676,785,26,14,3,7,830,21837,630,520,53,49,23085
LGA37300,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,22,5,3,0,0,31,32,7,0,0,0,42,59,21,0,0,0,84,66,3,0,0,0,68,44,3,0,0,0,47,17,4,0,0,0,19,18,0,0,0,0,15,271,53,5,4,0,334
LGA37310,258,0,0,0,3,259,83,0,0,0,0,80,79,0,0,0,0,84,175,3,0,0,7,187,270,3,0,0,0,274,554,7,0,4,3,560,542,3,0,0,0,551,491,7,0,0,4,496,212,0,0,0,0,215,114,0,0,0,0,118,83,0,0,0,0,83,156,0,0,0,0,164,3019,16,5,14,18,3069
LGA37340,150,4,10,0,4,162,60,0,3,0,0,61,57,0,3,0,0,60,109,7,10,0,0,123,204,4,14,3,0,224,489,21,22,7,4,538,531,24,16,3,4,578,681,20,19,4,5,731,366,9,0,3,3,379,224,6,0,6,3,243,96,3,4,0,4,110,164,3,7,3,0,178,3123,98,106,28,27,3386
LGA37400,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,16,0,0,0,0,16,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,7,88,0,0,3,3,88
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
