LGA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
LGA37400,395,875,4,11,0,0,4,11,22,24,0,0,0,0,0,0,22,24,39,69,0,3,0,0,6,11,42,83,10,17,469,1007,128,..,603,1007
LGA37550,209,814,32,75,0,0,32,75,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,245,900,21,..,269,900
LGA37570,66,247,0,10,0,0,0,10,15,21,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,78,274,5,..,86,274
LGA37600,327,1915,50,259,6,12,54,266,35,110,0,0,0,0,0,0,35,110,3,4,0,0,51,176,0,0,52,178,0,0,465,2476,10,..,479,2476
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA40070,1060,2394,1024,1808,2012,4178,3040,5986,648,1113,878,1642,2896,5226,3,6,4421,7990,0,3,0,0,11,11,69,135,72,149,86,149,8678,16664,1535,..,10214,16664
LGA40120,13196,35238,263,413,42,87,306,499,99,127,18,19,0,3,0,0,114,151,15,29,6,9,3,9,14,37,36,87,102,201,13761,36180,1162,..,14920,36180
LGA40220,9639,22334,201,292,64,124,262,412,167,218,0,6,0,3,0,0,166,223,38,58,51,70,8,11,20,35,121,171,37,80,10229,23220,4522,..,14746,23220
LGA40250,456,2009,34,46,0,0,34,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,7,0,0,494,2063,214,..,703,2063
LGA40310,8179,20593,492,742,12,27,499,771,126,157,3,4,0,0,0,0,130,161,41,63,12,15,7,21,13,24,75,119,37,83,8917,21734,860,..,9779,21734
LGA40430,968,2103,34,52,0,0,34,52,15,18,0,0,0,0,0,0,15,18,13,17,0,0,0,0,6,14,20,35,5,18,1046,2223,721,..,1768,2223
LGA40520,3621,8774,297,483,0,4,299,490,209,281,0,0,0,0,0,0,209,281,19,19,12,18,0,0,3,11,34,49,30,65,4179,9655,545,..,4723,9655
LGA40700,11273,31170,2664,4861,1067,2293,3727,7156,1453,2503,119,164,162,270,0,5,1736,2931,0,0,0,0,0,0,9,21,13,24,26,66,16778,41343,1926,..,18700,41343
LGA40910,14268,37692,2896,6045,520,1392,3411,7435,1545,2751,0,3,0,0,0,5,1551,2754,0,3,3,3,0,0,4,18,8,26,47,133,19286,48041,1745,..,21036,48041
LGA41010,1138,2882,16,25,0,0,19,24,54,64,0,0,0,0,0,0,54,64,15,22,3,5,15,28,4,9,40,61,6,15,1249,3048,312,..,1556,3048
LGA41060,28039,72362,7609,14803,4312,10217,11914,25017,3156,5263,462,753,505,908,28,51,4156,6978,16,30,4,11,10,22,71,180,101,234,157,382,44365,104969,4863,..,49230,104969
LGA41140,3293,7741,119,169,3,4,123,170,33,45,0,3,0,0,0,0,35,49,13,16,10,10,3,5,18,43,42,82,32,65,3521,8102,600,..,4124,8102
LGA41190,661,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,4,6,6,15,20,35,4,10,688,1712,197,..,882,1712
LGA41330,653,1320,7,17,0,0,7,17,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,30,52,694,1396,454,..,1146,1396
LGA41560,5250,11915,276,377,16,30,294,409,138,193,0,0,0,0,0,0,138,193,25,34,3,8,3,8,4,4,39,57,22,44,5735,12616,2459,..,8187,12616
LGA41750,370,873,3,10,0,0,3,10,3,5,0,0,0,0,0,0,3,5,13,15,3,11,0,0,14,27,32,62,5,14,416,959,318,..,731,959
LGA41830,638,1340,26,43,0,0,26,43,16,19,0,0,0,0,0,0,16,19,0,4,0,0,0,0,3,4,5,7,6,10,685,1420,189,..,876,1420
LGA41960,437,1042,27,47,0,6,29,46,3,3,0,0,0,0,0,0,3,3,8,12,3,3,0,0,3,12,12,21,0,3,483,1116,244,..,724,1116
LGA42030,7488,18723,1265,2127,67,138,1333,2264,125,163,0,0,0,0,0,0,125,163,50,66,11,17,3,8,0,0,61,94,25,67,9038,21311,794,..,9828,21311
LGA42110,1561,3556,43,57,0,0,43,57,0,0,0,0,0,0,0,0,0,0,8,18,3,4,4,4,11,13,21,40,22,39,1645,3695,405,..,2044,3695
LGA42250,2663,6983,15,20,0,0,11,21,4,6,0,0,0,0,0,3,8,10,9,18,3,3,3,12,3,3,20,32,15,34,2721,7080,802,..,3523,7080
LGA42600,7848,20041,3148,5239,1010,2133,4160,7375,1398,2022,628,1005,726,1203,3,11,2755,4240,5,8,6,6,0,0,28,54,37,68,71,129,14872,31861,2268,..,17144,31861
LGA42750,1712,3760,36,44,0,0,36,44,25,29,0,0,0,0,0,0,25,29,5,10,3,4,5,13,6,16,17,38,23,58,1812,3928,1096,..,2908,3928
LGA43080,409,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,6,23,12,33,0,0,419,980,147,..,561,980
LGA43220,377,943,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,389,963,158,..,552,963
LGA43360,897,1991,36,50,4,4,37,52,8,13,0,0,0,0,0,0,8,13,0,0,0,0,0,0,6,14,10,10,3,3,953,2074,595,..,1552,2074
LGA43650,4906,13595,65,95,0,0,65,95,12,14,0,0,0,0,0,0,12,14,3,7,4,4,3,11,11,27,21,56,19,57,5023,13813,400,..,5424,13813
LGA43710,1848,4680,16,24,0,0,16,24,0,9,0,0,0,0,0,0,0,9,28,40,15,23,10,21,0,7,53,86,10,29,1933,4825,666,..,2598,4825
LGA43790,4013,9812,268,415,0,0,268,415,132,159,0,0,0,0,0,0,132,159,28,43,13,24,3,8,5,14,57,89,27,65,4497,10536,805,..,5302,10536
LGA43920,2964,8033,17,27,0,0,17,27,3,4,0,0,0,0,0,0,3,4,7,17,4,8,9,15,7,14,28,51,21,49,3032,8163,373,..,3403,8163
LGA44000,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,3,..,17,55
LGA44060,24419,62762,6439,12154,1873,4398,8310,16556,2399,4006,9,13,3,4,3,5,2411,4031,3,4,0,7,0,0,14,31,20,42,111,251,35275,83632,3131,..,38401,83632
LGA44210,3330,7233,39,65,0,0,39,65,7,10,0,0,0,0,0,0,7,10,16,31,54,90,10,22,10,20,91,160,33,60,3506,7524,2904,..,6406,7524
LGA44340,18996,51469,2045,4302,326,784,2371,5082,2196,3551,115,274,3,10,0,3,2309,3835,9,21,0,0,0,0,36,84,43,102,84,162,23807,60656,2050,..,25856,60656
LGA44550,11349,29901,496,757,10,28,507,781,54,85,0,0,0,0,0,0,54,85,28,54,29,39,4,11,9,24,70,131,29,80,12013,30972,909,..,12926,30972
LGA44620,7916,19778,1370,2556,42,71,1405,2626,911,1364,0,0,16,23,0,0,925,1387,13,20,5,13,4,9,11,16,30,59,42,95,10321,23950,1400,..,11722,23950
LGA44830,1107,2479,11,13,0,0,11,13,4,13,0,0,0,0,0,0,4,13,3,4,0,0,0,0,5,15,8,23,13,29,1153,2561,381,..,1529,2561
LGA45040,6922,17292,812,1427,16,41,834,1468,42,66,0,0,0,0,0,0,44,72,22,42,39,59,5,13,8,12,76,127,57,140,7935,19093,1245,..,9179,19093
LGA45090,2966,7300,92,157,0,0,92,157,55,99,0,0,0,0,0,0,55,99,3,4,0,4,0,0,7,8,15,20,11,24,3143,7603,526,..,3669,7603
LGA45120,1745,3976,31,39,0,0,31,39,3,4,0,0,0,0,0,0,3,4,4,12,0,0,0,0,17,42,22,51,19,41,1829,4124,369,..,2196,4124
LGA45290,7808,20040,2778,4982,1689,3402,4464,8377,2074,3513,216,355,144,234,3,8,2436,4106,0,0,3,13,0,0,36,73,38,81,63,134,14808,32745,1922,..,16731,32745
LGA45340,56053,144442,4517,7034,593,1296,5111,8327,1313,2072,39,60,51,86,12,27,1413,2241,152,219,126,176,10,31,19,56,312,476,135,287,63024,155779,5880,..,68903,155779
LGA45400,327,710,3,4,0,0,3,4,0,0,0,0,0,3,0,0,0,3,4,8,0,0,0,0,4,5,6,12,15,36,360,763,90,..,442,763
LGA45540,720,1417,22,33,0,0,22,33,7,14,0,0,0,0,0,0,7,14,3,3,0,0,0,0,6,9,4,9,0,0,755,1478,239,..,1001,1478
LGA45680,25573,70828,4891,10020,640,1349,5536,11364,305,435,62,86,0,0,4,4,364,532,46,66,47,63,0,11,0,10,99,145,78,189,31652,83068,2672,..,34319,83068
LGA45890,32308,84191,7975,16481,2381,5495,10357,21976,3174,5639,151,252,286,431,9,11,3621,6336,48,82,35,51,4,8,69,197,161,335,179,410,46621,113248,4748,..,51363,113248
LGA46090,4011,9839,608,1267,33,90,640,1357,286,435,0,0,0,0,0,0,286,435,29,46,12,13,0,3,9,26,48,87,35,81,5021,11799,1143,..,6164,11799
LGA46300,4317,10509,599,1105,75,176,678,1275,298,406,0,4,0,0,0,0,302,404,25,35,3,5,3,12,8,8,38,62,32,65,5364,12314,957,..,6326,12314
LGA46450,5907,14100,790,1316,16,35,803,1349,112,137,0,0,0,0,0,0,112,137,28,49,3,5,0,0,10,20,46,70,36,94,6905,15755,1068,..,7974,15755
LGA46510,5325,14522,1103,1970,354,783,1453,2752,902,1811,26,37,0,4,8,16,935,1874,0,0,0,0,0,0,26,60,26,60,23,54,7758,19263,831,..,8584,19263
LGA46670,3200,7777,142,248,0,0,142,248,195,291,0,0,0,0,0,0,195,291,17,35,28,50,7,9,6,12,62,107,32,59,3627,8481,534,..,4158,8481
LGA46860,517,1113,14,11,3,11,18,25,6,12,0,0,0,0,0,0,6,12,6,5,0,3,0,0,3,10,11,14,3,6,548,1173,876,..,1425,1173
LGA46970,984,2916,140,232,0,0,138,229,47,62,0,0,0,0,0,0,47,62,0,0,3,6,0,4,0,0,8,12,3,16,1177,3232,456,..,1636,3232
LGA47140,41146,114499,4336,8112,1438,3524,5777,11637,1619,2700,387,764,315,561,3,8,2324,4029,81,113,37,56,3,8,60,117,178,299,74,154,49501,130614,3617,..,53115,130614
LGA47290,733,1714,6,9,0,0,6,9,4,13,0,0,0,0,0,0,4,13,10,23,0,0,0,0,3,6,14,29,3,9,764,1780,259,..,1020,1780
LGA47490,744,1766,20,24,0,0,20,24,0,0,0,0,0,0,0,0,0,0,9,12,0,0,4,6,3,12,18,32,4,8,780,1829,416,..,1201,1829
LGA47630,2348,5759,35,58,0,0,35,58,8,22,0,0,0,0,0,0,8,22,9,12,3,3,0,7,4,6,18,26,13,29,2427,5894,408,..,2833,5894
LGA47700,32954,86338,2336,3908,468,987,2802,4896,715,1123,0,0,0,3,3,11,722,1139,11,43,3,3,0,0,13,33,25,78,59,140,36559,92588,2504,..,39068,92588
LGA47800,1994,4676,55,95,0,0,55,95,11,20,0,0,0,0,0,0,11,20,8,8,7,7,4,0,17,40,32,55,12,21,2107,4864,740,..,2854,4864
LGA47910,959,2197,57,80,0,3,58,81,30,37,0,0,0,0,0,0,30,37,10,10,3,4,0,0,11,11,19,26,8,18,1077,2367,373,..,1452,2367
LGA47980,8711,23646,1948,3516,764,1491,2713,5007,2794,4780,256,455,215,373,0,3,3262,5606,0,0,0,0,0,0,12,27,15,26,32,64,14738,34361,1703,..,16443,34361
LGA48050,5522,11984,532,760,76,146,610,903,76,100,10,25,13,18,3,4,105,144,3,6,19,32,0,0,3,17,33,55,15,29,6283,13117,2571,..,8857,13117
LGA48130,2448,6001,42,63,0,0,42,63,55,70,0,0,0,3,0,0,54,72,15,25,0,0,3,7,18,30,33,57,14,34,2590,6228,444,..,3039,6228
LGA48260,1874,4981,327,573,316,695,643,1267,241,369,64,75,84,148,0,0,392,594,12,20,0,0,0,0,7,16,16,35,9,18,2938,6888,401,..,3338,6888
LGA48340,4264,10056,137,210,7,12,139,217,57,73,0,0,0,0,0,0,57,73,13,19,14,28,0,0,3,14,33,65,18,40,4511,10456,1027,..,5536,10456
LGA48410,14909,38363,4032,7291,1012,2197,5049,9494,2412,4597,553,1001,228,400,0,0,3192,6003,7,13,3,12,0,4,33,65,42,94,87,202,23284,54145,2514,..,25791,54145
LGA48540,4900,12231,3409,6981,14,23,3417,7004,363,499,21,30,0,0,3,6,392,538,18,30,3,16,0,6,8,18,34,71,35,53,8774,19892,1897,..,10664,19892
LGA48640,440,1060,13,13,0,0,13,13,3,3,0,0,0,0,0,0,3,3,7,12,0,0,0,3,11,24,17,32,4,8,477,1124,154,..,627,1124
LGA48750,1939,4312,36,73,19,26,53,99,29,40,22,26,0,0,0,4,49,73,36,44,5,9,0,0,12,16,48,70,17,29,2105,4578,1575,..,3678,4578
LGA48830,4383,9342,72,98,0,3,74,103,25,36,0,0,0,0,0,0,25,36,74,111,28,48,0,0,26,70,132,227,30,57,4647,9763,4692,..,9336,9763
LGA49399,904,2056,9,13,0,0,6,10,10,13,0,0,0,0,0,0,10,13,39,70,7,10,34,39,3,5,81,128,72,179,1083,2390,1258,..,2340,2390
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA50080,12091,30331,930,1311,87,145,1016,1457,39,63,0,0,0,0,8,16,46,78,103,144,70,111,19,39,15,38,205,321,63,149,13425,32341,2524,..,15942,32341
LGA50210,23905,67288,3122,6518,70,170,3195,6686,156,291,64,113,0,0,0,3,222,413,61,79,3,4,0,0,16,47,83,130,53,127,27453,74642,2803,..,30255,74642
LGA50250,1622,4754,141,249,6,10,147,262,38,55,15,21,0,0,0,3,55,72,58,104,3,6,12,14,5,13,75,138,15,22,1909,5253,768,..,2675,5253
LGA50280,4662,11697,142,252,31,44,169,294,58,88,0,0,0,0,0,0,58,88,66,97,15,38,11,22,14,26,106,188,50,131,5049,12400,2081,..,7129,12400
LGA50350,4649,11871,856,1623,125,281,979,1907,179,259,31,45,34,46,0,0,237,350,0,0,0,3,0,0,3,3,3,3,11,27,5883,14162,662,..,6548,14162
LGA50420,17385,45527,3491,7064,1678,3380,5169,10443,1167,1970,536,889,636,1094,3,3,2343,3960,3,8,0,0,0,0,13,18,17,31,69,165,24982,60124,3464,..,28437,60124
LGA50490,9854,25385,2135,4576,1056,2446,3186,7023,428,713,450,762,681,1182,0,0,1559,2659,3,10,3,12,0,0,11,30,17,46,45,107,14660,35227,2095,..,16753,35227
LGA50560,640,1425,3,3,0,0,3,3,14,20,0,0,0,0,0,0,14,20,0,3,0,0,0,0,0,0,3,7,8,15,671,1465,175,..,839,1465
LGA50630,597,1519,13,27,0,0,13,27,13,15,0,0,0,0,0,0,13,15,6,5,0,3,0,0,0,0,12,10,4,7,633,1571,193,..,824,1571
LGA50770,634,1485,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,3,0,6,16,3,9,655,1511,178,..,833,1511
LGA50840,1774,4080,45,54,0,0,45,54,11,13,0,0,0,0,0,0,11,13,9,9,3,3,0,4,0,6,12,26,8,17,1857,4189,383,..,2239,4189
LGA50910,344,793,7,11,0,0,7,11,11,22,0,0,0,0,0,0,11,22,8,9,0,0,0,0,0,0,8,9,0,9,375,844,98,..,467,844
LGA50980,3881,11718,219,430,152,330,377,763,314,630,5,5,0,5,0,4,324,648,355,652,3,3,37,66,27,76,423,793,110,218,5112,14143,753,..,5865,14143
LGA51080,352,933,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,3,3,8,362,959,88,..,445,959
LGA51120,339,782,20,29,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,370,834,69,..,439,834
LGA51190,9324,22950,1802,3116,371,729,2177,3844,591,860,82,150,37,66,0,0,717,1082,60,87,78,115,0,0,9,16,142,219,31,74,12390,28159,2073,..,14463,28159
LGA51260,11320,29374,969,1585,150,314,1116,1896,33,45,0,3,0,0,6,5,35,54,90,152,314,485,23,54,19,33,436,723,55,127,12961,32169,4715,..,17682,32169
LGA51310,7159,20833,477,934,572,1262,1052,2200,420,640,260,434,422,665,0,0,1112,1735,0,0,0,0,0,0,8,20,8,20,9,26,9339,24809,927,..,10271,24809
LGA51330,24461,71035,4742,11179,550,1543,5287,12722,748,1717,37,99,150,203,0,7,933,2022,3,5,3,16,0,3,12,31,22,57,69,192,30768,86034,3513,..,34279,86034
LGA51400,5293,15172,126,222,12,13,138,236,119,167,0,0,0,0,0,3,120,173,5,3,0,8,7,15,3,7,14,30,14,31,5578,15638,760,..,6333,15638
LGA51470,210,458,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,3,6,0,0,0,0,0,0,3,6,4,3,225,478,121,..,341,478
LGA51540,1449,3876,144,225,5,6,145,225,39,73,0,0,0,0,0,0,46,73,149,262,13,28,18,37,0,3,187,328,25,48,1846,4558,371,..,2216,4558
LGA51610,432,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,29,0,0,5,12,0,0,26,37,10,11,461,1224,110,..,574,1224
LGA51680,1714,4714,0,5,0,0,0,5,13,30,0,0,0,0,3,0,14,32,6,5,0,0,20,47,0,0,22,50,15,32,1768,4834,289,..,2055,4834
LGA51750,2019,5487,461,899,398,904,857,1797,249,386,257,367,409,710,0,0,915,1462,0,3,0,3,0,0,3,8,7,14,18,54,3825,8815,579,..,4402,8815
LGA51820,29835,84491,3769,7515,888,1944,4653,9463,317,517,652,1130,752,1275,0,0,1725,2922,64,97,71,113,3,12,7,6,141,233,135,221,36489,97328,4123,..,40615,97328
LGA51890,3106,7633,113,149,0,0,113,149,18,20,0,0,0,0,0,0,18,20,17,14,0,0,0,0,6,20,21,33,10,16,3270,7852,524,..,3799,7852
LGA51960,1076,2769,61,107,14,17,75,126,22,36,0,0,0,0,0,0,22,36,10,17,0,0,0,0,6,20,21,40,3,13,1199,2984,358,..,1560,2984
LGA52030,411,861,5,12,0,0,5,12,0,3,0,0,0,0,0,0,0,3,7,8,0,3,0,0,7,7,12,20,0,0,431,890,428,..,861,890
LGA52100,396,920,13,16,0,0,13,16,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,13,19,423,964,101,..,520,964
LGA52170,1866,5153,143,292,268,603,409,894,140,239,301,447,86,125,0,0,524,813,0,0,0,0,0,0,0,0,0,0,3,8,2807,6865,624,..,3432,6865
LGA52240,369,878,7,13,0,0,7,13,3,9,0,0,0,0,0,0,3,9,3,4,0,0,0,0,0,0,3,3,5,16,388,914,129,..,514,914
LGA52310,301,680,0,3,0,4,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,3,12,309,706,61,..,372,706
LGA52380,55,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,7,11,7,12,66,128,50,..,110,128
LGA52450,436,1124,0,3,0,0,0,3,12,17,0,0,0,0,0,0,12,17,4,7,0,3,0,0,0,0,10,9,16,41,479,1203,97,..,576,1203
LGA52520,458,1167,14,23,0,0,14,23,4,15,0,0,0,0,0,0,4,15,9,13,0,0,0,0,4,16,16,28,7,21,497,1254,134,..,635,1254
LGA52590,1143,2583,22,35,6,12,30,49,3,5,0,0,0,0,0,0,3,5,23,39,6,3,23,40,4,7,55,94,5,8,1232,2734,1486,..,2726,2734
LGA52660,4493,12116,243,438,3,4,243,446,0,3,0,0,0,0,0,0,0,3,25,35,44,53,0,0,0,0,71,95,18,31,4828,12689,523,..,5348,12689
LGA52730,2075,4769,83,116,0,0,81,115,3,9,0,0,0,0,0,0,3,9,5,16,0,0,3,4,0,0,13,19,16,43,2192,4960,900,..,3088,4960
LGA52800,1623,5749,193,386,9,33,203,419,85,178,0,0,0,0,0,0,85,178,53,114,7,11,34,88,15,34,117,242,16,33,2042,6623,618,..,2658,6623
LGA52870,2031,4934,60,82,0,0,61,84,4,4,0,0,0,0,0,0,4,4,0,0,0,0,12,31,0,0,17,34,17,30,2132,5094,414,..,2546,5094
LGA52940,257,623,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,268,632,85,..,356,632
LGA53010,259,562,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,0,5,269,578,83,..,347,578
LGA53080,263,502,3,5,0,0,3,5,4,3,0,0,0,0,0,0,4,3,12,14,0,0,7,7,0,0,15,27,13,24,300,555,237,..,534,555
LGA53150,1809,5168,203,390,320,638,528,1034,64,98,132,170,168,263,0,0,361,532,0,0,0,0,0,0,13,12,12,11,5,12,2712,6762,408,..,3123,6762
LGA53220,1428,4650,53,111,10,14,68,127,22,30,0,0,0,0,0,0,22,30,35,61,0,0,0,3,5,23,46,86,28,42,1579,4938,1039,..,2618,4938
LGA53290,4236,10849,360,573,28,57,386,630,66,118,0,0,0,0,0,4,68,119,32,56,0,9,11,30,5,18,52,112,69,173,4816,11882,1030,..,5848,11882
LGA53360,803,2156,39,75,0,3,43,75,0,0,0,0,0,0,0,0,0,0,75,143,3,3,17,38,0,0,91,186,3,11,949,2435,318,..,1266,2435
LGA53430,7083,17581,1455,2648,1423,2764,2876,5407,329,507,468,752,554,897,8,6,1360,2164,0,0,88,130,3,8,19,39,110,180,86,145,11519,25478,1890,..,13405,25478
LGA53570,1763,4290,39,76,8,12,45,94,8,17,0,0,0,0,0,0,12,17,11,13,7,7,12,25,5,8,27,54,36,95,1880,4545,1721,..,3595,4545
LGA53640,406,996,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,3,13,428,1031,157,..,582,1031
LGA53710,367,850,4,5,0,0,4,5,0,3,0,0,0,0,0,0,0,3,8,7,0,0,0,3,0,0,11,9,9,16,389,885,79,..,468,885
LGA53780,34319,101528,3635,7758,295,700,3934,8452,369,780,99,207,0,0,0,0,470,991,105,147,0,0,3,14,77,235,192,394,77,169,38996,111535,3584,..,42582,111535
LGA53800,11690,30542,1124,1864,302,715,1422,2579,239,378,14,25,0,0,0,0,251,405,70,100,98,148,30,53,85,261,284,566,56,112,13710,34202,2474,..,16179,34202
LGA53920,527,2041,86,199,15,23,102,225,18,46,0,0,0,0,0,0,19,49,13,28,0,0,14,33,13,31,37,94,5,23,694,2425,240,..,942,2425
LGA53990,8417,22898,349,629,14,32,356,657,52,97,0,0,0,0,0,0,52,97,68,103,10,18,3,7,9,6,91,133,49,105,8975,23895,1303,..,10282,23895
LGA54060,1267,2985,42,65,0,0,42,65,48,59,0,0,0,0,0,0,48,59,18,26,9,20,3,3,7,9,40,55,16,43,1404,3202,393,..,1796,3202
LGA54130,361,866,13,25,0,0,19,24,0,0,0,0,0,0,0,0,0,0,10,17,0,0,3,5,5,6,16,28,0,0,390,922,345,..,736,922
LGA54170,47900,135194,3197,5871,1244,2846,4445,8720,505,737,363,662,348,631,5,16,1233,2039,10,13,140,192,4,6,18,58,169,266,59,138,53807,146355,4681,..,58489,146355
LGA54200,18871,51174,958,1584,48,84,1006,1667,47,57,0,0,0,0,0,0,46,61,63,80,0,0,9,19,35,108,107,211,47,120,20084,53232,1656,..,21740,53232
LGA54280,7973,22359,1367,2769,190,409,1555,3175,201,322,0,0,0,0,0,0,201,322,130,181,19,26,3,3,14,37,167,241,54,103,9951,26201,1650,..,11602,26201
LGA54310,5113,15729,647,1358,58,123,708,1481,134,233,22,24,53,81,0,0,208,337,85,171,6,22,13,25,6,16,113,225,31,76,6178,17846,2185,..,8357,17846
LGA54340,1275,3275,97,195,0,0,97,195,16,23,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,13,28,1399,3530,221,..,1622,3530
LGA54410,418,985,20,34,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,12,10,24,449,1057,59,..,508,1057
LGA54480,178,428,4,7,0,0,4,7,6,10,0,0,0,0,0,0,6,10,3,6,0,0,0,0,0,3,3,8,0,5,189,458,70,..,260,458
LGA54550,701,1687,11,22,0,0,11,22,27,34,0,0,0,0,0,0,27,34,0,0,0,0,3,0,0,0,3,3,3,10,740,1767,163,..,906,1767
LGA54620,284,685,3,11,0,0,3,11,17,27,0,0,0,0,0,4,19,30,3,0,0,0,0,0,0,0,3,0,3,6,315,735,88,..,402,735
LGA54690,167,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,375,54,..,227,375
LGA54760,279,638,19,21,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,300,670,139,..,437,670
LGA54830,11648,32654,569,1114,118,255,691,1367,308,471,132,245,0,0,0,0,442,715,3,4,0,0,0,3,64,180,72,192,39,112,12892,35042,1475,..,14368,35042
LGA54900,434,1013,12,18,0,0,12,18,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,5,0,0,10,17,11,18,469,1065,219,..,686,1065
LGA54970,154,436,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,17,7,10,175,469,116,..,288,469
LGA55040,258,665,18,25,0,0,18,25,0,0,0,0,0,0,0,0,0,0,16,20,0,0,3,9,5,25,27,54,11,19,314,758,216,..,529,758
LGA55110,24879,63506,3095,5115,954,1834,4054,6947,868,1266,141,264,245,460,0,3,1254,1997,145,199,60,87,11,17,6,24,223,328,69,132,30475,72911,8465,..,38941,72911
LGA55180,3189,7719,123,186,0,4,122,192,108,150,0,0,0,0,0,0,108,150,11,31,3,6,10,22,4,8,33,68,24,44,3479,8168,1171,..,4649,8168
LGA55250,176,491,0,0,0,0,0,0,22,39,0,0,0,3,0,0,23,38,3,33,0,0,0,0,0,3,8,39,12,30,219,603,114,..,333,603
