LGA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA20570,11,445,1693,1397,1426,1131,427,121,62,6716,7,150,1167,1017,1050,688,192,71,20,4363,0,52,755,938,849,601,124,33,5,3352,0,20,401,608,639,445,75,23,10,2214,0,12,396,707,783,529,107,24,9,2563,8,17,116,391,473,304,105,48,25,1490,643,598,939,883,931,930,981,789,477,7179,6603,7544,13120,12416,12884,12080,9723,5449,2409,82219
LGA20660,20,480,2234,1714,1671,1448,695,235,78,8572,4,167,1843,1516,1361,1048,422,111,50,6521,3,68,1405,1615,1335,1024,325,79,27,5876,3,20,798,1270,1076,740,183,53,12,4153,0,16,990,2078,1654,1132,271,64,23,6227,3,13,268,1223,1256,731,236,76,22,3818,486,440,1002,961,992,850,889,774,706,7096,6834,7410,16248,17375,16224,14542,11511,6470,3253,99850
LGA20740,0,62,336,338,408,375,190,70,35,1816,0,18,223,201,249,201,90,24,9,1015,0,8,135,175,230,195,59,24,4,836,0,0,62,112,156,106,35,8,3,481,0,0,52,146,180,117,56,10,3,563,4,3,26,84,90,96,42,23,12,376,221,94,246,254,385,445,563,427,251,2887,1587,1127,2882,3337,4233,5190,5304,2667,1143,27459
LGA20830,8,179,668,581,681,589,235,77,25,3043,0,73,484,423,467,367,131,21,4,1968,0,28,315,333,394,339,78,16,3,1501,0,8,179,243,307,247,55,12,3,1057,0,3,184,314,409,297,61,23,7,1297,8,8,60,134,207,179,65,19,12,687,313,198,379,452,553,592,614,404,221,3731,3003,2510,5269,5432,6486,6718,5728,2925,1112,39188
LGA20910,13,320,1080,828,1118,1058,783,305,153,5652,7,113,854,761,1029,851,536,177,83,4410,8,49,696,921,1164,885,441,163,80,4405,0,19,442,757,903,670,318,100,48,3258,6,18,708,1765,2042,1224,586,176,92,6614,6,21,404,2631,3421,1846,669,216,105,9312,442,322,603,806,1049,868,766,635,704,6184,6178,4919,7980,12418,15855,12636,9718,5344,3624,78669
LGA21010,3,51,135,148,208,162,75,33,21,836,3,21,96,91,131,125,37,12,6,504,0,7,55,66,100,86,28,6,3,360,0,4,23,45,77,53,16,7,3,225,0,0,22,41,69,78,17,3,0,237,0,3,11,20,28,50,14,12,3,143,114,68,112,114,183,222,223,158,78,1279,777,645,1209,1316,1865,2259,1991,1101,528,11686
LGA21110,20,872,3078,1450,1736,1534,1078,448,244,10467,12,346,2547,1379,1429,1270,777,327,154,8232,11,152,2080,1569,1678,1341,730,270,131,7949,3,35,1164,1276,1433,1138,479,177,98,5789,10,50,1752,2984,3055,2100,888,313,158,11300,11,58,716,3941,5248,2899,1127,362,181,14546,734,822,1531,1227,1442,1187,1061,927,1005,9943,11910,13346,22544,20736,24102,18983,13951,8031,4829,138430
LGA21180,25,796,3802,2981,2516,1779,431,94,26,12443,4,266,2195,1953,1587,1063,211,28,7,7313,8,82,1415,1369,1246,727,127,18,9,4997,3,46,728,903,772,460,81,7,6,3015,7,23,660,1207,895,551,90,12,3,3445,8,19,183,382,373,209,52,23,5,1266,1232,1219,2546,1960,1921,1819,1671,1009,517,13901,12254,15155,31313,26317,24883,22171,15576,7863,2926,158457
LGA21270,0,23,57,47,92,86,23,10,10,348,0,5,47,27,38,43,5,9,0,173,0,0,18,35,44,36,13,6,4,144,0,0,11,22,18,18,10,0,0,71,0,0,9,10,13,18,3,4,0,59,0,0,6,10,6,7,7,3,4,47,30,21,49,38,94,132,115,108,84,658,345,195,469,549,859,1034,827,580,336,5206
LGA21370,9,131,450,470,626,508,151,65,38,2446,0,43,287,279,320,305,71,11,3,1318,0,24,177,221,325,208,46,15,3,1022,0,10,84,156,194,127,35,3,3,620,0,8,90,164,199,140,29,11,8,643,6,5,30,69,76,86,37,23,12,347,308,141,280,348,451,479,514,474,303,3303,2334,1758,3520,3936,5053,5357,4554,2744,1164,30424
LGA21450,13,470,2070,1645,1543,1053,285,67,26,7179,7,174,1344,1248,1084,601,169,24,11,4652,0,62,870,1015,937,454,96,19,3,3460,0,26,419,669,631,329,60,15,0,2150,0,26,433,799,817,418,83,19,0,2593,4,13,99,278,347,221,69,22,5,1061,626,460,895,870,953,806,672,446,252,5977,6230,5937,13705,13196,12479,9638,6898,3127,1185,72402
LGA21610,55,1316,6228,5691,5038,3126,709,153,52,22371,13,452,3851,4021,3278,1952,318,55,29,13974,3,169,2369,3055,2571,1444,211,37,21,9887,3,66,1281,2042,1677,913,129,33,5,6146,5,61,1239,2540,2076,1133,203,27,12,7300,30,45,282,840,915,469,155,58,16,2810,1735,1513,2936,2713,2597,2072,1702,1203,712,17182,20950,20672,44427,44870,39747,30094,18295,8947,3450,231449
LGA21670,3,34,87,107,162,107,46,22,8,573,3,11,43,55,101,51,17,0,0,280,0,0,27,45,58,44,13,3,0,189,0,0,13,29,33,26,4,0,0,103,0,0,8,35,37,24,5,0,3,117,0,0,9,6,12,15,8,3,3,64,88,39,65,100,151,166,248,179,73,1104,693,619,1001,1229,1725,2038,2046,1173,448,10982
LGA21750,8,97,310,277,328,254,115,39,23,1450,0,29,160,196,196,151,62,14,6,811,0,7,81,103,149,119,39,13,4,512,0,3,36,88,79,95,16,12,3,340,0,0,42,73,96,78,39,8,0,332,0,0,20,36,56,49,31,23,8,217,160,104,183,174,248,305,259,191,81,1708,1191,1081,2202,2272,2823,3144,2567,1402,585,17277
LGA21830,13,50,172,204,241,211,75,28,7,1006,3,25,86,111,167,125,49,10,8,588,0,9,70,85,122,113,29,9,7,440,0,0,32,57,70,49,20,9,3,239,0,0,26,43,84,79,23,10,7,274,0,0,19,49,69,56,35,4,3,245,138,64,129,142,225,236,240,205,86,1467,1027,743,1367,1655,2303,2391,1985,1191,468,13125
LGA21890,11,569,3680,2443,1899,1167,337,113,56,10277,3,207,2732,1915,1414,823,185,36,19,7340,9,61,1990,1930,1346,710,133,22,14,6210,0,25,1000,1432,1008,565,82,18,16,4145,0,24,1320,2325,1689,708,100,21,8,6191,11,29,359,1386,1100,366,100,26,18,3400,712,923,2381,1788,1478,1152,1040,1079,876,11435,6937,11345,28467,22933,19113,13592,9410,7744,3736,123281
LGA22110,11,116,468,442,568,549,316,122,39,2630,0,34,264,273,327,327,138,43,17,1422,0,16,152,214,302,269,72,17,14,1047,0,3,74,113,182,157,58,7,6,592,0,7,60,146,225,165,49,24,9,681,9,5,42,82,110,107,50,30,8,440,342,206,387,394,575,719,886,616,376,4503,2292,1822,3817,4278,5771,7207,7505,3801,1391,37892
LGA22170,17,574,2657,2218,2358,1764,500,146,62,10293,4,198,1874,1689,1565,1037,269,52,25,6710,3,62,1191,1417,1264,866,171,37,7,5028,0,42,618,1001,925,527,102,21,8,3241,5,28,617,1183,1086,670,126,19,14,3744,6,18,136,420,515,293,98,25,9,1519,762,722,1445,1412,1471,1323,1175,944,669,9927,8009,8512,18484,18569,18833,16105,11710,6187,2713,109114
LGA22250,3,33,119,100,138,126,48,28,9,606,0,8,36,55,84,84,25,3,0,297,0,5,34,43,53,51,16,7,3,215,0,0,15,23,39,23,10,4,0,113,0,6,11,31,39,27,4,5,0,128,0,0,6,17,35,16,16,0,0,96,75,47,70,81,112,146,169,159,56,911,620,446,853,1000,1422,1613,1550,982,378,8870
LGA22310,22,536,2987,1764,1715,1464,673,229,149,9538,8,221,2248,1628,1416,1079,428,129,78,7233,9,88,1775,1749,1489,1064,371,96,71,6709,4,37,1079,1386,1232,837,258,74,50,4956,0,34,1473,2826,2462,1239,368,88,61,8548,9,27,535,2513,2302,1101,367,99,98,7064,489,649,1459,1193,1154,977,872,748,784,8323,7770,9867,22029,20161,18964,15102,10525,6465,4240,115105
LGA22410,3,62,202,195,315,279,77,31,7,1170,0,26,116,154,192,140,35,5,0,677,0,12,89,112,189,142,30,14,3,587,0,9,51,104,148,118,22,6,0,456,0,9,47,126,218,126,29,3,3,569,3,3,15,42,63,70,23,8,3,236,150,111,156,199,266,306,315,255,128,1892,1195,908,1665,2145,2962,3173,2456,1328,555,16377
LGA22490,4,68,326,360,358,294,92,16,0,1513,3,26,210,268,244,150,46,9,3,955,0,16,142,268,233,140,31,0,0,825,0,5,75,160,158,87,11,0,0,492,0,7,91,180,170,116,17,7,3,594,5,6,17,62,107,49,18,6,3,274,211,81,126,191,233,216,210,99,66,1443,1488,973,2118,3083,3281,2912,2002,687,225,16769
LGA22620,16,494,1768,1393,1556,1255,446,156,73,7167,7,202,1229,1103,1131,807,231,48,21,4789,0,56,758,962,938,694,162,32,15,3621,0,24,414,607,661,431,103,24,13,2284,3,25,422,774,802,501,102,50,12,2690,9,22,118,324,348,276,97,48,14,1246,785,552,1059,933,1090,1190,1192,977,734,8510,7066,7580,13739,13101,14091,14036,10859,6065,2743,89283
LGA22670,16,523,3184,2222,1750,1224,346,88,32,9385,3,181,1711,1359,919,667,155,31,14,5032,6,80,1081,952,654,467,111,15,9,3362,0,21,495,580,391,251,62,14,4,1818,0,14,459,681,428,233,51,10,3,1883,9,22,121,224,153,98,44,27,7,704,782,889,2054,1481,1333,1209,1181,955,626,10502,9021,12088,27166,20720,17859,15838,11906,6995,3008,124599
LGA22750,25,974,3854,3247,3190,2657,1074,340,174,15539,14,337,2886,2451,2280,1659,503,120,48,10298,11,144,1990,2201,2076,1456,351,95,29,8357,4,60,1036,1592,1544,1043,225,49,23,5581,7,25,1062,2135,2060,1365,312,73,35,7079,15,43,326,1029,1150,751,275,112,46,3746,1320,1211,2347,2209,2301,2226,2348,1867,1397,17217,14447,15606,29642,29252,29972,28885,23587,13316,6460,191166
LGA22830,14,257,966,868,963,777,277,91,37,4257,7,87,653,552,647,437,123,35,8,2546,0,41,368,473,501,349,75,14,16,1836,0,12,180,285,323,259,41,14,4,1121,3,13,157,346,384,255,76,26,12,1272,7,13,64,123,191,160,64,27,4,662,533,357,849,799,873,836,845,571,321,5982,4328,3571,7850,7777,8548,7911,6169,3497,1484,51131
LGA22910,0,23,118,178,215,213,89,27,13,868,3,11,76,107,147,134,41,7,7,531,0,4,50,98,120,105,38,14,6,435,0,3,21,53,78,54,15,8,4,246,0,0,19,92,99,97,28,7,9,339,0,0,11,49,50,58,30,0,0,207,101,69,112,161,222,306,255,162,123,1509,677,549,1136,1723,2297,2802,2265,1027,469,12934
LGA22980,3,15,47,48,83,75,31,10,3,326,0,10,26,42,42,54,6,6,4,184,0,5,13,26,45,33,3,3,0,133,0,0,5,12,23,37,3,0,0,90,0,0,9,17,17,27,6,0,0,83,0,0,8,11,17,14,3,5,3,62,31,15,34,38,74,75,86,50,57,464,319,247,487,525,791,949,766,482,290,4859
LGA23110,14,378,1830,1291,1288,984,273,89,37,6190,0,125,1347,1139,1024,631,144,33,10,4449,0,42,1008,1139,976,638,118,23,11,3953,3,27,561,916,736,440,83,12,7,2791,3,17,849,1608,1275,687,119,24,6,4584,5,11,231,1019,923,354,89,22,9,2668,379,378,926,880,871,787,663,614,350,5846,4656,5173,13093,13433,12638,10308,6854,4320,1952,72429
LGA23190,0,98,299,249,299,276,87,25,12,1341,0,26,204,173,192,148,54,16,9,822,0,10,102,128,146,109,34,14,5,556,0,5,53,76,109,96,18,10,8,369,0,0,53,96,124,81,26,15,8,411,3,3,18,51,47,60,14,16,5,226,111,68,169,148,173,207,185,167,117,1343,1182,1105,2291,2194,2512,2676,2028,1316,613,15913
LGA23270,41,874,3792,3019,2815,1788,469,101,36,12929,10,287,2379,2083,1886,1145,196,33,5,8027,3,123,1472,1564,1502,773,144,22,8,5602,4,51,770,1050,948,567,76,10,0,3473,4,39,781,1345,1131,626,100,18,6,4057,3,28,222,430,471,291,67,21,9,1550,1334,1110,2392,1958,1941,1518,1251,734,287,12533,14047,14538,31082,27319,26340,19741,12573,5924,1889,153462
LGA23350,9,38,177,248,293,295,98,28,8,1192,0,8,110,169,233,182,55,5,0,763,0,9,57,157,178,148,41,4,3,596,3,3,34,96,124,108,21,0,3,392,0,0,26,95,141,112,18,7,0,399,0,0,10,41,56,38,25,6,0,175,116,46,142,196,219,229,176,143,65,1323,939,589,1250,1928,2462,2633,2039,902,353,13104
LGA23430,20,586,2853,2348,2380,1792,673,209,111,10965,3,209,2208,2025,1814,1197,378,91,42,7970,6,57,1645,1985,1712,1085,295,59,55,6897,0,26,883,1563,1284,838,163,31,19,4803,0,26,1137,2559,2007,1016,205,44,20,7016,4,15,297,1297,1229,515,145,54,27,3586,571,579,1298,1342,1324,1156,1222,1146,990,9621,8174,8811,19800,22479,21604,17615,13553,8428,4139,124594
LGA23670,27,736,3094,2324,2691,2140,695,155,58,11920,0,246,2315,1834,1838,1395,356,63,18,8074,0,96,1479,1794,1682,1135,254,42,22,6489,0,32,775,1294,1206,811,129,28,16,4287,3,26,858,1769,1695,1073,164,36,17,5647,9,13,194,646,796,509,105,32,16,2308,555,534,1117,1066,1130,1084,1012,848,715,8058,9911,10200,20332,20753,22075,19896,13662,7112,3105,127047
LGA23810,14,320,1022,744,844,690,268,91,25,4021,0,113,709,612,594,454,137,27,4,2651,4,67,453,509,553,467,87,24,5,2167,0,21,288,412,456,375,64,12,6,1633,0,42,383,531,715,587,91,17,3,2375,12,20,160,220,402,296,64,20,12,1206,567,528,837,709,934,1014,914,697,412,6612,4409,4789,9057,8337,9718,10102,7609,4227,1761,59998
LGA23940,0,12,60,78,84,117,28,11,7,394,0,7,32,30,49,59,10,8,3,198,0,0,16,34,31,36,15,0,0,134,0,0,5,8,27,24,8,0,0,80,0,0,3,14,27,28,3,0,0,72,0,0,4,8,14,11,5,3,3,49,85,21,67,97,130,149,159,112,61,884,413,230,518,717,1078,1356,1139,621,256,6322
LGA24130,3,154,515,643,726,560,292,78,14,2996,3,60,384,524,558,423,145,36,9,2137,0,26,341,505,578,414,129,13,9,2017,0,13,161,387,408,258,55,12,3,1307,0,3,204,668,744,440,106,30,10,2204,0,10,64,395,501,272,85,26,3,1349,330,167,278,469,519,514,546,299,236,3342,2919,2114,3942,6277,7184,6356,5046,2012,811,36659
LGA24210,13,472,1742,1223,1516,1288,752,318,99,7418,4,158,1282,1113,1189,914,453,194,62,5372,4,81,976,1122,1240,878,360,146,43,4852,0,19,537,871,969,671,268,81,24,3432,4,16,702,1670,1626,1032,345,120,40,5553,4,14,277,1193,1491,918,316,121,49,4389,441,354,699,690,874,805,825,939,748,6378,7542,7222,12885,14044,16681,14448,12292,8740,3668,97529
LGA24250,3,21,78,115,120,149,67,14,12,577,0,6,58,78,81,93,21,6,6,352,0,3,35,56,71,59,13,7,0,244,0,0,9,37,53,44,11,4,0,163,0,0,24,51,41,42,14,14,0,187,0,4,3,11,24,20,13,9,3,93,68,34,79,97,113,145,126,62,23,740,499,299,662,937,1156,1428,1311,551,207,7049
LGA24330,9,392,2471,1353,920,622,136,36,13,5952,3,113,1763,1197,753,389,68,20,9,4315,3,58,1297,1240,694,375,41,10,11,3718,0,18,823,873,585,275,27,3,0,2615,0,18,1085,1708,897,340,40,10,3,4097,3,21,339,948,476,175,36,9,3,2006,349,638,1563,1129,835,619,439,391,355,6320,3635,7258,19006,14058,9900,7247,4024,2589,1379,69093
LGA24410,20,498,2249,1722,1717,1340,571,152,81,8349,0,166,1707,1414,1354,943,296,51,22,5947,0,65,1225,1381,1192,840,181,38,27,4953,0,27,669,995,930,600,128,19,8,3371,4,22,758,1617,1313,767,148,38,13,4687,0,10,177,606,695,391,98,30,14,2024,452,349,820,801,821,707,700,646,577,5867,6671,6629,15284,15617,15158,12710,9647,5414,2647,89771
LGA24600,121,1291,4862,1214,697,449,365,94,38,9133,49,554,4136,1182,630,451,234,85,18,7337,39,211,3458,1315,652,442,206,66,26,6409,20,120,2011,1183,562,342,182,65,27,4513,54,153,3034,2358,1151,771,320,92,33,7970,26,122,984,1615,1406,1062,517,138,58,5921,1149,3145,5301,2235,1380,1095,847,417,425,16001,10591,29756,44425,16035,9784,7798,5288,2299,1255,127232
LGA24650,22,592,2952,2717,2090,1176,246,41,13,9850,15,223,1888,2135,1419,765,134,15,3,6604,4,79,1244,1666,1089,597,106,10,0,4795,0,30,675,1176,795,359,47,4,0,3085,3,33,714,1496,871,404,59,9,3,3579,9,24,178,482,338,147,37,10,3,1218,816,905,2028,1888,1402,1042,775,381,103,9335,8883,8616,20955,22853,16888,12486,7681,2847,887,102097
LGA24780,4,165,759,631,780,630,206,62,36,3271,5,79,433,521,453,371,114,26,7,2006,0,23,280,376,440,298,54,15,6,1493,0,11,119,231,268,193,21,13,4,865,0,3,101,241,270,187,46,11,4,868,10,8,55,115,120,113,50,17,4,505,484,343,684,568,686,788,737,522,266,5086,3518,3153,6535,6168,7079,7111,5493,3169,1419,43642
LGA24850,13,156,685,619,696,449,167,50,22,2864,4,73,505,463,503,372,75,12,8,2010,0,38,343,364,383,259,43,14,4,1446,3,8,190,258,301,158,35,4,0,957,0,5,174,280,343,207,46,6,0,1076,3,8,43,85,113,90,32,20,3,404,426,235,476,502,558,528,469,308,140,3631,2880,2487,5230,5178,5789,5056,3608,1633,581,32439
LGA24900,8,110,354,323,427,333,158,35,16,1769,0,42,197,215,255,211,63,20,8,1004,0,26,116,158,219,177,35,8,3,735,0,3,68,122,135,101,22,12,0,468,0,5,58,103,117,89,20,10,5,411,0,3,23,52,65,71,47,21,7,287,243,121,245,251,357,465,543,388,208,2819,1711,1378,2699,2919,3764,4227,3960,2377,935,23981
LGA24970,37,759,3563,2364,2276,1578,834,341,137,11898,6,315,2378,1871,1793,1144,491,165,74,8244,6,120,1807,1869,1718,1062,355,129,31,7103,13,60,1021,1502,1341,861,209,76,29,5117,6,30,1334,2759,2310,1288,345,120,49,8240,15,30,341,1399,1501,817,219,90,47,4448,725,968,1637,1270,1240,1048,1052,1149,1022,10103,12399,17853,27136,23495,23081,18367,15185,11113,5088,153720
LGA25060,13,564,2561,1571,1513,1190,500,145,58,8123,0,212,2126,1407,1341,926,288,52,25,6379,0,89,1583,1427,1283,873,187,37,23,5513,0,30,903,1174,1040,649,146,35,13,3992,4,30,1289,2097,1818,983,182,33,16,6450,3,26,429,1537,1520,715,130,45,17,4428,558,586,1562,1203,1101,938,933,805,595,8281,6344,7987,18685,16665,15917,12788,9385,6384,2967,97118
LGA25150,7,124,474,459,544,359,133,41,10,2153,4,42,353,385,396,281,65,11,4,1549,0,28,242,342,354,218,48,8,0,1234,0,7,132,281,253,159,27,7,3,867,0,6,143,326,353,210,34,3,0,1077,6,3,37,112,141,87,32,7,0,417,223,120,236,310,379,324,348,198,124,2260,2082,1711,3488,4238,4754,4118,3226,1263,491,25373
LGA25250,19,781,4864,2596,1931,1207,386,107,57,11954,4,287,3484,2199,1602,894,198,48,27,8752,3,105,2678,2220,1561,773,145,22,9,7522,3,48,1460,1756,1119,558,106,22,7,5080,0,32,1931,2808,1705,789,109,29,16,7406,13,24,474,1454,909,372,74,27,17,3367,650,942,2695,1887,1360,1078,939,1009,744,11299,7115,12878,35425,25663,19207,13853,9556,8461,4311,136461
LGA25340,35,487,1853,1891,2254,2002,1074,409,166,10168,9,211,1272,1498,1745,1357,645,175,67,6981,5,73,834,1331,1608,1113,413,142,47,5577,4,37,494,1027,1147,856,306,94,42,3999,0,19,478,1368,1511,1091,392,165,37,5070,3,14,175,844,1160,789,496,208,66,3755,853,551,934,1231,1515,1658,2035,1696,1081,11550,8945,7409,13493,17916,21250,21007,20899,12178,5059,128156
LGA25430,7,43,145,198,286,258,110,44,13,1111,0,17,76,144,181,180,61,10,3,665,0,0,54,110,156,157,34,18,0,546,0,4,31,74,104,78,19,0,4,319,0,0,34,97,132,101,26,7,0,398,3,3,10,34,63,48,49,8,9,222,131,114,374,361,378,380,270,187,135,2325,933,723,1544,2161,2815,3239,2638,1325,563,15946
LGA25490,10,58,230,223,270,231,113,36,9,1175,0,25,134,171,171,159,48,16,5,719,0,10,68,145,141,109,40,10,9,523,0,3,37,76,112,77,21,6,0,337,0,3,46,96,87,81,32,12,0,355,4,3,16,38,75,70,34,17,3,254,145,63,123,178,200,232,217,138,92,1387,978,717,1537,1974,2372,2483,1833,863,373,13134
LGA25620,0,36,150,196,219,217,68,25,8,923,0,14,96,106,129,128,47,10,0,538,0,8,42,90,107,90,12,7,3,363,0,0,35,56,72,57,28,6,0,259,0,4,27,71,102,70,26,5,3,311,3,0,10,32,36,46,24,18,8,171,101,50,111,169,176,266,261,131,43,1308,697,513,1118,1603,1982,2376,2090,854,314,11546
LGA25710,13,300,776,735,1043,899,378,83,17,4232,3,99,652,700,856,723,273,37,9,3348,0,47,501,726,941,660,166,29,13,3084,0,16,272,583,685,535,120,20,4,2240,3,20,344,1036,1156,793,184,19,3,3552,7,9,103,607,898,532,120,26,4,2298,342,212,318,408,569,514,393,219,165,3140,4612,3951,5639,8026,10069,8881,5391,1946,705,49213
LGA25810,3,37,113,111,166,163,57,19,8,678,0,12,60,79,115,83,36,9,0,402,0,4,55,54,72,68,19,6,0,291,0,5,30,44,56,34,8,0,0,179,0,0,27,40,66,36,10,0,8,180,0,0,7,13,11,19,7,3,3,75,90,47,84,97,141,171,173,142,71,1007,663,511,1073,1171,1635,1834,1595,848,400,9724
LGA25900,7,565,3609,1464,1051,766,453,125,44,8091,3,244,3136,1404,856,604,327,71,27,6667,4,109,2529,1641,1010,688,292,54,15,6344,4,43,1638,1295,836,495,208,44,17,4579,5,45,2546,2801,1729,935,360,63,20,8504,7,39,904,2771,2222,1269,503,113,37,7858,334,764,3208,1991,1496,1210,876,500,276,10650,2896,6555,26249,18115,13486,10205,6946,3197,1433,89077
LGA25990,0,12,57,69,94,111,35,6,6,392,0,3,25,47,53,39,14,3,0,184,0,4,19,38,38,46,10,3,0,166,0,0,14,19,19,19,12,0,3,80,0,0,7,16,28,25,4,0,0,83,0,0,6,6,14,10,7,0,3,50,38,21,111,142,184,201,204,88,48,1030,327,258,567,786,1045,1331,1159,451,178,6105
LGA26080,0,5,14,13,32,58,51,21,4,195,0,3,14,25,31,34,25,14,5,148,0,0,7,18,24,31,24,7,3,124,0,0,3,18,24,26,14,5,5,89,0,0,5,20,27,33,21,17,0,122,0,0,0,10,19,29,18,12,3,87,12,9,12,13,29,38,75,54,22,266,138,72,126,208,330,497,620,387,149,2523
LGA26170,6,72,312,327,398,344,178,63,22,1730,0,31,198,221,262,248,75,19,3,1052,0,3,113,178,236,197,49,11,5,791,0,0,65,135,153,121,32,0,0,512,0,3,63,146,181,148,39,11,3,598,0,8,33,59,106,84,33,13,6,342,197,103,233,244,350,460,507,294,166,2569,1614,1147,2527,2999,3956,4537,4037,1954,808,23581
LGA26260,3,46,186,190,257,237,89,26,19,1049,0,25,117,118,164,147,44,14,4,621,0,9,77,104,126,115,17,18,0,470,0,4,49,68,82,53,28,4,3,292,0,0,36,83,105,59,28,9,7,323,3,3,15,23,36,44,24,10,8,169,129,54,102,102,150,203,193,154,117,1198,998,740,1469,1649,2182,2419,2018,1131,582,13199
LGA26350,24,799,3444,1098,868,780,574,242,105,7943,14,364,3029,1029,746,574,426,183,69,6440,11,157,2513,1246,867,701,400,175,76,6149,4,68,1625,949,719,478,315,124,61,4351,3,55,2386,2132,1428,1025,565,266,127,7998,11,41,936,2600,2776,1739,967,396,181,9638,441,771,2365,1249,991,876,792,696,463,8639,4680,9561,24674,14153,12125,9993,8179,5130,2472,90965
LGA26430,0,23,116,105,126,136,57,22,21,612,0,13,50,87,81,95,34,14,0,365,0,3,42,47,71,77,23,9,4,273,0,0,25,40,45,59,12,9,0,189,0,0,15,41,48,51,16,9,3,187,0,0,7,18,21,30,30,8,5,117,80,28,73,88,150,202,204,151,109,1078,486,354,825,979,1356,1847,1653,886,376,8763
LGA26490,9,68,408,406,470,401,209,50,15,2022,0,18,322,404,330,281,118,19,19,1517,0,16,229,351,357,233,65,24,8,1273,0,4,118,262,260,165,50,10,6,869,0,3,141,446,373,223,72,18,3,1282,0,3,64,226,281,179,91,13,7,870,172,96,208,251,284,305,298,196,153,1977,1647,1201,2925,4113,4220,4088,3191,1392,566,23345
LGA26610,3,107,297,229,298,248,74,37,18,1305,0,29,185,124,173,115,23,11,4,662,0,8,112,101,132,123,26,3,3,513,0,0,36,81,74,67,17,7,3,278,0,0,43,86,86,63,18,9,0,312,0,4,33,42,51,51,15,8,3,203,239,172,338,297,403,406,349,253,121,2574,1275,1190,2520,2303,2704,2769,2044,1281,563,16646
LGA26670,0,20,56,41,90,88,38,18,9,365,0,3,31,50,81,61,23,6,0,255,0,3,19,26,62,63,17,0,0,188,0,0,11,29,31,29,15,0,3,119,0,0,8,31,34,30,12,3,0,121,0,0,8,3,12,29,15,3,0,66,45,23,37,53,65,88,85,64,32,498,328,213,451,572,879,1040,906,433,197,5023
LGA26700,10,91,346,369,428,408,141,41,30,1864,0,23,239,235,323,218,68,20,6,1145,0,14,130,216,245,187,30,24,3,855,0,3,58,120,153,125,37,8,4,511,0,3,57,119,195,125,35,12,0,554,4,5,22,67,84,71,26,13,6,302,252,106,184,265,293,352,401,332,323,2499,1641,1300,2649,3291,3858,4094,3412,1960,1008,23209
LGA26730,3,145,557,444,567,416,155,36,22,2345,3,51,320,313,319,258,69,17,10,1370,4,15,185,253,302,215,62,11,4,1047,0,7,118,173,224,143,27,6,3,698,0,10,103,207,230,145,38,14,4,762,8,3,39,102,135,96,43,18,7,450,241,185,297,284,373,383,385,318,220,2683,2249,2220,4061,3920,4484,4254,3394,1992,969,27546
