LGA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA31900,2463,3,69,92,5,2641,1749,3,26,14,3,1791,624,24,282,6,0,940,95,3,34,0,0,134,388,0,37,6,0,438,24,0,29,0,0,51,156,0,9,10,3,177,78,6,9,0,0,95,1371,37,400,20,7,1838,44,0,7,0,0,51,148,0,19,13,29,207,5781,43,522,138,51,6530
LGA31950,9,0,0,10,5,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,13,17,0,0,0,4,24,3,0,0,0,0,3,42,0,0,3,3,58,0,0,0,0,0,3,6,0,0,0,3,9,62,0,0,13,9,91
LGA32080,11174,636,1096,265,72,13241,16662,737,1198,30,53,18689,6411,2175,4817,25,74,13504,1094,457,646,3,11,2206,2731,737,1075,42,48,4634,100,82,65,0,0,245,401,102,179,103,23,813,177,46,73,8,6,303,10911,3590,6864,181,162,21706,193,177,30,7,7,413,959,198,402,58,122,1742,39903,5334,9591,541,422,55790
LGA32250,114,0,0,53,12,185,64,0,0,4,3,71,3,0,0,0,0,3,103,0,7,0,0,110,59,0,7,4,0,73,39,0,0,0,3,40,79,0,9,11,3,101,16,0,0,0,4,23,297,0,21,14,6,338,11,0,0,0,0,17,30,0,0,11,0,44,523,6,26,77,25,655
LGA32260,3820,13,52,143,22,4046,2622,18,30,27,22,2727,1013,109,378,53,6,1567,154,20,87,10,4,271,867,37,102,41,10,1064,78,4,18,0,0,101,208,3,26,53,9,294,91,7,4,8,0,114,2411,180,617,164,30,3407,72,0,0,4,0,76,273,9,33,36,10,364,9198,226,742,377,87,10621
LGA32270,1606,4,15,129,106,1861,2410,40,34,22,51,2562,1242,193,224,0,22,1679,166,7,59,0,18,249,556,31,46,10,21,666,23,0,8,0,3,39,1047,31,94,21,55,1248,138,0,8,6,8,158,3173,257,440,46,131,4043,125,0,0,29,7,155,218,12,21,19,13,278,7524,322,515,238,311,8906
LGA32310,1426,24,11,51,9,1522,1160,13,3,6,4,1181,462,5,45,3,0,520,70,0,39,0,0,109,295,6,10,4,3,320,18,0,17,0,0,41,161,7,15,12,3,197,58,0,0,0,0,57,1064,18,122,23,9,1238,44,3,0,3,0,52,133,4,10,6,7,157,3835,64,144,89,31,4157
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,7,8,0,0,259,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,263,6,8,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,263,6,8,0,0,281
LGA32450,173,0,4,37,12,228,134,0,0,10,7,156,100,3,14,0,0,116,45,6,26,0,0,85,58,0,3,0,0,58,29,0,5,0,0,34,130,5,20,7,0,168,18,0,0,3,0,26,375,13,72,13,4,485,12,0,0,3,0,15,29,0,11,6,0,46,729,13,85,60,27,922
LGA32500,371,0,3,59,3,439,246,0,0,13,5,265,77,3,20,9,0,114,84,0,24,0,0,110,125,0,6,7,3,149,22,0,12,0,0,34,96,4,17,5,3,127,30,3,0,6,0,38,436,9,83,26,10,564,25,0,0,3,0,29,57,0,5,41,0,99,1128,8,88,150,20,1400
LGA32600,23,0,0,3,0,28,11,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,12,3,0,0,0,0,3,28,0,0,0,0,30,0,0,0,0,0,0,6,0,0,3,0,10,76,0,0,7,3,85
LGA32750,9,0,0,4,0,8,4,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,28,0,0,0,0,28,5,0,0,0,0,5,55,0,0,0,0,59,0,0,0,0,0,0,6,0,0,0,0,10,80,0,0,5,3,86
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,5,35,0,0,234,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,195,6,35,0,0,241,3,0,0,0,0,3,4,18,0,0,0,27,205,22,39,4,0,268
LGA32810,1084,75,51,89,21,1316,1049,82,58,10,14,1220,337,212,230,4,6,789,71,23,35,0,0,128,269,48,50,4,10,380,28,6,16,0,0,42,45,7,13,12,5,83,43,9,10,3,4,65,780,298,344,27,32,1486,20,0,0,3,0,24,92,16,26,8,10,150,3025,475,480,143,75,4197
LGA33100,121,0,0,19,9,152,46,0,0,0,5,52,0,0,0,0,0,0,3,0,0,0,0,7,20,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,27,8,0,0,0,0,8,62,0,4,0,0,67,8,0,0,0,0,8,10,0,0,37,0,46,248,0,6,51,16,319
LGA33200,161,75,0,0,9,243,78,38,0,0,8,121,12,8,0,0,0,19,19,5,0,0,4,26,41,14,0,0,4,59,4,0,0,0,0,4,35,17,3,0,3,62,11,5,0,0,0,12,115,45,8,0,14,181,9,4,0,0,0,7,18,9,0,0,0,30,387,171,4,0,27,586
LGA33220,14490,581,218,514,77,15874,9877,207,67,65,64,10285,4765,1111,496,21,31,6417,399,539,87,0,0,1027,2224,275,130,28,34,2680,57,108,29,0,3,194,239,53,31,186,13,522,184,31,22,9,3,248,7861,2110,788,247,84,11100,269,132,76,9,10,489,876,138,74,60,83,1234,33377,3173,1225,896,321,38988
LGA33360,4812,45,89,225,16,5180,7892,98,84,40,18,8137,3548,586,775,3,17,4930,412,113,185,5,0,710,1093,45,67,5,7,1219,50,43,21,0,0,116,269,23,38,48,10,391,107,8,12,3,3,137,5485,819,1095,65,36,7497,74,0,17,5,0,103,362,22,54,23,4,461,18624,989,1340,357,69,21378
LGA33430,34337,8729,8070,838,148,52121,50968,9770,5833,83,145,66799,19298,13869,16265,40,186,49657,1214,1268,1291,4,23,3791,5691,4635,4897,52,88,15359,114,241,342,0,3,694,586,552,607,349,45,2142,400,222,321,18,11,971,27301,20782,23717,460,364,72621,511,483,447,19,6,1465,2636,1258,1413,81,275,5659,115758,41021,39485,1476,933,198668
LGA33610,1222,12,15,29,18,1294,969,6,9,7,12,993,343,23,130,0,4,500,55,14,20,0,3,97,323,8,30,10,11,389,8,3,0,0,0,12,220,6,20,11,3,259,79,3,0,0,0,82,1026,63,205,26,26,1338,45,0,0,0,0,46,101,3,14,7,4,128,3357,81,241,66,55,3793
LGA33620,6804,90,41,266,23,7224,5618,40,13,54,20,5738,2188,330,145,27,13,2708,146,124,40,0,3,313,1331,109,68,27,15,1552,18,29,32,0,0,78,158,21,32,34,7,251,110,11,8,6,0,139,3955,615,327,101,42,5037,86,15,18,4,0,128,449,41,24,26,16,547,16909,795,419,455,95,18676
LGA33800,1982,3,15,63,4,2068,949,0,4,3,6,970,304,7,103,0,0,418,61,14,25,0,0,99,305,10,29,3,3,348,17,7,16,0,0,43,62,3,3,4,3,73,61,3,4,0,0,69,807,36,178,7,9,1040,33,0,3,0,0,38,137,0,13,3,3,155,3909,47,215,82,22,4268
LGA33830,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,169,6,0,0,0,174,0,0,0,0,0,0,17,3,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,198,7,0,0,0,205,0,0,0,0,0,0,5,0,0,0,0,5,220,7,0,0,0,231
LGA33960,13010,440,95,94,21,13658,22375,472,49,30,18,22954,14111,2834,371,15,73,17406,1528,425,195,0,0,2145,3259,448,76,10,11,3802,158,194,78,0,3,437,907,128,23,120,8,1184,209,47,7,4,0,271,20172,4072,759,155,97,25256,185,63,3,3,0,254,1217,220,44,32,28,1540,56966,5262,948,321,163,63661
LGA33980,1006,0,6,72,6,1093,886,6,4,10,5,913,972,91,125,3,3,1192,65,19,34,0,0,119,305,4,10,5,0,325,17,3,4,0,0,19,1800,219,104,17,9,2153,96,4,8,9,0,117,3254,342,280,33,15,3928,57,0,0,9,3,66,146,8,13,11,12,192,5339,353,312,128,52,6186
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,24,0,0,0,84,0,0,0,0,0,0,101,29,0,0,0,126,5,18,0,0,0,21,3,0,0,0,0,3,171,64,0,0,0,233,4,0,0,0,0,4,3,0,0,0,0,3,173,66,0,0,0,241
LGA34530,3842,96,132,202,14,4285,4392,46,72,23,14,4547,1449,169,264,0,9,1892,55,54,66,0,0,183,702,40,68,12,6,826,19,39,34,0,3,96,81,10,8,46,8,147,55,7,9,7,4,85,2364,317,445,71,33,3226,78,20,57,4,4,161,267,13,33,35,91,445,10934,495,733,340,148,12654
LGA34570,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,107,3,3,0,0,111,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,0,134,3,3,0,0,140,0,0,0,0,0,0,8,0,0,0,0,11,146,3,3,0,0,155
LGA34580,3945,46,12,101,30,4137,4820,20,4,57,29,4928,1634,161,104,40,15,1961,73,28,42,0,0,145,764,29,16,22,7,835,17,8,14,0,0,34,112,5,9,38,0,160,62,0,4,3,3,71,2655,237,189,100,29,3206,73,8,6,0,0,94,371,21,21,96,10,509,11865,323,233,352,102,12872
LGA34590,20696,1132,314,226,42,22404,37458,1376,284,51,55,39220,15083,5124,1106,45,61,21420,2714,741,335,13,0,3811,4398,882,211,24,31,5546,87,134,71,0,14,312,472,189,61,203,14,938,295,67,39,3,4,413,23054,7141,1822,285,133,32434,363,143,117,0,9,633,1971,330,134,46,48,2533,83533,10127,2664,604,295,97224
LGA34710,388,0,0,26,0,415,336,0,0,5,4,344,141,9,18,0,0,171,53,14,11,0,0,72,109,5,8,0,3,123,9,7,3,0,0,19,87,7,13,4,3,108,30,0,0,4,0,32,429,41,52,11,8,536,11,0,5,3,0,16,42,0,4,5,0,54,1207,41,61,42,12,1366
LGA34770,10435,382,262,241,45,11364,14167,390,151,66,40,14809,5063,1507,793,11,47,7422,612,419,241,0,5,1279,2512,339,170,29,12,3063,91,102,40,0,0,234,336,93,30,64,15,537,215,35,13,3,5,271,8826,2496,1282,113,84,12809,320,22,65,8,7,428,840,131,114,122,63,1268,34580,3428,1871,545,242,40669
LGA34800,103,0,0,5,6,114,45,0,0,3,0,43,0,0,0,0,0,0,5,3,0,0,0,11,37,0,0,0,0,36,0,0,0,0,0,0,36,3,0,0,0,40,7,0,0,0,0,13,85,10,0,0,3,99,3,0,0,0,0,3,5,0,0,0,3,11,242,10,0,9,15,270
LGA34830,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,73,0,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,74,0,4,3,0,84
LGA34860,1409,6,3,23,8,1451,1235,5,3,9,8,1263,540,61,25,0,0,626,114,28,7,0,3,151,352,9,3,3,7,372,15,21,0,0,0,35,247,3,10,7,4,270,66,3,0,0,0,76,1329,127,51,13,15,1529,42,0,0,0,0,46,133,6,0,7,4,155,4148,141,58,57,33,4439
LGA34880,2746,15,31,107,17,2908,2060,3,0,18,8,2085,525,44,95,3,4,674,219,34,56,0,0,305,624,8,30,19,9,698,44,0,11,0,0,53,141,3,4,64,3,216,116,3,0,7,0,129,1671,90,206,90,17,2072,57,0,0,9,0,60,217,4,9,22,18,278,6748,115,252,242,58,7408
LGA35010,35245,2720,1641,751,68,40415,53176,1699,725,66,65,55732,21778,7422,2429,17,106,31756,2096,1122,967,0,3,4182,5789,1310,647,38,43,7837,141,301,167,5,0,621,1073,287,115,232,21,1730,391,100,73,14,8,584,31275,10550,4404,304,187,46719,472,696,327,18,8,1519,2336,512,316,76,42,3281,122497,16179,7409,1220,362,147666
LGA35250,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,185,4,0,0,0,196,0,0,0,0,0,0,8,0,0,0,0,8,23,11,4,0,0,38,4,3,0,0,0,6,215,19,4,5,0,245,0,0,0,0,0,3,3,0,0,0,0,3,224,22,4,6,0,261
LGA35300,894,34,3,34,11,986,1915,51,16,22,13,2014,653,390,140,3,7,1189,343,121,54,0,3,528,376,125,55,3,5,568,5,5,0,0,3,17,280,133,47,9,4,474,29,17,11,0,6,61,1695,784,307,18,25,2829,24,3,3,0,3,38,142,29,20,12,13,220,4668,907,349,82,68,6078
LGA35600,547,0,0,14,9,580,435,0,0,9,3,445,147,3,13,0,0,164,44,10,11,0,0,68,116,3,3,4,0,130,3,10,0,0,0,15,87,5,9,0,0,98,28,3,0,0,0,32,421,41,28,3,0,498,23,0,0,0,0,25,61,0,3,0,0,69,1484,48,38,31,14,1611
LGA35670,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,177,33,0,0,0,214,0,0,0,0,0,0,9,7,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,192,42,0,3,0,232,0,0,0,0,0,0,0,0,0,0,0,0,189,40,0,9,0,235
LGA35740,6591,839,359,63,27,7879,5682,374,210,20,39,6325,1967,594,512,6,16,3101,165,41,120,0,0,326,942,254,173,10,17,1395,11,8,0,0,0,24,74,11,12,25,14,133,79,20,17,8,5,116,3234,924,823,45,54,5087,109,192,14,3,3,324,354,101,42,10,28,527,15965,2436,1452,145,146,20143
LGA35760,1600,0,0,73,5,1686,905,0,3,22,10,937,264,5,24,0,0,294,58,13,15,0,0,89,345,0,7,10,3,365,17,0,18,0,0,37,163,0,8,48,0,219,60,0,3,8,0,67,902,26,75,66,11,1082,40,0,0,3,0,37,126,4,13,24,3,173,3569,31,96,191,30,3916
LGA35780,5,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,437,32,15,4,0,488,8,0,0,4,0,7,35,3,0,0,0,39,50,10,8,10,0,68,7,0,0,0,0,8,535,50,18,14,0,617,0,0,0,0,0,0,21,3,3,8,4,37,567,47,21,32,4,676
LGA35790,3,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,371,16,22,0,0,411,0,0,0,0,0,0,13,0,0,0,0,13,6,8,7,0,0,27,3,3,0,0,0,5,393,26,27,0,0,455,3,0,0,4,0,4,4,3,0,0,0,7,397,34,27,19,0,483
LGA35800,264,3,0,9,7,280,111,0,0,0,3,117,4,0,0,0,0,4,59,10,0,0,0,71,60,0,0,3,3,66,6,3,0,0,0,9,34,0,0,0,3,41,18,0,0,0,0,20,186,14,4,7,6,211,6,0,0,0,0,6,28,0,0,0,0,28,598,15,4,16,15,647
LGA36070,4,0,0,0,0,4,4,0,0,3,0,8,0,0,0,0,0,0,133,0,28,0,0,161,3,0,0,3,0,5,12,0,4,0,0,21,9,0,5,0,0,16,0,0,0,0,0,0,164,0,36,3,0,202,3,0,0,0,0,3,3,0,0,0,0,7,175,0,36,6,0,218
LGA36150,103,0,0,3,0,104,79,0,0,0,0,79,0,0,0,0,0,0,12,0,3,0,0,9,34,0,0,0,0,39,3,0,0,0,0,4,34,0,3,0,0,43,14,0,0,0,0,11,90,0,10,0,0,109,12,0,0,0,0,12,8,0,9,0,0,24,288,0,25,8,0,319
LGA36250,14646,1169,579,261,40,16692,19723,831,242,13,39,20848,6046,1332,469,14,30,7889,526,515,382,3,3,1433,2224,390,147,10,30,2800,73,86,155,3,13,329,107,39,24,44,4,212,126,31,17,3,7,184,9110,2392,1184,79,87,12852,186,367,276,3,4,842,895,169,87,20,51,1222,44559,4931,2362,370,223,52446
LGA36300,90,0,0,3,5,99,70,0,0,0,3,67,20,0,0,0,0,20,8,10,0,0,0,17,13,0,0,3,0,16,0,0,0,0,0,0,44,0,0,0,0,44,4,0,0,0,3,9,97,10,0,3,0,110,9,0,0,0,0,9,9,0,0,0,0,10,271,10,0,4,10,295
LGA36370,7717,215,106,108,19,8168,9310,120,80,32,18,9551,4070,795,539,16,13,5435,651,291,150,3,8,1091,1955,176,141,7,16,2299,80,131,60,0,0,269,216,39,24,37,12,329,147,26,14,4,3,190,7119,1448,928,64,52,9614,104,84,6,6,7,208,625,97,54,22,41,830,24867,1968,1177,228,131,28375
LGA36510,4819,88,66,100,17,5090,4944,44,12,31,10,5042,1569,199,74,6,3,1852,94,50,0,0,0,144,962,54,20,19,4,1059,23,18,0,0,0,40,156,15,0,14,4,193,117,5,3,0,3,126,2925,337,101,43,18,3422,74,12,14,8,0,107,341,19,8,18,3,388,13100,500,202,196,47,14043
LGA36580,2983,12,0,39,35,3065,2935,10,0,17,19,2978,1216,38,23,0,6,1285,15,0,3,0,0,16,622,4,6,9,4,641,13,3,8,0,0,19,122,3,3,26,6,165,80,0,0,3,0,79,2071,54,37,38,19,2212,56,6,0,3,0,68,239,5,3,8,12,259,8279,81,39,99,86,8579
LGA36630,4700,25,21,106,7,4865,3350,21,9,31,14,3424,1621,177,210,0,8,2023,110,48,46,0,3,202,795,11,25,15,5,859,27,13,29,0,0,76,149,4,23,25,3,208,109,5,12,6,5,134,2814,264,349,49,24,3502,87,0,0,5,0,90,333,15,21,17,0,388,11275,321,409,204,49,12265
LGA36660,4995,139,33,68,22,5259,3712,39,7,23,22,3811,1624,293,158,3,19,2094,94,61,29,0,0,189,906,67,45,17,13,1047,20,17,29,0,0,73,184,9,6,42,6,247,106,3,4,10,0,124,2936,452,268,74,39,3771,74,37,5,3,0,118,326,35,21,12,4,402,12046,703,334,184,89,13355
LGA36720,27735,4293,2819,896,169,35913,32209,1882,1614,79,110,35902,11681,3666,5205,32,93,20688,675,701,863,0,10,2262,4642,965,1452,76,80,7220,94,136,134,3,4,370,373,157,155,355,15,1054,352,78,87,18,4,537,17819,5709,7890,492,220,32125,626,1157,148,17,11,1959,1584,483,444,100,73,2685,79971,13524,12917,1586,590,108589
LGA36820,3792,40,55,117,13,4018,2378,4,20,18,14,2439,796,61,125,5,6,988,105,53,74,0,0,226,806,55,80,15,5,958,43,18,18,0,0,82,130,8,11,37,5,201,91,5,11,11,0,120,1982,203,315,64,13,2574,69,3,0,3,0,83,236,6,25,16,7,292,8462,258,412,221,46,9397
LGA36910,16928,1261,417,144,65,18808,17917,624,198,66,66,18869,7525,2803,1290,27,54,11705,640,483,192,3,9,1324,3120,503,225,14,31,3888,90,99,65,0,3,262,643,76,39,45,30,830,269,42,16,0,3,339,12290,4001,1825,95,132,18345,215,309,93,3,17,631,1048,268,107,17,116,1548,48398,6466,2638,322,385,58204
LGA36950,67,3,0,3,0,76,27,3,0,0,0,35,8,0,0,0,0,8,218,12,48,0,0,282,50,0,8,0,0,59,44,7,4,0,0,56,169,24,30,3,0,219,19,3,4,3,0,30,500,47,92,6,0,646,4,0,0,0,0,6,121,11,8,8,0,147,722,61,100,21,0,908
LGA36960,27,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,720,42,3,0,0,764,9,0,0,0,0,9,56,0,0,0,0,57,48,8,4,0,0,65,17,0,0,0,0,17,851,51,6,0,0,907,11,0,0,0,0,18,31,0,0,0,0,33,922,51,8,4,0,988
LGA37010,13296,757,527,365,38,14991,21837,630,520,53,49,23085,9761,3299,2505,20,46,15627,1491,753,389,7,3,2635,3476,688,474,29,27,4694,99,78,93,0,0,266,1476,114,112,53,14,1772,213,51,36,3,7,310,16512,4979,3609,109,94,25313,375,145,26,4,7,562,1146,260,176,23,61,1661,53162,6771,4858,560,253,65599
LGA37300,70,14,3,16,0,98,271,53,5,4,0,334,139,118,15,0,0,270,13,10,0,0,0,24,31,7,0,3,0,39,0,0,0,0,0,0,167,134,22,3,3,334,3,4,0,3,0,10,365,276,34,6,0,683,3,0,0,0,0,3,14,13,0,3,0,30,722,354,38,30,0,1148
LGA37310,3589,58,17,37,15,3718,3019,16,5,14,18,3069,1619,218,225,3,8,2070,133,44,48,0,0,225,985,28,12,6,7,1043,26,42,13,0,0,81,441,19,22,22,26,522,177,5,3,3,3,188,3372,355,318,43,40,4129,102,0,0,3,0,111,248,28,17,12,9,325,10334,467,363,111,81,11350
LGA37340,2869,62,74,163,56,3225,3123,98,106,28,27,3386,1439,416,453,0,30,2340,158,72,61,0,0,298,661,107,107,10,14,894,42,64,29,0,0,133,181,30,65,31,21,317,72,15,7,3,0,99,2561,699,721,44,63,4094,49,3,7,4,3,63,297,48,74,34,41,491,8900,919,976,271,195,11255
LGA37400,168,0,0,31,3,200,88,0,0,3,3,88,3,0,0,0,0,3,18,0,17,0,0,36,53,0,0,0,0,50,3,0,0,0,0,10,27,3,3,3,0,41,14,0,0,0,0,19,116,4,22,3,4,152,6,0,0,0,0,10,17,0,0,4,0,24,395,4,22,42,10,469
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,27,3,0,0,210,0,0,0,0,0,0,3,0,0,0,0,9,11,0,0,0,0,18,3,0,0,0,0,3,204,27,0,0,0,236,0,0,0,0,0,0,6,0,0,0,0,11,209,32,0,0,0,245
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,12,0,0,51,0,0,0,0,0,0,10,0,3,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,63,0,11,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,66,0,15,0,0,78
LGA37600,11,0,0,41,0,51,3,0,0,0,0,3,0,0,0,0,0,0,264,38,34,0,0,336,3,0,0,0,0,3,27,3,0,0,0,32,10,5,0,0,0,18,3,0,0,3,0,3,300,51,34,3,0,390,4,3,0,4,0,7,4,0,0,4,0,11,327,54,35,52,0,465
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,442,714,587,15,12,1771,294,547,636,10,7,1486,159,939,1918,16,18,3047,13,182,291,0,0,482,106,449,532,19,14,1117,7,70,186,3,0,266,7,21,68,3,4,98,5,16,29,0,0,47,290,1673,3018,41,35,5054,6,29,48,3,0,86,29,80,133,10,31,276,1060,3040,4421,72,86,8678
LGA40120,5284,98,19,16,51,5463,6239,42,20,14,21,6341,619,48,26,0,5,697,28,11,4,0,0,48,602,22,10,0,8,645,22,22,6,0,0,53,52,5,0,8,0,61,46,0,0,0,0,48,1373,112,51,11,9,1553,93,44,18,0,17,168,207,16,7,3,9,237,13196,306,114,36,102,13761
LGA40220,3983,75,21,76,6,4165,3414,35,12,12,15,3488,903,64,51,8,3,1028,112,31,18,0,0,165,632,34,26,4,4,710,33,15,15,0,0,64,85,0,0,8,0,94,54,0,3,0,4,63,1828,146,119,25,10,2121,209,7,0,0,3,212,211,9,14,7,3,240,9639,262,166,121,37,10229
LGA40250,8,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,289,6,0,0,0,293,3,0,0,0,0,3,56,0,0,0,0,59,54,11,0,0,0,69,21,7,0,0,0,28,421,26,0,0,0,451,9,3,0,0,0,10,16,0,0,0,0,19,456,34,0,8,0,494
LGA40310,3057,96,15,49,10,3229,3505,57,3,10,12,3586,681,112,29,0,0,828,62,39,12,0,0,122,482,33,6,3,3,533,41,47,27,0,0,117,79,13,7,0,0,91,51,4,4,0,0,60,1399,247,81,5,7,1750,94,82,16,3,0,196,128,14,10,3,5,163,8179,499,130,75,37,8917
LGA40430,535,7,0,8,3,557,204,0,0,3,0,211,67,0,9,0,0,76,0,0,3,0,0,4,100,6,0,3,4,107,0,0,0,0,0,0,7,0,0,0,0,8,6,0,0,0,0,6,181,8,10,3,0,208,26,19,0,0,0,44,25,0,0,5,0,34,968,34,15,20,5,1046
LGA40520,1298,42,43,19,5,1407,1243,20,8,3,7,1284,389,95,50,0,3,538,138,83,22,0,0,241,282,12,24,0,3,326,17,9,9,0,0,34,71,12,7,3,0,95,31,3,3,0,0,42,930,213,119,5,6,1279,29,5,12,0,0,44,122,24,15,3,3,171,3621,299,209,34,30,4179
LGA40700,5501,1275,332,3,9,7122,4223,747,266,0,8,5246,758,867,578,3,3,2213,4,49,100,0,0,150,501,397,265,0,5,1177,4,38,30,0,0,74,31,26,19,0,0,74,42,16,12,0,0,76,1346,1401,1003,7,13,3766,51,201,76,0,0,328,141,110,56,0,0,313,11273,3727,1736,13,26,16778
LGA40910,6319,874,170,0,3,7367,4884,981,226,3,13,6105,1349,523,495,3,6,2380,231,251,207,0,0,690,933,294,260,0,7,1499,55,78,58,0,0,186,67,31,45,0,3,146,58,17,17,0,0,89,2695,1189,1084,5,26,4996,105,254,27,0,0,388,267,116,45,0,4,436,14268,3411,1551,8,47,19286
LGA41010,367,0,8,13,0,396,307,0,0,3,0,312,98,5,7,0,0,109,104,4,11,0,0,120,90,10,6,4,0,112,51,0,3,0,0,54,50,4,0,0,4,58,12,0,3,3,0,18,402,16,38,10,4,468,7,0,4,3,0,11,52,0,3,7,0,65,1138,19,54,40,6,1249
