LGA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA30300,480,939,13,74,37,149,19,94,281,1106,348,1419,10,33,27,68,71,213,108,316,456,1740,4,12,4,17,9,33,74,217,89,281,0,3,5,18,56,119,66,135,159,420,13,32,1109,3133
LGA30370,1543,3031,30,146,153,671,48,236,1038,4243,1270,5293,46,175,91,279,268,813,407,1263,1676,6558,5,14,21,72,10,45,173,496,210,617,9,32,25,42,143,305,177,374,385,993,45,88,3645,10679
LGA30410,339,661,3,17,23,93,6,31,187,722,220,862,7,36,14,38,55,160,79,237,296,1099,0,0,6,21,3,12,41,127,50,159,0,0,3,3,32,65,33,69,88,226,6,13,731,2001
LGA30450,30,55,0,0,0,0,0,3,18,63,19,65,0,0,0,0,6,23,6,23,22,90,0,0,0,0,0,5,4,10,3,11,0,0,0,0,7,14,7,14,6,20,0,0,68,169
LGA30760,271,525,0,5,15,67,8,21,110,422,131,510,8,23,11,34,35,110,58,169,186,679,0,0,3,24,3,5,18,57,24,81,3,6,3,3,24,44,28,51,53,136,5,11,514,1347
LGA30900,40,74,0,0,0,0,0,0,12,53,12,53,0,3,0,0,7,18,6,18,21,79,0,3,0,12,0,3,11,30,12,51,0,0,0,0,7,15,7,15,20,70,3,5,86,219
LGA31000,108119,214629,1636,9319,12595,57895,2396,10829,75678,288412,92298,366455,6306,26345,12979,44551,19020,60104,38302,131004,130602,497465,455,2129,2777,9655,1114,3922,14591,37363,18937,53073,1816,5806,5211,11748,14555,31406,21578,48957,40520,102027,6857,14430,286093,828547
LGA31750,43,79,0,0,0,0,0,3,17,74,18,79,0,3,4,7,7,11,7,23,31,95,0,0,0,0,0,0,10,27,10,27,0,3,0,0,0,0,3,4,11,32,0,0,80,214
LGA31820,12008,23762,183,1053,873,4085,351,1581,4446,17580,5853,24301,341,1367,632,2005,1665,5114,2635,8483,8489,32791,60,276,296,1085,210,762,1948,5501,2511,7624,124,400,303,667,1433,3057,1861,4125,4366,11749,339,713,25210,69008
LGA31900,2050,4061,36,197,187,859,68,310,920,3639,1214,5003,88,362,114,361,427,1317,633,2041,1842,7044,13,43,39,171,16,57,260,747,329,1022,19,45,41,91,227,480,289,617,613,1633,56,124,4560,12862
LGA31950,31,55,0,0,3,9,0,3,11,63,15,75,0,0,0,0,5,24,8,24,30,102,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,4,12,0,0,60,174
LGA32080,15135,29648,293,1683,1563,7186,539,2535,9484,36367,11878,47767,543,2212,1137,3542,2336,7162,4011,12913,15895,60683,102,492,525,1933,341,1295,3723,10231,4692,13953,235,739,739,1564,2158,4626,3126,6928,7820,20876,610,1276,39456,112481
LGA32250,215,422,3,13,4,22,12,64,93,369,112,459,0,3,0,9,19,70,27,84,138,545,3,26,3,11,15,55,54,188,76,272,0,0,0,0,26,74,32,74,106,349,11,19,473,1336
LGA32260,3450,6819,58,314,244,1162,97,460,1474,5800,1875,7738,104,423,172,499,501,1567,771,2491,2646,10227,25,112,70,262,63,226,530,1540,685,2139,24,79,70,143,396,870,493,1092,1176,3230,114,242,7385,20519
LGA32270,2408,4699,58,319,316,1401,86,373,2254,9027,2711,11110,112,413,142,411,408,1222,658,2050,3368,13161,10,40,60,221,32,102,367,992,468,1364,17,52,52,105,191,394,261,551,729,1915,77,163,6593,19937
LGA32310,1206,2366,22,106,119,561,57,230,608,2418,802,3316,27,115,54,142,217,627,292,880,1099,4192,4,29,42,166,20,88,236,683,310,963,12,31,38,78,156,347,211,460,519,1418,43,93,2867,8073
LGA32330,35,83,5,28,7,66,4,37,52,243,67,373,0,3,0,7,11,46,11,57,79,423,5,34,3,28,16,99,81,320,110,482,0,14,5,4,22,60,27,76,131,563,19,37,266,1110
LGA32450,229,446,3,23,18,83,5,30,188,749,217,874,0,11,12,31,45,139,59,181,273,1059,3,9,6,20,3,21,43,137,56,189,3,6,8,11,26,49,31,66,90,252,12,35,603,1788
LGA32500,387,759,5,18,23,99,20,99,190,756,235,975,6,25,10,32,47,146,64,211,295,1180,0,6,8,25,19,78,68,221,97,329,0,0,10,17,58,126,65,149,160,476,26,57,868,2477
LGA32600,31,60,0,0,0,4,3,10,17,54,21,70,0,3,0,0,0,10,3,10,19,85,0,0,0,0,0,0,3,13,4,13,0,0,0,0,5,4,5,4,10,19,0,0,60,161
LGA32750,20,46,0,0,0,0,0,0,17,75,17,75,0,0,3,3,7,13,7,17,31,91,0,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,3,10,3,6,58,152
LGA32770,40,83,3,21,10,53,36,215,100,485,142,774,0,0,0,0,12,38,9,43,159,815,3,13,7,24,7,55,60,200,72,288,0,0,0,0,13,39,13,39,86,323,6,21,292,1243
LGA32810,1387,2742,18,86,73,333,28,129,560,2160,682,2716,20,82,60,190,155,474,241,750,923,3465,6,23,24,69,14,54,228,601,265,740,5,18,36,73,127,259,168,356,434,1096,33,70,2775,7371
LGA33100,83,154,0,4,5,17,3,12,48,201,62,236,0,11,0,0,20,52,24,69,81,301,0,5,0,0,0,0,8,19,6,24,0,0,0,0,10,18,10,18,18,43,0,3,183,500
LGA33200,208,408,3,4,14,43,6,23,93,344,111,424,4,15,9,19,17,49,32,90,143,507,0,0,3,12,3,8,17,58,26,76,0,0,6,9,17,33,25,44,46,123,8,21,408,1059
LGA33220,13944,27650,160,894,842,3904,341,1554,4542,17933,5881,24283,287,1201,615,1914,1764,5500,2669,8614,8549,32889,65,311,360,1332,211,782,2162,6056,2793,8481,138,439,372,797,1529,3240,2036,4481,4826,12962,336,689,27658,74193
LGA33360,6351,12411,110,589,748,3387,251,1112,4528,17614,5635,22705,236,932,441,1306,1026,3088,1701,5324,7340,28038,23,88,166,577,80,285,1142,3093,1407,4053,42,138,171,357,625,1327,847,1818,2250,5868,180,371,16125,46687
LGA33430,57379,114054,910,5081,5548,25283,1912,8590,34028,130461,42395,169412,2827,11703,5125,16984,10560,33157,18512,61845,60903,231261,305,1386,1702,5912,844,2883,10023,26343,12871,36521,943,2959,2627,5779,8582,18390,12157,27122,25027,63645,2103,4375,145416,413335
LGA33610,1197,2369,13,77,97,423,32,133,700,2808,845,3442,35,121,72,202,132,408,239,727,1081,4175,4,20,20,69,13,41,182,502,217,637,4,24,31,56,116,238,149,315,366,950,41,86,2692,7580
LGA33620,6273,12417,116,667,461,2176,194,859,2395,9627,3159,13325,146,602,277,886,931,2870,1355,4348,4514,17679,30,151,157,562,88,296,1075,2952,1347,3962,59,178,197,436,762,1594,1015,2207,2363,6166,137,289,13290,36553
LGA33800,1496,2948,13,95,108,478,43,165,500,1984,662,2722,48,180,91,276,262,812,396,1266,1061,3993,3,23,15,59,17,65,132,368,174,517,12,29,22,49,166,353,198,432,369,947,31,69,2959,7958
LGA33830,35,85,3,34,8,29,14,66,53,221,73,347,0,3,0,4,15,62,19,65,90,413,0,0,0,3,5,29,37,121,42,157,0,0,0,0,12,28,12,28,57,185,15,29,198,710
LGA33960,15875,31706,568,3417,2171,10539,887,4305,13097,52003,16718,70257,937,3956,1476,4886,3737,12033,6153,20880,22872,91140,213,1094,794,3090,495,1834,4858,13869,6355,19886,348,1143,754,1677,3013,6598,4115,9418,10474,29300,842,1804,50060,153951
LGA33980,1622,3154,27,122,214,988,59,277,1800,7164,2094,8555,52,190,97,298,225,684,374,1171,2468,9724,5,19,40,132,18,72,251,704,322,936,18,49,32,66,123,250,169,362,492,1300,28,56,4610,14230
LGA34420,59,145,5,17,3,20,11,50,50,213,65,295,0,0,0,6,14,48,12,52,79,346,0,9,3,14,8,43,45,152,63,214,0,0,0,0,19,44,17,50,78,269,17,48,240,798
LGA34530,4255,8269,82,422,393,1785,155,703,2016,7862,2643,10776,138,538,316,978,775,2341,1222,3854,3871,14629,9,45,109,405,56,203,595,1647,781,2299,37,116,114,233,371,776,522,1128,1303,3429,93,192,9516,26522
LGA34570,23,43,0,0,0,0,14,103,40,192,54,293,0,9,0,0,3,17,6,26,58,319,0,6,3,15,4,32,21,77,34,127,0,0,0,0,14,43,14,43,48,169,7,14,135,553
LGA34580,4212,8357,111,605,362,1757,174,814,2100,8477,2739,11658,182,759,259,836,758,2404,1198,3999,3943,15655,31,149,120,456,79,321,688,1972,915,2902,60,199,108,246,508,1103,680,1543,1595,4441,139,303,9890,28763
LGA34590,25724,51799,904,5498,3413,16900,1613,7663,19460,78119,25386,108176,1748,7493,2289,7644,7192,23127,11227,38261,36617,146437,305,1491,1128,4339,774,2928,6962,19952,9165,28707,607,2033,1118,2532,4979,10948,6697,15513,15861,44217,1243,2647,79441,245103
LGA34710,399,772,4,42,28,123,12,69,207,817,256,1043,14,63,19,45,65,184,94,290,355,1336,0,4,15,43,3,17,68,175,81,230,0,4,3,10,36,75,38,83,121,319,19,40,888,2463
LGA34770,12220,23626,244,1328,1244,5603,493,2173,7466,28697,9439,37799,498,1973,911,2823,2291,6963,3706,11757,13150,49560,57,259,333,1142,201,743,2234,6137,2819,8281,127,401,322,689,1305,2744,1755,3833,4573,12111,388,803,30330,86095
LGA34800,71,140,3,11,3,13,3,13,50,193,57,223,0,3,4,3,20,58,19,64,78,285,0,0,0,0,0,0,8,22,8,22,0,0,0,3,7,11,6,10,18,36,0,0,167,463
LGA34830,11,31,6,23,3,5,0,11,15,77,24,117,0,0,0,0,0,10,0,10,26,122,0,0,0,0,3,19,9,40,15,58,0,3,0,0,10,24,5,23,20,79,7,20,64,248
LGA34860,1316,2577,23,110,119,526,51,221,887,3472,1080,4331,39,129,65,193,209,653,320,972,1396,5298,4,13,26,86,18,74,192,527,238,697,10,23,26,49,114,228,145,294,390,995,19,41,3118,8914
LGA34880,2340,4608,48,260,218,992,76,328,1053,4222,1397,5803,74,286,128,391,398,1215,592,1891,1983,7688,13,62,57,196,34,123,406,1146,510,1524,23,73,47,101,312,676,387,850,893,2370,92,197,5306,14857
LGA35010,43252,86161,952,5460,4923,23028,1781,8282,27917,109588,35571,146358,2453,10231,3834,12796,9322,29493,15607,52520,51175,198878,286,1341,1428,5123,819,2924,8835,24420,11365,33805,699,2230,1742,3906,6286,13629,8727,19757,20089,53568,1471,3067,115996,341678
LGA35250,49,113,4,8,3,31,16,121,60,271,85,430,0,7,0,3,6,36,7,44,95,473,3,17,0,12,10,61,51,174,72,262,4,10,0,0,19,51,20,66,93,326,13,24,247,934
LGA35300,1558,3082,37,202,166,773,97,462,1320,5140,1615,6575,52,208,89,261,243,784,387,1255,1999,7832,14,63,45,180,49,225,384,1114,500,1585,24,84,47,90,220,479,291,655,789,2242,67,141,4413,13296
LGA35600,492,958,4,30,39,187,17,60,280,1070,337,1347,9,21,15,48,70,215,93,283,432,1634,0,6,10,49,12,41,80,235,100,330,4,9,11,23,56,110,67,145,164,471,10,19,1100,3087
LGA35670,31,71,3,25,3,14,15,94,63,298,84,432,0,5,4,10,13,47,14,61,104,491,6,25,0,0,10,33,33,104,43,164,0,0,0,0,25,65,22,67,64,232,14,34,215,831
LGA35740,7243,14233,67,367,528,2350,142,608,2725,10522,3464,13845,183,710,441,1376,991,3016,1610,5112,5079,18954,22,101,157,525,90,303,885,2313,1151,3242,79,258,222,467,814,1691,1119,2411,2267,5652,118,247,14712,39094
LGA35760,1314,2604,21,101,97,427,37,171,523,2088,671,2789,22,99,62,183,153,476,247,762,919,3549,4,23,29,95,10,34,160,464,206,618,5,21,23,44,95,201,119,261,327,876,39,91,2599,7116
LGA35780,89,179,19,126,20,131,26,156,183,897,253,1309,0,4,0,12,28,90,28,99,281,1413,13,94,9,25,24,95,116,395,161,611,3,14,6,13,29,82,44,106,204,716,23,72,598,2380
LGA35790,69,142,5,61,12,74,29,201,118,593,166,928,3,15,4,7,37,146,43,167,206,1093,4,40,3,19,38,197,97,345,148,607,0,7,3,7,52,202,58,213,200,815,27,62,496,2121
LGA35800,183,368,0,6,11,48,7,16,60,238,73,305,0,3,3,7,31,83,34,104,110,403,0,3,3,24,6,29,47,154,64,211,0,0,0,3,23,49,29,51,88,265,6,19,395,1057
LGA36070,58,127,3,27,0,8,7,42,50,190,61,264,0,0,0,3,8,26,10,32,72,297,3,11,0,4,7,24,32,114,39,148,0,0,0,0,13,34,13,34,55,183,12,39,196,646
LGA36150,94,181,0,0,7,21,3,10,57,207,60,241,3,3,3,8,15,35,20,47,77,290,0,0,0,3,0,5,13,47,16,57,0,0,0,0,8,17,8,19,29,78,0,0,201,545
LGA36250,16302,32434,336,1837,1817,8329,544,2417,9149,35695,11851,48278,1069,4375,1639,5559,3693,11607,6397,21540,18243,69824,83,359,415,1475,212,719,2501,6716,3209,9276,277,865,612,1370,2212,4765,3104,7005,6310,16280,463,972,41327,119513
LGA36300,93,192,0,9,0,0,4,14,49,182,57,211,0,7,3,7,13,30,15,39,69,251,0,0,3,11,0,4,11,38,18,53,0,0,0,3,14,26,14,27,33,77,3,4,202,528
LGA36370,7593,14873,161,915,774,3617,296,1316,4738,18455,5962,24302,331,1320,517,1636,1474,4586,2322,7548,8283,31848,58,288,278,1065,162,574,1845,5259,2337,7183,129,406,266,584,1300,2746,1698,3730,4032,10912,368,765,20277,58396
LGA36510,4873,9671,98,569,446,2150,170,766,2195,8741,2909,12229,194,777,330,1070,873,2706,1388,4555,4296,16778,27,110,110,404,52,194,707,1979,894,2684,48,147,141,307,534,1142,723,1600,1614,4282,119,242,10901,30976
LGA36580,2853,5687,42,256,249,1195,102,481,1349,5473,1751,7409,103,420,161,499,489,1504,749,2431,2500,9840,17,71,86,315,41,168,510,1503,653,2052,35,100,63,141,326,708,421,953,1069,3004,81,174,6508,18705
LGA36630,4080,8081,43,268,296,1443,141,651,1600,6512,2080,8875,85,331,165,498,553,1700,804,2533,2879,11407,12,57,105,400,71,272,672,1931,859,2661,29,92,80,173,460,960,568,1225,1436,3888,118,258,8511,23626
LGA36660,4375,8666,80,481,385,1853,118,532,1781,7222,2367,10092,152,593,230,715,665,2055,1047,3361,3415,13452,24,108,107,388,69,275,684,1894,887,2664,38,123,90,194,474,1014,604,1329,1486,3990,139,296,9420,26402
LGA36720,35444,70036,487,2627,3138,14208,984,4372,17670,68638,22286,89851,1309,5322,2540,8168,5530,17104,9383,30599,31668,120454,126,556,909,3060,452,1542,5128,13666,6614,18824,404,1266,1319,2892,4103,8692,5828,12843,12447,31674,915,1893,80469,224052
LGA36820,3216,6305,42,242,222,1054,90,420,1193,4781,1549,6497,60,255,139,413,444,1377,646,2046,2192,8544,16,71,84,312,50,172,480,1374,635,1934,31,89,80,165,343,718,455,970,1092,2906,97,198,6594,17953
LGA36910,17479,34509,379,2167,1790,8535,537,2483,9548,38428,12248,51605,657,2683,1199,3811,2895,8909,4747,15406,16993,67016,103,517,553,2007,269,999,2864,8023,3790,11548,227,728,542,1158,2028,4279,2798,6169,6589,17719,595,1238,41659,120479
LGA36950,152,293,10,99,28,141,45,257,178,759,259,1258,8,41,6,18,50,184,63,242,325,1502,10,50,16,60,22,101,82,261,128,465,5,8,4,14,33,79,40,101,175,566,32,63,678,2427
LGA36960,124,274,10,110,14,84,73,418,286,1314,381,1916,4,15,3,12,59,236,66,259,450,2179,0,4,4,23,29,126,250,768,281,919,0,3,5,10,73,192,74,205,356,1125,32,79,967,3657
LGA37010,18327,35751,324,1812,2014,9336,633,2872,11517,44403,14491,58424,793,3268,1590,5174,3028,9312,5408,17750,19900,76169,120,576,682,2483,351,1274,3965,10971,5122,15301,290,910,803,1721,2397,5103,3490,7731,8609,23033,809,1694,47645,136641
LGA37300,307,598,10,63,47,215,15,79,355,1408,424,1753,15,49,14,43,61,181,91,272,518,2029,0,3,3,10,4,25,41,115,52,157,0,9,6,13,18,42,24,59,79,219,3,12,907,2862
LGA37310,3420,6726,49,287,358,1674,101,452,2081,8438,2591,10854,116,473,200,589,518,1585,837,2644,3429,13499,17,84,91,330,54,193,615,1784,776,2389,18,62,80,160,368,785,465,1008,1243,3403,103,209,8188,23839
LGA37340,3547,6952,40,207,254,1157,94,419,1883,7257,2271,9043,82,328,170,514,491,1480,744,2322,3016,11367,10,56,77,283,47,157,577,1553,715,2050,25,87,88,180,313,655,434,917,1142,2966,88,191,7798,21482
LGA37400,139,267,0,5,5,17,7,24,61,227,73,270,0,10,4,23,19,52,25,82,94,351,0,3,0,0,0,0,17,52,20,57,0,0,5,6,7,15,17,24,33,78,3,12,280,706
LGA37550,21,38,0,17,5,36,10,71,31,159,49,283,0,5,0,9,6,18,6,34,57,313,3,6,5,30,15,80,66,212,88,331,0,0,0,9,23,59,20,68,110,397,17,47,206,795
LGA37570,8,23,0,0,0,0,0,0,17,86,17,86,0,0,0,0,4,25,4,25,29,106,0,0,0,0,3,8,10,37,17,45,0,0,0,3,13,44,15,49,27,94,10,18,72,235
LGA37600,47,112,14,133,14,109,46,291,100,494,184,1029,6,29,4,8,39,155,45,194,223,1218,6,54,14,71,24,137,124,391,174,654,7,39,3,8,69,184,77,233,254,892,34,89,558,2313
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,2285,4461,0,3,56,237,9,28,523,1812,588,2081,28,119,100,333,116,339,250,790,833,2875,0,8,27,76,3,10,138,315,165,404,20,70,93,194,134,282,254,548,421,951,177,369,3718,8651
LGA40120,4530,8907,91,480,574,2642,93,411,2603,10203,3359,13734,342,1387,615,2101,943,2909,1906,6394,5268,20129,7,48,110,341,30,99,386,957,533,1440,59,168,167,372,411,853,639,1402,1174,2843,82,180,11057,32057
LGA40220,3835,7552,40,205,246,1148,70,309,1281,4998,1632,6662,111,462,186,599,489,1486,786,2550,2420,9210,15,63,78,261,38,122,370,937,499,1380,32,105,84,174,320,660,438,940,938,2316,56,117,7258,19196
LGA40250,130,312,4,32,12,74,27,148,144,636,191,892,0,10,3,13,26,94,31,111,222,1000,3,11,9,39,16,93,62,202,89,350,0,0,3,11,38,106,43,119,127,467,25,80,511,1853
LGA40310,2978,5875,30,170,274,1266,65,305,1473,5815,1850,7554,154,628,246,817,494,1555,894,2994,2740,10546,9,31,89,305,16,63,330,872,442,1273,28,86,79,178,244,501,354,770,798,2036,52,107,6567,18567
LGA40430,395,787,0,3,25,104,6,23,113,464,148,588,10,49,10,31,40,126,66,206,211,793,0,6,5,13,0,7,24,74,37,97,3,7,9,16,24,57,40,83,74,180,4,5,681,1766
LGA40520,1272,2503,24,113,103,471,31,137,529,2076,677,2803,49,194,73,227,200,609,319,1033,994,3836,10,38,35,114,12,57,227,653,285,858,16,37,39,86,173,376,229,496,513,1359,36,67,2811,7759
LGA40700,4582,8971,47,237,741,3275,50,213,2852,11015,3687,14737,340,1355,878,3019,774,2361,1988,6729,5674,21459,3,10,102,327,21,55,429,1065,555,1457,83,247,290,666,452,940,825,1856,1385,3310,151,334,11787,34080
LGA40910,5091,10091,47,260,605,2695,91,417,3176,12163,3926,15536,443,1858,701,2432,1269,4029,2411,8313,6335,23850,11,55,124,420,44,151,654,1663,829,2291,116,361,318,699,837,1761,1267,2819,2100,5110,243,510,13768,39568
LGA41010,388,765,10,41,37,169,14,76,189,743,252,1030,11,52,23,61,47,134,76,247,334,1281,3,7,14,43,9,33,75,231,104,311,0,4,12,25,36,67,43,93,149,406,12,22,875,2475
LGA41060,11576,22929,142,843,1115,5038,217,1002,6340,24082,7820,30972,805,3356,1201,4205,2529,8028,4539,15596,12359,46561,53,246,318,1142,102,364,1587,4067,2058,5825,249,780,610,1368,2134,4571,2991,6713,5047,12543,677,1423,29662,83458
LGA41140,1284,2524,9,47,82,352,18,74,516,2111,619,2576,30,117,66,221,146,440,248,782,866,3362,8,28,38,117,17,48,109,302,170,504,12,27,37,69,86,171,127,278,295,780,13,22,2455,6681
LGA41190,226,443,4,16,26,117,0,10,109,453,140,594,3,14,18,59,13,40,35,107,178,705,0,0,5,10,0,5,20,55,21,73,0,4,6,12,17,28,17,44,46,113,0,5,453,1270
LGA41330,165,332,0,8,11,34,0,16,76,292,89,353,4,8,5,23,18,56,23,87,113,436,0,3,3,17,0,5,30,98,32,122,3,9,0,3,27,62,30,70,61,191,9,21,350,972
LGA41560,2083,4108,23,121,116,531,43,170,608,2395,782,3212,53,206,98,305,233,718,386,1230,1169,4443,6,35,46,157,19,69,266,739,334,999,23,61,39,91,175,378,237,534,576,1531,54,112,3876,10199
LGA41750,154,294,0,11,9,27,0,4,72,310,87,353,0,0,10,18,18,48,27,65,111,421,0,0,0,3,0,0,11,22,9,24,0,0,0,4,8,18,7,20,19,43,3,10,287,766
LGA41830,235,442,3,9,19,75,8,29,67,264,97,378,3,13,9,33,27,71,39,120,139,494,0,0,3,12,0,6,29,69,31,81,0,3,10,17,17,35,27,53,59,138,0,3,433,1083
LGA41960,195,382,4,6,10,53,7,16,64,269,81,347,3,14,4,16,26,70,34,102,114,448,0,0,0,0,0,0,14,36,15,43,0,4,0,0,8,14,7,24,24,62,0,3,333,888
LGA42030,2525,4991,53,285,207,960,72,322,1224,4720,1549,6288,132,542,187,637,518,1609,839,2791,2389,9083,13,70,86,303,39,140,525,1418,669,1935,60,168,152,346,404,844,611,1358,1283,3299,72,152,6270,17521
LGA42110,549,1087,13,63,43,216,3,26,216,889,277,1197,21,67,31,83,64,198,111,352,388,1548,3,14,9,28,3,15,45,120,62,172,3,11,18,39,44,84,62,133,124,309,13,25,1081,2963
LGA42250,970,1910,16,76,107,481,29,132,520,2107,673,2786,53,216,65,227,186,573,303,1015,977,3802,4,19,15,61,8,22,72,179,102,282,4,19,21,39,60,123,84,178,183,456,17,27,2143,6197
LGA42600,4252,8325,35,187,310,1370,60,259,1849,6926,2254,8744,210,842,449,1510,576,1774,1228,4128,3485,12868,10,40,78,239,18,52,428,995,534,1324,50,147,186,385,478,996,714,1527,1247,2852,181,382,9173,24429
LGA42750,631,1237,11,45,33,143,13,42,255,985,302,1220,11,37,39,113,55,169,104,321,408,1537,5,18,12,46,0,5,61,144,78,210,6,8,13,28,40,71,51,110,133,321,3,11,1180,3104
LGA43080,139,273,0,0,10,53,4,14,60,251,78,318,3,26,11,29,24,67,37,122,111,443,0,0,4,14,0,3,15,37,19,57,3,4,7,9,9,13,16,30,32,91,9,17,286,818
LGA43220,135,271,0,3,5,22,4,9,87,386,101,418,3,15,3,11,9,26,12,46,115,468,0,0,0,0,0,7,14,29,13,35,0,0,3,5,10,17,12,24,25,56,0,0,274,802
LGA43360,359,708,4,16,23,104,3,9,122,483,154,612,14,50,9,31,40,112,60,195,220,805,0,0,4,18,0,3,26,73,29,94,0,0,9,23,18,40,31,58,57,156,10,13,644,1685
LGA43650,1551,3051,49,259,225,1022,61,270,1043,4236,1380,5790,113,478,179,572,354,1098,647,2150,2019,7935,10,30,45,150,15,49,180,493,241,724,25,75,43,104,166,347,239,525,482,1247,39,83,4088,12324
LGA43710,697,1362,14,70,67,292,24,92,361,1431,463,1888,28,98,56,180,74,215,153,497,610,2387,0,8,10,29,3,15,70,174,86,223,9,26,14,34,37,64,58,127,141,345,9,15,1460,4110
LGA43790,1521,3009,24,156,123,542,22,90,624,2491,793,3283,44,167,100,321,208,657,357,1149,1146,4431,4,20,40,125,11,41,201,538,248,728,18,53,50,99,126,271,192,422,441,1149,36,78,3151,8665
LGA43920,924,1858,20,120,100,478,49,238,531,2107,707,2940,65,260,83,277,272,859,417,1395,1128,4331,6,31,25,102,8,32,116,314,153,486,9,49,23,50,112,235,144,329,295,818,23,54,2378,7062
LGA44000,5,13,0,0,0,0,0,3,3,18,5,16,0,0,0,0,0,14,0,14,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44
LGA44060,9230,18242,122,676,820,3700,173,778,5667,21159,6786,26309,589,2425,989,3339,1703,5314,3280,11075,10068,37387,33,123,237,803,91,285,1318,3279,1674,4503,197,597,470,1028,1572,3322,2230,4945,3903,9448,520,1096,23720,66175
LGA44210,1249,2463,13,86,72,316,22,92,338,1315,443,1809,34,144,50,167,152,463,239,766,684,2576,5,19,11,48,7,33,132,354,165,452,4,11,32,70,123,249,163,336,325,790,21,52,2273,5882
LGA44340,6695,13170,96,518,854,3816,111,466,4448,17146,5503,21952,541,2248,1069,3683,1288,3996,2902,9925,8406,31878,25,92,181,595,36,121,670,1660,916,2466,122,356,356,783,777,1639,1259,2784,2169,5248,244,511,17512,50802
LGA44550,3562,7003,77,448,416,1875,77,336,2328,9087,2900,11743,237,967,412,1392,678,2112,1322,4471,4224,16216,10,57,114,384,38,120,523,1401,688,1965,78,242,194,434,382,783,653,1458,1344,3421,88,180,9212,26817
LGA44620,2764,5434,42,231,270,1284,84,373,1514,5986,1913,7880,110,464,187,577,421,1327,720,2369,2630,10245,14,66,99,331,46,159,624,1679,778,2223,38,115,128,277,350,741,517,1135,1303,3361,80,165,6780,19213
LGA44830,473,918,3,16,31,147,7,20,130,529,170,710,14,62,31,92,46,139,89,289,261,1002,4,15,4,7,0,0,22,60,27,81,0,0,11,14,26,56,35,74,65,155,5,12,806,2094
LGA45040,2416,4792,26,155,207,969,78,355,1007,3953,1317,5428,87,355,171,563,382,1190,639,2111,1956,7540,21,92,58,235,39,132,448,1247,567,1706,27,91,90,201,319,683,437,978,1002,2685,82,181,5452,15197
LGA45090,1040,2037,8,47,93,416,19,79,551,2218,665,2759,30,111,65,207,126,366,215,683,883,3445,4,10,19,52,11,27,109,307,142,401,3,16,28,58,74,147,102,218,242,615,27,52,2194,6144
LGA45120,637,1246,3,35,60,265,12,44,246,1009,317,1349,13,56,31,90,82,251,128,399,441,1747,0,6,15,45,3,9,50,137,68,195,7,19,9,13,52,111,67,145,136,339,9,23,1229,3357
