LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,3,25,13,68,39,25,36,10,4,232,0,11,10,7,7,27,47,42,17,165,0,7,4,8,3,0,5,0,0,38,0,11,13,11,4,3,4,0,0,43,0,0,0,8,0,0,3,0,0,15,0,3,16,30,24,11,17,3,0,101,0,0,0,0,7,19,14,6,3,58,0,0,0,3,3,9,3,0,0,16,0,0,4,0,4,3,0,0,0,14,0,0,0,14,0,0,0,0,0,23,0,6,7,25,27,43,113,60,25,307,21,304,437,1137,753,717,380,131,35,3924,0,4,4,16,21,14,16,11,0,102,0,0,0,12,9,0,0,0,0,19,0,13,16,52,38,48,13,3,0,177,5,31,53,84,39,23,3,3,0,246,0,0,3,17,12,14,10,9,0,75,0,27,46,79,116,129,113,90,18,626,0,6,3,18,13,13,4,3,0,58,13,110,203,324,278,132,88,34,11,1191
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,4,10,3,11,4,0,0,0,0,37,0,0,0,3,0,6,9,0,0,15,0,0,0,0,0,0,3,0,0,10,3,4,4,25,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,15,10,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,67,10,3,3,0,0,94,0,11,7,34,3,3,0,0,0,52,0,0,0,0,3,10,20,11,8,63,4,46,63,180,105,123,59,21,0,595,0,0,0,0,0,0,3,5,0,13,0,9,9,13,4,0,0,0,0,34,0,6,4,25,10,10,0,0,0,58,5,59,43,155,32,6,4,0,0,311,0,0,0,3,0,0,0,0,0,11,0,3,3,5,8,24,30,10,3,81,0,0,0,11,7,3,3,0,0,19,0,11,33,50,45,14,4,0,0,168
LGA36510,0,0,0,8,3,7,4,0,0,21,0,0,0,0,0,6,0,3,3,21,0,0,4,3,3,0,0,0,0,14,0,0,5,37,0,0,0,0,0,46,0,0,0,0,3,0,3,0,0,4,0,0,0,0,7,8,0,3,0,25,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19,45,21,4,103,4,34,53,169,161,137,115,30,7,710,0,0,0,0,0,0,6,3,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,5,12,10,0,0,0,33,0,3,0,9,3,0,0,0,0,20,0,0,3,3,3,5,3,0,0,19,0,3,0,6,22,16,20,11,4,88,0,0,0,3,0,0,3,0,0,8,0,11,10,12,23,15,5,3,0,78
LGA36580,0,0,0,0,4,3,3,3,0,15,0,0,0,0,0,0,3,0,3,11,0,3,0,0,0,0,0,0,0,4,0,0,9,18,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,18,8,0,53,3,17,21,75,63,70,51,15,0,309,0,0,0,0,0,0,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,24,7,29,16,119,7,5,0,0,0,184,0,0,0,0,4,3,0,0,0,7,0,3,0,3,3,10,16,9,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,3,6,4,0,29
LGA36630,0,0,0,3,3,0,3,4,0,16,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,29,12,4,54,0,3,16,61,57,69,83,26,0,315,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,4,4,0,0,20,0,18,12,31,3,0,0,0,0,66,0,0,0,0,0,3,3,4,0,5,0,0,0,0,4,10,25,11,3,57,0,0,0,0,0,4,0,0,0,3,0,3,5,9,12,6,6,0,0,42
LGA36660,0,0,0,7,4,3,3,0,0,19,0,0,0,7,3,15,55,37,16,126,0,0,0,0,0,0,0,0,0,3,0,0,13,33,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,3,0,15,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,18,30,18,4,73,3,12,17,69,50,59,68,14,4,293,0,0,0,0,0,3,3,4,0,15,0,0,0,4,0,0,0,0,0,4,0,3,3,5,10,0,0,0,0,20,0,4,11,20,6,0,0,0,0,48,0,0,0,0,0,3,3,0,3,7,0,3,0,8,3,3,12,7,8,45,0,0,0,4,0,0,0,0,0,6,0,9,0,12,13,10,3,0,0,46
LGA36720,5,42,18,96,59,43,52,30,18,374,0,11,11,51,24,53,66,65,26,313,3,19,17,25,9,4,3,3,0,86,11,21,27,111,3,6,0,0,0,179,0,0,0,3,7,6,0,0,0,24,0,9,15,50,39,25,22,4,3,154,0,0,0,0,6,18,39,22,5,94,0,3,0,7,11,12,7,3,3,44,0,0,0,7,3,4,0,7,0,27,0,10,12,77,0,3,0,0,0,99,0,14,16,56,71,96,188,130,47,615,50,387,529,1729,1135,1181,852,361,111,6329,0,11,10,30,21,39,51,32,10,201,0,4,0,28,4,0,3,0,0,46,0,22,10,100,85,49,9,12,0,298,9,41,44,120,32,8,5,3,0,270,0,5,3,38,10,17,20,13,7,118,3,38,37,117,145,150,224,120,38,866,3,9,7,21,20,11,6,3,0,88,13,110,191,436,275,183,108,63,9,1387
LGA36820,0,0,0,3,0,3,8,5,0,13,0,0,4,12,3,6,19,26,10,81,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,24,15,9,55,0,4,5,32,54,73,56,16,4,245,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,15,0,0,0,46,0,0,3,4,3,0,3,0,0,13,0,0,0,0,0,0,3,0,0,5,0,0,0,3,6,11,18,10,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,6,5,3,0,33
LGA36910,0,3,7,35,10,19,10,18,3,101,0,4,0,11,8,10,19,14,8,82,0,13,11,6,0,0,0,0,0,31,4,10,13,67,4,0,0,0,0,101,0,0,0,0,0,3,3,0,0,6,6,8,13,53,26,18,0,5,0,121,0,0,0,3,3,3,8,3,0,19,0,0,0,3,0,3,0,0,0,6,0,0,4,6,3,0,0,0,0,16,0,9,17,101,4,0,0,0,0,137,0,0,4,15,20,37,58,42,16,192,3,76,106,338,222,220,125,43,20,1157,0,0,0,6,5,10,8,4,3,38,5,22,28,53,10,0,0,0,0,122,0,3,37,48,57,16,3,4,0,173,8,71,62,183,66,19,0,0,0,408,0,0,0,10,0,4,0,4,0,23,0,0,3,16,26,46,57,32,11,185,3,11,7,31,17,8,3,3,0,85,6,41,70,130,85,55,29,17,0,436
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,20,19,12,11,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,17,6,73,26,12,17,7,7,152,0,7,8,29,20,33,65,65,28,252,0,9,5,9,6,3,0,0,0,28,3,13,9,88,15,6,0,0,0,129,0,0,0,0,3,0,0,0,0,7,5,3,14,58,45,29,7,6,0,166,0,0,0,3,7,9,16,3,0,34,0,3,0,12,6,0,4,0,0,16,0,6,4,27,8,0,4,0,0,52,0,8,4,44,5,0,0,0,0,58,0,7,7,25,19,38,66,25,4,196,19,137,207,643,396,404,207,74,8,2107,0,0,4,9,8,10,20,5,3,62,0,9,3,29,4,3,0,0,0,46,4,42,82,134,79,50,12,4,0,399,10,93,111,197,98,28,5,9,0,554,0,0,5,15,3,6,9,0,4,41,3,10,17,48,47,80,74,38,7,319,0,6,4,24,16,15,0,3,0,73,3,40,119,161,91,54,23,9,4,502
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,16,17,12,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5
LGA37310,0,0,3,20,5,4,3,0,0,42,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,10,0,0,27,4,18,19,65,59,56,29,8,0,251,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,4,0,3,3,6,3,0,0,0,21,3,32,30,97,31,0,0,0,0,194,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,0,0,16,0,0,0,0,3,0,0,0,0,4,0,6,20,31,15,10,0,0,0,90
LGA37340,0,0,3,15,7,3,0,3,0,28,0,0,4,14,4,7,8,9,0,52,0,0,17,21,0,0,0,0,0,38,0,0,27,68,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,3,0,0,25,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,16,0,0,4,0,3,8,18,6,0,38,5,24,40,192,109,129,70,14,0,576,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,17,11,3,0,0,0,37,6,13,15,36,18,3,0,0,0,93,0,0,0,4,3,4,0,0,0,11,0,0,3,16,12,23,7,4,0,66,0,0,0,0,4,0,0,0,0,6,0,16,11,33,11,14,3,3,0,89
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,6,12,0,0,0,0,0,15,0,0,19,19,3,0,0,0,0,43,0,0,4,5,0,0,0,0,0,11,0,0,3,18,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,6,0,0,4,9,4,5,23,3,0,46,0,5,15,80,46,74,67,10,0,300,0,0,0,4,0,0,3,0,0,9,0,0,0,6,0,0,0,0,0,9,0,0,0,7,7,3,0,0,0,23,3,0,4,6,0,0,0,0,0,15,0,0,0,8,0,0,0,0,0,6,0,0,3,13,3,11,13,4,0,46,0,0,0,0,0,0,0,0,0,7,0,0,3,17,10,0,3,0,0,33
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,3,14,3,3,3,3,0,28,4,0,8,13,17,14,23,15,3,92,0,0,10,19,4,0,0,0,0,48,0,3,44,87,7,7,0,0,0,141,0,0,3,0,0,0,0,0,0,9,0,3,212,81,6,9,4,6,0,328,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,4,3,3,3,0,0,0,13,0,0,3,6,0,0,0,0,0,7,0,0,0,4,3,6,6,3,0,25,0,0,18,49,26,21,12,3,3,130,0,0,0,3,0,3,3,0,0,15,0,0,12,19,3,0,0,0,0,36,0,0,0,3,0,3,0,0,0,14,0,5,7,34,6,0,0,0,0,62,0,0,0,6,0,4,0,3,0,20,0,0,4,13,8,20,8,3,3,59,0,0,80,53,3,3,0,0,0,142,0,0,14,19,4,5,3,0,0,49
