LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA35780,982,450,387,284,255,168,76,15,6,2614,14,11,0,5,5,6,0,0,0,42,9,3,19,0,7,38,28,3,3,110,11,4,14,6,12,31,46,3,0,134,45,23,51,33,47,47,23,7,0,275,0,0,0,0,3,4,5,0,0,21,0,0,3,0,0,4,3,3,0,15,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,69,33,84,50,69,138,112,16,3,572,82,47,87,53,80,141,112,16,3,612,1066,493,468,340,330,308,187,27,4,3223
LGA35790,755,423,332,247,298,185,70,11,0,2317,8,13,10,12,9,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,26,20,24,23,4,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,18,26,20,23,26,4,0,0,131,24,27,40,28,38,27,4,0,0,184,776,452,364,276,335,210,72,9,0,2505
LGA35800,275,129,152,144,204,266,176,83,25,1449,0,0,0,0,0,0,0,0,0,3,9,4,10,4,4,28,48,9,0,103,0,0,0,0,4,21,27,12,3,69,16,14,14,25,17,52,41,6,0,187,0,0,0,0,0,7,8,7,0,26,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,29,17,35,35,28,104,130,26,4,407,29,17,38,39,28,104,130,26,4,412,299,147,186,177,236,367,306,115,30,1859
LGA36070,183,103,94,118,106,63,35,9,0,704,0,0,3,0,0,0,0,0,0,11,0,0,0,4,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,10,12,16,15,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,17,19,17,4,0,0,69,4,6,9,17,19,19,4,0,0,81,183,110,101,127,124,82,43,9,0,783
LGA36150,154,65,116,70,134,93,65,21,9,727,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,22,11,0,35,0,0,0,0,0,0,7,0,0,11,3,10,15,14,11,17,11,0,0,88,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,16,10,36,39,7,0,148,5,12,14,16,10,36,39,10,0,149,157,76,129,88,151,132,105,33,8,877
LGA36250,26890,17149,14890,17659,20158,18661,14388,7183,3139,140128,22,15,17,8,22,9,17,20,8,131,17,32,35,17,44,92,109,39,17,392,14,11,16,17,19,44,73,34,9,226,522,613,607,431,410,403,334,159,93,3577,8,3,4,4,7,13,23,4,0,68,6,9,3,7,3,10,10,3,0,52,3,0,0,3,3,7,12,11,0,41,5,3,6,3,8,3,0,0,0,33,0,4,0,3,0,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,575,677,663,481,500,575,560,246,122,4406,600,694,677,492,521,585,576,268,128,4541,27493,17851,15570,18149,20684,19251,14960,7450,3267,144665
LGA36300,136,79,121,65,101,94,53,32,8,701,7,0,0,3,0,0,0,0,0,9,0,5,0,0,0,6,15,0,0,28,4,0,0,0,0,3,16,0,0,28,11,23,26,14,24,25,33,5,0,154,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,25,17,27,38,67,10,0,229,15,23,25,18,27,38,67,10,0,234,158,103,144,86,130,138,122,45,12,935
LGA36370,16170,10164,10072,8835,9566,8490,6001,3705,1523,74526,11,15,18,12,14,20,9,7,5,116,16,12,27,40,37,94,139,47,0,411,15,8,18,22,25,81,140,41,9,362,373,659,622,442,561,559,368,191,70,3845,4,3,3,9,6,15,60,15,0,113,9,3,14,13,13,17,35,0,0,92,3,4,0,3,0,6,33,7,3,55,0,3,0,7,3,4,0,0,0,18,0,0,0,3,3,8,16,10,0,37,0,0,0,0,0,0,0,0,0,0,418,685,681,528,655,786,779,308,85,4923,429,704,701,539,667,806,791,311,94,5039,16604,10868,10775,9377,10230,9295,6790,4020,1620,79561
LGA36510,7413,3987,3304,4699,5695,5467,4634,2265,771,38240,6,11,11,7,9,13,14,3,3,76,17,25,63,29,37,44,74,20,0,308,3,4,24,17,13,21,41,22,9,148,180,323,300,215,177,222,183,72,25,1694,0,5,14,3,0,6,11,4,0,45,0,3,8,6,7,13,8,5,0,41,4,3,3,0,3,0,4,3,0,25,0,10,22,3,3,6,0,0,0,48,0,0,11,10,6,3,6,0,0,32,0,0,0,0,0,0,0,0,0,0,206,372,438,282,250,315,324,130,32,2346,213,384,456,284,258,327,333,132,36,2424,7621,4367,3753,4983,5953,5792,4975,2404,807,40659
LGA36580,4934,2449,2295,2712,3207,3481,2810,1175,322,23386,5,0,7,4,4,13,4,8,0,46,3,8,9,6,9,10,30,10,3,91,0,0,0,3,5,10,41,11,3,74,102,163,121,89,100,120,95,43,11,845,0,0,0,0,0,4,7,0,0,13,0,0,0,0,5,9,5,0,0,16,0,0,0,0,0,3,3,0,0,3,0,5,0,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,111,171,127,100,125,152,182,68,22,1054,115,179,139,98,132,167,184,69,22,1106,5047,2624,2432,2816,3340,3644,2998,1247,347,24492
LGA36630,5945,3122,2778,3266,3987,4340,4183,2010,677,30310,10,18,3,0,14,9,12,5,3,80,3,4,5,3,3,32,74,25,0,156,0,0,0,0,7,14,47,13,0,81,134,181,147,156,190,203,188,74,22,1299,0,0,3,0,0,3,9,4,0,25,5,0,0,5,3,6,6,3,0,24,0,3,0,0,7,3,4,0,0,18,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,150,190,163,167,204,268,331,119,22,1607,161,204,169,163,211,276,342,128,26,1684,6108,3332,2948,3430,4201,4612,4522,2134,709,31996
LGA36660,6428,3565,2950,3454,4329,4816,4357,2308,861,33068,9,6,9,10,12,8,6,9,3,72,16,15,20,18,21,39,47,15,4,190,8,3,9,4,18,18,26,8,0,89,140,214,170,180,166,240,217,60,29,1407,0,0,0,0,0,8,18,6,0,25,6,0,4,0,0,0,9,0,0,16,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,8,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,162,230,205,205,206,302,313,84,30,1753,175,238,211,212,216,313,322,92,34,1821,6598,3808,3164,3667,4547,5131,4677,2398,897,34890
LGA36720,52231,31078,29142,35100,38810,36027,31332,17384,7362,278479,51,38,40,31,36,44,43,45,15,348,135,80,158,144,200,394,781,363,51,2304,142,54,168,159,207,746,1923,1212,236,4859,1215,1739,1643,1249,1219,1577,1333,653,293,10920,51,24,24,44,50,134,325,170,30,853,13,4,28,20,34,66,46,20,0,230,11,11,10,14,42,159,372,193,17,832,12,8,12,14,12,15,16,5,0,90,10,11,6,9,15,52,103,30,9,240,0,0,0,0,0,4,0,0,0,6,1588,1939,2061,1655,1783,3146,4891,2637,636,20329,1637,1979,2099,1690,1817,3187,4937,2680,650,20676,53873,33056,31241,36791,40626,39220,36271,20068,8010,299155
LGA36820,4403,2240,1919,2354,3190,3668,3235,1675,587,23284,11,5,9,7,13,9,8,6,3,78,6,7,11,5,24,68,133,36,0,290,13,9,15,6,16,76,119,26,3,279,136,182,153,117,166,244,290,98,31,1405,0,0,0,0,6,30,42,3,0,94,3,3,0,3,13,19,29,10,0,80,0,0,0,0,3,15,16,7,0,43,11,3,0,3,4,7,0,0,0,39,0,0,0,0,6,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,164,208,186,139,237,466,641,182,33,2252,179,211,196,143,244,467,650,192,37,2332,4585,2455,2120,2496,3438,4137,3894,1860,624,25612
LGA36910,31836,19422,18562,18165,19353,18195,14579,8491,3647,152239,38,48,30,21,25,18,25,20,10,242,52,95,70,52,59,87,98,45,17,576,7,18,27,21,30,48,72,29,4,258,783,1359,939,573,655,722,499,266,140,5926,3,7,12,5,7,16,24,9,5,88,0,4,9,5,7,8,21,4,0,75,0,3,0,0,0,24,10,3,0,51,10,12,9,5,6,0,3,0,0,50,0,7,3,3,3,4,8,3,0,34,0,0,0,0,0,0,0,0,0,0,859,1497,1070,672,763,920,749,359,158,7053,901,1547,1103,697,791,936,773,380,172,7289,32740,20974,19664,18856,20145,19130,15350,8869,3815,159529
LGA36950,871,504,558,438,353,299,116,43,15,3199,47,16,15,4,6,3,0,0,0,86,3,3,9,6,5,7,7,0,0,46,12,0,20,5,8,26,9,0,0,85,57,58,71,50,75,71,33,3,3,422,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,72,64,110,61,97,110,52,4,3,569,115,80,122,66,99,108,53,4,3,651,989,583,680,503,452,410,169,45,15,3852
LGA36960,1440,633,644,455,391,332,140,46,10,4084,18,10,11,3,3,0,0,0,0,47,0,0,0,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,6,61,79,59,39,34,29,16,5,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,82,65,40,43,28,16,5,0,338,86,91,75,45,42,28,14,5,0,388,1527,723,720,503,431,354,152,49,10,4464
LGA37010,36757,27071,25556,23315,22805,19054,12877,6115,2210,175770,54,36,43,24,18,29,13,10,4,228,76,119,116,97,160,344,435,151,30,1521,74,91,103,93,150,384,602,289,56,1838,940,1713,1252,871,1097,1302,1165,483,163,8981,3,27,31,26,32,74,118,44,11,367,29,16,27,27,41,61,60,23,5,281,7,5,13,14,24,74,92,23,11,268,24,38,25,17,16,8,11,0,0,141,7,9,12,9,32,52,33,24,3,174,0,0,0,0,0,0,0,0,0,4,1158,2020,1582,1164,1546,2299,2518,1039,267,13588,1209,2055,1624,1190,1564,2328,2527,1044,270,13813,37963,29127,27184,24506,24366,21384,15409,7156,2487,189587
LGA37300,996,391,667,643,563,277,76,12,3,3630,3,3,3,0,0,0,0,0,0,10,3,0,14,6,23,30,15,12,0,105,0,3,10,0,24,32,7,3,0,73,35,38,90,73,118,89,41,5,0,500,7,0,3,10,3,10,6,0,0,33,0,3,3,0,3,11,0,0,0,22,0,0,0,3,3,3,0,0,0,9,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,48,119,94,175,169,71,20,3,752,53,48,125,99,175,170,71,20,3,762,1044,443,785,737,742,451,151,28,7,4390
LGA37310,7133,3618,3831,3987,4185,3603,2806,1481,570,31220,17,16,15,4,15,9,3,9,3,92,0,19,65,37,62,61,72,16,4,343,7,0,17,18,23,41,84,25,3,217,151,428,806,648,638,509,189,69,26,3462,3,0,12,8,10,13,21,3,0,68,0,3,13,6,13,14,3,0,0,55,0,0,9,3,0,9,11,0,0,29,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,165,453,931,722,757,645,381,113,37,4183,181,466,942,724,768,655,381,122,37,4274,7312,4091,4780,4708,4950,4257,3190,1599,608,35497
LGA37340,5981,3533,4806,4134,4205,4137,2878,1221,407,31305,17,10,8,13,16,10,7,3,0,75,128,105,182,205,199,351,507,150,20,1846,159,103,194,174,227,423,589,166,19,2065,229,454,577,367,447,553,508,139,32,3299,8,35,42,33,40,90,142,25,5,411,16,3,31,25,38,51,44,7,0,221,14,0,3,15,30,90,76,11,10,245,0,0,3,0,6,5,0,0,0,22,12,17,25,22,28,17,34,8,0,159,0,0,0,0,0,0,0,0,0,0,574,716,1067,837,1017,1576,1899,502,84,8273,587,726,1076,848,1027,1587,1910,506,86,8348,6573,4260,5882,4983,5233,5721,4787,1731,488,39660
LGA37400,166,92,112,108,152,165,139,66,26,1029,0,0,0,0,3,0,3,0,0,11,3,3,4,5,7,25,61,15,0,118,3,0,0,0,6,39,36,10,0,95,8,12,17,22,31,73,97,10,0,282,0,0,0,0,3,7,31,7,0,47,0,0,0,0,0,0,13,3,0,11,0,0,0,0,0,11,10,0,0,22,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,21,17,21,28,56,169,243,38,0,590,21,17,26,28,54,169,246,36,3,599,182,105,138,135,209,336,390,103,28,1629
LGA37550,316,179,111,105,104,63,29,4,0,911,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,9,3,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,9,3,5,3,0,0,44,9,7,7,6,3,3,3,0,0,55,329,190,118,109,110,71,31,3,0,966
LGA37570,55,41,46,35,36,31,13,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,3,4,0,0,0,23,6,3,0,6,3,4,0,0,0,22,67,44,47,40,39,36,13,0,0,282
LGA37600,855,467,347,260,289,167,62,19,5,2472,11,4,6,3,0,0,0,0,0,31,3,0,0,0,0,3,5,5,0,20,0,0,0,0,0,0,3,0,0,3,18,6,8,6,5,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,15,6,5,4,6,5,0,79,35,15,22,14,10,5,11,5,0,109,883,479,372,270,299,177,70,27,7,2579
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,5,16,11,14,19,22,26,12,4,135,0,0,0,0,0,0,0,0,0,0,14,12,8,13,33,44,83,47,4,257,8,7,24,16,36,40,18,9,3,154,76,108,143,161,204,194,210,57,10,1170,6,8,0,6,12,18,13,6,0,68,7,5,4,10,7,24,27,12,0,92,8,4,8,7,10,9,0,3,0,55,3,9,17,9,0,3,0,0,0,40,0,0,0,6,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,120,151,209,217,298,333,355,140,18,1842,120,151,209,217,298,333,355,140,18,1842,128,164,213,237,318,356,379,154,20,1974
LGA40070,1162,6029,4893,2234,1993,1851,1607,712,355,20834,4,13,12,3,6,4,0,0,5,50,27,75,204,234,261,211,118,26,4,1155,14,91,239,245,295,154,73,25,3,1143,30,43,99,123,162,115,40,12,0,630,256,382,415,327,398,385,384,240,187,2980,3,23,66,89,118,59,38,4,4,407,0,7,5,9,12,20,10,0,0,62,17,39,39,35,42,40,16,0,0,227,3,9,23,26,31,22,15,0,3,124,0,0,0,0,0,0,0,0,0,0,355,677,1088,1099,1315,1005,684,302,204,6730,359,691,1093,1102,1317,1010,689,302,209,6780,1520,6719,5986,3336,3307,2861,2296,1010,559,27614
LGA40120,7118,4410,2814,4591,5969,5621,4067,1617,640,36850,9,14,4,4,11,10,11,5,0,60,4,3,6,3,13,9,8,6,0,55,9,3,24,6,13,3,5,0,0,62,3,3,5,0,8,3,12,0,0,32,83,137,129,90,74,75,82,32,32,733,0,0,0,3,3,5,3,0,0,14,3,0,0,4,0,3,3,0,0,12,0,4,0,0,0,3,0,0,0,9,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,101,153,170,104,103,101,117,33,32,922,109,167,174,109,113,115,130,40,33,984,7227,4573,2992,4701,6085,5729,4195,1655,672,37829
LGA40220,3919,2165,1856,2500,3149,3770,3871,2056,778,24057,7,5,0,3,6,15,8,4,3,42,0,3,0,3,6,3,12,0,0,36,0,3,3,5,3,13,14,10,3,58,0,4,0,0,3,0,3,3,0,20,83,124,84,76,95,144,102,45,26,767,0,0,5,0,3,6,11,4,0,30,0,0,3,0,0,5,0,0,0,12,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,135,103,93,109,172,138,65,26,932,100,133,106,92,114,186,145,66,32,980,4018,2299,1960,2596,3259,3958,4013,2122,814,25031
LGA40250,510,426,382,302,246,155,71,30,18,2137,3,0,3,4,4,0,0,0,0,21,0,0,3,3,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,5,4,6,0,0,0,14,7,9,26,16,23,32,3,4,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,28,31,28,46,9,4,0,164,12,15,34,32,38,45,9,4,0,186,516,437,419,336,285,202,84,36,18,2324
LGA40310,4300,2378,2119,2797,3183,3221,2451,1300,606,22353,4,4,0,3,8,0,6,5,0,35,0,0,0,4,7,6,3,0,0,29,0,10,5,3,10,26,11,7,0,72,0,4,7,5,6,14,4,0,0,36,44,78,85,58,47,74,81,36,22,531,6,0,3,0,4,10,5,0,0,29,0,0,0,0,0,3,3,0,0,6,0,0,3,0,0,0,3,0,0,7,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,96,104,79,72,138,113,44,27,720,55,99,104,85,76,138,119,52,26,758,4351,2480,2227,2884,3263,3362,2572,1349,634,23116
LGA40430,339,161,162,199,302,387,426,219,105,2306,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,7,10,15,14,16,36,31,6,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,14,16,39,40,3,3,143,7,10,15,14,22,39,44,6,3,153,340,172,177,218,328,430,468,227,102,2458
LGA40520,1831,1081,993,1085,1359,1477,1132,684,314,9949,4,4,0,0,5,11,8,5,0,43,3,3,0,3,0,6,7,0,0,21,0,0,9,0,3,9,8,3,3,26,0,0,0,0,3,5,3,0,0,10,40,90,62,49,76,75,70,33,21,508,0,0,0,0,3,0,4,0,3,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,72,56,80,87,94,42,31,582,49,99,71,58,91,99,105,43,30,628,1872,1178,1058,1142,1451,1572,1233,725,343,10578
LGA40700,7356,5492,3755,5120,5813,5383,4695,2727,1580,41934,12,7,4,8,4,6,18,8,3,78,5,3,15,7,9,9,9,11,0,75,14,7,19,18,10,8,12,0,3,91,4,0,6,5,4,9,3,3,0,42,110,177,160,135,147,131,138,59,27,1084,0,0,4,6,4,3,4,0,0,20,0,0,3,0,3,7,0,0,3,11,0,3,9,0,3,3,0,0,0,22,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,132,201,213,177,183,168,168,80,30,1349,149,205,220,187,189,173,183,91,36,1426,7504,5696,3976,5308,6003,5560,4881,2821,1618,43360
LGA40910,8059,6016,6021,6222,6756,5323,4654,3664,1594,48309,9,13,12,7,17,15,26,17,11,124,0,3,6,5,3,3,0,5,0,25,3,0,4,3,3,7,8,0,0,31,0,3,3,0,0,0,4,0,0,14,124,152,191,123,102,90,72,67,38,953,4,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,6,4,0,4,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,164,218,128,118,102,91,73,40,1061,147,179,229,136,136,111,112,89,50,1191,8203,6194,6253,6355,6888,5438,4772,3755,1641,49497
LGA41010,685,370,374,383,413,431,307,106,62,3128,5,0,4,0,0,0,0,0,0,19,0,0,0,3,6,14,23,3,0,47,0,0,0,0,15,17,28,5,0,63,3,0,5,0,9,5,4,3,0,31,31,50,74,92,159,117,67,10,3,607,4,4,6,4,7,14,9,8,0,44,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,54,85,108,190,170,126,28,3,797,48,55,84,103,195,175,132,28,3,821,733,421,462,488,604,609,436,137,64,3944
