LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA52660,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,4,0,4,0,4,..,22,0,21,0,21,..,30,0,32,0,32,..,74,3,73,0,73,..,10,0,8,0,8,..,5,0,5,0,5,..,13,3,13,0,13,..,0,0,0,0,0,..,3,0,4,0,4,..,69,5,77,4,76,..,335,41,377,8,385,..,15,3,19,391,410,6295,346,44,393,401,7093,12428,..,..,..,..,12428,..,63,0,63,0,66,..,18,0,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,26,11,34,0,34,..,3,0,3,0,3,..,31,11,42,0,42,..,0,0,0,0,0,..,29,3,30,0,30,..,16,0,16,0,16,..,25,0,21,0,21
LGA52730,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,18,3,22,0,18,..,114,12,127,0,135,..,10,0,10,265,272,2539,122,12,138,266,2949,5069,..,..,..,..,5069,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,7,3,7,0,7,..,3,4,9,0,9,..,0,0,0,0,0,..,9,5,16,0,16,..,10,0,10,0,10,..,12,3,12,0,12,..,18,0,20,0,20,..,55,0,57,4,62
LGA52800,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,11,0,11,..,0,0,0,3,3,..,3,0,3,0,3,..,0,0,0,0,0,..,12,3,15,3,12,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,40,7,42,3,48,..,1400,132,1534,34,1567,..,26,6,31,388,419,1840,1425,138,1566,424,3828,3743,..,..,..,..,3743,..,3,0,3,0,3,..,4,0,4,0,4,..,2466,235,2700,65,2760,..,6,0,8,0,8,..,7,6,13,0,13,..,4,0,4,0,4,..,20,8,24,0,24,..,0,0,0,0,0,..,7,3,7,0,7,..,3,4,8,0,8,..,15,0,15,0,15
LGA52870,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,6,10,0,10,..,13,4,18,0,18,..,102,33,137,0,141,..,7,0,7,260,267,2563,109,33,138,267,2972,5090,..,..,..,..,5090,..,4,0,4,0,9,..,4,3,10,0,10,..,5,0,5,0,5,..,3,0,3,0,3,..,16,8,24,0,24,..,0,3,9,0,9,..,19,19,37,0,37,..,0,0,0,0,0,..,6,0,10,0,8,..,12,3,15,0,15,..,26,0,26,0,23
LGA52940,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,33,29,304,3,0,3,32,344,622,..,..,..,..,622,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0
LGA53010,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,3,..,3,0,3,33,37,281,10,0,10,38,325,578,..,..,..,..,578,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA53080,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,8,..,17,3,18,0,23,..,0,0,0,57,55,269,20,3,19,57,348,587,..,..,..,..,587,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
LGA53150,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,15,0,15,..,17,0,17,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,7,0,7,..,48,5,59,0,59,..,308,27,335,0,336,..,4,0,4,237,247,3251,313,27,346,244,3834,6283,..,..,..,..,6283,..,7,0,7,0,7,..,6,0,11,0,11,..,3,0,3,0,3,..,12,0,12,0,12,..,16,0,16,0,16,..,0,0,0,0,0,..,25,0,25,0,25,..,20,0,19,0,19,..,22,0,22,0,22,..,43,3,49,0,49,..,43,0,43,0,47
LGA53220,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,3,0,3,..,22,7,25,0,25,..,7,0,7,0,7,..,44,0,46,0,46,..,4,0,4,0,4,..,76,11,88,0,88,..,4,0,6,0,6,..,8,0,8,0,7,..,34,3,40,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,70,5,69,0,75,..,770,78,848,14,863,..,15,3,16,484,504,2165,787,79,866,496,3527,6610,..,..,..,..,6610,..,39,0,39,0,39,..,18,0,18,0,18,..,1001,104,1103,15,1122,..,14,3,16,0,16,..,27,3,32,0,28,..,0,0,0,0,0,..,42,5,43,0,46,..,3,0,3,0,3,..,4,0,4,0,4,..,16,0,16,0,16,..,11,0,11,0,11
LGA53290,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,6,0,6,0,6,..,9,0,9,0,9,..,5,0,5,0,5,..,39,0,39,0,39,..,4,0,4,0,4,..,3,0,3,0,3,..,10,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,25,4,27,..,237,19,256,11,264,..,22,0,19,729,748,6056,254,27,282,733,7070,12156,..,..,..,..,12156,..,93,3,97,3,101,..,4,0,4,0,4,..,13,0,13,3,15,..,5,0,11,0,13,..,18,12,30,0,30,..,0,0,0,0,0,..,25,15,41,0,40,..,0,0,0,0,0,..,20,0,18,0,18,..,25,0,25,0,25,..,44,0,44,0,46
LGA53360,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,10,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,61,3,69,0,71,..,6,0,6,117,119,1108,65,3,70,114,1296,2353,..,..,..,..,2353,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,21,0,21,..,26,0,26,0,23
LGA53430,0,16,..,3,3,6,0,6,..,3,0,3,0,3,..,17,8,23,0,23,..,42,6,47,0,47,..,24,3,23,0,23,..,0,0,0,0,0,..,21,12,30,0,33,..,30,0,30,0,30,..,15,6,23,0,24,..,42,0,43,0,43,..,19,3,19,0,19,..,106,5,117,0,113,..,89,21,108,0,108,..,16,3,19,0,19,..,35,5,43,0,43,..,14,0,14,0,14,..,12,7,21,0,21,..,295,83,379,6,384,..,1892,427,2319,18,2342,..,41,0,38,1201,1240,11351,1932,427,2364,1214,14928,22160,..,..,..,..,22160,..,29,0,29,0,29,..,26,5,33,0,33,..,14,0,14,0,14,..,36,7,49,0,49,..,92,38,134,0,137,..,7,3,13,0,13,..,141,50,195,0,196,..,174,38,212,3,210,..,83,0,85,0,90,..,281,14,300,3,298,..,247,11,252,3,259
LGA53570,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,26,0,26,..,0,0,0,0,0,..,10,0,14,0,14,..,5,0,5,0,5,..,45,3,46,0,46,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,10,4,14,0,14,..,15,0,12,0,12,..,160,64,223,0,223,..,0,0,0,215,216,2080,159,64,223,215,2511,4316,..,..,..,..,4316,..,19,0,19,0,19,..,3,0,3,0,3,..,3,0,3,0,3,..,6,7,12,0,12,..,42,73,113,0,113,..,0,0,0,0,0,..,45,78,124,0,124,..,0,0,0,0,0,..,10,0,10,0,10,..,16,0,16,0,16,..,28,0,28,0,28
LGA53640,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,33,0,34,0,34,..,0,0,0,42,43,480,30,0,31,42,558,1028,..,..,..,..,1028,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,6,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11
LGA53710,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,5,47,50,461,14,0,9,47,518,911,..,..,..,..,911,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6
LGA53780,0,281,..,8,3,13,0,13,..,3,0,3,0,3,..,185,66,246,0,246,..,93,15,104,3,105,..,65,10,76,0,76,..,57,7,62,3,64,..,56,9,66,0,64,..,499,19,519,6,525,..,760,128,887,9,897,..,770,33,806,13,818,..,511,47,554,7,556,..,2540,224,2764,34,2796,..,197,20,219,5,224,..,599,119,715,11,729,..,220,44,271,0,267,..,88,28,119,0,119,..,218,91,313,0,313,..,3111,897,4006,67,4074,..,15130,3591,18722,175,18889,..,157,46,204,2656,2856,36322,15290,3631,18925,2828,58066,73408,..,..,..,..,73408,..,537,0,541,7,545,..,1502,315,1822,16,1836,..,76,0,77,0,77,..,1527,436,1958,8,1965,..,4237,1952,6188,21,6206,..,375,146,519,3,527,..,6134,2534,8671,31,8698,..,86,12,97,0,97,..,240,13,252,0,247,..,365,25,384,4,390,..,211,7,216,3,218
LGA53800,0,0,..,12,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,10,..,4,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,94,4,97,0,95,..,33,0,31,0,31,..,109,8,115,5,125,..,132,23,157,9,163,..,368,38,409,12,416,..,19,0,18,0,21,..,11,3,11,0,11,..,61,10,72,0,72,..,0,0,0,0,0,..,26,22,49,0,49,..,211,39,245,0,248,..,1303,189,1493,25,1522,..,57,3,63,1479,1545,16403,1365,190,1558,1511,19465,32378,..,..,..,..,32378,..,301,6,303,5,304,..,32,3,34,0,34,..,69,0,67,0,67,..,28,5,35,0,35,..,67,32,96,3,97,..,0,3,3,0,3,..,94,39,137,3,140,..,10,0,10,0,10,..,35,0,37,0,37,..,63,3,72,0,72,..,126,5,134,4,132
LGA53920,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,17,3,17,..,499,51,547,31,575,..,9,3,8,317,332,755,507,53,559,346,1662,1445,..,..,..,..,1445,..,3,0,3,0,3,..,0,0,0,0,0,..,884,103,983,57,1040,..,0,3,0,0,0,..,13,4,17,0,17,..,0,0,0,0,0,..,16,5,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5
LGA53990,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,78,3,79,0,79,..,22,0,26,0,27,..,90,3,91,0,88,..,18,0,22,0,22,..,204,8,212,0,214,..,16,0,16,0,16,..,8,0,8,0,8,..,10,3,12,0,12,..,3,0,3,0,3,..,6,3,7,0,7,..,111,13,123,3,125,..,800,103,907,5,914,..,31,3,37,896,932,11426,832,110,939,901,13269,22813,..,..,..,..,22813,..,162,16,172,4,177,..,11,0,11,0,11,..,3,0,3,0,3,..,9,3,15,0,15,..,74,78,156,0,156,..,0,0,3,0,3,..,91,88,176,0,176,..,4,0,4,0,4,..,47,0,47,4,54,..,27,0,27,0,30,..,45,3,48,0,54
LGA54060,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,36,4,40,0,48,..,3,0,3,106,114,1615,47,4,49,108,1772,3256,..,..,..,..,3256,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,3,3,0,4,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,19,0,17,0,17
LGA54130,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,19,0,19,0,19,..,3,0,3,68,69,414,21,0,21,68,496,937,..,..,..,..,937,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10
LGA54170,0,65,..,125,8,137,0,137,..,16,0,16,0,16,..,181,24,202,0,210,..,339,32,374,0,376,..,122,18,146,0,145,..,14,0,14,0,14,..,90,9,106,3,105,..,108,0,108,0,111,..,155,3,166,0,167,..,168,7,173,0,173,..,157,8,160,0,160,..,588,19,603,4,605,..,311,27,336,3,346,..,53,0,48,0,48,..,196,30,226,0,228,..,14,3,17,0,17,..,179,54,233,0,236,..,1163,152,1314,22,1337,..,8055,888,8949,80,9032,..,182,7,187,2578,2764,66109,8236,902,9137,2659,77905,131653,..,..,..,..,131653,..,1753,24,1780,13,1789,..,575,66,637,7,644,..,30,0,26,0,33,..,565,155,720,8,719,..,1044,317,1367,13,1376,..,123,14,132,0,132,..,1735,482,2214,15,2230,..,205,21,230,3,235,..,363,6,366,3,371,..,613,22,634,7,638,..,889,20,907,3,910
LGA54200,0,20,..,3,0,3,0,3,..,4,0,4,0,6,..,18,9,24,0,24,..,48,6,56,0,56,..,48,4,52,0,52,..,6,0,6,0,6,..,30,3,27,0,27,..,129,5,132,0,132,..,102,3,105,0,107,..,187,8,198,0,201,..,85,5,90,0,94,..,501,23,530,3,532,..,50,11,58,0,58,..,67,12,81,0,81,..,91,9,106,0,106,..,17,0,15,0,15,..,29,13,41,0,41,..,692,145,841,18,857,..,3175,414,3585,42,3622,..,74,5,86,1441,1521,23845,3245,420,3665,1484,28995,47468,..,..,..,..,47468,..,196,0,200,0,200,..,113,16,127,3,128,..,25,0,26,0,26,..,118,21,147,4,150,..,421,115,539,3,541,..,30,0,30,0,30,..,573,141,713,3,720,..,57,0,54,3,59,..,160,0,160,0,160,..,203,12,214,0,215,..,232,13,246,0,246
LGA54280,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,12,0,17,..,11,0,10,0,10,..,10,3,13,0,13,..,20,0,20,0,20,..,3,0,3,0,3,..,134,3,139,0,137,..,33,0,40,0,40,..,164,9,167,3,174,..,30,0,31,0,31,..,362,16,376,4,380,..,19,0,19,0,19,..,12,0,12,0,12,..,71,15,86,3,92,..,4,0,3,0,3,..,8,5,19,0,19,..,393,23,418,14,433,..,1570,135,1700,24,1727,..,39,3,44,1280,1321,11331,1609,137,1741,1305,14384,23611,..,..,..,..,23611,..,386,7,397,3,398,..,31,3,36,0,36,..,184,11,196,0,197,..,30,7,36,0,32,..,169,48,219,0,218,..,9,0,6,0,9,..,202,54,256,4,262,..,33,3,36,0,36,..,15,0,15,0,19,..,32,3,35,0,35,..,61,3,63,0,59
LGA54310,0,13,..,8,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,98,4,104,0,104,..,27,4,36,0,36,..,136,11,139,0,143,..,11,0,11,0,11,..,278,13,291,0,293,..,31,0,36,0,36,..,6,0,6,0,6,..,71,9,75,0,78,..,0,0,0,0,0,..,13,3,22,0,22,..,155,15,173,4,179,..,1193,95,1289,18,1312,..,30,5,32,961,995,7231,1219,101,1321,979,9533,15981,..,..,..,..,15981,..,138,0,138,0,138,..,21,3,22,0,22,..,446,15,462,16,486,..,29,9,32,0,34,..,165,35,201,0,201,..,5,3,10,0,10,..,201,45,245,0,242,..,15,0,15,0,15,..,19,0,19,0,19,..,59,0,62,0,62,..,52,4,54,0,54
