LGA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
LGA34770,0,0,0,0,0,0,0,0,0,0,3662,7254,6006,11723,6384,5718,3355,1560,450,46104,0,7,0,9,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,11,9,12,10,4,0,55,0,0,0,3,4,0,0,0,0,5,0,10,19,39,29,4,0,0,0,98,0,0,0,3,0,3,7,3,0,11,0,0,0,4,0,0,0,0,0,3,9,45,51,155,263,236,207,101,28,1089,4,4,12,31,21,9,0,3,0,82,0,3,3,4,12,4,5,0,0,24,0,0,7,8,16,26,42,31,3,138,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,5,0,0,0,10,3,28,17,204,37,12,4,3,0,307,0,4,3,13,0,0,3,3,0,30,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA34800,0,0,0,0,0,0,0,0,0,0,31,29,27,119,55,56,33,10,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,13,25,27,40,7,24,7,7,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,0,0,475,814,649,1303,683,639,454,233,72,5320,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,22,11,5,3,66,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,39,3,0,0,0,0,56,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA34880,0,0,0,0,0,0,0,0,0,0,493,1254,1098,2069,1180,1060,779,310,87,8324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,10,15,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,23,53,77,88,39,5,296,0,0,0,0,0,0,0,0,0,5,0,0,8,14,3,3,0,3,0,32,0,3,0,13,11,12,23,22,0,87,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,19,5,4,8,3,0,40,0,0,0,3,0,4,0,7,3,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA35010,0,0,3,22,0,3,4,0,0,33,13555,26992,21928,38609,18799,16180,12738,5258,1540,155584,0,0,0,37,3,3,0,0,0,46,0,0,3,23,17,8,5,4,0,61,0,3,5,13,4,3,6,0,0,36,12,25,33,113,72,65,43,17,0,373,0,0,0,17,18,11,11,9,0,65,8,27,55,189,47,51,31,18,8,426,0,0,0,10,23,19,27,28,0,112,0,3,14,15,14,10,27,9,3,97,44,591,751,1623,2300,1822,2001,1072,329,10522,0,27,42,236,131,98,51,27,3,619,0,13,9,29,38,34,42,14,3,180,3,25,30,105,127,133,247,119,33,831,0,3,6,8,6,10,18,15,4,73,0,8,38,48,17,27,9,9,3,157,15,78,88,726,113,80,74,25,15,1210,3,4,7,30,15,16,27,17,12,133,0,8,3,61,19,12,4,0,0,109,3,14,7,37,17,8,0,0,0,84
LGA35250,0,0,0,0,0,0,0,0,0,0,47,136,87,139,60,38,17,4,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,0,0,0,754,1116,985,2125,870,640,305,102,17,6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,3,38,30,29,32,5,0,143,0,0,4,20,11,4,3,0,0,49,0,0,0,3,0,0,0,0,0,5,0,0,0,6,6,3,6,9,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,5,62,0,6,6,0,0,81,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,0,0,0,0,163,269,232,392,226,267,164,83,28,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,50,104,87,127,63,37,9,3,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,0,0,0,0,0,0,0,0,1014,2804,2005,3503,2391,2775,2405,1031,340,18275,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,19,13,7,13,7,0,67,0,0,3,4,0,0,0,0,0,17,0,3,0,8,0,0,3,0,0,20,0,0,0,0,3,0,3,4,0,14,0,0,0,0,0,0,3,5,0,7,3,100,106,237,387,319,490,256,75,1982,0,0,0,7,3,3,3,0,0,20,3,0,8,15,11,16,18,4,0,66,0,6,4,19,35,29,68,45,10,215,0,0,0,0,0,6,8,0,0,18,0,3,3,0,3,0,0,0,0,12,3,0,5,39,6,10,10,11,3,79,3,7,3,3,3,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35760,0,0,0,0,0,0,0,0,0,0,249,579,396,735,586,613,571,292,104,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,35,23,4,92,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,0,0,3,5,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,204,312,223,291,115,86,36,4,6,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,137,242,228,290,155,81,33,5,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,53,86,56,144,89,131,86,46,13,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,37,61,50,96,59,25,19,7,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,28,65,46,81,59,52,36,5,3,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,0,3,10,3,5,0,0,0,15,3976,8651,7487,12262,6394,6413,4646,1977,672,52487,0,0,0,0,4,0,0,0,0,5,0,0,0,10,4,7,0,0,0,28,0,0,0,3,0,3,0,0,0,8,0,8,14,34,33,20,22,7,3,139,0,0,0,4,3,8,4,0,0,18,0,8,24,54,25,13,22,13,3,169,0,0,0,4,15,13,21,21,3,78,0,3,3,3,0,7,10,3,0,33,23,335,405,731,1095,799,860,483,139,4875,0,8,6,40,33,29,7,7,0,136,0,8,3,23,17,17,5,4,0,83,0,4,14,43,57,50,144,54,9,373,0,0,0,8,4,14,21,6,3,54,0,6,9,15,14,11,7,0,0,56,4,23,30,185,52,29,24,15,0,360,4,5,7,8,5,12,7,9,8,67,0,0,0,19,6,3,4,3,0,41,0,0,0,7,4,0,0,0,0,12
LGA36300,0,0,0,0,0,0,0,0,0,0,19,40,50,96,42,52,34,14,4,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,7,10,31,7,0,0,0,0,67,2571,5080,4694,7877,3942,3773,2521,1392,468,32307,0,10,3,24,8,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,3,43,11,4,0,4,0,72,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,4,3,0,0,12,0,14,19,70,100,123,150,58,15,557,0,3,3,25,10,3,0,3,0,49,0,0,0,3,3,0,0,0,0,9,0,0,7,13,9,12,23,16,3,87,0,0,0,3,0,0,3,0,0,8,0,0,7,7,3,3,0,0,0,22,0,12,18,168,26,8,3,0,0,234,0,0,3,3,0,0,3,0,0,10,0,3,0,16,3,3,0,0,0,22,0,0,0,4,0,0,0,0,0,3
LGA36510,0,0,0,0,0,0,0,0,0,0,965,2517,1832,3142,2068,2033,1655,799,232,15244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,12,7,11,4,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,8,3,26,26,93,181,193,226,131,30,912,0,0,4,3,0,0,0,0,0,13,0,0,0,0,3,3,3,0,0,17,0,0,6,4,18,19,32,27,6,114,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,3,0,19,0,4,9,0,3,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5
LGA36580,0,0,0,0,0,0,0,0,0,0,711,1585,1162,1949,1252,1366,1106,462,108,9700,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,30,86,87,118,62,19,401,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,6,4,11,23,12,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36630,0,0,0,0,0,0,0,0,0,0,868,2083,1549,2616,1665,1809,1711,786,234,13329,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,6,17,64,64,164,79,16,406,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,4,6,0,0,8,0,0,0,4,3,3,28,22,0,74,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36660,0,0,0,0,0,0,0,0,0,0,960,2232,1836,2650,1766,2010,1774,816,229,14277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,0,21,0,0,0,0,0,0,0,0,0,4,0,3,3,12,4,0,0,3,0,23,0,0,0,0,3,3,9,8,5,26,0,0,0,0,0,0,0,0,0,0,3,8,4,31,63,85,144,80,25,439,0,0,0,10,3,4,0,0,0,15,0,0,0,0,0,3,3,3,0,17,0,0,0,4,5,21,25,10,3,61,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,3,0,37,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA36720,0,3,0,0,0,0,0,0,0,7,7419,16786,13493,24108,13293,12822,10583,5383,1851,105731,0,0,0,18,3,0,0,0,0,20,0,0,0,4,3,0,3,3,0,12,0,5,0,5,0,0,0,0,0,8,13,52,36,146,83,60,60,22,4,474,0,0,0,15,12,5,11,3,0,40,7,15,25,74,23,15,14,5,4,180,0,3,0,0,5,16,23,33,0,80,0,4,0,8,6,8,16,15,4,61,40,587,586,1273,1647,1317,1787,1076,331,8652,0,5,7,47,21,30,9,10,0,128,0,11,18,49,32,23,26,10,3,166,0,15,37,88,115,95,232,172,36,801,0,0,3,8,6,10,13,19,0,53,0,21,16,19,17,9,8,4,0,84,14,58,44,441,44,31,34,28,10,698,0,15,14,22,3,5,18,12,9,107,0,4,3,26,10,0,6,0,0,48,0,0,3,4,0,0,0,0,0,8
LGA36820,0,0,0,0,0,0,0,0,0,0,643,1499,1065,1713,1230,1426,1242,541,162,9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,14,21,33,52,84,121,80,14,421,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,4,3,10,7,15,24,32,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,3,0,0,0,24,0,0,0,0,0,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36910,0,19,26,18,6,4,0,0,0,79,4855,9809,8802,14607,7714,7508,5860,3062,977,63190,0,4,4,46,11,0,0,0,0,65,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,0,0,3,9,13,10,39,18,11,4,10,3,111,0,0,0,0,3,3,0,0,0,10,4,18,36,135,39,22,4,3,3,270,0,0,0,0,0,0,3,4,0,16,0,10,3,3,3,0,4,0,0,33,3,59,60,194,275,278,372,208,67,1520,0,5,8,34,14,16,6,3,0,89,0,0,3,9,3,9,3,0,0,33,0,0,11,10,36,36,64,32,9,196,0,0,0,0,0,0,0,0,0,3,0,0,7,11,14,7,0,3,0,45,10,57,198,440,42,19,10,10,0,791,0,0,8,9,0,5,3,3,0,24,0,14,11,24,5,5,3,0,0,67,17,47,12,77,11,3,0,0,0,162
LGA36950,0,0,0,0,0,0,0,0,0,0,143,321,253,373,141,125,49,21,8,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
