LGA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA36250,32,38,103,160,285,533,1751,1388,791,5083,4,14,38,25,34,55,44,38,29,275,283,315,697,826,996,1094,1117,990,812,7121,4709,8178,15757,18458,21185,19862,15356,7545,3276,114326
LGA36300,0,0,0,7,9,11,21,16,11,71,0,0,0,0,0,0,0,0,0,0,4,9,14,7,15,7,11,3,0,70,32,63,140,81,110,107,63,36,8,633
LGA36370,24,43,176,213,323,480,1474,1411,533,4680,4,25,54,50,51,44,34,40,16,301,367,443,888,814,984,925,751,737,538,6449,2854,5403,11079,9539,10341,9277,6427,3884,1609,60414
LGA36510,3,13,53,51,114,238,817,643,302,2231,4,0,4,6,12,15,20,21,4,81,184,177,381,424,546,595,546,339,149,3342,1182,1759,3502,4909,5964,5791,4940,2363,808,31211
LGA36580,8,14,44,42,105,242,646,393,157,1653,0,6,6,5,16,18,15,7,3,71,130,103,207,310,341,419,344,194,55,2101,760,1153,2439,2837,3376,3711,3010,1221,346,18851
LGA36630,11,12,55,70,161,291,997,678,302,2568,0,5,5,4,16,32,17,20,4,112,139,149,257,337,428,468,501,406,184,2873,917,1522,2960,3447,4251,4662,4548,2122,713,25138
LGA36660,9,7,51,66,150,314,836,644,314,2394,0,3,5,11,15,12,30,23,9,108,112,107,234,258,344,412,513,407,228,2618,964,1685,3175,3657,4560,5183,4736,2441,902,27301
LGA36720,36,56,207,275,497,921,2947,2857,1710,9504,19,27,55,46,95,88,74,62,43,497,856,1089,2087,2299,2689,2609,2813,2384,1742,18563,8611,15299,31173,37071,41108,38660,33855,18319,7700,231785
LGA36820,4,7,26,33,84,181,492,465,177,1468,0,5,5,13,8,21,11,22,12,88,98,104,184,240,384,420,431,301,146,2317,693,1025,2077,2509,3420,3984,3502,1755,622,19581
LGA36910,62,91,209,273,483,829,2869,2547,1144,8507,9,13,68,94,119,109,78,55,43,585,683,736,1402,1349,1534,1616,1679,1487,1101,11597,5143,10164,19781,19015,20458,19485,15804,8942,3800,122598
LGA36950,3,0,3,3,12,37,42,25,8,135,0,0,3,0,0,0,3,4,0,17,43,69,184,83,80,53,30,8,6,558,156,289,621,485,396,356,132,46,14,2499
LGA36960,10,8,6,18,36,98,98,45,3,323,3,0,0,4,3,11,3,0,3,26,86,51,95,33,26,25,14,4,0,339,267,406,699,492,422,355,165,51,6,2865
LGA37010,66,66,201,296,477,887,1990,1638,721,6345,6,25,68,93,100,85,72,70,31,557,915,1654,2634,2121,2137,1821,1502,971,462,14210,7320,15712,27709,24821,24465,20502,13760,6414,2308,143006
LGA37300,0,3,7,4,14,8,15,0,0,53,0,0,3,0,0,3,0,5,0,17,22,30,63,99,85,46,15,0,0,362,106,221,710,695,608,316,84,9,3,2753
LGA37310,9,20,45,77,147,253,728,535,255,2076,0,0,0,7,10,19,28,18,7,97,194,222,495,538,605,549,505,315,147,3570,1049,1898,4132,4247,4511,3926,3055,1577,599,24989
LGA37340,5,10,34,67,114,204,453,336,145,1374,3,6,16,6,9,14,22,14,0,88,205,401,931,641,620,608,474,241,116,4242,879,2138,5204,4499,4617,4598,3177,1305,440,26856
LGA37400,0,0,0,0,9,17,22,16,9,74,0,0,3,0,0,0,0,3,4,10,3,3,17,9,13,18,32,13,12,125,31,55,130,112,160,175,155,73,32,927
LGA37550,3,0,3,10,8,16,17,4,0,59,0,0,0,0,0,0,0,0,0,3,7,21,3,5,9,12,3,0,0,55,54,113,120,104,105,72,29,4,0,608
LGA37570,0,0,0,0,3,15,12,0,0,27,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,15,12,28,52,33,39,35,10,0,0,215
LGA37600,9,4,7,3,17,11,42,16,3,116,0,0,0,0,0,0,6,0,0,17,6,5,12,6,11,4,3,7,0,54,160,227,368,270,296,176,67,23,5,1586
LGA39499,5,13,31,28,49,88,229,59,8,512,4,5,10,14,19,11,13,0,4,70,71,242,556,449,431,467,311,92,15,2629,348,1131,2286,1485,1663,2373,1916,381,44,11623
LGA39799,0,0,0,0,0,0,11,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,22,3,11,11,14,24,30,33,16,4,143
LGA40070,3,20,15,13,23,37,47,59,29,253,3,9,8,7,10,9,9,12,6,71,132,460,675,304,317,265,241,124,95,2607,1323,4669,5192,2370,2129,1991,1755,735,378,20549
LGA40120,8,0,19,12,40,75,204,243,156,765,0,0,3,10,11,4,6,12,11,55,111,104,178,236,312,354,298,172,84,1845,1005,1942,3021,4799,6299,6021,4421,1732,674,29914
LGA40220,0,13,23,20,31,109,290,296,186,965,3,0,3,9,4,7,3,3,3,38,85,62,143,208,238,299,380,306,220,1941,538,1014,1989,2653,3350,4092,4363,2229,824,21052
LGA40250,11,14,24,40,37,16,22,6,3,175,0,0,8,8,8,10,14,10,0,59,21,43,75,77,63,41,15,10,6,358,125,251,411,317,273,168,71,31,18,1670
LGA40310,11,12,15,20,25,91,330,386,255,1138,0,0,3,0,3,0,6,3,4,28,87,54,109,182,223,250,190,171,123,1385,562,1034,2257,2936,3362,3430,2671,1380,628,18254
LGA40430,0,0,0,3,4,24,72,63,40,204,0,0,0,0,0,0,0,0,0,0,3,0,11,14,38,44,57,34,32,230,41,63,171,235,342,449,483,232,105,2128
LGA40520,0,8,29,26,42,112,237,218,105,767,0,0,8,8,5,13,13,33,6,80,52,31,67,81,130,159,146,105,86,865,255,496,1049,1142,1441,1584,1240,719,332,8256
LGA40700,7,5,10,27,32,50,169,284,216,807,0,0,14,13,5,14,16,31,16,117,86,83,159,204,260,285,314,242,259,1901,1110,2563,3964,5342,6094,5700,5036,2881,1662,34354
LGA40910,8,12,35,45,66,230,860,1169,545,2958,0,6,32,31,25,50,120,185,102,554,84,97,229,239,298,255,331,406,213,2146,1167,3203,6292,6428,6988,5536,4919,3853,1673,40056
LGA41010,0,3,0,4,10,33,59,41,22,180,0,0,0,4,4,3,3,0,0,9,24,28,62,72,65,71,48,18,30,412,92,203,410,420,424,486,351,127,67,2584
LGA41060,31,30,146,187,314,660,1664,2107,1386,6523,4,22,56,87,161,189,225,388,202,1334,281,409,857,799,917,873,895,808,477,6309,2730,7484,15623,14144,15634,13877,10607,6942,3630,90686
LGA41140,0,0,8,14,20,41,109,118,94,409,0,0,0,0,0,3,0,0,0,3,25,24,79,66,105,133,120,68,34,645,157,331,926,905,1280,1489,1181,551,276,7092
LGA41190,0,0,3,0,3,11,34,37,37,122,0,0,0,0,0,0,5,0,0,6,8,3,17,17,16,14,17,14,12,129,26,66,188,186,243,274,189,93,61,1336
LGA41330,0,0,3,4,6,17,57,28,0,115,0,0,0,0,4,0,5,4,0,25,8,23,47,23,67,46,59,26,4,313,23,85,244,180,270,250,261,123,15,1451
LGA41560,7,9,22,22,44,110,347,240,133,931,0,4,0,0,5,8,3,0,0,24,41,53,105,88,173,218,275,231,139,1314,294,566,1280,1266,1880,2244,2316,1214,445,11502
LGA41750,0,0,0,3,4,16,14,11,9,54,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,15,12,14,6,80,14,42,106,109,165,219,110,47,21,824
LGA41830,0,0,0,0,9,23,45,21,14,113,0,0,0,0,0,4,3,3,0,11,4,10,15,20,20,36,27,19,4,149,33,71,142,159,253,285,250,111,42,1346
LGA41960,0,0,0,0,4,12,41,17,19,91,0,0,0,0,0,0,0,0,0,0,4,4,12,11,20,26,36,3,22,143,19,57,109,132,188,205,231,63,46,1049
LGA42030,4,6,12,31,50,118,313,335,200,1066,0,5,7,8,9,7,4,15,8,59,71,70,167,157,217,232,218,207,125,1458,630,1494,2791,2487,3117,3001,2312,1590,672,18094
LGA42110,0,0,10,4,13,35,76,79,47,267,0,0,0,3,0,0,3,4,0,8,12,7,24,36,62,56,58,57,10,330,71,158,330,452,592,748,558,283,91,3277
LGA42250,3,3,3,10,21,60,146,109,47,396,0,0,3,3,0,0,0,3,0,5,27,50,170,186,196,138,126,55,23,973,206,329,769,1087,1403,1243,892,318,111,6350
LGA42600,3,4,20,24,65,82,187,248,275,912,0,6,4,10,40,49,12,15,11,147,61,111,270,248,244,402,370,349,345,2409,742,2070,4097,4162,4754,5234,4287,2475,1686,29512
LGA42750,0,0,9,4,10,21,64,54,39,206,0,0,0,3,0,0,0,0,0,6,21,22,53,41,69,90,76,51,25,444,86,156,448,474,685,849,691,279,123,3797
LGA43080,0,0,6,0,3,15,35,29,25,108,0,0,0,0,0,0,0,0,0,0,3,5,3,7,8,13,24,7,9,69,26,39,70,125,157,166,152,79,50,848
LGA43220,0,0,0,0,0,11,22,32,13,82,0,0,0,0,0,0,0,0,0,0,0,4,14,6,13,16,6,8,3,71,16,43,140,109,137,136,107,75,32,785
LGA43360,0,0,3,0,10,21,50,51,27,161,0,0,0,0,0,0,0,0,0,3,7,6,14,16,19,29,39,38,19,188,39,105,229,231,259,389,364,225,70,1910
LGA43650,3,3,16,21,26,62,166,106,60,463,0,0,0,3,0,3,3,7,0,22,44,43,66,82,131,139,120,65,35,726,406,802,1508,1956,2314,2010,1221,493,166,10879
LGA43710,3,0,3,3,9,24,53,55,27,185,0,0,0,0,0,3,5,0,0,10,32,28,97,105,111,91,65,37,22,586,127,185,560,736,886,831,578,232,76,4222
LGA43790,7,3,17,19,43,87,281,249,164,861,0,0,3,7,10,5,8,7,0,38,40,32,52,90,154,132,172,105,99,876,249,500,1010,1255,1642,1694,1519,755,380,9006
LGA43920,3,6,8,20,39,70,140,65,26,369,0,0,0,3,3,7,10,7,0,30,29,31,65,74,125,105,87,38,25,586,258,499,898,1147,1555,1231,809,279,90,6780
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,7,5,7,0,0,0,35,7,6,4,9,10,12,0,0,0,50
LGA44060,18,27,88,97,184,369,721,888,771,3172,8,20,61,58,86,82,69,66,47,497,166,310,647,502,572,671,566,552,417,4409,2166,6329,13057,11757,11207,11299,7933,4718,2759,71226
LGA44210,3,0,10,18,34,79,219,150,59,582,0,0,3,3,0,0,3,5,3,16,25,37,118,137,160,177,161,107,46,977,178,346,734,861,1355,1571,1406,608,188,7248
LGA44340,10,9,39,44,63,120,324,439,411,1452,0,0,16,14,23,32,42,52,23,191,105,142,284,306,369,343,402,396,364,2708,1724,4100,6950,8348,8944,8054,6628,3805,2225,50782
LGA44550,7,4,21,29,37,79,220,210,185,794,0,0,4,8,6,5,4,4,3,41,114,95,222,270,296,287,253,178,94,1796,922,1901,3841,4425,4792,4225,3155,1371,620,25249
LGA44620,12,20,62,67,82,170,422,459,272,1567,0,8,18,21,18,24,15,17,5,129,71,81,186,210,232,248,294,249,130,1701,688,1487,3180,3078,3491,3264,2588,1573,696,20051
LGA44830,0,0,0,0,8,27,71,53,34,197,0,0,0,0,0,0,0,0,0,3,8,10,10,26,35,44,56,34,18,231,64,93,178,266,434,563,445,222,88,2359
LGA45040,10,17,41,53,72,174,459,394,220,1444,4,9,17,26,15,11,17,8,0,109,71,149,301,257,275,205,252,168,89,1764,573,1413,2681,2316,2815,2558,2320,1305,500,16490
LGA45090,3,9,22,24,21,35,115,96,66,388,0,10,32,53,33,22,8,4,0,155,19,17,65,59,70,77,69,52,65,500,174,410,980,1064,1129,1094,856,455,226,6391
LGA45120,0,0,8,3,7,24,94,77,40,257,0,0,0,0,0,0,3,3,0,7,16,18,30,27,52,59,54,35,37,322,85,210,398,457,615,743,628,295,144,3586
LGA45290,3,8,26,12,33,77,323,635,436,1551,0,3,16,11,17,26,43,89,64,280,49,121,308,218,255,220,215,259,193,1844,731,2654,5470,4560,4596,4140,3305,2298,1309,29068
LGA45340,33,43,133,155,253,591,1498,1139,786,4633,10,10,32,42,32,50,49,58,29,313,428,501,1101,1175,1237,1340,1461,1158,770,9176,4228,9980,20670,21419,22551,21498,17367,8042,3460,129223
LGA45400,0,0,0,0,3,7,22,20,15,73,0,0,0,0,0,0,0,0,0,5,3,0,9,3,13,15,8,13,13,74,15,29,81,78,112,167,122,73,47,723
LGA45540,0,0,4,6,12,25,46,36,21,147,0,0,0,0,0,5,0,3,0,11,9,6,5,15,19,46,33,23,18,174,37,58,139,140,198,358,251,157,53,1388
LGA45680,59,83,312,333,374,638,1024,622,293,3748,12,40,133,233,198,169,121,91,49,1042,372,492,998,824,910,808,691,703,321,6124,2781,6821,13673,10696,11318,9250,5987,3601,1323,65447
LGA45890,47,103,316,417,527,894,1510,1604,1099,6524,14,67,274,331,400,352,264,254,137,2097,334,536,1385,1253,1141,1038,1082,854,604,8216,3030,8023,20084,17039,15776,14137,9871,5750,3153,96860
LGA46090,11,5,21,24,39,113,222,196,90,717,0,0,4,4,4,4,15,17,4,61,67,174,384,299,291,258,231,141,53,1904,345,897,1898,1589,1922,1847,1396,646,241,10792
LGA46300,0,8,14,13,28,89,224,224,132,735,0,0,0,0,3,9,0,5,4,28,63,70,124,127,157,178,150,141,68,1074,318,768,1768,1602,1828,1862,1442,831,385,10812
LGA46450,6,3,22,37,61,154,432,383,206,1304,0,0,8,0,10,10,7,9,9,46,73,52,117,141,199,186,218,184,85,1261,458,950,1786,1900,2433,2317,2015,1202,496,13559
LGA46510,0,3,18,19,23,69,150,264,185,730,6,11,26,26,22,25,20,43,15,192,40,73,185,133,150,158,117,80,59,986,465,1621,3281,2780,2814,2630,1514,836,477,16420
LGA46670,3,4,23,41,40,96,205,164,96,671,0,7,9,22,25,8,24,26,6,127,41,47,89,103,94,117,142,109,78,811,240,504,1087,1055,1269,1368,1115,600,276,7522
LGA46860,0,0,0,0,3,3,18,16,9,50,0,0,0,0,0,0,0,0,0,0,0,5,8,6,22,25,21,16,6,112,20,67,130,144,210,235,199,110,40,1153
LGA46970,0,0,3,10,6,4,3,0,0,29,0,0,0,0,0,0,0,0,0,3,12,29,94,63,58,37,4,0,0,301,78,265,876,659,530,325,38,5,3,2780
LGA47140,63,117,497,519,652,981,1860,1377,646,6720,13,91,280,479,600,531,330,293,97,2714,398,466,1187,999,1040,983,999,843,440,7357,3910,9836,21032,18392,17816,15236,11311,6028,2191,105742
LGA47290,0,0,9,5,4,9,37,43,29,130,0,0,0,0,0,0,0,0,0,5,6,8,13,27,25,27,24,25,13,168,41,70,232,235,289,298,255,143,59,1622
LGA47490,0,0,0,3,4,15,41,24,22,110,0,0,0,0,0,0,0,0,0,3,4,4,16,12,28,44,26,10,18,167,30,89,190,239,294,378,237,102,56,1613
LGA47630,4,5,11,24,27,47,98,96,40,349,0,8,6,11,16,3,4,0,0,57,27,34,66,54,111,80,77,55,73,570,178,331,729,816,990,870,656,359,198,5124
LGA47700,20,15,67,90,115,306,923,908,624,3071,6,3,17,35,34,37,45,47,34,253,177,213,442,496,558,528,602,567,356,3942,2533,5729,11873,12777,13696,12488,10421,5286,2080,76886
LGA47800,4,3,10,7,22,45,144,106,41,385,0,0,0,0,3,4,0,0,0,7,16,21,48,51,57,57,97,49,19,411,110,234,504,573,749,826,752,362,112,4218
LGA47910,0,0,0,0,9,12,60,74,39,197,0,0,0,0,0,0,0,0,0,5,11,4,20,13,30,37,39,16,27,196,45,90,227,243,356,432,391,215,93,2102
LGA47980,9,8,11,14,26,65,210,366,304,1019,0,4,5,12,20,15,24,54,28,167,80,106,245,244,243,284,253,214,296,1962,932,2561,5099,4938,4970,4727,3582,2004,1630,30440
LGA48050,4,5,13,18,19,59,230,225,161,733,0,0,0,3,5,3,7,4,4,28,24,32,44,84,108,144,202,219,181,1028,228,462,973,1229,1520,2184,3154,1799,791,12334
LGA48130,0,3,9,18,25,38,127,108,89,410,0,0,0,0,3,3,3,0,0,13,22,17,42,54,59,80,79,53,42,449,146,321,680,751,939,998,788,383,200,5212
LGA48260,4,0,5,3,12,11,31,59,59,184,0,3,3,5,7,0,5,3,3,26,22,28,51,49,61,69,51,58,34,420,201,516,805,829,1015,1036,822,562,309,6107
LGA48340,3,8,15,15,33,112,229,210,120,740,3,0,0,3,5,3,5,4,3,24,30,41,68,92,135,143,144,100,103,858,276,518,1013,1330,1721,1837,1438,699,322,9161
LGA48410,8,19,51,65,118,234,662,980,574,2716,4,9,41,45,54,50,67,159,68,500,101,207,548,394,402,369,382,416,493,3325,1423,4711,10070,7711,7290,6051,4612,3619,2145,47626
LGA48540,11,4,32,40,62,139,302,279,126,989,0,0,5,3,13,4,10,19,4,68,79,110,224,184,303,274,272,245,108,1806,522,1307,2761,2584,3214,2690,2034,1260,429,16794
LGA48640,0,0,0,0,3,9,15,18,12,55,0,0,0,0,0,0,0,0,0,0,3,3,9,10,15,22,17,10,14,108,26,49,127,152,166,194,128,56,37,950
LGA48750,3,0,8,0,13,14,71,56,44,202,0,0,0,3,0,0,3,0,0,12,11,16,24,25,42,96,96,45,11,378,93,161,373,456,678,1047,956,396,138,4305
LGA48830,3,0,15,10,20,73,279,242,168,809,0,0,0,0,3,0,4,0,0,18,24,16,31,54,89,135,193,134,103,774,163,311,794,894,1402,2060,2082,1053,459,9218
LGA49399,4,3,18,10,35,47,55,22,3,217,0,0,0,3,6,3,3,0,0,20,21,32,106,100,129,120,61,28,8,608,101,168,546,514,642,582,301,102,25,2980
LGA49499,3,12,15,19,20,22,38,12,7,139,3,0,6,7,0,9,3,0,0,30,32,55,106,127,144,88,48,13,10,612,111,262,554,417,475,403,271,59,22,2575
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA50080,10,6,27,52,61,128,315,393,229,1231,0,0,7,4,11,9,8,18,15,79,133,167,430,365,390,434,414,366,293,2991,1165,1761,3861,4182,4925,5117,4147,2347,1048,28549
LGA50210,11,22,96,139,180,260,365,346,151,1567,8,14,70,58,58,65,50,40,13,373,248,316,856,758,677,631,627,466,275,4847,2375,5230,13716,11312,9686,8131,5573,2567,912,59491
LGA50250,3,3,8,18,28,32,20,3,3,119,0,0,9,9,7,7,3,6,0,47,26,107,672,595,494,258,42,8,0,2204,133,560,3452,3058,2408,1351,198,31,7,11189
LGA50280,0,4,10,5,14,22,43,77,30,205,0,0,7,8,3,4,0,3,3,20,69,36,153,217,190,187,111,81,36,1074,307,432,1750,2341,1967,1913,1249,577,225,10757
LGA50350,3,4,7,14,28,62,112,164,110,510,0,0,12,17,20,12,3,8,9,84,37,46,131,137,141,136,141,127,78,968,407,799,2249,2239,2087,1788,1280,760,334,11948
LGA50420,7,10,74,131,165,288,560,647,385,2267,0,20,51,38,84,101,103,118,52,574,152,290,843,610,561,555,547,513,451,4526,1507,4236,11991,9597,8186,7267,5370,3162,1483,52809
LGA50490,7,33,90,93,90,158,276,382,193,1328,3,37,108,63,62,39,32,35,26,397,169,393,1030,610,481,456,386,367,216,4109,994,3295,8548,5782,4524,3973,2707,1818,811,32448
LGA50560,0,0,0,3,0,10,20,22,7,65,0,0,0,0,0,0,3,3,0,4,7,11,20,29,34,43,36,36,12,223,26,49,143,177,249,330,292,147,42,1451
LGA50630,0,0,0,0,4,8,15,16,4,49,0,0,0,0,0,0,0,0,0,0,3,7,21,21,35,20,23,20,3,150,40,73,230,279,304,240,155,72,14,1410
LGA50770,0,0,0,0,5,8,16,18,10,63,3,0,0,0,0,0,0,0,0,3,9,3,3,14,30,32,31,21,11,153,27,37,117,218,258,279,249,116,36,1345
LGA50840,0,0,3,3,10,18,41,41,16,132,0,0,0,0,3,0,0,5,0,8,19,9,33,42,79,70,72,50,11,387,127,124,307,505,694,827,737,295,90,3708
LGA50910,3,0,0,5,0,3,15,11,8,40,0,0,0,0,0,0,0,0,0,3,0,7,9,11,25,16,24,18,21,131,28,42,81,99,154,122,150,79,38,795
LGA50980,12,13,26,40,43,82,80,48,16,358,0,3,0,11,13,9,10,3,0,55,111,128,438,397,320,296,160,49,19,1923,458,884,2869,2596,2213,1847,773,235,56,11925
LGA51080,0,0,3,5,3,8,16,11,7,49,0,0,0,0,0,0,0,3,0,3,8,7,24,9,17,26,17,14,3,130,34,49,143,132,159,166,95,65,11,851
LGA51120,0,0,0,0,3,11,15,8,10,45,0,0,0,0,0,0,0,0,0,0,3,3,5,3,11,12,23,14,4,75,17,30,97,99,110,153,139,65,20,727
LGA51190,10,9,28,48,44,140,301,385,228,1189,0,4,16,12,16,14,17,18,16,106,132,172,451,422,438,386,376,282,160,2819,862,1839,4200,3990,4315,4313,3262,1801,875,25463
LGA51260,15,4,15,21,31,81,230,305,165,864,0,7,24,16,12,12,12,4,3,88,113,119,316,375,401,432,428,358,246,2771,893,1459,3771,4943,4959,4729,4241,2124,848,27973
LGA51310,0,3,3,5,9,17,43,125,90,299,0,0,3,3,0,0,5,20,6,44,53,80,226,194,200,164,151,171,116,1353,634,1525,2856,3622,4037,3140,1980,1442,829,20067
LGA51330,7,24,100,166,171,336,487,529,309,2141,0,29,134,80,81,113,76,74,47,626,222,497,949,644,579,513,512,465,371,4749,2938,8269,14889,12157,11221,9658,6790,3440,1547,70912
LGA51400,11,3,3,14,18,24,66,86,24,249,0,0,9,0,8,0,6,5,0,22,54,57,128,156,193,145,127,68,19,949,570,793,1874,2471,2656,1907,1294,443,104,12105
LGA51470,0,0,0,0,0,6,4,6,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,5,14,9,0,4,3,45,8,30,64,60,86,104,63,29,5,436
LGA51540,7,5,12,19,35,42,78,48,10,263,0,0,4,4,3,7,3,13,4,35,31,52,136,129,141,125,93,48,23,781,174,300,760,707,847,749,488,210,69,4310
LGA51610,0,0,0,0,0,4,9,16,0,27,0,0,0,0,0,0,0,0,0,4,4,0,11,34,39,23,10,11,3,140,28,37,106,198,260,198,146,55,13,1048
LGA51680,0,0,4,0,14,20,38,33,13,114,0,0,3,0,0,5,0,0,0,9,34,19,46,70,109,85,62,40,5,475,178,218,474,728,951,800,559,242,36,4183
LGA51750,0,0,7,0,0,3,4,16,20,52,0,0,0,0,3,3,0,3,0,10,43,50,117,89,96,112,107,92,59,765,268,660,1135,1040,1320,1190,1088,757,461,7915
LGA51820,20,24,57,129,225,456,848,939,339,3043,3,20,44,67,53,67,82,134,67,540,328,435,1216,1051,964,806,724,637,408,6561,3034,6710,16791,16363,14253,10872,6951,3722,1427,80129
LGA51890,6,0,4,12,11,63,108,113,36,354,0,0,0,3,0,3,4,0,0,11,47,43,119,93,104,132,132,104,52,816,285,510,985,977,1207,1319,994,420,152,6846
LGA51960,5,0,9,6,6,22,30,10,3,97,0,0,0,3,0,0,0,0,0,8,25,24,88,73,90,59,40,23,0,427,119,201,595,488,551,417,218,70,6,2671
LGA52030,0,0,0,0,0,6,6,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,13,12,21,10,5,0,76,13,26,94,98,154,233,181,58,12,874
LGA52100,0,0,0,0,0,10,13,21,7,52,0,0,0,0,0,0,0,0,0,0,7,9,13,22,16,16,8,17,12,107,24,55,122,137,140,178,123,86,30,896
LGA52170,0,0,3,3,0,0,7,20,32,68,0,0,0,0,0,0,0,0,0,0,22,36,93,51,90,82,59,30,30,489,168,408,952,836,1134,1069,810,361,226,5961
LGA52240,0,0,0,4,0,7,16,17,7,53,0,0,0,0,0,0,0,0,0,0,3,3,12,18,14,19,20,5,4,104,18,34,115,146,146,187,144,66,12,869
LGA52310,0,0,3,0,0,3,11,10,3,35,0,0,0,0,0,0,0,0,0,3,4,7,18,15,13,10,19,13,3,104,22,26,92,100,129,141,126,50,15,697
LGA52380,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,8,6,3,11,7,3,0,46,3,9,25,17,21,47,29,10,0,163
LGA52450,0,0,0,0,4,12,12,16,5,55,0,0,0,0,0,0,0,0,0,0,9,7,15,17,13,24,16,15,13,121,49,60,161,186,165,196,125,74,23,1047
LGA52520,0,0,0,0,12,15,16,8,6,64,0,0,0,0,0,0,0,0,0,0,8,10,23,24,14,18,14,10,4,130,30,80,214,208,172,205,111,68,27,1111
LGA52590,0,0,3,6,3,18,42,57,14,142,0,0,0,0,0,0,0,0,0,0,9,8,47,31,43,58,48,34,8,287,57,112,365,365,462,548,478,220,45,2654
LGA52660,3,0,9,20,18,34,98,123,42,350,0,3,3,3,11,3,6,0,0,27,43,43,103,124,129,137,127,143,122,968,419,785,1838,1780,1886,1651,1172,701,269,10494
LGA52730,0,0,0,5,5,18,28,43,13,110,0,0,4,0,0,0,3,0,0,12,20,10,42,67,99,95,96,61,25,524,146,120,382,634,869,977,930,406,117,4590
LGA52800,16,13,27,31,61,66,49,24,8,290,4,5,11,6,12,36,39,33,12,164,79,107,253,196,179,110,59,13,9,1005,336,593,1378,1053,951,787,334,104,34,5568
LGA52870,0,0,6,3,8,25,54,55,21,175,0,0,0,3,0,0,3,7,3,22,14,26,44,64,86,118,111,70,44,575,142,203,522,667,849,1036,794,323,108,4643
LGA52940,0,0,0,0,0,0,11,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,8,9,3,3,48,13,26,67,83,90,103,89,39,11,521
LGA53010,0,0,0,0,0,7,4,10,4,21,0,0,0,0,0,0,0,0,0,0,0,3,6,11,7,24,12,8,0,78,9,27,101,87,89,121,65,43,7,541
LGA53080,0,0,0,0,3,13,17,6,0,35,0,0,0,0,0,0,0,0,0,3,0,7,28,24,38,30,20,5,0,145,14,31,115,75,147,142,95,33,6,655
LGA53150,0,0,0,6,7,14,32,62,25,139,0,0,0,3,0,3,3,5,0,13,21,20,54,68,81,64,44,63,65,479,178,413,717,969,1246,1054,649,385,170,5770
LGA53220,8,4,24,33,31,52,22,7,0,189,0,0,4,8,16,15,15,5,0,63,42,147,689,489,403,231,39,4,0,2039,170,674,2932,2186,1686,942,196,23,3,8818
LGA53290,3,3,9,6,29,57,125,147,51,421,0,0,0,3,5,3,6,3,4,23,107,88,222,220,289,245,204,138,76,1590,464,717,1635,1744,2099,1788,1356,698,253,10755
LGA53360,0,0,0,0,3,8,21,9,0,48,0,0,0,0,0,0,0,0,0,3,18,17,47,61,35,34,25,5,3,239,67,125,412,455,400,323,240,60,11,2099
LGA53430,5,4,15,20,31,101,225,424,228,1050,3,0,12,6,11,19,23,53,30,157,80,146,457,385,375,385,311,269,179,2578,629,1546,4579,4017,4207,3884,2807,1674,731,24079
LGA53570,0,3,4,10,6,19,56,63,22,184,0,0,7,3,9,5,3,4,0,31,24,14,38,61,77,93,111,66,15,505,118,193,506,570,736,871,804,338,70,4201
LGA53640,3,0,0,3,4,3,11,7,0,30,0,0,0,0,0,3,0,0,0,5,5,11,20,11,30,24,17,4,3,131,26,70,180,146,178,202,106,35,9,957
