SA3_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
30301,68,1433,86,1587,62,1641,112,1814,165,3240,259,3659,274,3103,218,3602,368,2669,175,3209,386,2080,135,2606,203,1305,107,1607,111,711,79,904,34,285,62,382,1680,16467,1226,19372,73,1394,78,1545,90,1653,105,1851,266,3269,271,3801,415,3243,169,3829,680,2786,167,3636,640,2164,136,2945,307,1495,116,1917,126,932,147,1206,32,652,104,791,2636,17589,1293,21514,141,2824,167,3128,153,3298,214,3662,430,6511,523,7466,693,6347,389,7429,1049,5455,343,6843,1030,4244,274,5547,509,2800,217,3530,231,1648,225,2106,70,940,169,1175,4314,34056,2523,40887
30302,77,1685,155,1918,157,3253,297,3702,359,6645,650,7654,392,4647,378,5418,515,3481,334,4330,483,2469,233,3184,217,1511,176,1904,107,798,129,1039,35,342,60,446,2339,24832,2406,29584,72,1629,133,1838,156,3365,298,3823,482,6759,579,7819,593,4325,331,5244,830,3236,296,4365,756,2368,206,3329,308,1586,184,2083,159,1035,174,1366,36,752,109,895,3400,25059,2307,30762,150,3311,290,3755,312,6618,597,7527,841,13403,1226,15467,984,8969,702,10661,1343,6718,631,8692,1236,4838,443,6514,527,3104,354,3987,272,1836,302,2405,67,1097,168,1336,5741,49898,4711,60344
30303,110,2115,137,2364,124,2880,183,3191,312,5148,367,5824,404,4204,251,4855,561,3448,254,4257,443,2577,187,3211,334,2011,187,2535,159,1115,140,1417,34,389,68,486,2485,23886,1770,28144,99,2148,123,2376,156,2966,191,3314,429,5181,347,5959,654,4152,223,5030,864,3463,218,4548,768,2655,192,3613,493,2177,207,2876,207,1369,213,1792,27,762,129,917,3705,24886,1838,30425,213,4264,269,4743,280,5849,378,6506,740,10330,710,11786,1059,8349,473,9885,1427,6909,470,8803,1215,5233,375,6826,833,4187,394,5411,368,2487,347,3202,58,1151,190,1407,6190,48765,3612,58572
30304,51,1062,76,1186,74,1584,139,1795,183,3061,238,3484,231,2521,198,2949,296,2013,148,2454,261,1367,122,1746,146,920,85,1152,91,533,67,688,26,214,35,276,1355,13271,1119,15743,42,1033,70,1145,80,1508,121,1706,245,2880,177,3298,341,2389,166,2897,470,1868,147,2480,431,1289,115,1829,242,961,109,1312,98,748,105,944,20,435,49,505,1965,13101,1047,16114,91,2087,145,2331,153,3092,262,3500,426,5941,419,6785,573,4910,359,5840,762,3879,297,4940,687,2653,236,3578,388,1882,193,2465,183,1278,173,1636,44,648,91,783,3317,26373,2163,31850
30305,85,1772,160,2019,108,1949,138,2192,304,4418,311,5030,412,3722,240,4371,352,3014,214,3575,318,2432,161,2912,218,1457,150,1819,69,606,83,756,19,215,41,268,1875,19569,1498,22938,108,1690,116,1912,110,1848,116,2075,487,4584,278,5350,589,3675,233,4492,626,3082,215,3917,528,2407,174,3102,284,1390,132,1810,89,675,104,859,7,398,53,467,2828,19738,1421,23984,192,3455,281,3929,221,3801,248,4266,791,8995,594,10375,996,7391,474,8868,978,6089,426,7494,844,4838,335,6018,497,2842,280,3625,163,1273,180,1617,23,617,91,731,4698,39305,2918,46926
30306,72,1414,118,1603,101,2326,159,2585,260,4352,294,4905,345,2883,155,3383,320,2176,126,2629,320,1937,122,2384,200,1487,124,1816,83,630,88,802,30,231,49,303,1736,17440,1240,20414,79,1279,77,1431,118,1924,112,2152,367,4007,234,4603,477,2783,177,3435,429,2234,157,2822,521,2065,119,2708,303,1417,145,1866,91,732,87,915,17,454,107,580,2402,16899,1224,20523,152,2696,192,3036,216,4254,279,4738,626,8358,525,9503,826,5668,331,6821,754,4413,282,5454,843,4001,246,5090,511,2904,271,3682,174,1364,175,1718,50,678,160,887,4140,34342,2460,40942
30401,55,995,48,1095,40,854,38,932,111,1622,63,1793,206,1984,88,2280,221,1876,96,2189,277,1634,77,1989,191,1194,83,1467,68,428,67,559,16,123,48,186,1175,10705,613,12486,31,1005,42,1084,53,795,36,886,149,1683,61,1894,311,2076,77,2470,439,1967,82,2486,446,1624,77,2144,244,1166,91,1505,63,476,106,645,10,187,205,406,1752,10985,784,13518,85,2000,88,2175,96,1647,78,1819,262,3303,127,3688,513,4066,168,4745,653,3845,182,4678,726,3255,152,4136,440,2360,176,2977,126,901,171,1204,25,309,254,586,2925,21690,1396,26009
30402,54,1705,73,1831,60,1303,59,1417,100,1555,71,1723,230,2459,130,2823,395,2900,169,3465,354,2068,121,2546,261,1720,89,2068,106,806,89,1002,44,235,67,349,1608,14744,879,17232,80,1585,65,1735,76,1176,56,1309,137,1632,63,1827,412,2841,125,3370,656,2930,124,3710,631,2057,115,2800,388,1649,119,2149,135,855,123,1111,29,354,212,596,2536,15078,1005,18617,130,3290,143,3560,132,2478,122,2729,242,3179,129,3555,643,5301,252,6201,1046,5831,296,7173,983,4127,236,5347,648,3364,205,4218,245,1658,215,2121,75,590,287,943,4138,29824,1884,35848
30403,69,2023,124,2215,116,3710,245,4068,167,3879,282,4321,237,2687,189,3116,262,2133,149,2539,336,1640,124,2102,194,1233,103,1536,81,561,65,707,37,236,62,332,1498,18115,1326,20936,83,2336,127,2544,145,3974,273,4396,243,3611,286,4137,340,2705,150,3192,490,2147,150,2791,541,1618,123,2273,329,1366,108,1806,112,696,98,909,30,437,113,574,2307,18884,1434,22621,154,4357,247,4758,261,7679,518,8464,406,7492,567,8462,578,5395,342,6308,751,4277,298,5326,879,3256,245,4376,530,2604,212,3342,192,1255,166,1612,63,677,173,909,3803,36994,2765,43562
30404,52,1565,78,1705,78,1703,97,1874,166,2803,167,3142,300,3166,184,3642,380,2707,152,3240,366,1902,130,2398,260,1464,88,1813,108,661,88,851,38,273,53,363,1746,16247,1037,19026,54,1439,67,1556,86,1367,75,1535,249,2821,165,3240,464,3396,154,4016,595,2738,153,3489,622,1920,126,2663,361,1635,116,2116,140,881,157,1176,34,609,160,797,2600,16808,1182,20594,105,3008,150,3264,165,3071,171,3408,414,5626,335,6378,764,6556,341,7660,975,5444,304,6729,988,3822,251,5059,625,3106,207,3935,245,1540,249,2033,67,874,218,1163,4347,33051,2217,39620
30501,65,1326,158,1542,100,3689,463,4254,306,8834,1221,10360,304,4328,701,5330,366,3106,595,4065,379,2396,431,3208,168,1506,305,1982,77,620,154,853,16,205,65,288,1794,26004,4089,31891,60,1449,173,1681,150,3955,401,4505,363,8226,1019,9611,401,3695,530,4629,517,2560,417,3496,554,2052,360,2964,259,1349,238,1849,83,629,154,865,6,445,214,670,2404,24354,3509,30267,125,2775,323,3221,253,7649,867,8760,673,17060,2241,19966,712,8025,1228,9959,886,5665,1010,7561,937,4445,792,6172,429,2857,546,3838,161,1252,305,1720,27,646,284,956,4195,50365,7596,62160
30502,38,956,71,1063,46,1416,106,1569,150,3554,324,4029,230,2893,244,3376,252,2318,216,2791,234,1434,138,1804,99,777,112,988,49,325,71,452,15,105,21,139,1118,13784,1305,16209,27,949,71,1047,62,1488,113,1668,228,3747,364,4337,345,2883,218,3443,407,2237,184,2831,385,1356,147,1894,146,804,102,1052,46,389,65,501,17,228,50,295,1663,14087,1323,17068,67,1900,146,2109,115,2910,214,3232,375,7301,687,8367,581,5774,464,6822,661,4556,405,5620,616,2795,284,3702,253,1582,213,2048,93,714,141,953,26,336,73,438,2779,27872,2627,33278
30503,80,1930,153,2164,151,3775,370,4299,361,8325,874,9565,423,5475,579,6474,611,4582,518,5714,519,3091,381,3988,287,1933,237,2456,105,788,127,1023,35,275,102,413,2573,30176,3341,36098,87,2347,178,2616,176,4279,384,4838,453,8073,863,9381,640,5282,500,6421,931,4245,392,5568,801,2843,330,3975,417,1857,243,2514,125,1037,191,1347,31,609,226,867,3658,30564,3305,37521,170,4277,338,4783,328,8054,754,9140,809,16397,1733,18943,1068,10755,1078,12896,1547,8829,909,11278,1324,5929,711,7960,703,3789,479,4968,222,1826,321,2366,63,893,326,1279,6231,60741,6642,73616
30504,61,1617,97,1775,100,2670,252,3022,214,4649,453,5307,266,3398,255,3920,436,2959,279,3673,374,1970,187,2537,204,1224,121,1548,67,526,70,665,22,165,23,214,1751,19171,1735,22654,64,1638,100,1798,119,3071,248,3436,258,4528,395,5187,427,3530,247,4208,601,2859,206,3670,578,1866,174,2621,307,1235,145,1688,87,600,71,764,17,349,53,411,2461,19679,1638,23781,121,3251,198,3570,218,5739,497,6454,474,9174,848,10493,697,6930,496,8125,1036,5818,486,7338,953,3840,365,5159,510,2455,267,3234,159,1131,142,1434,43,507,76,626,4210,38852,3375,46439
30601,76,1494,167,1736,65,1112,123,1301,164,2538,304,3004,273,3096,319,3695,329,3258,394,3981,356,2711,324,3387,203,1797,250,2254,78,578,110,761,10,120,31,160,1552,16710,2016,20281,69,1361,148,1580,69,1169,121,1361,274,2827,273,3373,481,3482,332,4299,590,3513,367,4477,521,2628,290,3434,266,1540,227,2030,76,486,144,704,8,172,61,240,2362,17186,1967,21509,146,2863,313,3318,136,2283,241,2661,437,5366,574,6385,754,6579,652,7991,927,6770,760,8460,873,5334,616,6825,471,3336,477,4284,151,1065,252,1470,19,296,87,398,3912,33892,3983,41791
30602,118,2624,469,3209,163,2575,418,3153,397,5680,919,7002,564,5352,800,6714,683,5342,898,6926,624,4488,678,5785,379,3171,535,4085,141,1290,315,1746,41,368,99,508,3112,30891,5127,39130,169,2504,417,3098,202,2578,409,3189,660,6076,949,7686,1033,5762,801,7600,1081,5152,735,6968,990,4170,652,5815,523,2798,489,3807,197,1327,347,1869,26,748,221,995,4878,31124,5021,41025,291,5128,885,6305,366,5149,827,6340,1055,11756,1869,14687,1596,11115,1597,14310,1770,10494,1630,13888,1616,8659,1331,11599,898,5973,1026,7894,333,2626,659,3618,70,1121,321,1507,7991,62010,10152,80153
30603,54,831,158,1036,49,817,90,963,133,1515,263,1908,179,1471,207,1853,260,1946,292,2499,351,2062,313,2727,163,1559,296,2017,84,788,168,1038,24,206,60,287,1301,11187,1831,14316,47,768,147,968,73,687,86,838,198,1463,226,1891,298,1461,197,1956,438,1722,224,2387,479,1779,260,2525,227,1300,229,1757,92,675,155,926,25,347,67,438,1867,10213,1607,13687,100,1602,304,2006,124,1507,173,1803,330,2981,490,3794,477,2927,402,3809,699,3672,516,4882,833,3843,572,5253,397,2859,528,3773,172,1461,323,1964,45,556,128,727,3168,21397,3433,28001
30604,4,228,39,268,8,199,43,247,34,561,107,703,41,601,119,769,75,704,109,884,82,753,141,979,50,509,96,652,19,200,70,297,0,39,35,72,323,3785,763,4867,10,195,48,253,9,212,48,264,50,611,147,810,92,590,113,797,115,668,121,906,127,637,128,892,85,398,107,587,18,164,57,234,3,39,47,86,503,3516,813,4830,17,419,85,530,19,407,88,514,80,1172,250,1507,139,1195,238,1563,189,1372,232,1789,204,1393,272,1872,135,904,206,1240,37,365,127,533,3,78,77,159,826,7301,1576,9701
30605,63,904,205,1166,49,716,150,917,120,1426,224,1765,211,1617,232,2062,289,2037,320,2650,341,2317,341,2999,260,2078,397,2728,112,1004,254,1372,34,274,86,399,1480,12367,2216,16058,62,900,172,1134,70,689,107,869,211,1552,189,1951,369,1709,230,2304,543,2054,302,2901,608,2203,334,3148,374,1860,384,2615,133,979,251,1359,23,417,94,542,2400,12359,2075,16828,125,1801,380,2305,123,1407,262,1787,327,2971,417,3721,580,3322,459,4364,835,4087,627,5550,947,4523,679,6151,634,3934,780,5348,244,1984,503,2729,58,699,180,932,3874,24720,4293,32890
30701,59,1021,205,1289,47,1002,137,1189,160,2307,416,2882,193,2119,375,2686,328,2374,437,3136,297,2202,395,2893,170,1615,391,2177,97,777,216,1083,20,208,72,301,1364,13627,2637,17632,47,916,207,1170,71,967,145,1186,279,2304,332,2920,366,2086,315,2767,481,2050,346,2874,446,1775,349,2570,241,1325,322,1894,101,766,215,1079,25,338,104,467,2067,12532,2336,16926,110,1940,414,2461,120,1976,287,2377,436,4613,743,5797,557,4207,695,5450,804,4428,780,6009,744,3973,742,5458,415,2939,718,4073,202,1540,430,2166,47,544,172,765,3431,26158,4972,34560
30702,55,1185,180,1420,55,987,113,1160,160,1848,219,2225,218,1953,242,2414,302,2301,287,2883,322,2192,309,2820,233,1784,276,2296,104,871,218,1191,33,246,83,362,1483,13371,1920,16777,68,1024,175,1266,85,923,74,1079,264,1787,161,2210,377,1894,220,2491,475,2070,251,2795,576,1851,244,2667,300,1628,280,2214,118,861,224,1200,10,409,154,580,2278,12445,1773,16496,128,2206,359,2689,141,1913,185,2236,418,3638,378,4437,596,3846,454,4905,777,4371,532,5677,902,4040,544,5484,531,3414,558,4506,219,1729,443,2390,42,657,231,937,3755,25819,3693,33273
30703,68,1080,180,1324,66,852,88,1006,126,1469,171,1764,214,1599,151,1965,316,1982,212,2515,379,2235,260,2870,320,2152,303,2769,126,1005,198,1328,36,263,71,363,1651,12640,1619,15909,75,931,128,1136,83,763,66,908,254,1482,124,1855,394,1714,153,2265,568,1949,180,2701,605,2233,247,3086,410,1944,316,2665,135,1060,222,1424,29,498,99,616,2552,12566,1537,16657,141,2015,305,2458,153,1614,155,1919,378,2942,294,3613,609,3320,304,4232,890,3935,397,5214,981,4465,505,5952,727,4097,619,5436,260,2069,417,2749,62,754,168,982,4201,25211,3155,32566
30801,39,683,156,880,29,751,143,931,123,1890,385,2396,164,1719,384,2262,187,1627,388,2195,117,1292,240,1650,63,618,130,811,29,214,64,303,3,51,12,61,749,8840,1913,11498,39,595,133,769,45,721,131,899,187,1879,294,2356,216,1524,238,1983,216,1410,252,1879,188,996,175,1362,70,482,94,641,24,175,55,257,3,48,19,67,990,7828,1388,10218,80,1282,291,1654,78,1472,276,1827,314,3761,681,4756,380,3244,626,4243,403,3033,634,4071,301,2289,422,3011,133,1102,222,1455,53,392,123,563,4,99,33,133,1739,16671,3307,21714
30803,186,3376,399,3959,201,3054,438,3694,446,6067,946,7466,586,5506,895,6981,873,5937,974,7779,972,5626,800,7391,528,4010,615,5153,251,1869,488,2616,57,567,240,869,4102,36007,5804,45908,219,3295,420,3938,243,2996,307,3546,765,6042,531,7342,1086,5429,523,7042,1465,5829,631,7919,1533,5049,602,7186,722,3777,616,5109,313,2257,569,3142,49,1016,374,1441,6383,35705,4576,46664,407,6667,821,7891,439,6057,743,7241,1217,12109,1484,14807,1664,10934,1426,14026,2338,11769,1597,15701,2498,10675,1400,14580,1248,7786,1231,10266,564,4127,1064,5757,110,1584,614,2306,10482,71704,10379,92567
30804,9,331,50,397,20,368,38,423,61,831,112,999,88,797,119,1000,102,798,104,1002,95,751,100,942,51,458,82,593,21,248,46,324,5,67,13,87,446,4655,676,5769,12,306,62,378,23,301,26,349,85,759,83,925,114,739,83,931,142,723,101,971,147,581,78,808,84,379,75,541,29,248,60,338,3,103,21,131,642,4140,600,5383,20,636,114,776,40,671,63,779,145,1588,193,1926,201,1533,200,1935,242,1528,210,1976,235,1331,179,1749,133,838,161,1133,50,494,113,661,7,165,35,211,1085,8789,1269,11152
30805,73,1735,230,2038,73,1650,177,1893,226,3528,381,4141,343,3731,403,4470,398,3937,490,4831,416,3211,372,3994,198,1761,215,2175,92,633,127,849,13,138,35,186,1828,20330,2428,24583,80,1474,205,1760,76,1504,160,1739,384,3679,355,4414,518,3505,355,4376,615,3400,367,4380,520,2490,265,3275,251,1500,226,1980,70,654,146,873,11,256,54,325,2524,18464,2130,23119,153,3208,441,3803,147,3150,334,3638,613,7209,732,8552,861,7233,752,8849,1012,7346,856,9209,933,5701,637,7270,445,3264,439,4150,159,1289,270,1721,28,394,86,509,4349,38792,4559,47696
30901,39,1324,134,1491,61,1589,167,1819,185,4154,457,4795,297,3640,359,4299,380,3158,374,3912,411,2717,320,3455,293,2483,318,3090,172,1278,249,1698,58,430,114,601,1897,20776,2501,25172,53,1246,140,1431,103,1776,198,2073,288,4393,451,5132,444,3475,328,4252,652,3126,366,4141,771,2763,378,3910,499,2549,352,3393,207,1445,328,1987,50,788,188,1023,3054,21561,2725,27341,90,2570,271,2925,163,3362,369,3894,477,8553,909,9929,740,7121,688,8546,1029,6281,740,8055,1181,5479,699,7363,786,5029,664,6490,381,2727,583,3686,111,1214,303,1625,4955,42339,5222,52515
30902,59,1329,108,1493,58,1264,132,1459,157,2695,300,3151,252,2877,312,3439,372,2778,249,3399,408,2693,335,3435,289,2192,314,2788,134,1142,180,1457,65,433,131,628,1784,17399,2063,21252,53,1253,121,1423,70,1229,117,1417,259,2855,293,3401,443,2946,260,3652,634,2888,290,3807,761,2709,337,3815,452,2152,310,2911,164,1265,294,1727,44,781,156,974,2884,18075,2182,23136,110,2582,226,2922,130,2490,252,2873,410,5547,591,6558,691,5828,572,7091,1005,5659,538,7205,1174,5404,677,7252,738,4342,621,5701,296,2413,480,3187,112,1213,287,1602,4670,35473,4243,44386
30903,74,1436,174,1676,76,1808,199,2082,227,3200,363,3790,334,3211,359,3904,451,3348,381,4182,453,3053,346,3855,368,3229,394,3988,250,1628,324,2202,68,518,169,758,2296,21425,2714,26440,79,1419,164,1666,109,1801,222,2126,307,3328,371,4005,590,3356,349,4300,721,3552,404,4675,873,3512,374,4758,643,3485,497,4629,259,1871,460,2591,51,897,288,1245,3634,23222,3136,29993,153,2849,340,3339,183,3605,417,4209,530,6526,735,7794,920,6568,710,8204,1175,6898,783,8855,1321,6568,723,8616,1006,6716,888,8618,514,3501,789,4798,120,1412,464,2001,5934,44646,5847,56429
30904,23,435,93,550,18,311,48,372,47,575,71,694,105,932,115,1149,182,1170,146,1499,176,1095,149,1417,121,907,123,1155,37,349,66,456,16,89,20,128,720,5856,837,7416,28,430,76,530,18,275,49,335,79,618,110,813,177,953,158,1293,263,1165,160,1585,320,1019,158,1496,151,884,103,1131,49,330,71,453,13,93,23,123,1094,5770,902,7763,51,861,168,1079,31,581,93,707,130,1196,188,1509,288,1884,274,2445,440,2342,302,3085,498,2108,313,2916,271,1793,223,2288,93,684,137,907,27,183,45,253,1818,11623,1737,15178
30905,42,1094,90,1223,39,762,41,839,82,1323,123,1524,185,1954,158,2291,254,2095,155,2501,250,1502,123,1878,150,1140,115,1406,61,483,61,601,17,116,25,151,1077,10459,888,12422,62,1008,85,1156,44,722,42,803,162,1466,120,1751,354,2204,169,2736,451,2061,134,2654,444,1476,133,2050,221,1080,105,1407,55,434,78,560,13,165,46,218,1806,10612,916,13329,103,2101,175,2383,81,1477,77,1637,240,2785,245,3278,541,4162,330,5033,703,4160,296,5154,691,2977,257,3925,368,2216,228,2810,117,911,138,1165,30,275,63,369,2878,21071,1801,25756
30906,67,2025,183,2274,91,1738,154,1985,237,3489,305,4038,374,3917,327,4620,462,3782,317,4561,433,2972,294,3700,312,2255,264,2838,141,1009,207,1359,35,283,145,465,2153,21478,2205,25841,114,1867,158,2129,114,1733,156,2006,443,3725,309,4473,675,4010,293,4974,796,3804,311,4911,756,2980,298,4026,403,2281,272,2957,148,1079,264,1483,27,442,255,726,3471,21913,2312,27693,185,3886,336,4407,203,3474,310,3987,680,7214,618,8510,1044,7930,618,9597,1257,7590,625,9473,1186,5949,587,7720,718,4540,541,5796,287,2088,469,2847,65,727,405,1192,5625,43390,4516,53531
30907,121,3626,400,4142,152,3186,295,3640,527,6948,700,8172,688,7393,692,8775,695,6556,652,7896,588,4481,454,5521,449,3412,394,4254,178,1284,197,1651,36,281,89,409,3434,37160,3869,44461,198,3660,379,4243,206,3266,275,3748,816,7427,740,8986,1266,7621,671,9557,1180,6335,603,8114,1102,4346,453,5897,621,3207,410,4238,160,1253,247,1658,29,499,188,716,5578,37616,3960,47152,322,7281,777,8382,356,6457,569,7382,1347,14376,1442,17159,1958,15013,1365,18338,1880,12887,1247,16014,1684,8824,899,11411,1065,6623,810,8493,340,2533,443,3314,65,784,276,1119,9008,74777,7829,91615
30908,62,1564,137,1763,83,1584,148,1823,177,2838,231,3242,242,2640,199,3074,268,2456,195,2920,290,1958,175,2418,209,1730,162,2110,97,880,192,1169,30,213,207,450,1453,15870,1641,18967,81,1565,118,1764,74,1712,155,1937,274,2954,241,3472,412,2895,238,3547,522,2737,202,3456,555,2296,204,3062,299,1863,201,2374,129,939,275,1345,21,377,456,857,2370,17345,2099,21817,139,3132,253,3527,163,3298,305,3764,445,5795,476,6716,658,5538,436,6626,784,5189,396,6372,851,4258,379,5485,510,3600,370,4480,221,1816,470,2507,53,597,660,1307,3829,33219,3740,40781
30909,55,1676,348,2084,99,2470,254,2829,245,3761,436,4441,291,3116,296,3703,370,2887,354,3617,357,2496,290,3149,244,2025,237,2511,129,1010,206,1350,38,381,119,544,1844,19831,2542,24212,80,1701,202,1975,124,2503,250,2871,327,3649,374,4347,489,3030,307,3825,587,3033,335,3956,620,2508,295,3428,415,2189,264,2869,135,1226,298,1662,27,759,281,1062,2797,20601,2590,25995,134,3380,547,4059,228,4969,500,5698,570,7405,805,8783,781,6147,601,7529,954,5918,690,7569,979,5010,582,6571,658,4215,507,5385,267,2239,496,3007,63,1142,399,1605,4642,40428,5133,50206
30910,39,809,142,991,57,1428,289,1773,152,2990,608,3747,163,2055,377,2587,241,2037,380,2655,243,1875,350,2463,176,1878,316,2373,86,822,183,1092,24,224,71,321,1165,14124,2717,18003,42,837,129,1012,81,1485,278,1846,159,2823,521,3506,222,1866,342,2432,392,2105,383,2877,427,1824,333,2584,300,1690,316,2303,79,817,206,1095,26,319,121,466,1733,13769,2630,18129,80,1652,273,2007,138,2907,569,3619,313,5810,1129,7248,386,3922,721,5020,631,4142,761,5534,671,3700,680,5047,474,3566,628,4675,168,1643,387,2191,51,544,192,785,2901,27889,5338,36129
31001,133,2095,366,2602,146,2131,610,2884,360,4156,1448,5969,430,3901,1121,5458,462,3581,685,4724,405,2627,398,3429,232,1543,284,2056,108,786,210,1097,47,235,86,364,2323,21065,5210,28589,163,1962,225,2346,195,2092,314,2597,556,4468,728,5759,669,3930,504,5100,780,3494,391,4670,581,2553,290,3418,332,1785,289,2405,129,1032,249,1407,21,423,233,681,3426,21726,3225,28379,295,4058,590,4946,340,4216,931,5485,918,8630,2180,11730,1099,7835,1625,10557,1243,7079,1079,9391,992,5176,681,6855,562,3327,571,4461,236,1816,454,2502,68,658,319,1046,5748,42789,8430,56975
31002,108,1711,299,2120,98,1371,235,1710,230,2415,539,3183,385,2783,471,3647,512,3441,503,4461,570,3422,488,4479,412,2798,486,3695,139,1228,248,1622,31,281,80,401,2490,19454,3358,25306,113,1541,274,1924,134,1369,180,1686,418,2517,279,3210,705,2803,335,3848,935,3210,421,4565,970,2997,402,4369,512,2484,443,3439,147,1071,244,1466,19,465,100,583,3951,18467,2678,25094,212,3254,575,4041,235,2746,417,3400,653,4931,814,6394,1095,5589,810,7493,1442,6653,926,9024,1537,6425,891,8850,920,5280,929,7137,290,2298,497,3085,53,752,182,979,6437,37920,6043,50400
31003,179,3058,370,3610,175,3108,308,3594,512,5921,579,7011,705,5384,550,6641,855,5304,498,6657,827,4318,445,5582,465,2970,368,3796,207,1493,278,1980,48,480,97,630,3979,32045,3481,39501,190,2934,299,3423,279,2992,281,3551,901,6114,595,7613,1176,5188,464,6834,1379,5163,493,7039,1286,4045,448,5776,607,3057,422,4089,237,1876,372,2483,31,855,179,1068,6090,32232,3552,41872,365,5996,671,7032,453,6098,587,7139,1416,12033,1175,14628,1879,10572,1017,13470,2237,10467,989,13694,2115,8356,890,11366,1071,6030,782,7886,443,3372,646,4463,84,1337,277,1699,10068,64270,7038,81372
31004,146,2649,293,3082,139,2669,294,3100,442,5943,525,6908,561,5028,434,6020,499,4014,398,4912,432,2658,300,3382,233,1459,186,1877,69,473,102,640,15,104,36,149,2531,24983,2557,30078,182,2477,286,2937,240,2754,247,3236,794,6384,530,7712,929,4935,426,6289,809,3798,382,4988,672,2480,281,3432,305,1359,212,1868,80,555,124,757,10,190,37,235,4015,24929,2522,31462,325,5122,577,6025,380,5416,540,6333,1242,12326,1053,14619,1487,9962,859,12310,1301,7812,783,9898,1108,5132,578,6813,534,2815,401,3748,141,1032,226,1402,21,291,71,387,6544,49916,5083,61542
