SA3_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
60202,3054,6052,39,191,276,1248,84,395,1141,4505,1539,6333,119,476,200,636,431,1319,744,2432,2285,8764,13,63,56,212,26,105,326,872,422,1258,27,87,69,158,293,603,397,840,824,2097,56,108,6216,17024
60203,4958,9772,54,316,351,1604,114,509,1865,7375,2381,9801,153,594,273,878,719,2218,1148,3687,3529,13493,19,70,113,396,46,174,591,1595,768,2230,29,79,126,261,470,976,625,1311,1388,3548,97,192,9973,27006
60301,1385,2726,23,144,136,627,50,208,575,2283,783,3263,53,217,83,280,259,816,397,1311,1182,4578,3,16,30,114,21,64,177,489,235,691,10,31,34,69,161,344,205,435,440,1126,32,58,3033,8486
60302,2621,5136,43,239,198,923,65,283,1038,4057,1341,5507,67,279,168,525,351,1086,588,1893,1929,7392,7,23,51,178,27,105,300,771,387,1070,18,67,63,139,234,494,319,695,705,1772,50,101,5297,14401
60303,1099,2153,8,33,36,173,24,91,260,960,322,1256,13,48,25,66,83,249,127,361,443,1622,0,3,19,51,7,18,94,253,120,333,3,4,15,26,87,172,104,205,226,537,9,22,1781,4329
60401,5746,11334,68,382,518,2424,135,623,2435,9414,3160,12844,202,839,374,1158,890,2742,1469,4743,4628,17586,40,165,192,657,58,208,1000,2639,1294,3665,84,268,233,496,717,1497,1040,2261,2329,5927,133,275,12833,35123
60402,5436,10717,79,414,451,2068,148,631,2228,8737,2906,11857,187,756,358,1124,850,2606,1396,4486,4301,16341,26,108,155,537,74,246,966,2618,1218,3513,63,190,194,415,632,1324,887,1931,2108,5444,126,261,11974,32758
60403,2067,4084,32,171,171,813,65,299,1003,3963,1272,5249,66,243,130,383,294,904,493,1524,1761,6773,5,25,49,155,24,85,281,791,359,1054,14,30,42,84,204,428,260,542,618,1596,41,88,4494,12547
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,2978,5809,30,144,168,741,55,273,1450,5322,1702,6482,66,269,146,451,224,683,430,1403,2140,7886,3,14,29,96,14,56,232,591,282,753,13,43,59,122,231,480,309,649,590,1407,102,226,5812,15320
70102,4578,9044,113,649,611,2857,192,879,3712,14213,4634,18605,244,973,431,1391,929,2949,1610,5317,6242,23922,29,136,147,515,89,334,830,2246,1088,3232,71,230,184,405,671,1458,929,2091,2014,5318,231,508,13066,38793
70103,1986,3929,45,241,203,921,100,434,1368,5369,1710,6965,110,454,159,496,418,1298,682,2244,2398,9207,9,31,38,140,29,108,260,710,337,981,19,62,53,104,195,420,268,580,603,1568,45,109,5031,14815
70104,2754,5396,67,346,361,1677,123,555,3027,11606,3582,14188,133,526,218,702,444,1396,798,2624,4377,16816,20,70,112,411,60,230,727,2017,917,2731,33,103,111,230,335,738,477,1067,1397,3801,130,274,8653,26295
70201,2686,5354,57,368,283,1352,217,1180,2213,8737,2774,11632,68,285,153,468,431,1405,655,2156,3424,13784,21,108,88,321,111,541,760,2294,975,3258,23,75,85,170,376,939,489,1187,1459,4449,179,441,7753,24028
70202,344,718,4,41,22,129,50,302,331,1369,406,1842,3,25,12,35,62,232,80,292,484,2134,3,26,3,20,38,208,147,522,199,779,0,6,4,13,63,172,66,184,265,966,37,91,1127,3909
70203,992,2094,46,355,104,572,198,1293,987,4189,1329,6412,28,144,28,98,150,578,209,819,1543,7238,24,151,29,140,93,484,369,1123,519,1903,21,65,25,56,208,586,246,704,765,2610,124,322,3424,12258
70204,626,1315,52,411,116,635,152,1002,912,3768,1238,5823,33,158,35,106,123,465,183,727,1417,6546,13,95,36,165,150,935,324,989,519,2192,8,34,34,73,181,559,217,662,743,2853,80,253,2863,10965
70205,1187,2398,43,278,135,686,181,1146,1173,4885,1525,6996,28,112,58,174,188,621,274,909,1798,7902,13,86,36,165,84,443,397,1250,535,1937,4,20,25,53,155,397,187,469,726,2408,84,209,3796,12919
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,9636,19083,127,704,955,4369,239,1040,6849,26233,8160,32349,528,2173,895,3035,1665,5188,3089,10389,11247,42733,60,280,266,929,100,335,1414,3727,1837,5262,159,495,380,826,1244,2663,1790,3985,3631,9255,419,876,24931,71944
80103,96,187,0,0,3,19,0,4,49,184,57,209,3,19,8,37,13,42,33,96,84,308,0,0,3,8,0,0,13,31,13,40,0,3,3,3,17,35,17,40,34,78,5,9,223,582
80104,5867,11651,117,669,1023,4634,172,761,7270,27417,8583,33484,353,1435,873,3017,917,2839,2138,7290,10722,40771,33,142,178,619,54,195,938,2414,1203,3375,112,369,286,630,591,1282,993,2276,2198,5650,239,501,19029,58574
80105,5135,9997,28,152,365,1619,41,168,2697,10048,3139,11986,135,523,464,1511,434,1308,1028,3341,4169,15328,4,34,81,276,22,68,518,1236,628,1615,47,131,198,426,468,954,712,1507,1333,3119,216,446,10852,28887
80106,3100,6006,20,97,295,1263,27,120,1485,5543,1829,7021,125,505,390,1275,315,945,831,2723,2666,9747,5,28,62,221,15,49,311,745,401,1047,34,101,139,310,266,554,442,966,841,2013,74,153,6682,17914
80107,8046,15964,187,1038,1046,4765,271,1203,5802,22515,7301,29509,734,3017,1058,3577,2267,7093,4062,13693,11361,43203,56,263,270,896,130,446,1435,3799,1882,5396,209,658,491,1065,1379,2971,2076,4688,3962,10089,304,632,23675,69881
80108,2398,4725,36,183,284,1294,44,182,1738,6736,2095,8397,111,451,263,883,402,1225,772,2560,2868,10962,4,26,72,250,27,80,308,813,413,1167,38,108,78,179,364,743,480,1033,886,2197,69,136,6220,18019
80109,3608,7128,41,217,406,1844,59,254,2406,9290,2914,11608,231,944,540,1810,547,1662,1315,4417,4230,16021,6,21,68,241,26,80,377,953,476,1294,54,169,160,347,433,887,643,1399,1116,2691,120,256,9071,26099
80110,483,970,4,13,39,166,7,42,454,1680,500,1899,8,39,35,124,33,105,82,269,582,2167,3,15,10,18,4,9,53,134,67,182,9,19,14,36,27,52,46,109,112,294,23,50,1206,3479
80111,53,108,4,15,4,25,3,18,48,195,59,244,4,20,5,22,3,19,15,59,80,308,0,0,0,5,0,0,5,21,8,22,0,0,0,4,3,11,9,19,15,38,0,0,149,455
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,107,204,3,20,13,57,3,19,105,422,127,524,3,18,5,12,26,80,37,116,159,637,0,3,5,11,0,0,7,18,16,33,0,0,9,10,19,29,20,42,35,77,4,13,305,927
90102,68,131,0,7,3,20,7,26,45,183,57,234,4,10,3,13,19,74,25,91,83,327,0,0,0,0,0,0,5,7,5,7,0,0,0,0,3,7,3,7,4,10,0,0,153,475
90103,7,22,0,0,3,13,3,15,13,38,20,65,0,0,3,10,3,15,11,28,24,93,0,9,0,4,5,29,15,50,19,91,3,8,0,0,17,41,19,51,37,141,7,11,75,262
90104,263,504,0,0,19,68,7,27,115,428,136,528,4,14,11,33,11,35,27,85,165,613,0,0,3,14,0,3,28,66,35,84,0,3,11,25,20,46,34,69,66,157,3,5,491,1284
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
