SA3_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
50903,3000,24,14,56,33,3123,1918,11,0,8,11,1947,289,27,19,0,0,341,237,81,21,7,0,342,698,9,9,8,5,731,32,33,17,18,0,99,370,24,6,12,5,409,118,10,3,0,0,133,1744,179,69,48,11,2052,84,0,0,16,0,102,197,16,3,12,4,233,6944,226,84,135,69,7458
51001,813,23,12,449,24,1326,1576,49,43,58,20,1745,739,227,163,26,12,1170,2347,284,120,5,30,2792,460,43,39,72,12,627,264,10,3,4,10,287,863,181,75,157,30,1314,142,9,10,22,9,189,4817,759,414,286,110,6387,67,3,7,20,5,102,269,57,38,102,17,477,7548,888,510,914,174,10031
51002,287,18,16,61,6,380,453,17,16,3,0,490,1089,108,218,0,3,1424,618,62,23,0,7,711,134,10,14,7,0,166,110,0,5,0,0,122,1736,154,211,19,19,2139,72,4,11,3,6,88,3762,346,482,27,31,4649,51,5,0,4,5,70,152,16,22,26,19,229,4706,401,532,124,57,5815
51003,387,16,6,104,8,515,872,53,7,10,3,940,1284,222,127,5,0,1646,516,155,15,5,3,692,245,25,4,8,0,281,88,3,6,0,0,98,3041,343,81,35,10,3512,112,16,3,3,4,138,5296,761,234,50,18,6368,55,0,0,6,5,67,133,27,9,16,11,194,6733,854,257,184,51,8084
51101,1717,67,8,32,24,1852,1520,16,7,14,18,1571,425,78,20,0,0,533,150,74,12,0,5,240,497,48,21,5,7,583,11,40,0,0,0,49,243,23,3,13,17,296,87,7,0,0,3,96,1413,273,64,20,32,1802,36,10,0,0,0,45,115,33,0,4,9,166,4808,401,78,75,77,5436
51102,638,6,8,222,15,888,683,11,3,22,12,725,282,25,20,0,0,341,356,67,3,0,5,427,199,21,12,11,3,246,21,12,0,0,0,36,237,27,6,38,3,311,36,6,4,8,0,58,1136,153,48,55,7,1409,18,0,0,15,3,36,100,35,0,30,4,180,2575,212,63,346,44,3242
51103,1912,97,8,100,25,2138,4396,260,14,16,6,4690,1363,667,101,0,4,2133,740,289,34,0,6,1079,764,118,19,12,8,917,77,28,33,0,3,133,496,131,18,90,14,748,82,19,0,10,3,114,3515,1247,204,113,41,5120,37,6,4,4,3,51,268,57,12,21,30,386,10132,1664,238,253,103,12381
51104,5628,316,32,273,46,6300,5725,171,24,66,16,6009,1600,425,99,6,11,2140,673,263,121,19,3,1087,1453,186,46,25,11,1720,81,34,11,0,0,131,543,41,39,62,12,694,177,14,6,9,3,205,4527,960,322,109,45,5960,117,39,0,5,0,172,424,58,19,35,27,566,16426,1542,402,498,141,19010
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,1350,15,81,0,4,1453,2332,5,117,4,11,2467,471,22,140,0,0,635,677,31,82,0,0,792,279,3,61,0,0,347,52,5,10,0,0,75,37,0,4,0,0,48,26,0,4,0,0,33,1552,62,301,4,3,1921,26,0,3,0,0,27,127,3,20,0,0,153,5389,87,519,14,16,6028
60102,7069,122,62,27,10,7292,7439,101,49,15,13,7614,1561,179,129,0,3,1875,747,251,42,0,0,1045,1230,104,57,3,9,1398,82,33,5,0,0,116,104,12,5,8,3,127,74,10,0,0,0,85,3796,582,242,9,11,4649,151,41,7,0,0,197,404,44,16,12,7,479,18866,891,380,58,37,20229
60103,5757,192,307,28,4,6290,6709,120,239,22,7,7096,1832,279,640,19,3,2767,873,301,451,0,5,1623,1483,134,360,21,9,2004,84,91,64,0,0,237,161,48,66,9,0,278,74,26,25,3,0,125,4504,874,1605,48,13,7040,85,31,16,0,0,128,456,72,86,0,3,617,17513,1284,2252,99,32,21178
60104,4262,128,46,12,3,4457,4523,106,46,4,6,4687,1021,152,59,11,3,1245,214,80,14,0,0,308,701,69,50,3,3,829,82,30,23,0,0,135,52,4,7,6,0,67,32,3,3,0,0,43,2102,345,159,13,4,2626,91,12,14,0,0,108,206,21,7,5,0,233,11185,609,266,42,17,12116
60105,5769,351,447,21,14,6602,4901,378,351,15,7,5645,1356,659,1529,22,29,3592,157,110,341,0,0,613,1038,429,815,30,24,2335,25,59,129,0,0,218,59,29,53,3,5,148,56,12,27,0,0,93,2691,1303,2889,55,54,6993,69,54,116,0,0,233,252,62,108,5,21,443,13678,2142,3913,95,96,19923
60106,2084,12,0,20,5,2122,2577,15,3,9,12,2618,430,30,0,0,0,466,73,6,0,0,0,79,540,9,3,5,0,567,7,7,0,0,0,17,37,0,0,7,0,46,41,0,0,0,0,41,1137,54,3,17,3,1216,38,0,0,0,0,44,154,0,0,3,0,154,5990,83,7,53,23,6149
60201,9055,517,364,32,29,9993,9545,332,217,21,22,10135,3094,698,960,25,20,4803,894,424,423,0,3,1739,1882,377,447,22,15,2738,110,152,108,0,3,374,159,87,65,9,3,326,98,27,30,0,0,158,6247,1757,2030,57,45,10136,200,83,9,0,3,294,578,119,107,3,15,818,25618,2812,2735,106,113,31383
60202,3672,23,27,53,7,3783,2887,37,10,9,11,2959,530,27,13,3,0,573,115,12,0,0,0,123,603,11,17,6,3,641,31,34,0,0,0,68,107,10,3,7,3,121,67,0,3,0,0,71,1451,86,34,19,10,1598,58,3,0,3,0,63,200,6,0,7,5,218,8257,161,70,99,32,8620
60203,6017,38,37,53,45,6193,4294,13,16,26,24,4371,1020,66,106,10,12,1215,301,85,57,0,0,447,1082,38,33,8,12,1172,58,46,11,0,0,120,313,16,16,9,4,355,157,8,3,5,6,180,2938,256,232,28,30,3491,120,9,3,0,0,136,337,18,21,9,9,398,13702,335,308,123,113,14580
60301,1704,0,0,9,5,1726,1621,0,0,16,11,1646,135,3,0,0,0,143,12,0,5,0,0,18,342,0,0,3,5,359,19,0,0,0,0,19,114,0,0,4,3,125,56,0,0,0,0,58,686,5,3,10,13,713,42,0,0,0,3,46,114,0,0,3,3,120,4168,6,11,38,32,4258
60302,3081,26,5,53,12,3181,2660,10,0,20,11,2702,379,21,11,4,0,417,53,5,21,0,0,80,554,14,11,13,3,596,6,3,17,0,0,31,60,4,3,5,0,77,62,4,3,4,0,80,1117,51,74,33,6,1277,49,0,4,0,0,56,176,4,3,5,5,199,7089,95,89,117,24,7412
60303,1340,3,0,17,14,1377,648,7,0,8,10,676,133,6,4,0,0,146,33,4,7,0,0,41,253,10,6,6,4,272,3,5,0,0,0,13,51,0,0,6,0,59,35,0,4,0,0,44,500,31,21,11,5,574,25,0,0,0,0,25,83,0,4,0,0,93,2596,40,30,46,32,2746
60401,6569,217,28,62,12,6890,5976,51,14,18,13,6074,1558,344,83,10,7,2009,802,392,46,0,4,1247,1312,196,41,12,10,1565,96,74,24,0,0,197,131,36,6,19,5,202,96,13,0,4,0,115,4000,1066,205,45,23,5342,63,39,0,3,0,111,452,81,12,7,12,573,17067,1460,258,135,55,18982
60402,6139,250,57,69,15,6532,5315,75,24,7,18,5435,1391,305,80,3,0,1778,650,324,21,0,0,1001,1204,142,38,20,9,1403,129,51,28,0,0,203,135,22,20,27,0,203,81,26,9,3,0,118,3586,870,193,55,10,4705,101,18,22,4,0,138,400,74,6,13,4,493,15539,1280,303,146,44,17309
60403,2491,26,12,19,19,2560,2036,19,7,14,17,2084,537,9,31,0,3,582,95,6,11,0,0,118,570,12,15,4,3,602,26,4,7,0,0,43,279,13,18,3,3,311,89,3,3,0,0,95,1595,44,90,7,14,1752,52,0,3,0,3,63,172,5,17,0,9,207,6352,96,129,43,51,6665
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,637,200,348,73,6,1273,775,355,878,6,8,2021,334,525,2584,5,9,3457,41,141,145,0,7,344,189,239,518,3,15,955,44,14,6,0,0,62,142,62,419,30,22,672,19,10,28,0,3,60,768,986,3702,37,50,5553,25,6,24,4,3,67,75,54,143,21,18,301,2280,1605,5100,140,89,9213
70102,2796,208,281,151,7,3444,4676,409,624,40,12,5763,1285,477,1296,21,15,3094,755,294,218,0,3,1271,882,269,564,14,12,1750,42,34,23,0,0,106,561,53,102,24,14,752,50,16,26,3,0,97,3581,1152,2229,62,45,7072,46,30,8,5,0,91,333,66,137,49,12,597,11429,1855,3285,311,76,16963
70103,1363,10,5,201,22,1605,2941,10,13,52,20,3032,299,24,83,7,0,423,7,0,14,0,0,17,501,10,13,36,12,567,29,0,0,0,0,29,68,3,0,42,3,113,60,0,7,10,9,81,958,40,111,89,24,1225,34,0,0,6,0,42,169,3,3,29,6,208,5466,58,134,383,75,6109
70104,741,46,75,4,0,868,3680,255,361,3,4,4296,1864,445,499,3,3,2810,393,181,309,0,0,888,582,120,140,0,0,852,5,3,8,0,0,11,556,28,58,0,0,643,31,4,15,0,0,50,3425,773,1035,8,4,5253,21,5,3,0,0,28,194,42,72,0,4,310,8065,1127,1546,12,18,10762
70201,1065,135,14,220,4,1443,2215,504,30,114,7,2864,583,722,170,46,12,1529,1243,272,60,26,9,1615,382,200,39,54,12,684,254,36,22,8,3,316,408,281,306,103,16,1113,128,36,5,5,6,180,2996,1551,593,237,55,5428,104,20,3,24,0,152,236,76,40,55,20,431,6606,2292,683,644,92,10322
70202,117,4,4,38,0,163,129,0,8,3,0,147,29,5,26,0,0,61,320,19,39,0,0,373,68,3,26,7,0,111,119,3,5,0,0,132,157,12,45,9,3,218,43,0,7,0,0,47,739,43,145,18,4,943,33,0,0,7,0,45,44,3,9,14,0,75,1064,46,166,89,5,1368
70203,426,3,0,82,19,530,342,4,0,14,4,361,20,4,0,0,0,23,1149,132,40,11,3,1336,122,5,0,6,5,141,199,25,6,3,0,238,382,74,40,26,7,534,112,8,0,9,0,134,1991,247,94,60,19,2405,44,5,5,8,3,60,146,13,6,43,7,218,2947,274,103,202,51,3569
70204,45,0,3,3,3,60,13,3,3,0,0,19,93,4,18,0,0,118,784,125,26,5,0,935,29,3,0,3,0,32,160,10,0,0,0,178,729,90,61,6,5,893,77,16,5,3,0,104,1874,256,105,24,7,2265,28,3,0,0,0,32,103,21,15,0,0,142,2059,283,127,32,15,2510
70205,367,3,7,163,33,570,677,6,7,23,29,734,281,43,62,0,5,387,761,135,78,6,7,989,139,17,19,12,19,206,248,20,10,8,23,300,452,50,32,61,20,617,69,11,6,7,4,97,1955,271,204,92,72,2603,42,0,0,17,3,60,144,34,15,60,19,271,3187,310,232,361,153,4241
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,8608,1284,243,3,10,10153,10938,1581,674,8,3,13198,1911,1396,1868,0,4,5187,1411,524,217,0,6,2155,1413,602,511,3,8,2537,52,40,28,0,0,126,190,88,61,0,0,344,67,37,22,0,0,121,5051,2691,2709,7,17,10469,85,111,27,0,0,220,456,150,75,0,3,687,25139,5805,3719,22,31,34722
80103,144,0,3,55,3,208,34,0,3,8,0,47,15,3,5,0,0,31,17,0,30,0,0,45,38,4,7,3,0,52,0,0,15,0,0,13,21,4,14,41,3,83,3,0,0,0,0,5,100,14,66,46,6,228,3,0,0,0,0,3,11,0,4,12,0,22,289,14,75,113,15,503
80104,3084,627,87,0,4,3800,8544,2673,576,3,9,11803,1554,1787,923,0,20,4281,273,279,34,0,0,586,733,634,273,0,0,1642,48,36,35,0,0,118,736,98,46,0,0,884,25,17,8,0,0,48,3368,2853,1311,0,23,7556,44,24,25,0,0,87,252,126,42,0,3,422,15288,6297,2034,5,40,23668
80105,3224,672,538,3,7,4437,2816,760,1216,3,12,4807,949,728,3246,0,12,4939,519,454,838,0,15,1827,646,339,1010,0,16,2021,34,42,60,0,13,151,194,62,124,0,0,378,53,19,21,0,3,91,2395,1643,5303,0,72,9407,38,26,85,3,3,149,181,120,203,14,9,522,8652,3216,7344,18,89,19319
80106,2055,414,610,0,4,3089,1615,301,1059,0,0,2970,447,266,1964,0,10,2689,328,157,220,0,0,704,265,101,483,0,3,854,27,11,33,0,3,72,27,13,63,0,0,111,20,12,18,0,0,50,1106,565,2784,3,16,4478,34,33,19,0,0,91,106,36,67,0,0,209,4914,1358,4539,4,27,10835
80107,7916,933,99,0,20,8961,12271,1250,163,0,9,13693,1681,827,234,0,3,2748,1268,540,131,0,0,1939,1175,377,67,0,0,1619,38,36,0,0,0,84,176,25,6,0,0,210,57,18,3,0,0,74,4395,1831,437,3,4,6672,63,137,4,0,3,209,419,113,89,0,4,634,25068,4256,797,7,34,30166
80108,2792,339,24,5,3,3166,2861,231,42,5,0,3150,489,176,92,0,3,763,317,283,3,0,0,605,267,85,38,0,0,390,12,10,0,0,0,22,56,27,8,0,0,93,19,3,0,0,0,21,1158,584,139,4,4,1891,24,28,3,0,0,58,113,39,3,0,0,159,6956,1226,209,16,13,8419
80109,3696,600,279,0,0,4576,2931,608,306,0,0,3853,747,783,901,0,9,2441,325,228,141,0,0,700,359,268,275,0,0,903,16,46,11,0,0,67,42,42,45,0,0,139,35,15,0,0,0,49,1519,1379,1375,0,16,4295,32,31,64,0,0,135,173,66,58,0,4,298,8358,2687,2090,3,18,13158
80110,76,39,22,0,0,143,543,291,381,0,0,1218,27,48,140,0,0,216,9,0,0,0,0,12,20,17,30,0,0,69,3,0,0,0,0,3,4,11,3,0,0,14,0,0,3,0,0,0,60,78,173,0,0,313,10,0,0,0,0,14,7,3,13,0,0,23,698,419,586,0,0,1710
80111,27,0,0,0,0,25,95,0,0,0,0,95,0,0,0,0,0,3,6,0,0,0,0,6,16,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,36,0,0,0,0,41,3,0,0,0,0,3,4,0,0,0,0,4,158,0,0,3,0,166
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,71,14,27,0,3,113,44,9,11,0,0,58,0,0,3,0,0,7,12,26,29,0,0,67,22,10,12,0,0,52,0,0,0,0,0,0,36,16,21,0,0,77,3,0,0,0,0,4,84,54,66,3,0,205,0,0,0,0,0,3,6,4,10,0,0,18,197,85,108,3,10,399
90102,15,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31,11,0,0,0,0,11,4,0,0,0,0,4,18,0,0,0,0,18,10,0,0,0,0,10,73,0,0,0,0,73,28,0,0,0,0,28,3,0,0,0,0,3,131,0,0,0,0,131
90103,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,5,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,21,21,0,0,0,0,21,0,0,0,0,0,0,64,0,3,0,0,69,3,0,0,3,0,6,6,0,0,3,0,11,80,0,4,7,3,86
90104,266,0,0,0,0,273,233,0,0,0,3,236,60,0,0,3,0,62,3,0,0,0,0,3,94,0,3,3,0,102,0,0,0,0,0,0,11,0,0,0,0,10,22,0,0,0,0,21,191,0,4,3,0,206,9,0,0,0,0,9,24,0,0,0,0,24,726,0,4,5,4,743
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
