SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED30038,0,0,0,4,7,3,4,9,0,30,0,16,19,82,27,30,9,9,0,192,0,0,0,21,0,0,3,0,0,32,0,0,4,17,5,0,0,0,0,31,0,0,0,0,7,3,0,0,0,9,0,0,0,3,0,0,0,0,0,11,0,13,6,28,9,9,7,0,0,77,18,93,214,851,607,469,168,83,32,2535,0,0,3,0,3,3,3,0,4,26,0,4,3,36,6,8,3,0,0,57,33,256,344,629,327,239,119,60,17,2035,200,306,348,644,285,229,152,89,24,2283,2211,4219,4687,9136,3995,2950,1735,817,240,29987,0,3,11,27,5,4,0,3,0,48,1765,2906,2629,3712,1670,1318,831,412,148,15384,4,34,27,62,0,3,0,0,0,129,0,0,3,6,9,7,3,3,0,24,0,0,0,9,5,0,0,3,0,20,0,0,3,8,0,0,0,0,0,19,0,0,0,8,18,14,6,0,3,56
SED30039,0,0,0,3,3,3,0,0,0,9,3,21,20,46,21,11,13,4,0,142,0,8,40,69,6,4,9,3,0,143,0,3,16,25,4,0,3,0,0,49,0,0,0,0,0,0,0,0,0,0,3,0,5,10,3,3,0,0,0,23,4,55,79,78,36,20,17,5,0,297,6,27,24,104,19,12,4,0,0,196,0,0,6,9,4,4,3,3,3,30,0,0,12,30,12,9,5,0,0,66,39,84,209,407,85,47,35,17,9,926,44,81,293,413,138,109,94,48,30,1241,1148,2781,6173,7069,2563,2082,1521,693,290,24319,0,0,0,0,3,0,0,0,0,4,983,1851,3828,3304,1648,1481,1204,601,359,15249,0,6,5,31,0,3,0,0,0,51,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,13,29,55,20,14,6,3,0,134,0,9,3,31,3,0,0,3,0,50
SED30040,0,0,0,0,0,3,0,3,0,5,0,3,0,26,4,3,0,0,0,43,0,0,0,6,0,0,0,0,0,10,0,4,8,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,14,13,4,4,0,0,52,0,0,8,9,6,4,3,0,0,21,0,0,3,3,10,5,7,0,3,29,0,0,3,8,0,4,0,0,0,17,5,23,29,138,62,51,41,23,3,366,131,167,260,516,224,205,130,90,18,1742,1982,3664,3633,6974,3249,2775,1897,1018,347,25532,0,0,0,0,0,0,0,0,0,0,1731,3218,3002,5743,2555,2265,1546,1020,528,21599,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,3,13,3,4,0,0,0,26,0,0,0,0,0,3,0,0,0,9
SED30041,0,0,0,0,0,0,4,0,0,5,0,0,3,10,4,0,0,0,0,15,0,0,3,5,0,0,0,0,0,11,3,0,6,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,14,14,6,6,0,0,61,0,0,0,9,4,5,3,0,0,22,0,0,0,3,12,6,4,3,0,27,0,0,3,8,9,5,0,0,0,23,0,16,23,90,46,40,41,21,3,278,141,246,250,574,284,298,185,100,21,2108,2072,4150,3782,6761,3691,3238,2273,1028,299,27287,0,0,0,0,0,0,0,0,0,0,1768,3662,3169,5781,2887,2367,1679,851,354,22524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,7,3,0,0,33,0,0,0,0,3,0,0,0,0,7
SED30042,0,0,0,3,0,3,3,0,0,11,0,0,0,6,10,6,4,3,0,32,0,3,0,3,0,3,0,0,0,16,0,6,12,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,9,6,25,12,15,3,0,0,75,0,0,0,4,4,4,0,0,0,19,0,5,4,13,14,5,10,8,0,50,0,0,9,19,8,16,4,0,0,60,0,31,45,159,75,66,50,15,10,445,110,167,158,400,219,147,129,64,34,1428,2122,4029,3453,7271,3297,2830,1967,777,261,26005,0,0,0,3,0,0,0,0,0,3,1805,3310,2859,5691,2400,2042,1462,582,339,20501,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,0,7,7,12,4,11,0,0,0,42,0,0,0,0,3,4,0,0,0,7
SED30043,0,0,0,0,0,0,5,0,0,9,0,4,3,13,8,4,3,0,0,30,0,0,0,9,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,14,12,23,23,15,8,10,3,108,0,0,0,12,3,0,0,0,0,19,0,3,3,14,11,3,11,3,0,40,0,3,13,20,18,12,13,0,0,80,5,32,55,97,43,40,53,39,19,378,57,138,171,381,205,155,144,99,54,1410,1580,3801,3470,6102,3233,2640,2405,1745,654,25627,0,4,0,3,0,0,0,0,0,9,1394,2965,2732,4782,2431,2158,2041,1375,654,20528,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,10,13,45,12,5,7,0,0,103,0,0,0,0,0,0,0,0,0,7
SED30044,0,0,0,0,0,3,0,4,0,13,0,3,6,55,17,0,0,0,0,82,0,0,0,3,0,0,0,0,0,8,3,7,3,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,9,11,8,3,3,65,0,25,18,61,24,0,0,0,0,123,0,3,0,0,8,12,7,3,0,34,0,4,3,8,4,9,0,0,0,28,5,19,33,91,51,36,30,16,5,286,113,193,212,666,432,383,234,140,52,2427,1818,4004,3474,6556,3756,3634,2593,1174,379,27395,0,3,3,8,0,0,0,0,0,14,1579,3181,2816,5254,2974,2868,1965,1013,391,22040,3,0,3,19,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,9,7,4,0,3,38,0,0,0,0,0,3,3,0,0,4
SED30045,0,0,0,0,3,3,4,5,0,22,0,0,3,3,0,0,0,0,0,13,0,0,26,103,3,0,0,0,0,138,0,0,4,13,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,5,0,15,13,15,10,5,0,53,0,3,4,16,14,6,0,0,0,48,0,0,6,7,5,3,6,0,0,33,0,0,9,15,13,7,3,0,0,51,4,11,28,108,57,47,41,24,3,333,101,227,265,507,360,325,262,107,41,2191,1765,4180,3688,6785,3967,3365,2619,1058,261,27682,0,0,0,8,0,0,0,0,0,6,1527,3479,3083,5319,2931,2351,1745,708,300,21442,0,0,6,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,0,0,14,9,8,5,7,0,0,41,0,0,0,8,4,7,0,0,0,14
SED30046,0,0,0,10,9,16,10,8,3,60,0,3,0,6,5,3,0,0,0,24,3,6,6,82,15,19,21,0,0,157,0,5,10,55,3,0,0,0,0,75,0,0,0,3,9,4,0,0,0,12,0,0,0,4,4,0,0,0,0,9,7,3,3,20,11,6,3,0,0,52,0,4,0,28,22,23,7,0,0,92,0,0,0,6,7,3,0,3,0,25,0,0,3,7,7,4,0,0,0,34,0,44,74,232,157,153,83,37,12,785,104,192,174,377,257,192,155,58,7,1533,1759,3877,3616,6311,3590,3109,1905,726,163,25050,0,0,3,11,0,4,0,0,0,17,1484,3201,2720,4322,2226,1851,1057,384,133,17378,0,0,0,0,0,0,0,0,0,0,0,0,5,30,21,8,6,0,0,78,0,0,10,43,23,17,6,0,0,96,0,0,3,10,3,4,0,3,0,33,0,0,0,3,6,4,0,0,0,16
SED30047,0,0,0,0,3,3,10,0,0,11,0,3,5,15,13,7,4,0,0,46,0,0,0,5,0,0,0,0,0,5,0,12,5,6,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,12,6,29,14,15,11,3,0,87,0,0,5,22,9,5,0,0,0,47,0,3,3,11,15,3,4,3,0,43,0,0,0,12,10,3,0,0,0,31,11,39,43,158,86,57,41,31,12,466,50,112,127,343,220,177,127,85,57,1303,1617,3316,2941,6182,3615,2801,2041,1038,407,23958,0,0,0,0,0,0,0,0,0,0,1450,2569,2221,4576,2455,2065,1572,967,550,18425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,12,3,6,7,27,13,11,3,0,3,75,0,0,0,3,0,0,0,0,0,7
SED30048,0,0,0,0,0,0,5,0,0,8,0,3,0,9,3,3,0,0,0,26,0,0,3,3,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,0,5,3,0,0,28,0,0,4,13,3,3,0,0,0,19,0,0,0,5,0,5,3,0,0,17,0,8,13,18,18,21,0,3,0,78,3,13,16,74,42,26,30,10,3,227,73,122,188,658,377,339,181,86,35,2066,1377,2685,2740,5951,3184,2863,1724,893,324,21742,0,0,0,0,0,0,0,0,0,0,1219,2231,2133,4246,2257,2045,1351,932,516,16936,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,5,0,0,40,0,0,0,0,0,0,0,0,0,3
SED30049,0,0,0,10,5,9,7,0,0,32,0,26,24,88,45,26,15,5,0,237,3,18,46,163,21,27,6,5,0,289,0,4,14,16,0,0,0,0,0,31,0,0,0,4,3,5,3,0,0,15,0,0,0,7,12,0,0,0,0,24,3,16,13,29,11,20,4,6,0,95,0,6,14,49,40,34,22,4,7,176,0,0,3,3,4,3,0,0,0,23,0,0,15,21,9,6,3,0,0,57,8,51,73,229,117,85,70,34,17,677,45,79,164,300,167,133,105,65,19,1071,1283,3054,3614,6330,3123,2280,1720,994,334,22738,0,0,9,25,3,0,5,0,0,47,1217,2253,2313,3163,1820,1341,1192,787,411,14499,0,3,0,8,0,0,0,0,0,19,0,0,3,25,16,16,4,3,0,62,0,0,0,4,0,0,0,0,0,8,0,12,7,26,9,3,4,0,0,50,0,0,0,5,0,0,0,0,0,9
SED30050,0,0,0,0,3,4,4,4,0,16,0,0,0,18,4,0,3,0,0,30,0,0,0,13,0,0,0,0,0,17,3,5,4,11,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,4,6,9,40,21,18,17,3,0,115,0,4,0,9,8,3,0,0,0,23,0,3,0,17,9,12,13,3,3,58,0,0,3,15,12,3,3,0,0,35,5,20,63,133,61,46,54,28,17,429,58,132,226,562,279,301,264,154,83,2057,1300,2691,2870,6707,3404,3539,2928,1468,509,25416,0,0,0,0,0,0,0,0,0,0,1077,2092,2372,4614,2750,2835,1972,1141,544,19401,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,11,52,17,25,9,6,3,125,0,0,0,3,6,0,0,0,0,11
SED30051,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,11,12,9,0,52,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,5,3,0,21,0,0,0,0,5,7,3,0,0,7,0,4,8,23,31,37,59,28,8,196,98,218,187,427,313,415,427,203,55,2341,1268,3229,2646,4907,3333,4066,4139,1749,430,25767,0,0,0,0,0,0,0,0,0,0,1178,2709,2059,4108,2739,3213,2693,1225,476,20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,6,0,0,0,26,0,0,0,0,0,0,0,0,0,3
SED30052,0,0,0,5,0,10,6,4,0,31,0,3,3,17,0,3,3,5,0,36,0,7,29,45,15,16,13,7,0,132,9,7,15,15,11,7,0,0,0,64,0,0,0,3,5,4,4,0,0,19,0,0,0,10,12,3,3,0,0,24,0,9,28,38,30,19,20,3,3,156,0,0,0,8,14,5,3,0,0,37,0,4,7,12,17,3,10,0,0,52,0,0,4,17,9,5,5,0,0,41,4,41,108,361,102,77,81,71,20,856,82,136,233,534,249,218,170,121,100,1841,1377,2913,3691,7290,3420,2826,2511,1307,481,25816,0,0,0,0,0,0,0,0,0,0,1144,2247,2746,4248,2059,1868,1553,788,401,17051,0,0,3,5,0,0,0,0,0,14,0,0,0,9,10,7,3,0,0,32,0,0,0,4,5,4,3,0,0,19,3,4,18,88,18,14,7,7,0,165,0,0,0,8,3,3,3,0,0,18
SED30053,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,13,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,0,4,7,21,11,3,0,0,0,43,0,8,12,41,18,21,18,13,3,138,137,300,339,1238,636,519,292,133,32,3631,1844,3830,3247,7711,4293,3963,2417,995,218,28510,0,0,0,0,0,0,0,0,0,0,1612,3226,2547,5418,2894,2566,1557,657,206,20671,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,6,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0
SED30054,0,0,0,3,3,4,0,0,0,8,0,10,16,27,28,28,19,11,0,130,0,0,8,15,5,12,7,0,0,62,0,0,0,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,9,47,41,44,34,27,20,8,0,226,0,0,0,12,13,9,3,0,0,35,0,5,5,10,25,4,9,7,0,68,0,5,19,28,38,40,14,0,0,145,7,57,48,138,116,83,60,18,10,534,34,105,108,181,149,113,69,59,21,838,1317,3926,3307,4921,3594,2672,2153,1021,345,23240,0,0,0,0,0,0,0,0,0,0,1204,2798,2257,3336,2173,1800,1392,683,405,16043,0,0,0,10,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,9,6,29,23,15,5,3,0,99,0,0,3,7,4,0,6,0,0,19
SED30055,0,0,0,0,6,0,0,0,0,9,0,0,0,0,3,12,0,0,0,18,0,0,18,41,0,0,0,0,0,60,0,3,7,5,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,4,8,9,13,12,0,3,58,0,0,0,3,3,4,0,0,0,13,0,3,0,5,11,7,10,0,0,30,0,0,0,12,9,10,0,0,0,38,0,10,19,89,61,49,41,24,5,306,114,202,187,400,203,184,143,57,37,1535,2067,4573,4028,7008,3677,2875,2010,760,226,27237,0,0,0,0,0,0,0,0,0,0,1893,3924,3390,5782,2768,2178,1348,508,169,21965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,18,3,7,0,0,0,40,0,0,0,3,3,0,0,0,0,6
SED30056,0,0,0,0,7,0,0,3,0,15,0,0,8,23,6,3,0,0,0,44,0,3,22,51,0,5,0,0,0,79,0,3,5,21,3,0,0,0,0,40,0,0,0,0,8,3,0,0,0,8,0,0,0,3,4,0,0,0,0,6,9,23,28,82,24,16,6,4,0,193,0,0,10,22,5,4,0,0,0,50,0,0,0,7,9,5,4,0,0,27,0,0,8,38,3,0,0,0,0,56,12,43,122,346,86,57,31,13,10,713,43,88,301,653,213,140,98,43,17,1586,1173,2174,4256,8322,2744,1942,1253,537,177,22583,0,0,0,3,0,0,0,0,0,3,948,1833,3226,5080,1821,1426,952,416,235,15938,0,3,3,14,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,6,30,63,14,13,3,0,0,123,0,5,3,19,0,0,4,0,0,39
SED30057,0,0,0,0,0,0,3,0,0,9,0,0,0,19,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,4,0,0,21,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,9,0,4,4,21,12,0,0,0,0,37,3,9,16,62,36,32,40,21,0,220,136,214,247,657,310,277,164,50,16,2069,1429,2426,2178,5101,2272,1933,1166,405,89,16996,0,0,0,0,0,0,0,0,0,0,1201,1922,1661,3495,1508,1097,632,252,74,11837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
SED30058,0,0,0,4,0,4,7,4,0,24,0,12,16,49,38,54,29,8,3,216,0,7,9,45,6,20,9,3,0,97,0,4,6,13,0,0,0,0,0,33,0,0,0,4,4,3,3,0,0,11,0,0,0,4,0,0,0,0,0,8,0,9,11,39,20,13,16,4,0,117,0,10,26,145,136,132,56,22,5,540,0,0,3,6,12,5,3,0,0,39,0,0,10,26,24,15,3,0,0,84,14,70,58,217,122,97,57,28,13,680,44,68,89,268,138,112,82,56,38,904,1607,3215,2887,6270,3026,2694,1895,795,314,22708,0,5,3,9,0,0,0,0,0,12,1342,2578,2108,3845,1756,1504,1126,536,357,15152,0,5,7,23,10,4,0,0,0,52,0,0,0,3,4,0,0,0,0,8,0,3,0,3,0,0,0,0,0,10,3,0,0,35,15,8,7,0,0,80,0,0,0,10,7,8,5,3,0,27
SED30059,0,0,0,3,7,13,7,10,0,32,0,0,0,10,9,3,6,7,0,27,0,0,4,17,3,3,5,0,0,40,0,6,11,6,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,7,0,0,0,7,5,4,0,0,0,16,0,15,13,33,24,19,26,3,0,140,0,0,3,6,3,3,4,3,0,18,0,5,3,23,17,8,10,3,0,71,0,0,3,17,8,8,6,0,0,50,7,34,60,169,110,106,86,60,16,645,79,204,170,468,245,248,210,120,85,1827,1662,4072,3412,6630,3908,3248,2637,1255,406,27223,0,0,0,0,0,0,0,0,0,0,1527,3277,2437,4799,2393,2053,1531,669,349,19025,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,5,0,5,0,34,0,0,0,5,0,0,0,0,0,6,3,4,3,47,8,17,8,0,3,87,0,3,0,10,5,5,0,0,0,23
SED30060,0,0,0,0,0,0,5,3,0,15,0,5,0,10,0,6,9,0,0,24,0,0,0,0,0,0,0,0,0,3,0,12,29,56,9,3,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,5,6,3,0,44,0,0,0,3,3,0,0,0,0,8,0,0,0,5,5,6,4,0,0,16,0,0,4,9,10,3,3,0,0,24,3,17,35,148,79,82,62,25,6,466,137,274,258,585,338,314,209,119,36,2266,2025,4469,3433,6430,3459,3004,2069,941,266,26101,0,0,0,0,0,0,0,0,0,0,1806,3722,2781,5259,2569,2058,1336,641,323,20488,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,0,0,0,0,5,0,0,0,11,13,3,10,3,0,36,0,0,0,5,0,0,0,0,0,7
SED30061,0,0,0,0,0,0,0,0,0,7,0,5,10,25,7,12,3,3,0,67,0,0,3,3,0,0,0,0,0,12,3,18,12,10,3,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,12,22,3,11,3,0,0,54,3,9,5,30,3,3,4,0,0,57,0,0,0,0,4,0,6,3,0,18,0,0,0,14,4,10,3,0,0,37,22,99,106,172,58,51,36,27,8,569,65,132,192,410,173,145,118,86,24,1345,1300,3054,4053,5551,2691,2344,1659,872,305,21827,0,0,0,0,0,0,0,0,0,0,1119,2385,3191,4125,2113,1874,1340,912,420,17474,0,0,3,5,4,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,12,3,3,7,28,10,3,3,0,0,64,0,0,0,0,0,0,0,0,0,8
SED30062,0,0,0,0,3,3,3,3,0,14,0,8,3,37,11,8,12,3,0,80,0,0,3,22,3,0,0,0,0,28,0,3,5,9,4,0,0,0,0,26,0,0,0,3,4,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,24,15,42,19,9,7,0,0,124,0,0,3,13,12,6,3,0,0,39,0,3,13,21,23,9,7,6,0,77,0,0,13,53,22,17,5,3,0,118,10,72,59,264,182,89,69,30,11,790,160,262,254,690,271,205,176,118,80,2227,3091,5897,4757,9970,4466,3015,2521,1306,480,35507,0,0,0,6,0,0,0,0,0,7,2645,4420,3586,7010,2767,2111,1808,971,492,25802,0,0,0,19,0,0,0,0,0,19,0,0,0,8,3,0,0,0,0,18,0,0,0,5,0,0,0,0,0,10,0,10,11,25,11,8,10,3,0,72,0,0,0,9,10,0,0,0,0,23
SED30063,0,0,0,0,3,0,3,0,0,8,0,4,0,10,3,0,0,0,0,12,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,17,13,16,8,0,70,0,3,5,7,5,7,0,0,0,31,0,0,0,0,0,7,4,3,0,23,0,0,0,10,6,12,4,3,0,42,0,9,12,25,24,26,32,32,7,169,74,194,182,403,341,365,351,192,52,2148,1460,3576,2641,5069,3322,3661,3576,1641,401,25358,0,0,0,0,0,0,0,0,0,0,1365,3087,2118,4356,2623,2944,2410,1026,394,20322,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,12,3,3,0,32,0,0,0,0,0,0,0,0,0,0
SED30064,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,4,0,3,0,13,0,0,3,6,0,0,0,0,0,11,0,3,8,6,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,20,16,12,24,8,3,104,0,0,0,3,0,0,4,0,0,3,0,0,0,7,3,10,15,3,0,38,0,0,4,17,20,12,6,3,0,59,3,12,14,75,46,56,53,44,10,314,66,159,165,449,277,257,232,93,39,1740,1459,3579,2693,5738,3379,3413,2860,1403,461,24973,0,0,0,0,0,0,0,0,0,0,1402,2943,2254,4791,2780,2618,2001,1033,553,20366,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,8,3,8,3,25,14,12,9,4,0,70,0,0,0,0,0,0,0,0,0,3
