SED_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED53104,56,56,114,38,29,65,57,92,153,38,163,201,150,428,580,149,251,404,481,169,651,413,188,602,637,215,853,596,133,728,521,123,644,542,122,667,1237,170,1409,1052,29,1078,745,14,760,585,50,636,1120,10,1133,1111,53,1165,89,91,179,9622,2403,12020
SED53205,140,129,273,69,51,121,114,259,375,143,346,487,414,673,1091,482,337,820,1024,311,1332,880,425,1302,1175,568,1743,1201,431,1628,1177,332,1508,1167,214,1385,2390,312,2699,1557,52,1611,876,25,908,565,89,652,870,22,893,2084,144,2229,169,207,382,16513,4913,21423
SED53306,116,133,250,73,69,147,96,287,387,113,508,621,429,1093,1522,416,498,916,1186,368,1556,743,363,1109,905,375,1280,799,229,1030,610,194,804,608,135,747,1144,211,1359,738,31,767,421,12,434,328,75,410,635,9,645,1446,112,1562,181,298,481,11007,5015,16023
SED53402,95,162,265,48,74,122,90,296,383,55,475,533,234,776,1010,218,448,664,548,397,942,462,485,946,635,537,1175,623,430,1053,550,398,947,568,306,877,1281,508,1788,1032,78,1109,790,63,853,657,174,833,1373,71,1448,1030,245,1278,97,217,307,10392,6132,16519
SED53502,73,139,207,57,67,122,81,247,328,89,391,474,262,761,1025,302,340,641,720,307,1021,563,395,958,794,453,1246,784,338,1120,663,276,934,697,163,864,1339,240,1576,858,34,893,505,16,524,441,86,531,713,16,723,1205,95,1299,157,222,375,10295,4571,14864
SED53602,149,117,273,65,61,125,125,237,366,131,431,563,390,682,1077,410,261,673,852,279,1134,787,341,1130,1004,422,1427,939,322,1262,827,234,1060,762,171,926,1334,203,1536,777,36,816,484,30,515,272,53,325,439,24,470,1153,141,1292,189,212,398,11095,4264,15362
SED53701,147,140,286,97,69,165,90,241,334,53,349,395,357,664,1021,277,313,590,841,265,1109,539,320,863,750,321,1068,713,222,931,487,176,664,579,111,694,1057,176,1235,650,33,681,357,11,369,284,79,363,560,14,578,1388,53,1442,182,196,382,9404,3756,13161
SED53802,119,115,231,45,45,91,68,192,258,68,330,400,281,628,912,251,306,562,767,301,1061,593,311,904,817,379,1201,780,286,1069,644,270,911,644,220,862,1349,289,1637,942,48,992,571,27,599,438,67,506,764,30,796,984,143,1130,127,155,280,10261,4153,14412
SED53902,87,136,229,49,85,130,73,246,319,49,394,449,206,783,983,243,508,757,532,390,924,507,489,995,651,521,1174,631,421,1050,474,386,859,481,305,790,1107,482,1589,787,78,866,616,41,659,544,205,747,1598,51,1654,1023,169,1189,109,227,337,9779,5921,15701
SED54006,103,98,200,66,38,103,95,162,257,79,249,325,340,613,948,304,264,569,915,234,1149,660,237,903,717,265,984,761,148,911,567,170,737,675,122,797,1346,212,1563,925,16,939,562,8,565,388,68,456,706,11,720,1585,59,1641,186,184,369,10979,3163,14149
SED54104,119,272,384,44,107,151,50,246,292,43,287,326,115,508,617,128,379,513,262,306,569,252,350,599,409,441,847,446,333,774,339,345,685,386,286,669,898,518,1419,705,63,767,546,30,575,805,429,1234,2897,76,2970,1064,190,1253,75,135,207,9584,5284,14865
SED54203,36,73,106,20,29,57,31,98,126,24,125,155,98,203,297,86,109,195,199,97,297,144,115,261,211,144,353,203,121,323,183,122,303,210,111,322,536,290,820,351,7,358,245,8,252,219,103,319,488,11,499,481,52,532,124,109,234,3880,1926,5813
SED54304,95,74,164,51,36,81,50,82,131,44,101,145,139,247,393,155,155,312,464,134,595,417,141,559,556,174,733,598,137,735,541,120,659,597,70,668,1508,152,1661,1222,27,1246,920,12,937,860,60,923,1939,11,1946,1589,45,1629,137,62,201,11875,1836,13715
SED54404,148,386,536,59,110,172,73,354,428,55,517,564,208,740,945,188,457,639,414,415,835,407,585,989,550,765,1312,562,708,1268,523,708,1237,581,606,1186,1486,1282,2770,1090,214,1305,878,133,1011,916,837,1753,2431,223,2652,1257,500,1754,82,191,274,11904,9736,21633
SED54503,44,50,91,20,35,57,47,75,117,46,91,138,104,85,190,83,62,141,164,83,249,158,143,301,210,230,440,236,226,454,297,253,546,375,284,658,1178,629,1809,903,50,949,807,35,836,979,331,1310,2189,79,2276,1019,92,1114,173,133,313,9026,2966,11991
SED54605,157,89,249,49,43,94,86,124,208,60,172,239,186,442,630,232,259,493,541,193,735,488,213,698,699,200,905,699,182,879,616,114,732,606,112,725,1235,193,1433,890,27,923,647,15,657,559,61,621,1265,18,1285,1081,68,1151,81,106,191,10188,2644,12834
SED54705,95,131,220,56,43,98,103,286,394,82,445,530,375,954,1326,330,497,831,908,336,1239,641,387,1024,790,384,1176,674,279,951,586,202,792,559,184,740,1091,227,1317,706,26,735,440,11,450,329,72,394,592,17,606,1305,93,1395,176,273,446,9832,4842,14672
SED54804,67,138,204,43,59,102,53,246,295,57,397,455,156,748,903,174,437,612,391,323,719,396,358,755,540,493,1031,476,369,845,468,380,843,514,330,840,1253,598,1851,1035,102,1135,870,94,964,732,302,1036,1788,113,1902,1171,323,1492,108,195,302,10276,6012,16295
SED54905,127,226,353,50,74,126,92,249,342,60,293,361,142,626,769,173,424,595,372,348,716,420,382,803,526,500,1028,519,389,910,409,351,754,455,302,761,1027,527,1553,808,58,865,642,52,692,652,304,953,2062,63,2118,1012,209,1220,90,160,246,9632,5527,15154
SED55005,172,102,274,52,36,86,81,70,154,59,95,152,211,224,435,227,131,359,513,130,642,522,186,708,792,207,994,887,186,1070,779,185,957,833,140,980,2079,207,2282,1450,24,1478,1005,28,1035,792,72,858,1377,21,1400,1552,96,1644,128,52,173,13504,2184,15695
SED55102,116,71,194,58,44,103,68,128,191,50,163,214,246,357,598,236,225,463,582,188,768,538,201,744,813,258,1069,777,226,999,684,173,857,787,129,919,1793,207,1994,1297,19,1319,856,9,861,676,72,754,1301,10,1311,1724,61,1781,158,97,258,12751,2639,15388
SED55206,104,93,198,47,47,95,87,191,277,82,328,407,280,647,926,301,375,676,835,300,1133,655,315,969,835,293,1127,869,181,1049,671,132,799,726,86,816,1229,141,1366,807,26,836,511,16,519,316,60,380,570,12,583,1377,97,1472,146,173,312,10440,3513,13956
SED55305,171,306,482,62,138,193,87,401,485,94,531,625,268,927,1194,242,550,790,545,431,973,547,522,1068,712,630,1342,645,468,1118,616,447,1060,632,356,991,1321,617,1941,962,159,1122,739,77,812,645,280,926,1239,90,1326,1078,399,1477,92,243,333,10680,7580,18263
SED55401,79,88,167,55,59,110,71,224,293,84,326,407,299,654,951,248,321,565,748,316,1066,586,330,922,719,330,1051,681,207,891,489,151,637,559,133,684,923,170,1093,563,17,587,330,8,338,218,73,288,488,12,500,1013,51,1069,187,214,400,8346,3673,12015
SED55504,80,81,163,48,37,89,72,111,186,52,184,238,231,471,705,206,281,490,588,199,787,540,211,755,710,286,1000,844,211,1055,782,178,963,807,150,957,1964,192,2153,1362,28,1389,902,23,929,649,52,705,1036,21,1054,1463,87,1550,162,119,287,12519,2923,15444
SED55605,170,117,285,55,36,88,112,127,235,89,210,302,275,419,694,368,235,603,791,174,968,715,243,956,962,298,1267,1020,234,1259,965,237,1197,1018,176,1197,2301,286,2584,1571,37,1605,1022,21,1039,778,88,870,1312,25,1336,2404,111,2516,164,118,284,16082,3195,19275
SED55706,110,120,231,71,79,146,101,281,380,107,432,538,384,870,1249,370,440,812,1008,369,1372,769,389,1161,967,340,1304,919,187,1107,631,173,806,655,121,775,1105,171,1272,719,25,739,374,10,389,242,68,314,434,13,449,1358,98,1453,142,212,351,10464,4385,14849
SED55802,125,105,228,52,39,95,95,121,217,109,172,281,290,370,662,357,193,552,740,211,944,711,295,1000,990,367,1354,1125,305,1432,1102,219,1319,1144,174,1321,2387,244,2631,1554,50,1602,939,33,973,636,66,707,852,26,880,1754,89,1835,152,114,268,15108,3198,18311
SED55905,87,115,197,41,51,92,92,292,384,82,472,558,304,834,1136,240,348,587,686,259,945,496,366,860,696,373,1065,573,274,852,543,236,781,588,195,783,1142,274,1414,892,41,938,598,30,626,424,100,529,841,19,862,1025,131,1156,134,205,342,9489,4616,14103
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,26,27,56,18,21,38,23,104,132,21,146,171,120,344,467,131,123,257,357,123,481,231,100,332,276,94,371,257,44,296,184,38,224,170,16,188,250,19,271,126,3,135,70,0,70,35,15,50,63,0,62,280,25,302,40,76,117,2687,1332,4013
SED60106,27,73,99,29,35,66,66,270,330,56,356,408,256,930,1181,257,521,777,784,393,1173,620,413,1036,802,403,1203,755,245,998,555,198,759,574,144,716,1065,132,1201,660,18,678,365,13,378,234,61,287,440,10,449,743,73,813,99,186,290,8369,4479,12847
SED60112,40,57,94,20,31,51,49,179,221,51,267,315,161,538,693,193,306,499,553,282,836,396,294,694,537,284,820,574,179,751,469,125,600,464,85,554,833,105,930,550,9,560,265,7,277,164,38,198,301,8,316,566,64,625,73,114,189,6258,2961,9219
SED60115,79,140,218,38,85,119,107,480,587,152,572,728,398,1099,1496,481,465,947,1037,384,1416,743,391,1135,912,306,1214,758,182,937,569,152,718,480,77,555,762,80,847,425,16,440,221,4,225,95,38,133,207,6,208,738,116,855,169,250,425,8375,4836,13213
SED60207,49,78,124,31,57,87,68,286,356,72,490,563,379,1071,1446,377,494,873,1041,330,1372,736,378,1116,951,325,1278,825,182,1003,589,128,714,505,102,605,883,71,947,477,10,484,264,3,268,146,45,186,223,6,229,806,45,850,139,238,382,8554,4323,12882
SED60208,56,74,126,36,49,88,72,273,342,90,473,561,383,1038,1422,354,480,828,1061,337,1394,753,340,1101,877,300,1179,805,152,955,576,130,704,566,102,665,862,82,948,472,14,491,271,3,270,124,30,154,220,4,219,794,53,846,160,240,398,8521,4159,12686
SED60209,52,79,135,51,57,114,79,343,429,96,487,586,361,1062,1417,362,365,733,1013,335,1347,684,355,1038,772,297,1071,810,181,995,539,129,668,555,103,655,929,102,1029,552,19,573,258,4,265,143,48,193,253,6,257,855,59,915,173,241,415,8542,4277,12820
SED60214,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,3,0,5,3,0,3,9,0,9,4,0,4,3,0,7,6,0,6,4,0,8,0,0,0,3,0,3,6,0,9,0,0,0,8,0,8,0,0,0,57,7,66
SED60302,19,19,33,3,8,12,14,42,63,18,89,113,84,235,323,109,109,219,250,122,376,185,134,320,241,98,333,283,75,354,201,50,248,174,29,200,386,28,407,197,4,197,79,3,85,42,3,47,37,0,43,226,16,250,33,31,65,2590,1094,3685
SED60303,56,81,138,29,76,106,88,345,434,121,638,758,335,1280,1620,438,580,1015,949,485,1435,799,524,1327,912,528,1438,873,306,1176,674,197,877,613,122,733,993,114,1107,579,19,598,278,7,288,157,29,190,155,0,158,741,77,819,140,332,474,8929,5760,14686
SED60304,38,132,174,27,76,110,44,314,358,41,411,452,155,725,879,182,529,713,415,413,825,389,478,870,608,560,1163,569,414,983,469,354,821,522,300,820,1043,361,1402,747,70,812,592,27,625,398,131,526,797,22,818,741,246,989,57,175,227,7835,5733,13567
SED60305,0,0,0,0,0,0,0,3,3,0,3,4,0,6,10,0,4,9,7,3,8,7,3,17,10,3,13,16,0,11,3,0,3,7,0,7,18,0,18,10,0,10,4,0,4,6,0,6,12,0,12,16,0,20,0,0,0,118,27,147
SED60310,67,94,167,17,49,70,38,138,181,26,145,166,89,334,417,106,285,396,223,232,458,268,249,519,403,276,683,431,183,610,292,176,468,297,112,408,614,155,765,489,18,511,359,17,377,298,76,371,870,10,881,601,122,731,38,75,111,5537,2751,8291
SED60402,9,4,12,3,0,3,5,8,17,4,19,24,12,34,42,21,15,37,71,28,104,57,36,93,97,41,137,89,17,113,81,19,96,102,6,113,212,11,216,104,0,101,62,0,62,37,3,34,22,0,22,94,3,98,3,10,18,1077,264,1346
SED60405,50,61,109,53,55,108,63,236,299,91,320,411,324,774,1094,328,357,680,893,299,1192,743,323,1062,948,285,1232,898,174,1073,710,122,835,663,67,727,1191,95,1290,685,12,700,409,0,406,240,36,270,374,3,380,944,47,989,123,166,288,9722,3421,13140
SED60410,21,26,44,10,18,26,27,51,78,19,146,168,73,334,407,113,171,285,232,116,350,203,119,326,278,115,395,233,67,308,222,58,285,203,40,243,417,37,455,239,8,246,139,7,146,85,16,105,128,0,125,226,29,256,32,49,82,2900,1406,4313
SED60411,41,68,111,25,36,62,51,220,267,50,382,431,231,849,1083,268,521,791,681,404,1089,707,384,1089,851,424,1278,829,254,1083,627,244,870,591,139,728,1179,153,1327,806,13,827,501,17,516,293,54,344,469,4,476,811,75,886,121,231,352,9136,4481,13616
SED60413,37,25,63,12,19,38,40,96,133,41,174,220,126,318,442,184,152,336,404,154,554,349,193,536,456,184,637,469,102,579,409,86,496,406,63,474,738,56,796,528,12,534,310,3,315,188,25,217,330,0,332,561,28,584,60,80,143,5645,1786,7431
SED60501,46,63,110,46,41,91,56,223,280,49,321,369,283,728,1017,265,279,539,749,210,960,514,235,749,580,168,749,496,75,570,324,76,395,288,48,337,436,41,474,230,3,235,106,0,106,57,29,86,125,3,125,593,37,634,119,135,255,5362,2708,8076
SED60502,32,49,81,34,33,66,73,172,247,110,352,460,291,617,908,319,253,578,733,218,951,583,226,812,681,179,858,638,114,748,463,65,526,425,45,472,646,40,679,315,8,319,164,4,166,92,10,107,107,3,113,597,26,620,144,172,319,6447,2589,9028
SED60512,13,19,32,13,9,22,21,84,105,30,112,143,126,266,390,108,102,216,372,89,460,268,114,377,301,84,380,223,36,261,166,31,197,177,12,194,234,21,255,149,0,149,85,0,89,43,8,54,80,0,80,272,9,276,53,54,105,2737,1053,3788
SED60513,26,18,44,15,12,33,39,144,187,36,198,237,162,455,618,186,194,376,484,176,660,362,215,581,438,160,592,456,99,558,342,69,411,296,51,340,540,42,579,268,0,268,140,4,148,81,20,101,87,3,95,453,29,476,68,115,180,4476,2008,6485
SED60514,53,87,144,49,47,98,76,247,330,59,405,462,349,864,1214,338,395,730,1054,289,1340,707,320,1030,931,234,1168,860,141,998,609,96,700,558,52,612,848,68,920,551,7,562,219,3,223,159,34,201,224,4,225,873,33,902,166,210,383,8700,3548,12247
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,13,7,12,31,14,43,70,19,88,24,10,38,70,6,80,72,7,80,89,4,94,94,9,97,115,17,126,88,16,106,68,23,91,56,12,64,58,16,73,40,0,40,24,0,27,15,4,21,29,5,32,140,0,140,51,4,57,1139,164,1300
SED70002,16,18,35,5,15,24,12,31,39,11,44,56,28,77,99,30,53,82,50,64,116,72,101,168,115,119,236,122,120,243,134,110,244,164,78,242,399,120,517,353,25,380,216,16,237,174,54,224,303,30,332,314,55,371,41,36,77,2559,1162,3718
SED70003,7,3,11,10,3,14,28,12,43,16,6,25,46,11,53,32,10,35,56,10,73,70,20,81,63,30,98,59,29,89,47,24,75,40,43,80,88,44,130,79,0,80,70,4,70,45,16,60,103,0,99,189,4,196,298,30,327,1327,305,1635
SED70004,10,20,30,18,14,30,24,49,75,10,38,47,62,49,113,57,38,92,76,32,105,111,50,161,113,59,171,114,39,154,81,45,130,91,37,130,140,51,191,100,6,108,57,6,64,36,8,43,48,6,53,176,7,186,42,46,85,1370,596,1968
SED70005,10,22,27,6,4,6,11,28,38,20,55,74,28,53,86,26,21,51,75,30,108,62,38,101,97,57,159,99,44,147,131,31,162,146,35,178,334,59,396,238,15,259,210,5,218,215,17,231,370,8,377,247,21,269,33,28,64,2365,577,2939
SED70006,8,32,43,3,13,16,10,30,43,14,81,93,31,74,103,32,69,105,70,65,140,76,97,175,110,123,234,128,101,227,138,97,228,164,86,245,381,110,488,259,18,283,183,14,204,153,24,181,235,13,247,345,57,400,33,53,86,2356,1166,3520
SED70007,4,5,15,3,7,6,3,12,11,3,15,15,14,21,42,11,19,35,35,25,61,49,47,92,94,40,142,106,59,168,120,62,184,127,45,178,350,77,423,275,11,287,217,13,235,173,23,194,311,15,326,212,22,234,20,19,36,2149,536,2688
SED70008,9,11,23,0,3,6,8,15,14,13,27,42,18,37,54,21,28,52,48,36,82,53,32,83,96,44,134,122,40,165,94,50,139,117,36,149,283,70,357,215,8,221,210,19,226,144,24,161,377,16,394,243,32,274,20,29,51,2089,549,2645
SED70009,20,25,45,13,19,30,40,47,89,20,84,101,89,93,179,53,41,98,117,53,172,118,54,176,122,63,181,138,52,185,75,43,119,80,27,111,194,49,252,134,10,140,87,3,95,50,12,61,108,4,115,232,15,244,50,60,105,1747,761,2505
SED70010,19,18,34,7,8,17,19,35,51,27,75,110,58,77,138,69,44,117,83,39,129,89,51,145,102,78,181,130,73,200,110,59,171,109,42,155,259,73,327,216,14,233,144,7,149,101,25,122,180,6,192,256,29,278,50,52,106,2033,807,2843
SED70011,4,20,25,3,6,11,14,44,58,7,84,92,27,100,125,27,53,79,54,39,94,45,63,106,87,101,191,88,89,174,89,78,169,110,82,196,266,136,408,176,26,201,150,24,168,188,83,269,432,40,474,211,57,271,27,44,69,2014,1166,3183
SED70012,10,5,16,3,5,13,5,12,13,5,11,17,17,26,43,19,25,39,30,25,56,22,48,70,58,81,132,73,96,170,91,87,177,98,67,169,258,113,368,187,38,225,185,28,205,159,72,233,413,71,480,220,100,318,23,21,45,1861,930,2793
SED70013,17,14,30,6,6,14,6,32,41,12,36,46,35,61,99,29,33,64,52,46,96,78,57,136,102,75,176,120,69,186,94,37,128,129,39,165,304,55,360,228,7,239,210,10,218,160,26,182,377,12,390,277,17,294,52,31,83,2294,657,2948
SED70014,9,16,20,7,10,16,7,17,26,11,36,40,28,56,86,31,31,66,56,25,89,70,44,116,114,55,175,104,48,146,104,46,146,98,45,147,257,75,327,199,18,220,138,13,152,90,27,118,233,12,243,236,37,267,34,34,65,1826,640,2468
SED70015,9,19,29,9,7,17,12,24,38,17,53,63,44,46,87,46,30,72,61,40,100,78,45,116,101,64,162,111,49,163,114,49,159,108,37,141,232,27,266,180,9,190,165,8,179,95,15,111,186,5,189,217,30,246,19,27,51,1811,582,2385
SED70016,11,19,21,10,15,22,13,19,35,13,58,74,35,48,83,33,39,68,71,54,119,72,62,132,87,62,147,123,79,200,111,51,158,111,49,159,265,67,337,246,14,261,140,9,146,81,16,100,149,5,156,291,24,318,43,46,94,1899,726,2625
SED70017,0,22,20,12,7,22,38,38,75,11,46,50,100,32,134,51,52,102,91,102,195,93,90,184,78,96,179,113,91,202,71,38,109,75,37,112,160,49,209,92,5,101,65,3,64,40,17,60,84,4,86,178,23,206,44,42,85,1397,787,2190
SED70018,17,20,36,0,0,3,13,17,29,6,23,33,28,39,64,14,28,38,39,29,75,56,37,94,72,64,138,96,41,137,94,42,140,103,35,136,282,45,325,219,11,227,211,3,211,153,27,180,406,14,413,258,19,280,27,32,60,2102,525,2628
SED70019,0,8,8,7,3,9,13,13,26,12,3,12,52,9,57,33,3,35,54,13,66,81,24,108,103,30,138,108,34,141,79,44,125,91,44,133,186,58,245,146,3,147,100,6,102,62,11,67,121,3,126,190,7,198,53,32,92,1482,355,1834
SED70020,12,17,27,3,4,9,9,26,33,0,69,70,21,67,93,29,57,80,52,58,107,60,84,145,83,87,177,101,99,202,106,65,171,116,80,192,246,128,379,199,30,231,138,20,159,111,53,160,355,31,387,221,55,282,20,36,57,1889,1076,2967
SED70021,12,22,37,0,7,7,3,10,13,3,57,61,8,51,59,7,26,35,34,45,81,24,97,122,66,129,194,88,122,213,90,134,221,105,133,233,297,280,571,235,57,291,181,33,216,237,202,435,450,72,515,217,74,295,16,27,45,2072,1581,3654
SED70022,15,13,25,4,5,15,7,12,18,10,24,35,30,35,70,42,38,75,62,40,96,79,44,120,98,65,160,109,50,161,110,41,154,123,41,168,277,63,337,211,10,219,180,13,192,161,17,180,299,12,310,258,26,288,33,14,47,2104,566,2670
SED70023,8,12,21,3,6,14,9,18,29,3,30,29,16,33,55,23,27,46,34,26,55,34,43,82,78,65,140,87,54,143,98,56,153,146,48,197,344,67,414,278,18,300,209,10,221,223,25,245,364,20,387,227,32,263,22,18,42,2212,618,2825
SED70024,14,5,19,9,5,16,41,18,64,7,9,14,78,8,86,48,11,60,98,20,112,95,18,119,113,35,150,89,42,123,56,26,75,45,24,67,75,35,110,46,0,47,32,0,36,16,8,28,20,0,21,162,5,163,42,13,56,1089,269,1362
SED70025,10,16,27,4,3,8,6,12,18,5,37,47,23,41,65,18,27,42,43,35,72,50,36,81,78,58,132,87,59,141,93,36,129,132,38,168,316,56,375,322,14,334,204,8,212,160,26,187,383,11,395,258,22,278,32,25,57,2220,554,2775
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,75,107,178,30,58,88,65,194,260,91,336,431,234,633,870,301,365,665,606,397,1002,680,511,1186,1002,560,1563,1125,507,1634,1041,448,1489,1119,324,1448,2674,623,3297,2314,64,2376,1798,41,1844,1360,151,1509,2744,38,2781,1802,97,1895,140,148,289,19216,5598,24818
SED80002,119,210,326,50,100,154,108,278,391,105,475,583,297,742,1044,318,576,895,666,610,1272,707,696,1408,1131,894,2019,1274,842,2113,1127,812,1940,1178,523,1697,2667,991,3657,2402,142,2545,1697,83,1780,1402,235,1632,2500,58,2559,1611,304,1914,135,209,338,19493,8779,28275
SED80003,98,311,415,49,145,192,87,472,567,84,672,753,239,905,1144,195,608,799,421,575,998,451,733,1180,700,1031,1728,811,1075,1885,710,1155,1861,775,864,1638,1871,2024,3892,1713,326,2045,1524,197,1725,1441,847,2296,4509,238,4745,1790,586,2369,118,314,429,17579,13084,30658
SED80004,94,142,236,46,94,140,79,256,340,83,483,565,238,806,1044,281,569,853,621,583,1208,689,700,1385,1022,859,1880,1095,773,1867,1050,675,1729,1050,520,1570,2584,953,3537,2080,91,2177,1793,48,1838,1516,331,1854,4044,65,4109,1912,169,2074,151,249,400,20428,8370,28803
SED80005,107,149,258,60,59,121,103,170,272,97,247,351,224,431,662,285,346,640,561,349,902,678,512,1194,1110,682,1794,1291,669,1962,1304,684,1985,1406,423,1828,3389,867,4258,2838,126,2971,2315,80,2396,1910,260,2169,3764,93,3856,2005,227,2238,138,131,266,23594,6522,30114
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,4,9,15,7,8,12,10,21,26,3,25,30,21,60,78,24,43,68,50,38,84,58,34,99,98,28,127,89,20,105,67,21,88,67,16,83,124,34,156,71,4,77,42,0,42,25,10,36,59,0,59,114,3,120,24,21,42,980,383,1360
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
