SED_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED10091,9,3,98,8,29,86,236,3,11,7,3,4,0,20,12,18,31,7,26,0,88,27,125,51,27,33,4,275,73,44,64,26,14,0,222,130,34,97,15,8,0,283,406,42,156,8,13,7,629,964,25,180,7,18,7,1204,549,0,85,3,3,0,644,259,0,43,0,0,0,303,79,0,20,0,0,0,103,47,0,4,0,0,0,49,8,0,3,0,0,0,20,24,0,5,0,0,0,33,54,24,45,7,24,6,164,2645,335,901,106,171,117,4267
SED10092,17,195,116,14,16,72,430,4,123,13,13,3,0,151,52,1183,78,31,40,18,1402,232,467,154,31,25,12,919,236,209,123,14,16,10,607,680,121,240,8,40,4,1093,1719,194,351,15,39,9,2324,2304,121,412,10,29,6,2885,1107,10,174,5,18,3,1309,397,0,60,3,5,0,466,132,3,21,0,3,3,156,36,0,15,0,0,0,57,18,0,8,0,0,0,28,15,0,5,0,0,0,18,94,152,64,17,14,17,368,7043,2759,1836,165,246,160,12216
SED10093,7,34,78,11,16,66,214,3,26,3,6,0,0,48,12,279,36,15,23,3,370,86,202,92,66,112,6,560,121,104,88,26,45,5,387,288,73,178,49,33,3,630,1310,89,380,24,25,11,1830,2018,27,337,3,29,8,2427,978,3,107,0,12,0,1096,122,3,22,0,3,0,154,23,0,0,0,4,0,28,7,0,0,0,0,0,11,8,0,4,0,0,0,10,5,0,3,0,0,0,9,61,56,57,20,19,13,223,5057,891,1389,230,312,118,7998
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,27,67,230,6,18,91,441,3,75,7,6,0,0,103,26,675,40,35,3,6,782,63,268,81,91,5,10,515,79,134,62,52,3,6,334,361,67,138,19,4,0,585,1181,55,245,10,9,6,1511,3300,37,389,9,26,7,3770,3415,12,427,0,10,9,3876,2199,3,285,3,16,3,2504,1158,0,137,3,11,3,1306,619,0,73,0,3,3,701,342,0,46,0,6,3,395,648,0,94,0,3,4,757,236,78,113,16,18,23,484,13660,1476,2378,247,132,179,18074
SED20207,14,15,98,3,3,57,189,5,20,4,0,0,0,35,24,83,23,7,3,0,146,41,60,61,20,4,3,185,77,31,44,0,9,0,163,334,24,149,14,86,4,615,2421,25,340,3,65,11,2860,3224,18,247,3,17,3,3512,613,4,62,0,4,0,690,167,0,9,0,3,0,181,48,0,3,0,0,0,53,26,0,4,3,0,0,33,6,0,0,0,0,0,6,41,0,3,0,0,0,50,155,20,67,0,10,11,269,7193,315,1125,57,199,91,8987
SED20302,9,16,130,0,25,123,311,4,16,9,4,8,0,42,37,188,88,25,29,3,361,134,78,170,13,28,3,425,275,28,201,14,27,8,546,982,30,271,9,26,5,1329,1749,12,280,0,24,12,2079,1078,4,128,3,6,9,1237,80,3,28,0,0,0,115,17,0,3,0,0,0,24,13,0,0,0,0,0,15,13,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,7,0,0,0,17,90,30,71,8,29,13,232,4488,406,1392,77,205,171,6740
SED20401,6,32,74,9,10,46,168,0,26,11,0,0,0,40,15,261,51,15,3,0,349,40,74,67,24,4,0,207,43,47,63,12,0,0,166,227,28,98,19,0,5,376,1336,48,303,16,14,4,1715,1660,24,230,5,10,0,1928,232,4,30,4,6,0,274,29,0,3,0,0,0,33,16,0,0,0,0,0,18,8,0,0,0,0,0,9,0,0,0,0,0,0,0,24,0,5,0,0,0,32,73,29,48,15,6,9,188,3695,582,982,115,60,67,5505
SED20508,7,0,81,3,17,96,208,0,7,5,8,3,0,29,14,46,50,6,4,0,121,51,11,88,5,16,0,176,84,6,89,20,9,3,211,434,3,167,11,10,6,631,1051,7,242,0,17,3,1312,1010,3,175,0,10,4,1201,129,0,44,0,0,0,174,25,0,10,0,0,0,36,10,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,53,5,40,4,11,3,119,2869,96,1003,59,94,122,4247
SED20604,3,53,134,9,48,82,328,6,35,18,3,5,0,71,109,436,149,18,22,7,741,428,174,267,32,31,5,942,416,144,220,5,26,3,820,884,54,277,4,193,9,1418,1156,16,186,3,78,10,1448,652,6,62,0,5,3,732,47,0,11,0,7,0,72,9,3,4,0,0,0,18,3,0,0,0,0,0,10,3,0,5,0,0,0,6,0,0,0,0,0,0,5,5,0,6,0,0,0,13,46,56,56,14,17,0,198,3775,985,1408,83,437,131,6825
SED20704,0,35,90,6,18,78,225,0,37,10,7,3,3,60,70,253,104,21,11,10,465,292,159,188,28,4,0,673,246,68,174,37,13,6,542,1105,54,273,42,11,13,1499,1627,20,268,8,14,8,1938,555,3,91,0,4,0,656,50,3,20,0,0,0,73,7,3,4,0,0,0,17,8,0,3,0,0,0,11,4,0,0,0,0,0,4,0,0,3,0,0,0,5,3,0,6,0,0,0,6,43,29,31,5,14,12,131,4013,658,1260,159,95,124,6315
SED20804,4,57,92,3,17,72,251,3,30,9,15,3,0,61,87,385,126,22,20,14,653,287,188,191,40,38,12,749,331,93,210,48,22,4,704,1135,33,324,23,32,8,1552,1217,10,303,0,34,7,1572,357,3,88,3,10,0,458,38,0,16,0,3,0,57,13,3,5,0,5,0,27,5,0,0,0,0,0,8,3,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,8,43,56,59,17,16,13,207,3521,863,1432,171,203,126,6311
SED20906,7,19,107,7,5,68,211,0,11,4,11,0,4,26,12,196,23,10,3,3,249,30,69,55,35,9,0,190,12,30,30,13,0,0,90,92,34,55,23,3,0,208,483,33,128,9,12,0,661,1221,6,233,0,9,4,1472,937,6,157,0,8,3,1115,455,0,75,0,0,0,531,285,0,31,0,0,0,314,147,0,30,0,0,0,176,78,0,11,0,3,0,89,75,0,18,0,0,0,96,62,31,57,4,11,6,174,3892,446,1010,106,61,90,5607
SED21001,14,10,164,9,10,69,279,3,15,10,11,0,3,44,24,86,55,22,8,0,199,56,33,77,32,9,3,212,155,27,63,23,16,0,294,226,11,103,12,8,0,374,1031,19,245,12,24,3,1334,2335,7,321,6,28,8,2702,998,8,172,4,14,4,1205,360,0,56,0,10,0,430,183,0,26,0,3,0,210,82,0,18,0,0,0,104,35,0,3,0,0,0,43,89,0,9,0,3,3,104,113,11,102,17,9,11,261,5707,232,1435,153,149,108,7781
SED21106,13,15,102,9,10,62,208,4,18,7,0,0,0,28,11,180,26,12,3,4,231,36,43,35,48,7,3,157,49,27,42,7,5,0,120,237,12,74,4,5,0,339,873,27,138,3,7,0,1049,1559,10,207,3,4,4,1787,1107,3,189,0,3,3,1311,621,3,84,0,3,5,712,348,0,46,0,0,3,401,263,0,51,0,0,0,315,174,0,30,0,0,3,200,519,0,100,0,4,0,628,111,22,45,6,9,3,201,5914,355,1181,94,58,93,7690
SED21203,23,67,110,9,8,59,272,0,62,11,5,0,0,77,15,437,52,7,17,6,535,48,209,82,17,28,0,377,52,124,82,17,25,4,296,255,143,150,17,97,3,666,1880,162,642,26,235,17,2966,963,63,187,3,66,7,1290,59,8,24,0,6,3,103,9,0,7,0,3,0,26,13,3,5,0,3,0,24,3,0,0,0,0,0,7,5,0,3,0,0,0,9,29,0,17,0,3,0,47,79,87,97,3,17,19,301,3431,1380,1466,104,502,125,7004
SED21303,16,54,172,6,0,75,332,7,39,10,9,0,0,69,42,405,43,23,8,3,527,127,103,103,21,8,4,371,183,56,76,7,3,3,331,838,43,164,22,16,3,1079,1948,47,363,27,10,5,2393,3132,31,423,10,16,7,3618,2044,8,301,4,12,5,2370,969,3,160,0,10,3,1151,424,3,88,0,0,0,519,149,0,43,0,4,0,196,88,0,25,0,0,0,110,109,0,28,0,0,0,135,138,46,85,28,9,17,322,10216,836,2094,161,104,122,13534
SED21401,3,3,126,3,8,62,216,0,0,0,0,0,0,4,10,20,21,3,0,0,62,19,19,37,6,10,0,86,15,6,11,0,3,0,35,43,12,44,11,6,0,105,290,20,115,4,10,3,440,1287,3,207,7,19,8,1529,896,0,128,3,4,3,1032,361,0,45,0,0,3,415,131,0,14,0,0,0,145,54,0,10,0,0,0,65,18,0,5,0,0,0,17,38,0,11,0,0,0,50,75,12,86,13,6,7,188,3232,84,864,51,64,86,4392
SED21503,10,17,74,8,5,42,151,0,15,3,0,0,0,24,16,138,56,8,11,0,231,43,55,77,23,11,3,210,49,31,49,11,4,0,142,140,30,80,12,11,0,289,1479,29,252,30,37,4,1827,1484,24,210,3,26,3,1752,400,6,76,4,5,0,500,64,0,32,0,12,0,107,24,0,11,3,4,0,42,21,0,5,4,3,0,33,4,0,0,0,0,0,8,27,0,10,0,0,0,39,61,30,54,11,11,14,170,3820,380,1002,117,145,72,5527
SED21608,7,27,96,6,25,81,249,5,28,13,3,3,0,57,91,266,112,22,8,3,495,239,112,163,40,18,5,577,300,53,158,25,9,0,548,1142,52,244,15,18,5,1475,928,11,138,6,17,4,1102,317,3,49,4,10,7,386,37,0,15,0,0,3,58,12,0,4,0,0,3,19,9,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,3,0,0,0,12,40,43,49,3,10,7,158,3131,586,1059,127,125,116,5148
SED21706,14,51,118,9,12,53,256,3,38,7,17,0,0,60,29,399,64,24,14,6,532,58,183,91,64,14,3,413,113,86,58,31,10,4,299,112,81,74,38,10,3,312,353,42,151,20,12,7,585,1414,67,220,8,21,3,1736,848,5,165,3,16,3,1039,456,3,78,0,5,0,542,303,0,51,0,3,0,358,126,0,23,0,3,0,148,68,3,15,0,4,0,82,110,0,38,0,0,3,146,77,64,84,11,9,14,251,4069,1019,1229,229,134,93,6767
SED21805,5,25,74,6,3,40,157,3,15,10,9,4,0,43,15,167,43,19,20,3,264,57,57,74,23,41,0,252,76,18,74,3,46,3,220,343,33,160,13,120,11,685,1679,35,359,8,43,6,2133,1687,7,224,10,16,7,1957,398,0,36,3,0,0,444,123,0,19,0,0,0,144,43,0,5,0,0,0,45,16,0,3,0,0,0,15,3,0,0,0,0,0,6,36,0,3,0,3,0,44,95,26,65,12,8,13,212,4591,380,1149,108,306,86,6617
SED21906,14,25,176,9,5,106,336,7,10,8,15,0,3,40,21,108,54,18,4,0,206,68,41,100,31,10,0,256,138,11,70,3,0,0,229,785,0,136,9,8,3,945,1390,6,262,3,6,3,1678,2417,8,378,3,10,7,2826,1242,0,230,4,10,0,1491,662,0,133,0,10,0,801,344,0,89,0,0,0,434,174,0,51,0,0,0,226,88,0,24,0,0,0,108,158,0,34,3,5,0,200,124,10,88,13,6,12,259,7641,233,1828,109,90,143,10039
SED22005,19,22,135,7,6,89,274,12,24,11,6,0,0,55,35,181,84,18,12,3,329,89,84,118,12,18,3,322,71,37,73,13,8,0,198,285,28,136,8,25,0,491,1644,34,317,11,74,13,2090,2267,39,329,9,45,11,2693,832,3,138,3,14,0,988,290,0,43,0,6,0,343,103,0,26,0,3,0,127,36,0,16,0,0,0,52,9,0,3,0,0,0,20,65,0,11,0,3,0,79,153,35,106,9,25,20,342,5896,479,1546,102,241,140,8392
SED22105,14,9,50,0,9,39,124,3,10,10,0,4,0,24,5,103,41,3,0,0,160,30,75,61,9,4,3,183,22,29,58,3,5,0,120,251,73,146,12,9,9,492,1573,34,404,15,39,10,2069,2485,8,238,3,22,6,2756,209,4,43,0,7,0,257,36,0,3,0,0,0,38,15,0,5,0,0,0,21,7,0,7,0,0,3,19,4,0,0,0,0,0,5,29,0,4,0,0,3,31,114,21,52,5,12,13,214,4795,369,1126,53,106,77,6523
SED22201,7,20,54,6,0,41,123,3,15,3,3,3,0,35,12,154,21,13,3,0,204,20,61,47,20,0,3,158,50,31,56,9,3,0,152,194,31,96,17,6,4,347,1132,35,253,5,18,3,1447,1455,26,235,6,8,3,1730,363,3,42,0,4,0,408,64,0,12,0,0,0,79,19,0,0,0,0,0,20,9,0,3,0,0,0,16,3,0,0,0,0,0,3,20,0,0,0,0,0,21,77,30,47,13,4,9,178,3431,409,875,88,59,67,4923
SED22305,26,63,98,7,5,50,263,9,55,12,4,3,0,82,49,482,60,16,11,8,635,100,208,99,42,32,13,494,198,116,79,19,32,3,447,1386,108,250,21,52,13,1828,2862,106,546,5,115,21,3658,1152,39,218,5,81,12,1503,106,6,31,3,9,0,147,31,0,10,0,7,0,44,14,0,5,0,0,0,19,8,0,8,0,0,0,21,0,0,0,0,0,0,3,58,0,8,0,4,0,66,127,79,73,17,22,22,342,6129,1268,1490,151,377,149,9554
SED22404,8,12,102,11,66,128,324,4,8,13,0,10,0,39,27,103,95,14,25,6,272,95,37,126,5,33,8,312,118,23,142,5,21,0,308,330,10,173,0,11,3,525,621,15,206,3,17,5,866,323,0,91,0,7,0,416,33,0,16,0,0,0,57,24,0,6,0,3,0,33,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,6,0,0,0,18,29,19,59,6,33,9,153,1638,225,1034,48,232,157,3337
SED22501,0,7,51,4,0,30,98,3,5,7,10,3,3,24,3,64,24,29,12,3,140,10,14,35,6,4,0,70,19,7,22,0,0,0,57,41,12,49,0,3,3,106,408,5,126,0,3,0,552,720,6,117,0,5,3,848,360,0,43,0,0,0,408,94,0,17,0,0,0,109,30,0,4,0,0,0,37,12,0,3,0,0,0,15,4,0,0,0,0,0,4,21,0,7,0,0,0,26,31,12,29,8,4,3,95,1753,142,545,59,38,52,2592
SED22607,11,134,122,11,3,61,347,11,106,11,8,0,0,135,29,684,56,13,13,5,803,93,272,79,49,5,3,498,101,116,51,3,3,0,281,693,163,108,20,9,5,997,1609,131,265,27,26,4,2061,2323,20,280,10,11,7,2646,1066,7,162,0,8,3,1241,439,3,60,0,0,3,503,178,3,24,0,0,0,200,62,3,15,0,0,0,84,25,0,3,0,0,0,33,60,0,12,0,0,0,77,111,108,60,23,10,16,326,6815,1762,1312,165,80,120,10241
SED22704,9,37,183,22,75,158,475,7,28,28,12,18,0,91,83,257,170,14,51,3,582,421,130,285,10,40,16,891,345,69,189,5,28,10,645,658,32,234,0,158,3,1084,654,6,148,0,80,0,898,185,6,48,0,11,5,254,17,3,10,3,3,0,42,0,0,4,0,0,0,8,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,10,39,41,64,3,49,9,217,2431,606,1390,70,514,201,5211
SED22802,10,6,60,3,17,42,137,0,3,7,8,0,0,27,8,60,27,9,3,0,105,27,31,45,7,9,0,123,38,8,67,3,13,0,124,107,7,56,3,9,0,188,477,24,171,3,22,3,702,878,12,183,3,5,0,1084,191,0,44,0,4,0,238,35,0,0,0,0,0,33,10,0,3,0,0,0,14,5,0,3,0,0,0,9,0,0,0,0,0,0,0,9,0,4,0,0,0,12,40,11,33,6,14,5,109,1836,178,707,39,89,59,2910
SED22901,3,11,66,0,3,42,131,0,9,11,14,5,3,40,5,119,37,13,21,0,189,13,41,35,5,32,0,125,18,37,35,9,3,0,98,70,41,60,13,0,8,187,617,24,181,7,11,0,849,1358,30,158,0,12,0,1563,397,0,35,0,4,0,438,102,0,9,0,0,0,107,30,0,4,0,0,0,32,6,0,0,0,0,0,7,4,0,0,0,0,0,4,18,0,3,0,0,0,19,53,23,50,17,10,8,163,2698,329,678,76,98,66,3948
SED23007,29,91,127,20,12,82,356,8,68,15,7,6,4,106,53,592,93,24,19,7,785,224,223,126,45,14,3,640,421,129,125,31,23,11,734,892,111,240,35,47,4,1332,2699,119,547,30,114,20,3528,2767,44,377,10,33,6,3242,703,8,136,0,10,0,860,195,5,29,0,3,0,236,68,4,16,0,0,0,89,33,0,4,0,0,0,36,12,0,3,0,4,0,25,76,0,16,0,0,3,95,150,90,158,12,21,15,449,8330,1483,2009,210,315,154,12503
SED23101,8,22,98,7,10,55,204,5,22,3,20,3,6,57,12,156,48,23,13,3,247,12,47,55,44,16,3,180,14,15,28,20,6,4,88,37,24,72,11,4,0,145,315,23,139,8,16,3,500,1251,16,219,3,12,0,1497,670,3,92,4,10,0,781,180,0,18,0,8,0,208,51,0,14,0,0,0,60,18,0,5,0,0,0,28,4,0,0,0,0,0,8,16,0,3,0,0,0,19,46,21,61,14,9,13,168,2637,360,849,156,115,94,4203
SED23205,15,39,84,4,6,50,190,4,36,4,3,3,3,53,26,346,80,29,14,9,503,163,131,137,20,23,3,474,272,58,122,12,6,10,476,995,54,263,21,17,13,1359,2340,73,370,15,17,10,2822,1176,9,155,3,10,4,1355,208,0,31,0,0,4,254,82,0,8,0,0,0,91,32,0,9,0,0,0,44,12,0,0,0,0,0,14,5,0,0,0,0,0,4,30,0,0,0,0,0,29,108,67,69,9,17,8,281,5474,811,1330,111,116,105,7953
SED23308,11,48,96,7,15,61,238,6,44,11,9,4,0,80,79,344,103,57,24,11,622,428,155,212,83,36,6,924,371,64,159,52,28,3,676,961,73,289,31,33,8,1389,2153,54,415,18,34,3,2679,1179,6,161,18,32,5,1405,280,5,50,0,0,0,340,78,0,17,0,0,0,92,16,0,3,0,0,0,17,9,0,6,0,0,0,18,5,0,0,0,0,0,6,11,0,3,0,0,0,15,91,46,61,14,19,12,249,5679,857,1573,297,231,112,8752
SED23402,0,6,67,3,12,35,132,0,8,4,5,3,3,21,6,33,25,17,3,0,93,20,23,42,4,4,0,99,21,4,44,4,26,0,99,223,9,83,3,11,4,333,1726,14,245,3,8,7,2007,1187,0,111,0,4,3,1314,207,3,20,0,3,0,238,61,3,10,0,0,0,80,13,0,5,0,0,0,20,3,0,0,0,0,0,3,3,0,0,0,0,0,3,14,0,3,0,0,0,19,58,12,45,3,8,3,125,3557,115,715,51,93,65,4592
SED23502,13,22,151,0,83,158,433,4,47,24,19,11,3,109,86,242,164,32,56,9,587,309,148,238,32,60,4,797,319,53,207,22,31,3,627,725,46,237,14,21,4,1044,698,12,131,3,10,4,858,239,3,39,4,3,3,290,12,0,3,0,0,0,19,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,3,0,10,39,20,67,12,34,6,179,2439,600,1280,133,318,192,4959
SED23602,12,35,178,20,80,162,486,4,45,32,19,8,0,107,81,209,141,24,31,6,498,311,122,230,21,47,7,740,342,30,174,15,29,3,597,710,7,201,9,74,5,1008,569,9,92,3,53,4,726,237,3,27,3,12,0,279,40,0,12,0,7,0,54,10,0,0,0,0,0,8,5,0,0,0,0,0,8,3,0,3,0,0,0,4,0,0,0,0,0,0,3,6,0,6,0,4,0,15,33,28,77,11,52,8,209,2352,483,1170,126,397,206,4738
SED23702,8,16,95,0,10,68,194,0,11,5,0,0,0,24,11,147,42,3,14,5,221,54,72,77,8,22,0,225,73,14,89,7,47,3,234,376,51,177,6,161,4,772,1336,32,285,4,46,13,1718,888,4,157,0,16,4,1073,114,3,25,0,0,0,139,35,0,6,0,0,0,38,22,0,3,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,3,16,0,3,0,6,0,24,55,23,58,6,16,4,160,2994,378,1012,40,337,101,4858
SED23806,15,12,120,11,17,87,261,4,11,11,15,0,0,41,17,91,35,20,4,0,172,102,23,83,24,4,3,235,149,29,70,19,6,0,276,400,16,120,18,14,3,572,1274,10,187,7,15,3,1497,2896,3,321,4,21,4,3249,1294,0,194,3,6,3,1499,569,0,100,0,3,4,671,325,0,54,0,5,0,388,224,0,27,0,0,0,259,131,0,19,0,0,0,149,283,0,52,0,0,0,336,110,10,70,21,3,19,237,7800,197,1465,138,102,127,9836
SED23901,9,61,113,10,3,64,263,7,45,9,20,3,0,78,20,405,36,19,3,3,493,18,157,55,38,14,0,276,22,90,58,17,3,5,201,176,116,89,31,58,3,467,1218,120,233,20,57,5,1656,1761,60,240,5,24,9,2098,704,17,104,0,9,0,842,210,7,36,0,5,0,255,75,5,12,0,0,0,96,40,0,6,0,0,0,48,12,0,4,0,0,0,18,45,0,11,0,0,0,65,65,70,61,14,12,9,232,4387,1157,1079,166,187,98,7083
SED24006,17,3,144,0,6,83,256,4,0,0,3,0,0,8,16,21,34,3,0,0,73,17,5,31,13,0,0,72,27,6,34,0,0,0,69,47,0,33,0,0,0,90,417,0,82,0,4,0,505,1263,0,171,3,4,0,1438,884,0,158,3,5,0,1056,518,0,58,0,5,0,583,270,0,46,0,3,0,323,149,0,27,3,0,0,181,128,0,18,0,0,0,148,278,0,38,0,3,0,322,83,17,66,4,9,7,194,4117,58,947,40,48,97,5314
SED24105,13,21,124,0,8,46,213,8,24,8,0,3,0,40,17,121,47,8,18,4,206,69,59,68,14,25,3,228,113,25,37,0,17,3,197,292,26,94,9,29,8,453,1267,37,334,3,59,9,1719,1001,19,137,3,34,5,1200,295,3,45,0,0,0,346,97,0,12,0,0,0,117,34,0,3,0,0,0,35,19,0,0,0,0,0,19,9,0,0,0,0,0,9,36,0,13,0,0,0,47,85,22,71,7,18,7,220,3351,361,987,42,212,84,5042
SED24207,25,14,105,4,6,38,182,4,14,8,3,4,0,40,16,87,37,3,12,0,152,22,67,62,11,39,3,206,24,39,68,9,16,0,162,174,39,152,24,19,0,405,1366,43,358,11,59,14,1850,1551,12,189,3,32,11,1798,195,0,31,4,0,0,236,26,0,7,0,3,0,39,14,0,3,0,0,0,16,12,0,3,0,0,0,17,9,0,0,0,0,0,9,28,0,3,0,0,0,32,74,37,70,7,13,11,212,3549,356,1099,76,210,72,5360
SED24308,12,83,89,6,41,82,311,3,61,9,15,5,3,99,49,605,63,38,22,8,791,263,216,131,38,23,9,684,333,128,156,40,18,0,683,1253,159,322,29,25,12,1810,1567,57,266,10,30,10,1944,637,10,94,0,5,7,755,67,5,19,0,3,0,93,23,0,9,0,0,0,29,10,0,0,0,0,0,11,3,0,3,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,5,86,83,60,7,36,7,286,4323,1404,1220,195,225,141,7508
SED24408,11,42,287,11,142,202,699,21,94,60,10,18,3,200,230,187,279,54,69,14,831,631,88,328,21,35,11,1110,292,36,156,3,21,4,514,419,28,139,7,13,0,605,312,6,77,7,11,7,416,122,3,29,3,7,3,166,11,0,3,0,0,0,18,3,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,3,0,11,30,35,74,14,60,11,218,2079,517,1433,127,376,247,4791
SED24504,3,7,117,20,24,86,259,3,16,11,25,0,0,54,8,73,62,9,5,0,163,25,33,88,20,7,0,177,64,10,81,11,17,0,192,139,24,149,5,20,0,333,548,19,215,0,8,10,799,548,3,123,0,6,0,685,151,0,41,0,0,0,187,40,0,5,0,0,0,51,13,0,7,0,0,0,23,3,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,6,0,0,0,15,26,14,41,5,14,3,111,1586,205,951,97,113,105,3051
