SED_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SED40022,4615,83,19,47,10,4771,5700,32,11,8,14,5767,765,28,22,7,0,818,73,13,11,0,0,93,599,23,10,3,9,636,21,17,11,0,0,56,48,0,0,10,0,60,49,4,3,0,0,57,1563,80,49,19,9,1722,92,52,12,0,3,157,192,12,4,0,3,215,12158,251,93,76,36,12626
SED40023,3211,169,123,51,22,3576,5548,129,122,9,21,5825,2079,237,204,0,12,2535,227,16,76,0,0,324,933,54,65,3,3,1059,79,26,19,0,0,117,46,8,3,4,7,66,37,3,0,0,0,43,3407,347,370,8,19,4144,39,158,46,0,0,242,262,32,19,4,5,327,12463,839,676,67,67,14115
SED40024,3748,63,15,14,39,3882,5891,53,4,11,16,5980,1372,130,24,0,5,1538,282,82,9,0,0,377,713,66,20,3,3,810,60,40,6,0,0,106,102,12,4,3,0,122,45,3,0,0,0,54,2583,338,66,12,10,3014,132,33,9,0,16,185,224,20,5,0,3,248,12582,505,95,40,87,13314
SED40025,3595,1116,223,12,4,4955,3400,881,216,0,19,4511,723,646,538,3,9,1915,205,792,121,0,3,1124,530,277,192,3,4,1009,23,71,14,0,0,109,19,24,15,3,0,63,34,17,9,3,0,64,1541,1831,888,9,14,4289,56,133,16,0,0,209,161,107,38,0,7,313,8757,4072,1375,24,43,14271
SED40026,3302,219,7,24,6,3558,5678,223,7,3,20,5932,1726,418,55,0,7,2215,139,272,18,0,0,430,654,119,20,4,4,799,34,50,3,0,0,86,183,20,0,6,4,208,44,18,0,0,0,58,2784,900,89,7,17,3799,106,106,23,0,0,239,236,53,5,3,0,305,12106,1495,137,43,51,13834
SED40027,3033,400,27,18,0,3472,4739,501,13,13,9,5270,1233,732,73,0,6,2044,385,1282,87,3,3,1763,677,210,19,3,7,916,72,255,44,0,3,375,73,37,25,0,0,136,30,30,13,0,0,71,2474,2542,261,7,16,5309,63,162,24,0,0,249,240,165,30,3,9,451,10551,3776,356,40,29,14750
SED40028,4806,61,11,46,18,4937,3864,19,0,18,13,3916,971,89,92,4,8,1171,308,44,4,0,0,353,883,22,17,4,3,933,52,33,3,0,0,85,397,18,8,13,4,437,151,11,4,9,0,175,2758,220,125,24,16,3155,151,16,0,3,0,172,306,16,8,4,6,346,11885,346,146,87,53,12515
SED40029,3517,99,19,91,8,3730,5490,111,22,8,14,5646,1037,77,35,0,0,1152,550,241,105,0,0,897,698,42,11,3,0,757,97,23,15,0,0,131,43,10,0,37,3,89,34,3,0,0,0,34,2450,400,157,40,4,3052,65,44,0,6,0,117,225,32,5,8,0,267,11754,684,210,148,29,12821
SED40030,3525,421,62,0,0,4012,5194,596,23,4,12,5827,1025,532,67,0,12,1635,255,326,75,0,3,662,674,219,14,0,0,918,59,60,33,0,0,152,43,21,0,0,0,63,23,12,0,0,0,38,2075,1179,198,0,17,3470,45,19,52,0,0,118,212,47,21,0,0,283,11053,2260,357,4,30,13710
SED40031,4830,556,52,0,4,5450,4099,618,87,4,11,4813,698,286,105,0,4,1093,40,65,23,0,0,126,548,166,59,0,4,777,14,28,8,0,0,45,38,11,9,0,0,64,42,8,6,0,0,58,1390,567,198,0,12,2169,55,75,3,0,0,134,188,57,12,0,3,256,10552,1866,360,8,29,12816
SED40032,2974,1162,534,7,10,4682,2484,940,404,5,10,3847,544,913,1127,22,4,2608,62,188,132,0,0,387,378,436,382,3,11,1203,9,29,71,0,0,108,24,18,22,0,0,69,14,18,27,0,0,62,1025,1608,1764,24,15,4436,30,76,96,0,0,209,106,90,83,0,6,289,6617,3885,2878,36,50,13464
SED40033,3734,159,96,17,13,4025,4339,193,67,15,8,4622,1052,436,460,3,9,1960,298,434,144,0,0,876,557,59,69,0,10,700,48,37,10,0,0,102,110,26,28,8,4,175,65,16,7,0,3,98,2128,1018,715,19,21,3908,151,6,11,0,5,174,235,43,44,0,9,332,10595,1420,927,49,60,13057
SED40034,2484,102,8,14,4,2613,5319,227,8,0,9,5574,1953,660,42,0,4,2655,572,604,72,0,0,1248,819,103,31,0,0,952,50,48,19,0,0,115,261,21,3,8,0,296,29,18,3,0,0,52,3679,1447,169,7,7,5304,42,11,0,0,0,51,311,70,9,3,0,388,11834,1855,191,31,25,13934
SED40035,4344,106,72,6,7,4536,5579,145,82,3,12,5820,680,110,98,0,3,894,84,34,26,0,0,141,622,64,41,3,0,729,22,3,11,0,0,35,30,7,0,3,0,39,24,3,0,0,0,32,1462,217,177,4,3,1867,90,4,7,0,0,98,186,8,19,0,0,217,11666,485,359,17,15,12535
SED40036,4182,176,30,0,6,4395,5000,236,51,0,7,5297,963,176,91,0,3,1233,418,217,91,0,0,720,751,73,42,0,6,869,90,25,19,0,0,132,102,16,0,0,0,122,42,6,7,0,0,62,2367,518,243,3,11,3134,124,50,20,0,0,191,254,28,15,0,3,299,11924,1010,352,3,27,13318
SED40037,3239,512,100,29,15,3892,4772,843,226,8,11,5858,1197,887,556,4,8,2647,327,530,177,0,3,1040,646,242,106,6,6,1007,57,78,10,0,0,145,157,45,23,0,0,230,31,21,3,0,0,53,2412,1797,882,12,18,5117,75,131,11,0,5,221,202,108,26,0,5,337,10705,3382,1244,44,51,15422
SED40038,3020,320,38,0,0,3382,4338,488,61,0,4,4897,1124,507,325,0,6,1958,732,582,163,0,0,1478,775,230,103,0,0,1111,94,48,48,0,0,186,120,37,27,0,0,181,43,21,11,0,0,77,2884,1414,677,3,6,4989,54,10,3,0,0,74,330,76,39,0,6,445,10636,2309,813,3,21,13784
SED40039,3406,301,7,12,0,3726,4711,322,11,0,4,5054,1443,477,33,0,11,1962,638,641,30,0,0,1312,888,198,8,3,3,1101,89,83,0,0,0,171,42,14,0,0,0,64,32,17,0,0,0,50,3138,1441,71,3,15,4665,65,66,0,0,0,133,233,127,8,0,0,373,11555,2266,93,19,14,13948
SED40040,4681,96,22,83,16,4898,5297,60,3,20,21,5404,936,123,36,3,8,1103,117,52,12,0,0,181,759,37,6,4,7,809,44,58,27,0,0,128,122,13,7,3,0,143,85,4,4,3,0,93,2059,282,84,12,17,2461,129,83,16,5,0,230,224,22,10,3,11,265,12389,546,137,125,66,13264
SED40041,4748,100,5,90,66,5012,3565,76,11,25,21,3702,735,173,76,4,3,994,388,271,150,0,4,808,874,58,24,8,22,984,71,24,17,0,0,115,302,25,20,18,20,383,107,11,9,3,9,137,2476,566,290,36,52,3425,92,5,3,3,7,107,283,45,16,31,9,374,11166,792,323,184,152,12625
SED40042,2832,27,3,147,13,3020,6428,81,3,10,12,6536,1631,193,13,0,3,1852,225,92,0,0,0,320,812,25,3,3,6,850,75,8,0,0,0,86,215,3,0,41,0,262,37,0,0,0,0,37,3002,325,24,48,7,3404,57,10,0,3,0,65,283,10,3,11,7,310,12598,460,31,215,40,13341
SED40043,3312,370,68,30,5,3783,4323,1047,106,3,28,5507,1321,705,217,0,11,2261,741,365,101,0,0,1209,710,212,97,3,5,1030,169,89,38,0,0,288,148,37,13,13,0,209,39,12,8,0,0,59,3134,1419,474,13,15,5056,75,101,3,0,0,183,217,84,23,4,3,335,11061,3025,673,48,55,14862
SED40044,3551,939,435,3,3,4934,2900,674,423,0,5,4008,626,618,1053,4,0,2303,4,158,165,0,3,326,441,323,485,5,3,1259,4,58,51,0,0,109,22,15,15,0,0,51,28,16,17,0,0,55,1123,1184,1781,6,5,4101,52,224,140,0,3,409,132,85,69,0,0,280,7755,3108,2844,11,19,13740
SED40045,4186,572,197,13,17,4991,4014,422,203,9,10,4657,593,203,472,0,3,1279,35,52,50,0,0,142,431,128,232,6,6,799,37,68,51,0,0,149,33,10,18,0,0,57,38,6,12,0,0,64,1166,470,830,6,15,2483,193,60,31,0,16,294,180,31,34,0,3,247,9733,1556,1299,30,62,12680
SED40046,3386,505,193,10,10,4106,3101,774,280,7,19,4179,1087,740,784,10,9,2625,256,287,202,0,0,741,896,435,395,4,12,1744,76,192,38,0,0,305,58,43,75,0,0,175,53,22,6,0,3,84,2419,1721,1503,9,25,5682,74,142,8,0,0,220,203,94,53,4,9,367,9185,3231,2041,27,67,14555
SED40047,3674,167,81,0,3,3923,5451,251,11,0,0,5713,865,271,67,0,0,1203,580,217,30,0,3,829,544,120,9,0,0,671,35,34,3,0,0,69,87,8,0,0,0,96,21,3,0,0,0,26,2130,642,108,4,5,2894,60,9,55,0,0,124,176,32,10,0,6,224,11489,1102,264,7,11,12877
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,4504,214,4,117,20,4865,4126,58,3,15,18,4215,1362,191,11,5,9,1581,431,181,0,0,4,618,1011,80,4,9,5,1104,53,123,13,0,0,188,147,23,0,45,7,218,103,12,0,4,0,121,3101,606,35,62,22,3832,83,65,0,5,4,155,275,73,3,7,3,355,12091,1016,46,205,63,13425
SED50205,4209,1243,165,3,11,5629,3148,849,118,3,25,4149,869,696,303,0,9,1871,6,51,3,0,0,60,520,355,69,0,3,942,4,3,0,0,0,9,35,15,6,0,0,56,28,13,0,0,0,44,1452,1132,386,0,11,2981,30,19,27,0,0,72,151,86,30,0,9,274,8994,3328,726,3,52,13105
SED50302,3190,342,24,22,3,3583,6749,489,35,0,9,7285,1588,699,66,3,11,2368,277,329,60,0,0,665,1099,226,20,0,4,1350,11,42,7,0,0,65,101,27,0,42,0,173,47,15,0,0,0,66,3126,1340,150,45,18,4683,52,111,0,0,0,166,321,137,7,3,3,467,13444,2414,220,71,36,16183
SED50404,3398,1310,75,0,0,4783,2854,2223,248,0,12,5337,694,1738,468,0,4,2904,67,443,29,0,0,539,555,950,155,0,3,1673,8,51,21,0,0,83,54,72,18,0,0,145,36,37,10,0,0,83,1417,3299,705,0,5,5427,31,49,3,0,0,86,172,175,47,0,4,395,7871,7060,1072,0,21,16030
SED50502,3868,368,58,0,4,4301,4874,581,71,0,11,5540,1125,333,53,0,6,1521,300,317,86,0,0,695,926,191,27,4,0,1151,35,43,0,0,0,78,84,18,0,0,0,104,37,14,0,0,0,52,2509,912,171,3,10,3602,46,48,0,0,0,95,274,63,8,4,3,351,11563,1977,315,7,22,13889
SED50605,4519,510,78,0,8,5113,3263,440,26,0,5,3741,1016,349,41,3,5,1412,51,117,6,0,0,181,624,187,28,0,0,831,10,27,14,0,0,49,30,11,13,0,0,54,32,11,0,0,0,46,1763,696,99,4,5,2573,56,189,184,0,0,426,163,66,27,0,5,262,9765,1904,416,8,26,12113
SED50702,3075,456,135,7,3,3677,3825,881,339,0,13,5060,1724,876,716,0,17,3332,543,465,70,0,4,1078,984,338,169,3,7,1504,40,16,0,0,0,59,95,44,19,0,0,160,66,16,3,0,0,84,3449,1755,980,3,26,6218,53,26,6,0,0,86,271,128,97,3,7,506,10676,3247,1559,20,53,15556
SED50806,3505,404,155,111,11,4186,4102,332,48,10,6,4499,1430,645,234,3,3,2318,245,437,21,0,0,704,940,266,69,3,3,1274,22,49,52,0,0,128,95,47,9,37,3,198,51,24,8,3,0,82,2775,1472,395,46,10,4697,31,34,109,0,0,173,234,77,48,8,3,375,10644,2315,760,176,37,13929
SED50904,2949,212,4,3,0,3174,13318,651,10,4,15,14000,3655,455,43,3,9,4164,428,186,8,0,0,618,1579,137,5,0,4,1722,38,39,4,0,0,82,122,24,0,0,0,141,70,6,0,0,0,81,5884,844,59,4,11,6809,185,325,0,0,3,511,443,78,3,0,4,525,22779,2112,75,15,42,25023
SED51005,3776,385,11,3,3,4181,4969,786,64,7,7,5831,1864,910,153,8,17,2944,337,287,10,0,0,632,1354,366,39,0,5,1759,33,26,0,0,0,67,159,39,3,0,0,209,63,15,0,0,0,87,3808,1653,203,8,21,5692,91,79,3,0,0,164,345,106,13,0,3,464,12993,3003,285,14,41,16333
SED51104,4378,444,4,29,5,4863,4604,402,4,0,3,5018,729,208,20,0,3,960,48,85,87,0,0,220,443,178,4,0,0,621,21,6,3,0,0,31,24,13,0,5,0,39,28,8,0,0,0,31,1291,491,115,5,6,1910,50,58,0,0,0,106,130,44,3,0,3,178,10457,1444,131,33,14,12080
SED51201,5030,24,23,77,48,5205,3468,7,3,19,27,3531,535,15,27,0,0,575,542,116,72,0,0,730,1145,23,9,6,17,1204,65,36,29,0,0,127,513,17,10,16,14,566,169,4,6,0,4,178,2964,206,151,21,33,3380,116,11,0,0,6,130,338,13,14,8,16,387,11918,257,196,125,128,12624
SED51304,4376,609,499,3,3,5498,3863,718,481,3,12,5077,787,453,963,0,3,2206,10,113,67,0,0,192,484,209,368,7,5,1070,3,7,20,0,0,31,26,13,56,0,0,99,39,15,20,0,0,72,1350,813,1492,3,5,3673,42,8,99,0,0,155,200,44,123,0,4,376,9830,2200,2701,9,28,14776
SED51405,3508,302,41,95,4,3959,7411,582,227,3,9,8229,1462,500,401,0,8,2365,176,142,72,0,0,390,708,164,61,0,4,937,8,6,4,0,0,21,91,22,3,14,0,134,45,8,3,0,0,63,2490,842,546,19,12,3912,38,52,3,0,0,97,254,52,16,3,4,328,13706,1837,838,124,24,16524
SED51506,3906,103,5,66,6,4087,6057,54,3,13,8,6141,1316,119,12,0,10,1455,210,117,66,0,0,395,914,38,0,4,0,963,10,15,40,0,0,69,84,3,3,19,3,112,57,6,0,0,0,67,2606,297,123,19,16,3061,103,26,0,3,0,136,251,18,8,0,9,282,12923,496,142,102,44,13701
SED51604,3899,954,547,0,8,5404,2895,624,404,3,3,3927,730,487,1090,0,0,2303,75,289,101,0,0,462,431,258,378,0,0,1068,5,7,13,0,0,29,106,15,28,0,10,162,37,13,21,3,3,68,1384,1066,1626,4,15,4095,50,42,133,0,3,227,143,59,84,0,10,300,8364,2747,2795,9,40,13961
SED51702,4329,74,5,13,10,4432,11975,508,4,13,16,12515,1316,200,0,0,5,1521,12,3,0,0,0,16,859,48,4,0,7,923,24,9,0,0,0,37,106,6,0,0,0,116,56,3,0,3,0,61,2377,266,4,10,14,2668,62,0,0,0,0,66,311,15,3,0,9,345,19055,867,14,29,54,20026
SED51806,4731,683,90,87,10,5599,5254,205,34,10,13,5511,1669,328,55,8,4,2062,34,53,5,0,0,99,895,128,58,8,3,1083,12,20,35,0,0,65,48,18,19,9,4,97,45,3,10,0,0,64,2707,556,176,27,11,3468,61,45,119,3,0,231,258,63,29,7,3,364,13009,1554,452,127,38,15175
SED51903,3799,166,13,117,46,4135,5975,272,21,24,23,6315,1787,744,128,3,6,2663,533,367,49,0,9,959,1286,170,36,13,9,1521,37,70,30,0,0,136,610,139,16,96,30,880,147,19,0,9,6,183,4408,1509,254,117,52,6345,61,14,0,4,3,82,346,88,11,21,32,499,14588,2052,297,289,160,17378
SED52002,3808,246,4,104,0,4166,6946,192,13,13,4,7169,1311,186,14,11,7,1529,201,101,3,0,0,306,1013,81,0,11,7,1121,8,17,0,3,0,27,85,10,0,56,0,146,53,6,0,0,4,60,2677,391,19,82,22,3186,52,155,0,7,0,213,301,35,5,14,3,349,13780,1009,46,224,32,15080
SED52105,3634,1090,264,82,18,5079,3768,1186,375,13,21,5359,859,861,606,9,10,2331,217,567,258,0,0,1042,712,456,206,8,5,1390,12,29,12,0,0,58,45,51,21,17,12,142,48,27,12,3,3,95,1894,1996,1109,32,29,5060,41,38,12,3,0,100,213,108,71,3,90,484,9547,4419,1830,138,159,16089
SED52201,3579,294,24,145,19,4053,4529,171,14,51,7,4762,1374,400,81,4,12,1864,410,240,79,17,3,746,1012,164,28,16,5,1224,34,34,3,0,0,78,204,30,11,30,3,275,50,10,0,0,0,64,3094,877,197,63,22,4257,50,35,0,4,0,98,273,49,16,17,8,361,11525,1422,251,275,49,13529
SED52304,3515,392,0,14,0,3927,7433,722,0,0,6,8159,1068,323,0,0,3,1391,143,224,0,0,0,364,793,134,0,0,0,933,14,28,0,0,0,43,113,22,0,7,0,150,42,4,0,0,0,48,2170,743,0,9,3,2930,59,121,0,0,0,184,249,64,0,3,0,313,13429,2040,8,25,16,15509
SED52402,3950,325,16,0,6,4296,5837,399,39,3,8,6290,1165,337,51,0,3,1562,282,187,17,0,0,480,943,129,25,0,0,1108,23,53,7,0,0,89,130,20,4,0,0,156,55,19,3,0,0,70,2601,752,106,3,12,3468,105,105,0,0,0,211,285,78,3,0,3,368,12777,1653,166,9,23,14630
SED52504,4228,471,153,0,0,4854,4588,344,18,0,5,4957,823,169,30,0,0,1030,5,21,0,0,0,32,532,135,54,0,0,729,0,0,0,0,0,0,29,3,4,0,0,35,25,3,0,0,0,25,1417,342,86,0,4,1849,31,8,0,0,0,44,146,34,21,0,5,204,10418,1195,278,4,14,11906
SED52605,3691,384,0,0,8,4084,6356,288,0,4,3,6650,1270,183,3,3,3,1464,94,62,0,0,0,157,649,63,0,0,4,719,7,6,0,0,0,15,41,6,0,0,0,45,19,0,0,0,0,21,2081,323,6,3,12,2420,38,28,0,0,0,66,199,32,0,0,0,233,12362,1056,6,5,17,13447
SED52704,3141,324,56,3,0,3531,5573,430,106,9,7,6125,1157,415,362,0,7,1947,113,82,20,0,0,216,790,209,104,3,8,1112,12,10,0,0,0,20,40,9,4,0,4,62,28,7,4,0,0,43,2144,732,500,4,16,3400,29,8,3,0,0,41,175,48,19,3,4,251,11065,1548,689,19,30,13341
SED52802,4527,189,13,31,11,4766,5351,80,34,18,8,5501,633,75,15,0,3,729,91,58,35,0,0,190,656,51,15,8,0,733,11,51,35,0,0,101,61,3,0,0,0,70,47,4,0,0,0,53,1507,248,99,11,6,1872,62,68,0,0,0,136,221,32,3,3,19,276,11670,614,158,60,45,12550
SED52903,45,0,0,21,6,76,39,0,0,3,0,45,4,0,0,0,0,4,370,4,3,0,0,375,45,3,0,4,3,60,45,0,0,0,3,46,175,16,4,6,8,203,33,7,0,3,0,39,669,24,10,17,15,736,7,0,0,4,0,12,49,3,0,3,5,63,816,34,11,49,24,932
SED53003,813,23,12,449,24,1326,1576,49,43,58,20,1745,739,227,163,26,12,1170,2347,284,120,5,30,2792,460,43,39,72,12,627,264,10,3,4,10,287,863,181,75,157,30,1314,142,9,10,22,9,189,4817,759,414,286,110,6387,67,3,7,20,5,102,269,57,38,102,17,477,7548,888,510,914,174,10031
SED53104,4124,425,43,84,0,4678,5160,300,0,5,0,5471,736,104,0,0,0,839,35,28,0,0,0,63,500,98,3,0,0,600,19,3,0,0,0,18,25,4,0,0,0,28,17,0,0,0,0,23,1335,239,0,0,0,1573,52,25,29,0,0,101,157,26,7,6,0,197,10829,1015,80,93,3,12020
SED53205,3429,150,22,29,3,3635,11096,281,89,38,36,11536,2761,272,120,11,14,3167,365,162,135,0,0,661,1263,71,56,9,6,1402,30,14,28,0,0,74,218,16,10,10,0,255,58,10,0,0,0,65,4692,536,343,37,17,5616,70,81,0,0,0,152,406,49,16,4,8,485,19683,1097,469,115,65,21423
SED53306,3326,703,159,100,9,4291,5281,322,100,3,10,5712,1793,568,164,0,3,2530,305,341,51,0,0,698,1029,225,49,3,0,1313,66,36,41,0,0,145,95,32,6,33,3,174,48,24,4,3,0,77,3332,1228,318,48,7,4937,151,275,191,0,0,627,284,116,33,18,3,456,12378,2641,802,166,38,16023
SED53402,3073,591,234,4,13,3912,4399,1068,499,3,17,5985,1299,929,950,0,3,3193,175,433,187,0,3,797,887,438,380,0,8,1718,18,54,90,0,0,162,52,37,53,0,0,138,37,17,14,0,0,66,2477,1912,1664,0,13,6069,47,88,22,0,0,163,209,100,70,0,3,390,10203,3767,2493,10,49,16519
SED53502,3703,355,8,68,5,4136,5666,460,40,10,10,6181,1056,773,156,3,7,1991,234,366,67,0,0,668,830,296,17,6,3,1154,21,46,12,0,5,83,76,35,4,18,0,133,52,18,5,0,0,81,2265,1536,266,33,17,4122,47,18,0,3,0,67,257,78,6,17,3,358,11932,2446,316,137,32,14864
SED53602,3150,438,9,0,3,3593,4517,1559,64,0,11,6149,1138,1016,29,0,7,2190,353,742,80,0,0,1173,885,398,16,0,3,1296,25,68,0,0,0,90,186,80,3,0,0,265,36,34,0,0,0,64,2613,2331,126,0,9,5084,43,23,0,0,0,70,266,184,8,0,0,464,10588,4530,206,0,30,15362
SED53701,5020,51,15,192,40,5322,4163,12,13,49,35,4273,538,41,16,0,3,602,275,43,47,0,0,362,1025,44,20,13,6,1109,36,12,10,0,3,63,506,18,15,43,8,597,221,3,6,8,3,250,2608,162,116,72,29,2986,139,0,0,18,5,160,340,13,15,32,29,423,12269,235,160,362,136,13161
SED53802,4145,717,38,3,3,4905,3313,1539,19,3,18,4893,1054,1098,20,0,11,2183,128,272,11,0,0,410,803,488,8,3,6,1313,10,25,6,0,0,49,82,67,3,0,0,154,37,24,3,0,0,62,2117,1974,52,3,17,4167,31,20,20,0,0,72,250,110,6,0,3,371,9846,4362,152,6,46,14412
SED53902,3553,1297,263,3,11,5124,2847,1543,439,0,15,4842,828,1195,838,8,3,2871,35,62,139,0,0,240,607,651,265,0,5,1523,12,73,58,0,0,136,66,47,37,0,0,145,48,32,9,0,0,93,1592,2057,1343,7,13,5014,30,186,101,0,0,312,180,127,91,3,4,407,8209,5206,2230,14,37,15701
SED54006,4277,97,10,113,20,4523,5891,40,8,21,27,5977,1339,80,16,8,0,1433,138,92,21,0,0,254,958,53,7,10,3,1038,15,18,5,0,0,40,132,13,3,27,0,177,78,4,0,4,3,86,2656,256,54,47,11,3026,179,51,12,3,0,249,307,18,6,14,16,371,13316,460,101,205,68,14149
SED54104,3775,737,610,0,6,5127,2760,589,491,3,4,3851,969,801,1571,3,4,3351,9,63,303,0,3,374,541,320,477,0,0,1339,8,41,64,0,0,109,27,42,70,0,0,133,25,25,26,0,0,74,1584,1288,2512,3,7,5390,32,34,152,0,0,218,129,46,89,0,3,275,8278,2692,3853,8,28,14865
SED54203,876,8,6,277,28,1201,783,11,11,25,13,840,376,46,41,0,0,460,566,80,13,4,5,666,285,21,12,15,4,337,98,17,0,0,0,119,1487,136,51,49,12,1735,91,6,8,9,3,114,2895,302,123,80,23,3426,33,0,0,14,5,60,163,38,0,48,28,278,4757,366,139,452,94,5813
SED54304,3519,289,31,37,0,3883,7023,289,49,4,6,7367,1163,177,111,0,4,1447,3,25,0,0,0,26,590,67,14,4,3,681,0,3,0,0,0,3,29,4,0,3,0,39,19,4,0,3,0,23,1808,274,125,12,6,2231,22,4,0,0,0,34,169,24,4,3,3,205,12547,877,210,61,17,13715
SED54404,2302,649,1170,11,21,4152,2530,981,2449,15,13,5992,859,867,5355,34,30,7155,48,200,538,0,4,786,713,385,1308,6,12,2431,18,40,78,0,0,133,37,29,134,0,0,205,32,16,55,0,4,108,1704,1541,7470,44,57,10821,42,27,81,0,4,154,175,55,261,11,12,524,6750,3260,11429,92,106,21633
SED54503,580,30,13,127,13,765,1276,72,22,6,5,1384,2285,319,337,5,5,2945,1060,206,33,4,8,1310,344,36,14,8,0,406,141,0,9,4,0,158,3616,393,263,41,28,4347,156,19,8,7,11,194,7607,971,673,70,53,9360,97,4,3,4,6,121,252,37,26,30,20,365,9814,1116,739,232,95,11991
SED54605,4665,355,119,3,0,5139,4215,298,121,0,0,4642,1105,254,106,0,0,1468,33,61,24,0,0,125,716,171,67,0,0,957,12,21,0,0,0,34,53,17,0,0,0,65,37,9,3,0,0,48,1963,530,205,0,5,2706,47,85,0,0,0,129,170,41,9,0,0,217,11063,1306,449,3,11,12834
SED54705,4361,418,144,86,3,5009,4453,215,136,10,3,4822,1469,453,325,4,0,2253,171,134,94,0,0,394,986,205,112,8,0,1314,13,12,27,0,0,52,165,32,21,18,0,232,41,13,14,3,0,77,2849,853,594,34,5,4321,48,36,9,4,0,88,291,90,40,5,3,428,11996,1609,914,138,10,14672
SED54804,2709,1329,163,0,3,4215,3372,2194,202,0,16,5785,990,1703,445,0,5,3145,215,446,91,0,3,754,626,748,151,0,0,1530,18,55,17,0,0,91,45,52,15,0,0,110,34,39,3,0,0,76,1932,3039,727,4,9,5713,37,92,45,0,0,183,186,174,38,0,0,404,8239,6835,1178,4,39,16295
SED54905,2930,1485,317,0,13,4743,2606,1381,328,3,10,4324,811,1544,744,0,6,3109,310,198,128,0,0,633,496,746,248,0,10,1504,19,37,14,0,0,70,49,31,14,0,12,115,37,43,7,0,0,90,1724,2601,1162,0,29,5512,101,87,51,0,3,247,155,114,57,0,4,328,7508,5672,1911,9,58,15154
SED55005,3572,204,26,3,3,3804,8444,442,11,0,3,8902,1389,269,14,0,3,1673,85,4,0,0,0,82,689,73,3,0,0,773,5,0,0,0,0,8,60,3,0,0,0,65,24,10,0,0,0,34,2260,352,15,3,5,2636,50,45,28,0,0,122,203,23,0,0,0,233,14531,1071,71,4,10,15695
