SED_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED24504,30,324,2156,8596,6249,1110,222,394,19073,3,123,341,207,23,0,0,21,723,0,0,10,15,0,0,0,0,21,3,121,350,217,23,0,3,21,744,0,30,102,43,3,0,0,6,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36,106,48,5,0,0,6,198,8,39,32,27,11,3,4,14,141,0,8,32,43,21,3,3,25,130,39,527,2670,8936,6313,1113,235,458,20288
SED24606,3,48,922,3700,3510,1208,249,142,9781,3,137,1214,941,111,4,3,38,2461,4,37,552,1172,338,34,9,37,2177,6,172,1759,2107,455,41,13,79,4632,45,850,2227,606,36,10,3,88,3856,29,903,1794,251,9,17,0,62,3067,12,360,466,129,7,0,0,31,1008,0,0,0,0,0,0,0,0,3,88,2117,4483,990,53,23,3,181,7936,19,90,68,22,3,0,0,5,209,3,7,22,23,14,3,3,5,81,116,2439,7258,6842,4032,1277,268,415,22641
SED24703,6,68,471,734,292,81,28,57,1723,12,305,1976,1257,271,46,9,90,3963,16,193,1434,2217,714,164,36,114,4898,26,501,3407,3467,990,216,45,205,8861,45,418,654,266,45,3,26,41,1507,130,1160,1942,436,30,4,5,84,3797,1502,10681,15406,2560,169,15,34,900,31282,0,9,10,3,0,0,0,0,19,1688,12264,18013,3263,248,21,74,1035,36604,11,26,51,32,11,0,0,51,189,12,100,165,37,16,3,5,38,378,1739,12959,22104,7536,1557,328,155,1381,47756
SED24808,29,122,995,11577,8630,943,202,560,23053,7,185,898,1088,432,23,8,105,2739,0,6,68,220,51,9,3,4,369,11,195,962,1309,479,32,4,105,3106,0,54,33,29,3,0,0,5,131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,33,35,6,0,0,8,137,4,15,9,14,0,0,0,0,49,0,8,8,19,14,0,0,12,63,39,406,2009,12947,9129,983,211,685,26407
SED24904,39,250,2204,11180,4895,605,110,560,19853,8,130,894,543,21,0,0,85,1678,0,0,22,37,3,0,0,0,66,8,133,916,581,22,0,0,81,1737,17,278,721,100,4,0,3,93,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,17,283,721,100,4,0,3,93,1220,35,118,69,38,4,0,0,27,296,0,6,28,51,23,3,3,20,133,106,797,3927,11949,4958,611,117,780,23241
SED25003,19,47,766,8924,6762,776,108,339,17737,4,29,580,1068,456,27,4,43,2220,0,3,259,742,280,43,3,28,1362,5,34,841,1813,743,71,8,67,3584,0,13,92,33,3,0,0,10,152,0,47,98,18,0,0,0,10,174,0,3,24,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,61,218,48,4,3,0,19,353,0,0,0,0,0,0,0,3,6,0,0,10,3,10,0,0,0,25,24,143,1829,10795,7515,853,121,429,21703
SED25102,30,260,1753,8586,6049,1412,304,280,18669,0,82,189,108,21,7,0,17,429,0,26,19,37,4,0,0,0,85,3,110,207,143,24,7,0,16,514,0,17,32,22,4,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,31,22,6,3,0,0,78,0,3,4,4,6,0,0,0,25,0,11,21,15,15,3,6,5,76,34,396,2021,8776,6098,1421,304,307,19364
SED25205,7,74,1217,6577,4501,805,118,211,13512,6,198,1756,1287,133,9,9,82,3480,0,28,334,1070,317,39,5,15,1812,7,223,2089,2365,452,46,15,91,5289,24,520,2196,1012,74,13,4,123,3970,3,45,228,22,13,0,0,3,315,0,0,17,0,0,0,0,0,20,0,3,0,5,0,0,0,4,13,25,570,2442,1033,91,12,4,135,4314,3,10,23,18,5,0,0,3,68,0,5,26,38,11,6,0,4,95,47,891,5804,10029,5063,869,134,445,23276
SED25302,8,81,1254,7974,6633,1372,232,298,17844,0,25,523,545,53,3,0,36,1187,0,4,80,428,84,8,0,14,611,0,27,605,974,138,11,0,44,1804,5,190,1262,693,26,0,0,87,2273,0,19,19,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,205,1287,698,28,3,3,92,2318,5,29,71,8,0,0,0,15,128,0,3,10,19,9,0,0,6,53,16,347,3217,9676,6810,1381,233,447,22143
SED25402,25,167,2079,12648,5483,732,118,506,21766,28,296,571,155,16,0,3,55,1122,0,12,45,35,3,0,0,5,97,28,310,618,186,17,3,3,57,1220,14,291,734,108,4,0,3,69,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,294,734,108,4,0,3,69,1223,3,30,37,10,0,0,0,9,92,0,10,20,12,10,0,3,37,97,71,809,3483,12977,5514,736,127,684,24396
SED25501,14,70,1022,6924,5825,1645,284,271,16051,0,11,324,525,234,42,6,26,1167,3,0,42,376,245,27,0,6,701,4,11,369,895,477,64,9,37,1864,0,49,870,1579,365,25,5,39,2933,0,35,108,25,0,0,0,7,172,4,51,35,7,3,0,0,0,97,0,0,0,0,0,0,0,0,0,10,129,1008,1609,370,25,7,49,3197,0,0,0,6,0,0,0,3,14,0,3,7,18,15,6,0,11,56,28,218,2406,9451,6683,1735,296,366,21182
SED25605,22,68,1037,8221,5882,1225,211,365,17028,3,192,698,413,76,10,3,76,1475,0,0,143,749,153,11,4,25,1084,3,192,838,1166,229,25,9,104,2565,3,270,580,254,17,3,0,35,1166,0,59,169,26,8,3,3,21,286,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,5,327,746,285,32,7,3,60,1467,16,60,8,0,3,0,0,4,96,0,4,17,10,4,0,0,7,37,39,652,2652,9676,6145,1262,222,538,21192
SED25704,35,244,2374,11298,5491,743,133,545,20873,6,186,609,149,8,0,0,54,1018,0,3,5,9,0,0,0,0,27,6,188,614,157,12,0,3,59,1040,0,231,569,72,0,0,4,65,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,233,568,72,0,0,4,62,950,21,77,39,34,10,0,0,18,201,3,6,24,66,39,3,0,15,155,68,750,3615,11627,5554,747,148,699,23216
SED25802,24,215,2239,11019,6763,945,206,481,21884,0,167,729,207,15,0,3,61,1179,0,26,8,10,0,0,0,0,52,0,192,737,221,14,0,3,62,1233,0,163,725,111,9,0,0,47,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,725,111,10,0,0,47,1056,20,67,51,22,4,3,0,15,183,0,3,20,39,14,6,0,12,101,41,636,3775,11405,6811,959,206,623,24457
SED25905,30,69,927,9548,6405,1190,243,443,18855,0,28,374,462,179,17,3,29,1095,0,5,58,294,170,61,7,16,601,0,28,431,756,349,73,8,44,1693,0,6,161,61,9,0,0,8,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,160,61,9,0,0,8,245,3,51,43,3,5,0,0,10,115,3,0,3,14,0,3,0,3,29,38,160,1570,10382,6764,1268,253,503,20937
SED26005,45,54,556,9621,10057,1325,174,452,22285,0,7,170,380,207,21,4,24,814,0,0,62,252,78,12,0,3,406,0,7,229,638,282,32,4,24,1218,0,5,24,25,3,0,0,3,56,0,17,0,0,0,0,0,0,20,0,0,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,4,0,21,32,31,3,0,0,3,91,0,0,14,11,0,0,0,0,26,0,4,3,4,3,0,0,5,25,42,83,832,10304,10348,1359,179,489,23643
SED26102,27,226,3046,10861,4870,921,179,602,20732,0,101,821,411,37,4,0,75,1445,0,0,136,289,81,9,0,13,523,0,106,954,700,115,18,3,83,1973,0,43,154,76,11,0,0,30,319,0,0,11,7,0,0,0,0,13,0,0,3,9,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,50,168,83,14,3,3,31,356,17,98,98,21,3,0,0,20,267,3,7,34,32,12,0,0,4,89,45,483,4302,11689,5016,941,184,749,23407
SED26207,15,67,1109,8940,4636,832,97,333,16025,3,61,829,984,81,10,5,61,2035,3,14,413,1337,460,55,4,45,2335,3,76,1241,2320,537,66,10,112,4367,11,65,349,293,14,0,0,16,742,0,21,11,0,3,0,0,0,35,0,33,14,6,0,0,0,0,49,0,5,3,4,0,0,0,0,8,11,123,372,299,13,0,0,16,838,3,3,27,59,27,3,3,4,127,0,3,8,25,9,0,0,9,57,35,269,2763,11640,5224,902,114,475,21415
SED26303,12,119,2633,6623,2483,448,88,279,12680,3,226,1656,1011,134,18,6,64,3118,18,487,1169,1114,189,19,6,46,3043,21,710,2820,2129,326,32,9,115,6160,17,1672,1681,184,14,4,5,103,3683,6,237,369,85,4,0,0,14,702,22,511,858,71,4,0,0,43,1504,0,0,0,0,0,0,0,0,3,48,2412,2901,338,19,4,5,167,5895,0,28,85,38,6,4,0,4,167,0,16,39,21,12,4,0,7,101,81,3286,8475,9156,2847,490,98,573,25011
SED26406,14,107,1678,6737,3321,749,205,262,13077,20,257,2391,1188,139,22,9,99,4119,3,46,407,1221,370,58,29,52,2190,26,299,2802,2418,510,77,31,147,6313,34,1791,2037,377,56,11,10,118,4425,13,199,501,21,0,0,0,12,757,22,512,704,20,0,0,3,22,1287,0,0,0,0,0,0,0,0,0,67,2503,3244,421,58,7,15,149,6463,0,3,15,11,3,0,0,0,35,0,18,26,32,9,3,3,20,109,106,2930,7769,9615,3901,842,253,578,25994
SED26504,34,219,2256,10378,5133,658,126,533,19347,8,220,848,160,17,3,3,73,1341,0,22,30,30,6,0,0,0,93,8,243,881,195,26,5,3,78,1434,3,117,275,51,9,0,5,43,500,7,3,6,0,0,0,0,0,15,0,6,8,6,4,0,0,0,28,0,0,3,0,0,0,0,0,3,8,128,288,56,12,0,4,43,545,16,44,40,21,16,0,3,5,139,6,19,43,44,28,7,0,12,164,75,666,3506,10689,5207,675,138,674,21630
SED26603,15,113,2771,9576,3353,509,107,387,16822,11,237,2304,817,47,9,14,132,3570,14,116,2111,1895,274,17,5,103,4553,26,349,4421,2717,327,28,21,232,8120,30,243,813,176,3,0,0,43,1314,0,48,172,13,0,0,0,5,239,6,158,225,10,4,0,0,8,407,0,0,7,5,0,0,0,3,23,33,451,1219,206,9,0,0,57,1976,0,9,34,24,6,0,0,7,79,4,10,29,42,14,3,4,5,103,75,925,8471,12562,3706,543,130,687,27103
SED26708,35,318,2397,10817,5631,779,192,492,20669,4,158,359,103,6,3,0,37,685,0,4,18,21,3,0,0,0,53,4,162,380,130,13,4,3,40,735,0,72,118,46,8,4,3,19,265,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,126,49,8,4,3,19,275,7,45,32,33,10,3,0,13,147,3,8,28,65,29,3,8,16,158,48,614,2963,11092,5690,794,211,581,21983
SED26806,3,76,719,1257,673,189,48,67,3028,3,108,1530,1172,156,21,4,71,3075,4,64,719,1218,278,40,0,45,2363,6,179,2252,2390,432,59,9,117,5437,54,1002,2133,456,50,9,6,94,3796,143,3595,4670,652,22,0,11,227,9322,240,4573,5649,1462,54,9,9,300,12299,3,12,14,0,0,0,0,3,34,437,9179,12465,2571,124,25,26,622,25448,3,43,43,18,4,0,0,6,118,4,23,38,16,7,3,3,21,117,455,9503,15511,6256,1245,275,80,829,34152
SED26903,34,249,3441,8867,2543,439,117,479,16175,11,731,3086,990,68,10,7,179,5081,11,152,1172,896,76,7,3,72,2385,24,883,4261,1885,145,16,8,250,7469,10,303,600,88,12,4,0,44,1060,43,173,134,16,0,0,0,11,371,9,65,216,11,0,0,0,5,303,0,0,0,0,0,0,0,0,0,62,542,950,113,8,4,0,58,1734,0,15,72,33,8,0,0,3,132,0,11,28,21,8,0,0,7,76,118,1696,8746,10913,2716,466,127,801,25582
SED27003,4,231,1303,1718,606,103,31,95,4101,10,320,3291,1947,426,40,12,128,6171,10,188,1631,2361,564,102,24,135,5012,16,503,4921,4312,987,145,32,261,11185,86,1039,1283,321,38,3,6,102,2882,56,1542,1469,388,18,3,0,92,3568,128,2535,4537,1013,31,0,4,239,8497,0,3,3,3,0,0,0,0,4,268,5122,7296,1730,86,7,13,440,14952,3,27,60,61,11,4,3,8,174,5,39,51,34,8,0,3,18,166,297,5931,13634,7849,1700,266,86,824,30580
SED27101,21,178,3287,8860,4429,799,146,320,18032,16,326,1754,938,65,6,10,105,3219,0,53,290,607,79,3,0,14,1049,21,375,2045,1542,148,13,11,122,4264,0,32,195,47,4,3,0,9,290,0,34,194,4,0,0,0,8,236,3,141,171,17,0,0,0,6,330,0,0,8,3,0,0,0,0,10,3,209,561,69,5,3,0,21,865,0,4,10,7,4,0,0,0,20,0,3,28,22,5,0,0,7,68,42,761,5929,10500,4589,812,154,474,23257
SED27208,62,459,3444,11909,5044,697,185,599,22404,10,170,316,74,12,6,4,66,660,0,0,0,3,0,0,0,0,9,10,170,320,81,12,6,4,66,670,15,124,223,41,5,0,0,40,448,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,124,224,41,5,4,0,45,457,54,154,100,212,82,15,5,28,640,6,9,30,85,13,8,5,12,170,147,920,4112,12320,5160,725,205,749,24335
SED27305,15,51,384,7221,7049,1380,197,236,16534,3,12,331,153,14,3,0,26,539,0,3,82,215,29,4,0,10,338,3,19,415,372,42,5,0,27,880,0,11,154,65,0,0,0,7,232,0,13,32,0,0,0,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,182,62,0,0,0,11,279,0,0,7,53,42,8,0,6,119,0,0,0,4,5,0,0,0,15,19,88,994,7707,7134,1393,200,286,17824
SED27406,5,51,1390,5496,4256,1004,111,202,12524,6,309,2378,1122,81,4,3,90,4003,3,47,394,1403,445,38,3,47,2378,6,356,2776,2528,525,44,10,136,6378,8,355,871,212,17,3,0,40,1503,4,154,374,65,3,0,0,17,617,11,296,543,38,0,0,0,13,906,0,3,0,0,0,0,0,0,3,26,807,1792,313,20,3,0,65,3028,0,20,96,29,6,0,0,3,149,0,11,26,28,20,3,0,8,97,44,1240,6074,8391,4825,1057,125,419,22169
SED27504,39,226,2374,11947,5849,717,115,576,21833,10,339,1330,302,56,7,0,124,2167,0,6,45,28,9,3,0,7,96,10,348,1371,329,63,5,4,129,2259,3,71,188,25,0,0,0,24,322,0,10,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,198,28,0,0,0,26,348,36,150,77,32,9,5,0,36,345,0,5,12,21,14,3,0,7,63,88,815,4034,12359,5932,727,117,770,24856
SED27608,18,128,1580,9906,7927,1147,253,324,21292,8,196,1024,366,89,10,6,45,1733,0,46,102,273,53,3,0,10,483,8,236,1125,638,137,11,6,48,2215,7,63,36,16,0,0,0,14,147,0,14,7,4,0,0,0,0,27,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,78,50,22,0,0,0,15,180,0,3,9,32,48,10,7,5,119,0,0,11,23,11,0,0,3,55,33,452,2776,10623,8134,1172,265,398,23854
SED27708,28,213,2372,11116,5243,802,181,459,20407,9,199,963,192,27,5,3,64,1456,0,16,152,153,19,3,0,9,352,9,215,1116,344,41,7,3,70,1813,3,139,513,80,5,0,3,79,829,0,51,8,12,3,0,0,5,82,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,198,531,91,9,0,3,86,924,16,36,66,40,13,0,4,7,175,0,8,35,39,17,4,7,11,118,65,659,4113,11629,5323,817,196,645,23443
SED27807,55,135,1572,11870,3770,631,128,655,18812,11,127,836,1024,128,17,0,100,2244,3,18,354,547,165,48,3,56,1190,13,140,1194,1566,298,61,3,158,3436,13,360,964,422,28,5,0,84,1874,0,25,37,3,0,0,0,3,67,3,29,59,5,0,0,0,3,102,0,11,12,8,0,0,0,0,28,16,424,1074,439,28,5,3,89,2072,0,3,11,22,14,0,3,23,81,0,3,23,27,5,0,0,15,71,87,702,3872,13926,4108,699,141,934,24472
SED27907,15,58,692,9881,6358,945,159,314,18422,5,86,861,464,21,0,0,44,1480,0,4,98,289,16,0,3,16,427,5,84,954,757,40,0,3,62,1907,8,77,497,342,15,0,0,27,954,0,8,29,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,86,523,342,15,0,0,31,997,0,0,0,5,3,0,0,0,10,0,3,5,14,8,0,0,4,28,28,237,2182,10998,6413,942,163,409,21372
SED28007,34,24,375,7640,8994,1172,169,360,18765,3,13,525,1156,305,16,3,47,2065,3,7,97,896,177,32,0,30,1242,7,15,626,2047,484,44,3,76,3306,7,123,52,104,3,0,0,12,304,0,13,45,8,0,0,0,3,71,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,137,96,116,3,0,0,21,380,0,0,0,3,3,0,0,0,5,0,0,6,16,8,4,0,0,40,47,170,1105,9823,9497,1224,168,456,22492
SED28107,40,48,383,9728,10964,1050,107,500,22824,5,16,626,1903,1136,67,13,77,3852,0,3,141,363,183,33,6,17,754,5,22,770,2274,1324,98,18,94,4605,0,36,415,294,11,6,0,28,790,0,6,13,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,431,294,10,6,0,32,818,3,20,10,3,0,0,0,3,40,0,4,5,12,5,0,0,8,32,54,132,1601,12303,12309,1152,128,638,28323
SED28203,48,121,869,11387,5616,656,123,520,19338,4,82,594,430,42,5,0,42,1200,7,12,251,521,41,4,0,11,849,11,94,842,948,85,13,0,54,2048,3,79,495,252,8,0,0,24,864,0,29,10,0,0,0,0,0,41,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,111,503,253,7,3,0,20,912,0,0,0,14,0,0,0,0,16,0,0,14,18,9,4,0,9,55,62,331,2232,12620,5717,669,123,613,22368
SED28301,13,88,645,5780,7225,1800,363,241,16158,0,69,449,564,63,4,0,41,1199,0,5,119,753,371,39,0,21,1312,3,72,570,1319,433,47,3,63,2509,0,93,244,311,22,0,0,23,698,0,35,134,12,3,0,0,6,187,0,19,72,3,4,0,0,3,107,0,0,0,0,0,0,0,0,0,0,145,455,330,20,0,0,33,986,3,9,4,3,0,0,0,0,25,0,0,3,15,16,3,3,47,86,17,319,1678,7446,7699,1847,366,391,19760
SED28408,13,145,2206,9862,4798,617,88,381,18111,4,463,1062,746,163,12,9,86,2546,0,19,115,169,86,9,4,6,414,11,480,1176,914,247,25,6,94,2957,8,256,414,96,9,3,3,33,815,0,17,31,12,0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,269,445,114,7,3,3,34,885,0,3,8,10,11,0,0,3,34,0,20,17,26,11,3,0,12,89,31,919,3857,10925,5078,643,104,523,22074
SED28507,30,101,1147,11706,6266,683,111,447,20499,9,127,1050,856,125,12,3,65,2242,0,4,82,297,45,6,0,8,449,9,125,1135,1159,173,18,3,76,2699,0,14,181,109,5,0,0,7,317,0,0,12,0,0,0,0,0,14,0,10,40,5,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,25,234,119,5,0,0,9,386,11,33,17,10,0,0,0,4,77,0,0,5,7,11,0,0,3,32,51,290,2548,12997,6452,703,115,544,23697
SED28607,15,161,3221,9699,2988,525,80,314,16989,6,281,1203,882,89,13,3,64,2535,4,69,938,2121,549,51,8,55,3804,11,352,2139,3006,633,65,11,125,6334,12,562,1159,186,8,3,3,74,2011,0,158,275,21,0,0,0,5,458,22,107,105,30,0,0,0,14,274,0,0,3,0,0,0,0,0,5,35,821,1538,230,15,3,3,98,2746,8,41,69,48,16,4,3,9,191,3,24,27,38,13,0,3,11,114,68,1396,6997,13014,3665,591,95,547,26380
SED28704,13,103,825,8791,11530,1358,250,368,23237,8,47,259,465,301,13,3,28,1126,0,10,130,396,96,7,0,8,652,12,58,395,868,395,24,4,33,1782,0,8,68,77,0,0,0,5,158,0,0,37,3,0,0,0,0,47,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,103,80,7,0,0,9,205,0,8,4,0,7,0,0,0,21,0,3,14,23,14,3,0,4,58,26,176,1339,9762,11955,1383,254,409,25299
SED28803,46,70,599,9878,10070,1287,225,450,22619,5,16,362,685,211,9,0,30,1312,0,23,318,572,88,4,0,21,1034,6,37,677,1255,300,18,3,53,2354,0,0,119,88,8,0,0,5,221,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,115,90,6,0,0,5,221,0,32,36,10,3,0,0,8,91,0,0,3,16,13,0,0,3,35,50,134,1438,11242,10397,1308,233,518,25324
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,17,46,281,4394,10988,1519,356,284,17891,0,23,775,1068,68,3,0,46,1977,3,5,224,1151,100,11,0,33,1526,3,28,995,2217,166,14,0,77,3505,0,0,21,38,6,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,37,13,0,0,0,74,9,34,12,7,6,0,3,3,70,0,3,4,13,23,0,0,4,46,32,112,1319,6670,11186,1539,363,378,21590
SED30002,14,47,335,5631,7873,1301,236,252,15685,4,29,114,129,5,4,0,9,288,0,7,169,747,86,0,0,21,1028,9,28,280,872,92,4,0,32,1320,7,40,49,25,3,0,0,6,132,0,0,57,14,0,0,0,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,43,103,40,4,3,0,8,214,18,32,3,7,3,3,0,3,63,0,0,4,30,11,3,0,3,49,46,150,728,6579,7981,1311,237,305,17325
SED30003,10,72,985,5348,4575,1560,306,172,13029,0,17,53,43,5,0,0,3,120,0,15,242,482,28,0,0,9,779,0,39,290,527,33,0,0,12,898,14,257,471,225,11,3,0,30,1008,7,34,670,139,8,3,3,17,877,21,22,113,28,0,0,0,6,202,0,0,0,0,0,0,0,0,3,34,321,1257,396,25,9,7,51,2089,0,6,3,0,3,0,0,9,18,0,9,5,10,11,3,0,27,65,53,440,2541,6282,4646,1572,305,266,16100
SED30004,4,53,386,4434,6293,1521,275,200,13169,7,239,355,279,8,0,0,53,940,3,0,153,891,131,3,0,21,1209,9,242,506,1166,141,3,0,75,2142,10,36,64,31,5,0,0,8,152,0,0,6,0,7,0,0,0,8,0,6,54,11,0,0,0,3,76,0,0,0,0,0,0,0,0,0,10,48,120,38,12,0,0,11,239,39,94,18,3,3,0,0,12,175,8,4,3,6,11,0,0,9,46,72,443,1032,5647,6456,1531,280,304,15766
