SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED51201,0,0,0,4,4,3,3,0,0,16,0,0,0,5,4,7,7,4,0,17,0,3,3,21,3,9,5,0,0,44,4,0,9,34,23,33,14,20,13,150,86,168,132,393,226,294,228,139,68,1731,1040,2094,1392,3730,2286,2595,1912,1066,447,16558,0,0,7,17,4,0,0,0,0,31,1882,3787,2586,5428,3322,3777,2681,1392,518,25371,0,0,0,39,4,0,0,0,0,43,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,104,18,10,4,0,0,0,140,0,0,0,3,0,4,0,3,0,11,0,0,0,5,0,3,3,0,0,13,0,20,33,191,334,407,461,204,57,1702,0,0,0,0,3,3,0,0,0,7,0,0,0,6,0,3,4,0,0,19,0,0,3,21,17,13,77,13,6,155
SED51304,0,8,12,43,15,8,4,0,0,93,0,4,6,3,9,8,7,0,3,38,0,4,3,40,24,23,9,5,0,105,7,106,88,526,118,83,36,31,24,1032,37,76,97,332,124,137,110,99,68,1070,1073,2834,2427,5611,3026,2297,1684,1353,747,21059,0,0,5,9,4,0,0,0,0,21,1987,4828,3693,5239,3342,2563,1725,1423,664,25475,0,5,0,32,5,3,3,0,0,52,0,0,0,14,4,3,6,3,0,34,0,0,0,0,0,0,0,0,0,4,4,30,15,65,45,32,8,7,4,208,0,6,3,14,3,4,0,0,0,35,19,49,65,265,92,63,47,18,13,629,0,0,3,11,8,15,7,10,4,61,0,3,3,11,4,9,7,10,3,48,27,180,201,581,616,418,374,203,115,2713,0,0,0,0,11,6,0,3,0,24,3,34,11,66,15,6,4,4,3,140,0,7,15,55,47,24,38,13,10,215
SED51405,0,3,8,28,11,5,0,0,3,63,0,7,0,13,9,10,0,4,0,41,0,7,17,43,14,13,3,0,0,97,10,44,92,458,198,172,104,38,20,1143,99,135,168,485,205,155,101,66,35,1454,1911,3078,3085,8202,3244,2475,1380,766,301,24438,0,0,3,3,0,0,0,0,0,12,3458,4899,4283,8682,3164,2293,1095,576,189,28637,0,0,3,23,3,0,0,0,0,31,0,0,13,70,48,38,10,8,0,192,0,0,0,4,0,0,0,0,0,3,0,7,17,42,21,11,6,0,0,104,0,0,3,21,16,12,5,0,0,57,11,62,93,404,107,59,12,8,0,757,0,3,23,111,99,159,139,126,16,671,0,3,0,11,0,0,12,5,0,37,30,159,195,874,669,507,371,193,52,3048,0,0,0,13,8,8,0,0,0,26,0,0,5,39,21,7,3,0,0,74,0,0,11,50,19,16,35,9,14,163
SED51506,0,0,3,9,5,3,0,0,0,18,0,3,0,3,9,6,7,0,3,39,0,14,28,55,26,17,4,0,0,140,0,6,7,68,42,34,15,8,3,188,76,156,130,356,225,198,150,105,48,1443,1341,3038,2438,5184,2957,2450,1672,844,309,20225,0,0,3,0,0,0,0,0,0,3,2561,5234,4123,7281,3857,3378,2255,988,308,29972,0,0,0,11,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,6,0,3,49,0,0,0,6,4,0,3,0,0,12,0,3,3,25,5,7,3,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,11,93,90,348,526,427,405,209,67,2186,0,0,0,0,0,0,0,0,0,8,0,0,4,10,9,0,6,0,0,29,0,0,6,20,16,26,76,8,0,152
SED51604,0,4,3,11,6,3,0,0,0,33,0,3,4,4,15,7,6,0,0,44,0,0,14,31,29,22,14,0,3,109,16,42,76,252,99,67,56,18,15,639,41,103,132,384,190,173,168,147,118,1470,762,2398,2408,4520,2870,2513,2111,1209,768,19563,0,0,3,0,0,0,0,0,0,3,1396,3719,3561,4901,3064,2827,2502,1365,682,24012,0,0,0,18,3,0,0,0,0,26,0,0,0,5,9,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,3,20,24,69,41,35,12,4,3,220,0,6,3,16,3,5,3,4,0,42,0,40,126,99,59,23,28,13,3,394,0,0,0,5,3,11,7,4,5,48,0,0,0,0,0,3,6,0,5,20,38,255,206,624,661,504,496,232,119,3119,0,0,0,5,7,0,0,0,0,14,5,18,19,83,17,10,0,0,0,158,0,5,15,61,31,23,51,22,13,220
SED51702,0,4,0,20,6,0,0,0,0,34,0,3,4,22,24,17,13,7,0,87,0,13,29,114,25,11,4,3,0,202,14,76,70,321,107,81,41,14,8,731,121,202,166,467,229,164,125,53,12,1533,2677,4346,3779,10152,3957,3095,1876,678,233,30798,0,0,11,23,3,6,0,0,0,39,5139,7093,5499,11182,3857,3059,1762,533,194,38322,0,9,0,37,6,3,0,0,0,54,0,0,0,4,3,0,5,0,0,15,0,0,0,7,0,0,0,0,0,12,0,9,18,42,23,29,8,3,0,130,0,0,0,11,3,6,0,0,0,22,7,26,50,274,60,42,3,8,4,477,0,0,0,15,8,10,4,5,4,45,0,0,0,6,3,3,7,0,0,24,16,199,337,1159,1570,1191,972,431,90,5962,0,0,5,13,9,0,0,0,0,24,0,3,6,31,17,4,12,5,3,79,0,4,3,34,30,21,50,23,6,172
SED51806,3,0,3,21,7,3,0,0,0,32,0,8,11,27,19,17,16,9,3,114,0,0,3,27,15,9,8,5,0,70,6,22,22,96,64,39,45,21,16,328,57,106,98,264,131,217,253,122,50,1299,1059,2344,2159,4411,2744,2995,3042,1507,515,20772,0,0,0,0,0,0,0,0,0,0,1937,3834,3296,5386,3081,3479,3469,1723,550,26751,0,4,0,9,0,3,0,0,0,14,0,0,0,3,0,3,3,0,0,10,0,0,0,5,3,0,0,0,0,9,5,11,4,17,16,12,12,9,3,73,0,0,3,0,3,3,0,0,0,13,0,0,6,32,21,4,5,0,0,71,0,0,0,0,3,0,10,10,0,29,0,0,0,3,0,3,4,0,0,16,20,283,334,706,948,780,1107,632,164,4977,0,0,0,3,5,0,0,0,0,8,0,3,0,7,3,0,6,3,0,28,0,0,5,25,24,23,86,16,3,186
SED51903,0,0,0,14,0,0,0,0,0,14,0,3,0,5,8,3,5,0,0,26,0,23,15,79,27,20,3,0,0,169,0,33,26,141,51,30,20,6,3,315,155,322,317,836,396,361,199,108,45,2742,1915,3633,2980,7488,3459,2766,1551,792,285,24864,0,3,0,14,0,0,0,0,0,18,3480,5778,4615,9652,4685,3796,2267,1023,284,35585,0,3,0,12,4,0,0,0,0,18,0,0,0,5,0,3,4,0,0,6,0,5,0,7,0,0,0,0,0,8,0,4,6,33,16,11,3,3,0,73,0,0,0,8,5,6,0,3,0,26,4,4,46,101,18,13,0,0,0,189,0,0,0,3,3,20,9,7,0,44,0,0,0,6,0,3,0,0,0,14,10,39,44,314,355,333,242,120,35,1494,0,17,9,60,10,14,3,0,0,108,0,0,0,14,9,3,0,0,0,32,0,0,4,42,26,24,52,14,10,168
SED52002,0,4,3,30,11,4,0,0,0,53,0,0,3,3,7,16,10,5,4,46,0,7,16,38,24,12,3,0,0,105,8,38,46,201,83,58,45,22,5,513,76,99,125,375,160,166,149,68,29,1246,1474,2733,2613,6470,2703,2442,1727,941,294,21385,0,19,107,189,31,19,4,3,0,369,2768,4379,3870,7473,2978,2645,1635,743,193,26677,0,18,12,89,12,8,3,0,0,147,0,0,0,10,3,3,0,0,0,20,0,0,0,24,12,11,9,0,0,56,0,0,0,17,5,4,4,0,0,35,0,8,0,15,14,4,3,0,0,50,3,23,38,229,56,30,14,0,0,392,0,0,0,3,4,4,7,0,3,28,0,0,0,8,5,0,4,3,3,24,3,74,89,411,602,555,579,426,108,2855,0,0,4,9,4,0,8,0,0,20,0,0,0,14,3,8,6,4,0,35,0,0,5,26,16,17,57,16,8,150
SED52105,0,4,0,23,4,3,0,0,0,33,3,0,0,24,11,9,9,8,0,64,0,0,0,21,17,14,0,0,0,46,7,32,35,274,102,113,75,55,21,710,57,114,155,536,254,236,191,170,175,1878,1055,2118,2113,6077,3128,2753,1987,1244,648,21124,0,0,0,6,0,0,0,0,0,6,1907,3543,3232,6744,3571,3102,1791,863,328,25080,0,0,0,0,3,0,4,0,0,12,0,0,0,10,5,23,10,4,0,62,0,0,0,3,0,0,0,0,0,3,0,4,12,86,32,16,11,5,3,171,0,3,0,24,14,10,3,0,3,63,0,3,20,41,20,13,4,5,0,113,0,0,0,21,21,30,53,64,32,222,0,0,0,7,0,8,6,7,6,38,19,127,129,1029,822,605,537,251,81,3588,0,0,0,3,0,0,0,0,0,12,3,6,15,143,25,10,7,4,0,207,3,18,5,116,35,31,45,8,5,276
SED52201,0,3,6,17,6,11,3,0,0,47,0,0,4,3,12,8,0,0,0,34,0,9,10,31,12,8,0,0,0,65,0,6,14,61,39,18,28,12,11,190,99,180,197,392,233,199,165,101,30,1597,1259,2680,2393,4854,2806,2351,1606,925,354,19237,0,0,0,0,0,0,0,0,0,0,2256,4610,4065,7126,3881,3401,2192,1185,430,29147,0,3,0,7,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,4,20,14,8,0,0,0,54,0,0,0,0,0,3,0,0,0,7,0,3,7,22,17,3,0,0,0,51,0,0,0,0,0,6,3,5,0,9,0,5,0,3,0,0,3,0,0,14,3,62,69,228,404,306,275,171,53,1578,0,4,4,13,10,3,3,0,0,36,0,3,0,6,8,3,3,0,0,28,0,12,3,28,33,14,31,13,3,139
SED52304,3,22,95,505,200,183,65,35,8,1114,0,0,3,4,8,9,7,4,0,35,0,12,18,52,23,16,3,0,0,124,4,72,169,533,214,103,66,25,15,1212,63,140,139,322,164,134,125,62,39,1179,1775,3441,3217,7445,3237,2291,1677,889,362,24330,0,15,53,158,39,25,5,3,0,298,3324,5631,4382,7146,2743,1807,1288,672,218,27212,0,0,5,21,0,9,9,0,0,47,0,0,18,84,59,25,13,0,0,206,0,0,13,62,23,20,10,3,3,140,0,5,10,37,5,12,4,0,0,67,0,0,4,7,3,10,4,3,0,31,3,13,33,231,58,49,21,3,4,413,0,0,8,43,23,34,32,21,4,172,0,24,13,28,10,16,15,12,4,118,19,135,181,624,593,401,385,235,74,2642,0,0,0,6,3,0,3,6,0,11,0,3,0,20,5,8,7,3,0,48,0,4,14,31,17,7,44,13,7,125
SED52402,0,5,11,56,5,9,6,0,0,89,0,0,0,3,5,7,9,10,0,36,3,3,7,34,13,6,4,4,0,68,4,46,69,251,80,76,48,23,11,606,93,136,146,415,148,192,123,107,55,1407,1437,2633,2587,5979,2551,2498,1824,1109,421,21043,3,24,112,233,41,20,8,0,0,437,2597,3979,3548,5786,2382,2241,1500,743,275,23048,3,3,14,66,11,5,0,0,0,95,0,0,0,11,7,3,0,0,0,27,0,0,3,19,6,0,3,0,0,31,0,7,3,14,9,11,0,0,0,40,0,0,0,17,4,10,6,0,0,37,11,62,83,380,130,44,18,10,8,732,0,0,0,3,3,3,13,5,4,34,0,14,0,13,3,9,10,3,0,47,3,37,66,357,598,686,680,518,161,3101,0,7,4,9,5,4,3,0,0,43,0,0,3,9,12,4,3,5,0,33,0,0,5,22,22,28,43,26,5,154
SED52504,0,0,3,17,12,6,3,0,0,40,0,13,5,16,22,13,14,3,0,84,0,3,17,34,36,25,18,9,0,147,0,29,29,131,96,95,52,29,9,467,24,71,70,168,97,109,105,40,21,701,893,2228,2050,3897,2633,2597,1815,702,288,17095,0,0,0,5,0,0,0,0,0,9,1649,3643,3174,4577,2593,2558,1834,602,235,20861,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,6,0,0,29,0,0,0,0,3,0,0,0,0,3,5,19,9,27,14,19,5,4,0,115,0,3,0,5,3,8,0,0,0,15,3,13,11,60,32,20,7,5,3,155,0,0,0,4,8,5,10,9,7,46,0,4,0,11,10,10,11,3,0,53,46,295,350,802,897,799,690,287,105,4265,0,3,0,0,0,8,0,0,0,10,0,0,0,9,10,3,8,0,3,37,0,7,12,40,40,34,62,27,11,236
SED52605,0,4,6,23,18,12,3,3,0,70,0,0,4,9,15,7,8,0,3,39,0,3,3,50,12,16,3,4,0,95,3,41,44,224,117,100,59,24,11,626,33,82,111,246,124,108,64,46,27,830,1345,2705,2663,5943,2922,2491,1319,609,311,20305,0,0,0,0,0,0,0,0,0,0,2505,4545,3979,6325,2795,2414,1202,509,226,24510,0,3,0,31,6,4,0,0,0,57,0,0,5,14,4,3,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,7,7,36,10,10,3,0,0,75,0,5,0,12,10,7,4,4,0,46,8,63,180,455,99,73,25,14,4,921,0,0,7,20,9,9,7,5,3,65,0,0,0,3,0,4,3,4,4,23,13,225,229,680,707,624,401,197,64,3139,0,0,0,6,0,4,0,0,0,13,0,3,0,14,12,3,3,0,0,36,0,3,6,45,31,18,33,8,5,139
SED52704,0,0,5,18,4,3,6,0,0,37,3,0,4,26,22,21,18,0,3,100,0,6,18,61,37,34,9,0,0,170,5,31,70,257,108,80,34,25,9,632,49,77,104,245,113,119,88,57,22,874,1073,2036,2590,5330,2617,2312,1412,691,307,18372,0,0,8,14,10,5,3,0,0,40,2055,3074,3400,5590,2134,1861,970,401,199,19673,0,3,4,27,3,0,0,0,0,44,0,0,0,7,17,16,3,0,0,41,0,0,0,6,0,0,0,0,0,8,0,6,15,40,12,15,3,3,0,98,0,3,0,4,0,0,0,0,0,12,3,8,79,165,28,16,3,0,0,308,0,0,0,10,6,8,14,9,6,50,0,6,7,15,14,12,3,9,0,67,29,332,537,1307,1251,1118,745,373,123,5812,0,0,5,0,3,0,0,0,0,10,0,0,7,32,6,5,7,3,0,56,0,0,22,59,43,36,47,18,6,222
SED52802,0,0,0,14,4,3,0,0,0,28,0,3,3,9,15,5,14,0,0,55,0,5,5,21,24,19,11,3,0,94,3,35,44,135,91,66,61,37,19,489,39,90,125,214,152,128,113,101,88,1055,993,2391,2227,4063,2648,2330,2045,1131,481,18315,5,23,105,175,49,16,6,0,0,368,1887,4016,3463,4763,2760,2403,1902,784,266,22235,0,10,6,51,5,0,4,0,0,73,0,0,0,7,0,0,0,0,0,11,0,0,3,17,3,3,3,0,0,32,0,4,8,21,7,18,4,7,5,80,0,0,0,4,3,0,3,0,0,11,0,5,7,51,20,11,7,3,0,107,0,0,0,5,8,8,5,8,0,39,0,0,0,4,3,4,7,0,0,16,6,118,163,418,821,735,879,566,170,3877,0,0,0,18,7,7,3,0,0,36,0,3,7,21,6,3,9,0,0,42,0,3,11,34,44,45,83,29,10,252
SED52903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,15,15,20,20,95,27,31,13,0,0,226,147,252,260,665,260,194,83,26,3,1893,0,0,0,0,0,0,0,0,0,0,276,481,474,1176,426,298,128,44,9,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,33,12,10,4,0,96,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,15
SED53003,0,3,0,10,0,3,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,3,4,11,4,8,0,0,0,27,3,12,14,90,31,21,7,0,0,177,125,240,213,735,323,233,95,35,13,2020,1427,2717,2094,5881,2301,1826,676,215,69,17207,0,0,0,0,0,0,0,0,0,0,2648,4757,3513,8003,3216,2630,1060,296,87,26212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,10,0,0,0,24,8,9,7,0,0,50,0,0,0,3,0,3,0,0,0,10,0,3,7,24,10,4,3,0,4,52,0,0,0,3,6,0,3,0,0,13,0,0,0,5,0,4,0,0,0,9,0,20,37,295,232,188,103,28,4,907,0,0,3,7,3,4,3,0,0,18,0,0,26,51,3,8,4,0,0,92,0,0,27,65,27,24,14,11,0,168
SED53104,4,0,5,13,7,7,0,0,0,40,0,4,7,9,20,13,9,10,3,79,0,3,7,40,34,17,6,3,0,111,3,29,33,143,90,64,37,25,15,427,20,64,52,146,92,89,74,48,24,599,921,2184,1876,4010,2561,2598,1666,855,512,17193,0,3,0,3,0,0,0,0,0,3,1785,3582,3021,4857,2518,2941,1742,699,427,21583,0,0,0,4,0,0,0,0,0,4,0,0,0,9,3,5,4,0,0,20,0,0,3,0,0,0,0,3,0,8,0,6,4,30,14,13,8,0,0,79,0,0,3,8,5,3,3,0,0,22,4,10,28,99,32,28,14,3,4,222,0,0,0,5,3,12,8,16,4,52,0,0,0,3,0,0,4,0,0,15,25,324,332,789,866,730,621,316,156,4151,0,3,0,0,3,0,0,0,0,5,0,7,4,19,13,6,4,0,0,45,0,7,12,37,43,22,59,12,4,200
SED53205,0,7,13,47,8,8,3,0,0,81,0,3,3,13,20,18,12,19,9,91,0,15,47,110,25,14,3,0,0,218,7,60,110,410,139,88,60,28,4,904,178,280,333,803,277,228,190,108,43,2446,2754,4577,4298,10752,3877,2850,1884,937,335,32262,0,4,3,15,0,0,0,0,0,21,5063,6955,5766,11865,3637,2642,1571,597,199,38300,0,3,0,59,4,0,0,0,0,69,0,0,9,30,14,8,9,0,0,64,0,0,3,9,0,0,0,0,0,12,0,10,15,61,15,15,9,3,0,125,0,0,0,39,13,9,11,0,0,71,0,13,33,173,51,25,17,3,0,312,0,0,3,41,16,19,16,14,3,115,0,0,0,3,0,7,3,0,0,19,37,252,311,1140,1303,1034,831,581,159,5633,0,11,14,45,15,11,0,0,0,97,0,0,3,15,15,0,7,0,0,43,0,4,12,57,42,32,57,31,14,240
SED53306,0,0,3,16,4,0,0,0,0,24,0,4,8,12,11,8,11,10,0,70,0,0,13,33,20,18,3,0,0,91,5,26,24,128,61,45,38,14,13,358,52,130,153,319,212,217,169,208,103,1565,1267,2568,2471,5168,2800,2636,2320,1765,745,21748,0,0,0,11,0,0,0,0,0,13,2389,4048,3720,6393,2919,3014,2517,1764,714,27469,0,8,0,14,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,10,0,5,12,22,4,17,8,0,0,68,0,0,0,8,0,0,0,3,0,19,3,5,15,50,27,4,3,0,0,114,0,3,0,0,3,3,4,7,0,21,0,4,0,5,0,3,4,3,0,16,12,222,254,657,836,681,837,673,212,4380,0,3,0,5,4,3,0,0,0,20,0,0,0,6,6,3,4,0,0,19,0,0,5,15,18,21,51,32,18,164
SED53402,5,3,43,157,67,74,25,17,9,387,0,0,3,19,9,4,3,3,0,43,0,7,16,31,6,9,3,0,0,65,13,35,76,419,100,70,47,31,31,822,70,83,126,473,151,168,118,126,109,1421,1254,1903,2189,7474,2571,2237,1438,1003,631,20707,0,0,24,20,0,0,0,0,0,44,2251,3235,2973,7402,2871,2232,1300,704,428,23388,0,5,4,73,4,7,5,0,0,98,0,0,8,40,11,26,13,0,0,99,3,0,0,10,5,3,0,0,0,20,0,9,3,52,18,14,8,3,0,114,0,3,0,14,10,9,3,0,0,38,4,26,101,263,86,51,26,16,8,577,0,0,0,17,8,27,7,11,9,83,0,3,0,3,3,5,9,6,3,33,8,46,69,756,486,442,330,182,102,2418,0,0,0,5,3,8,0,3,0,17,0,0,4,60,13,10,3,3,0,92,0,0,15,72,24,24,55,15,13,224
SED53502,0,3,8,24,8,10,0,0,0,52,0,0,0,10,3,9,8,3,0,36,0,3,12,48,13,13,11,0,0,97,3,23,27,130,64,48,49,26,14,386,65,135,179,401,207,184,188,133,107,1596,1159,2265,2573,5430,2835,2419,1889,1072,533,20172,0,0,15,8,0,0,0,0,0,23,2161,3941,4145,6997,3378,2759,1827,908,320,26428,0,0,3,14,3,7,0,0,0,25,0,0,0,21,12,5,0,3,0,46,0,0,0,7,0,0,0,0,0,14,0,7,6,12,12,13,8,5,3,58,0,0,3,4,5,0,3,0,0,16,4,19,17,85,52,17,5,0,0,197,0,0,0,14,17,31,49,46,12,173,0,4,0,6,4,3,4,0,0,23,12,64,87,385,649,583,536,333,121,2766,0,0,0,10,9,3,0,0,0,24,0,0,10,12,3,6,0,3,0,36,0,0,5,35,26,23,88,22,11,213
SED53602,9,12,117,462,253,196,77,25,19,1173,0,0,0,4,6,3,3,5,0,25,3,3,10,31,4,10,0,0,0,54,26,160,336,824,213,141,65,39,14,1817,120,159,178,492,173,181,140,95,18,1556,1606,2737,3051,6855,2755,2487,1628,912,267,22299,3,45,157,286,64,24,5,3,0,591,2848,3969,3614,5117,2185,1832,1034,567,110,21270,0,0,3,27,7,4,3,0,0,49,0,0,37,99,61,78,17,11,8,316,0,3,8,31,21,19,7,6,0,94,0,0,7,15,4,5,0,0,0,32,0,0,6,10,10,12,4,4,0,46,3,18,39,201,69,61,23,10,0,422,0,0,4,51,37,43,34,21,3,191,8,31,5,18,9,11,11,4,0,94,0,14,51,253,336,340,323,203,57,1582,0,0,0,10,6,3,0,0,0,21,0,0,0,17,7,6,0,3,0,34,0,0,8,35,22,17,56,17,0,145
SED53701,0,0,0,12,7,0,0,0,0,17,0,0,0,3,7,3,9,3,0,24,0,0,9,11,9,4,4,0,0,37,0,4,15,40,28,41,30,10,3,174,74,202,133,412,332,294,253,113,30,1853,897,2182,1445,3785,2734,2811,2203,922,250,17233,0,0,4,0,0,0,0,0,0,10,1730,3900,2574,5335,3659,4069,3017,1249,324,25862,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,10,15,9,7,5,0,41,0,0,0,3,0,0,0,0,0,9,0,0,4,12,9,6,0,0,0,32,0,0,3,0,4,3,9,0,0,13,0,0,0,5,0,0,3,0,0,10,3,67,91,313,545,510,600,279,40,2441,0,0,0,3,0,6,0,0,0,3,0,0,0,14,6,10,4,0,0,28,0,0,6,26,20,40,63,21,5,176
SED53802,9,22,63,296,136,151,54,25,12,770,0,0,0,6,0,3,14,3,0,25,0,3,6,20,11,12,3,0,0,67,7,68,125,459,112,77,70,41,25,985,65,97,123,398,139,144,117,86,47,1217,1064,1899,2236,6114,2337,2314,1880,1181,467,19497,0,3,23,59,8,7,0,0,0,100,2006,2973,2888,5191,2121,1834,1288,844,259,19419,0,0,0,9,0,3,3,0,0,17,0,0,6,55,30,21,9,11,0,144,0,0,0,7,8,9,7,0,0,28,0,0,3,25,3,10,4,3,0,50,0,0,0,9,6,3,5,0,0,22,16,29,80,429,96,99,32,29,17,823,0,0,3,28,16,21,33,25,0,118,0,6,3,9,3,8,13,3,4,52,4,51,50,305,265,276,278,192,66,1490,0,0,0,3,0,3,0,0,0,10,0,3,0,27,6,4,0,3,0,52,0,0,6,44,13,15,63,25,12,182
