SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED51304,0,3,0,7,0,4,0,0,0,19,0,0,0,3,4,0,3,8,4,26,0,0,12,18,3,0,0,0,0,39,0,8,3,18,18,13,11,15,14,90,8,13,21,114,71,77,32,9,6,349,0,0,3,13,11,11,8,3,0,38,3,0,3,19,0,7,0,0,0,27,0,0,0,8,6,5,0,0,0,19,3,8,12,61,22,12,3,3,0,116,0,3,0,27,7,18,10,6,4,70,0,13,16,39,50,37,24,19,9,204,3,11,26,61,39,25,23,15,3,201,4,56,77,146,103,54,31,22,12,495,0,0,0,5,0,0,6,3,0,20,0,3,0,31,5,8,15,3,0,68,0,0,3,31,7,4,0,0,0,38,0,9,5,15,8,5,4,0,0,48,0,0,0,3,0,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,4,53,23,53,38,21,10,8,3,221
SED51405,0,0,3,16,7,4,0,0,0,35,0,0,0,10,3,3,4,3,0,28,0,4,5,16,0,0,0,0,0,20,0,0,0,7,9,12,14,8,8,52,16,71,95,302,126,80,29,9,0,729,0,5,0,8,4,7,0,3,0,27,0,0,3,16,0,3,0,0,0,31,0,0,0,3,3,0,0,0,0,10,24,110,104,301,106,37,11,3,0,690,0,0,0,31,6,16,11,4,3,68,0,9,18,70,57,52,37,14,3,265,0,14,29,61,36,25,12,3,0,179,3,36,72,204,100,43,21,4,3,479,0,0,0,12,11,14,11,9,3,59,0,4,5,24,6,8,3,0,0,41,0,0,3,32,0,0,0,0,0,32,3,7,18,54,14,13,4,0,0,108,0,0,0,0,0,7,0,0,0,5,0,0,0,4,0,0,0,0,0,3,4,11,9,30,10,7,3,0,0,71
SED51506,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,3,0,8,6,12,24,4,4,59,6,66,65,169,132,77,29,11,0,554,0,0,0,3,7,3,5,0,0,17,3,3,0,9,0,0,0,0,0,17,0,0,0,7,0,3,0,0,0,12,3,15,23,91,27,21,12,0,0,185,0,0,0,4,0,11,3,7,4,29,0,3,3,19,28,27,19,17,0,123,0,3,8,14,4,7,0,0,0,33,0,62,64,167,104,33,27,5,3,469,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,3,0,15,0,0,4,9,0,0,0,0,0,13,0,4,0,18,11,3,3,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,10,6,9,0,0,63
SED51604,0,0,0,4,3,0,4,4,0,14,0,0,3,5,0,0,0,0,4,17,0,0,0,3,0,0,0,0,0,7,3,6,0,10,9,3,13,7,3,59,0,6,24,91,67,71,35,12,5,310,0,0,0,8,5,8,6,3,0,40,0,0,3,4,4,0,0,0,0,14,0,0,4,6,4,0,0,0,0,18,0,3,7,20,10,7,8,0,0,60,0,4,0,29,4,18,4,4,3,71,0,12,12,42,35,41,28,13,11,200,3,18,24,27,35,33,12,8,0,167,0,27,60,109,92,52,36,18,9,410,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,8,3,4,3,41,0,0,5,7,4,0,0,0,0,15,0,0,5,20,4,3,0,0,0,42,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,3,0,0,0,8,3,37,38,69,33,37,21,9,0,251
SED51702,0,8,7,61,4,4,0,0,0,84,0,0,4,10,10,11,6,3,0,46,0,3,0,17,0,0,0,0,0,15,0,0,7,18,16,26,46,20,3,145,12,105,101,369,196,116,31,12,0,948,0,4,3,9,11,14,3,5,0,47,0,8,5,38,0,0,0,0,0,53,0,3,9,14,4,0,3,0,0,39,0,39,41,161,52,20,3,3,0,317,0,0,0,19,9,8,3,0,0,41,0,5,17,70,78,61,45,14,4,290,3,21,53,99,42,28,12,3,0,259,4,74,104,266,148,49,23,13,0,682,0,0,0,3,3,0,3,0,0,6,4,26,6,89,16,9,6,3,0,158,0,0,3,27,3,0,0,0,0,33,4,0,4,63,14,4,4,0,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,9,13,33,12,16,8,4,0,96
SED51806,0,0,0,5,3,4,3,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,15,52,19,10,135,9,79,76,258,145,134,62,22,0,780,0,0,0,8,4,3,8,5,5,34,0,0,0,0,0,0,0,0,0,3,0,5,7,3,8,0,0,0,0,21,0,21,26,88,30,21,14,0,0,198,0,0,0,9,3,5,4,3,0,28,3,8,13,36,44,60,62,29,8,272,0,0,3,16,7,13,4,6,0,46,3,40,58,119,68,39,32,14,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,7,0,3,15,46,19,12,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,6,16,6,0,0,59
SED51903,0,0,0,0,0,0,0,0,0,3,0,0,4,7,3,0,0,3,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,10,5,6,16,7,0,43,14,162,177,585,327,209,56,13,0,1546,0,0,0,7,6,4,0,0,0,20,0,7,0,7,0,0,0,0,0,16,3,31,18,37,22,0,0,0,0,108,5,56,55,186,82,55,14,0,0,459,0,0,3,6,3,0,0,0,4,13,0,3,3,33,27,29,18,12,0,131,0,0,6,7,3,3,0,0,0,22,8,44,75,161,91,24,16,4,3,421,0,0,0,0,0,3,0,5,0,5,0,4,0,21,7,0,0,0,0,36,0,0,0,18,0,0,0,0,0,17,3,12,9,62,32,11,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,13,5,14,4,0,0,45
SED52002,0,3,6,17,7,8,3,3,0,52,0,4,20,44,34,26,16,3,5,164,0,3,3,17,0,0,0,0,0,23,0,0,0,13,7,4,29,20,4,77,12,84,137,322,189,117,44,14,4,920,0,0,0,3,4,8,15,9,0,39,0,7,5,19,0,4,3,0,0,40,0,7,10,8,6,0,0,0,0,31,7,62,75,217,77,41,18,3,0,507,0,0,0,9,8,9,9,3,0,37,0,0,10,22,34,42,37,27,11,174,0,4,8,41,16,33,14,3,0,120,0,20,26,89,33,21,5,3,0,200,0,0,0,0,3,0,0,8,0,18,0,12,9,36,6,4,7,0,3,76,0,4,3,27,3,0,0,0,0,40,0,17,16,41,13,11,0,3,0,107,0,0,0,3,0,0,0,0,0,4,0,0,3,10,3,0,0,0,0,20,0,4,0,10,8,9,5,3,0,46
SED52105,0,0,0,5,3,3,3,0,0,19,0,0,0,5,7,0,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,4,22,20,10,27,3,3,90,0,13,36,181,106,99,33,7,0,476,0,0,0,17,9,10,5,4,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,13,0,15,15,67,15,18,5,0,0,142,0,0,3,20,3,6,6,7,0,48,0,4,9,61,41,42,34,26,10,222,0,3,9,17,11,14,7,7,0,71,0,9,16,85,27,26,23,8,3,202,0,0,0,8,5,8,11,10,8,43,0,3,0,15,3,3,0,0,0,26,0,0,0,10,0,0,0,0,0,14,0,7,3,36,19,5,0,0,0,70,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,0,0,0,0,3,4,19,13,55,20,15,10,3,0,150
SED52201,0,0,0,8,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,10,5,9,13,3,3,44,3,19,25,103,78,65,29,10,6,337,0,3,0,0,4,3,3,0,3,20,0,0,0,10,3,0,0,0,0,18,0,0,0,0,4,0,0,0,0,7,9,41,26,118,64,26,17,3,0,291,0,0,0,4,0,0,3,0,0,11,0,3,3,12,22,20,20,9,5,85,0,0,0,3,4,0,3,0,0,18,8,23,40,87,53,27,13,4,0,265,0,0,0,0,0,0,3,0,0,5,0,8,0,9,0,0,0,0,0,21,0,0,0,14,0,0,0,0,0,18,0,7,3,30,26,7,0,3,0,80,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,3,4,0,43
SED52304,0,6,9,29,13,19,16,7,3,99,8,15,53,124,85,56,21,15,7,387,0,0,0,15,0,0,0,0,0,16,0,0,4,10,0,9,19,15,7,60,8,51,73,211,117,73,26,7,4,564,0,0,0,12,9,3,6,4,0,33,0,11,3,30,3,0,0,0,0,49,0,0,0,9,3,0,0,0,0,12,3,42,57,133,60,40,14,4,0,356,0,0,3,24,16,28,13,3,5,88,0,5,7,34,36,41,40,19,10,193,3,7,25,37,32,17,13,5,0,141,0,89,89,188,96,29,20,3,3,513,0,0,3,9,13,15,3,4,0,48,0,0,6,16,9,13,11,3,0,59,0,0,5,34,0,4,0,0,0,49,6,32,21,73,24,10,0,0,0,161,0,6,7,131,69,62,34,13,4,337,0,0,0,3,0,0,0,0,0,6,0,5,9,15,3,3,3,0,0,45
SED52402,0,5,5,25,3,8,0,3,0,52,0,12,30,96,44,44,21,11,5,269,0,0,0,11,0,3,0,0,0,16,0,3,0,3,6,16,42,23,11,110,4,79,92,264,148,98,44,19,3,751,0,0,0,7,0,7,10,5,0,31,8,28,19,67,8,4,0,0,0,132,0,6,8,14,5,0,0,0,0,33,5,81,81,193,87,42,20,3,0,514,0,3,0,7,4,6,3,0,0,24,0,0,0,26,20,54,47,28,10,187,3,17,23,67,44,51,36,8,0,252,0,15,23,53,28,36,17,11,0,180,0,0,0,0,0,4,0,6,0,10,0,13,7,79,6,17,5,6,0,134,0,0,0,43,0,3,0,0,0,47,0,30,29,73,24,13,3,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,14,4,3,4,11,11,7,3,0,3,37
SED52504,0,0,3,3,3,4,0,0,0,15,0,0,0,3,3,10,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,5,22,8,0,69,0,15,22,168,78,101,26,8,3,420,0,3,0,6,9,7,12,0,3,35,0,0,0,4,0,0,3,0,0,14,0,0,0,4,3,0,0,0,0,11,3,9,6,27,17,18,7,4,0,85,0,0,3,22,9,32,5,3,5,76,0,21,12,57,57,67,42,24,10,299,0,11,15,10,21,14,12,6,0,90,9,41,100,170,135,84,30,23,4,600,0,0,0,3,6,3,6,0,0,20,0,0,0,0,4,3,5,0,0,9,0,0,0,7,0,0,0,0,0,9,0,0,0,22,7,4,3,0,0,38,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,22,7,29,9,9,4,0,0,85
SED52605,0,3,0,13,8,3,3,0,0,23,0,0,0,6,6,4,6,6,0,29,0,0,0,12,0,0,0,0,0,16,0,3,3,3,9,11,18,10,4,58,7,60,76,178,99,72,27,6,3,516,0,7,3,8,8,4,9,4,0,43,0,3,0,14,3,3,4,0,0,21,0,0,0,0,0,0,0,0,0,7,3,25,28,82,45,26,4,3,0,217,0,3,0,21,14,14,4,3,3,64,0,10,23,48,66,65,35,22,8,274,3,16,48,90,54,71,24,8,4,319,4,30,56,164,79,51,28,10,5,439,0,0,0,0,8,4,0,0,0,8,0,4,13,31,23,19,8,5,3,101,3,0,10,36,3,9,3,0,0,64,0,0,10,44,11,11,5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,9,7,17,8,8,10,0,0,64
SED52704,0,3,10,16,9,3,10,3,0,47,0,0,4,7,7,9,8,3,3,40,0,0,0,3,0,0,0,0,0,9,0,0,0,4,3,15,30,18,8,82,6,47,65,212,128,92,32,14,8,604,0,0,3,15,6,9,13,0,0,43,0,0,0,4,0,0,3,0,0,12,0,0,4,10,0,0,0,0,0,17,0,4,10,60,28,14,11,0,0,130,0,0,3,32,16,26,25,6,6,118,4,20,20,88,65,89,56,24,11,375,3,0,13,30,21,15,14,5,0,105,3,55,98,208,103,54,27,11,3,567,0,0,0,0,0,0,0,0,0,4,0,0,5,9,0,4,5,0,0,25,0,0,0,36,3,0,0,0,0,39,3,8,14,40,24,5,0,0,0,89,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,4,5,19,11,8,3,0,0,50
SED52802,0,0,4,14,3,5,0,3,0,44,0,12,23,40,26,12,9,6,5,135,0,3,0,11,3,0,0,0,0,17,0,9,4,16,14,11,30,33,20,141,3,39,41,133,107,103,28,14,5,474,0,0,0,10,8,10,11,0,0,40,0,11,5,15,3,3,3,0,0,46,0,3,0,9,10,3,0,0,0,25,11,43,63,143,55,32,9,6,0,365,0,0,0,6,6,4,6,3,5,36,0,4,3,24,41,48,57,37,13,233,0,0,3,13,17,14,9,6,4,76,0,17,19,55,37,33,22,16,3,208,0,0,0,0,0,0,3,0,0,7,0,9,0,30,6,3,0,0,0,53,0,0,3,3,0,0,0,0,0,7,0,22,15,38,14,8,4,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,11,10,9,15,8,14,0,0,67
SED52903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,6,26,17,19,4,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SED53003,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,3,0,0,0,28,8,26,35,115,76,61,13,6,0,340,0,0,0,4,0,3,0,0,0,5,3,0,0,3,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,23,3,17,24,87,26,18,3,0,0,180,0,0,0,6,0,0,0,0,0,5,0,0,0,22,5,11,6,0,0,49,0,0,3,3,5,5,0,0,0,11,0,4,3,37,6,5,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,22,0,0,7,49,0,0,0,0,0,59,3,4,10,39,21,11,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,5,8,0,0,37
SED53104,0,0,0,4,3,10,0,0,0,21,0,0,0,0,7,13,12,8,0,45,0,0,0,5,0,0,0,0,0,4,0,3,3,10,3,13,17,10,10,71,0,28,35,136,90,93,35,20,5,443,0,3,0,13,5,11,14,6,0,49,0,0,0,0,0,4,3,0,0,6,0,0,0,8,5,3,0,0,0,14,0,6,7,32,13,22,6,0,0,83,0,0,0,15,6,16,4,3,0,50,0,9,28,50,65,67,51,24,6,298,0,4,8,18,19,22,7,3,4,84,0,44,69,149,92,40,25,12,4,434,0,0,0,0,0,0,0,4,0,11,0,0,0,3,9,3,7,0,3,22,0,0,0,6,0,0,0,0,0,14,0,4,6,31,13,8,0,0,0,65,0,0,0,0,3,4,6,3,0,19,0,0,0,0,0,0,0,0,0,3,0,3,7,15,4,8,8,3,0,47
SED53205,0,0,7,17,3,3,0,0,0,31,0,0,0,4,3,9,5,4,0,24,4,4,3,25,3,0,3,0,0,41,0,0,6,14,21,17,29,11,14,108,34,213,266,749,265,176,59,11,0,1776,0,13,3,8,11,7,5,9,0,53,0,0,6,27,8,3,0,0,0,49,0,4,5,17,5,0,3,0,0,27,14,196,184,480,150,74,24,3,0,1131,0,0,0,20,3,13,3,0,0,49,7,16,14,82,66,60,57,30,14,349,3,13,16,49,32,16,4,8,0,142,6,46,89,223,109,51,18,12,4,549,0,0,0,8,3,4,3,0,0,18,0,12,8,42,12,4,0,0,0,77,0,0,3,27,0,0,0,0,0,33,0,6,9,69,25,20,3,0,0,134,0,0,3,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,20,23,7,12,8,0,0,80
SED53306,0,0,0,5,5,3,5,0,0,24,0,0,0,0,4,4,3,9,0,19,0,3,0,9,0,0,0,0,0,14,0,3,3,10,4,21,35,18,12,106,7,72,113,282,163,121,69,25,7,862,0,0,3,4,3,7,3,8,4,30,0,7,0,14,0,0,0,0,0,30,0,4,0,10,0,0,0,0,0,14,0,42,48,131,69,36,8,4,0,344,0,3,0,5,3,0,7,0,3,29,0,15,17,40,49,40,52,44,15,270,0,3,3,4,11,7,3,4,0,33,3,32,68,106,77,20,19,9,0,331,0,0,0,0,0,0,0,0,0,3,7,13,0,29,0,0,0,0,0,51,0,0,0,3,3,0,3,0,0,8,0,10,5,46,31,19,5,0,0,123,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,16,8,10,10,3,3,55
SED53402,0,0,9,25,12,8,3,4,3,57,0,0,8,23,23,32,17,11,8,130,0,3,22,38,0,0,0,0,0,63,0,0,0,10,5,8,13,11,11,63,0,18,49,231,103,73,27,12,3,509,0,0,5,15,10,9,9,0,3,39,0,13,9,40,3,7,0,0,0,72,0,0,0,5,4,3,0,0,0,13,3,19,27,104,33,23,8,3,0,230,0,3,3,43,14,25,13,23,16,133,0,0,6,71,32,29,25,30,5,196,3,3,3,49,20,21,7,9,0,117,0,3,13,75,19,23,14,0,3,142,0,0,0,7,6,16,4,4,3,47,0,4,5,30,7,8,10,6,4,74,0,3,10,71,4,0,3,0,0,91,3,7,15,68,21,17,0,3,0,142,0,0,0,3,3,4,6,0,4,19,0,0,0,5,0,0,0,0,0,12,3,8,0,42,11,11,6,7,3,85
SED53502,0,0,0,8,0,10,3,0,0,28,0,0,0,7,5,3,3,0,0,23,0,0,0,14,0,0,0,0,0,14,0,0,0,9,11,17,29,19,8,88,7,64,105,258,173,126,50,13,3,802,0,0,0,7,5,3,5,0,0,21,0,0,0,4,5,3,0,0,0,17,0,3,3,3,0,3,0,0,0,15,3,55,69,193,68,36,24,0,3,455,0,0,0,17,3,20,12,11,21,73,0,3,7,23,33,42,32,12,14,164,0,4,3,15,8,16,5,0,0,50,0,11,12,58,25,14,9,5,3,142,0,0,0,0,0,8,0,9,0,17,0,0,0,14,4,0,3,3,0,29,3,0,0,14,0,0,0,0,0,23,0,3,11,44,20,15,3,0,0,94,0,0,0,5,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,4,0,4,23,15,15,6,0,0,66
SED53602,0,0,7,37,13,16,17,5,7,108,4,42,73,296,83,80,51,28,14,676,0,0,0,8,0,0,0,0,0,12,0,0,0,8,0,3,23,16,9,56,12,60,60,205,89,73,27,4,0,544,0,0,0,9,4,3,10,0,0,25,9,17,19,49,6,0,0,0,0,102,0,0,0,3,6,0,0,0,0,13,3,42,55,179,58,49,24,4,0,413,0,0,0,24,14,32,20,11,0,101,0,3,0,14,22,30,18,17,5,111,0,9,10,19,17,31,10,3,3,98,0,8,24,52,42,26,16,9,0,173,0,0,0,8,12,20,7,5,3,53,0,6,10,29,11,15,7,5,0,90,0,0,0,40,3,0,0,0,0,46,3,53,43,78,20,14,5,0,0,223,0,3,18,94,70,66,45,17,7,315,0,0,6,12,0,0,0,0,0,25,0,7,6,16,7,3,3,0,0,41
SED53701,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,10,41,9,3,86,0,9,25,140,116,108,63,4,3,476,0,0,0,0,3,4,9,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,4,26,13,61,16,20,14,0,0,152,0,0,0,7,0,5,5,0,0,14,0,0,3,20,24,35,35,9,4,142,0,0,0,3,3,6,0,0,0,18,0,11,14,49,28,16,6,9,0,138,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,21,53,0,0,0,0,0,73,0,4,5,22,11,7,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,7,4,0,0,36
SED53802,0,3,8,41,16,9,7,8,4,90,0,6,8,23,37,36,19,10,8,147,0,0,3,17,0,0,0,0,0,27,0,0,0,8,3,3,21,10,8,62,3,51,53,173,74,63,39,5,3,478,0,0,6,12,8,0,5,6,3,35,0,11,5,47,3,4,4,0,0,75,0,0,0,3,0,0,0,0,0,8,6,47,44,144,54,38,17,3,0,351,0,3,3,33,16,23,10,9,9,118,0,0,7,18,21,23,27,27,7,125,3,0,0,45,17,34,9,16,3,130,0,21,44,93,67,86,33,16,5,365,0,0,0,13,8,8,12,3,4,43,0,0,10,19,8,7,10,9,7,72,0,0,3,82,0,0,0,0,0,89,3,3,13,48,24,12,5,0,0,116,0,0,4,27,21,30,23,17,9,133,3,0,10,15,6,0,0,0,0,32,0,3,6,20,5,5,0,0,0,36
SED53902,0,4,5,25,3,10,8,4,0,57,0,0,4,26,25,26,21,12,3,114,0,0,9,20,0,0,0,0,0,31,0,0,0,14,4,11,19,13,10,67,5,20,43,124,54,67,32,15,5,362,0,0,0,10,7,3,3,8,0,31,3,11,11,30,0,3,3,3,0,59,0,0,0,3,3,0,0,0,0,10,0,16,25,71,27,26,7,0,0,181,0,0,0,21,12,26,13,26,19,116,0,6,10,58,23,34,29,23,7,183,3,8,3,39,19,22,23,16,3,140,3,10,55,145,92,89,50,30,20,495,0,0,0,6,9,13,3,8,0,31,3,15,0,43,3,7,6,8,5,88,0,0,8,61,3,0,0,0,0,66,0,4,5,48,14,9,0,0,0,91,0,0,5,14,11,8,11,7,0,60,0,0,0,11,0,8,0,0,0,19,0,4,11,25,10,5,4,0,0,70
SED54006,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,10,31,4,8,80,3,58,61,219,127,98,47,8,0,634,0,0,3,5,3,6,3,4,0,24,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,5,49,26,116,36,17,7,0,0,259,0,0,0,4,3,3,0,0,3,8,0,3,6,21,34,35,36,26,3,162,0,3,0,0,3,4,3,0,0,20,0,31,34,77,40,29,9,5,0,227,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,4,40,0,0,0,0,0,42,4,0,0,23,10,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,10,13,8,0,0,62
