SED_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SED40002,8517,22526,2214,4027,397,859,2611,4882,2412,4242,189,364,248,455,0,0,2853,5062,4,4,0,0,0,0,17,43,23,48,41,94,14039,32616,1464,..,15503,32616
SED40003,9308,25998,1764,3295,833,1727,2596,5020,459,751,13,27,64,105,0,0,535,881,0,0,0,0,0,0,11,10,8,16,25,68,12477,31982,1328,..,13802,31982
SED40004,10128,26272,1593,2545,404,858,1995,3401,493,691,129,197,15,23,3,11,645,924,5,8,6,6,0,0,9,13,19,30,39,89,12828,30715,1219,..,14048,30715
SED40005,12138,29407,724,1165,3,3,723,1164,537,743,0,0,0,0,0,0,537,743,81,127,57,92,13,22,32,72,180,310,91,206,13666,31824,2604,..,16272,31824
SED40006,10175,26076,2778,5339,1034,2529,3813,7871,703,1171,127,216,226,434,13,14,1073,1842,0,0,0,0,7,4,35,102,42,107,63,146,15168,36037,1515,..,16684,36037
SED40007,9197,24075,1804,3380,817,2062,2617,5440,1370,2192,240,373,56,87,3,3,1663,2651,0,4,0,3,3,8,10,14,11,33,45,102,13536,32303,1494,..,15029,32303
SED40008,8821,23274,2791,5547,1204,2741,3993,8296,705,1368,57,95,110,179,21,37,886,1683,3,11,0,4,4,9,41,118,52,145,38,95,13792,33487,1527,..,15319,33487
SED40009,11159,30316,386,742,156,400,542,1142,336,607,0,0,0,0,0,0,339,607,62,78,3,9,0,0,5,10,69,99,12,28,12121,32196,879,..,13002,32196
SED40010,7920,20499,2430,4338,1728,3527,4160,7862,2106,3618,216,355,144,234,4,7,2474,4218,11,20,3,13,0,0,35,76,56,111,55,134,14655,32823,1813,..,16469,32823
SED40011,8322,20868,3590,6854,928,2114,4517,8965,1820,2941,0,0,0,0,0,0,1823,2942,0,0,0,0,0,0,10,21,9,23,63,147,14735,32948,1456,..,16191,32948
SED40012,9670,26784,3095,6892,389,952,3484,7846,1140,2240,38,53,0,7,0,0,1173,2295,6,21,4,4,0,0,27,81,39,107,53,134,14416,37173,1496,..,15911,37173
SED40013,12399,27885,651,945,122,224,769,1173,169,237,32,50,13,18,3,7,214,309,51,75,33,41,8,15,28,65,120,195,69,133,13564,29693,7108,..,20672,29693
SED40014,11612,30962,859,1246,67,129,920,1369,289,434,0,0,0,0,3,3,290,438,0,0,0,0,3,4,3,19,10,29,19,33,12852,32833,875,..,13730,32833
SED40015,10996,26907,750,1323,80,180,835,1506,390,528,0,4,0,0,0,0,393,525,123,180,31,57,49,78,57,122,261,440,85,173,12566,29553,3686,..,16251,29553
SED40016,10493,27065,1129,1849,138,299,1265,2152,451,711,0,0,0,3,0,0,451,714,11,43,0,0,0,0,13,26,31,69,21,66,12259,30057,879,..,13139,30057
SED40017,12507,29417,984,1585,17,37,995,1618,201,258,0,3,0,3,0,0,203,264,59,89,12,22,3,11,59,133,142,259,108,236,13958,31797,2840,..,16796,31797
SED40018,8515,21828,3612,7333,16,28,3627,7356,433,591,21,30,0,0,3,6,454,631,35,55,8,27,17,34,12,30,77,137,104,197,12777,30154,4173,..,16954,30154
SED40019,12505,28728,378,531,17,32,393,565,173,244,0,0,0,0,0,0,173,244,127,179,33,62,13,19,44,94,212,351,73,140,13356,30031,7647,..,21003,30031
SED40020,11934,28028,985,1678,70,144,1059,1819,119,160,0,6,0,3,3,4,121,172,51,72,103,145,8,17,18,42,192,281,96,212,13403,30516,4521,..,17921,30516
SED40021,9802,25243,2136,4139,374,929,2512,5069,1933,3348,0,3,0,0,0,3,1938,3352,0,0,0,3,0,0,4,12,3,19,46,116,14310,33795,1579,..,15889,33795
SED40022,12158,31729,233,332,23,43,251,380,82,113,18,19,0,0,0,0,93,133,29,47,23,41,3,15,23,47,76,146,36,92,12626,32474,1167,..,13792,32474
SED40023,12463,32230,663,1076,179,368,839,1445,637,1076,0,3,35,54,3,11,676,1145,50,75,12,19,0,5,3,7,67,111,67,135,14115,35065,2082,..,16193,35065
SED40024,12582,32993,492,777,17,34,505,806,92,133,0,0,0,3,0,0,95,138,18,41,3,7,0,3,12,33,40,81,87,147,13314,34165,964,..,14280,34165
SED40025,8757,21404,2530,4742,1541,3458,4072,8207,954,1436,58,98,357,559,4,5,1375,2096,13,20,0,0,0,0,12,32,24,52,43,93,14271,31854,1685,..,15957,31854
SED40026,12106,32697,1426,2489,68,146,1495,2633,137,191,0,0,0,0,0,0,137,191,31,47,6,12,4,9,4,9,43,70,51,115,13834,35711,1146,..,14976,35711
SED40027,10551,28341,3544,6994,237,410,3776,7403,295,403,62,86,0,0,0,0,356,493,0,0,0,0,0,0,36,74,40,78,29,69,14750,36376,1296,..,16047,36376
SED40028,11885,28329,328,518,12,22,346,544,146,239,0,0,0,0,0,0,146,239,28,38,18,35,9,10,35,71,87,156,53,110,12515,29380,3813,..,16330,29380
SED40029,11754,30255,614,994,71,161,684,1152,181,255,17,28,0,0,5,15,210,297,33,49,105,142,3,4,7,14,148,213,29,69,12821,31976,959,..,13776,31976
SED40030,11053,28376,1678,3371,580,1495,2260,4861,346,577,7,9,0,0,3,5,357,591,0,0,0,4,0,3,3,4,4,13,30,70,13710,33922,990,..,14697,33922
SED40031,10552,28768,1613,3524,253,721,1866,4238,358,656,0,0,0,0,3,3,360,659,3,3,0,0,0,0,3,14,8,14,29,85,12816,33766,1033,..,13852,33766
SED40032,6617,17217,2759,4810,1127,2477,3885,7283,1622,2467,542,878,718,1188,0,0,2878,4531,3,7,0,6,0,0,24,46,36,64,50,87,13464,29187,2099,..,15560,29187
SED40033,10595,26803,1377,2572,43,76,1420,2649,913,1373,0,0,16,23,3,3,927,1402,19,36,8,17,10,18,11,20,49,96,60,125,13057,31074,2202,..,15257,31074
SED40034,11834,32559,1507,3177,348,800,1855,3976,186,272,0,0,0,0,4,4,191,278,21,34,3,12,3,3,0,0,31,45,25,55,13934,36908,1140,..,15077,36908
SED40035,11666,30065,450,858,38,89,485,944,354,553,0,0,0,0,3,3,359,558,3,13,0,6,0,3,7,13,17,32,15,47,12535,31652,889,..,13421,31652
SED40036,11924,31396,875,1579,134,303,1010,1881,352,597,0,0,0,0,0,0,352,597,0,0,0,0,0,0,3,5,3,5,27,54,13318,33937,1030,..,14351,33937
SED40037,10705,29269,1704,3239,1676,3968,3382,7204,472,758,455,863,315,561,3,4,1244,2184,0,0,22,29,0,0,19,30,44,64,51,94,15422,38813,1429,..,16852,38813
SED40038,10636,29964,2145,4035,172,382,2309,4413,792,1387,18,42,0,0,5,4,813,1432,0,0,0,0,0,3,3,7,3,6,21,34,13784,35848,969,..,14749,35848
SED40039,11555,28087,2066,3144,198,414,2266,3560,48,76,22,31,22,32,0,0,93,131,17,20,0,0,3,6,4,9,19,37,14,37,13948,31853,1141,..,15094,31853
SED40040,12389,30792,534,814,12,27,546,843,130,163,3,4,0,0,0,0,137,168,49,78,40,66,21,45,16,39,125,230,66,139,13264,32175,2407,..,15672,32175
SED40041,11166,26050,764,1491,33,90,792,1577,328,494,0,0,0,3,0,0,323,493,88,143,26,46,27,28,46,104,184,325,152,345,12625,28790,3837,..,16465,28790
SED40042,12598,37024,340,704,121,285,460,982,31,59,0,0,0,0,0,0,31,59,122,178,84,117,5,14,0,4,215,312,40,105,13341,38478,867,..,14204,38478
SED40043,11061,28626,2082,4305,945,2329,3025,6640,627,1136,0,0,39,69,3,11,673,1216,31,48,12,10,3,7,4,8,48,68,55,146,14862,36693,1345,..,16212,36693
SED40044,7755,21021,2179,3832,928,1899,3108,5733,2265,3990,310,501,265,416,3,4,2844,4911,0,0,0,0,0,0,9,19,11,20,19,41,13740,31724,1683,..,15422,31724
SED40045,9733,26343,1358,2805,192,452,1556,3256,1182,1938,115,274,0,4,0,3,1299,2224,3,12,0,0,0,0,27,68,30,79,62,123,12680,32012,1131,..,13809,32012
SED40046,9185,23518,2533,4718,701,1536,3231,6253,1609,3052,401,718,34,65,0,0,2041,3829,3,4,3,6,4,3,23,45,27,57,67,159,14555,33815,1593,..,16147,33815
SED40047,11489,30491,795,1252,302,612,1102,1869,260,429,0,0,0,0,0,0,264,428,0,0,0,5,0,3,6,15,7,23,11,20,12877,32832,785,..,13663,32832
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED50106,12091,30331,930,1311,87,145,1016,1457,39,63,0,0,0,0,8,16,46,78,103,144,70,111,19,39,15,38,205,321,63,149,13425,32341,2524,..,15942,32341
SED50205,8994,24568,2090,3905,1240,3044,3328,6953,390,572,171,258,166,314,3,4,726,1140,0,4,0,0,0,0,3,8,3,23,52,135,13105,32811,1681,..,14783,32811
SED50302,13444,36701,2374,4583,42,82,2414,4670,155,290,64,113,0,0,0,0,220,406,61,73,3,4,0,0,13,22,71,99,36,74,16183,41946,1900,..,18079,41946
SED50404,7871,20694,6145,11795,914,2062,7060,13860,833,1452,216,387,18,23,0,0,1072,1866,0,0,0,0,0,0,0,6,0,6,21,45,16030,36465,2040,..,18068,36465
SED50502,11563,31143,1759,3413,220,473,1977,3883,246,377,37,50,34,46,0,0,315,469,0,5,0,3,0,0,8,10,7,16,22,56,13889,35565,1415,..,15305,35565
SED50605,9765,28110,1686,3185,213,546,1904,3735,275,419,49,77,87,134,0,0,416,628,3,5,0,3,0,0,3,4,8,15,26,68,12113,32555,1165,..,13279,32555
SED50702,10676,27481,2190,4696,1062,2464,3247,7155,428,713,450,762,681,1182,0,0,1559,2659,3,10,4,18,0,0,11,30,20,53,53,113,15556,37460,2174,..,17735,37460
SED50806,10644,26259,1940,3341,375,736,2315,4074,638,937,82,150,37,66,0,0,760,1153,88,134,77,126,0,0,9,16,176,272,37,90,13929,31846,2288,..,16217,31846
SED50904,22779,65242,1885,3790,223,477,2112,4265,61,94,13,22,0,0,0,0,75,122,0,3,3,18,10,29,3,5,15,51,42,85,25023,69766,2838,..,27860,69766
SED51005,12993,36415,2655,6279,345,817,3003,7094,185,431,77,196,28,44,3,4,285,673,0,8,3,10,0,3,12,26,14,48,41,117,16333,44355,2076,..,18412,44355
SED51104,10457,29670,1091,2101,352,803,1444,2905,39,58,89,114,0,0,0,0,131,168,31,40,0,0,0,0,3,5,33,48,14,32,12080,32820,1042,..,13119,32820
SED51201,11918,28337,254,374,7,7,257,382,190,283,0,0,0,3,3,8,196,295,80,129,22,35,10,26,15,37,125,227,128,307,12624,29547,2980,..,15605,29547
SED51304,9830,28734,1054,2220,1145,2637,2200,4849,1314,2365,1012,1913,370,636,3,0,2701,4913,0,3,0,0,0,0,8,25,9,25,28,69,14776,38598,1623,..,16394,38598
SED51405,13706,39663,1561,3290,274,593,1837,3874,165,259,246,439,428,715,0,0,838,1411,65,91,58,88,0,0,0,0,124,185,24,64,16524,45200,1792,..,18317,45200
SED51506,12923,34979,481,814,15,19,496,829,141,192,0,0,0,0,0,3,142,194,44,60,46,61,4,17,8,26,102,166,44,72,13701,36244,1809,..,15510,36244
SED51604,8364,23355,1152,2147,1597,3379,2747,5522,662,1015,1005,1487,1136,1940,0,0,2795,4447,0,3,0,3,0,0,9,14,9,19,40,83,13961,33428,2389,..,16348,33428
SED51702,19055,55892,834,2092,34,90,867,2179,15,20,0,0,0,0,0,3,14,28,10,14,0,0,6,28,12,37,29,81,54,138,20026,58316,1695,..,21724,58316
SED51806,13009,32816,1120,1842,434,825,1554,2672,353,495,44,84,54,97,0,0,452,683,54,83,60,87,5,13,3,12,127,200,38,74,15175,36441,4965,..,20137,36441
SED51903,14588,38754,1817,3488,233,482,2052,3973,294,480,3,3,0,0,0,4,297,486,201,308,20,35,23,43,38,92,289,474,160,345,17378,44030,3995,..,21371,44030
SED52002,13780,37903,969,1745,36,74,1009,1821,40,76,4,3,0,0,0,0,46,77,162,214,0,0,5,11,53,161,224,394,32,84,15080,40285,1297,..,16383,40285
SED52105,9547,24558,2748,4951,1669,3480,4419,8433,394,597,652,944,778,1248,3,3,1830,2791,0,0,100,153,0,14,32,51,138,216,159,239,16089,36236,2725,..,18816,36236
SED52201,11525,30119,1124,1864,302,715,1422,2579,239,378,14,25,0,0,0,0,251,405,69,97,98,148,28,51,84,250,275,549,49,107,13529,33753,2392,..,15918,33753
SED52304,13429,41350,1727,3782,312,763,2040,4545,5,14,0,0,0,0,0,4,8,14,18,24,3,14,0,0,3,10,25,44,16,41,15509,45991,1088,..,16602,45991
SED52402,12777,35575,1613,3178,42,94,1653,3272,155,333,15,31,0,0,0,0,166,359,3,7,0,0,0,0,3,12,9,20,23,64,14630,39291,1410,..,16037,39291
SED52504,10418,29336,749,1388,443,1026,1195,2411,269,357,4,12,0,0,0,0,278,365,0,0,4,8,0,0,0,0,4,8,14,37,11906,32160,1158,..,13060,32160
SED52605,12362,36313,979,1938,84,200,1056,2143,6,7,0,0,0,0,0,0,6,7,0,4,0,7,3,6,3,8,5,23,17,38,13447,38522,1075,..,14527,38522
SED52704,11065,29722,906,1645,646,1448,1548,3085,64,125,269,494,348,631,3,12,689,1259,0,3,4,8,3,3,11,33,19,44,30,59,13341,34171,1411,..,14752,34171
SED52802,11670,32158,584,952,39,64,614,1014,127,247,26,39,0,0,0,0,158,293,4,3,0,0,7,12,54,158,60,174,45,90,12550,33723,1064,..,13620,33723
SED52903,816,2795,34,41,0,0,34,41,11,21,0,0,0,0,0,0,11,21,32,44,0,0,8,13,11,27,49,86,24,52,932,2992,433,..,1370,2992
SED53003,7548,24205,679,1417,206,448,888,1870,499,1013,3,8,0,5,0,4,510,1034,639,1177,16,29,114,241,141,339,914,1785,174,368,10031,29253,2177,..,12213,29253
SED53104,10829,30034,978,1809,42,100,1015,1907,79,107,0,0,0,0,3,3,80,109,9,12,82,105,3,6,5,10,93,137,3,10,12020,32188,792,..,12816,32188
SED53205,19683,55413,955,1804,137,290,1097,2097,332,500,132,245,0,0,0,0,469,744,34,53,4,14,3,12,70,193,115,273,65,175,21423,58703,2317,..,23740,58703
SED53306,12378,32055,2127,3486,522,1003,2641,4488,516,765,97,183,189,361,0,0,802,1310,99,134,59,90,0,3,5,7,166,235,38,60,16023,38152,3620,..,19646,38152
SED53402,10203,26060,2157,4084,1613,3268,3767,7349,1216,2067,674,1098,601,974,3,3,2493,4148,0,0,0,0,0,0,13,20,10,22,49,108,16519,37690,2553,..,19079,37690
SED53502,11932,31106,2034,3761,413,886,2446,4649,123,187,171,303,24,35,0,0,316,531,79,118,27,53,0,0,27,69,137,234,32,73,14864,36588,1779,..,16643,36588
SED53602,10588,31938,4117,9149,411,904,4530,10052,204,336,0,0,0,0,3,3,206,341,0,0,0,0,0,0,0,9,0,9,30,83,15362,42427,1447,..,16806,42427
SED53701,12269,29687,211,359,24,50,235,410,156,227,0,0,0,0,6,3,160,232,202,331,37,62,74,155,39,82,362,638,136,304,13161,31282,6388,..,19544,31282
SED53802,9846,26510,3944,8700,417,962,4362,9658,122,188,30,33,0,0,0,0,152,216,0,3,3,3,0,0,5,6,6,15,46,103,14412,36504,1595,..,16005,36504
SED53902,8209,21675,3908,7342,1297,2911,5206,10248,1588,2624,338,520,299,462,0,5,2230,3610,3,3,0,0,4,5,8,19,14,33,37,98,15701,35666,2000,..,17701,35666
SED54006,13316,35473,435,766,19,46,460,810,96,168,3,9,0,0,0,3,101,175,133,182,21,37,26,60,19,26,205,307,68,130,14149,36897,2705,..,16852,36897
SED54104,8278,23461,849,1681,1846,3914,2692,5596,1311,2356,1210,1996,1326,2204,4,3,3853,6554,0,0,0,0,0,0,8,11,8,11,28,58,14865,35679,2189,..,17047,35679
SED54203,4757,13112,348,590,11,26,366,616,121,196,16,24,0,3,0,3,139,221,351,666,24,43,54,99,20,56,452,866,94,204,5813,15011,1979,..,7786,15011
SED54304,12547,37946,729,1473,149,381,877,1851,88,146,115,203,8,16,3,3,210,365,0,3,57,75,0,0,4,5,61,86,17,37,13715,40290,1242,..,14955,40290
SED54404,6750,17400,1210,2460,2045,4546,3260,6998,1236,2108,2412,4253,7784,14080,3,4,11429,20442,5,14,3,3,12,14,70,134,92,168,106,214,21633,45224,4465,..,26105,45224
SED54503,9814,29962,905,1912,214,526,1116,2435,581,1020,60,87,97,166,4,3,739,1272,179,321,10,34,21,77,19,42,232,479,95,172,11991,34323,5367,..,17363,34323
SED54605,11063,32684,1271,2729,36,109,1306,2836,447,1062,0,0,0,0,3,7,449,1068,0,0,0,0,0,0,3,10,3,15,11,19,12834,36617,1127,..,13959,36617
SED54705,11996,29138,1154,1750,455,772,1609,2521,775,1171,9,9,128,207,0,0,914,1393,111,161,8,26,0,3,20,50,138,238,10,25,14672,33317,2698,..,17371,33317
SED54804,8239,21159,4478,8203,2350,5215,6835,13425,715,1055,163,239,298,540,0,0,1178,1833,0,0,0,0,0,0,4,3,4,3,39,74,16295,36501,2358,..,18651,36501
SED54905,7508,20447,2503,4639,3168,6375,5672,11017,714,1263,462,769,735,1246,0,0,1911,3280,0,3,0,0,0,0,3,15,9,14,58,126,15154,34882,2389,..,17541,34882
SED55005,14531,46613,963,2467,109,308,1071,2772,71,135,0,0,0,0,0,0,71,135,0,0,0,3,0,3,7,11,4,18,10,21,15695,49569,1166,..,16856,49569
SED55102,14538,41066,615,1337,106,224,719,1555,6,20,3,3,0,0,7,4,15,23,22,27,3,11,30,88,3,9,62,132,59,138,15388,42921,1435,..,16823,42921
SED55206,12266,31894,975,1603,150,316,1128,1913,29,50,0,3,0,0,6,5,39,58,101,177,315,488,22,54,20,45,465,763,65,156,13956,34784,5110,..,19065,34784
SED55305,9543,24458,3730,8258,1742,3944,5473,12206,1092,1940,768,1377,1287,2228,0,0,3145,5548,0,0,0,3,0,0,20,39,23,38,79,179,18263,42434,3073,..,21337,42434
SED55401,11285,27210,359,631,0,5,357,636,105,156,0,3,0,0,0,0,108,163,61,81,7,11,13,22,82,132,163,245,103,239,12015,28493,3114,..,15125,28493
SED55504,14007,40815,1271,2641,27,62,1293,2702,14,17,0,0,0,0,0,0,12,24,41,53,68,92,0,0,8,18,115,169,8,21,15444,43729,1234,..,16680,43729
SED55605,18450,54459,726,1408,61,125,790,1532,9,17,0,0,0,0,0,0,9,17,8,18,0,6,0,3,0,0,6,29,23,43,19275,56075,2129,..,21401,56075
SED55706,13891,33197,446,685,30,51,480,733,190,257,0,0,0,0,0,0,187,258,83,138,29,59,42,98,27,57,183,348,106,244,14849,34785,4965,..,19815,34785
SED55802,16242,50271,1709,3697,116,240,1825,3938,18,43,88,172,0,0,0,0,108,218,84,121,21,31,0,0,0,4,104,161,25,67,18311,54665,1441,..,19747,54665
SED55905,11265,28725,1952,3515,285,561,2237,4079,238,352,312,551,18,18,0,4,567,936,0,0,0,3,0,0,0,0,3,3,40,84,14103,33824,1592,..,15701,33824
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED60101,3828,8739,58,79,0,4,59,80,41,61,0,0,0,0,0,0,41,61,7,10,8,8,4,7,17,32,32,58,53,100,4013,9039,1220,..,5239,9039
SED60106,10180,24955,607,871,455,1010,1061,1882,1330,2033,93,140,12,21,57,97,1489,2297,3,4,13,17,3,3,46,72,56,98,54,109,12847,29347,1494,..,14341,29347
SED60112,8040,20068,307,469,194,381,500,845,557,828,11,17,29,36,23,40,616,925,10,16,8,17,3,7,6,10,28,52,32,85,9219,21970,944,..,10163,21970
SED60115,10924,27239,1266,2013,158,337,1431,2349,686,1023,5,8,84,81,3,4,781,1112,7,11,4,6,6,10,26,54,37,89,36,70,13213,30866,1755,..,14963,30866
SED60207,11360,27398,1050,1506,133,176,1188,1681,193,271,0,0,6,7,0,0,200,280,18,28,71,114,5,3,12,35,109,179,30,75,12882,29620,1461,..,14343,29620
SED60208,11359,27068,876,1164,98,143,968,1306,125,160,38,38,63,89,5,4,224,291,49,74,13,17,3,3,33,53,93,157,39,89,12686,28907,1487,..,14177,28907
SED60209,11926,28095,541,759,43,61,586,818,154,215,3,0,0,0,3,3,159,220,33,62,12,18,3,10,31,67,80,157,67,169,12820,29457,2943,..,15765,29457
SED60214,66,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,183,6,..,69,183
SED60302,3143,8157,132,189,11,32,149,222,386,681,0,0,0,0,3,3,391,686,0,5,0,4,0,0,3,7,3,13,7,12,3685,9087,248,..,3933,9087
SED60303,11780,28640,716,1101,309,540,1024,1644,1726,2695,60,103,3,6,3,3,1793,2801,8,13,19,29,0,0,46,131,76,172,22,36,14686,33290,1216,..,15907,33290
SED60304,9097,21978,607,1075,743,1457,1352,2528,1934,3197,543,870,455,681,58,102,2992,4842,0,0,9,10,6,3,50,120,62,135,66,122,13567,29598,1689,..,15254,29598
SED60305,145,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,381,13,..,159,381
SED60310,6431,16899,352,636,490,1006,840,1647,538,931,244,436,165,284,3,9,949,1659,5,9,10,13,0,0,23,42,36,62,36,82,8291,20355,911,..,9198,20355
SED60402,1225,3284,20,33,3,3,22,41,94,157,0,0,0,0,0,0,94,157,0,0,0,0,0,0,0,3,3,4,5,9,1346,3488,86,..,1429,3488
SED60405,12488,31332,177,280,84,169,259,450,203,325,3,9,0,0,0,7,212,338,42,65,37,56,29,53,37,93,148,267,38,78,13140,32457,2721,..,15861,32457
SED60410,3791,9385,259,405,135,284,392,692,118,171,0,0,0,0,0,0,118,171,0,3,0,0,0,0,4,12,3,16,5,11,4313,10269,405,..,4715,10269
SED60411,12493,29560,511,716,230,344,741,1058,251,354,79,117,0,0,0,0,338,472,4,5,15,27,0,0,8,17,25,53,22,44,13616,31193,1189,..,14808,31193
SED60413,7135,18520,141,229,20,60,164,292,43,86,0,0,0,0,0,0,43,86,24,33,19,26,3,3,18,35,57,102,28,71,7431,19069,742,..,8167,19069
SED60501,7698,17185,112,150,7,3,116,151,68,96,3,3,0,3,0,3,76,100,41,67,26,36,5,9,35,80,113,201,77,143,8076,17787,4304,..,12377,17787
SED60502,8265,21381,155,246,36,51,189,301,499,896,0,0,0,0,0,0,499,896,19,25,7,6,9,20,16,28,41,84,35,61,9028,22716,1779,..,10810,22716
SED60512,3666,8582,29,38,0,0,29,38,18,24,0,0,0,0,0,0,17,27,15,21,38,51,0,8,15,39,67,125,17,28,3788,8805,946,..,4737,8805
SED60513,6327,14860,58,95,8,26,69,119,12,24,0,0,0,0,0,0,12,24,8,21,4,14,22,33,10,21,47,86,25,61,6485,15146,2440,..,8922,15146
SED60514,11646,27859,237,383,19,30,253,413,222,372,0,0,0,0,5,9,231,380,33,57,3,3,3,21,35,77,77,153,45,89,12247,28906,2126,..,14366,28906
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED70001,1145,5932,104,463,3,6,102,468,22,58,0,6,0,0,0,3,29,67,0,0,3,3,14,78,0,8,17,91,8,35,1300,6591,315,..,1612,6591
SED70002,2199,6517,668,1437,455,984,1115,2422,204,318,7,14,0,0,0,3,209,331,26,39,4,3,0,0,141,396,174,439,14,25,3718,9735,609,..,4327,9735
SED70003,1257,6295,172,720,11,16,181,735,89,239,16,16,0,0,4,11,105,266,54,115,0,0,13,30,0,0,74,141,16,22,1635,7458,404,..,2033,7458
SED70004,1456,6223,59,176,7,9,63,186,157,267,17,28,0,0,3,5,172,297,151,319,14,27,65,149,20,33,254,529,24,52,1968,7275,750,..,2721,7275
SED70005,2210,7017,373,807,85,189,456,1002,102,226,35,72,128,312,4,4,269,617,0,0,0,0,0,0,0,0,0,0,3,8,2939,8640,348,..,3292,8640
SED70006,2300,6563,746,1421,160,324,905,1746,77,138,17,15,0,0,0,0,91,155,15,20,3,9,5,13,150,351,175,389,51,70,3520,8920,604,..,4121,8920
SED70007,2016,6224,243,554,58,143,296,695,281,630,44,86,45,98,0,0,372,817,0,3,0,0,0,0,0,3,4,9,3,3,2688,7746,321,..,3003,7746
SED70008,1954,6321,186,381,86,222,273,603,206,518,122,297,18,48,0,0,346,862,44,75,0,3,0,0,15,39,59,115,8,16,2645,7917,206,..,2847,7917
SED70009,2145,7079,126,545,0,0,126,545,28,36,0,0,0,0,3,3,24,38,102,191,22,50,35,85,3,14,167,346,39,89,2505,8098,680,..,3184,8098
SED70010,1883,5736,85,199,9,18,97,219,774,1497,31,76,44,94,0,3,844,1676,6,4,0,0,0,3,3,4,9,17,10,15,2843,7659,377,..,3216,7659
SED70011,975,2948,431,797,787,1767,1221,2561,354,683,123,233,457,1053,0,0,935,1975,5,7,11,21,0,3,12,17,23,50,24,37,3183,7567,455,..,3635,7567
SED70012,966,3101,166,364,384,887,552,1251,432,1046,415,877,360,783,0,4,1214,2711,0,0,34,62,3,7,4,3,43,72,11,31,2793,7174,395,..,3187,7174
SED70013,2713,7983,9,22,0,0,9,22,34,71,0,0,0,0,0,0,34,71,95,206,19,31,32,66,15,33,153,342,37,99,2948,8512,379,..,3325,8512
SED70014,1879,5581,90,181,121,332,205,508,157,350,121,267,88,197,0,0,368,814,0,3,0,0,0,0,3,3,3,10,5,26,2468,6933,254,..,2723,6933
SED70015,1832,5980,351,710,112,215,466,926,21,63,15,31,45,101,0,0,82,198,0,4,0,0,5,9,0,0,5,16,3,6,2385,7121,254,..,2641,7121
SED70016,1981,6048,165,331,22,32,187,368,108,203,12,24,61,89,0,0,183,318,125,223,0,0,6,11,6,20,138,253,131,402,2625,7388,253,..,2875,7388
SED70017,1340,5270,177,302,40,84,216,384,350,585,0,0,0,0,5,3,353,591,170,304,37,59,49,165,8,23,265,546,15,36,2190,6830,580,..,2771,6830
