SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED50605,5573,5098,3837,3977,4349,4146,3367,2054,1244,33644,0,0,3,3,0,0,7,3,3,23,4,3,12,0,0,4,4,3,0,39,0,7,3,0,0,0,3,0,0,23,3,0,0,0,3,4,7,0,0,16,0,4,0,0,3,7,3,0,0,18,108,216,214,146,119,183,208,200,128,1513,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,113,230,233,153,126,206,227,211,126,1621,119,228,235,159,126,205,236,212,131,1650,5691,5327,4071,4129,4479,4347,3605,2263,1377,35291
SED50702,6776,5053,8358,5797,4561,3977,2709,1827,802,39854,3,13,7,9,3,12,11,4,0,59,6,6,18,15,11,29,24,0,3,112,0,3,20,23,22,25,14,4,0,129,0,3,35,24,33,32,15,3,0,156,0,5,20,11,18,7,4,0,0,71,95,201,277,170,189,159,110,28,9,1244,0,0,0,0,4,6,4,0,0,19,0,0,3,3,0,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,101,227,378,258,284,266,178,39,16,1742,102,234,389,272,290,278,182,47,16,1807,6877,5292,8749,6066,4847,4253,2892,1871,817,41659
SED50806,6122,3759,4235,4198,4533,4493,3390,1867,900,33494,8,3,10,6,7,5,4,9,4,49,0,0,6,11,17,11,17,0,0,55,0,0,8,10,15,8,15,0,0,55,0,0,3,4,8,10,9,4,0,43,0,3,0,3,9,6,5,0,0,27,164,210,307,178,204,191,99,77,30,1455,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,172,210,330,204,246,223,153,83,36,1655,181,214,341,210,247,230,157,85,33,1705,6299,3974,4572,4407,4786,4719,3550,1951,938,35198
SED50904,18378,10324,12558,10799,9356,5240,3521,1873,626,72668,7,7,8,0,3,9,9,8,11,65,0,0,7,9,0,16,16,7,0,50,0,3,3,3,7,5,14,3,0,39,0,3,3,5,6,14,14,0,0,38,0,4,0,0,0,6,3,0,0,18,243,281,274,164,129,116,76,29,12,1323,0,0,3,0,0,10,3,0,0,15,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,248,292,288,178,143,163,119,40,11,1497,255,297,298,184,147,168,129,55,24,1558,18637,10626,12855,10980,9504,5407,3652,1924,647,74226
SED51005,8243,6561,9928,6252,4601,4093,3044,1661,753,45146,0,11,14,5,4,5,3,7,0,52,0,3,0,0,3,0,5,0,0,14,0,3,3,3,0,6,7,3,0,18,0,0,0,0,3,8,0,0,0,14,0,0,7,0,0,0,0,0,0,10,97,185,229,136,96,73,57,39,15,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,193,237,146,103,86,70,44,15,991,99,200,248,150,105,91,73,49,16,1036,8342,6761,10183,6400,4705,4188,3114,1713,771,46181
SED51104,7079,3599,2954,4689,4717,4315,3578,1484,575,32982,3,0,6,9,0,0,12,3,0,33,0,4,3,0,5,14,18,3,0,55,6,3,6,4,0,16,28,3,3,65,0,3,0,5,5,10,7,0,0,34,0,4,3,0,0,0,8,3,0,15,109,91,125,99,57,59,78,43,27,681,0,0,0,0,0,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,118,100,139,114,67,100,148,47,27,869,124,100,147,124,67,100,156,47,31,902,7198,3697,3107,4810,4788,4415,3735,1533,605,33883
SED51201,6246,2966,3462,3623,4368,4802,3762,1922,706,31866,18,3,9,3,5,13,16,9,3,81,0,3,15,7,6,15,15,4,0,66,0,7,3,7,3,23,26,0,0,72,0,7,4,6,13,22,13,0,0,56,0,4,0,8,3,16,10,0,0,45,154,336,313,238,247,265,179,89,37,1860,0,3,0,0,3,7,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,10,0,0,0,0,0,0,3,0,0,3,152,351,340,262,280,350,257,95,37,2119,166,353,347,269,283,362,268,102,41,2200,6417,3320,3809,3887,4648,5168,4036,2029,755,34071
SED51304,8292,4941,4736,5464,5612,4284,2968,2285,1116,39689,5,7,4,3,3,3,4,3,3,33,0,7,3,11,8,5,7,5,4,41,0,3,7,4,3,7,7,3,0,35,3,3,9,0,0,3,5,0,0,22,0,0,0,0,0,3,3,0,0,7,121,146,194,120,119,97,132,88,44,1070,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,128,157,213,130,127,115,158,105,48,1185,128,167,218,137,132,119,167,107,49,1215,8422,5105,4950,5600,5741,4398,3134,2391,1164,40904
SED51405,9888,5818,7789,7387,6156,4517,2623,1390,475,46041,7,6,3,0,9,6,4,0,0,31,0,0,6,0,3,4,7,3,0,19,3,0,3,0,3,15,19,3,0,49,4,0,0,9,3,4,4,0,0,26,0,0,3,0,0,0,0,0,0,11,157,185,231,112,88,93,46,46,17,976,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,160,193,240,118,100,128,89,48,24,1102,164,198,243,119,109,133,91,51,24,1131,10052,6017,8031,7506,6266,4645,2716,1444,493,47171
SED51506,8642,4689,4340,4886,5348,4432,3103,1459,506,37409,7,0,0,3,5,3,5,0,4,28,0,0,3,0,3,0,3,0,0,19,0,0,5,0,4,8,7,3,3,27,3,0,5,3,0,3,3,0,0,15,0,0,0,0,0,3,0,0,0,4,167,226,219,147,92,137,89,51,16,1147,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,230,234,157,103,152,106,56,17,1232,178,233,231,162,102,159,116,59,24,1257,8820,4921,4575,5044,5452,4594,3220,1513,527,38667
SED51604,6285,4656,4093,3964,5060,4484,3750,2077,1077,35443,0,7,3,9,3,14,8,3,3,45,5,4,12,8,10,19,14,4,4,77,4,10,26,10,11,20,3,4,0,84,5,10,12,9,3,6,9,4,0,51,0,3,3,4,0,3,3,3,0,19,128,179,165,114,133,110,87,59,45,1022,0,0,0,0,0,0,3,4,0,6,0,0,0,0,3,0,0,0,0,8,0,0,3,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,146,206,224,142,168,149,123,79,45,1284,143,212,227,153,169,161,133,86,51,1333,6425,4870,4320,4117,5228,4651,3880,2155,1131,36773
SED51702,14283,7260,10246,8812,7646,5708,3677,1361,376,59366,10,4,8,11,7,5,3,0,0,49,4,0,0,7,3,3,9,0,0,23,4,3,3,3,0,6,9,3,3,35,0,3,3,3,3,12,5,5,0,38,0,3,0,0,3,0,3,4,0,19,147,245,218,103,106,107,65,33,20,1049,0,0,0,0,0,11,4,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,150,257,224,117,118,139,100,50,24,1185,160,265,237,130,128,143,104,50,26,1237,14444,7524,10481,8940,7774,5854,3777,1410,403,60605
SED51806,6840,4087,3304,4259,4897,4996,5213,2773,860,37246,4,3,7,3,6,8,18,7,3,59,0,0,0,0,6,4,5,0,0,22,0,4,3,3,8,8,5,5,0,35,4,0,0,3,7,11,4,0,0,30,0,3,3,0,0,0,0,3,0,10,146,201,153,96,99,135,107,43,23,1001,0,0,0,3,8,0,10,3,0,19,0,3,5,0,4,0,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,150,216,162,107,135,156,133,55,22,1139,157,222,170,109,138,160,153,61,29,1192,6999,4312,3470,4375,5037,5158,5367,2838,885,38437
SED51903,10962,5767,7497,6804,6946,5415,3079,1395,425,48292,15,9,17,11,7,9,12,3,0,78,4,11,36,33,46,97,124,9,3,367,22,25,46,48,66,107,214,21,0,552,3,12,35,36,45,79,79,21,0,309,4,6,26,14,36,77,85,6,0,255,202,484,985,734,813,706,301,68,25,4317,0,0,4,10,21,30,63,0,0,141,0,3,4,7,0,3,0,0,0,21,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,235,547,1143,881,1034,1101,870,126,29,5967,253,558,1159,893,1047,1107,882,129,29,6050,11214,6320,8652,7699,7995,6526,3959,1522,462,54343
SED52002,8444,5166,6419,5863,5231,4459,3189,1646,443,40857,6,3,7,0,12,0,8,4,0,41,3,3,3,5,3,4,10,0,0,27,3,3,8,4,3,19,18,3,0,64,0,0,10,4,3,10,14,3,0,44,0,0,0,8,5,11,7,0,0,32,172,196,163,136,122,109,66,43,9,1009,4,3,3,3,4,0,3,0,0,20,3,0,0,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,200,183,162,134,166,117,42,9,1209,193,208,191,162,143,166,121,50,9,1255,8637,5374,6613,6025,5376,4628,3314,1697,455,42109
SED52105,6173,3911,5472,5407,5795,5004,3519,2092,927,38303,0,0,14,10,5,13,10,4,0,47,7,5,58,40,46,47,19,8,0,235,3,12,36,36,29,44,29,15,0,213,3,8,31,20,32,26,7,0,0,134,0,4,12,5,9,14,15,0,0,61,116,194,280,202,189,180,142,89,54,1457,5,3,6,7,6,3,3,0,0,31,0,3,14,0,9,3,0,0,0,28,0,3,7,11,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,136,233,436,334,326,323,225,119,61,2190,136,234,445,335,335,330,230,128,61,2233,6314,4142,5922,5740,6131,5337,3753,2220,986,40543
SED52201,7653,4518,4243,4481,5064,4255,2970,1661,584,35431,15,12,6,9,3,4,11,12,0,72,4,3,5,3,9,36,47,4,0,110,0,4,3,11,15,25,40,7,0,114,4,16,14,11,7,20,21,3,0,92,4,3,15,9,9,20,17,4,0,75,188,238,284,197,255,259,152,97,51,1718,0,0,0,0,0,3,19,0,0,21,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,3,199,265,322,220,290,380,298,115,54,2153,218,280,327,227,297,385,305,130,50,2222,7871,4803,4570,4712,5363,4637,3277,1792,636,37654
SED52304,10453,6385,6870,7163,6224,4322,3092,1555,567,46621,5,4,3,7,0,3,6,3,3,40,0,4,3,3,10,4,4,3,0,32,0,0,0,0,0,11,8,0,0,25,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,4,134,181,168,142,86,78,59,27,3,887,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,191,174,145,98,107,77,41,9,971,143,194,176,149,102,109,86,42,10,1009,10595,6576,7046,7313,6323,4432,3175,1592,576,47625
SED52402,8185,5114,5968,5415,4943,4582,3342,1925,654,40127,4,11,6,11,5,6,5,7,0,63,0,8,0,0,0,3,3,0,0,14,0,0,4,0,0,4,3,0,0,16,4,4,0,0,3,3,3,0,0,20,0,0,0,0,0,3,0,0,0,3,133,173,184,94,97,77,47,27,15,845,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,136,185,192,98,108,99,61,33,15,915,142,190,194,108,112,105,70,33,15,975,8333,5309,6165,5522,5051,4687,3415,1953,667,41103
SED52504,6270,4137,3066,4147,4827,4674,3420,1224,458,32231,0,3,0,0,3,3,5,0,6,17,7,3,11,11,5,5,5,0,0,48,0,10,0,3,3,7,7,3,0,32,0,0,0,0,3,0,3,3,0,18,0,0,3,0,4,0,0,0,0,14,109,84,126,80,53,55,51,40,13,609,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,97,141,93,72,71,62,45,18,726,121,99,141,99,76,75,64,42,24,741,6389,4233,3211,4243,4902,4750,3492,1275,476,32973
SED52605,8344,5391,5257,5826,5329,4553,2563,1111,429,38803,6,5,0,4,0,4,5,3,0,33,0,7,3,0,3,3,0,3,0,13,0,0,11,0,0,6,3,0,0,23,0,5,0,4,4,3,3,0,0,25,0,0,0,3,0,0,3,0,0,5,83,124,134,78,51,63,50,21,10,616,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,8,93,131,150,94,60,76,61,25,10,710,97,135,152,96,60,79,65,34,10,739,8438,5525,5403,5921,5391,4638,2633,1143,443,39547
SED52704,6245,5087,5587,4644,4895,4330,2552,1176,477,35003,0,8,3,0,0,5,4,3,0,24,0,4,3,3,4,9,8,0,0,40,0,3,5,9,6,12,0,3,0,43,0,0,8,0,8,3,5,0,0,17,0,0,0,0,4,4,0,3,3,7,153,210,207,121,90,111,103,88,50,1133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,154,220,224,138,108,140,123,94,54,1258,157,231,229,141,113,147,125,99,54,1281,6403,5321,5813,4785,5006,4478,2682,1277,529,36283
SED52802,6765,4501,3374,4301,4953,4335,3797,2009,753,34791,8,8,3,3,0,3,12,8,3,50,0,3,3,0,4,7,3,3,0,27,0,0,3,0,0,11,7,3,0,29,0,3,6,0,0,0,7,0,0,22,0,0,3,0,0,3,3,0,0,7,105,135,129,103,77,65,39,21,17,697,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,107,142,145,110,86,90,66,37,17,791,118,152,149,108,88,97,77,40,19,842,6877,4644,3519,4413,5039,4432,3873,2049,776,35630
SED52903,793,535,979,678,656,436,189,56,11,4320,8,6,10,0,8,0,0,0,0,44,0,4,25,10,15,30,21,0,0,112,0,8,34,20,28,38,20,0,0,139,0,4,32,38,28,12,20,0,0,134,0,8,20,24,15,23,14,0,0,107,24,235,889,750,686,409,71,7,3,3075,0,3,14,11,5,8,0,0,0,42,0,3,8,7,8,5,0,0,0,30,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,264,1025,854,784,522,142,9,3,3639,41,273,1035,853,799,527,142,9,3,3679,828,810,2013,1527,1455,958,329,61,16,8004
SED53003,7981,3919,5569,4714,4129,3383,1436,435,108,31673,63,49,46,27,30,21,15,3,0,264,95,63,110,135,217,502,608,102,10,1835,265,88,153,230,291,737,858,148,13,2785,48,44,95,77,174,361,393,43,5,1244,26,18,30,43,100,213,318,53,7,808,534,433,950,706,978,1479,1647,455,54,7233,18,5,24,10,25,94,81,15,0,276,19,16,41,40,30,32,19,6,0,200,7,7,7,7,17,53,42,4,0,147,0,0,0,0,0,0,0,0,0,0,1004,681,1403,1261,1831,3476,3964,827,79,14529,1071,730,1449,1291,1862,3496,3980,829,79,14792,9048,4649,7021,6003,5993,6882,5412,1267,192,46469
SED53104,6237,3906,3271,4256,4658,4761,3197,1397,743,32430,0,7,7,0,4,4,10,3,5,38,0,3,0,4,0,3,0,0,0,12,0,3,0,0,3,3,5,3,0,19,3,0,4,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,102,105,118,61,60,48,41,51,38,629,0,0,0,0,0,0,10,0,0,12,0,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,113,124,75,61,63,60,53,39,700,104,118,130,71,66,69,74,56,42,732,6346,4023,3396,4332,4728,4828,3268,1454,785,33162
SED53205,14767,8250,11274,8982,7430,5333,3433,1723,513,61704,17,5,3,7,7,4,10,8,0,59,9,3,12,9,8,13,11,3,0,59,0,3,6,0,4,10,3,4,0,32,6,4,4,0,7,11,11,3,4,45,0,0,3,0,0,7,3,3,0,15,241,312,302,183,143,124,122,74,38,1534,0,0,0,0,0,8,0,3,0,9,3,0,0,5,0,4,0,0,0,11,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,257,326,326,194,159,176,150,86,43,1722,269,331,328,204,171,177,163,94,46,1788,15032,8578,11610,9182,7598,5513,3596,1819,555,63491
SED53306,7609,4720,4730,4450,4941,4495,4016,2983,1198,39136,6,3,0,3,3,4,9,7,4,45,6,0,6,4,3,8,10,4,0,39,3,3,4,0,3,17,24,5,0,58,5,5,4,5,11,6,14,3,0,55,0,0,0,0,3,8,22,11,3,48,205,245,279,167,155,188,138,103,36,1526,4,0,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,230,258,289,181,184,243,206,127,44,1758,232,258,293,187,191,242,221,130,42,1803,7842,4976,5023,4635,5126,4743,4231,3112,1245,40938
SED53402,6394,4161,7679,6359,5018,4157,2745,1629,959,39102,0,4,9,8,9,3,3,3,7,35,0,3,4,4,6,9,7,0,0,34,3,5,8,4,5,6,7,4,0,50,0,0,9,0,5,3,0,6,3,26,0,7,3,0,0,6,8,0,0,30,101,146,183,91,102,93,57,52,31,855,0,3,0,0,0,4,3,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,106,160,206,107,117,130,85,62,37,1007,109,166,210,109,127,130,85,71,37,1045,6505,4327,7893,6465,5140,4287,2834,1697,1001,40144
SED53502,6993,4974,5128,4903,5404,4568,3421,1873,793,38058,4,9,3,9,8,13,4,3,5,55,7,0,0,7,4,8,5,3,0,29,5,0,4,0,8,7,7,0,0,35,0,4,0,5,0,8,8,3,0,26,0,0,0,0,3,4,3,0,0,15,174,257,233,174,137,134,124,105,82,1433,0,0,0,0,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,183,267,243,190,151,172,165,109,83,1564,193,275,245,199,153,188,165,121,90,1618,7188,5246,5375,5105,5557,4750,3591,1993,881,39680
SED53602,8742,6193,7761,5708,5431,4664,2954,1605,420,43484,12,8,3,4,9,3,4,10,0,49,6,3,7,0,3,0,5,0,0,24,3,0,3,0,0,5,3,3,0,24,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,133,165,231,111,85,75,48,42,14,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,172,247,115,91,79,57,46,14,956,151,178,248,118,98,77,67,55,14,1008,8894,6370,8006,5830,5536,4743,3018,1660,434,44499
SED53701,6198,2861,3108,3848,4980,5336,4296,1884,442,32956,5,16,11,3,8,12,13,0,3,79,11,3,25,18,23,76,94,14,0,261,0,3,6,14,21,66,135,36,0,278,6,3,20,9,12,55,115,24,0,245,0,0,6,0,3,36,75,11,5,137,242,309,503,360,468,681,726,305,56,3649,0,0,0,3,6,19,10,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,257,322,551,400,538,938,1161,391,61,4619,267,335,566,404,540,949,1174,397,62,4695,6464,3191,3678,4249,5521,6288,5472,2275,508,37652
SED53802,6161,4433,6867,5029,4410,4148,3337,2099,695,37180,3,6,9,3,7,8,4,9,3,57,0,0,7,4,3,5,0,0,0,17,3,3,6,0,0,0,3,0,0,22,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,114,107,144,109,95,75,36,22,16,722,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,117,166,113,96,86,47,23,20,783,118,124,168,118,108,94,54,32,23,842,6277,4556,7036,5145,4518,4239,3391,2132,719,38019
SED53902,5724,4463,6321,5225,4759,4160,2996,2384,1378,37410,0,7,6,0,0,7,3,12,6,36,0,7,4,7,5,8,5,0,0,40,0,5,4,3,4,7,7,3,0,38,0,3,0,0,4,0,3,0,0,11,0,0,0,0,0,0,3,4,0,14,88,137,179,116,84,103,83,64,49,905,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,92,155,190,125,100,126,104,73,49,1015,92,164,195,125,97,127,110,82,48,1049,5821,4620,6514,5348,4861,4286,3108,2464,1433,38463
SED54006,8569,4362,4218,4856,5345,4788,3842,2011,551,38548,11,10,4,3,4,12,11,5,0,69,6,3,3,5,0,3,3,0,0,26,3,0,8,3,3,5,4,7,0,33,0,10,3,0,3,5,9,3,0,31,0,3,0,0,0,5,7,0,0,18,176,307,211,140,131,159,103,42,15,1290,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,325,228,148,140,182,129,52,18,1409,193,337,235,156,145,191,141,63,24,1475,8760,4700,4451,5015,5490,4978,3986,2074,573,40020
SED54104,6479,6255,5446,4756,4734,4322,3517,1876,906,38299,3,11,5,3,6,5,9,10,4,46,4,3,11,10,12,13,8,10,0,75,6,3,9,9,8,6,9,3,0,44,0,3,3,3,3,10,3,0,0,30,0,0,3,0,3,3,0,0,0,14,212,397,279,211,247,233,318,240,188,2334,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,222,414,315,236,276,271,341,254,192,2521,229,423,318,239,277,275,346,260,195,2563,6709,6682,5764,4992,5019,4593,3865,2141,1103,40865
SED54203,3917,1861,5053,4517,3928,2799,1210,356,103,23752,4,9,53,33,27,15,3,0,0,148,36,44,239,214,281,302,277,54,0,1441,71,31,219,205,230,421,441,68,4,1683,17,72,506,548,534,427,240,22,3,2364,8,12,86,111,132,165,165,26,0,703,303,625,3414,2995,3040,2621,1904,666,83,15657,15,6,40,34,35,46,35,3,0,204,0,4,8,13,24,7,10,0,0,67,0,0,3,9,10,28,35,4,0,77,0,0,0,0,0,0,0,0,0,0,445,787,4510,4132,4279,4019,3100,839,90,22202,447,799,4565,4165,4301,4037,3104,840,90,22351,4368,2661,9619,8686,8232,6831,4315,1197,194,46104
