SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
403041084,4544,11351,854,1282,34,51,889,1336,25,37,0,0,0,0,0,0,25,35,0,3,0,0,0,0,0,6,0,6,3,9,5465,12738,381,..,5843,12738
403041085,3386,8203,511,726,25,37,541,767,3,5,3,6,3,4,0,0,8,11,0,0,0,0,0,0,0,4,0,4,0,12,3936,8999,282,..,4219,8999
403041086,3573,8923,330,537,29,86,359,624,146,195,0,0,0,0,0,0,146,195,0,0,0,0,0,3,0,0,0,3,3,3,4087,9748,291,..,4370,9748
403041087,7462,19456,267,417,81,159,344,576,410,745,0,3,0,0,6,5,413,755,12,28,12,19,0,0,0,0,26,44,22,43,8272,20879,838,..,9110,20879
403041088,1225,3193,9,13,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,4,4,10,6,12,1242,3237,120,..,1363,3237
403041089,3679,10221,50,74,5,11,59,82,263,412,0,0,0,0,0,0,263,412,9,10,104,145,0,3,0,7,119,161,8,13,4122,10896,206,..,4328,10896
404011090,2207,5653,388,848,72,196,457,1038,240,411,23,36,40,57,3,3,303,512,0,0,0,0,0,0,4,15,5,12,14,36,2988,7251,308,..,3298,7251
404011091,4288,10838,712,1509,249,621,960,2131,215,384,105,175,110,246,0,0,430,809,0,0,0,0,0,0,3,14,4,16,25,66,5706,13869,582,..,6289,13869
404011092,3704,9931,668,1344,419,1123,1090,2462,776,1222,211,332,27,47,0,0,1014,1599,0,0,0,3,3,8,4,9,7,17,21,50,5838,14057,686,..,6519,14057
404011093,3890,10035,1458,2770,1093,2410,2549,5183,376,699,53,94,110,179,12,27,546,1001,0,0,0,0,3,7,24,60,29,65,24,39,7039,16324,785,..,7824,16324
404011094,1875,4545,372,681,71,169,444,855,68,98,0,0,0,0,0,3,70,99,0,0,0,0,0,3,7,20,8,22,7,17,2402,5541,225,..,2621,5541
404011095,4115,10305,1375,2742,388,914,1766,3652,597,982,20,24,27,41,4,5,643,1052,0,4,0,0,0,0,10,13,6,18,22,60,6552,15093,693,..,7252,15093
404011096,3177,8001,1205,2154,1146,2578,2355,4735,264,399,16,28,113,205,3,0,397,627,13,20,0,0,0,0,0,3,15,23,13,33,5954,13425,700,..,6652,13425
404011097,4163,11487,1346,2605,684,1750,2031,4348,257,461,0,0,75,130,4,10,339,601,0,0,0,0,0,0,17,45,13,47,21,53,6574,16537,680,..,7253,16537
404021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
404021099,4244,10225,687,1222,276,611,958,1830,540,773,40,72,241,357,0,0,823,1202,0,0,0,0,0,0,11,22,11,22,18,30,6059,13313,736,..,6789,13313
404021100,4155,10423,789,1498,421,864,1215,2363,373,561,6,8,0,0,0,0,379,573,0,0,20,28,0,0,0,0,20,28,11,22,5790,13410,541,..,6331,13410
404021101,2943,7327,1005,1675,305,634,1314,2308,203,299,80,133,0,0,0,0,282,436,0,0,0,0,0,0,15,35,15,35,23,40,4581,10154,492,..,5076,10154
404021102,4147,11949,1649,3704,220,554,1868,4256,454,898,0,0,0,7,7,6,466,908,7,31,0,4,4,5,27,86,42,124,24,46,6539,17292,671,..,7206,17292
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
404031105,806,2135,128,187,21,32,148,227,69,130,14,17,0,0,0,0,84,148,0,0,0,0,0,0,0,3,0,3,4,4,1040,2514,115,..,1157,2514
404031106,3382,8860,567,1044,178,388,746,1429,743,1438,172,251,29,56,0,0,951,1751,0,5,0,3,4,3,3,9,7,15,24,60,5110,12114,555,..,5673,12114
404031107,5844,14880,2075,3631,443,960,2522,4593,1023,1956,268,591,196,344,0,0,1482,2891,0,7,0,0,0,0,10,25,14,26,31,68,9890,22459,1037,..,10926,22459
404031108,4285,10915,1247,2402,369,817,1612,3218,578,1067,95,143,0,0,0,0,675,1210,0,0,3,4,0,0,13,30,17,37,28,66,6629,15448,757,..,7388,15448
404031109,1245,3263,95,167,183,456,278,625,373,616,43,62,0,0,0,0,410,676,3,7,0,6,0,0,3,6,9,30,3,17,1952,4611,261,..,2213,4611
405011110,2146,5371,100,175,0,0,100,175,41,47,0,0,0,0,0,0,41,47,16,27,0,0,6,8,8,9,31,52,11,31,2334,5673,272,..,2604,5673
405011111,3133,8159,57,91,0,0,57,91,12,14,0,0,0,0,0,0,12,14,4,3,4,4,0,0,8,24,17,40,15,48,3241,8344,272,..,3511,8344
405011112,2027,5557,20,33,3,8,23,43,14,29,0,3,0,0,0,0,17,27,5,8,0,0,3,12,0,3,5,20,4,12,2083,5664,165,..,2247,5664
405011113,1142,2854,12,16,0,0,12,16,5,6,0,0,0,0,0,0,5,6,9,16,4,8,4,4,3,5,19,36,9,25,1181,2929,267,..,1444,2929
405011114,2324,5641,266,385,0,11,266,393,15,16,4,5,0,0,0,0,16,19,3,8,8,9,0,6,7,11,17,28,15,25,2636,6096,215,..,2849,6096
405011115,1616,3863,99,151,8,11,109,161,56,75,0,0,0,0,0,0,56,75,17,24,0,0,0,0,0,0,20,23,8,16,1814,4131,201,..,2010,4131
405021116,1450,3411,87,118,0,0,88,119,22,31,0,0,0,0,0,0,22,31,3,6,0,3,0,4,3,6,12,21,24,39,1595,3623,230,..,1829,3623
405021117,1810,4252,36,49,0,0,32,51,8,13,0,3,0,0,0,0,9,17,7,11,5,8,0,0,15,33,35,62,14,22,1899,4403,362,..,2265,4403
405021118,1570,3578,43,57,0,0,43,57,0,0,0,0,0,0,0,0,0,0,8,18,3,4,4,4,11,13,21,40,22,39,1651,3721,405,..,2056,3721
405021119,3455,8197,78,116,0,0,78,116,64,80,0,0,0,3,0,0,64,85,28,38,3,3,3,7,25,44,61,91,24,51,3673,8543,1179,..,4851,8543
405031120,1762,4008,31,39,0,0,31,39,3,4,0,0,0,0,0,0,3,4,4,12,0,0,0,0,17,42,22,51,19,41,1835,4151,377,..,2217,4151
405031121,2141,4578,39,51,0,0,39,51,15,28,0,0,0,3,0,0,16,30,7,16,0,0,0,0,12,23,20,39,30,67,2255,4769,698,..,2953,4769
405031122,4671,11044,778,1295,16,35,786,1331,112,137,0,0,0,0,0,0,112,137,22,40,0,0,0,0,4,3,27,47,28,73,5631,12634,844,..,6472,12634
405031123,1217,3013,17,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,7,8,3,4,0,0,6,17,17,29,11,19,1258,3075,223,..,1485,3075
405041124,1872,4494,109,138,0,0,109,138,12,18,0,0,0,0,0,0,12,18,17,25,4,4,0,0,0,0,25,24,8,14,2016,4697,274,..,2295,4697
405041125,1795,3979,76,101,7,16,83,110,99,148,0,0,0,0,0,0,99,148,0,3,0,0,0,3,0,0,3,8,8,19,1987,4258,1244,..,3227,4258
405041126,1588,3448,89,139,11,18,100,156,31,32,0,0,0,0,0,0,31,32,5,10,0,3,3,3,3,3,12,21,4,12,1733,3669,934,..,2668,3669
405041127,2774,6015,42,66,0,0,42,66,21,30,0,0,0,0,0,0,21,30,51,75,23,37,0,0,20,44,96,156,23,38,2958,6303,2451,..,5411,6303
405041128,1601,3323,31,35,0,3,31,41,4,6,0,0,0,0,0,0,4,6,26,31,5,10,0,0,10,23,41,69,14,23,1690,3455,2242,..,3928,3455
406011129,847,2130,16,25,0,0,19,24,54,64,0,0,0,0,0,0,54,64,15,22,3,5,0,0,4,9,16,34,6,14,938,2264,173,..,1118,2264
406011130,2338,5552,76,103,0,3,79,104,31,48,0,0,0,0,0,0,31,48,33,45,11,21,7,14,9,17,71,102,25,44,2536,5846,1011,..,3548,5846
406011131,1517,3737,36,54,0,6,32,60,3,3,0,0,0,0,0,0,3,3,13,21,3,3,6,11,10,28,39,64,13,24,1602,3892,738,..,2343,3892
406011132,802,1910,14,18,0,0,14,18,8,7,0,0,0,0,0,0,8,7,17,25,3,11,3,0,22,53,47,97,15,24,886,2053,455,..,1340,2053
406011133,4787,11833,599,1105,75,176,678,1275,298,406,0,4,0,0,0,0,302,404,24,37,9,9,6,19,8,8,44,83,32,65,5841,13664,1005,..,6847,13664
406011134,1187,2972,23,33,0,0,27,35,0,0,0,0,0,0,0,0,0,0,16,25,0,0,25,34,3,12,41,69,7,12,1261,3094,714,..,1975,3094
406011135,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,3,..,17,55
406011136,4870,12174,3409,6981,14,23,3417,7004,363,499,21,30,0,0,3,6,392,538,18,30,3,16,0,6,8,18,34,71,27,51,8742,19837,1773,..,10511,19837
406011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
406021138,456,2009,34,46,0,0,34,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,7,0,0,494,2063,214,..,703,2063
406021139,653,1320,7,17,0,0,7,17,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,30,52,694,1396,454,..,1146,1396
406021140,840,1724,26,43,0,0,26,43,16,19,0,0,0,0,0,0,16,19,0,4,0,0,0,0,3,4,5,7,10,22,888,1814,444,..,1332,1814
406021141,643,1381,3,6,0,0,3,6,10,13,0,0,0,0,0,0,10,13,28,60,7,10,32,34,3,5,68,107,65,157,791,1665,1006,..,1800,1665
406021142,3892,9615,608,1267,33,90,640,1357,286,435,0,0,0,0,0,0,286,435,29,46,12,13,0,3,9,26,48,87,34,76,4908,11571,924,..,5836,11571
406021143,984,2916,140,232,0,0,138,229,47,62,0,0,0,0,0,0,47,62,0,0,3,6,0,4,0,0,8,12,3,16,1177,3232,460,..,1644,3232
407011144,4361,9193,149,215,59,121,212,334,109,141,0,6,0,3,0,0,112,147,15,18,47,57,0,3,7,10,66,89,25,43,4772,9809,3548,..,8319,9809
407011145,1712,3760,36,44,0,0,36,44,25,29,0,0,0,0,0,0,25,29,5,10,3,4,5,13,6,16,17,38,23,58,1812,3928,1096,..,2908,3928
407011146,2577,6314,35,54,0,0,35,54,54,68,0,0,0,0,0,0,54,68,10,13,0,5,0,0,12,18,19,31,0,6,2688,6477,238,..,2926,6477
407011147,2596,6590,6,13,0,0,6,13,4,11,0,0,0,0,0,0,4,11,13,21,3,4,4,6,11,13,29,47,9,28,2656,6693,588,..,3248,6693
407011148,5413,11699,540,766,81,147,619,913,76,100,10,25,13,18,0,4,102,145,3,6,19,32,0,0,3,17,31,50,16,27,6176,12837,2654,..,8831,12837
407011149,2149,4829,36,73,19,26,53,99,29,40,22,26,0,0,3,4,51,72,36,44,5,9,0,0,14,22,47,74,16,34,2321,5106,1637,..,3956,5106
407021150,1852,4757,9,15,0,0,6,21,6,5,0,0,0,0,0,3,4,5,4,3,0,0,3,12,3,3,11,19,13,31,1892,4825,723,..,2615,4825
407021151,1415,3100,50,68,10,18,52,79,20,22,0,0,0,0,0,0,20,22,6,5,0,3,0,0,9,20,18,29,9,15,1504,3248,1470,..,2979,3248
407021152,1953,4420,98,158,7,12,103,168,33,44,0,0,0,0,0,0,33,44,3,6,6,9,0,0,0,7,10,26,7,16,2107,4667,289,..,2396,4667
407021154,2136,5261,94,156,0,0,94,156,55,99,0,0,0,0,0,0,55,99,3,4,0,4,0,0,3,3,6,7,11,15,2299,5548,292,..,2591,5548
407021155,832,2036,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,3,9,845,2056,232,..,1073,2056
407021156,1114,2716,35,51,0,0,35,51,17,23,0,0,0,0,0,0,17,23,8,9,3,5,0,0,3,7,9,25,6,10,1179,2820,244,..,1430,2820
407021157,2348,5759,35,58,0,0,35,58,8,22,0,0,0,0,0,0,8,22,9,12,3,3,0,7,4,6,18,26,13,29,2427,5894,408,..,2833,5894
407021158,1186,2881,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,3,10,6,7,0,0,0,3,11,21,6,16,1208,2924,491,..,1702,2924
407021173,4493,11524,607,1216,17,27,620,1243,341,528,0,0,0,0,0,0,344,527,12,20,8,11,0,0,0,0,16,29,23,43,5488,13374,708,..,6199,13374
407021174,4247,10522,767,1338,26,47,793,1383,570,841,0,0,12,23,0,0,584,863,4,15,7,11,4,9,11,16,23,51,25,54,5671,12870,773,..,6448,12870
407031159,2304,5639,95,139,0,4,96,140,89,126,0,0,0,0,0,0,89,126,9,15,7,5,0,0,3,11,22,32,13,41,2517,5968,357,..,2880,5968
407031160,1330,3180,206,350,0,0,206,350,120,159,0,0,0,0,0,0,120,159,3,7,3,9,0,0,0,0,12,16,14,29,1679,3736,200,..,1880,3736
407031161,1109,2577,6,9,0,0,6,9,4,13,0,0,0,0,0,0,4,13,16,26,0,0,3,0,10,27,26,64,6,18,1156,2676,402,..,1561,2676
407031162,1864,4536,151,250,0,0,151,250,94,104,0,0,0,0,0,0,94,104,13,15,3,8,0,3,0,5,18,27,3,5,2133,4921,260,..,2388,4921
407031163,609,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,3,3,7,11,27,6,20,629,1551,197,..,825,1551
407031164,2435,5289,36,60,0,0,36,60,3,5,0,0,0,0,0,0,3,5,12,16,41,76,9,18,3,7,60,107,20,38,2553,5503,1788,..,4337,5503
407031165,5802,14397,811,1415,15,37,823,1450,44,67,0,0,0,0,0,0,44,67,19,25,16,23,7,6,3,7,47,71,52,113,6771,16100,852,..,7621,16100
407031166,1248,3217,8,11,0,4,9,17,0,0,0,0,0,0,0,0,3,3,7,14,22,37,4,3,0,5,31,53,6,23,1302,3316,492,..,1793,3316
407031167,1541,3608,146,249,0,0,147,249,166,254,0,0,0,0,0,0,166,254,0,3,8,22,0,0,0,0,11,21,11,20,1879,4147,241,..,2117,4147
407031168,1657,4171,0,3,0,0,0,3,27,35,0,0,0,0,0,0,27,35,15,30,19,25,7,9,6,12,45,82,19,45,1747,4332,294,..,2042,4332
407031169,2002,4690,55,95,0,0,55,95,11,20,0,0,0,0,0,0,11,20,8,8,7,7,4,0,17,40,32,55,12,21,2111,4873,745,..,2858,4873
407031170,2327,5466,121,172,0,0,121,172,40,57,0,0,0,0,0,0,40,57,21,31,20,40,5,4,12,22,53,93,22,55,2574,5841,1366,..,3933,5841
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
499999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
501011001,1835,4376,20,38,0,0,20,38,50,65,0,0,0,0,0,0,50,65,42,51,4,4,8,19,5,18,55,90,37,89,2002,4669,1075,..,3076,4669
501011002,8064,20869,907,1477,93,188,1004,1661,26,34,0,0,0,0,6,5,31,44,68,121,273,422,7,24,6,17,357,585,27,70,9480,23233,2189,..,11671,23233
501011003,3228,8440,66,107,55,124,114,230,3,10,0,3,0,0,0,0,4,14,19,31,39,60,16,29,5,16,80,135,22,55,3460,8875,2520,..,5977,8875
501011004,2826,7324,119,214,31,44,148,255,12,20,0,0,0,0,0,0,12,20,25,42,17,32,3,4,4,11,48,94,16,43,3045,7733,1008,..,4053,7733
501021005,5526,15348,229,413,3,8,235,419,40,73,0,0,0,0,0,0,40,73,59,89,10,16,0,0,0,0,73,107,15,40,5886,15985,597,..,6482,15985
501021007,1766,4547,47,73,0,0,47,73,12,29,0,0,0,0,0,3,11,30,0,0,0,0,0,5,3,7,5,15,11,23,1841,4681,311,..,2150,4681
501021008,2045,4847,470,809,13,16,479,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,2523,5673,325,..,2851,5673
501021009,3106,7633,113,149,0,0,113,149,18,20,0,0,0,0,0,0,18,20,17,14,0,0,0,0,6,20,21,33,10,16,3270,7852,524,..,3799,7852
501021010,1022,2796,5,15,0,0,5,15,0,0,0,0,0,0,0,0,0,0,21,32,13,17,0,0,0,0,34,48,4,7,1072,2873,119,..,1197,2873
501021011,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,9,0,0,5,13,3,..,5,13
501021012,3740,10004,271,500,17,28,284,529,0,3,0,0,0,0,0,0,0,3,4,7,30,40,0,0,0,0,37,47,11,22,4072,10606,439,..,4509,10606
501021014,2894,7549,114,215,6,27,125,241,10,26,0,0,0,0,0,0,10,26,5,7,0,0,3,7,9,6,21,24,39,69,3087,7911,708,..,3794,7911
501021015,2210,5590,288,518,9,20,304,539,140,212,0,0,0,0,0,0,140,212,8,6,6,8,0,0,3,3,14,16,6,22,2672,6379,375,..,3043,6379
501021016,1323,3315,29,62,0,3,34,64,61,93,3,9,0,0,0,0,62,101,12,27,0,0,5,13,5,10,27,45,15,25,1452,3550,450,..,1905,3550
501021251,2631,7992,78,152,12,13,89,168,105,137,0,0,0,0,0,0,105,137,0,0,0,0,0,0,0,0,0,0,3,7,2831,8307,367,..,3194,8307
501021252,923,2694,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,8,5,11,0,0,5,18,0,0,935,2718,82,..,1016,2718
501021253,3217,7852,705,1228,338,665,1045,1893,416,596,52,84,37,66,0,0,509,741,37,52,35,50,0,0,4,7,70,105,19,37,4850,10633,1037,..,5892,10633
501021254,1586,3974,312,481,0,0,312,481,36,58,34,63,0,0,0,0,71,118,13,26,40,63,0,0,0,0,57,85,4,8,2021,4675,299,..,2320,4675
501031017,2414,5561,52,63,0,0,52,63,11,13,0,0,0,0,0,0,11,13,5,16,3,3,6,12,3,5,23,40,10,22,2513,5700,563,..,3072,5700
501031018,2031,4934,60,82,0,0,61,84,4,4,0,0,0,0,0,0,4,4,0,0,0,0,12,31,0,0,17,34,17,30,2132,5094,414,..,2546,5094
501031019,1873,4689,97,147,0,0,98,147,101,143,0,0,0,0,0,0,101,143,3,8,0,0,0,0,0,3,5,14,4,10,2083,4995,346,..,2429,4995
501031020,1807,4123,28,39,0,3,26,41,11,7,0,0,0,0,0,0,10,9,12,23,12,15,12,22,10,27,41,96,24,39,1909,4315,1050,..,2959,4315
502011021,2322,6102,77,110,18,34,97,152,0,0,0,0,25,51,0,0,30,57,31,42,30,38,0,0,0,0,60,80,8,22,2515,6407,954,..,3471,6407
502011022,2975,7191,157,319,104,213,263,538,3,10,7,13,0,0,0,0,8,21,23,38,27,50,0,0,3,6,58,92,9,19,3316,7870,1625,..,4938,7870
502011023,3101,7858,669,1066,55,95,720,1160,22,38,0,0,0,0,0,0,22,38,0,0,0,0,0,0,0,0,0,3,3,5,3849,9063,541,..,4383,9063
502011024,5586,14639,715,1135,190,356,903,1493,258,366,40,70,30,46,0,0,327,489,0,0,0,0,6,11,0,5,11,15,13,34,6836,16668,1786,..,8624,16668
502011025,2171,4754,1025,1661,374,716,1400,2373,141,236,97,183,189,361,0,0,428,776,82,115,0,0,0,0,0,3,89,119,16,21,4096,8051,1782,..,5878,8051
502011026,1919,4761,161,242,9,19,174,255,12,32,0,0,0,0,0,0,12,32,26,30,59,90,0,0,0,3,87,120,5,10,2192,5184,765,..,2962,5184
502011027,5475,15424,167,352,54,129,220,485,272,396,0,0,0,0,0,0,272,396,0,0,0,0,0,0,0,3,3,6,10,21,5982,16331,882,..,6870,16331
502011028,3392,8002,289,462,156,292,449,753,172,222,0,0,0,0,0,0,172,222,3,3,0,0,0,0,3,6,8,7,8,12,4025,8998,901,..,4922,8998
502011029,3100,8109,176,279,0,0,176,279,7,10,0,0,0,0,0,0,7,10,61,84,11,22,15,37,3,3,89,147,11,20,3383,8560,410,..,3792,8560
503011030,1900,5688,34,62,72,179,111,240,209,295,0,0,0,0,0,0,209,295,0,0,0,0,0,0,3,5,3,5,4,4,2221,6228,231,..,2453,6228
503011031,1504,3991,459,879,358,772,811,1651,237,373,244,361,409,710,0,0,895,1443,0,3,0,0,0,0,0,0,0,3,22,44,3230,7122,540,..,3773,7122
503011032,1816,5011,136,289,268,603,409,890,138,232,266,409,86,125,0,0,485,771,0,0,0,0,0,0,0,0,0,0,4,9,2718,6671,604,..,3325,6671
503011033,2409,7273,33,67,52,120,81,186,0,0,43,78,0,3,0,0,48,83,0,0,0,0,0,0,0,0,0,0,0,0,2532,7550,210,..,2748,7550
503011034,2403,6817,297,493,275,554,574,1042,92,159,371,518,371,604,0,0,831,1281,0,0,0,0,0,0,0,6,4,8,3,6,3817,9152,561,..,4383,9152
503011035,4021,12016,326,701,555,1289,879,1992,496,1014,307,572,288,557,0,0,1097,2154,0,0,0,0,0,0,0,0,0,0,9,21,6012,16178,820,..,6832,16178
503011036,2247,6524,152,280,317,784,466,1061,153,187,54,63,29,48,0,0,228,304,0,0,0,3,0,0,3,8,4,11,9,18,2950,7913,434,..,3387,7913
503021037,0,3,0,0,0,0,0,0,0,0,3,8,0,3,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,..,10,18
503021038,2742,7368,378,777,534,1157,917,1938,151,227,173,273,37,58,0,0,365,555,0,3,0,0,0,0,30,59,30,60,5,20,4060,9943,495,..,4554,9943
503021039,3631,9711,504,929,712,1456,1219,2382,638,1042,554,824,402,560,3,6,1590,2438,0,3,0,0,0,0,17,32,18,33,7,24,6455,14588,814,..,7276,14588
503021040,2281,5911,275,535,417,943,692,1476,182,285,106,152,98,132,3,3,384,574,0,0,0,0,0,0,6,15,6,15,12,30,3384,8002,552,..,3937,8002
503021041,1233,2926,485,1004,989,2199,1474,3198,824,1466,1977,3603,7545,13747,0,3,10348,18817,6,13,0,3,12,14,28,50,49,78,88,153,13180,25170,3245,..,16426,25170
503021042,3135,8342,310,595,1053,2092,1358,2686,677,1109,725,1127,859,1370,0,0,2259,3607,0,0,0,0,0,0,7,13,7,13,18,34,6779,14683,1135,..,7914,14683
503021043,3190,8759,493,945,880,1885,1380,2831,798,1603,1053,1952,550,908,3,0,2397,4466,0,0,0,0,0,0,8,9,8,9,12,21,6989,16091,852,..,7840,16091
504011044,4649,11871,856,1623,125,281,979,1907,179,259,31,45,34,46,0,0,237,350,0,0,0,3,0,0,3,3,3,3,11,27,5883,14162,662,..,6548,14162
504011045,7107,18115,1264,2343,124,314,1393,2656,133,235,77,154,0,0,0,0,209,394,0,0,0,0,0,0,3,12,9,13,21,59,8738,21235,1037,..,9770,21235
504011046,1742,4325,614,1175,1334,2627,1948,3798,965,1627,454,727,514,881,3,3,1928,3236,0,0,0,0,0,0,3,6,0,4,18,37,5645,11406,1261,..,6909,11406
504011047,6569,17423,1218,2772,143,327,1362,3103,21,36,0,6,0,0,0,0,21,45,0,5,0,0,0,0,0,0,4,6,22,64,7979,20632,906,..,8890,20632
504011048,2343,6702,401,772,51,82,448,854,12,21,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,3,7,2809,7584,245,..,3057,7584
504021049,960,2562,4,14,0,0,4,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,0,0,8,12,12,23,983,2619,87,..,1068,2619
504021050,2446,6575,28,48,0,0,28,48,3,3,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,21,3,22,0,0,2476,6654,199,..,2677,6654
504021051,1816,4807,119,178,3,8,120,191,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1938,5001,199,..,2142,5001
504021052,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,..,5,11
504021053,4268,11647,90,116,0,0,90,116,3,6,0,0,0,0,0,4,3,4,17,22,0,4,0,3,0,0,18,24,15,34,4398,11828,363,..,4759,11828
504021054,4033,10385,444,757,33,51,474,810,5,9,14,14,0,0,0,0,20,29,0,0,0,0,0,0,7,6,7,6,0,3,4537,11238,499,..,5030,11238
504031055,0,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,0,8
504031056,5689,17363,297,563,38,67,330,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6024,17994,392,..,6412,17994
504031057,4953,15235,580,1344,29,44,603,1394,33,44,3,0,0,0,0,0,40,48,15,20,17,24,0,0,0,7,36,51,14,31,5636,16756,445,..,6085,16756
504031058,1599,4494,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,12,29,0,0,14,36,7,6,1616,4536,135,..,1749,4536
504031059,9855,30163,1424,3087,120,252,1539,3336,18,46,91,174,0,0,0,0,108,217,0,3,0,5,0,0,0,0,3,11,13,25,11520,33754,964,..,12481,33754
504031060,867,2424,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,8,30,0,5,11,31,5,10,883,2477,87,..,979,2477
504031061,1446,3677,66,133,4,15,68,150,0,0,0,0,0,0,0,0,0,0,28,38,17,38,0,0,0,0,50,78,3,7,1565,3908,138,..,1702,3908
504031062,3136,8884,333,648,69,148,400,795,35,68,0,0,0,0,0,0,35,68,66,105,0,0,0,0,3,4,71,106,7,27,3650,9889,377,..,4024,9889
504031063,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,0,7
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
504031065,1643,4385,178,353,26,71,211,424,0,0,0,0,0,0,0,0,0,0,53,74,12,12,0,11,0,0,65,100,10,22,1931,4939,233,..,2166,4939
504031066,2189,5286,1265,2426,352,747,1609,3175,69,119,158,289,24,35,0,0,251,439,0,0,0,0,0,0,23,54,23,54,22,42,4088,8989,704,..,4790,8989
504031067,2284,6389,17,36,0,0,14,39,41,63,0,0,0,0,0,0,41,63,0,0,0,0,0,0,0,0,0,0,4,23,2353,6512,173,..,2522,6512
