SA2_MAINCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
303011050,1229,900,93,3,5,2224,187,98,15,0,0,302,31,23,8,0,0,63,1456,1017,109,3,6,2590
303011051,4262,338,107,0,3,4715,365,31,52,0,0,444,79,6,0,0,0,84,4707,375,157,0,3,5248
303021052,1738,687,1455,4,14,3900,130,57,292,0,3,488,44,16,45,0,3,108,1907,766,1792,5,26,4498
303021053,2680,458,2585,3,15,5747,161,65,342,3,4,576,47,15,73,0,0,138,2888,541,3001,5,23,6455
303021054,903,101,528,0,13,1539,75,3,110,0,3,190,24,0,20,0,0,48,1000,105,661,0,10,1775
303021055,1368,300,1545,3,22,3234,109,29,300,0,3,445,32,13,58,0,0,97,1510,337,1896,3,24,3781
303021056,2153,118,217,63,8,2547,229,25,45,12,0,311,42,4,15,0,3,66,2423,147,277,68,15,2929
303021057,1537,109,394,3,5,2044,155,10,92,0,0,264,24,0,21,0,4,48,1712,122,507,3,5,2351
303021058,762,62,850,36,21,1736,64,12,167,0,4,244,29,4,41,0,8,82,853,78,1057,40,34,2063
303021059,1656,578,945,0,8,3187,107,59,209,0,0,382,35,17,36,0,3,90,1797,653,1193,0,14,3654
303031060,3003,1135,75,193,26,4436,184,64,8,126,8,389,51,32,5,17,4,110,3236,1234,84,339,33,4926
303031061,1392,40,104,0,6,1551,150,9,6,0,0,163,57,0,9,0,3,72,1605,52,124,0,11,1780
303031062,2399,74,57,0,3,2535,248,12,11,0,0,272,50,0,0,0,0,53,2689,88,71,0,7,2853
303031063,3351,548,774,3,16,4685,432,42,202,0,3,677,84,10,32,0,4,130,3865,594,1005,5,20,5495
303031064,1697,31,4,29,10,1771,75,0,0,20,0,97,26,3,0,0,0,24,1791,38,4,50,10,1896
303031065,2029,161,562,0,9,2762,359,16,106,0,5,486,54,0,16,0,3,74,2442,186,690,3,13,3327
303031066,2597,574,50,0,3,3222,212,88,3,0,0,299,56,7,0,0,0,66,2859,671,52,0,8,3584
303041067,1225,184,111,0,7,1529,165,52,35,0,3,258,45,8,7,0,4,62,1440,248,149,0,14,1848
303041068,2249,479,703,0,19,3450,246,53,237,0,3,539,55,18,31,0,0,104,2551,549,976,3,19,4090
303041069,1019,261,32,0,3,1321,78,21,0,0,3,104,35,114,0,0,16,162,1134,394,32,0,25,1587
303041070,1914,64,114,3,8,2102,225,11,18,0,0,248,49,0,6,0,3,56,2178,79,140,4,9,2406
303041071,3050,81,44,0,6,3178,264,8,13,0,0,282,58,3,5,0,0,72,3365,90,58,0,8,3524
303051072,2200,261,28,26,0,2520,194,44,9,23,0,280,35,3,3,0,0,46,2435,314,42,53,0,2841
303051073,4520,1474,16,0,0,6013,243,109,3,0,0,359,100,44,0,0,0,136,4859,1625,17,4,7,6510
303051074,1256,11,0,0,4,1270,79,3,0,0,0,85,31,0,0,0,3,29,1371,7,3,0,4,1390
303051075,3909,364,0,0,3,4283,168,43,0,0,0,212,61,11,0,0,0,74,4139,419,0,0,10,4567
303051076,2223,273,87,4,10,2599,491,48,30,0,0,566,98,16,4,0,3,117,2810,330,117,4,14,3274
303061077,1878,320,17,4,4,2218,138,38,20,0,0,190,30,10,6,0,0,48,2042,368,36,4,3,2462
303061078,2945,1129,37,0,9,4123,228,94,3,0,0,330,73,29,0,0,3,106,3248,1256,34,3,16,4559
303061079,2122,245,11,0,15,2394,243,51,3,0,3,299,64,44,0,0,0,111,2435,341,20,0,15,2803
303061080,4285,568,10,42,9,4910,375,48,3,33,12,468,117,84,0,10,65,277,4774,705,9,81,90,5656
304011081,2226,143,21,0,0,2392,114,10,24,0,0,150,27,0,3,0,0,30,2365,155,50,0,0,2568
304011082,2193,60,0,0,0,2261,137,10,0,0,0,147,32,0,0,0,0,34,2371,70,0,0,0,2442
304011083,1189,161,0,0,3,1348,60,15,0,0,0,77,17,0,0,0,0,17,1268,173,0,0,3,1443
304011084,2616,308,6,0,3,2931,110,25,0,0,0,139,27,3,0,0,0,30,2753,337,6,0,5,3097
304011085,1338,43,0,0,0,1376,41,0,0,0,0,46,7,0,0,0,0,7,1385,43,0,0,0,1426
304021086,2953,106,0,0,3,3061,107,25,0,0,0,130,50,6,0,0,0,63,3110,138,3,0,5,3255
304021087,1885,47,32,0,3,1970,67,25,3,0,0,98,23,5,0,0,0,32,1970,81,37,0,4,2099
304021088,3146,86,4,3,7,3249,107,6,0,0,0,112,49,4,0,0,0,54,3301,93,8,3,7,3409
304021089,1190,0,0,0,3,1195,35,0,0,0,0,35,8,0,0,0,0,8,1238,0,0,0,3,1238
304021090,2714,104,21,3,7,2843,162,10,3,0,0,170,47,0,0,0,0,52,2919,111,22,3,7,3061
304021091,1516,33,0,0,0,1551,48,35,0,0,0,81,10,6,0,0,3,17,1570,68,3,0,3,1648
304031092,2040,99,91,3,15,2251,122,17,17,0,0,157,29,5,0,0,0,36,2196,126,102,3,14,2441
304031093,1147,120,255,0,0,1520,77,11,64,0,0,149,16,6,11,0,0,41,1237,142,326,0,3,1711
304031094,2089,376,1596,0,38,4103,114,20,135,0,3,264,46,9,34,0,3,93,2253,403,1758,0,44,4458
304031095,1250,267,409,7,5,1939,80,40,59,0,3,188,8,14,9,0,0,40,1335,325,478,10,14,2163
304031096,1120,232,2001,0,6,3366,54,11,106,0,0,176,28,0,36,0,10,72,1210,250,2146,0,19,3616
304031097,949,236,2146,0,12,3347,45,20,132,0,0,193,11,10,53,0,29,104,1004,261,2329,0,44,3641
304041098,1514,280,789,0,9,2588,138,39,193,0,0,370,30,5,27,0,3,63,1683,319,1009,0,12,3021
304041099,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
304041100,2008,125,115,3,0,2245,280,87,25,0,0,394,45,43,9,0,0,94,2331,251,149,3,4,2735
304041101,2207,104,329,0,8,2648,208,13,98,0,0,317,40,0,13,0,0,52,2461,115,442,0,8,3021
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,4932,222,44,3,6,5202,253,14,3,0,0,273,46,3,3,0,0,60,5234,238,50,3,12,5539
304041104,2785,16,190,0,3,3001,103,3,17,0,0,122,31,0,8,0,0,37,2919,22,212,0,3,3155
305011105,303,24,3208,18,42,3596,14,0,249,11,3,283,16,3,108,30,12,166,335,30,3570,56,58,4044
305011106,70,85,2673,0,9,2839,8,6,284,0,0,299,0,7,101,0,8,110,80,95,3060,3,10,3251
305011107,821,99,1099,3,13,2041,82,9,171,0,4,267,29,3,33,0,3,69,930,117,1304,6,20,2375
305011108,384,83,2666,15,7,3164,26,9,280,0,0,321,18,12,83,0,0,115,431,109,3029,15,9,3592
305011109,991,189,3494,4,22,4697,100,22,486,0,5,620,30,3,95,0,7,136,1117,216,4067,4,40,5444
305011110,199,76,2195,8,17,2493,21,0,146,0,4,177,3,0,43,0,11,59,226,76,2380,13,33,2723
305011111,319,191,1373,4,13,1907,24,32,147,0,0,205,10,6,69,0,3,85,352,235,1584,3,15,2197
305011112,1017,179,2081,7,14,3306,99,12,265,0,0,380,29,7,65,0,0,98,1148,198,2412,5,19,3786
305021113,909,201,293,0,6,1403,61,16,39,0,0,115,12,0,8,0,0,25,979,219,341,0,6,1536
305021114,1111,317,799,0,7,2224,66,9,74,0,0,154,26,5,21,0,0,50,1196,330,888,0,4,2428
305021115,953,105,865,0,9,1930,71,8,169,0,3,249,41,4,43,0,3,92,1066,116,1074,0,7,2274
305021116,1056,195,390,0,4,1639,42,9,63,0,0,115,15,7,11,0,0,26,1112,204,468,0,8,1787
305021117,2140,1230,947,0,16,4335,209,91,144,0,0,451,46,32,25,0,3,102,2401,1349,1116,0,21,4881
305021118,1528,179,364,4,9,2082,63,15,44,0,0,117,33,4,13,0,0,53,1626,191,416,4,9,2249
305031119,385,46,582,4,6,1028,30,3,72,0,4,115,7,3,25,0,0,34,429,56,682,4,8,1173
305031120,1322,280,490,3,3,2104,85,18,62,0,0,173,22,6,14,0,13,51,1430,305,576,3,17,2326
305031121,885,152,763,7,8,1814,62,15,153,0,4,238,21,3,23,0,0,50,969,170,935,3,9,2098
305031122,1514,331,1910,13,15,3785,93,42,262,3,0,401,28,14,52,0,3,100,1634,393,2221,11,18,4283
305031123,1122,92,90,6,6,1313,82,7,13,0,0,99,23,3,3,0,0,27,1224,101,110,6,3,1446
305031124,751,168,1391,6,9,2328,47,20,179,0,0,248,18,10,48,3,3,75,819,196,1610,10,15,2655
305031125,1275,177,23,3,11,1480,110,8,13,0,0,131,17,0,3,0,0,30,1403,185,34,3,14,1635
305031126,1135,315,1785,0,15,3250,69,13,173,0,0,254,45,16,60,0,8,123,1254,336,2016,0,18,3629
305031127,914,277,434,0,10,1631,58,54,63,0,0,177,22,8,9,0,59,95,995,340,505,0,66,1911
305031128,303,96,3960,0,26,4384,16,7,302,0,0,327,8,0,88,0,3,103,323,99,4351,0,27,4802
305031129,896,102,231,0,5,1231,60,5,24,0,0,90,24,4,12,0,3,45,982,111,271,0,3,1364
305031130,1405,150,1019,0,4,2574,94,4,161,0,0,272,32,3,33,0,3,75,1532,162,1210,0,6,2913
305031131,1610,162,1522,4,13,3313,116,16,236,0,3,373,31,3,39,0,3,79,1758,178,1797,4,21,3764
305041132,3224,85,747,7,12,4077,188,3,97,0,7,296,70,0,20,3,19,114,3483,90,870,15,32,4487
305041133,793,22,1153,5,8,1977,39,0,81,0,3,122,22,0,19,0,0,43,847,27,1253,5,11,2138
305041134,2537,210,243,0,10,3008,137,11,30,0,0,183,34,6,9,0,0,51,2712,229,281,0,16,3241
305041135,2263,366,1130,22,12,3792,131,29,120,5,0,287,50,3,31,0,3,88,2442,401,1277,27,15,4159
305041136,1277,145,500,5,5,1929,68,14,59,0,0,144,32,3,21,0,0,60,1377,162,583,5,14,2135
305041137,1427,141,2396,4,7,3977,73,4,143,0,0,211,23,0,40,0,0,65,1525,147,2577,0,8,4255
306011138,1605,4,5,25,0,1636,99,0,0,12,0,109,30,0,0,4,0,31,1736,4,5,38,3,1780
306011139,2867,192,499,23,38,3611,194,36,81,7,19,339,53,3,23,0,7,85,3116,239,602,21,59,4040
306011140,816,121,291,0,7,1235,70,25,30,0,4,126,27,0,9,0,0,39,913,143,330,0,13,1397
306011141,3411,94,214,38,13,3769,201,11,41,10,0,263,52,5,8,4,0,67,3665,113,263,51,11,4103
306011142,3643,268,479,20,34,4449,294,75,95,3,5,478,73,10,22,0,4,112,4008,347,599,23,47,5035
306011143,1162,623,275,14,13,2084,158,135,66,3,4,369,37,26,14,0,6,78,1361,782,347,16,23,2531
306021144,2051,8,37,0,3,2100,269,4,13,0,0,285,56,0,0,0,0,57,2370,17,48,3,5,2441
306021145,643,508,1915,40,36,3142,115,152,437,10,8,712,34,28,95,3,10,173,795,684,2441,55,50,4032
306021146,2094,164,210,3,6,2478,290,135,78,3,3,512,75,12,21,3,54,160,2456,316,304,6,66,3148
306021147,2590,50,150,27,9,2815,397,23,99,21,3,544,81,3,20,3,0,109,3067,78,265,52,12,3466
306021148,2284,46,40,11,9,2392,367,33,18,5,3,428,67,4,0,3,3,71,2715,87,60,14,19,2898
306021149,2322,339,127,3,4,2799,314,65,38,0,3,426,79,11,9,0,0,103,2721,424,176,3,8,3332
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,621,163,689,26,3,1505,219,121,275,19,3,643,38,13,46,33,15,139,883,302,1002,77,28,2290
306021152,626,137,659,14,4,1437,133,75,316,6,5,538,37,9,49,3,0,97,793,224,1017,23,5,2070
306021153,2381,20,72,0,0,2472,271,3,18,0,0,289,49,0,3,0,0,54,2701,22,90,0,0,2805
306021154,713,283,700,21,22,1736,192,220,248,5,8,676,26,35,38,0,8,103,934,535,986,25,32,2512
306021155,950,151,125,8,0,1233,193,59,7,23,0,276,49,11,4,0,0,62,1196,215,134,35,3,1576
306021156,2127,311,284,0,11,2730,240,73,75,0,0,396,59,13,8,0,3,85,2424,397,374,0,13,3205
306021157,686,259,302,30,4,1282,118,115,171,21,5,436,15,20,43,3,4,81,824,395,516,56,14,1801
306031158,1144,9,18,24,11,1204,306,10,8,15,3,342,42,0,0,7,3,53,1494,19,30,40,22,1594
306031159,2003,57,200,71,22,2343,635,35,169,58,5,909,86,9,18,7,0,119,2727,100,388,135,27,3380
306031160,2187,11,17,49,14,2280,568,4,14,19,6,614,83,0,0,11,0,89,2835,23,27,79,23,2987
306031161,2588,63,201,85,24,2965,682,35,99,43,5,863,99,6,15,22,8,148,3365,106,323,148,33,3977
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,164,41,13,8,0,224,157,15,23,42,0,233,3,0,0,0,0,8,327,54,35,52,0,465
306041164,1564,37,63,40,39,1750,378,34,65,19,16,512,65,7,11,7,6,94,2004,82,147,67,63,2360
306041165,894,320,250,52,9,1523,71,63,67,16,0,218,31,15,20,3,0,66,997,396,334,73,15,1815
306051166,2779,87,168,62,11,3107,647,79,149,31,3,914,97,12,27,3,3,135,3526,173,345,101,16,4160
306051167,1347,9,23,28,9,1408,476,0,22,23,3,527,80,0,3,9,3,90,1899,6,46,59,14,2023
306051168,1277,3,19,22,10,1332,220,7,3,10,6,243,45,0,0,0,3,55,1547,11,24,34,13,1630
306051169,2487,36,12,41,7,2587,470,36,3,18,6,539,81,3,0,3,0,87,3033,74,18,65,18,3211
306051170,2551,34,94,65,15,2767,864,51,106,29,4,1054,110,8,13,7,4,135,3525,98,219,104,25,3961
307011171,1023,3,11,25,14,1073,359,0,15,5,3,385,52,0,0,10,3,74,1428,4,32,42,23,1539
307011172,1862,87,127,7,3,2089,449,33,43,4,4,532,57,14,11,6,3,90,2368,138,176,16,15,2713
307011173,1491,35,129,12,0,1664,355,17,84,4,4,466,50,4,14,7,0,73,1895,53,225,28,12,2213
307011174,1009,10,5,21,30,1081,405,10,3,19,13,448,43,0,0,0,0,49,1455,22,13,41,47,1579
307011175,912,41,21,14,6,998,259,25,22,3,3,313,34,3,4,7,0,41,1205,68,41,24,17,1355
307011176,1699,63,32,7,12,1817,416,53,13,4,0,486,65,8,3,7,3,79,2180,118,48,16,13,2381
307011177,1420,9,11,22,13,1470,486,9,3,11,3,520,56,4,0,3,0,67,1963,20,14,39,17,2058
307011178,871,30,0,13,6,922,392,14,0,11,10,429,29,3,0,3,4,40,1287,48,0,27,22,1388
307021179,2253,16,13,29,38,2350,717,14,12,17,12,767,79,9,0,3,15,99,3049,34,28,50,62,3218
307021180,1872,0,57,15,10,1949,492,0,29,8,0,531,69,0,8,5,0,79,2424,0,99,23,10,2554
307021181,791,0,13,11,9,823,290,0,10,8,7,315,32,0,0,0,0,35,1110,0,23,24,13,1172
307021182,1434,17,8,9,7,1476,335,9,21,9,4,376,54,0,3,0,0,58,1819,33,27,14,14,1912
307021183,4246,110,75,28,27,4482,1094,94,52,19,4,1259,127,11,12,4,0,149,5466,206,140,49,31,5895
307031184,1341,25,9,6,3,1383,290,10,0,18,0,319,53,0,0,0,0,53,1683,34,10,19,3,1755
307031185,1137,0,4,12,16,1164,301,0,3,9,6,315,50,0,0,0,0,48,1481,0,10,18,26,1529
307031186,1246,8,9,19,12,1290,359,0,12,9,0,383,60,0,3,3,0,62,1660,15,23,30,8,1738
307031187,1386,56,93,14,6,1551,475,35,70,4,0,587,43,5,9,0,0,63,1901,91,180,14,4,2200
307031188,1565,9,4,33,8,1624,404,0,3,33,3,445,48,0,0,8,0,58,2024,16,6,69,14,2126
307031189,3850,321,63,26,24,4279,1038,237,53,19,3,1352,121,31,8,3,0,164,5008,585,119,47,30,5794
308011190,1583,14,66,16,3,1683,416,23,26,3,3,470,59,0,4,4,3,75,2053,44,100,26,12,2230
308011191,1698,3,36,99,193,2029,416,0,11,63,54,545,76,0,0,12,13,103,2188,6,48,176,258,2676
308011192,3116,249,282,25,34,3707,294,44,80,6,4,434,75,15,10,3,3,106,3488,307,370,37,43,4248
308031205,1562,193,76,15,3,1849,512,149,44,4,4,709,77,21,7,3,0,112,2154,358,124,27,10,2672
308031206,507,0,0,12,0,515,126,0,0,4,0,127,16,0,0,4,0,15,645,0,0,18,0,663
308031207,1404,50,41,59,0,1553,305,33,23,49,4,404,43,3,3,3,37,91,1754,86,63,109,38,2058
308031208,2514,62,124,0,4,2701,373,17,125,0,0,512,66,3,11,0,0,81,2948,82,256,0,4,3292
308031209,1198,0,0,4,5,1207,109,0,0,0,0,115,28,0,0,0,0,28,1332,0,0,6,8,1350
308031210,3047,44,18,20,3,3132,475,46,14,7,0,543,82,0,0,4,3,90,3604,87,32,30,9,3763
308031211,1203,58,55,0,4,1317,311,28,18,0,0,365,37,8,0,0,0,44,1547,94,75,0,3,1727
308031212,716,4,3,26,0,748,393,0,18,19,0,433,33,0,0,0,0,36,1143,5,24,45,3,1219
308031213,2574,263,60,8,0,2916,386,73,18,0,0,476,64,10,0,0,0,80,3029,343,84,11,3,3476
308031214,1273,142,14,3,4,1434,356,97,14,0,9,474,44,14,0,0,0,64,1669,257,25,3,9,1971
308031215,1678,157,22,19,3,1882,247,107,4,29,0,392,45,11,0,4,0,63,1975,274,32,61,9,2340
308031216,1530,100,39,0,4,1671,412,60,26,0,0,501,57,4,0,0,23,90,2001,169,61,0,28,2262
308031217,637,27,119,8,23,813,283,37,59,0,6,381,28,4,8,3,5,48,945,73,181,13,28,1238
308031218,895,0,0,7,3,905,202,0,0,7,0,209,43,0,0,5,49,96,1140,0,0,20,52,1217
308031219,1134,3,3,32,3,1169,198,3,0,30,0,232,43,0,0,6,0,49,1376,4,3,64,3,1449
308031220,743,0,0,9,5,755,190,0,0,3,0,190,35,0,0,0,0,32,965,0,3,13,5,988
308031221,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
308031222,1856,127,158,5,21,2168,334,81,96,4,0,509,39,18,21,0,0,88,2231,228,274,8,29,2764
308031223,4573,246,416,64,33,5333,653,149,221,43,9,1079,106,5,29,15,3,168,5332,399,667,130,47,6577
308041528,2151,19,29,21,23,2242,605,11,11,15,9,650,83,3,3,12,4,107,2842,32,40,52,39,3006
308041529,1434,16,97,16,3,1568,272,10,32,14,0,327,51,0,11,5,0,74,1761,31,146,32,5,1965
308051530,1654,3,53,66,16,1790,402,3,12,20,14,446,58,0,0,7,3,70,2117,4,60,91,35,2307
308051531,2698,59,143,53,4,2962,222,23,46,16,0,309,56,5,6,3,0,69,2976,93,193,73,6,3337
308051532,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7
308051533,3699,255,50,13,3,4021,356,100,33,9,0,486,55,3,0,3,0,61,4104,360,83,18,5,4575
308051534,1153,205,412,6,6,1782,252,79,171,5,0,506,43,9,30,3,0,88,1445,291,611,17,8,2371
308051535,2959,12,22,84,9,3083,441,0,3,51,0,496,70,0,0,13,0,86,3476,10,31,142,15,3666
308051536,1037,44,11,3,0,1088,138,14,4,3,0,157,19,0,3,0,0,21,1196,58,15,4,0,1271
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,1660,79,24,3,0,1771,187,7,5,0,0,203,29,0,0,0,0,34,1882,88,29,3,0,2003
308051539,1170,68,208,0,4,1451,226,10,93,0,0,328,36,0,10,0,0,50,1433,82,304,4,5,1833
309011224,1997,145,319,0,0,2461,191,37,48,0,3,280,56,6,16,0,0,79,2246,185,387,0,3,2821
309011225,1014,402,1451,15,22,2895,159,59,315,3,3,547,28,16,56,0,0,100,1195,478,1815,17,25,3541
309011226,3248,1090,123,3,6,4466,409,251,24,0,0,681,97,38,6,0,0,143,3746,1373,156,3,6,5280
309011227,537,377,3319,0,18,4259,46,52,598,0,9,701,19,16,110,0,10,150,601,442,4032,0,30,5112
309011228,2441,1173,215,50,3,3886,255,278,51,31,0,614,71,51,20,3,0,141,2770,1505,278,88,6,4638
309011229,852,706,736,8,13,2306,87,132,207,0,0,425,22,21,37,0,0,86,958,865,977,7,15,2826
309021230,306,149,1436,44,11,1942,55,39,463,32,5,589,12,7,69,10,4,99,372,194,1969,83,19,2627
309021231,1598,692,1282,7,19,3595,203,116,296,0,3,623,54,29,45,0,0,134,1856,842,1625,9,21,4349
309021232,2128,591,30,3,3,2752,245,224,5,0,4,476,49,35,3,0,0,87,2424,853,37,3,4,3323
309021233,3008,659,25,3,8,3702,305,167,7,0,0,487,65,19,0,0,3,92,3382,845,41,3,6,4276
309021234,2270,834,1587,27,17,4742,350,152,506,15,3,1021,65,30,86,3,4,193,2691,1017,2178,48,29,5953
309031235,2620,493,23,0,3,3135,206,52,4,0,3,273,58,19,0,0,3,84,2884,565,28,0,14,3493
309031236,702,580,1499,17,7,2808,106,97,306,11,10,531,20,24,54,3,3,108,832,700,1865,28,22,3442
309031237,1874,1414,0,153,13,3453,441,251,0,89,6,785,89,39,0,11,0,141,2405,1707,0,249,17,4379
309031238,1241,2963,1590,3,57,5853,215,702,431,0,8,1362,38,114,64,3,8,222,1491,3784,2092,5,64,7437
309031239,1931,677,629,10,8,3251,212,162,84,4,0,468,37,14,15,0,0,74,2186,853,730,12,12,3796
309031240,1531,772,892,0,11,3202,174,137,188,0,3,497,38,18,36,0,0,90,1735,924,1112,0,12,3787
309041241,1233,0,0,33,3,1269,131,0,0,15,0,153,35,0,0,0,0,38,1400,0,3,47,5,1454
309041242,4237,46,21,44,9,4363,446,18,4,11,3,479,91,0,3,5,0,95,4771,69,29,53,16,4937
309051243,1881,40,5,6,3,1933,122,15,0,0,0,132,38,0,0,0,0,40,2040,52,6,6,3,2107
309051244,4615,602,27,11,12,5272,281,74,9,19,0,385,102,13,10,4,0,125,4993,684,44,36,16,5774
309051245,1714,639,0,4,0,2354,75,80,0,0,0,157,30,15,0,0,0,48,1819,739,0,4,0,2562
309061246,2269,1407,210,123,0,4018,187,149,23,123,0,481,54,36,8,17,3,117,2510,1598,246,266,6,4611
309061247,2252,140,130,0,3,2522,240,26,17,0,0,283,49,5,3,0,0,62,2544,172,150,0,3,2870
309061248,4374,1170,342,88,14,5989,446,421,189,51,3,1114,121,78,29,11,4,240,4942,1671,566,148,18,7345
309061249,4028,990,3,0,3,5027,192,116,0,0,0,310,82,20,0,0,0,102,4303,1126,4,3,7,5444
309061250,2027,72,3,4,3,2109,115,48,0,0,0,164,45,11,0,0,124,175,2184,131,3,6,126,2451
309071251,2599,872,92,4,26,3589,135,127,15,3,3,275,55,13,4,0,0,75,2786,1010,108,4,27,3936
309071252,4253,589,128,20,8,4998,288,149,38,5,0,478,123,26,9,0,0,155,4669,764,170,19,8,5628
309071253,2400,683,570,86,16,3755,115,46,55,16,0,234,39,15,21,6,3,84,2556,741,647,109,20,4073
309071254,1027,4,8,38,12,1087,158,0,0,14,0,172,24,0,0,3,0,33,1216,4,8,56,10,1287
309071255,5010,286,37,3,15,5352,376,32,6,0,3,414,112,5,0,0,0,121,5496,323,49,7,12,5893
309071256,3678,912,15,0,8,4616,221,174,0,0,0,396,65,25,0,0,0,95,3970,1117,16,0,6,5107
309071257,1971,436,3,0,8,2413,166,61,0,0,0,228,33,6,0,0,0,46,2170,505,3,0,10,2681
309071258,7057,1217,4,33,17,8333,406,182,0,26,7,622,153,37,0,3,3,194,7609,1436,3,70,26,9146
309081259,893,331,115,0,0,1343,72,33,76,0,0,181,14,13,17,0,0,39,986,371,207,0,0,1564
309081260,1080,870,108,0,7,2066,83,109,85,0,0,277,25,27,18,0,0,69,1186,1005,206,3,8,2417
309081261,4485,2053,675,0,6,7217,319,199,129,0,0,653,99,48,21,0,0,166,4900,2301,821,0,11,8037
309081262,2262,1730,805,0,3,4797,204,204,91,0,0,500,53,50,22,0,0,133,2515,1988,917,3,3,5428
309091263,2676,663,272,0,5,3623,245,224,77,0,3,538,65,46,25,0,36,172,2990,933,369,3,46,4340
309091264,1526,262,6,0,6,1801,138,48,0,0,0,184,44,7,0,0,0,58,1707,325,9,0,4,2046
309091265,2266,138,44,0,3,2450,125,21,0,0,0,155,62,5,3,0,0,71,2458,164,44,0,3,2679
309091540,859,730,3256,20,19,4889,122,169,739,9,5,1044,33,33,128,0,19,213,1019,932,4121,30,41,6151
309091541,2189,1522,1562,27,30,5336,332,220,334,9,4,900,98,182,154,0,21,459,2619,1923,2056,36,55,6688
309101267,1798,675,64,3,61,2599,115,83,12,0,3,214,46,14,3,0,4,63,1962,768,79,3,64,2875
309101268,1134,256,60,0,3,1458,86,29,15,0,0,128,24,6,3,0,0,36,1249,286,80,0,3,1619
309101269,50,76,1289,55,3,1482,0,3,142,4,0,155,0,0,32,6,0,40,56,79,1462,69,5,1675
309101270,1007,651,6159,0,33,7851,99,65,1338,0,14,1504,30,20,273,0,15,337,1132,737,7766,0,59,9697
310011271,1087,166,13,0,4,1274,216,21,8,0,3,251,31,3,0,0,3,44,1338,199,18,0,11,1568
310011272,1618,362,109,6,8,2097,275,112,64,10,3,459,57,24,21,0,3,97,1956,488,189,16,14,2655
310011273,7375,595,98,3,20,8097,531,79,39,0,4,660,160,22,9,0,0,192,8070,698,144,3,27,8948
310011274,3165,600,24,91,17,3906,1077,195,58,77,4,1411,184,39,11,12,3,254,4427,839,94,186,30,5572
310011275,2104,211,27,0,3,2342,203,28,22,0,0,250,35,4,8,0,3,47,2338,235,51,0,10,2634
310011276,567,97,0,0,0,666,151,17,0,0,0,163,32,4,0,0,0,34,745,119,0,0,4,862
310021277,3185,17,24,55,10,3289,797,15,24,13,3,859,87,0,3,0,0,97,4075,34,53,72,11,4245
310021278,1402,17,3,10,34,1467,449,20,7,3,6,484,53,0,0,0,15,70,1908,34,10,12,47,2023
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,5017,40,17,10,20,5107,1143,48,26,12,9,1231,190,5,12,77,0,283,6354,92,54,100,29,6622
310021281,3619,11,15,35,12,3682,777,5,14,21,3,825,120,0,3,3,0,125,4521,17,23,56,15,4631
310021282,2939,28,36,43,11,3057,557,48,13,52,3,681,63,7,3,27,0,97,3555,80,57,126,13,3838
310031283,2647,411,0,4,9,3074,427,258,0,0,4,689,59,28,0,0,0,90,3135,702,0,4,13,3852
310031284,2254,235,39,5,3,2547,445,45,36,0,0,525,69,11,7,0,3,89,2764,290,85,6,5,3159
310031285,1855,101,3,3,0,1967,234,22,0,0,0,250,55,4,0,0,0,58,2146,126,3,3,0,2277
310031286,1622,109,129,4,17,1876,280,55,66,0,4,398,41,7,7,0,3,63,1947,169,195,4,18,2339
310031287,4596,406,197,15,11,5220,1008,233,151,3,5,1398,137,29,21,0,0,182,5738,663,369,17,17,6794
310031288,1261,16,4,0,0,1291,109,4,5,0,6,121,18,0,0,0,5,23,1393,18,6,0,8,1433
310031289,1544,14,0,4,3,1567,109,0,0,0,0,109,33,0,0,0,0,33,1683,15,0,4,5,1708
310031290,1821,43,5,6,0,1876,85,3,0,0,0,92,26,0,0,0,0,32,1938,53,5,5,3,2002
310031291,1841,138,25,4,8,2005,424,69,4,4,0,496,70,9,0,0,4,87,2332,217,27,3,7,2591
