SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
504031058,0,0,9,3,10,24,39,31,13,122,0,0,0,0,0,0,0,0,0,4,44,41,73,93,82,84,42,27,9,504,214,357,572,732,834,657,428,137,32,3954
504031059,6,10,33,57,52,67,112,104,35,475,0,6,26,27,20,26,12,12,0,126,96,152,418,399,292,193,169,155,139,2016,1054,2358,6798,5904,4238,2370,1514,779,267,25284
504031060,0,0,0,0,3,4,18,18,3,39,0,0,4,0,0,0,0,3,0,3,8,16,12,28,41,33,28,15,3,183,77,161,180,352,540,432,252,111,19,2130
504031061,0,0,0,3,8,13,21,39,15,97,0,0,3,0,0,3,0,0,0,10,12,12,36,39,49,30,25,29,8,240,111,220,613,641,572,501,338,186,64,3233
504031062,8,10,19,27,34,82,97,50,20,328,0,3,12,7,15,17,11,9,3,79,53,60,132,125,119,92,92,64,13,755,343,744,1930,1588,1363,1072,684,297,78,8089
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,7,12,12,30,62,70,33,233,0,0,0,3,4,9,5,11,4,30,22,31,50,63,62,61,70,46,16,415,190,362,688,648,799,687,536,289,80,4271
504031066,0,5,22,10,34,61,78,103,104,420,0,3,3,5,3,5,15,18,16,73,52,87,201,156,200,194,160,164,162,1378,311,823,1651,1443,1441,1265,865,537,374,8716
504031067,0,3,3,15,12,21,49,41,11,155,0,0,3,0,3,8,3,0,0,17,25,27,55,53,74,45,47,29,9,364,255,516,949,975,1072,665,412,174,35,5047
504031068,0,3,8,15,8,24,42,39,7,150,0,3,4,9,3,0,3,7,0,25,23,47,81,86,94,59,54,30,4,481,295,656,1403,1387,1487,1099,718,235,48,7326
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,4,0,13,7,17,22,39,38,17,152,0,4,0,4,7,0,3,0,0,19,23,33,108,102,64,78,63,47,16,526,236,590,1904,1465,1178,1115,719,288,112,7607
505011071,3,0,8,5,12,14,33,32,17,127,0,0,8,0,3,0,3,3,0,20,27,45,75,88,75,57,37,58,37,503,583,1038,1508,1937,2495,1487,746,369,108,10272
505011072,0,0,8,3,7,17,50,54,53,192,0,0,0,0,0,0,3,6,0,19,22,33,60,66,71,94,76,53,65,542,372,784,1288,2170,2180,2039,1653,618,316,11411
505011073,0,0,3,14,10,27,70,87,52,263,0,5,8,3,9,3,8,5,7,45,20,30,85,68,97,81,98,68,27,572,308,633,1782,1916,1707,1630,1669,559,218,10416
505011074,4,0,5,17,5,23,38,40,16,150,0,0,3,3,3,3,3,0,0,19,31,41,73,95,64,81,53,35,13,468,327,706,1533,1454,1454,1377,803,314,88,8068
505011075,3,0,0,0,3,6,26,45,19,110,0,0,0,3,3,0,4,3,0,13,23,23,37,62,53,46,54,31,19,350,359,694,863,1392,1749,1629,1067,375,123,8265
505011076,0,0,3,0,3,14,15,17,3,55,0,0,0,0,3,0,0,3,0,13,12,13,16,35,60,39,23,13,3,209,335,603,597,1269,1841,1118,426,148,26,6350
505011077,0,3,3,4,14,26,41,75,63,230,0,0,9,6,5,8,4,6,3,41,35,71,136,90,99,115,95,78,51,768,513,1341,2248,1641,1868,1739,1015,532,273,11154
505011078,0,3,4,6,5,32,54,85,65,259,0,0,0,3,0,0,3,3,4,9,30,19,62,68,73,81,71,111,125,633,342,653,1285,1659,1703,2060,1257,689,508,10164
505011079,0,0,3,7,8,21,42,46,19,143,0,3,0,0,0,0,0,0,0,5,47,36,56,82,124,93,80,54,20,589,360,643,1018,1521,1811,1466,1143,412,163,8533
505011080,0,0,0,3,3,14,23,27,10,81,0,0,0,3,5,0,0,0,0,17,30,15,25,42,58,48,49,37,15,321,300,543,621,922,1405,1180,690,291,84,6022
505011081,0,0,3,3,10,16,45,21,18,119,0,0,0,3,0,3,0,8,0,13,9,19,55,53,42,49,53,29,8,324,189,453,1251,1270,994,1033,735,276,87,6288
505011082,0,0,0,4,0,17,47,41,19,134,0,0,0,3,0,0,0,0,3,10,22,20,46,45,45,90,71,34,15,394,259,538,711,1077,1480,1571,1243,451,158,7487
505011083,4,0,0,3,6,26,30,43,27,139,0,0,0,0,0,3,3,4,0,9,14,7,16,34,38,41,30,38,18,245,356,654,688,1113,1644,1495,705,342,135,7129
505021084,3,12,21,19,34,76,249,301,109,810,3,8,6,8,19,21,32,72,21,190,35,49,197,117,113,108,172,165,163,1113,336,864,2664,2132,1811,1558,1608,1081,419,12476
505021085,18,33,142,153,145,168,185,136,52,1043,7,30,106,125,107,80,54,45,13,557,79,147,404,245,224,182,176,127,25,1609,598,1602,4141,2601,2236,1866,1297,638,157,15139
505021086,7,12,27,56,71,114,238,367,180,1066,0,0,19,21,32,61,37,63,25,262,52,81,177,181,158,144,173,209,88,1267,654,1508,3204,3175,3314,2874,2256,1768,681,19428
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,3,3,13,20,22,32,58,120,84,360,0,0,4,5,9,7,7,8,0,51,38,74,348,207,185,144,104,119,143,1364,321,981,3944,2479,2014,1657,1060,725,469,13644
505021089,3,0,8,6,9,33,85,106,69,314,0,0,0,3,3,6,0,10,4,30,36,34,104,147,121,127,121,124,144,955,484,928,1943,2962,2874,2367,2002,1057,472,15100
505021090,4,13,52,66,78,106,145,178,64,705,5,11,27,36,27,34,34,35,22,241,46,110,440,248,180,140,129,128,47,1459,376,1289,4966,2713,1705,1481,1002,761,234,14535
505021091,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,10
505021092,0,0,11,7,7,25,33,60,40,178,0,0,9,4,3,5,0,0,0,21,35,82,399,196,162,120,105,69,29,1197,224,1014,4091,2529,1873,1501,1002,536,219,12986
505021093,0,3,3,22,29,72,195,222,76,624,3,4,3,12,12,15,23,58,16,147,28,53,157,110,144,112,115,72,36,839,318,950,2585,1998,1746,1563,1192,644,222,11224
505021094,0,0,0,3,5,7,32,40,32,123,0,0,3,0,0,0,3,0,0,7,17,4,44,55,57,72,74,42,17,384,170,322,847,989,1072,1053,884,412,166,5924
505021095,0,3,17,21,14,33,100,152,105,446,0,3,4,10,14,21,12,33,20,104,18,50,249,145,84,90,85,79,96,893,181,714,3150,1964,1326,1105,777,534,352,10108
505021096,0,0,3,3,3,5,28,80,43,171,0,0,0,5,0,5,0,5,7,19,27,31,61,75,75,83,66,91,31,539,374,730,1293,1902,1998,1524,1202,993,338,10353
505021097,0,4,11,21,13,42,93,218,138,547,0,12,6,5,3,12,13,21,14,83,29,64,197,170,115,122,105,190,257,1243,339,978,2689,2160,1951,1711,1253,1127,796,13000
505031098,3,12,62,76,96,101,93,86,17,548,0,15,65,67,84,59,24,19,9,341,41,51,106,87,101,111,52,67,8,626,394,889,1601,1559,1689,1477,864,426,86,8990
505031099,7,6,26,35,32,28,90,103,53,374,0,3,11,26,26,15,0,5,5,85,142,193,348,353,288,150,144,150,148,1913,858,1622,3719,3482,2833,1455,1231,976,401,16577
505031100,0,0,13,19,22,29,29,27,4,152,0,0,16,18,20,14,3,3,0,65,52,70,213,117,127,83,46,11,5,734,598,1180,3198,2631,2106,1150,556,183,42,11642
505031101,4,0,9,21,23,21,27,20,3,140,0,0,3,11,12,17,5,11,3,59,58,72,171,144,129,84,45,20,3,732,494,1100,2600,1966,1710,1040,558,199,30,9702
505031102,3,14,65,61,69,83,98,72,10,485,0,7,37,37,49,37,19,22,10,223,30,37,93,88,79,77,75,50,4,532,281,608,1411,1198,1065,896,711,309,70,6552
505031103,0,0,24,47,82,100,110,111,35,515,0,5,29,42,34,54,17,21,5,202,69,63,153,188,166,96,97,93,47,967,845,1548,3832,4336,3541,2014,1185,665,174,18142
505031104,0,0,18,45,63,100,117,110,62,520,0,5,20,36,34,45,39,23,8,213,24,41,82,76,111,90,67,75,81,656,388,728,1462,1446,1446,1215,817,417,221,8146
505031105,3,3,12,7,18,29,44,53,24,190,0,0,3,6,11,5,3,4,3,38,56,58,113,144,230,122,88,85,77,973,750,1193,1667,2742,3614,1940,1133,531,184,13751
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
505031107,0,0,9,11,9,22,43,53,21,166,0,0,4,7,12,5,0,4,3,33,23,32,103,95,68,75,51,64,10,525,442,757,1872,2191,1749,1110,759,467,104,9440
505031108,8,13,22,27,51,79,140,141,102,573,0,3,9,11,25,31,14,13,10,117,68,98,198,162,210,151,184,129,75,1286,746,1687,4152,3675,3258,2741,2026,914,417,19617
505031255,0,0,3,4,9,5,12,6,0,41,0,0,0,3,3,0,0,0,0,6,37,57,194,133,68,36,25,8,0,561,207,740,2070,1217,826,372,212,42,3,5677
505031256,0,0,3,0,3,3,5,4,3,20,0,0,6,0,0,0,3,6,0,12,9,3,4,21,16,15,6,7,0,76,36,45,57,116,142,101,58,25,6,584
505031257,0,0,0,3,8,9,22,24,8,75,0,0,0,3,0,0,0,0,0,4,18,13,43,39,55,36,48,30,4,282,97,140,380,382,451,358,302,162,24,2295
505031258,3,3,6,14,7,14,22,24,12,108,3,0,6,6,3,3,3,3,0,21,37,50,132,121,115,81,97,114,83,827,246,506,1361,1295,1147,759,668,312,129,6432
506011110,5,12,32,36,51,87,138,148,50,570,0,4,6,13,20,23,13,5,11,96,90,115,278,234,236,217,246,222,129,1764,604,1420,3030,2409,2198,1962,1462,909,363,14362
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4
506011112,0,3,16,15,20,29,37,18,3,143,0,3,11,11,6,13,6,3,0,49,14,17,56,50,57,59,39,28,23,346,183,345,867,689,757,720,462,177,50,4254
506011113,0,0,9,21,24,36,31,21,6,151,0,0,18,4,9,16,12,6,0,67,23,44,187,135,82,50,26,7,9,557,428,1235,4937,3397,1875,1132,528,144,36,13713
506011114,0,0,14,26,18,48,64,66,32,275,3,3,11,13,15,5,8,7,4,65,40,49,128,128,118,109,119,99,89,889,316,670,1466,1356,1400,1288,1017,497,222,8249
506011115,3,0,3,3,18,25,29,39,25,149,0,0,0,0,0,0,3,9,0,23,22,20,43,68,68,80,77,51,12,448,254,461,780,947,1240,1224,838,425,110,6286
506011116,0,0,0,3,8,7,30,32,11,101,0,0,0,0,0,0,0,0,0,3,14,18,43,61,46,52,63,20,3,326,207,363,657,953,1071,1038,864,231,59,5445
506011117,0,3,16,32,37,35,33,19,17,180,3,3,21,14,8,5,8,3,0,63,46,44,118,84,72,61,45,40,8,519,381,731,1975,1549,1147,765,392,174,60,7172
506021118,6,8,24,33,31,63,99,127,90,481,0,12,27,21,16,12,9,9,11,110,56,124,321,201,190,175,168,153,114,1497,366,1130,2760,2097,1764,1557,1088,655,361,11771
506021119,4,7,22,20,20,43,85,94,63,361,0,16,21,16,23,21,18,5,5,132,56,135,409,225,216,202,169,109,81,1612,427,1468,3934,2622,1951,1513,995,503,291,13703
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,3,0,0,0,28,0,3,7,7,12,3,0,0,0,28
506021122,3,24,63,64,60,97,179,255,100,845,3,25,85,43,46,21,19,27,11,289,111,268,700,402,285,280,218,213,104,2576,631,2164,5779,3676,2746,2409,1616,1165,458,20640
506021123,0,3,13,13,24,30,47,100,51,275,0,3,13,4,10,6,7,15,8,71,40,102,343,201,150,154,91,69,25,1188,360,1359,3729,2242,1715,1529,862,423,173,12384
506031124,0,5,39,38,53,67,91,182,148,632,0,9,43,26,18,27,18,18,17,174,77,241,402,251,189,155,195,267,464,2227,871,3102,4405,2320,1713,1508,1245,1132,1013,17318
506031125,0,3,3,12,19,36,46,23,16,164,0,0,5,0,3,16,8,4,3,49,18,33,36,36,66,52,52,29,9,328,365,794,1101,1295,1710,1287,751,231,53,7590
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,5,9,42,60,54,86,105,112,61,530,0,10,44,17,38,25,19,11,10,173,54,160,360,213,127,105,103,75,25,1219,467,1847,4798,2630,1751,1318,829,448,179,14279
506031128,0,5,16,20,21,67,106,79,65,385,0,0,14,14,17,14,24,25,7,121,29,43,122,78,92,105,72,86,66,691,361,874,2269,1807,1621,1838,1330,667,316,11086
506031129,0,0,4,15,19,27,64,94,58,276,0,0,9,4,4,12,4,6,10,46,26,23,43,49,73,65,79,126,137,608,479,864,1210,1691,2000,1549,1278,825,415,10320
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,8,0,0,4,4,0,4,3,0,0,18
506031131,0,3,7,29,21,50,80,77,35,301,0,0,16,8,11,14,10,8,9,78,23,30,61,76,99,75,85,56,46,549,576,1197,1571,2695,2617,2296,1624,600,229,13406
506041132,8,17,59,88,88,111,179,117,45,715,3,17,47,54,64,47,36,22,9,300,39,81,236,153,135,131,107,79,25,990,550,1443,3666,2726,2173,1813,1406,623,181,14568
506041133,10,4,24,61,84,74,91,72,17,431,4,0,28,27,19,15,22,17,7,142,81,259,483,411,196,108,62,69,68,1740,794,1715,3590,3920,3279,1989,1113,472,160,17022
506041134,14,24,72,76,85,106,121,165,90,751,0,17,38,62,52,29,20,22,6,245,73,132,286,241,192,215,202,201,128,1675,615,1377,3228,2721,2335,2099,1628,1105,440,15543
506041135,5,12,36,35,45,58,67,45,14,306,0,4,23,27,22,15,19,10,0,118,43,36,127,151,115,95,79,37,18,695,587,1171,3092,3181,2462,1702,973,316,88,13571
506041136,4,19,68,78,74,83,118,102,60,610,3,4,35,56,56,39,21,20,11,244,49,66,125,134,128,145,121,141,100,1010,407,943,2175,1852,1618,1486,1102,651,289,10532
506041137,5,6,57,57,64,132,154,143,60,679,0,10,39,42,34,23,31,22,14,212,61,66,189,166,173,163,142,119,54,1138,693,1512,3395,3139,3012,2881,2057,948,269,17902
506051138,0,0,34,27,43,59,96,101,32,401,0,3,32,24,16,18,9,6,0,111,57,66,182,167,135,135,115,101,69,1025,546,1159,3036,2888,2289,1983,1336,675,219,14139
506051139,0,3,10,23,34,38,83,81,32,307,0,0,0,6,0,3,3,14,4,38,44,61,164,120,123,120,94,80,26,825,352,802,1948,1719,1678,1334,972,515,130,9448
506051140,3,3,7,10,10,33,68,120,49,302,0,3,0,0,0,3,3,8,4,26,37,34,91,74,101,125,135,133,67,801,434,780,1242,1744,2226,2069,1923,1081,323,11817
506051141,0,0,0,9,8,19,80,85,48,244,0,0,5,3,0,0,7,5,3,22,30,39,42,65,85,125,95,90,53,619,379,569,853,1323,1772,1523,1324,663,247,8650
506061142,3,3,13,12,20,42,56,41,29,230,0,0,11,13,0,3,9,3,0,39,42,60,212,132,120,64,37,33,21,716,462,1159,3433,2280,1712,1192,687,263,105,11305
506061143,3,0,0,7,13,21,51,34,13,146,0,0,0,0,0,0,0,0,0,5,23,30,35,52,69,53,36,21,8,324,271,432,575,833,1166,823,488,178,51,4813
506061144,0,0,3,6,5,10,30,31,10,91,0,0,0,0,0,0,4,0,0,9,17,37,107,165,164,92,52,36,4,684,141,197,448,618,825,611,438,209,40,3520
506071145,5,0,8,14,12,27,30,57,63,223,0,0,12,7,9,7,0,8,7,40,41,99,214,147,122,121,91,99,84,1015,403,1304,2886,1907,1593,1625,1107,669,409,11902
506071146,0,3,7,10,21,30,37,53,41,202,0,0,7,7,9,13,14,9,5,71,42,57,76,71,76,75,99,95,199,803,509,1144,1441,1236,1395,1376,1015,561,410,9090
506071147,0,0,8,6,19,16,43,52,38,180,0,0,9,3,4,4,3,3,0,29,43,73,282,194,174,169,156,101,77,1274,433,1204,2785,2266,2274,2149,1536,590,317,13548
507011148,3,3,5,19,24,35,51,53,14,206,0,0,6,19,9,4,5,0,4,54,44,35,135,118,102,72,53,47,34,645,549,1016,2756,3321,2279,1231,677,274,107,12196
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,3,3,12,11,39,107,127,32,336,0,0,0,0,0,13,7,9,4,39,21,22,46,66,80,66,82,60,28,464,275,529,1014,1191,1395,1127,793,449,100,6869
507011153,0,0,9,10,23,37,90,78,26,269,0,4,3,0,4,3,8,3,0,32,25,42,82,92,82,76,97,69,16,577,236,509,1227,1196,1148,914,732,413,113,6498
507011154,3,3,9,20,33,73,180,243,93,644,0,3,7,9,14,9,12,38,11,102,40,55,164,129,133,121,132,134,102,1001,255,550,1660,1515,1414,1165,975,654,312,8493
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,7,8,0,0,13
507011158,0,0,0,0,4,0,4,9,0,20,0,0,0,0,0,0,0,0,0,0,4,10,58,37,42,40,17,16,3,229,51,145,380,349,432,359,192,55,11,1982
507011159,7,4,6,11,19,60,61,84,33,290,0,0,9,11,11,6,13,11,8,68,47,64,115,115,85,91,69,69,45,708,374,902,1958,1537,1609,1404,773,456,200,9214
507011160,4,3,6,16,34,85,192,221,79,649,0,3,3,10,0,20,20,45,27,125,25,43,130,107,87,104,117,144,128,884,245,599,1447,1394,1247,1235,1050,695,332,8245
507011161,0,3,7,24,16,35,27,33,28,171,0,0,6,12,6,6,0,8,3,48,42,50,213,175,101,66,30,37,37,755,395,945,3156,2784,1651,1005,464,243,131,10774
507011163,3,4,3,9,33,50,57,43,11,209,0,0,3,4,5,3,6,9,0,31,32,35,85,70,102,50,52,24,8,471,265,485,1187,1151,1110,847,402,189,50,5683
507011259,0,0,0,8,19,41,56,39,9,183,0,3,0,6,3,9,0,3,3,31,28,31,89,89,79,55,27,15,5,426,229,516,1412,1403,1170,747,419,162,44,6095
507011260,0,3,0,3,3,8,10,5,6,36,0,4,0,0,0,0,0,0,0,5,10,18,24,15,31,19,23,8,0,152,86,295,261,264,397,412,294,74,16,2094
507021164,0,0,0,6,7,14,32,62,25,139,0,0,0,3,0,3,3,5,0,13,21,20,54,68,81,64,44,63,65,479,178,413,717,969,1246,1054,649,385,170,5770
507021165,0,0,10,7,6,35,72,157,127,412,0,0,8,3,4,11,10,21,18,72,40,113,352,258,252,255,198,159,89,1721,287,827,2593,2108,2153,2036,1478,783,373,12646
507021166,0,5,9,16,20,63,153,270,103,639,0,0,3,4,4,8,13,32,9,84,40,61,157,159,153,153,123,118,97,1058,348,758,2074,1958,2098,1884,1343,895,361,11720
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,3,7,4,0,0,0,15
507031169,3,9,17,17,23,23,40,21,8,152,3,0,4,14,7,3,3,4,0,43,50,57,195,163,75,48,44,12,3,646,416,1009,3287,2464,1399,782,391,128,22,9898
507031170,0,0,10,18,18,41,56,59,35,246,0,0,7,4,10,3,3,4,0,32,46,51,108,111,100,91,84,82,44,716,259,547,1098,1021,990,732,544,429,167,5791
507031172,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,4,4,3,3,14,11,12,3,0,58
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,3,5,7,3,0,0,25
507031174,3,0,8,25,29,81,107,63,21,338,0,0,5,5,8,10,6,7,4,50,43,81,177,160,184,166,154,112,29,1094,379,706,1621,1517,1499,1206,915,463,118,8416
507031261,0,0,3,5,5,10,34,16,3,85,0,0,0,0,0,3,0,0,0,10,41,189,442,289,131,57,42,6,3,1206,194,596,1556,947,723,565,301,80,19,4973
507041175,3,0,3,6,0,16,23,43,28,120,0,0,3,3,0,4,7,0,0,12,28,32,77,60,64,83,77,81,70,576,321,743,1218,1350,1494,1553,1159,640,328,8802
507041176,0,0,0,0,11,6,13,14,9,53,0,0,0,0,0,0,0,3,0,11,12,15,10,23,18,21,16,17,16,139,105,287,415,468,519,461,367,179,97,2895
507041177,0,0,3,3,12,22,55,111,75,278,3,0,3,3,0,13,3,4,0,31,31,34,111,109,127,95,91,134,134,860,341,708,1784,1929,1979,1618,1232,805,465,10856
507041178,0,4,5,3,17,28,50,92,78,273,0,0,6,14,5,4,3,3,3,43,31,47,99,92,111,104,97,84,55,711,403,946,1593,1857,2108,1763,1364,864,541,11435
507041179,3,0,0,0,4,10,25,45,40,133,0,3,8,6,4,4,3,3,0,30,10,9,17,33,35,41,70,86,134,438,206,474,768,914,975,972,934,518,368,6130
507041180,0,0,3,0,7,27,51,45,27,162,0,0,0,3,0,8,5,9,4,36,9,24,50,48,48,58,44,26,10,310,323,776,1183,1291,1512,1876,999,356,147,8461
507041181,3,0,9,9,7,23,50,122,87,309,0,0,0,3,0,3,4,8,3,24,41,37,84,95,128,85,87,136,134,827,410,890,1621,2201,2448,1810,1329,1048,565,12316
507041182,0,3,6,4,13,45,85,121,65,339,0,0,0,0,7,5,6,8,12,43,13,71,128,56,69,99,127,153,179,897,487,1247,1670,1267,1453,1696,1276,822,455,10369
507041183,3,3,13,6,18,23,34,60,41,192,0,3,4,3,8,4,4,3,3,29,21,16,60,48,51,43,33,50,42,358,128,287,764,709,604,426,307,274,199,3696
507041184,3,0,0,0,8,12,24,25,12,95,0,0,0,3,3,6,7,9,4,38,5,11,21,19,25,30,22,16,6,162,234,500,562,601,845,989,621,235,80,4662
507051185,11,6,21,20,43,57,117,92,20,381,0,0,12,8,9,5,3,3,5,45,129,243,608,392,311,214,161,92,18,2167,976,2429,6508,4918,3757,2261,1567,595,105,23123
507051186,6,3,11,17,14,48,70,58,42,270,0,0,4,9,4,4,3,7,0,23,32,55,84,76,101,112,88,89,61,695,311,592,1101,976,1132,1162,855,452,216,6799
507051187,4,0,7,13,21,43,57,49,22,212,0,0,3,5,0,0,0,3,0,18,57,73,145,146,161,104,64,100,102,953,531,924,1749,1953,2136,1248,715,409,180,9849
507051188,0,8,7,25,27,55,136,170,80,513,0,0,3,8,10,9,13,6,3,45,82,227,273,175,227,213,250,273,113,1832,451,1154,1896,1695,2080,2148,1841,1321,495,13083
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,5
507051190,0,0,4,9,25,42,85,102,72,331,0,4,0,0,0,4,4,4,0,17,32,35,93,93,105,105,150,180,124,909,286,625,1251,1343,1520,1587,1403,895,381,9287
507051191,3,7,8,13,11,20,60,34,18,173,0,0,4,4,3,0,0,0,0,22,85,88,200,197,208,79,60,40,5,957,779,1194,2632,3299,3074,1269,758,325,63,13391
507051192,0,3,11,19,30,57,75,61,36,304,0,0,0,0,6,10,5,0,0,23,42,49,122,109,124,117,113,94,38,813,402,798,1599,1628,1862,1501,928,455,167,9339
507051193,11,0,13,13,23,46,57,53,10,215,0,0,0,10,9,3,3,0,0,28,45,57,144,124,146,112,71,62,24,773,379,780,1487,1366,1644,1227,782,402,103,8164
509011225,7,3,5,26,29,48,109,221,153,607,0,0,3,0,9,8,6,17,11,46,38,33,96,89,132,157,171,228,240,1186,405,672,1407,1493,1832,1919,1713,1317,767,11527
509011226,0,0,0,3,0,10,39,14,5,76,0,0,0,0,0,0,0,0,0,4,8,10,28,26,40,64,48,11,6,237,92,115,287,372,524,639,437,113,32,2616
509011227,0,0,0,3,10,9,36,36,18,123,0,0,0,0,0,0,0,0,0,0,25,15,32,36,51,43,27,33,12,265,162,205,487,571,653,678,524,276,69,3625
509011228,0,0,0,5,5,18,28,43,13,110,0,0,4,0,0,0,3,0,0,12,20,10,42,67,99,95,96,61,25,524,146,120,382,634,869,977,930,406,117,4590
509011229,3,0,0,3,7,8,24,22,0,66,0,0,3,0,0,3,0,0,0,12,9,15,65,48,59,52,42,16,3,310,46,131,401,371,448,463,261,98,20,2238
509011230,0,3,16,22,33,38,57,53,30,253,0,0,20,26,31,27,31,13,3,155,24,29,79,75,107,102,74,55,32,583,150,261,547,560,644,619,414,254,95,3538
509011231,0,0,3,11,8,26,39,43,27,160,0,0,0,0,0,0,0,5,0,8,16,15,64,49,59,77,62,46,25,413,86,155,485,487,612,643,450,257,85,3265
509011232,0,0,9,0,4,12,27,19,5,73,0,0,0,0,0,0,0,0,0,0,14,71,172,134,77,62,46,23,4,602,95,186,390,471,541,617,454,187,36,2971
509011233,3,3,16,16,19,45,109,97,42,356,0,0,3,0,5,6,3,4,3,25,48,35,102,81,93,112,124,72,26,697,413,588,1284,1277,1368,1262,1016,461,143,7811
509011234,0,5,9,16,10,18,48,47,23,180,0,4,10,11,9,6,7,3,0,40,28,25,54,82,107,82,86,49,21,543,162,205,413,605,799,812,665,299,97,4057
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,4,0,14,20,38,33,13,114,0,0,3,0,0,5,0,0,0,9,34,19,46,70,109,85,62,40,5,475,178,218,474,728,951,800,559,242,36,4183
509021237,0,0,3,5,19,29,62,62,23,207,0,0,0,0,0,0,0,3,0,6,20,22,54,40,60,78,67,49,33,438,122,159,420,436,580,612,456,286,103,3177
509021238,3,0,3,4,9,20,49,48,32,172,0,0,0,0,0,0,0,0,0,4,15,11,35,43,53,52,49,42,29,331,82,143,448,466,551,633,478,238,100,3127
509021239,0,6,8,16,13,39,93,118,31,322,0,0,14,3,9,6,3,4,0,35,29,23,89,99,118,153,164,100,29,793,176,307,874,934,1194,1415,1283,556,113,6857
