SA2_MAINCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
315031409,55,22,102,638,814,390,318,859,388,3411
315031410,18,9,37,345,429,160,144,432,248,1765
315031411,22,10,38,427,570,226,218,571,246,2263
315031412,35,12,76,587,803,332,261,603,362,2964
316011413,414,116,843,2980,4010,1951,1346,2656,941,13886
316011414,89,41,246,3051,4010,1861,1277,2040,878,13125
316011415,29,12,72,2267,2563,1044,732,1469,511,8582
316011416,144,88,346,1958,2165,939,685,1781,663,8187
316021417,181,49,329,1792,2293,1074,809,1664,456,8096
316021418,64,35,206,1230,1552,765,502,968,375,5392
316021419,202,155,439,1188,1506,650,454,1464,810,6071
316021420,240,57,447,3482,4402,2087,1630,3100,1016,15715
316021421,222,55,467,1947,2675,1580,1155,2033,712,10097
316021422,138,45,260,1349,1877,870,642,1347,465,6552
316021423,161,35,317,1780,2180,968,705,1644,559,7835
316021424,50,20,145,1436,1785,802,572,1222,505,6317
316031425,188,68,321,2696,3418,1508,1100,2165,927,11816
316031426,57,21,132,2041,2701,1215,790,1638,622,9005
316031427,266,204,684,3847,4548,1775,1255,3655,1788,16869
316031428,165,103,355,2595,2902,996,617,1965,1290,10362
316051434,97,12,152,813,1078,531,363,789,350,3926
316051435,112,63,309,1582,2158,1076,686,1442,652,7598
316051437,24,10,60,1245,1633,731,428,903,440,5376
316051438,146,223,530,1610,2318,1158,883,1773,934,8683
316051543,15,3,54,708,951,464,306,455,193,3075
316051544,107,18,159,1145,1485,734,529,959,473,5328
316061439,110,23,182,1343,1718,902,746,1277,554,6536
316061440,101,20,220,1309,2136,1246,1010,1136,527,7364
316061441,23,16,75,985,1376,650,567,784,389,4745
316061442,34,17,94,1664,2311,1159,967,1368,655,8123
316061443,42,9,114,918,1496,884,786,783,508,5371
316061444,101,31,233,1750,2532,1269,1016,1355,587,8512
316071545,95,22,180,1356,1936,905,754,1321,424,6685
316071546,12,10,55,603,875,508,359,480,246,3067
316071547,39,12,108,1680,2439,1306,1020,1363,701,8507
316071548,302,156,655,3400,4361,2071,1697,3132,1371,16029
316081549,112,40,291,3392,5102,2761,2311,2812,1460,17842
317011445,14,11,37,1084,1504,775,586,732,479,5160
317011446,155,163,459,2298,2804,1250,1011,2584,1010,10957
317011447,178,98,459,1719,2197,1027,775,1787,880,8380
317011448,83,43,181,1416,1341,587,531,1648,652,6173
317011449,4,5,24,986,1389,692,633,723,322,4743
317011450,47,24,149,2183,2992,1555,1319,1426,597,10069
317011451,44,25,132,1794,2484,1213,1101,1488,920,9000
317011452,36,192,279,1180,1659,774,582,812,613,5620
317011453,104,50,237,1712,2011,923,706,1688,783,7828
317011454,21,11,73,1019,1295,557,419,929,476,4702
317011455,63,112,268,1392,2039,983,722,1023,564,6724
317011456,228,58,422,2454,3008,1318,987,2294,1044,11111
317011457,92,48,222,1798,2376,1043,703,1270,673,7872
317011458,130,43,223,2281,2727,1258,1080,1974,784,10105
317011459,93,64,269,2141,2731,1248,1115,2479,1083,10795
318011460,126,65,289,1448,1839,892,824,1647,828,7481
318011461,54,52,170,1282,1565,867,829,1287,690,6520
318011462,89,32,180,1132,1442,755,667,1505,872,6364
318011463,6,9,32,488,681,362,439,540,452,2963
318011464,112,44,234,632,863,434,452,895,451,3724
318011465,72,36,180,893,1308,803,809,1037,602,5448
318011466,0,0,0,853,243,71,77,352,64,1662
318021467,28,22,94,815,1063,461,370,803,344,3856
318021468,125,10,172,1863,2171,881,652,1722,948,8245
318021469,125,48,228,580,712,330,217,571,303,2718
318021470,12,3,23,1260,1649,752,552,876,344,5428
318021471,73,26,163,1634,2100,1003,840,1811,736,8126
318021472,56,17,122,1069,1313,572,461,1043,434,4887
318021473,27,9,59,3634,4968,2021,1681,2808,1267,16377
318021474,9,9,21,2055,1707,612,365,1348,457,6533
318021475,38,20,90,1209,1416,510,382,1184,809,5512
318021476,52,14,130,1255,1729,730,589,1279,504,6092
318021477,42,23,93,636,848,387,329,746,298,3238
318021478,22,15,59,974,1262,413,311,867,410,4245
318021479,59,14,113,946,1058,405,279,796,334,3824
318021480,14,6,49,1612,2139,977,847,1572,820,7970
318021481,118,19,174,1224,1634,730,656,1505,500,6251
318021482,60,10,98,2827,3562,1483,1130,2161,890,12050
318021483,9,9,33,348,593,291,201,347,299,2069
318021484,14,4,43,1700,2132,859,657,1217,491,7056
318021485,128,29,204,651,844,338,244,740,210,3021
318021486,16,5,33,838,1353,684,708,1030,603,5213
318021487,19,3,38,1332,1574,585,409,867,399,5163
318021488,29,15,79,1015,1276,441,297,791,647,4467
318021489,3,8,20,656,1015,535,499,523,318,3546
318021490,29,20,91,2152,2220,692,403,1494,1040,7999
318021491,21,16,69,856,1135,554,450,846,1353,5199
319011492,54,78,182,742,1050,535,509,961,388,4193
319011493,127,54,291,2515,3815,1963,1717,2759,965,13741
319011494,27,4,49,756,922,512,448,765,282,3682
319011495,52,27,128,917,1161,512,475,1432,686,5183
319011496,65,16,115,826,1134,527,488,973,369,4324
319011497,131,49,236,1009,1405,804,682,1475,681,6056
319011498,33,24,88,1226,1687,1039,1056,1324,965,7289
319011499,52,47,160,1317,1925,1134,1199,1661,1058,8300
319011500,210,92,419,1003,1491,822,713,1397,686,6110
319011501,146,37,252,844,1136,574,521,1190,376,4642
319011502,164,66,347,1504,2204,1078,963,2073,843,8670
319021503,77,58,178,867,1248,673,630,1250,846,5507
319021504,43,20,91,658,909,603,708,872,546,4296
319021505,148,47,268,1577,2054,1122,944,1648,715,8063
319021506,125,34,227,1292,1816,862,984,1750,889,7588
319021507,15,13,55,525,813,463,445,578,344,3169
319021508,50,22,111,459,719,378,391,644,529,3118
319021509,80,29,169,1166,1711,1092,1170,1838,1067,8053
319021510,0,0,0,3,0,0,0,3,0,8
319031511,49,28,130,768,1228,784,770,1202,719,5474
319031512,140,193,489,2082,2797,1446,1391,2392,1313,11426
319031513,85,38,183,1073,1368,748,695,1049,447,5375
319031514,77,37,192,2692,3842,2270,2142,2506,1687,15150
319031515,22,7,38,495,716,444,425,581,354,3015
319041516,24,5,42,627,993,586,473,758,335,3782
319041517,21,5,37,734,1101,609,489,712,287,3933
319041518,222,84,468,1900,2731,1569,1419,2812,1143,11576
319041519,78,58,181,777,1114,692,583,1022,510,4700
319041520,284,137,582,2178,2954,1568,1321,3171,1532,12724
319041521,123,38,243,1757,2668,1418,1210,2379,954,10384
319051522,45,46,142,1135,1776,1134,1187,1721,1073,8026
319051523,46,14,72,466,561,353,328,600,293,2598
319051524,303,115,611,2472,3533,1808,1760,3468,2043,15095
319051525,37,27,92,994,1748,1040,1085,1396,989,7251
319051526,36,17,83,801,1132,672,582,876,383,4451
397979799,0,3,4,23,24,19,6,50,23,144
399999499,25,11,44,2026,1961,823,592,3533,2759,11693
401011001,52,20,129,3707,3283,809,385,4309,1885,14375
401011002,142,33,247,1856,1605,559,274,1481,701,6476
401021003,51,12,91,1154,1729,883,691,826,394,5681
401021004,81,33,281,3085,4663,2298,1510,1663,744,13951
401021005,117,28,198,802,1071,527,424,612,283,3717
401021006,116,28,217,1625,2193,1051,784,1206,566,7433
401021007,166,57,336,3139,4127,1945,1409,2171,940,13722
401021008,14,12,62,996,1631,778,611,653,416,5088
401021009,10,0,26,936,1301,569,391,474,250,3920
401021010,45,3,77,978,1360,701,476,661,261,4429
401031011,217,69,571,3859,4476,2210,1308,2784,738,15375
401031012,130,21,294,1947,2301,1183,699,1370,389,7888
401031013,323,154,797,3153,3823,1809,1105,2441,819,13152
401041014,42,16,102,1856,2274,1089,716,1482,249,7663
401041015,462,84,795,3646,4253,2003,1509,4140,1011,16558
401041016,381,91,786,4155,5049,2330,1614,3975,926,18048
401051017,98,53,266,2450,2606,945,506,1649,700,8855
401051018,393,74,700,2361,2955,1300,789,2559,578,10548
401051019,152,26,346,2808,3359,1348,810,2024,550,10899
401061020,45,14,139,1300,1613,616,337,906,259,5034
401061021,186,41,338,2973,3544,1417,844,2475,757,12017
401061022,158,34,309,1581,1788,819,505,1288,456,6424
401071023,306,57,548,3760,4521,1858,1036,2660,871,14714
401071024,670,126,1086,4257,5047,2072,1168,3509,962,17016
402011025,23,25,100,1592,2096,990,786,1295,458,7214
402011026,275,111,605,3309,4485,2146,1583,3478,1326,16330
402011027,19,13,48,877,1258,589,495,910,379,4501
402021028,134,55,233,3143,3846,1691,1356,3110,828,13978
402021029,95,22,142,2383,3059,1298,1265,3518,1305,12826
402021030,150,75,321,1364,1645,776,776,2661,1047,8272
402021031,204,43,331,1991,2555,1159,980,2742,944,10371
402021032,16,6,49,1968,2378,1120,904,1861,585,8810
402021033,14,3,32,474,575,345,250,321,167,2125
402021034,104,64,241,1660,2141,1034,940,2752,1067,9597
402021035,21,11,71,702,813,364,311,964,360,3515
402031036,330,109,689,3976,4606,1799,1531,5547,1534,18990
402031037,251,70,440,4386,5204,2198,1716,4607,2090,20199
402031038,230,62,488,3789,4623,2022,1407,3908,1009,16755
402041039,0,0,0,0,0,0,0,0,0,0
402041040,255,51,388,2422,3166,1515,1103,3248,741,12202
402041041,92,29,203,2514,3181,1484,1140,2759,731,11808
402041042,0,0,0,24,5,0,0,67,0,105
402041043,134,23,208,2768,3124,1493,1228,3996,849,13462
402041044,34,7,64,2770,3437,1393,1113,3545,783,13032
402041046,256,63,443,2766,3305,1519,1332,4207,1186,14312
402041047,174,53,359,2968,3901,1843,1359,3375,905,14352
402041048,125,27,196,2715,3127,1339,1154,3884,1066,13281
402041171,69,8,98,2727,3020,1073,765,2522,605,10713
402041172,44,30,130,1323,1555,738,580,1711,474,6383
402051049,43,73,159,2039,2528,1160,684,1607,490,8509
402051050,27,8,57,1799,2123,901,631,1368,290,7109
402051051,52,17,143,1934,2544,1305,830,1613,366,8592
402051052,537,109,871,2843,3596,1667,1188,3734,887,13924
402051053,76,39,235,3642,4554,2142,1439,3102,697,15561
402051054,46,28,153,3016,3947,1839,1290,2241,682,13017
402051055,272,46,435,2296,3089,1440,985,2140,522,10475
403011056,363,110,754,2708,3563,1566,898,2328,769,11827
403011057,437,139,877,4379,5032,1959,1175,3422,1414,17391
403021058,140,50,341,2820,3372,1176,788,2494,802,11457
403021059,64,11,153,2464,3130,1438,916,1885,415,10242
403021060,57,18,196,1692,2356,1203,716,1263,402,7630
403021061,278,73,562,2910,3497,1462,1035,3186,896,12984
403021062,437,111,779,2959,3472,1350,939,2950,785,12447
403021063,95,10,136,2006,2456,1027,716,1441,305,7950
403021064,318,78,645,3013,3530,1475,1004,2827,895,12744
403031065,89,42,195,882,1276,599,329,558,229,3873
403031066,122,27,240,1621,1852,848,527,1170,349,6365
403031067,79,28,237,2272,3229,1531,915,1310,430,9695
403031068,377,97,663,3010,3811,1774,1059,2302,605,12569
403031069,214,90,536,3254,4027,1882,1084,2147,693,13087
403031070,112,54,347,1427,1943,896,630,1384,491,6781
403041071,137,27,262,2322,3063,1360,844,1662,356,9609
403041072,116,37,233,2519,3406,1647,1300,1946,1084,11911
403041073,95,27,184,1509,1927,846,715,1787,796,7579
403041074,90,157,337,1676,2348,1025,755,1683,1049,8537
403041075,5,5,19,498,659,397,261,270,121,2210
403041076,9,4,34,803,1120,584,326,435,141,3402
403041077,96,18,174,2041,2686,1232,859,1485,390,8685
403041078,122,14,166,1172,1387,729,564,1101,261,5209
403041079,81,13,134,1233,1621,730,654,1420,490,6144
403041080,147,37,290,2512,3529,1599,1031,1942,551,11168
403041081,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,3,6,8,3,3,3,24
403041083,111,29,216,1033,1513,706,510,839,371,4968
403041084,142,94,325,2502,3125,1361,1000,2457,813,11261
403041085,75,20,156,1631,2055,991,828,1709,603,7822
403041086,95,78,274,1908,2447,1102,814,1657,446,8371
403041087,208,57,423,3900,5237,2293,1695,3364,1227,17716
403041088,10,7,50,577,910,448,314,383,161,2795
403041089,109,30,207,2287,2741,1213,773,1773,389,9179
404011090,122,37,250,1414,1818,687,526,1465,465,6374
404011091,218,58,491,2689,3319,1477,1027,2927,729,12167
404011092,122,46,327,3050,3500,1622,1080,2478,742,12473
404011093,307,46,488,3667,4271,1500,984,3639,1002,15077
404011094,125,35,217,1111,1256,523,380,1253,401,4919
404011095,416,123,747,2924,3679,1598,1133,3430,1019,13788
404011096,222,84,563,2651,3426,1736,1118,2647,859,12450
404011097,299,37,474,3288,3646,1473,1128,3969,999,14494
404021098,0,0,0,0,0,0,0,0,0,0
404021099,223,94,442,2777,3753,1494,857,2644,809,12340
404021100,194,55,360,2523,3235,1479,1084,2945,827,12092
404021101,105,34,244,1992,2379,999,690,2310,803,9173
404021102,277,86,538,3083,3265,1338,1158,5135,1279,15253
404021103,0,0,0,0,0,0,0,0,0,5
404031104,0,0,0,0,0,0,0,0,0,0
404031105,74,32,185,523,601,300,204,461,166,2257
404031106,192,76,451,2476,3001,1225,830,2575,650,10749
404031107,325,328,1010,4992,5637,2211,1518,4812,1576,20756
404031108,171,44,386,3629,3904,1412,914,3412,947,14213
404031109,91,22,178,1013,1223,531,338,879,241,4224
405011110,27,15,86,1042,1424,763,613,734,392,4962
405011111,64,17,133,1453,2050,1073,899,1131,520,7124
405011112,39,13,85,1026,1408,771,533,730,415,4881
405011113,14,12,42,472,730,340,278,518,270,2607
405011114,109,27,228,1081,1526,832,665,937,332,5373
405011115,124,41,231,786,1073,555,420,658,300,3792
405021116,79,18,152,663,928,486,394,565,246,3283
405021117,56,8,120,758,1093,607,518,689,381,4048
405021118,42,17,91,629,849,481,484,655,341,3439
405021119,157,71,306,1367,1863,1102,994,1666,755,7747
405031120,68,18,144,697,954,513,537,712,337,3752
405031121,78,51,184,718,1094,663,664,952,531,4617
405031122,235,65,421,1893,2709,1464,1342,3064,1084,11548
405031123,38,4,75,423,669,419,394,559,202,2663
405041124,78,34,153,777,1031,604,538,892,482,4316
405041125,88,26,174,687,1083,591,463,940,405,4168
405041126,29,70,115,556,856,493,459,706,408,3475
405041127,149,61,312,1000,1512,890,858,1275,562,6098
405041128,72,18,148,545,848,571,461,731,267,3429
406011129,14,25,55,390,538,231,183,399,311,2046
406011130,61,49,166,1010,1351,757,731,905,553,5310
406011131,60,42,142,671,842,455,456,619,350,3395
406011132,28,10,57,327,441,270,243,344,163,1788
406011133,177,44,393,2500,3375,1628,1306,2463,1348,12625
406011134,17,19,66,527,676,388,291,475,451,2807
406011135,0,0,0,8,9,3,0,9,34,69
406011136,193,84,429,3095,4532,2255,1888,4098,1698,17567
406011137,0,0,0,0,0,0,0,0,0,0
406021138,4,3,18,343,462,275,124,253,273,1724
406021139,7,5,15,221,326,128,109,375,317,1485
406021140,13,13,42,277,455,242,218,420,226,1827
406021141,3,11,21,377,488,191,166,606,475,2305
406021142,116,41,245,1760,2553,1233,1111,2493,1774,10931
406021143,0,0,3,595,823,325,271,505,337,2866
407011144,280,86,537,1582,2693,1502,1131,1976,869,9749
407011145,51,34,123,672,1127,568,440,638,483,3932
407011146,75,69,215,1120,1614,857,774,891,527,5784
407011147,19,6,61,1167,1722,945,759,893,558,6051
407011148,338,148,788,2065,3258,2065,1528,2553,1050,12525
407011149,68,23,146,810,1315,853,649,831,451,4907
407021150,33,27,91,779,1184,615,562,755,869,4767
407021151,42,27,109,600,813,440,381,571,353,3161
407021152,59,79,201,741,1089,641,544,885,453,4349
407021154,74,66,197,1051,1287,626,462,1058,425,4910
407021155,8,5,31,380,515,263,223,272,109,1768
407021156,41,9,71,479,667,328,311,505,219,2510
407021157,52,74,198,1202,1388,695,545,912,626,5366
407021158,22,6,55,479,691,392,388,482,232,2662
407021173,207,50,344,2418,3176,1551,1111,2481,920,11656
407021174,165,71,374,2349,3124,1504,1115,2392,875,11350
407031159,99,35,190,934,1394,746,619,1158,506,5357
407031160,61,31,143,616,842,407,357,737,369,3327
407031161,48,16,102,470,634,330,286,499,282,2502
407031162,88,39,206,886,1178,614,466,868,392,4411
407031163,6,3,20,258,376,207,174,244,130,1383
407031164,65,37,156,846,1371,747,659,1106,581,5319
407031165,214,79,478,2822,3613,1716,1456,3328,1582,14526
407031166,5,4,31,599,834,458,375,455,291,3013
407031167,105,41,213,718,864,440,349,1032,462,3870
407031168,24,9,62,765,1069,561,399,768,418,3983
407031169,42,28,112,807,1114,638,548,895,411,4417
407031170,76,33,173,976,1342,803,654,1095,745,5614
497979799,0,0,0,4,0,0,0,3,0,3
499999499,17,0,22,466,435,143,126,850,627,2648
501011001,27,36,119,746,1201,722,613,640,464,4389
501011002,271,219,751,4173,5624,2831,2479,3929,2095,21123
501011003,27,15,100,1626,2343,1267,943,1105,752,8028
501011004,54,8,109,1425,2056,957,694,963,676,6772
501021005,49,27,155,2720,3770,1849,1706,2244,1131,13409
501021007,17,10,53,745,1146,602,557,695,379,4118
501021008,104,33,186,1026,1322,582,523,1266,923,5640
501021009,56,47,152,1155,1736,944,993,1467,832,7128
501021010,7,8,25,509,664,380,362,341,238,2490
501021011,0,0,0,4,0,3,0,3,0,11
501021012,126,44,249,1890,2417,1219,1104,1853,767,9240
501021014,53,21,133,1328,1711,972,967,1384,883,7253
501021015,53,27,151,1130,1496,706,641,1193,502,5671
501021016,30,35,96,540,784,457,493,620,480,3375
501021251,6,7,26,1509,1808,810,721,1233,434,6516
501021252,6,7,32,493,658,389,308,392,146,2392
501021253,266,55,487,2116,2803,1290,1028,2039,936,10217
501021254,18,6,44,735,1023,471,445,988,450,4119
501031017,48,25,125,858,1368,798,760,865,578,5218
501031018,42,17,108,821,1237,743,681,734,597,4819
501031019,42,41,129,874,1146,593,512,824,482,4436
501031020,24,12,86,669,1108,620,613,698,508,4216
502011021,18,11,46,979,1431,822,830,1134,472,5666
502011022,53,27,141,1395,1963,922,899,1514,585,7278
502011023,168,54,355,1387,1948,1017,992,2014,729,8086
502011024,182,98,459,2880,3875,2050,1806,3365,1297,15275
502011025,143,104,354,1467,1918,819,741,1994,1018,7954
502011026,36,14,93,831,1230,654,645,1090,418,4876
502011027,189,74,367,2844,3631,1777,1499,2962,995,13711
502011028,223,56,399,1468,2059,1025,960,2347,802,8662
502011029,95,35,205,1330,1855,927,1045,1600,902,7661
503011030,104,33,266,1315,1378,787,567,950,298,5302
503011031,184,61,399,1790,1779,802,567,1313,717,6964
503011032,100,32,212,1659,1726,745,505,948,482,6068
503011033,43,18,180,1667,1779,947,610,709,257,5974
503011034,54,70,219,2284,2261,982,690,1512,844,8578
503011035,176,59,433,4250,3967,1827,1282,3275,886,15476
503011036,73,36,236,1821,1927,919,677,1134,459,6936
503021037,0,0,0,0,9,0,0,5,3,23
503021038,65,21,163,2512,2647,959,620,1252,596,8587
503021039,193,54,379,4062,3920,1431,953,2497,1251,14124
503021040,140,25,261,2043,2154,748,523,1410,551,7426
503021041,173,45,304,8282,6788,1684,968,6822,4749,29300
503021042,130,140,415,3856,3991,1472,987,2224,1333,13863
503021043,271,79,492,3796,3985,1529,1041,3079,1272,14698
504011044,163,52,334,2846,3540,1429,1103,2530,943,12390
504011045,262,225,676,4548,5496,2114,1466,3747,1602,18975
504011046,52,86,198,3005,3110,895,606,2310,1144,11068
504011047,147,85,424,4241,4379,1902,1585,4690,1418,18223
504011048,85,26,178,1524,1686,835,670,1602,439,6743
504021049,7,7,27,463,621,296,304,378,2100,4168
504021050,26,8,82,1198,1818,902,662,763,331,5679
504021051,14,12,52,945,1190,613,506,830,262,4345
504021052,0,0,0,0,5,4,0,0,0,8
504021053,75,46,213,2171,2959,1452,1304,1702,834,10416
504021054,125,78,300,2074,2610,1209,1036,2208,895,10030
504031055,0,0,0,0,4,3,0,0,0,8
504031056,77,23,161,3483,3740,1638,1332,3897,911,15008
504031057,58,9,123,3130,3213,1390,1282,3805,1455,14273
504031058,4,12,32,828,1053,525,491,727,520,4135
504031059,62,138,267,6249,7331,2816,2613,5518,2058,26587
504031060,4,0,19,454,644,316,284,345,200,2248
504031061,24,11,64,742,940,449,353,618,257,3353
504031062,35,7,78,1898,2214,853,734,2018,703,8413
504031063,0,0,0,0,0,0,0,0,0,6
504031064,0,0,0,0,0,0,0,0,0,0
504031065,26,14,80,928,1147,538,488,943,412,4448
504031066,164,104,374,1839,2160,863,640,2200,1294,9002
504031067,10,12,35,1269,1410,616,546,1123,378,5338
504031068,18,7,48,1784,2156,994,824,1426,507,7692
504031069,0,0,0,0,0,0,0,0,0,0
505011070,51,23,112,1856,2248,949,757,1534,534,7875
505011071,41,30,108,2859,3114,1246,927,2302,528,10968
505011072,134,72,316,2896,3549,1785,1281,1918,591,12019
505011073,116,32,218,2490,3242,1435,1093,1982,594,10830
505011074,44,13,88,2066,2431,1000,734,1715,491,8434
505011075,48,18,123,2255,2507,1206,893,1508,373,8744
505011076,13,5,26,1827,1936,888,593,1309,219,6774
505011077,166,47,273,2891,3183,1234,885,2561,781,11554
505011078,311,48,512,2396,3040,1459,1074,2099,526,10603
505011079,57,35,163,2054,2583,1301,852,1552,615,8961
505011080,27,12,84,1601,1797,853,598,1218,324,6390
505011081,25,14,87,1614,1956,809,669,1166,320,6531
505011082,41,24,158,1882,2347,1205,756,1264,434,7893
505011083,67,9,135,1928,2180,995,736,1487,276,7601
505021084,111,167,419,2841,3357,1454,1167,2900,1144,12858
505021085,71,32,157,3123,3206,1284,1172,5365,1662,15814
505021086,289,96,681,4830,5229,2243,1843,4821,1294,20253
505021087,0,0,0,0,0,0,0,0,0,0
505021088,208,106,469,3861,3970,1324,954,2649,1303,14065
505021089,167,135,472,3803,4565,2299,1676,2573,984,15899
505021090,93,36,240,3434,3579,1274,1113,4028,1496,14927
505021091,0,0,3,0,3,0,0,3,0,6
505021092,67,27,219,3982,3851,1164,745,2296,1237,13276
505021093,82,39,222,2869,3043,1207,983,2623,837,11562
505021094,50,18,166,1631,1761,821,538,1066,382,6197
505021095,132,75,355,2755,2848,912,637,2251,885,10283
505021096,113,44,338,2874,3161,1488,1104,1847,558,11038
505021097,319,219,796,3342,3600,1415,1022,2812,1230,13425
505031098,42,15,86,1967,2227,1001,793,2837,687,9508
505031099,174,102,401,3839,4462,1864,1619,3814,1894,17490
505031100,18,3,42,3002,3412,1383,1139,2601,764,12298
505031101,11,4,30,2497,2685,981,881,2332,782,10155
505031102,41,7,70,1412,1526,620,613,2124,587,6882
505031103,109,15,174,4757,5218,2166,1710,4454,996,19310
505031104,138,43,224,1860,2007,928,692,2517,567,8565
505031105,65,76,184,3512,4038,1784,1381,3024,1008,14750
505031106,0,0,0,0,3,0,0,0,0,4
505031107,40,12,104,2311,2743,1200,989,2074,570,9888
505031108,222,78,417,4750,5591,2346,1932,4399,1359,20379
505031255,0,0,3,1445,1785,593,519,995,559,5898
505031256,3,0,6,148,130,98,45,110,95,619
505031257,10,0,24,397,585,311,302,458,305,2360
505031258,26,88,129,1317,1680,814,751,1276,843,6683
506011110,158,96,363,2816,3443,1572,1531,3716,1762,14844
506011111,0,0,0,4,0,0,3,0,3,10
506011112,12,24,50,891,1129,518,453,1076,363,4437
506011113,11,5,36,3505,4240,1564,1415,2865,632,14222
506011114,70,94,224,1643,2179,1039,960,1863,878,8575
506011115,37,16,110,1323,1802,939,786,1231,475,6558
506011116,18,4,59,1205,1697,821,703,928,336,5689
506011117,27,4,60,1643,1890,817,806,1860,528,7544
506021118,181,80,356,2682,3021,1055,871,2972,1467,12073
506021119,109,83,288,3478,3718,1261,929,3075,1583,14043
506021120,0,0,0,0,5,0,0,0,0,7
506021121,0,0,0,0,0,0,0,0,28,28
506021122,176,94,458,4744,4973,1912,1496,5413,2650,21183
506021123,62,28,174,3447,3371,1081,833,2696,1200,12619
506031124,513,244,1018,4045,3875,1283,1043,5571,1868,17692
506031125,27,3,53,2010,2115,1041,793,1801,342,8103
506031126,0,0,0,0,0,0,0,0,0,0
506031127,75,23,179,3329,3297,1279,1119,4455,1254,14728
506031128,172,27,316,2681,3124,1341,1053,2630,673,11504
506031129,171,74,415,2688,2879,1387,1143,2366,539,11005
506031130,0,0,0,3,0,0,0,0,10,18
506031131,97,29,229,3496,4015,1933,1583,2836,559,14423
506041132,75,31,181,3218,3517,1531,1334,4480,1122,15197
506041133,42,67,160,4170,4432,1902,1632,4093,1835,18061
506041134,195,102,440,3111,3737,1683,1541,4348,1708,16122
506041135,52,14,88,3359,3801,1642,1462,3293,768,14330
506041136,108,98,289,2107,2519,1113,1057,3095,1089,10989
506041137,115,48,269,4073,4813,2130,1859,4683,1156,18709
506051138,83,69,222,3314,3942,1727,1477,3234,1063,14757
506051139,52,27,128,2200,2673,1077,961,2038,884,9835
506051140,106,63,323,2626,3503,1801,1539,2085,823,12372
506051141,97,49,252,1980,2593,1333,1108,1626,669,9307
506061142,64,15,105,2718,3315,1288,1338,2337,779,11768
506061143,16,7,51,1086,1385,651,615,988,345,5070
506061144,14,6,40,596,859,430,447,591,706,3631
506071145,143,104,414,3390,3585,1186,772,2272,1041,12253
506071146,167,148,410,2360,2457,1056,802,2158,772,9605
506071147,137,41,317,3836,3803,1535,1015,2658,1239,14080
507011148,66,7,107,3245,3690,1562,1250,2510,642,12903
507011150,0,0,0,0,0,0,0,0,7,6
507011151,0,0,0,0,0,0,0,0,0,0
507011152,28,17,100,1696,1856,889,701,1606,452,7202
507011153,56,9,113,1509,1835,788,581,1446,576,6736
507011154,122,97,312,1889,2219,906,722,2005,1025,8769
507011155,0,0,0,0,3,0,0,5,9,13
507011158,3,10,11,556,577,208,122,348,225,2036
507011159,77,46,201,2293,2531,1080,766,2206,723,9596
507011160,128,125,332,1743,2096,872,807,2129,877,8528
507011161,59,32,131,2755,3158,1199,1006,2295,805,11215
507011163,15,13,50,1403,1595,659,511,1293,488,5946
507011259,20,7,44,1488,1781,708,587,1347,462,6365
507011260,9,3,16,523,572,268,222,458,149,2193
507021164,43,67,170,1591,1746,769,569,872,486,6027
507021165,163,87,373,3216,3673,1334,765,2274,1717,12976
507021166,131,90,361,2953,3374,1492,1014,2190,1081,12098
507021167,0,0,0,3,4,0,0,3,3,15
507031169,11,7,22,2392,2875,1083,1046,2216,687,10298
507031170,87,35,167,1162,1462,603,576,1477,722,6000
507031172,0,0,0,16,18,5,3,9,10,62
507031173,0,0,0,9,6,0,0,0,8,25
507031174,46,29,118,1667,2005,957,884,2165,1059,8729
507031261,7,3,19,1004,1166,486,426,795,1239,5121
507041175,89,80,328,2333,2533,1201,897,1640,611,9212
507041176,55,20,97,739,834,450,296,597,158,3075
507041177,128,142,467,2799,3346,1376,973,1901,872,11261
507041178,216,61,541,2968,3308,1576,1115,2287,734,11992
507041179,217,37,368,1528,1661,884,666,1412,276,6422
507041180,50,20,147,2231,2588,1271,923,1593,313,8926
507041181,165,135,568,3156,3784,1726,1306,2122,933,13030
507041182,124,178,456,2549,2794,1211,913,2401,909,10784
507041183,116,24,199,880,1010,416,336,866,346,3848
507041184,37,8,80,1230,1364,663,532,967,172,4930
507051185,42,14,105,5435,6638,2761,2493,4593,2209,24130
507051186,120,36,216,1303,1760,757,757,1790,680,7048
507051187,32,108,180,2238,2665,1193,1152,2173,1006,10424
507051188,221,119,494,2371,3147,1411,1214,3491,1795,13429
507051189,0,0,0,0,0,0,0,0,5,5
507051190,171,58,381,1760,2590,1257,1088,2133,761,9599
507051191,22,7,63,3267,3890,1832,1634,2689,962,14284
507051192,60,35,167,1979,2507,1238,1045,2186,810,9768
507051193,45,21,103,1711,2131,1041,973,1865,791,8519
509011225,343,152,767,2495,3212,1469,1197,2479,1133,11978
509011226,12,6,32,572,715,437,422,367,273,2785
509011227,24,14,69,746,1120,586,464,582,296,3797
509011228,28,34,117,816,1392,783,572,702,570,4837
