SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
102011037,615,709,236,21,1580,411,81,2072,12,11,4,0,31,50,6,77,12,8,5,0,26,32,0,61,29,16,14,0,59,84,3,143,33,7,8,0,47,74,4,126,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,38,9,9,0,56,74,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,6,4,3,9,0,3,0,0,3,14,0,16,674,738,262,25,1694,590,90,2373
102011038,648,853,246,14,1767,396,40,2200,56,3,8,0,68,84,4,151,10,3,3,0,20,7,4,23,66,8,14,3,88,89,3,180,32,6,4,0,44,69,0,117,5,3,3,0,12,21,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,39,9,11,0,57,92,0,148,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,4,3,0,7,0,5,0,0,5,0,0,3,755,880,267,15,1913,576,48,2543
102011039,1046,1467,343,39,2886,659,107,3649,16,5,8,0,32,31,0,61,83,49,39,3,174,76,31,279,101,56,49,0,209,99,30,339,200,100,87,5,395,195,51,646,44,22,16,0,82,47,16,145,9,0,0,0,11,3,0,14,0,0,0,0,0,0,0,3,247,122,105,10,482,257,73,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,13,16,0,27,1397,1650,502,47,3597,1029,204,4828
102011040,1821,1968,966,101,4856,1558,230,6648,369,102,176,24,669,704,37,1405,163,69,67,0,309,186,26,517,533,171,244,24,974,887,61,1919,82,31,61,4,180,339,21,534,6,0,0,0,7,9,0,17,7,0,0,0,10,15,0,28,0,0,0,0,0,11,0,9,102,34,60,11,201,362,25,590,0,0,0,0,0,5,0,5,46,22,32,7,103,159,14,273,0,0,0,0,0,0,0,0,3,3,3,0,16,14,0,26,48,21,39,7,113,174,14,301,13,3,7,0,20,29,0,54,2520,2198,1323,135,6167,3020,326,9516
102011041,756,1264,282,13,2321,391,57,2768,109,9,16,0,134,79,0,219,24,13,16,0,52,25,6,85,132,21,32,0,191,107,7,301,42,16,15,3,80,57,14,147,6,5,0,0,8,0,0,8,4,0,0,0,3,5,0,8,0,0,3,0,4,3,0,9,51,19,19,3,92,65,14,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,0,0,3,6,0,10,3,7,0,0,4,0,0,8,947,1320,332,18,2612,561,79,3258
102011042,1026,1129,523,48,2720,942,134,3800,257,86,131,15,484,549,29,1066,74,46,52,7,183,142,16,337,336,131,181,21,667,689,47,1400,54,15,39,3,117,263,14,394,0,0,5,0,10,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,59,19,37,3,122,274,14,412,0,0,0,0,0,0,0,0,13,5,14,0,31,40,5,76,0,0,0,0,0,3,0,3,3,0,0,3,10,4,0,10,13,10,14,3,36,45,5,94,7,0,3,3,9,16,0,27,1436,1284,759,78,3558,1977,201,5730
102011043,778,1144,504,38,2460,586,102,3145,194,12,41,0,245,416,12,671,35,44,31,0,111,87,13,214,228,57,73,0,362,505,19,880,10,8,9,0,27,41,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,14,8,9,0,29,42,6,78,0,0,0,0,0,6,0,10,4,0,0,0,4,5,0,14,0,0,0,0,0,0,0,0,3,7,0,0,13,3,3,16,3,6,4,0,19,17,3,37,0,0,0,0,0,3,0,4,1025,1212,591,39,2865,1150,129,4153
102021044,1769,2287,1097,70,5228,1333,151,6707,113,31,46,4,203,424,19,639,50,33,78,0,165,170,10,356,168,70,126,4,367,597,31,993,40,28,39,0,108,99,5,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,28,39,0,109,103,5,217,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,8,3,3,3,0,11,0,0,12,6,3,0,0,13,19,0,29,1987,2390,1272,83,5731,2049,187,7964
102021045,863,1212,748,31,2859,622,125,3609,7,5,12,0,34,26,3,61,4,0,0,0,6,0,3,6,14,5,13,0,41,27,5,70,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,6,0,5,0,0,4,3,0,6,3,0,0,0,3,3,0,4,884,1227,762,31,2905,656,136,3694
102021046,1042,860,471,40,2406,949,108,3468,22,3,7,0,35,23,4,62,4,3,0,0,6,4,0,9,22,7,9,0,41,31,4,69,15,6,17,0,39,83,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,22,0,40,85,3,135,3,0,0,0,3,17,0,20,3,0,0,0,3,20,0,23,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,9,12,0,0,0,14,36,3,52,3,4,0,0,4,3,0,12,1099,873,502,41,2511,1101,122,3739
102021047,1246,1929,615,43,3828,785,107,4719,107,17,18,3,141,124,7,268,5,18,17,0,43,20,3,67,113,34,43,3,182,142,11,329,55,4,8,0,70,162,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,12,0,70,159,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,3,4,0,9,1409,1968,665,46,4092,1095,115,5298
102021048,1708,1962,1097,87,4845,1480,224,6552,98,46,80,9,236,210,8,453,10,3,16,3,31,40,3,83,104,54,97,9,264,249,13,527,178,58,109,13,358,499,23,876,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,10,0,0,0,0,0,0,0,4,179,59,114,13,361,502,23,888,6,3,5,0,18,61,6,87,3,0,5,0,12,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,12,0,27,89,9,126,3,6,6,3,13,56,0,67,2010,2083,1322,108,5523,2374,268,8170
102021049,313,416,67,4,806,141,18,961,0,5,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,6,0,3,0,0,7,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,3,0,0,6,7,0,7,320,424,69,5,818,143,19,986
102021050,1406,984,472,35,2896,1181,105,4182,3,0,0,0,5,8,0,16,3,0,7,0,9,0,0,8,9,4,8,0,18,8,0,22,4,4,14,0,17,19,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,17,19,3,44,5,0,0,0,9,7,0,10,3,0,0,0,4,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,0,11,12,0,28,3,0,3,0,5,0,0,7,1426,992,499,37,2948,1222,109,4282
102021051,373,571,139,11,1097,179,32,1309,44,19,29,3,100,61,5,167,30,22,31,3,84,60,14,157,76,45,61,5,186,124,18,325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,455,614,203,19,1293,308,47,1649
102021052,684,627,247,18,1580,454,72,2104,3,4,0,0,9,9,0,15,9,0,3,0,6,4,0,9,10,4,3,0,14,12,0,26,3,0,4,0,5,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,9,0,0,12,0,0,0,0,0,0,0,0,5,3,0,0,6,4,0,16,0,0,0,0,0,0,0,0,696,637,255,18,1606,480,74,2167
102021053,835,838,466,42,2184,702,130,3020,192,62,124,12,389,543,33,967,224,145,153,5,526,370,33,925,413,211,272,15,910,913,64,1890,44,16,39,0,103,199,11,316,60,28,55,3,154,186,30,375,189,57,77,7,325,278,27,625,0,0,0,0,0,3,0,3,295,102,173,10,584,667,67,1317,15,0,5,0,18,35,0,54,0,0,5,0,11,8,0,13,0,0,0,0,0,0,0,0,0,3,6,0,13,7,0,22,17,4,22,0,42,47,3,99,9,3,5,0,21,25,3,44,1569,1160,939,72,3745,2356,267,6371
102021054,818,768,435,33,2060,677,97,2837,135,17,45,5,196,340,26,564,25,3,16,0,46,36,10,93,153,23,61,5,243,380,35,660,43,11,33,4,91,183,11,286,5,0,0,0,5,12,0,15,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,46,14,33,4,95,202,11,314,12,0,0,0,11,21,0,32,0,3,9,0,10,9,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,9,5,0,24,28,3,54,3,4,0,0,8,5,0,18,1038,813,537,46,2436,1293,147,3881
102021055,365,595,190,13,1163,202,37,1397,40,29,24,0,89,51,3,147,33,33,34,4,101,60,10,175,67,63,62,3,189,113,16,317,9,0,4,0,19,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,4,0,19,4,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,10,445,664,254,12,1377,331,52,1757
102021056,1071,2017,574,31,3687,593,93,4380,57,22,29,0,110,76,0,192,17,22,25,0,70,8,7,85,79,43,56,3,184,82,7,278,3,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,7,0,0,12,1151,2073,636,35,3887,680,104,4674
102021057,631,766,454,46,1897,541,113,2550,17,16,39,7,74,77,4,156,39,35,57,3,138,86,11,238,55,48,100,7,216,164,18,392,12,6,12,0,28,99,4,128,9,4,14,0,29,27,0,56,0,3,4,0,9,10,0,25,0,0,0,0,0,4,0,4,22,17,28,0,70,138,6,209,8,3,4,0,18,25,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,18,29,5,50,4,3,0,0,8,9,0,18,727,837,587,55,2202,883,139,3224
103011058,1825,2068,879,70,4846,1602,310,6752,168,82,113,14,380,514,77,970,36,20,51,0,109,144,28,282,209,105,168,16,489,659,100,1248,71,35,40,14,155,335,44,534,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,35,40,14,157,339,48,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,8,0,17,4,3,0,0,9,11,0,20,11,3,0,0,15,96,3,112,2122,2214,1087,96,5516,2700,462,8681
103011059,933,1331,462,16,2741,546,83,3368,25,6,31,5,69,89,5,158,0,3,10,3,13,32,3,44,25,11,41,3,80,119,8,201,9,3,0,0,7,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,22,0,37,0,3,5,0,6,7,0,12,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,3,0,12,5,0,21,0,8,0,0,10,17,0,26,970,1350,505,19,2854,709,92,3652
103011060,727,788,166,18,1697,490,45,2233,3,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,6,0,8,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,9,0,3,4,0,13,6,0,18,742,792,177,18,1725,503,45,2272
103011061,526,408,164,9,1100,418,38,1548,0,0,0,0,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,3,0,3,0,10,25,0,35,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,33,0,41,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,6,0,9,22,6,7,0,34,21,4,60,548,420,172,6,1150,481,35,1671
103021062,666,601,258,24,1547,613,37,2196,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13,8,7,4,3,22,49,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,3,21,49,0,68,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,5,0,16,0,3,0,0,11,7,0,20,25,20,8,0,55,20,0,71,703,636,270,28,1633,698,38,2369
103021063,971,804,404,45,2235,878,63,3173,25,4,7,0,36,78,3,122,0,0,0,0,0,3,0,3,26,4,9,0,36,83,4,128,24,4,8,3,42,163,12,219,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,8,3,47,173,12,229,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,10,3,3,0,0,6,15,0,22,3,3,4,0,9,5,0,15,1033,822,429,52,2330,1160,75,3571
103021064,640,501,193,22,1356,565,37,1953,20,13,3,0,37,12,0,48,0,0,0,0,0,0,0,0,20,13,3,0,37,12,0,48,0,0,3,0,3,22,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,3,32,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,9,6,0,16,0,3,0,0,9,13,0,24,16,10,4,0,27,14,0,37,679,526,201,26,1432,630,44,2100
103021065,1082,923,389,39,2434,876,88,3396,16,3,12,0,31,87,0,117,6,0,0,0,6,0,0,6,22,3,12,0,33,87,0,119,9,4,10,0,19,108,4,137,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,19,115,4,141,3,0,0,0,3,15,0,19,4,0,0,0,4,3,0,4,3,0,4,0,7,3,0,13,13,3,4,3,19,7,0,30,21,8,7,3,34,26,0,68,0,3,0,0,10,10,0,15,1138,943,413,41,2535,1111,89,3737
103021066,475,305,110,14,905,425,35,1360,16,3,3,0,16,32,0,51,0,0,0,0,0,0,0,0,16,3,3,0,16,36,0,53,0,0,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,7,3,3,0,0,4,8,0,9,0,4,0,0,8,3,0,11,497,313,112,14,943,471,37,1449
103021067,975,1061,501,26,2560,865,61,3491,28,12,13,0,50,62,8,120,0,0,0,0,0,13,0,13,28,12,13,0,50,83,8,138,30,11,16,0,58,199,8,265,0,0,3,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,22,0,61,204,7,273,0,3,0,0,4,6,0,6,0,0,3,0,3,0,0,5,0,0,0,0,0,3,0,6,0,0,0,0,3,3,0,9,4,3,4,0,9,14,0,26,10,7,0,0,13,18,0,30,1043,1097,539,29,2705,1180,75,3958
103021068,353,331,123,13,820,336,26,1182,0,0,0,0,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,3,0,0,0,4,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,15,3,0,0,0,3,0,0,6,3,0,0,0,3,3,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,11,5,0,0,0,7,6,0,17,7,3,0,0,13,0,3,13,367,336,128,14,844,363,30,1237
103021069,665,543,218,20,1444,586,25,2056,4,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,9,0,3,3,0,5,54,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,54,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,4,0,10,7,0,3,0,10,7,0,13,12,9,3,0,20,16,0,36,684,555,225,20,1481,664,25,2175
103031070,1131,1075,589,38,2837,1359,103,4300,61,24,50,3,136,284,15,427,12,5,14,0,34,43,6,84,77,33,61,3,167,329,15,507,12,13,11,0,39,66,0,108,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,10,0,37,85,0,126,0,0,0,0,3,10,0,11,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,3,4,0,9,4,3,18,3,3,4,0,10,17,3,35,4,4,0,0,5,11,0,12,1229,1126,666,46,3063,1800,122,4985
103031071,797,700,261,19,1781,626,56,2463,4,0,0,0,4,19,0,28,0,0,0,0,0,4,0,4,4,0,0,0,10,23,0,27,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,0,3,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,94,88,33,5,213,74,9,299,94,90,33,5,218,87,9,312,23,8,3,0,38,16,0,54,922,804,294,29,2051,753,66,2871
103031072,1034,1227,436,32,2736,840,110,3683,38,23,34,8,94,165,19,268,0,0,3,0,6,9,0,17,38,21,31,8,97,175,19,290,24,16,19,0,57,114,3,181,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,19,0,57,125,3,187,3,0,5,0,8,22,0,22,5,0,0,0,5,27,0,31,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,3,6,0,14,46,0,62,9,4,0,0,14,9,0,21,1112,1269,489,46,2913,1198,134,4244
103031073,389,279,146,10,822,455,44,1326,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,3,0,7,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,4,0,10,9,5,0,0,15,11,0,23,398,285,150,10,842,503,44,1393
103031074,1155,1002,318,33,2501,899,69,3474,3,8,5,0,12,31,0,44,0,0,0,0,0,0,0,0,3,8,5,0,12,31,0,44,8,3,0,0,5,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,8,0,21,0,0,0,0,0,19,0,19,0,4,0,0,7,5,0,10,4,3,0,0,4,4,0,6,6,4,0,3,14,6,0,22,14,12,5,3,23,31,3,61,6,17,4,0,21,14,3,38,1183,1032,330,34,2576,982,79,3628
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,765,792,279,26,1858,618,40,2517,8,3,7,0,11,16,0,30,0,0,0,0,5,0,0,4,7,8,7,0,14,14,0,34,6,0,0,0,11,44,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,44,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,0,4,5,3,0,0,12,3,0,16,15,9,0,0,17,11,0,27,0,0,0,0,0,29,0,29,788,806,290,23,1907,717,46,2667
103041077,1621,1534,885,59,4098,1661,189,5937,134,51,70,4,261,552,30,845,13,15,18,0,45,94,8,145,148,68,89,3,309,645,38,988,38,12,20,5,74,232,7,315,0,0,0,0,0,15,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,38,14,20,5,75,251,6,336,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,0,3,0,0,3,10,0,20,10,14,3,0,21,84,3,107,1817,1625,995,64,4503,2643,237,7386
103041078,1694,2391,741,46,4867,1092,179,6139,64,31,50,0,143,197,21,360,12,3,0,3,15,26,6,48,72,36,51,3,160,219,32,409,25,12,17,0,49,116,13,173,4,0,0,0,8,17,0,21,6,0,0,0,6,8,0,17,0,0,0,0,0,0,0,0,36,10,17,0,61,141,12,211,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,14,0,8,3,0,11,8,3,20,1804,2441,809,52,5105,1466,223,6792
103041079,1240,1472,281,25,3021,718,58,3794,0,0,0,0,3,13,0,22,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,23,7,0,7,0,11,35,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,7,4,7,0,17,35,0,51,0,0,0,0,0,10,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,0,5,0,0,7,22,0,30,10,6,0,0,23,7,0,28,1266,1491,289,21,3067,787,57,3916
104011080,1659,1552,928,65,4215,1464,175,5848,83,13,14,4,112,258,6,377,36,22,56,3,112,106,12,230,117,31,70,3,221,363,17,609,64,16,57,4,140,359,17,522,0,0,4,3,10,21,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16,62,11,149,383,17,549,4,3,3,0,10,33,0,47,0,0,0,0,0,20,3,24,0,0,0,0,3,9,0,10,3,3,7,0,12,4,0,18,12,5,7,3,31,59,0,93,16,4,6,0,31,15,0,48,1870,1615,1070,86,4642,2282,219,7143
