SA2_MAINCODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
511021277,17,5,29,683,181,47,903,2125,443,3467
511031278,19,6,28,1143,295,59,1498,3152,890,5534
511031279,74,21,90,2382,625,118,3121,6385,1309,10816
511031280,22,5,28,1824,371,77,2266,3745,606,6626
511031281,0,0,0,0,0,0,0,0,3,3
511031282,10,0,12,711,196,21,925,2140,552,3617
511031283,7,5,15,621,412,130,1163,1731,927,3818
511031284,0,0,0,0,0,0,0,0,0,0
511041285,323,106,431,1426,687,75,2179,6373,1316,9877
511041286,42,8,48,1193,445,60,1695,3506,961,6165
511041287,59,7,68,1407,453,65,1928,3530,457,5914
511041288,63,15,80,1842,599,60,2506,4606,580,7682
511041289,78,11,85,502,166,36,706,1955,304,2958
511041290,5,3,12,316,154,34,501,1467,645,2615
511041291,49,6,58,583,190,27,798,2127,348,3276
511041292,60,27,83,808,290,52,1145,3077,644,4869
597979799,3,0,3,54,4,0,61,297,72,434
599999499,13,3,23,376,169,14,558,3441,1554,5559
601011001,22,15,38,1067,407,61,1531,3143,664,5337
601011002,28,6,34,1056,337,43,1436,2493,300,4236
601011003,72,4,69,784,283,28,1091,2252,170,3520
601021004,187,36,223,800,502,47,1358,3446,282,5081
601021005,102,8,111,1364,546,68,1980,3863,280,6117
601021006,61,9,65,529,266,24,819,1747,109,2673
601021007,215,29,242,1682,889,69,2639,5506,453,8603
601021008,486,86,572,993,581,50,1623,4232,408,6255
601021009,119,11,132,704,287,27,1016,2533,285,3834
601021010,32,10,40,429,170,18,613,1179,719,2512
601021011,41,8,45,1045,403,39,1488,2752,393,4630
601021012,23,6,35,732,321,38,1087,2118,211,3411
601031013,39,0,41,701,289,39,1030,2023,171,3225
601031014,85,27,105,866,341,38,1241,2801,380,4420
601031015,178,44,224,1221,544,49,1819,3974,510,6297
601031016,59,11,71,606,272,37,914,2166,282,3362
601031017,308,74,384,1568,679,102,2348,5912,836,9095
601031018,94,59,151,667,347,37,1045,2625,422,4095
601031019,95,12,112,769,265,38,1075,2907,403,4389
601031020,124,10,136,969,410,50,1439,3447,469,5358
601031021,49,10,62,631,266,22,912,2041,236,3187
601041022,217,21,237,1982,752,118,2853,5604,547,9012
601041023,180,21,202,1723,836,65,2625,5321,440,8389
601041024,91,12,106,1516,496,95,2112,3484,305,5896
601041025,0,0,0,0,0,0,0,0,0,0
601041026,119,12,130,590,271,35,896,1837,152,2885
601051027,175,29,209,693,438,43,1176,5222,743,7140
601051028,130,25,157,1354,508,61,1927,4464,485,6880
601051029,35,8,47,666,291,39,1001,2715,212,3930
601051030,252,22,280,848,362,43,1251,3484,394,5130
601051031,394,41,439,1450,679,63,2189,7442,665,10300
601051032,143,38,189,977,355,72,1408,3294,340,5049
601051033,72,9,83,940,316,53,1307,3310,274,4893
601061034,55,6,65,1215,477,59,1756,3861,499,6120
601061035,191,31,222,1373,580,49,2005,4455,544,6997
602011036,23,5,34,360,164,13,542,1809,273,2623
602011037,181,32,216,631,239,35,898,2261,297,3453
602011038,55,34,89,684,292,26,997,2887,505,4388
602011039,105,11,113,699,244,21,962,2148,182,3298
602011040,64,18,88,543,194,18,752,2022,325,3103
602011041,132,21,152,1202,503,56,1762,4954,645,7360
602011042,136,22,163,882,306,35,1220,2661,308,4185
602011043,206,25,233,571,293,26,890,2088,229,3202
602011044,185,29,212,988,420,32,1440,3537,390,5370
602011045,28,4,30,508,212,21,741,1783,343,2870
602011046,138,31,169,1029,428,52,1506,3395,346,5246
602011047,177,41,224,690,237,31,959,2533,362,3851
602011048,85,10,96,733,315,33,1083,2467,291,3838
602011049,62,5,68,774,291,34,1100,2370,216,3689
602011050,72,9,82,560,189,30,786,1762,253,2800
602011051,50,8,53,705,236,23,968,2190,241,3388
602011052,130,40,164,736,277,25,1039,2504,313,3853
602021053,65,15,75,435,234,17,679,2193,351,3225
602021054,145,22,167,811,334,30,1171,3134,419,4730
602021055,77,15,92,835,306,40,1181,3157,418,4756
602021056,33,6,35,551,231,31,815,1648,144,2609
602021057,61,14,77,580,232,32,842,2193,307,3341
602031058,23,0,25,578,206,28,812,2146,305,3269
602031059,100,22,126,893,361,28,1282,3689,610,5584
602031060,89,23,117,561,236,27,820,2215,322,3359
602031061,52,6,57,519,185,25,734,1922,334,2989
602031062,51,8,58,789,297,21,1111,2679,383,4176
602031064,115,38,153,714,283,20,1022,3661,546,5229
602031099,13,0,15,124,41,6,169,540,58,775
602031100,140,31,173,875,380,51,1305,3621,553,5477
603011065,20,3,22,268,114,10,385,1157,177,1724
603011066,15,0,15,475,160,11,643,1632,250,2526
603011067,66,20,86,899,335,35,1266,3202,460,4926
603011068,0,0,0,4,0,0,4,9,0,15
603021069,28,8,35,383,156,19,565,1754,210,2527
603021070,44,8,52,602,241,33,878,2295,321,3494
603021071,49,7,58,470,168,27,668,2115,309,3091
603021072,122,25,150,1364,521,49,1939,4228,548,6712
603031073,39,22,61,278,138,6,427,1333,288,2047
603031074,88,21,111,485,252,16,752,2672,415,3842
604011075,48,12,57,472,191,22,688,1694,210,2595
604011076,39,9,56,788,296,23,1101,2595,393,4081
604011077,56,6,67,520,160,29,707,2066,252,3024
604011078,198,32,231,940,356,45,1345,3393,378,5110
604011079,91,18,112,775,368,33,1170,2610,372,4155
604011080,37,13,49,573,230,31,833,1743,178,2757
604011081,100,14,112,567,245,18,829,2115,271,3214
604011082,167,43,208,940,426,51,1414,3830,462,5708
604011083,116,26,151,533,227,32,798,2385,295,3480
604011084,130,38,173,848,372,31,1254,3404,436,5090
604021085,429,98,531,1942,857,95,2896,7506,972,11377
604021086,83,17,102,602,272,34,912,2583,355,3848
604021087,101,27,122,696,262,31,987,2359,319,3664
604021088,34,10,35,607,249,19,873,1691,185,2753
604021089,109,15,125,746,354,32,1134,3252,401,4786
604021090,18,5,30,470,175,18,659,1568,157,2385
604021091,75,23,100,851,311,49,1208,3421,486,5112
604021092,22,5,24,486,201,25,707,1718,149,2581
604031093,37,8,43,195,90,6,288,903,141,1336
604031094,13,5,26,687,243,24,958,1867,353,3180
604031095,71,17,89,601,281,30,904,1922,290,3124
604031096,29,3,33,554,214,20,789,1927,221,2937
604031097,33,9,38,603,202,30,832,2205,347,3383
604031098,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,4,0,0,9,53,9,73
699999499,3,0,3,89,38,5,128,530,180,835
701011001,0,0,0,0,0,0,0,14,0,18
701011002,18,0,19,634,159,3,803,4084,1040,5929
701011003,0,0,0,0,0,0,3,12,0,11
701011004,72,13,77,448,160,11,624,1909,310,2840
701011005,20,3,22,508,123,16,637,2087,481,3207
701011006,10,3,8,363,128,12,511,1308,282,2094
701011007,5,3,5,462,104,19,580,1384,247,2203
701011008,13,6,21,512,139,14,666,2415,506,3586
701011009,11,0,11,391,95,12,500,1633,245,2381
701021010,10,4,13,320,110,14,439,1065,202,1709
701021011,4,0,4,433,141,16,594,1045,156,1799
701021012,3,0,10,140,65,0,209,636,175,1014
701021013,14,0,10,509,187,21,715,1880,395,2986
701021014,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0
701021016,20,3,28,423,114,8,552,1635,379,2565
701021017,0,0,0,0,0,0,0,9,3,11
701021018,10,0,10,309,109,17,434,802,136,1371
701021019,17,3,27,746,266,26,1040,2245,514,3793
701021020,12,0,18,761,260,28,1047,2314,333,3693
701021021,0,0,0,1151,165,29,1346,1782,251,3381
701021022,25,0,27,661,251,27,939,2268,469,3683
701021023,4,0,7,403,125,8,536,1314,247,2093
701021024,7,0,9,342,105,20,472,914,179,1559
701021025,18,0,18,623,167,25,815,1992,379,3191
701021026,13,4,18,480,138,36,653,1662,392,2712
701021027,67,17,84,408,130,14,553,1265,235,2049
701021028,9,0,8,295,105,16,415,1080,237,1730
701021029,9,0,12,277,109,14,404,931,158,1489
701021030,5,0,9,433,129,18,578,1073,191,1843
701031031,20,6,27,615,233,21,873,2971,2498,6344
701031032,13,9,21,1601,403,52,2053,3772,894,6721
701031033,0,0,0,0,0,0,0,17,0,25
701031034,11,0,11,500,173,17,688,1652,329,2671
701031035,4,3,5,716,202,26,939,1927,719,3586
701041036,4,0,4,642,149,21,813,1373,178,2371
701041037,0,3,0,516,134,24,672,1246,289,2206
701041038,10,0,11,939,194,30,1163,1800,256,3222
701041039,14,10,25,513,134,16,663,1452,381,2498
701041040,8,3,6,466,143,20,630,1212,316,2156
701041041,14,0,15,938,214,48,1203,1659,257,3123
701041042,0,0,0,689,86,13,791,1225,200,2214
701041043,12,3,13,1574,285,53,1915,2454,381,4746
701041044,8,0,6,543,142,22,707,1453,307,2475
702011045,12,10,26,601,224,39,861,2028,511,3400
702011046,19,6,20,771,286,38,1097,2428,535,4061
702011047,20,3,20,699,183,50,933,1948,484,3361
702011048,12,8,22,860,225,52,1138,2067,429,3640
702011049,13,8,18,537,146,21,707,1875,481,3069
702011050,8,0,9,255,127,37,413,1218,485,2123
702011051,50,4,55,269,134,44,448,1259,323,2035
702011052,9,0,10,497,440,317,1249,808,1027,3087
702011053,7,0,7,385,493,115,989,646,446,2084
702011054,5,0,8,370,319,99,788,552,155,1497
702021055,4,0,4,365,291,89,741,831,229,1806
702021056,3,3,7,347,202,38,589,1354,406,2351
702031057,15,3,23,558,264,48,866,2146,682,3694
702031058,0,0,3,324,175,11,506,609,196,1308
702031059,0,0,0,537,404,24,962,477,246,1688
702031060,0,0,4,325,181,3,511,1203,120,1837
702031061,5,0,9,744,788,418,1948,981,535,3467
702041062,0,0,4,368,164,37,559,896,369,1827
702041063,0,0,3,976,1508,560,3046,1791,410,5252
702041064,0,0,0,603,113,42,759,1026,433,2217
702051065,3,0,3,382,231,73,678,762,243,1685
702051066,3,0,3,605,396,119,1123,1436,333,2898
702051067,26,17,41,1375,397,57,1822,3965,1783,7575
702051068,6,3,8,276,213,69,563,819,372,1753
797979799,0,0,0,3,0,0,4,43,26,72
799999499,0,0,0,151,57,0,211,1317,747,2281
801011001,39,3,41,438,186,21,640,1187,84,1905
801011002,99,49,148,667,205,13,879,4598,608,6087
801011003,61,70,133,719,291,13,1024,4792,535,6349
801011004,17,3,27,534,187,32,749,1414,175,2342
801011005,43,3,48,464,191,28,682,1509,116,2299
801011006,29,5,38,1525,382,77,1987,3134,234,5352
801011007,31,8,42,930,398,36,1365,2561,313,4241
801011008,46,9,54,743,353,33,1124,2581,216,3919
801011009,14,5,21,610,266,38,909,1628,113,2658
801011010,12,3,17,368,183,24,576,940,90,1612
801011011,24,4,27,601,243,20,863,1623,130,2620
801011012,0,0,0,3,0,0,3,3,0,4
801011013,37,3,41,472,224,29,721,1577,107,2408
801011014,25,3,23,561,193,29,787,1495,172,2448
801011015,82,41,132,783,321,35,1139,2309,300,3747
801011016,63,3,72,1180,589,46,1817,3849,313,5973
801011017,20,3,28,683,295,29,1006,1691,164,2863
801011018,0,0,0,41,6,0,46,59,5,104
801011019,27,3,30,1486,438,62,1986,2942,211,5135
801011020,43,9,48,463,160,17,639,1436,115,2195
801011021,19,4,27,424,232,15,665,1443,152,2263
801011022,37,3,44,534,236,18,789,1567,139,2494
801011023,228,35,257,454,139,15,610,1725,198,2535
801011024,30,4,33,533,188,22,745,1430,152,2336
801011025,14,0,14,467,226,17,710,1224,106,2035
801011026,54,5,59,475,212,17,709,1280,73,2066
801011111,0,0,0,0,3,0,3,5,3,12
801011112,0,0,0,0,0,0,0,11,0,10
801031031,0,0,0,0,0,0,4,0,424,425
801031032,0,0,0,9,0,0,9,6,3,23
801031113,11,3,15,62,48,7,119,482,180,778
801031114,0,0,0,17,8,0,27,49,3,81
801031115,0,0,4,30,3,0,32,87,25,150
801041034,19,0,18,1307,260,58,1625,2399,169,4199
801041035,3,0,4,1755,267,55,2073,2252,248,4574
801041036,5,0,5,1416,251,56,1716,2330,244,4292
801041037,6,0,9,1066,158,27,1254,1954,163,3370
801041038,13,3,11,1168,175,32,1379,1515,130,3027
801041039,3,0,3,1317,238,30,1584,3176,258,5015
801041040,21,0,20,1129,266,30,1423,3148,353,4929
801041043,4,0,4,48,26,0,68,134,12,217
801041044,4,0,4,1791,240,37,2074,3403,242,5714
801041045,0,0,0,0,0,0,0,6,0,6
801041046,31,4,43,2195,536,74,2803,4806,468,8080
801041047,31,10,42,1180,480,39,1700,3522,336,5560
801041048,35,7,41,973,341,48,1359,2840,258,4452
801041116,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,183,36,5,220,233,12,466
801041119,0,0,0,3,0,0,3,5,0,6
801041120,0,0,0,24,3,0,27,34,7,69
801041121,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0
801051049,3,0,3,9,35,0,48,1909,129,2074
801051050,169,68,245,814,246,55,1116,2821,344,4282
801051051,35,5,46,348,188,13,549,4102,579,5227
801051053,12,7,25,147,101,0,257,3521,395,4170
801051054,41,4,45,272,80,18,365,1350,138,1855
801051055,69,15,78,594,195,33,818,2002,222,3045
801051056,66,6,80,598,150,31,778,1444,137,2359
801051057,137,29,172,631,290,25,947,3161,377,4484
801051058,93,14,106,818,251,50,1122,3161,285,4570
801051060,36,4,45,371,141,6,527,2801,412,3733
801051061,60,11,71,1070,278,54,1402,3045,309,4749
801051123,0,0,0,0,0,0,0,0,0,0
801051124,93,21,120,484,157,13,659,1832,235,2726
801051125,0,0,0,125,19,10,147,1374,116,1634
801051126,0,0,0,0,0,0,0,3,0,4
801051127,19,0,17,164,95,9,263,1040,176,1478
801051128,0,0,0,0,0,0,0,0,0,0
801061062,119,10,140,491,170,24,686,1541,114,2340
801061063,31,8,36,209,116,8,328,932,129,1394
801061064,115,44,167,639,226,5,879,2693,358,3923
801061066,0,0,0,0,0,0,0,0,0,0
801061067,108,135,255,1018,228,38,1286,2996,617,4905
801061068,0,0,0,0,0,0,0,0,5,8
801061069,105,12,115,517,159,20,689,1665,198,2555
801061070,80,20,102,422,271,9,698,1608,170,2477
801061129,14,0,17,136,87,7,226,992,111,1329
801061130,0,0,0,6,4,0,9,37,3,45
801061131,52,7,61,406,193,11,611,3136,345,4088
801071071,16,5,30,1010,256,40,1306,2320,194,3820
801071072,20,0,26,651,265,25,946,2015,131,3089
801071073,71,14,84,956,359,44,1357,2997,269,4627
801071074,33,3,36,853,345,30,1232,2686,197,4113
801071075,26,6,35,912,279,49,1247,2551,238,4038
801071076,16,0,14,472,249,27,749,1601,84,2433
801071077,15,5,24,454,167,30,645,1401,131,2178
801071078,58,3,62,1246,453,68,1764,4087,294,6149
801071079,18,0,19,526,269,18,808,1507,127,2445
801071080,24,3,25,265,137,5,404,1156,107,1676
801071081,28,5,43,815,257,34,1108,2143,211,3464
801071082,88,20,119,2472,1206,125,3805,7402,727,11933
801071083,8,3,11,248,117,11,378,723,60,1163
801071084,147,129,282,776,456,48,1280,2874,384,4544
801071085,0,0,0,0,0,0,0,0,3,3
801071086,9,0,9,270,128,11,407,896,66,1368
801071087,17,3,18,521,208,26,761,1495,123,2380
801071088,14,3,11,713,247,30,981,1877,128,2989
801071089,0,0,0,0,0,0,0,17,3,22
801071090,65,7,73,1254,660,65,1973,3767,303,6039
801071132,0,0,0,4,0,0,4,3,0,10
801081091,47,3,54,443,220,25,682,1412,92,2179
801081092,35,9,42,593,236,23,860,1459,144,2455
801081093,71,10,83,529,192,18,737,1480,159,2374
801081094,41,4,41,439,220,21,675,1313,99,2085
801081095,36,0,34,582,202,30,813,1543,160,2518
801081096,79,34,114,353,201,18,579,1009,163,1747
801081097,43,8,47,490,179,21,688,1287,121,2096
801081098,51,107,157,607,230,31,872,1675,359,2902
801081133,0,0,0,0,0,0,0,0,0,3
801091099,36,3,40,421,139,26,582,1283,117,1981
801091100,157,5,169,935,296,24,1250,2730,229,4210
801091101,106,23,124,526,210,30,765,1759,112,2633
801091102,115,35,153,633,176,11,825,1683,289,2796
801091103,185,19,208,497,148,21,661,1551,191,2408
801091104,69,4,73,332,205,10,547,1377,75,1996
801091105,66,8,79,420,155,12,587,1768,250,2608
801091106,64,6,72,510,183,11,704,1833,166,2703
801091107,18,3,24,125,78,3,206,546,66,826
801091108,45,7,51,404,174,16,589,1388,140,2112
801091109,28,9,37,405,87,6,500,1804,250,2558
801091110,39,3,40,415,123,15,549,1139,85,1770
801101134,0,0,0,0,0,0,0,0,4,7
801101135,0,0,0,414,69,9,495,720,116,1339
801101136,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,3,0,3
801101138,0,0,0,0,0,0,0,4,0,4
801101139,3,0,7,522,121,23,664,1409,175,2252
801111140,0,0,3,112,21,4,134,257,45,433
801111141,0,0,0,6,3,0,4,23,6,33
897979799,0,0,0,0,0,0,0,0,0,0
899999499,3,0,3,39,33,7,73,322,108,506
901011001,3,0,3,237,34,11,278,771,478,1526
901021002,0,0,0,81,30,5,119,251,57,430
901031003,0,0,0,42,21,0,67,162,81,312
901041004,39,9,45,250,126,10,379,942,125,1450
997979799,0,0,0,0,0,0,0,6,0,6
999999499,0,0,0,3,0,0,6,35,4,46
