SA4_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
306,..,887,972,374,540,537,257,69,20,3668,..,393,880,1000,1711,2566,2421,1665,823,11471,422,539,426,238,322,393,294,126,35,2792,21160,11883,13746,15270,15824,14001,9500,4321,1504,107214,..,518,8400,14513,15902,15115,11377,4603,785,71213,..,2629,6502,4874,4104,2635,1009,171,26,21958,..,575,1904,3170,3018,1457,685,440,249,11500,42928,..,..,..,..,..,..,..,..,42928,..,7940,..,..,..,..,..,..,..,7940,..,6676,2402,1062,723,332,52,4,0,11258,..,1310,757,379,535,812,685,405,242,5136,..,898,804,337,337,205,106,37,11,2741,..,1697,2105,965,1191,1220,643,196,39,8050,..,789,2053,2430,3907,5273,4637,2710,1167,22975,860,1029,901,610,687,760,533,223,62,5669,43790,24068,25836,28355,30405,27810,19729,8792,2582,211360
307,..,331,243,74,154,163,109,45,7,1136,..,265,369,287,666,1106,1347,1217,595,5844,230,315,199,99,160,224,202,137,56,1608,11524,5974,6327,6823,7502,7403,5910,3173,1047,55675,..,417,5133,7922,9249,9587,7809,3437,596,44144,..,1655,2631,1632,1473,972,488,104,17,8982,..,324,859,1244,1048,509,275,247,155,4658,23366,..,..,..,..,..,..,..,..,23366,..,3768,..,..,..,..,..,..,..,3768,..,3395,1059,524,445,192,27,0,0,5646,..,522,197,96,181,295,305,228,106,1924,..,422,261,122,104,85,52,18,3,1065,..,685,568,216,334,359,267,105,26,2563,..,585,971,910,1766,2463,2556,1899,804,11952,474,671,489,290,371,448,406,202,82,3433,23840,12449,12163,12943,14973,14905,12181,6254,1793,111507
308,..,675,457,184,292,263,147,47,9,2076,..,558,812,571,1201,1698,1700,1546,776,8862,445,580,442,219,305,377,273,154,62,2857,21575,11805,13664,13110,13701,11268,7360,3953,1320,97759,..,781,11040,15316,15950,14405,9240,3874,659,71264,..,3533,6019,3455,2959,1673,615,139,20,18407,..,597,1766,2308,2199,898,459,396,191,8818,43385,..,..,..,..,..,..,..,..,43385,..,7273,..,..,..,..,..,..,..,7273,..,6379,1975,900,624,295,34,3,0,10205,..,1066,471,222,391,556,453,364,151,3677,..,793,492,238,211,119,73,28,8,1965,..,1481,1218,560,686,615,334,116,21,5018,..,1146,2139,1808,3156,3808,3315,2339,1080,18780,887,1258,1066,603,702,722,528,241,87,6102,44274,24286,26185,25406,26874,23093,15053,7499,2216,194888
309,..,3611,3360,991,1152,1329,815,310,68,11634,..,926,1943,1927,3027,5239,6295,4670,2546,26572,699,1202,992,516,558,724,612,303,139,5760,47326,33130,36219,37524,37002,31803,25473,12668,4942,266093,..,1266,23499,41001,41083,35394,30280,13201,2774,188492,..,6211,16935,10181,7743,4603,2232,544,84,48534,..,702,3269,6880,7469,3597,1683,1151,782,25526,95642,..,..,..,..,..,..,..,..,95642,..,24030,..,..,..,..,..,..,..,24030,..,17063,7354,2834,1877,1068,216,12,0,30419,..,2830,1919,764,1015,1657,1653,1195,739,11768,..,2914,2534,1043,835,553,308,104,35,8333,..,6882,7652,2658,2573,2693,1813,706,144,25131,..,1832,4484,5048,6664,8889,9847,6669,3501,46931,1403,2329,2134,1289,1203,1222,1043,506,190,11319,97047,66057,69785,71692,70462,59668,49075,24087,8260,516129
310,..,909,726,352,557,509,298,107,17,3469,..,338,883,845,1484,2328,2382,1954,885,11102,646,783,554,296,291,351,270,114,55,3367,33371,19986,22287,20547,19764,15590,10707,5393,1772,149421,..,1302,17408,22660,22272,18789,13036,5274,938,101669,..,4231,8797,5419,3837,1858,692,148,13,24988,..,931,3169,4422,4177,1919,946,647,329,16547,67266,..,..,..,..,..,..,..,..,67266,..,14600,..,..,..,..,..,..,..,14600,..,11300,4844,1849,1160,451,63,4,0,19678,..,2300,1343,589,907,1268,980,686,326,8394,..,1656,1187,607,504,325,134,43,10,4468,..,1821,1888,980,1269,1130,639,219,34,7989,..,734,2236,2465,3610,4409,3959,2862,1244,21516,1280,1517,1325,789,640,646,469,184,72,6924,68547,40383,42196,39782,38369,30793,20917,10072,2976,294039
311,..,603,647,368,545,492,300,84,15,3058,..,296,663,747,1236,2119,2504,1645,690,9905,656,763,544,307,324,378,223,128,48,3365,33051,20134,21146,20575,19677,16547,11678,4838,1507,149161,..,1368,16196,22596,22260,20253,14456,4834,833,102797,..,3830,8458,5468,4055,2040,786,162,24,24829,..,991,3234,4406,4002,2036,1098,579,249,16590,66258,..,..,..,..,..,..,..,..,66258,..,14338,..,..,..,..,..,..,..,14338,..,12756,5532,2058,1103,404,73,0,0,21922,..,2395,1319,629,958,1258,1195,731,380,8861,..,1894,1282,726,599,350,187,48,11,5097,..,1580,1924,1143,1242,1081,641,194,34,7842,..,656,1818,2247,3046,3952,4086,2388,974,19174,1252,1467,1256,812,692,649,404,207,59,6793,67502,41282,41021,40085,37946,32031,22913,9148,2566,294489
312,..,546,459,157,229,209,107,38,9,1759,..,347,611,488,902,1227,1225,1081,522,6402,280,387,321,154,246,268,173,106,34,1962,15904,8515,10568,10139,10360,8640,5397,2730,900,73148,..,519,8180,11511,12158,11094,7037,2731,477,53701,..,2483,4993,2813,2449,1339,456,111,13,14661,..,334,1246,1804,1473,638,304,264,140,6207,32043,..,..,..,..,..,..,..,..,32043,..,5380,..,..,..,..,..,..,..,5380,..,4640,1431,588,434,195,28,0,0,7310,..,692,330,166,265,397,336,222,104,2510,..,527,379,154,170,99,50,15,9,1399,..,1096,1138,448,535,482,268,105,18,4086,..,738,1631,1597,2389,2889,2415,1658,738,14054,587,827,726,417,535,540,356,167,48,4202,32629,17240,20041,19507,20404,17681,11241,5273,1532,145556
313,..,516,569,254,493,505,370,125,28,2863,..,233,478,623,1279,2219,3079,2321,1124,11353,441,566,329,217,239,353,291,174,64,2675,21084,13228,12555,14071,15372,14377,12554,6232,2077,111547,..,696,8631,14244,16463,16650,15078,6463,1182,79405,..,2624,5275,4047,3314,1946,1074,244,27,18551,..,637,2126,3228,3111,1487,758,540,294,12180,42422,..,..,..,..,..,..,..,..,42422,..,9491,..,..,..,..,..,..,..,9491,..,8454,3280,1436,897,445,76,0,0,14591,..,1092,635,349,557,804,821,515,341,5101,..,1144,729,385,406,276,116,38,10,3105,..,1047,1377,667,1071,1022,759,268,58,6270,..,483,1274,1731,2943,3999,4907,3442,1634,20417,850,1063,803,570,508,595,517,275,87,5270,43273,26723,24133,26652,29270,27222,24107,11782,3639,216799
314,..,458,442,169,217,212,113,38,5,1661,..,194,482,523,703,1121,1396,947,537,5907,302,406,262,142,158,177,140,40,26,1661,20859,11974,12996,14546,13121,9730,7033,2670,980,93906,..,675,10954,18241,17096,13197,9463,2941,486,73053,..,2468,5506,3489,2494,1116,398,70,14,15552,..,334,1350,2305,2319,987,450,243,124,8120,42249,..,..,..,..,..,..,..,..,42249,..,9960,..,..,..,..,..,..,..,9960,..,6750,2811,992,487,176,36,7,0,11259,..,996,578,263,343,540,595,341,185,3842,..,867,577,269,215,128,49,17,4,2118,..,967,1071,493,474,425,210,62,18,3723,..,435,1187,1365,1605,1948,2059,1269,702,10573,669,764,596,388,336,293,245,85,36,3412,42920,24201,24636,27798,25373,18806,13505,5030,1570,183849
315,..,234,239,66,102,104,33,12,0,791,..,194,360,254,387,583,508,340,142,2765,269,263,225,136,167,165,114,43,10,1392,8187,4217,5280,4414,4528,3633,2107,887,260,33512,..,215,2816,3843,4411,3935,2313,814,121,18473,..,1383,3083,2031,1558,846,257,45,14,9216,..,377,765,822,752,405,217,124,54,3515,16282,..,..,..,..,..,..,..,..,16282,..,1513,..,..,..,..,..,..,..,1513,..,2466,895,321,240,68,11,0,0,4000,..,935,450,342,365,375,262,130,44,2910,..,251,175,81,80,63,34,6,0,695,..,460,529,202,229,236,109,36,4,1807,..,403,887,771,1160,1518,1274,671,223,6905,526,541,482,317,347,349,230,81,25,2907,16808,8542,10098,8722,9147,7798,4712,1917,482,68220
316,..,1408,1167,425,759,832,496,182,41,5311,..,353,769,936,2031,3805,4472,3741,2068,18168,434,710,519,313,460,632,534,253,116,3971,28720,17158,16935,21190,24458,22884,19354,10155,3737,164586,..,690,11898,23279,26534,26188,24421,11605,2356,126972,..,2809,7235,5750,5273,3645,1833,416,52,27018,..,343,1814,4018,4547,2041,825,649,483,14718,58171,..,..,..,..,..,..,..,..,58171,..,13576,..,..,..,..,..,..,..,13576,..,9866,3711,1543,1116,617,131,3,0,16990,..,1272,750,337,523,873,880,629,439,5706,..,1376,1108,520,528,378,162,68,15,4153,..,2630,2677,1133,1546,1634,1070,385,78,11161,..,731,1772,2429,4157,6383,6922,5196,2839,30436,863,1379,1143,800,900,1100,947,438,158,7731,59035,34686,32119,39818,45105,42867,37196,19393,6416,316630
317,..,841,538,144,203,198,117,50,36,2119,..,338,624,510,913,1501,1779,1655,988,8306,264,412,248,109,154,237,191,116,52,1776,14125,8819,9132,8656,9165,8322,6637,3883,1552,70288,..,649,7583,10187,10658,10174,8011,3804,775,51832,..,2001,3328,1606,1474,850,363,85,16,9727,..,325,1086,1693,1655,694,368,296,167,6282,28098,..,..,..,..,..,..,..,..,28098,..,5871,..,..,..,..,..,..,..,5871,..,4381,1482,665,487,238,30,0,0,7279,..,746,419,171,225,353,324,236,138,2615,..,637,421,180,109,93,45,12,10,1502,..,1681,1310,385,463,411,233,108,57,4656,..,684,1473,1266,1893,2534,2645,2210,1263,13969,496,786,587,313,312,404,331,175,68,3468,28591,17768,17683,16462,17263,15749,12355,6933,2497,135295
318,..,1393,826,267,358,344,217,81,13,3496,..,601,1004,787,1315,1936,1906,1671,840,10050,371,666,436,201,326,329,278,123,40,2760,20842,14127,14552,13916,14058,12012,8257,4332,1486,103581,..,752,9999,14501,15402,14260,10255,4266,799,70226,..,3873,6845,4015,2987,1800,665,141,24,20352,..,561,1935,2808,2577,1177,572,441,244,10314,42051,..,..,..,..,..,..,..,..,42051,..,8944,..,..,..,..,..,..,..,8944,..,6579,2309,1032,692,367,57,3,0,11041,..,1487,709,341,477,613,540,396,176,4725,..,999,589,265,234,157,65,38,12,2353,..,2877,2056,704,757,754,466,162,35,7802,..,1207,2373,2196,3120,3930,3606,2480,1171,20083,820,1297,954,526,596,593,477,188,62,5513,42869,28579,27757,26388,26841,23650,16697,8110,2515,203402
319,..,732,609,279,585,699,558,177,46,3690,..,415,661,723,1753,3200,4097,3292,1588,15727,458,636,369,267,409,671,627,300,93,3832,23193,13291,12649,14830,18153,20062,18479,9144,2882,132678,..,773,8641,14605,18983,23242,23742,10293,1758,102026,..,2978,5011,3847,3751,2888,1750,472,57,20753,..,799,2424,3522,3240,1473,831,772,397,13454,47002,..,..,..,..,..,..,..,..,47002,..,9020,..,..,..,..,..,..,..,9020,..,7784,2789,1542,1256,599,110,6,0,14089,..,1168,480,298,590,885,845,595,403,5268,..,1030,583,327,373,260,144,34,17,2775,..,1406,1373,732,1236,1459,1215,430,81,7930,..,818,1639,2004,3971,6325,7373,5176,2260,29574,925,1327,912,720,858,1176,1174,530,132,7762,47928,27105,23847,27596,34263,38312,37185,18306,5102,259644
397,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,0,0,3,0,0,0,4,0,0,9
399,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,197,296,383,206,262,480,297,51,0,2180,197,296,383,206,262,480,297,51,0,2180,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,402,654,939,620,610,860,634,126,5,4858,402,654,939,620,610,860,634,126,5,4858
401,..,2683,1869,375,256,349,237,91,19,5887,..,657,1640,1393,1831,3230,3872,3480,2356,18461,235,561,480,189,214,283,293,160,87,2507,21806,17559,17198,17732,19079,17412,13835,7896,3622,136151,..,504,11952,21804,23491,20829,16718,8023,1964,105283,..,1816,6251,3607,3385,2509,1087,226,35,18918,..,119,712,2211,3216,1830,669,593,415,9762,44211,..,..,..,..,..,..,..,..,44211,..,16109,..,..,..,..,..,..,..,16109,..,6553,4311,1177,973,460,85,0,0,13559,..,1655,984,277,323,527,437,347,247,4783,..,1161,861,213,123,103,48,13,6,2534,..,5319,4285,920,671,708,462,189,45,12601,..,1317,3464,3311,4157,5571,5763,4642,3086,31319,495,1072,993,484,487,500,493,247,117,4885,44707,35623,33821,34009,36829,33030,25760,14281,5914,263965
402,..,1233,1246,451,605,568,285,94,24,4503,..,603,1653,1505,2528,3959,4478,3792,1891,20410,661,889,756,380,347,405,334,199,102,4071,38598,25644,29987,26138,26601,23044,17220,9393,3212,199842,..,1689,23495,29801,29175,26919,21122,9732,1865,143801,..,4084,10362,6108,5175,2617,969,241,53,29600,..,1015,3934,5543,6167,3152,1200,851,450,22308,77827,..,..,..,..,..,..,..,..,77827,..,21170,..,..,..,..,..,..,..,21170,..,14465,7909,2546,1411,631,96,3,0,27062,..,2705,1781,745,950,1347,928,653,335,9446,..,1658,1463,592,487,272,94,19,8,4592,..,3008,3568,1485,1573,1261,623,210,41,11770,..,1293,4254,4461,6357,7546,6950,5295,2572,38718,1373,1826,1862,1070,872,752,581,298,143,8780,79197,52918,58634,52334,52170,44487,32558,17311,5463,395075
403,..,1657,1339,366,426,532,285,113,36,4753,..,572,1513,1426,2190,4195,4674,3827,2753,21149,453,786,558,314,304,373,352,168,105,3417,28836,20712,21644,22235,23334,22575,17274,9196,4334,170136,..,751,15531,25398,26560,26484,21304,9538,2396,127971,..,2828,8893,5846,4551,3054,1249,277,46,26749,..,425,1937,4008,4771,2612,993,661,463,15870,58350,..,..,..,..,..,..,..,..,58350,..,18035,..,..,..,..,..,..,..,18035,..,10603,5731,1690,1142,540,96,3,0,19807,..,1988,1046,373,423,771,654,442,307,6002,..,1391,955,318,265,158,64,21,8,3189,..,3209,3221,1003,1020,1035,582,208,72,10342,..,1123,3476,3660,5258,7289,7108,5237,3640,36786,916,1413,1237,781,658,657,596,274,142,6670,59267,41768,42023,43075,44649,42616,32655,16657,7069,329774
404,..,1527,1380,357,379,345,194,65,20,4270,..,429,1323,1206,1867,2835,2976,2846,1893,15380,260,416,399,202,219,247,221,178,101,2244,16351,13423,16056,13974,14962,13472,9944,6892,3187,108268,..,542,11224,15503,15571,13988,10926,6456,1687,75900,..,1568,5861,3412,2964,1877,698,174,38,16593,..,218,1102,2216,3069,1886,758,741,497,10484,33015,..,..,..,..,..,..,..,..,33015,..,11055,..,..,..,..,..,..,..,11055,..,6191,4344,1441,1259,618,91,3,0,13949,..,1683,1095,358,500,761,543,377,272,5585,..,1077,906,286,175,121,57,11,3,2640,..,3225,3397,958,971,793,439,139,44,9963,..,857,2902,3070,4402,5438,4854,3921,2561,28002,530,835,939,518,503,447,365,255,141,4530,33541,27255,31772,27759,29412,25930,18729,12081,5242,211725
405,..,139,139,57,150,160,95,30,5,775,..,177,321,297,690,1189,1509,1424,816,6429,161,250,145,102,152,214,219,98,36,1375,8807,4806,4838,5658,7179,7751,6414,3425,1251,50131,..,227,3748,6278,8235,9944,8630,3720,695,41482,..,971,2150,1495,1599,1202,562,132,16,8132,..,137,628,1076,1121,549,227,212,129,4077,17972,..,..,..,..,..,..,..,..,17972,..,4091,..,..,..,..,..,..,..,4091,..,3009,1130,436,357,184,29,0,0,5148,..,336,151,66,165,198,180,112,81,1285,..,238,94,61,77,58,23,6,3,571,..,302,335,173,295,348,194,73,12,1731,..,394,942,953,1897,2724,2758,2192,1124,12987,326,491,323,264,318,406,395,172,63,2765,18301,10200,9503,10816,14064,15614,12998,6619,2124,100247
406,..,204,145,56,90,98,53,25,8,677,..,237,405,278,586,826,894,793,424,4451,220,236,174,128,159,184,163,85,19,1359,7336,3969,4664,4383,5085,4667,3440,1834,661,36028,..,247,3050,4399,5222,5596,4242,1834,354,24939,..,1130,2373,1464,1405,772,252,71,17,7489,..,244,717,885,914,370,183,139,76,3522,14508,..,..,..,..,..,..,..,..,14508,..,2445,..,..,..,..,..,..,..,2445,..,2027,768,294,229,78,15,0,0,3419,..,491,198,132,187,176,137,68,42,1418,..,167,118,58,75,34,17,0,0,468,..,417,347,152,209,234,111,50,13,1533,..,513,1081,921,1695,2023,1732,1268,600,9837,478,466,430,297,340,371,296,137,32,2837,14986,8142,9075,8591,10270,9656,6993,3566,1143,72422
407,..,391,316,108,257,263,194,59,13,1598,..,348,582,508,1173,2072,2547,2275,1378,10882,293,468,266,159,240,413,378,180,67,2450,14499,8529,8332,9387,11547,12222,10881,5895,2214,83510,..,480,6289,10239,12964,15031,14257,6840,1438,67535,..,1837,3582,2692,2686,1928,889,216,44,13881,..,307,1127,1870,2011,856,410,314,224,7108,29259,..,..,..,..,..,..,..,..,29259,..,6354,..,..,..,..,..,..,..,6354,..,4940,1663,694,542,285,57,5,0,8170,..,618,319,151,242,336,291,208,138,2304,..,472,335,149,120,90,45,17,3,1237,..,947,888,393,588,545,382,129,38,3909,..,764,1612,1707,3147,4513,4528,3316,1886,21466,612,883,643,445,533,759,714,316,98,5004,29874,17609,16450,18325,22835,24351,21571,11358,3857,166227
497,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,60,76,104,59,70,61,34,7,3,485,60,76,104,59,70,61,34,7,3,485,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,120,206,309,199,168,154,94,21,3,1277,120,206,309,199,168,154,94,21,3,1277
501,..,389,395,130,198,241,125,39,11,1537,..,208,465,443,945,1749,1813,1609,804,8028,285,359,295,180,240,337,274,121,61,2148,16364,8273,9408,10898,11507,10662,7752,3906,1362,80122,..,404,6778,12239,13208,13047,10285,4267,857,61088,..,1765,4310,3164,2815,1718,692,160,24,14653,..,301,1128,1993,1956,787,330,201,161,6865,32852,..,..,..,..,..,..,..,..,32852,..,6384,..,..,..,..,..,..,..,6384,..,4997,1564,585,407,193,35,0,0,7784,..,687,321,114,204,310,281,192,122,2222,..,580,422,164,129,71,33,11,6,1422,..,791,1063,375,461,467,267,84,21,3530,..,464,1313,1409,2267,3327,3067,2246,1069,15169,607,718,682,460,479,585,486,211,82,4306,33456,17084,17590,20497,21931,20517,15480,7381,2342,156274
502,..,180,154,78,149,172,109,52,17,909,..,120,239,221,480,938,1232,1204,584,5013,164,240,127,80,93,174,157,78,33,1141,8169,5121,4990,5391,5999,5898,5432,3240,991,45238,..,253,3492,5653,6588,6784,7018,3854,718,34373,..,1104,2253,1483,1358,813,506,162,15,7694,..,223,772,1126,1122,533,206,135,101,4220,16386,..,..,..,..,..,..,..,..,16386,..,3819,..,..,..,..,..,..,..,3819,..,3017,992,377,250,117,32,0,0,4777,..,442,202,88,177,229,167,131,83,1516,..,314,178,107,72,70,15,5,0,766,..,375,368,214,302,328,215,94,28,1930,..,259,646,702,1146,1732,2093,1705,812,9085,321,455,326,224,216,291,253,142,45,2278,16710,10270,9228,9973,11234,10890,10498,6241,1796,86838
503,..,1645,2146,341,142,130,110,49,19,4574,..,551,1678,1176,1063,1626,1829,1579,1141,10635,126,280,395,147,112,162,136,55,41,1446,11752,9483,13716,10456,10120,8420,5928,3475,1716,75072,..,315,7630,12438,12672,10196,7108,3316,848,54527,..,1343,6350,2542,1862,1284,521,145,23,14068,..,47,247,848,1395,915,313,222,207,4196,24024,..,..,..,..,..,..,..,..,24024,..,8132,..,..,..,..,..,..,..,8132,..,2500,1870,419,326,207,39,3,0,5359,..,1065,790,146,137,232,232,187,111,2892,..,579,969,155,65,50,15,7,3,1837,..,3275,4895,864,391,306,240,99,30,10104,..,1041,3710,2631,2485,3065,2975,2189,1447,19544,234,531,767,330,222,258,201,91,57,2684,24252,18827,27229,20374,19547,16517,11629,6252,2725,147354
504,..,636,940,321,310,340,180,58,12,2807,..,309,1021,914,1244,2048,2138,1657,824,10146,300,493,376,198,200,229,190,115,55,2161,22294,14425,18200,16854,16220,13199,8941,4521,1593,116255,..,861,14434,19573,19329,15853,11009,4761,894,86719,..,2300,7392,4315,3350,1776,677,148,24,19978,..,375,1462,2651,3109,1653,693,436,268,10646,45561,..,..,..,..,..,..,..,..,45561,..,12002,..,..,..,..,..,..,..,12002,..,8359,4131,1261,731,341,65,6,0,14899,..,1673,1176,398,514,767,627,420,277,5847,..,975,997,353,274,181,61,21,15,2873,..,1446,2440,994,822,778,410,143,30,7060,..,706,2437,2407,3070,3799,3504,2397,1090,19418,605,961,837,497,451,399,320,181,81,4339,46166,29666,35314,32450,31642,25552,17362,8510,2684,229341
505,..,1509,2323,549,474,520,281,123,33,5816,..,628,2333,2033,2525,4248,4878,4220,2225,23077,609,860,755,352,317,424,367,242,101,4027,49160,31675,38608,36858,35195,28074,19573,10777,3813,253740,..,1446,29309,46276,45150,35813,25086,11178,2320,196574,..,4205,16607,8231,5864,3019,1132,266,55,39384,..,605,2657,4930,6434,3366,1365,894,452,20695,99758,..,..,..,..,..,..,..,..,99758,..,29380,..,..,..,..,..,..,..,29380,..,17340,8858,2446,1442,618,118,0,0,30826,..,3501,2523,757,823,1227,1031,838,424,11121,..,1799,2266,653,422,260,88,30,4,5520,..,3407,6079,1652,1302,1085,591,250,54,14426,..,1347,5332,5185,5845,7394,7215,5589,2921,40828,1248,1652,1715,923,687,734,590,368,140,8056,101001,64687,75348,71050,67960,53510,37221,19404,6378,496564
