SA4_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
308,820,787,1613,6598,6457,13058,598,540,1140,8018,7793,15807,809,809,1621,7116,6721,13839,590,546,1138,8517,8084,16598,760,743,1505,6693,6117,12817,551,514,1067,8002,7382,15382,655,681,1336,6125,5610,11734,488,556,1049,7277,6846,14123,568,518,1089,5806,5473,11273,571,549,1114,6941,6539,13476,450,416,867,6115,6403,12518,701,513,1214,7268,7329,14596,366,386,750,6641,6760,13400,727,573,1296,7727,7717,15445,338,313,651,6190,6148,12335,706,502,1208,7236,6966,14202,339,377,715,6426,6449,12873,721,533,1262,7484,7361,14851,295,370,670,6736,6575,13309,817,547,1362,7846,7491,15342,288,333,617,6878,6707,13589,798,614,1413,7964,7659,15622,223,226,449,6642,6244,12885,744,547,1291,7604,7015,14622,138,149,284,5696,5068,10763,543,401,938,6373,5617,11991,240,274,513,12633,13309,25942,1150,1250,2404,14026,14834,28865,6290,6385,12672,96297,94041,190335,9705,8202,17902,112288,108627,220912
309,500,541,1041,15558,14856,30417,1076,1093,2173,17138,16492,33630,558,537,1098,16697,15859,32556,1085,1039,2128,18347,17439,35780,492,496,991,15968,15047,31019,1028,1015,2045,17497,16553,34050,506,522,1028,16141,15715,31853,1052,1101,2149,17701,17333,35031,459,443,902,16720,17230,33953,1429,1493,2926,18611,19170,37774,367,360,727,16711,17867,34575,1581,1583,3165,18665,19807,38466,308,329,634,17149,18324,35471,1472,1436,2909,18927,20083,39012,250,288,534,16721,18066,34792,1336,1258,2593,18309,19609,37923,244,256,502,17927,19393,37314,1378,1303,2682,19549,20954,40502,257,268,525,17520,19246,36768,1427,1374,2796,19198,20894,40088,224,247,470,16410,17742,34148,1308,1303,2606,17938,19289,37224,191,202,395,15020,17068,32087,1277,1283,2564,16489,18554,35040,120,143,258,13549,15116,28666,1130,1213,2348,14801,16477,31271,158,247,401,40491,46085,86576,3357,3863,7224,44007,50192,94201,4633,4871,9501,252578,267614,520197,19948,20352,40301,277160,292835,569997
310,779,772,1554,11192,10516,21713,894,859,1757,12866,12151,25015,893,761,1652,11143,10692,21839,811,775,1583,12845,12235,25079,824,733,1555,10129,9687,19815,672,641,1313,11621,11062,22686,740,735,1478,9993,9263,19257,672,633,1308,11409,10634,22040,681,568,1252,9813,9702,19513,789,796,1593,11285,11074,22352,499,459,957,10022,10505,20525,737,840,1581,11261,11803,23063,433,394,833,10577,11264,21845,807,825,1634,11822,12487,24312,329,334,664,9765,9898,19662,691,660,1345,10782,10891,21677,361,346,706,9894,10144,20036,721,692,1412,10977,11183,22161,308,321,629,9716,9953,19664,725,701,1424,10740,10974,21717,245,282,527,9132,9349,18483,630,660,1290,10008,10292,20295,205,217,415,8363,8409,16774,583,594,1174,9147,9218,18364,147,155,306,7017,7108,14124,567,528,1094,7736,7787,15519,203,259,462,16794,18735,35534,1310,1489,2800,18311,20482,38788,6648,6342,12985,143547,145234,288782,10614,10682,21299,160806,162258,323069
311,728,702,1431,10652,10338,20987,750,724,1476,12128,11762,23892,692,733,1425,11226,10738,21965,725,690,1409,12641,12159,24800,663,630,1292,10294,9725,20017,649,647,1294,11603,11001,22604,593,548,1143,10216,9639,19855,668,650,1317,11479,10842,22321,434,511,947,9944,9476,19415,691,681,1381,11072,10671,21741,378,398,775,9511,10014,19528,658,740,1395,10545,11152,21699,278,321,604,9951,10499,20448,676,671,1346,10905,11490,22397,254,285,534,9644,10029,19673,622,597,1218,10518,10911,21428,248,298,543,9654,10053,19706,651,660,1312,10548,11014,21560,247,272,523,9351,9958,19302,658,669,1329,10255,10900,21157,177,233,412,8760,9356,18119,647,613,1261,9584,10210,19790,169,168,338,8283,8796,17083,543,584,1125,8993,9551,18551,111,129,239,7236,7712,14941,516,538,1057,7861,8380,16247,152,178,334,17136,18983,36121,1300,1351,2656,18594,20516,39113,5121,5419,10541,141849,145324,287170,9760,9826,19583,156731,160571,317296
312,523,531,1050,5057,4797,9854,474,424,896,6055,5746,11800,555,548,1101,5319,4971,10296,477,459,929,6346,5977,12325,464,501,963,4824,4497,9315,404,364,776,5694,5361,11056,384,442,832,4345,4019,8359,413,350,760,5135,4814,9955,327,313,642,4163,4193,8356,591,524,1121,5083,5033,10115,269,283,553,4890,5107,10003,834,628,1465,6000,6020,12016,255,260,508,5289,5438,10733,906,544,1444,6451,6241,12686,213,237,454,4894,4770,9661,783,448,1231,5890,5457,11349,206,212,423,5098,5124,10225,780,476,1258,6085,5817,11900,201,235,433,5330,5113,10440,778,476,1250,6308,5817,12128,177,220,391,5379,5149,10525,815,484,1298,6371,5847,12221,147,171,312,5215,4816,10030,724,414,1131,6084,5393,11474,131,140,269,4421,3931,8349,514,354,868,5067,4423,9488,167,186,348,9418,9478,18901,1018,899,1912,10606,10559,21167,4023,4271,8289,73634,71408,145044,9513,6836,16350,87173,82515,169688
313,587,561,1150,6176,5926,12107,433,399,828,7201,6887,14084,536,518,1054,7228,6843,14072,472,483,956,8229,7850,16083,534,454,990,7001,6613,13611,405,405,808,7940,7469,15407,497,434,934,6734,6474,13212,414,394,807,7645,7305,14947,388,362,756,6119,5974,12099,402,388,792,6910,6728,13644,289,287,578,5720,5892,11604,364,408,766,6374,6578,12949,246,251,502,5881,6259,12144,409,417,824,6540,6925,13468,195,248,445,5840,6404,12240,379,418,801,6415,7069,13479,227,260,487,6799,7216,14010,470,469,940,7493,7950,15437,198,245,442,6984,7618,14602,474,433,904,7663,8286,15955,181,190,375,6959,7452,14410,484,442,923,7615,8082,15700,132,181,305,6604,7217,13823,463,425,885,7189,7821,15013,115,149,266,6403,7149,13555,430,504,933,6955,7800,14751,165,214,379,19645,22268,41912,1336,1541,2871,21138,24023,45161,4299,4356,8651,104086,109306,213392,6931,7112,14049,115312,120771,236091
314,276,294,572,6968,6477,13448,337,300,629,7575,7067,14644,263,237,506,7547,7079,14623,316,304,616,8132,7620,15750,233,237,472,6747,6482,13234,242,262,503,7223,6984,14210,198,244,435,6210,5883,12089,217,223,445,6618,6354,12975,212,207,424,5691,5688,11372,259,263,523,6161,6153,12320,142,174,323,5537,5891,11426,330,314,635,6009,6381,12385,118,127,247,6079,6900,12985,333,323,659,6531,7359,13888,106,123,231,6433,6923,13352,326,256,590,6867,7305,14172,95,132,227,6918,7467,14383,316,277,598,7331,7879,15210,81,111,195,6695,7011,13703,336,270,607,7115,7389,14504,79,83,161,5697,6060,11762,278,242,517,6056,6387,12440,58,67,129,5002,5363,10368,247,231,474,5311,5663,10972,35,41,73,4270,4462,8735,179,211,388,4486,4717,9197,56,64,121,9794,11203,20998,543,633,1176,10396,11904,22303,1957,2152,4109,89598,92891,182489,4262,4111,8367,95814,99151,194969
315,1592,1443,3032,1560,1481,3042,255,240,494,3405,3163,6569,1592,1562,3158,1504,1423,2929,210,238,451,3312,3224,6536,1390,1352,2740,1255,1150,2406,206,195,406,2848,2702,5553,1214,1149,2361,1141,943,2086,182,167,352,2537,2261,4799,1219,1176,2398,1414,1349,2768,241,206,447,2878,2730,5607,1056,1049,2102,1864,1765,3631,318,285,601,3233,3098,6335,837,846,1683,1763,1825,3596,276,249,531,2880,2923,5805,787,796,1580,1601,1446,3053,254,199,452,2642,2437,5084,798,773,1568,1626,1522,3144,212,191,403,2629,2491,5119,763,758,1526,1669,1563,3237,256,226,484,2689,2549,5245,626,692,1314,1936,1714,3652,269,227,494,2834,2627,5467,510,549,1063,1966,1606,3573,285,218,504,2770,2372,5141,374,412,785,1617,1256,2876,246,179,431,2243,1852,4090,586,664,1245,3502,2788,6294,466,347,811,4547,3803,8351,13345,13218,26560,24438,21841,46283,3684,3176,6859,41464,38235,79700
316,356,314,666,8295,7968,16267,430,464,893,9077,8747,17827,388,410,802,10383,9680,20068,531,488,1019,11305,10581,21890,419,386,808,10401,9872,20272,521,510,1028,11341,10769,22111,379,333,717,9519,9344,18861,484,479,965,10386,10156,20537,287,246,531,7733,7754,15486,570,577,1142,8587,8567,17161,205,209,421,7393,7790,15180,544,500,1046,8145,8498,16648,165,196,359,7979,9007,16984,590,505,1093,8731,9703,18436,173,170,337,8698,9512,18209,623,518,1140,9491,10203,19689,181,181,370,10306,11553,21864,705,598,1310,11199,12340,23537,187,206,394,10663,12148,22814,728,670,1397,11586,13028,24611,156,159,313,10413,12355,22767,723,678,1396,11284,13185,24475,128,136,268,10589,11914,22498,700,690,1387,11416,12734,24153,89,97,186,10055,11403,21460,643,676,1319,10791,12181,22969,151,176,327,31683,35805,67494,2132,2540,4665,33970,38522,72486,3272,3228,6502,154117,166091,320210,9911,9895,19803,167304,179214,346522
317,372,369,747,4270,4069,8333,275,241,518,4919,4678,9596,395,422,819,4596,4539,9137,264,266,529,5251,5231,10483,354,406,754,4507,4388,8899,271,278,550,5129,5071,10196,349,322,668,4488,4448,8934,323,318,637,5152,5088,10243,245,240,485,4444,4481,8924,381,318,705,5076,5039,10112,185,168,353,4437,4530,8968,324,289,619,4944,4989,9939,158,172,332,4190,4407,8600,302,273,571,4650,4852,9499,137,149,288,3790,4071,7861,278,232,514,4207,4450,8656,143,190,330,4002,4340,8346,301,284,586,4444,4814,9257,131,150,276,4152,4634,8779,307,299,603,4578,5081,9664,111,118,224,4018,4421,8437,286,278,561,4409,4811,9227,78,96,174,4090,4476,8557,295,273,570,4461,4840,9299,57,71,127,3543,3956,7502,258,272,531,3859,4298,8161,104,108,205,10206,12720,22926,852,1198,2048,11154,14023,25180,2808,2976,5779,64729,69470,134197,4700,4832,9533,72238,77279,149512
318,1108,1072,2181,6214,5703,11914,468,399,867,7785,7179,14962,1132,1039,2167,6347,6180,12526,474,457,928,7954,7677,15631,1128,1027,2154,6254,5968,12225,408,402,808,7790,7395,15186,1054,924,1982,6723,6338,13056,531,480,1009,8305,7744,16050,835,826,1665,7564,7131,14697,942,594,1536,9342,8551,17890,639,652,1293,6818,6800,13614,719,525,1239,8176,7979,16151,559,606,1161,6431,6869,13297,644,512,1160,7641,7987,15625,467,497,965,5931,6351,12288,542,473,1014,6945,7319,14265,481,522,1003,6426,6760,13188,622,457,1071,7526,7741,15266,432,492,927,6528,6815,13344,591,517,1104,7545,7826,15374,348,407,753,6352,6610,12960,594,503,1104,7293,7523,14813,306,327,633,6237,6313,12546,571,477,1045,7105,7113,14222,217,245,463,5477,5421,10897,459,444,904,6152,6114,12265,285,383,665,13599,14494,28097,1228,1339,2573,15117,16214,31330,8987,9020,18008,96900,97764,194657,8789,7578,16365,114674,114358,229031
319,839,776,1609,6298,5938,12234,512,512,1019,7648,7218,14865,892,800,1694,7767,7184,14950,625,561,1185,9282,8547,17828,875,790,1665,7893,7499,15386,597,604,1197,9359,8895,18256,754,730,1487,7200,6737,13929,562,520,1078,8508,7987,16492,547,450,1000,5674,5534,11207,515,473,986,6743,6453,13195,376,389,761,5479,5833,11315,490,483,971,6339,6713,13051,313,360,675,5645,6222,11868,517,446,964,6480,7028,13507,314,337,650,5769,6601,12368,517,446,966,6603,7374,13982,352,399,749,6954,7577,14537,622,583,1200,7929,8557,16482,320,358,679,7676,8463,16143,676,668,1338,8671,9489,18161,327,311,633,8453,9255,17712,787,697,1484,9569,10260,19832,276,282,558,9069,9994,19059,827,737,1559,10172,11011,21182,192,253,444,9530,10131,19662,814,809,1614,10533,11188,21727,345,434,779,31365,31974,63340,2613,2592,5209,34326,34998,69327,6726,6669,13394,124769,128943,253713,10668,10114,20783,142159,145725,287883
397,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,3,5,11,0,0,0,3,0,3,0,0,3,3,4,11,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,7,0,7,0,0,0,6,0,6,0,0,0,4,7,9,0,0,0,4,3,12,0,0,0,5,5,6,0,0,0,5,5,6,0,0,0,5,3,13,0,0,0,5,3,14,0,0,0,5,8,15,0,3,3,5,14,19,0,0,0,8,3,7,0,0,0,8,3,12,0,0,0,22,26,50,0,5,5,21,28,56,0,5,3,63,71,131,6,9,15,66,87,150
399,27,19,43,128,120,249,24,20,48,182,160,339,12,14,30,113,109,222,23,19,41,150,144,289,6,16,23,77,74,152,18,8,22,104,96,197,24,28,50,154,149,308,28,24,45,212,203,408,31,39,70,444,439,883,90,94,180,559,576,1133,59,24,82,538,504,1041,125,99,221,714,627,1349,40,22,65,438,298,739,91,52,146,573,374,948,51,28,83,352,198,547,77,33,107,479,261,738,73,36,102,334,192,523,85,32,118,487,256,742,57,23,84,329,234,561,68,41,107,455,298,752,49,24,72,382,318,702,84,49,137,518,393,914,19,18,34,398,487,884,77,83,164,489,592,1080,25,11,30,537,551,1089,102,77,176,660,639,1294,24,13,33,1164,827,1990,179,131,317,1365,971,2332,488,310,799,5388,4498,9886,1061,771,1827,6937,5572,12510
401,98,73,169,6926,6525,13451,286,268,556,7310,6867,14177,81,86,162,7827,7616,15440,323,287,606,8228,7987,16213,75,88,162,7917,7507,15420,289,271,564,8282,7871,16153,104,115,220,8887,8615,17503,373,363,734,9364,9090,18457,95,94,195,10322,10166,20490,540,517,1058,10958,10780,21737,86,63,152,8972,8848,17819,531,475,1009,9588,9388,18978,65,56,120,8293,8702,16992,474,443,919,8836,9200,18032,61,49,109,8051,8618,16669,445,364,802,8557,9031,17581,56,50,107,8715,9290,18004,429,367,799,9203,9710,18916,51,64,116,9301,9881,19180,515,418,932,9860,10357,20223,40,47,90,9077,9400,18476,504,427,936,9622,9877,19500,42,42,81,8526,9354,17878,468,456,928,9034,9852,18887,40,32,74,7710,8491,16202,440,437,869,8185,8957,17148,45,49,94,22329,28216,50549,1277,1627,2902,23651,29893,53544,931,926,1854,132848,141222,274071,6897,6725,13622,140679,148868,289546
402,609,505,1115,13658,13037,26696,707,708,1418,14973,14251,29228,550,534,1081,13168,12651,25820,659,593,1254,14379,13779,28160,482,450,935,11995,11292,23292,633,528,1155,13109,12276,25385,478,447,925,12640,11842,24486,546,578,1116,13666,12863,26529,380,404,781,14114,13092,27202,659,589,1249,15155,14076,29231,321,387,709,13829,14348,28181,723,704,1426,14881,15440,30321,270,289,559,15014,15265,30277,783,731,1517,16068,16282,32348,213,227,444,13463,13101,26562,691,595,1290,14368,13925,28296,199,247,443,12875,12745,25621,678,554,1234,13750,13551,27298,182,239,414,13068,13171,26236,657,608,1264,13902,14010,27913,156,211,365,12718,13192,25907,665,629,1289,13541,14027,27567,136,173,310,11739,12284,24021,651,608,1260,12525,13068,25591,102,114,216,9950,10852,20799,513,527,1047,10568,11498,22063,137,181,321,27003,32210,59212,1580,2041,3629,28722,34433,63159,4216,4415,8629,195252,199063,394317,10138,10004,20145,209602,213482,423086
403,256,227,482,9920,9254,19178,448,382,834,10627,9866,20487,262,258,514,10145,9694,19836,420,410,822,10821,10355,21176,251,238,492,9673,9163,18839,346,365,711,10266,9768,20040,241,242,482,10261,9998,20256,394,393,789,10890,10634,21523,193,222,415,10616,10575,21187,498,484,990,11307,11284,22584,157,162,317,9968,10359,20328,500,515,1017,10625,11038,21661,108,128,234,10614,11258,21874,514,510,1024,11237,11900,23136,73,117,191,10251,10973,21226,517,493,1008,10843,11582,22423,111,133,252,10879,11197,22074,502,442,944,11496,11771,23266,102,103,206,10911,11697,22613,529,489,1019,11547,12287,23835,83,98,181,10782,11705,22489,498,460,964,11366,12261,23630,72,95,164,10692,11886,22577,566,561,1125,11330,12533,23864,53,53,112,9951,11163,21114,544,483,1036,10556,11704,22263,77,99,176,27507,33743,61250,1739,2266,4005,29321,36113,65437,2039,2179,4219,162183,172668,334856,8016,8254,16268,172240,183098,355341
404,164,196,359,5879,5467,11348,286,260,546,6325,5926,12251,200,195,392,5514,5325,10838,229,256,485,5947,5775,11718,179,190,374,5209,4959,10165,234,182,416,5624,5334,10958,230,204,431,6073,5827,11898,271,268,538,6568,6301,12870,176,155,332,7546,7381,14931,358,357,713,8080,7894,15981,162,143,297,7845,7929,15773,389,391,773,8395,8454,16850,113,129,238,7882,8042,15928,446,359,803,8446,8531,16974,93,97,190,6987,6909,13897,346,300,645,7422,7313,14733,89,120,209,6914,6944,13862,344,328,676,7356,7388,14741,96,123,222,7449,7557,15010,392,355,742,7938,8037,15971,80,98,179,7203,7327,14525,377,356,732,7664,7773,15432,68,87,157,6993,7224,14214,357,339,697,7418,7647,15061,66,67,137,5701,6402,12103,286,322,610,6051,6788,12844,71,109,187,17122,21761,38890,947,1335,2280,18143,23210,41351,1791,1913,3703,104321,109059,213379,5261,5397,10655,111374,116373,227745
405,136,124,264,2740,2510,5254,153,142,298,3032,2778,5807,158,166,324,3157,2864,6024,177,150,325,3492,3186,6676,146,132,279,3101,2936,6035,195,193,386,3445,3257,6698,125,126,248,2979,2669,5650,184,172,350,3288,2969,6253,75,79,153,2317,2059,4382,130,147,273,2520,2285,4809,73,72,148,2269,2265,4528,164,143,308,2509,2481,4986,56,73,124,2425,2516,4939,142,127,270,2623,2707,5328,41,56,93,2429,2630,5057,163,159,325,2631,2841,5473,60,61,120,2794,2958,5753,193,159,353,3049,3175,6227,64,59,125,3303,3439,6744,249,208,451,3609,3709,7317,66,70,140,3688,3735,7425,270,229,499,4024,4036,8057,58,55,110,4054,3993,8049,273,289,569,4389,4343,8732,33,43,77,4066,3965,8036,303,260,559,4406,4271,8675,88,79,167,11440,12148,23588,819,886,1709,12351,13115,25460,1174,1202,2380,50767,50693,101460,3417,3261,6677,55355,55160,110515
406,456,425,886,2068,2032,4103,197,180,383,2731,2641,5364,469,453,918,2173,2045,4222,190,189,376,2830,2688,5516,428,458,882,2046,1915,3966,169,180,351,2644,2549,5197,390,359,753,1819,1668,3486,150,157,311,2365,2184,4551,381,399,787,1861,1663,3516,195,158,355,2438,2217,4653,346,340,690,2189,2087,4276,215,162,377,2745,2598,5339,342,321,659,2190,2073,4263,247,215,463,2774,2611,5382,250,243,494,2026,1851,3878,207,141,350,2483,2233,4717,258,263,516,2217,2134,4354,189,168,356,2664,2560,5227,260,294,561,2491,2356,4852,245,193,439,2997,2849,5848,241,242,483,2657,2345,5003,255,194,454,3161,2789,5943,172,197,366,2675,2470,5146,246,245,489,3093,2908,6000,123,143,267,2387,2100,4493,239,180,420,2751,2431,5185,161,223,390,6055,6232,12281,587,634,1219,6805,7083,13890,4283,4366,8646,34859,32977,67839,3333,3002,6335,42471,40345,82820
407,262,243,504,4317,4262,8575,291,289,578,4873,4790,9660,301,257,560,5069,4662,9733,338,309,642,5706,5228,10933,279,251,528,5069,4755,9826,329,288,623,5682,5298,10978,235,228,461,4754,4555,9313,295,258,555,5290,5038,10326,173,154,328,4137,3729,7867,298,242,536,4603,4127,8728,149,136,289,4160,3937,8103,269,256,525,4586,4333,8916,132,121,251,4246,4282,8530,252,254,502,4630,4657,9285,108,119,221,4292,4315,8612,274,255,536,4673,4695,9368,126,136,259,4962,4911,9878,332,308,643,5415,5364,10778,126,134,264,5657,5574,11233,401,372,773,6180,6081,12263,121,119,235,5876,5977,11858,417,384,801,6412,6481,12896,103,95,194,6222,6285,12511,430,413,845,6757,6794,13553,72,78,154,6360,6293,12653,426,420,847,6860,6793,13653,128,115,243,19273,20848,40121,1475,1554,3030,20874,22525,43399,2318,2189,4502,84403,84392,168801,5821,5618,11434,92538,92201,184742
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3
499,7,4,13,36,33,70,3,3,6,50,43,91,0,3,3,26,27,50,7,3,9,35,37,67,0,3,9,22,24,46,3,3,10,29,34,60,15,10,21,75,62,131,7,5,11,95,80,173,12,22,31,135,70,210,17,10,22,161,99,266,15,6,22,157,95,248,13,14,33,187,118,304,18,11,30,128,71,202,17,4,22,164,93,259,15,11,25,107,64,172,16,7,24,136,80,221,18,15,31,110,42,158,15,7,21,141,61,205,8,10,25,105,60,169,23,25,49,142,96,238,12,4,17,109,77,184,22,8,30,143,91,235,6,4,11,95,68,166,20,8,24,122,81,207,8,0,8,90,69,166,20,10,36,114,82,198,5,4,5,196,117,308,27,10,38,220,129,351,141,114,249,1400,886,2279,202,130,328,1734,1129,2863
501,241,230,468,5144,4780,9930,374,348,719,5755,5356,11118,263,264,530,5741,5381,11126,389,387,774,6396,6031,12426,260,269,530,5489,5414,10903,412,373,782,6160,6055,12216,226,205,433,5081,4628,9713,371,355,722,5679,5188,10870,166,172,343,3655,3475,7128,267,278,546,4095,3919,8013,124,106,230,4028,4258,8287,358,337,700,4512,4707,9217,105,131,237,4537,5125,9657,398,344,741,5038,5599,10638,94,108,201,4901,5153,10055,403,354,760,5399,5614,11014,110,132,239,5266,5672,10933,456,398,851,5827,6199,12031,122,117,238,5512,5899,11411,481,441,922,6116,6463,12579,94,111,209,5490,5647,11137,477,380,858,6070,6138,12202,77,79,156,5365,5757,11124,483,483,959,5927,6315,12242,67,71,142,5104,5338,10442,418,397,811,5588,5808,11397,76,89,165,13285,14235,27519,1255,1431,2688,14616,15754,30375,2038,2098,4129,78603,80753,159355,6537,6302,12837,87174,89153,176330
