SA4_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
602,458,443,247,173,217,92,43,1670,295,320,183,94,199,55,26,1167,340,333,166,118,139,31,16,1141,4545,4963,2887,1804,2457,681,169,17509,26,29,12,14,12,3,0,102,5665,6086,3493,2203,3026,859,257,21586,41,53,34,29,63,23,12,252,53,92,70,60,80,20,8,387,38,80,52,42,58,11,7,281,1199,1569,942,665,869,213,59,5520,59,52,27,33,14,5,0,191,1389,1850,1124,820,1074,270,94,6629,7054,7935,4616,3027,4099,1131,350,28217
603,26,65,51,23,43,17,4,228,91,80,70,41,39,17,0,344,89,91,64,38,27,9,5,319,1128,1299,815,511,611,136,28,4542,11,12,3,7,0,3,0,38,1341,1547,1006,622,722,181,40,5466,0,3,4,3,7,0,0,26,4,19,16,24,11,6,0,74,9,20,7,10,15,5,0,61,226,366,228,145,157,36,9,1155,14,15,8,5,10,0,0,53,249,425,260,187,195,49,9,1370,1595,1970,1270,808,917,225,54,6836
604,173,146,111,79,111,17,3,648,196,218,132,78,99,28,7,756,191,206,107,60,76,15,4,657,3767,4109,2413,1511,2003,416,86,14306,22,26,16,11,6,4,0,95,4353,4705,2775,1744,2303,473,102,16460,8,10,6,4,24,7,0,65,61,82,46,34,45,18,0,282,28,49,29,33,41,17,3,200,1053,1440,840,568,806,134,24,4863,65,62,37,25,13,7,0,210,1217,1641,955,659,928,187,32,5623,5574,6349,3735,2404,3230,657,138,22078
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2076,1674,942,604,764,275,110,6448,531,485,256,172,235,48,24,1754,804,620,308,183,263,50,28,2250,4421,3994,2015,1193,1384,224,67,13305,51,51,29,15,17,0,0,156,7880,6828,3551,2163,2663,598,235,23920,110,157,102,88,153,52,27,681,101,99,66,39,62,10,7,387,68,121,82,62,80,20,4,424,748,1011,593,428,486,40,18,3322,68,54,40,23,14,0,3,200,1088,1438,874,642,795,120,58,5010,8970,8269,4428,2805,3456,718,286,28928
702,574,490,244,151,177,36,6,1677,185,165,61,40,46,3,0,494,243,175,70,55,55,8,0,606,3914,4113,2180,1300,962,107,21,12600,59,58,22,30,3,0,0,179,4971,5001,2581,1579,1246,149,34,15557,13,37,30,23,27,0,0,132,21,36,31,14,12,0,0,112,25,32,17,18,21,0,0,115,1247,1578,944,601,406,37,14,4825,57,76,42,34,3,3,3,214,1362,1754,1058,695,472,39,17,5397,6339,6750,3633,2273,1719,189,48,20957
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,5890,5115,2518,1498,2025,1192,603,18833,1869,1820,1031,593,893,377,190,6789,2107,1935,962,614,879,357,192,7042,12632,11651,6066,3723,5011,1923,887,41886,85,82,41,26,23,14,6,273,22578,20603,10618,6449,8833,3863,1881,74827,388,546,391,280,446,277,143,2464,308,389,289,170,267,115,51,1586,128,266,176,128,217,85,38,1040,1540,2223,1549,1031,1487,503,219,8546,101,94,53,28,35,6,6,318,2464,3514,2457,1631,2443,984,460,13961,25043,24123,13082,8086,11275,4840,2341,88786
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,44,39,22,22,21,3,0,142,33,27,17,4,7,3,0,83,31,52,22,9,11,0,0,121,109,102,47,36,25,7,0,328,0,3,4,3,3,0,0,11,216,222,103,71,69,8,3,693,0,7,4,0,0,0,0,21,5,0,3,5,4,0,0,17,0,4,8,3,3,0,0,23,9,21,18,10,19,3,0,85,3,0,0,4,0,0,0,7,19,34,38,22,27,5,0,147,231,262,141,92,93,12,3,836
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
