SA4_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
603,103,119,222,4290,4428,8719,0,0,0,93,114,208,10,5,16,2742,2803,5544,25,40,69,49,40,88,112,130,237,118,128,241,42,60,95,0,3,4,52,50,99,59,75,138,295,310,603,36,45,82,30,37,61,556,619,1172,362,414,777,15,13,34,8881,9302,18182,27,19,44,28,23,53,7,5,13,0,0,5,0,0,4,63,87,151,66,91,161,7610,6602,14211,53,40,92,29,63,92,7690,6698,14397,2146,1901,4049,18953,18169,37119
604,244,406,653,9316,11065,20379,0,0,0,1512,1699,3215,316,338,655,7657,8749,16413,109,130,239,74,67,138,201,262,463,138,154,291,143,150,287,4,3,10,264,310,568,731,864,1596,941,1067,2006,143,258,403,142,164,305,2850,3595,6448,1832,2004,3838,23,38,66,26404,30925,57327,83,106,191,73,64,133,15,15,31,11,10,26,10,9,18,140,204,348,165,226,391,20664,18645,39304,167,151,320,74,108,179,20906,18897,39805,5366,5118,10492,53261,55766,109024
697,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,35,0,0,0,0,0,0,22,17,37,4,0,4,49,21,68
699,10,9,14,63,60,119,0,0,0,3,8,10,0,0,0,45,43,89,0,0,0,0,3,3,0,0,0,0,0,4,0,0,3,0,0,0,3,4,4,3,7,5,5,5,13,0,0,4,0,0,0,13,9,21,11,15,28,0,0,0,155,149,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,204,157,363,4,3,9,7,0,3,211,160,372,137,71,209,524,393,912
701,1645,2119,3764,5928,5934,11863,0,0,0,871,915,1791,3,3,6,14666,14843,29509,74,76,144,2147,1927,4069,189,239,431,150,160,308,459,539,996,52,53,107,320,376,693,697,812,1515,880,857,1743,99,134,238,174,200,381,2108,2308,4420,1505,1567,3069,41,30,70,30370,30973,61344,1626,1376,3007,1131,892,2024,43,32,79,47,50,91,257,188,440,208,258,468,509,494,1003,24553,20285,44839,235,174,411,91,116,208,24879,20577,45458,11688,8473,20161,71889,64939,136828
702,308,462,768,3494,3627,7118,0,0,0,1527,1744,3268,4,4,12,7791,8129,15914,19,23,40,81,49,134,48,57,106,150,151,299,2333,2659,4990,27,27,52,896,966,1863,580,688,1268,413,358,765,48,46,96,98,142,243,4184,4257,8438,1024,1071,2093,26,41,69,22749,24031,46780,305,249,551,168,124,286,18,24,35,1544,1473,3013,101,91,188,99,131,230,1739,1693,3433,11447,10169,21613,86,55,146,59,46,102,11589,10274,21864,8426,7303,15724,45287,44157,89443
797,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,7,24,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,0,0,0,0,0,0,11,4,11,8,3,10,61,14,70
799,10,8,18,133,117,243,0,0,0,20,19,37,0,0,0,215,192,402,0,4,6,3,0,3,0,0,0,3,3,5,6,10,19,0,0,0,10,6,16,10,13,19,18,23,47,3,3,9,3,0,3,53,69,120,21,15,34,0,0,5,501,471,968,5,6,9,8,3,8,0,0,0,0,0,0,0,0,0,4,4,13,4,4,13,383,323,706,7,7,13,4,0,3,390,331,724,411,336,749,1332,1157,2489
801,4418,5490,9908,19203,23485,42688,12,5,25,1917,2187,4101,22,33,53,41612,46934,88544,131,149,282,2957,3170,6127,278,395,674,391,380,771,964,1291,2257,309,321,625,1126,1184,2312,1872,2146,4015,3378,3977,7352,305,358,665,332,358,687,4134,5467,9595,4132,4794,8932,204,217,419,83271,96854,180124,5184,5024,10208,5195,4667,9864,305,341,642,24,38,66,1106,1034,2142,672,828,1493,1803,1901,3703,75239,68309,143549,1023,802,1825,303,429,733,76571,69552,146124,18693,17597,36293,195432,201425,396857
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,4,4,13,30,19,48,0,0,0,3,0,3,0,0,0,45,33,73,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,3,7,9,7,4,12,0,0,0,93,82,177,0,3,5,9,11,21,0,0,0,0,0,3,0,0,0,0,3,3,3,5,10,102,93,191,3,0,3,0,0,0,105,94,194,92,35,126,312,228,538
901,182,159,339,336,356,694,0,0,0,14,13,21,0,0,0,199,218,417,0,0,0,3,3,8,7,3,10,3,0,3,3,4,8,0,0,0,10,10,21,10,7,20,23,36,64,4,0,4,27,26,52,98,100,198,43,46,85,0,0,0,768,834,1602,6,9,8,387,376,758,5,0,5,7,21,31,0,0,0,7,6,17,14,25,46,524,418,946,0,4,5,3,8,14,535,430,960,543,259,804,2432,2090,4523
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6
999,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,0,0,0,0,0,0,6,13,21,4,3,7,21,28,55
